universo	consumido_por_marcador	celda	sub_celda	candidato	calc	resultado	clase	cadena
CELDA-D	SI	GOB.gobierno_digital.encig2025.edad_x_sexo	30-44x1	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-EDADXSEXO-30-44-X-1-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.edad_x_sexo	30-44x2	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-EDADXSEXO-30-44-X-2-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.edad_x_sexo	45-59x1	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-EDADXSEXO-45-59-X-1-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.edad_x_sexo	45-59x2	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-EDADXSEXO-45-59-X-2-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.edad_x_sexo	60-96x1	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-EDADXSEXO-60-96-X-1-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.edad_x_sexo	60-96x2	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-EDADXSEXO-60-96-X-2-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.escolaridad_x_sexo	HASTA-PRIMARIAx1	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-ESCOLARIDADXSEXO-HASTA-PRIMARIA-X-1-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.escolaridad_x_sexo	HASTA-PRIMARIAx2	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-ESCOLARIDADXSEXO-HASTA-PRIMARIA-X-2-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.escolaridad_x_sexo	SECUNDARIAx1	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-ESCOLARIDADXSEXO-SECUNDARIA-X-1-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.escolaridad_x_sexo	SECUNDARIAx2	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-ESCOLARIDADXSEXO-SECUNDARIA-X-2-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.escolaridad_x_sexo	MEDIA-SUPERIORx1	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-ESCOLARIDADXSEXO-MEDIA-SUPERIOR-X-1-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.escolaridad_x_sexo	MEDIA-SUPERIORx2	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-ESCOLARIDADXSEXO-MEDIA-SUPERIOR-X-2-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.escolaridad_x_sexo	SUPERIORx1	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-ESCOLARIDADXSEXO-SUPERIOR-X-1-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	SI	GOB.gobierno_digital.encig2025.escolaridad_x_sexo	SUPERIORx2	C2	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002	RESULT-ENCIG-DUELO-2025-ADJ2-ESCOLARIDADXSEXO-SUPERIOR-X-2-C2-P	NUEVO	CALC-ENCIG-DUELO-2025-ADJUDICACION-0002 [C2 leído por id de CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 (spec §2 del -0002)] | CALC-ENCIG-DUELO-2025-ADJUDICACION-0002: piso_c2_resultados -> CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001 [medidor.py:303 G-ORIGEN: marginales medidos de encig25_base_datos_csv; marginales_2025/adjudicacion_0001 son control] | CALC-ENCIG2025-PISOS-GOBDIGITAL-0001: encig25_base_datos_csv (manifiesto)
CELDA-D	NO	TRA.evade_norma.envipe2025.dominio_x_sexo	(celda)	C2 (champion_actual=NINGUNO)	CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001		NUEVO	CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001 [medidor.py:170-173,377-383 C2-P de marginales 2025 SELLADOS de CALC-ARBITRO-MARGINALES-ENVIPE2025-0001] | CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001: marginales_2025_resultados -> CALC-ARBITRO-MARGINALES-ENVIPE2025-0001 | CALC-ARBITRO-MARGINALES-ENVIPE2025-0001 [R medido de ENVIPE 2025] | CALC-ARBITRO-MARGINALES-ENVIPE2025-0001: envipe2025_csv (manifiesto)
CELDA-D	NO	TRA.evade_norma.envipe2025.edad_x_escolaridad_proxy	(celda)	C2 (champion_actual=NINGUNO)	CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001		NUEVO	CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001 [medidor.py:170-173,377-383 C2-P de marginales 2025 SELLADOS de CALC-ARBITRO-MARGINALES-ENVIPE2025-0001] | CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001: marginales_2025_resultados -> CALC-ARBITRO-MARGINALES-ENVIPE2025-0001 | CALC-ARBITRO-MARGINALES-ENVIPE2025-0001 [R medido de ENVIPE 2025] | CALC-ARBITRO-MARGINALES-ENVIPE2025-0001: envipe2025_csv (manifiesto)
CELDA-D	NO	TRA.evade_norma.envipe2025.edad_x_sexo	(celda)	C2 (champion_actual=NINGUNO)	CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001		NUEVO	CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001 [medidor.py:170-173,377-383 C2-P de marginales 2025 SELLADOS de CALC-ARBITRO-MARGINALES-ENVIPE2025-0001] | CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001: marginales_2025_resultados -> CALC-ARBITRO-MARGINALES-ENVIPE2025-0001 | CALC-ARBITRO-MARGINALES-ENVIPE2025-0001 [R medido de ENVIPE 2025] | CALC-ARBITRO-MARGINALES-ENVIPE2025-0001: envipe2025_csv (manifiesto)
CELDA-D	NO	TRA.evade_norma.envipe2025.escolaridad_proxy_x_sexo	(celda)	C2 (champion_actual=NINGUNO)	CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001		NUEVO	CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001 [medidor.py:170-173,377-383 C2-P de marginales 2025 SELLADOS de CALC-ARBITRO-MARGINALES-ENVIPE2025-0001] | CALC-TRA-EVADE-NORMA-CRUCES-ENCOGIDA-EMISIONES-0001: marginales_2025_resultados -> CALC-ARBITRO-MARGINALES-ENVIPE2025-0001 | CALC-ARBITRO-MARGINALES-ENVIPE2025-0001 [R medido de ENVIPE 2025] | CALC-ARBITRO-MARGINALES-ENVIPE2025-0001: envipe2025_csv (manifiesto)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S1xD1	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S1xD1	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S1xD2	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S1xD2	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S1xD3	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S1xD3	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S2xD1	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S2xD1	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S2xD2	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S2xD2	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S2xD3	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S2xD3	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S3xD1	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S3xD1	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S3xD2	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S3xD2	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S3xD3	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S3xD3	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S4xD1	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S4xD1	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S4xD2	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S4xD2	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
CELDA-D	SI	TRA.evade_norma.envipe2025.escolaridad_x_dominio	S4xD3	C2	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001	RESULT-TRA-SXD12-C2-P-S4xD3	HEREDADO-DE-LEGACY	CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001 [medidor.py:223,281-291 compone C2-P de parametros.marginales_sellados (milpa/tramite-ola5-propuesta-v0.yaml:1715-1731; NAC de milpa/tramite.yaml:497)] | CALC-TRA-EVADE-NORMA-SXD-EMISIONES-0001: parametros.marginales_sellados (números tecleados de milpa/)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::sexo::1 Hombre	sexo=1	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-SEXO-1-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::sexo::2 Mujer	sexo=2	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-SEXO-2-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::edad::18-29	edad=18-29	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-EDAD-18-29-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::edad::30-44	edad=30-44	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-EDAD-30-44-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::edad::45-59	edad=45-59	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-EDAD-45-59-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::edad::60+	edad=60+	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-EDAD-60-MAS-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::escolaridad::hasta primaria	escolaridad=hasta_primaria	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-ESCOLARIDAD-HASTA-PRIMARIA-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::escolaridad::secundaria	escolaridad=secundaria	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-ESCOLARIDAD-SECUNDARIA-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::escolaridad::media superior	escolaridad=media_superior	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-ESCOLARIDAD-MEDIA-SUPERIOR-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::escolaridad::superior	escolaridad=superior	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-ESCOLARIDAD-SUPERIOR-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::localidad::menor de 15 000	localidad=menor de 15 000	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-LOCALIDAD-MENOR-DE-15-000-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
ARBITRO-MARGINALES	SI	MARG::dinero.ahorro.via_informal_ejes_enif2024::ahorra_solo_informal::localidad::15 000 y mas	localidad=15 000 y mas	PISO-t-1	CALC-PISOS-ENIF2021-EJES-0003	RESULT-PISOS-ENIF2021-V2-D9-LOCALIDAD-15-000-Y-MAS-P	NUEVO	CALC-PISOS-ENIF2021-EJES-0003 [piso t-1 medido de ENIF 2021] | CALC-PISOS-ENIF2021-EJES-0003: enif2021_csv (manifiesto)
