supervision_id	run_id	relacion_id	propuesta_id	estado_recalculado	accion_preservada	joins_validos	hashes_validos	cegamiento_validado	destino	errores
SUPSEM-51a0096e8031fcc2ada42c06	SEMRUN-354ccb9dc1023a0bd420d48f	REL-99525527adc1ae5960ac2055	SEMPROP-937c516eda56dff53eb4a1b3	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-06c6026245c8cd27120db435	SEMRUN-354ccb9dc1023a0bd420d48f	REL-9ccac3c7a04b0040d317efb7	SEMPROP-80f72ca6c864c685c6c432fa	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-24ca81c50341d1dd036867b6	SEMRUN-354ccb9dc1023a0bd420d48f	REL-9dfab617c356df5594575a3c	SEMPROP-1f8463312e6a2380f1ecf97d	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-1d17b3a8add1d87ba8aed92b	SEMRUN-354ccb9dc1023a0bd420d48f	REL-a63dce9852d52046595e28f0	SEMPROP-68f26fd7dda88515bcc93a2a	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-1aef57dff356cf0c7dabff27	SEMRUN-354ccb9dc1023a0bd420d48f	REL-a750d90d3d9e1e19938fa8c4	SEMPROP-404e9c30b70b2144440420cd	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-fa6f610cb3bbe49bfc45e05f	SEMRUN-354ccb9dc1023a0bd420d48f	REL-a8d0e6223c2d79b63a90b4f5	SEMPROP-c6816718531598f6cde94b08	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-277b279fc394b3aba4b63673	SEMRUN-354ccb9dc1023a0bd420d48f	REL-aaf9d3c2e0d9b3d294df4840	SEMPROP-2064e2603088586b3dca19d3	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-191fa324b0e3df001f1aa3fe	SEMRUN-354ccb9dc1023a0bd420d48f	REL-abd2650bcf443274eb467a60	SEMPROP-1b7486e6480505d28e61ceee	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-8bec8cdf4e68317ff2c0221a	SEMRUN-354ccb9dc1023a0bd420d48f	REL-b034b04e9ba040bd02e39b8b	SEMPROP-a835507f6c1e067b190d2af1	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-cc5e3fdbd98ba9f00c9deb7f	SEMRUN-354ccb9dc1023a0bd420d48f	REL-b8a1bd303f0aac03e3b1bdd7	SEMPROP-e61c4c1e1dd79f320614fab1	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-75c2e32f4ee994e46217df03	SEMRUN-354ccb9dc1023a0bd420d48f	REL-bb570a7a7c72c881de31f75d	SEMPROP-0420341b6d48f710a6deeef4	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-5211d9cddf15a8eafed6c87a	SEMRUN-354ccb9dc1023a0bd420d48f	REL-be38af5d3d025cfda97775c1	SEMPROP-de466d0d4058dd434b5786f9	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-405ac49148a2b472dc0765c2	SEMRUN-354ccb9dc1023a0bd420d48f	REL-c065ff3c4b02af2b359a6a40	SEMPROP-d808d257713c4ce33e185161	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-3c87404291e3fd010df2fa91	SEMRUN-354ccb9dc1023a0bd420d48f	REL-c0ffdbcc616f342880df820a	SEMPROP-08c5aa485ac2e3bf42afa403	NO_ALCANZO_TRAS_INTENTOS	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-d514d958d30ab3e514cffd9f	SEMRUN-354ccb9dc1023a0bd420d48f	REL-c3e1306bb304b019d0a94e4b	SEMPROP-d07621907d9e2a73a89f74cb	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-0bdd43331347c0e7a4a85107	SEMRUN-354ccb9dc1023a0bd420d48f	REL-c59edf3fce0cc17066bed9ee	SEMPROP-f953ed05569dfd6b0477129a	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-62eecdbd86a466771ad58b2e	SEMRUN-354ccb9dc1023a0bd420d48f	REL-c6870668d94d02dded8c4126	SEMPROP-2cdf47301952277023fd4e19	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-4da3c96bdd885aa41809e8b9	SEMRUN-354ccb9dc1023a0bd420d48f	REL-c72dd30027c28df4603464d5	SEMPROP-5bc853b662e1b8f89a25ffff	REQUIERE_DECISION_HUMANA	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-4989def735c2d8e7a015ff7b	SEMRUN-354ccb9dc1023a0bd420d48f	REL-c9a73bd2a8258784f9f08ea8	SEMPROP-8d9533f88d3aa91083853a6f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-47b3d1ff0ef31288f235b2de	SEMRUN-354ccb9dc1023a0bd420d48f	REL-ca5ecbdfd4be3728df0e509f	SEMPROP-27fd560dd8c3c6a0d1d9d092	REQUIERE_DECISION_HUMANA	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-944c4ecb0ada0b70c1e85973	SEMRUN-354ccb9dc1023a0bd420d48f	REL-cc6596882b8f135c946ad0f4	SEMPROP-15042de2f9f86dbffa83db9a	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-5786d01b96f19625781608ff	SEMRUN-354ccb9dc1023a0bd420d48f	REL-cd0d1c5fd7e85418603c73cd	SEMPROP-560412d93ac4116e2c12716d	NO_ALCANZO_TRAS_INTENTOS	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-0a4b4f9fe3338b76fd4498d9	SEMRUN-354ccb9dc1023a0bd420d48f	REL-cf53a5e4bf5bf666390fa543	SEMPROP-2c70c3520e0ebb55cc7cb2a2	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-f0d04dcf58fab5e70f92fba7	SEMRUN-354ccb9dc1023a0bd420d48f	REL-cf8f5979c73cdbe59cfaf5fd	SEMPROP-4a2eacba0def4c7bc1b1238b	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-9ed8411365fe2fb663697000	SEMRUN-354ccb9dc1023a0bd420d48f	REL-d630dc1ea394364e53631401	SEMPROP-19e26c3e62108ea1ee98ab16	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-927f614b030359d6a7f4248b	SEMRUN-354ccb9dc1023a0bd420d48f	REL-d67770c443936b1d84304513	SEMPROP-e856b15f68f13ff2d84ae413	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-3b33a263f48eda81649d760e	SEMRUN-354ccb9dc1023a0bd420d48f	REL-d7d327e72f466b970d040e81	SEMPROP-82399dc4befa1be7e90d3de5	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-ec1c75f94e5e0359a7510eea	SEMRUN-354ccb9dc1023a0bd420d48f	REL-d82eb6cef055001e7587db31	SEMPROP-147898b4a98ba86e9758b165	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-fbe1329c7b1664d0e21e8788	SEMRUN-354ccb9dc1023a0bd420d48f	REL-da62a7c3cdb80080258aa148	SEMPROP-b4048e747b22dc5cafbe484a	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-ea41fbae11a4da76ce899f9e	SEMRUN-354ccb9dc1023a0bd420d48f	REL-dc5971db0730ed2876fdb5b3	SEMPROP-8e05c090af839659971e9cc1	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-4ce5ae71f317b2de47ec1547	SEMRUN-354ccb9dc1023a0bd420d48f	REL-dd07107a27bb1a5682a22176	SEMPROP-a48da9edcf10be4741bb7fe7	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-3831d4c2a43ceb1cb3ec2f12	SEMRUN-354ccb9dc1023a0bd420d48f	REL-ddc381f55d9879a6629a14d4	SEMPROP-4ccfb00e902ad35823c9bb74	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-617cb6705a958cc442a7ba1a	SEMRUN-354ccb9dc1023a0bd420d48f	REL-de059d547843c8fefa01197a	SEMPROP-345e39af09c043c660500f3f	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-8e0fbca7714f4a96adbf8778	SEMRUN-354ccb9dc1023a0bd420d48f	REL-e10120bebb9ed07d210a3a86	SEMPROP-a5ee9fc735a56a2e2b8edea7	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-a7e4abba49020d2232feb785	SEMRUN-354ccb9dc1023a0bd420d48f	REL-e2371e6b0d421f30c496d3da	SEMPROP-849b44fd216fa37c2485d1ea	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-df52f5f519c8ddcd4f209db4	SEMRUN-354ccb9dc1023a0bd420d48f	REL-e247f2d5250d822fb74a0638	SEMPROP-0bef40bb5f8bd83f7bc03ed7	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-1c59a5117e675eec209a01c9	SEMRUN-354ccb9dc1023a0bd420d48f	REL-e74ad11dd79c7485c9704116	SEMPROP-b6a6db57c9786e6710f0a502	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-caf2408edd14259fc5037549	SEMRUN-354ccb9dc1023a0bd420d48f	REL-e86c10c4e19ea32e57b6a28d	SEMPROP-f044d18e32cc87920072b7ed	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-1c5ec2bd1920714e4a1cb611	SEMRUN-354ccb9dc1023a0bd420d48f	REL-e95e26820797a0f55c9246d7	SEMPROP-956bfed3e61b733437d14ac5	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-1f395bbc5ab6343427bd7707	SEMRUN-354ccb9dc1023a0bd420d48f	REL-ea0dde2ebf4bd96af8e3e139	SEMPROP-ec3d7f1dafbf9e339a3ae75f	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-7903598fa491f55ba986b18a	SEMRUN-354ccb9dc1023a0bd420d48f	REL-ed3674d93fbcd45914630569	SEMPROP-cd1b171fdfca45cc362f3f5c	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-ae097b727fe5086898bd3367	SEMRUN-354ccb9dc1023a0bd420d48f	REL-ee1e829631a8bb7de93bcfd3	SEMPROP-14ab0eee4252d90d456fd5d8	NO_ALCANZO_TRAS_INTENTOS	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-09fa7280afae0967e9298e59	SEMRUN-354ccb9dc1023a0bd420d48f	REL-f07a221600f81a075ee85ac8	SEMPROP-065946505dc4e74710f297b2	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-d7870d5638d2f65fb56c1187	SEMRUN-354ccb9dc1023a0bd420d48f	REL-f09043ef09997adc0bb4a3f2	SEMPROP-221a01ea06c098a960f11a65	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-72c609edb4c19b295cb35b7b	SEMRUN-354ccb9dc1023a0bd420d48f	REL-f0cb8d6fa174935fae071144	SEMPROP-8a2e426752cef7aea99c30aa	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-6974fc1119cd0acae5686ce1	SEMRUN-354ccb9dc1023a0bd420d48f	REL-f219eb1a0e1b71beb5a36f6f	SEMPROP-1c7ed9119d6a21380867c10d	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-bdd090bf8b06bdff4b5b5ffc	SEMRUN-354ccb9dc1023a0bd420d48f	REL-f25c37290ef71e21d1d73760	SEMPROP-702c45c469c344da872bd68f	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-2f16cf86eebc3a16fe7e15cd	SEMRUN-354ccb9dc1023a0bd420d48f	REL-f586d39d7211922886da9f95	SEMPROP-487b9dc2a1911aa0d15133a0	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-d5eeaddbf8a73f2820bbf9e7	SEMRUN-354ccb9dc1023a0bd420d48f	REL-f6d34c22618564c885af98e9	SEMPROP-fe5938753ae860585ff883c0	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-baf8e36c03cf045a94acb5ed	SEMRUN-354ccb9dc1023a0bd420d48f	REL-f721d49d739e759d00a9643b	SEMPROP-68052247698358b7238a9e97	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-f740b8a13b670f4a769675c8	SEMRUN-354ccb9dc1023a0bd420d48f	REL-f96e306aefb2bab19baafbcc	SEMPROP-5c631c677b30feb5bdcc2356	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-0a7e53f5637ea276eaa99dcb	SEMRUN-354ccb9dc1023a0bd420d48f	REL-fb6a1baf579c6521a638b093	SEMPROP-ac2c79bf85ff392fb7fa40f0	EJECUTADA_CON_RESULTADO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-7cba8cba7caa80d12a5b77ab	SEMRUN-354ccb9dc1023a0bd420d48f	REL-fd8abdfbae6d8de6a94eb38c	SEMPROP-f32dfa7d6fb6d4c859a720ed	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
SUPSEM-ef5960e3b1501ddee318cfe9	SEMRUN-354ccb9dc1023a0bd420d48f	REL-ff97af04e1d92981b386ac08	SEMPROP-895dcf00eea01623c85e8f81	REQUIERE_DECISION_HUMANA	SI	SI	SI	SI	COLA_RESIDUAL	NINGUNO
