tarea_observacion_id	relacion_id	necesidad_id	activo_id	input_inspector_ref	reporte_neutral_ref	input_curador_ref
TOBS-SEM-5387b712908d44e17c1ed68d	REL-45672e7d7c5ac7c69edaede4	N6	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-5387b712908d44e17c1ed68d.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-5387b712908d44e17c1ed68d.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-5387b712908d44e17c1ed68d.json
TOBS-SEM-b0c3e8d05d0ca672247a3496	REL-4773e33ebd7e704a595bbf07	N5	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-b0c3e8d05d0ca672247a3496.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-b0c3e8d05d0ca672247a3496.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-b0c3e8d05d0ca672247a3496.json
TOBS-SEM-77de625bce04437aa9bdd3d4	REL-48285fd8e0a22a38147245ed	N17	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-77de625bce04437aa9bdd3d4.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-77de625bce04437aa9bdd3d4.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-77de625bce04437aa9bdd3d4.json
TOBS-SEM-d76f868cb61054be3ce40de8	REL-4945113fd8870341191221b6	N26	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-d76f868cb61054be3ce40de8.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-d76f868cb61054be3ce40de8.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-d76f868cb61054be3ce40de8.json
TOBS-SEM-c79825713f34236b086d0337	REL-4b4d25bbe2c702aed1884440	N18	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-c79825713f34236b086d0337.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-c79825713f34236b086d0337.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-c79825713f34236b086d0337.json
TOBS-SEM-8ae9eed4130cf052f6a2dc7a	REL-4fd0d54316a62b4b5c7a0048	N2	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-8ae9eed4130cf052f6a2dc7a.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-8ae9eed4130cf052f6a2dc7a.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-8ae9eed4130cf052f6a2dc7a.json
TOBS-SEM-64964bf750dc697de788f9df	REL-50e6d069fd121a8a7cd64fc5	N14	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-64964bf750dc697de788f9df.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-64964bf750dc697de788f9df.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-64964bf750dc697de788f9df.json
TOBS-SEM-f213b050b725622998750324	REL-51392f82de7f4c77d1bb75c1	N14	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-f213b050b725622998750324.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-f213b050b725622998750324.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-f213b050b725622998750324.json
TOBS-SEM-a9edca79cbbcf8cfad02064f	REL-523fe941f36eef5710d093ee	N33	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-a9edca79cbbcf8cfad02064f.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-a9edca79cbbcf8cfad02064f.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-a9edca79cbbcf8cfad02064f.json
TOBS-SEM-73762680650393d6318e0fc7	REL-57df012cdba3e281563c1068	N15	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-73762680650393d6318e0fc7.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-73762680650393d6318e0fc7.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-73762680650393d6318e0fc7.json
TOBS-SEM-918e2e1c7a883fc1511d7cb1	REL-5fc50aa3d056d5b63f4e18df	N30	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-918e2e1c7a883fc1511d7cb1.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-918e2e1c7a883fc1511d7cb1.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-918e2e1c7a883fc1511d7cb1.json
TOBS-SEM-5dd856c07993ba83027a0a02	REL-60e9df4e4ea6f51ca6e4ddc0	N8	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-5dd856c07993ba83027a0a02.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-5dd856c07993ba83027a0a02.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-5dd856c07993ba83027a0a02.json
TOBS-SEM-36e732ff898e0056c2afff36	REL-62c97ccb92d0e95c8120d776	N28	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-36e732ff898e0056c2afff36.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-36e732ff898e0056c2afff36.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-36e732ff898e0056c2afff36.json
TOBS-SEM-da477e71608689e463ddf79b	REL-63835b1a27c62356495d6104	N29	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-da477e71608689e463ddf79b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-da477e71608689e463ddf79b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-da477e71608689e463ddf79b.json
TOBS-SEM-d3ea14e2ea500ec0e97250e2	REL-641a2435b0e68b2049b73d72	N4	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-d3ea14e2ea500ec0e97250e2.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-d3ea14e2ea500ec0e97250e2.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-d3ea14e2ea500ec0e97250e2.json
TOBS-SEM-56558d4355e63c4579b58939	REL-655887a6745e8a139387cc90	N4	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-56558d4355e63c4579b58939.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-56558d4355e63c4579b58939.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-56558d4355e63c4579b58939.json
TOBS-SEM-3669535243e9ee318df0502f	REL-6b52ae9ea4b72a9f27f01260	N13	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-3669535243e9ee318df0502f.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-3669535243e9ee318df0502f.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-3669535243e9ee318df0502f.json
TOBS-SEM-18fb14c88e975967dd37fe89	REL-6b71873b3adacde57117ad99	N3	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-18fb14c88e975967dd37fe89.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-18fb14c88e975967dd37fe89.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-18fb14c88e975967dd37fe89.json
TOBS-SEM-c0927d0bea2dd6d259ba948c	REL-6c15fdac77dea33175ef25c5	N27	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-c0927d0bea2dd6d259ba948c.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-c0927d0bea2dd6d259ba948c.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-c0927d0bea2dd6d259ba948c.json
TOBS-SEM-7baf662ad8ba364c5ad5f3f8	REL-6c97fe0c5cb528557054a838	N3	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-7baf662ad8ba364c5ad5f3f8.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-7baf662ad8ba364c5ad5f3f8.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-7baf662ad8ba364c5ad5f3f8.json
TOBS-SEM-dcdbf02c7a18e231c556dca2	REL-6cd9055fa1486b7f8c8c5efa	N5	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-dcdbf02c7a18e231c556dca2.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-dcdbf02c7a18e231c556dca2.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-dcdbf02c7a18e231c556dca2.json
TOBS-SEM-0e6bc94a16c16135d25ea664	REL-6e785044dd97d2658a495bb2	N17	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-0e6bc94a16c16135d25ea664.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0e6bc94a16c16135d25ea664.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-0e6bc94a16c16135d25ea664.json
TOBS-SEM-922b2e9c3384d6466cc42f93	REL-6ebc288cb21990e446f70262	N28	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-922b2e9c3384d6466cc42f93.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-922b2e9c3384d6466cc42f93.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-922b2e9c3384d6466cc42f93.json
TOBS-SEM-2e89e6e8039851500644f86c	REL-6f1cef5066c5478632ac5045	N18	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-2e89e6e8039851500644f86c.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-2e89e6e8039851500644f86c.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-2e89e6e8039851500644f86c.json
TOBS-SEM-2afc594c6bbdaabe79c4052b	REL-71d03c31e21a53076736dfd0	N3	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-2afc594c6bbdaabe79c4052b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-2afc594c6bbdaabe79c4052b.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-2afc594c6bbdaabe79c4052b.json
TOBS-SEM-ce89bad5829d87356038337d	REL-72ff714a3ba6d0bab952e05f	N2	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-ce89bad5829d87356038337d.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ce89bad5829d87356038337d.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-ce89bad5829d87356038337d.json
TOBS-SEM-0cc2dcc09a88442d3ed6f491	REL-75b2ff53a19d8058eba2dbb7	N13	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-0cc2dcc09a88442d3ed6f491.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0cc2dcc09a88442d3ed6f491.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-0cc2dcc09a88442d3ed6f491.json
TOBS-SEM-8efebc75fe46505e8dd50018	REL-75c66af2edc4b79afcb439c3	N6	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-8efebc75fe46505e8dd50018.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-8efebc75fe46505e8dd50018.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-8efebc75fe46505e8dd50018.json
TOBS-SEM-96ba340533699c6b8c558b4e	REL-75de72336ada4a506a3b5476	N30	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-96ba340533699c6b8c558b4e.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-96ba340533699c6b8c558b4e.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-96ba340533699c6b8c558b4e.json
TOBS-SEM-6669ced48b6249621696bc81	REL-7751c832c7e30e4e4d7603cc	N12	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-6669ced48b6249621696bc81.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-6669ced48b6249621696bc81.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-6669ced48b6249621696bc81.json
TOBS-SEM-fd3581cd746da1a56f77ab34	REL-781037a17e27bb2b93e13a63	N27	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-fd3581cd746da1a56f77ab34.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-fd3581cd746da1a56f77ab34.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-fd3581cd746da1a56f77ab34.json
TOBS-SEM-1fc6d358ccb7f33668a1e983	REL-7a38c275915e890903752598	N24	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-1fc6d358ccb7f33668a1e983.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1fc6d358ccb7f33668a1e983.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-1fc6d358ccb7f33668a1e983.json
TOBS-SEM-b845751646740957b69ed664	REL-7c92eca186a227ee718864e6	N6	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-b845751646740957b69ed664.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-b845751646740957b69ed664.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-b845751646740957b69ed664.json
TOBS-SEM-c93a0ca2e9bcfbbc93712da0	REL-7da283a75f336e409f2ff88d	N30	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-c93a0ca2e9bcfbbc93712da0.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-c93a0ca2e9bcfbbc93712da0.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-c93a0ca2e9bcfbbc93712da0.json
TOBS-SEM-75f05bc1c3c751ce6898f1db	REL-7feec534a72e40bdf9b6b393	N19	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-75f05bc1c3c751ce6898f1db.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-75f05bc1c3c751ce6898f1db.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-75f05bc1c3c751ce6898f1db.json
TOBS-SEM-97f5b97aaf860cae8ef8d3b3	REL-837d54e76ebe85170870493a	N19	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-97f5b97aaf860cae8ef8d3b3.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-97f5b97aaf860cae8ef8d3b3.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-97f5b97aaf860cae8ef8d3b3.json
TOBS-SEM-52463210d7eeb32c9eee8bbf	REL-845a93bc24990147a394f897	N2	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-52463210d7eeb32c9eee8bbf.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-52463210d7eeb32c9eee8bbf.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-52463210d7eeb32c9eee8bbf.json
TOBS-SEM-498db14e3698b86d3b8fd854	REL-87b4ab08a7e1b65f965ffb88	N29	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-498db14e3698b86d3b8fd854.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-498db14e3698b86d3b8fd854.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-498db14e3698b86d3b8fd854.json
TOBS-SEM-ebbc81083e49e2be1b5f5f98	REL-894b3c5025557df7ef942f2a	N13	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-ebbc81083e49e2be1b5f5f98.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ebbc81083e49e2be1b5f5f98.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-ebbc81083e49e2be1b5f5f98.json
TOBS-SEM-5f9f488ccf92800375ddd137	REL-89b5a730c80b52245609d460	N12	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-5f9f488ccf92800375ddd137.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-5f9f488ccf92800375ddd137.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-5f9f488ccf92800375ddd137.json
TOBS-SEM-9f595eb21acbf73c87aae864	REL-8b5abcdb9a618f64c2639477	N25	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-9f595eb21acbf73c87aae864.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-9f595eb21acbf73c87aae864.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-9f595eb21acbf73c87aae864.json
TOBS-SEM-e6713155b4e615bd21e9e286	REL-8b8dd24f3edbc5fd0b11d4a4	N19	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-e6713155b4e615bd21e9e286.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-e6713155b4e615bd21e9e286.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-e6713155b4e615bd21e9e286.json
TOBS-SEM-1a49ac4026e27ed901489468	REL-8d2952203ec3678f3bd0c473	N30	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-1a49ac4026e27ed901489468.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-1a49ac4026e27ed901489468.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-1a49ac4026e27ed901489468.json
TOBS-SEM-0984cd636391d2e5c647dfb0	REL-8d5ee427f92ae19be789b8d6	N27	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-0984cd636391d2e5c647dfb0.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-0984cd636391d2e5c647dfb0.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-0984cd636391d2e5c647dfb0.json
TOBS-SEM-97a6f8b693c267e3e06aa995	REL-8da82cf2f91efb7fe1958467	N15	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-97a6f8b693c267e3e06aa995.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-97a6f8b693c267e3e06aa995.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-97a6f8b693c267e3e06aa995.json
TOBS-SEM-48df4f52c797311cffda3906	REL-8f6cc360dac1c16f2ea6c7ea	N17	NO_DETERMINADO	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-48df4f52c797311cffda3906.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-48df4f52c797311cffda3906.json	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-48df4f52c797311cffda3906.json
