run_id	propuesta_id	relacion_id	destino_integracion	expediente_integrable	modifica_baseline	razon
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-cfc2066aabd91a45cb050f5a	REL-8d5ee427f92ae19be789b8d6	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-af508b0b64c3b880e3c3e2e9	REL-8da82cf2f91efb7fe1958467	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-6465a1796c39b1fb0f6cbbe5	REL-8f6cc360dac1c16f2ea6c7ea	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-42de19bf6f781e311e449b10	REL-928de62ad3c403adf193bfc4	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-6b004cb48f39d989c63931e4	REL-987f01cb468fa0b51b2dffc6	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-937c516eda56dff53eb4a1b3	REL-99525527adc1ae5960ac2055	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-80f72ca6c864c685c6c432fa	REL-9ccac3c7a04b0040d317efb7	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-1f8463312e6a2380f1ecf97d	REL-9dfab617c356df5594575a3c	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-68f26fd7dda88515bcc93a2a	REL-a63dce9852d52046595e28f0	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-404e9c30b70b2144440420cd	REL-a750d90d3d9e1e19938fa8c4	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-c6816718531598f6cde94b08	REL-a8d0e6223c2d79b63a90b4f5	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-2064e2603088586b3dca19d3	REL-aaf9d3c2e0d9b3d294df4840	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-1b7486e6480505d28e61ceee	REL-abd2650bcf443274eb467a60	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-a835507f6c1e067b190d2af1	REL-b034b04e9ba040bd02e39b8b	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-e61c4c1e1dd79f320614fab1	REL-b8a1bd303f0aac03e3b1bdd7	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-0420341b6d48f710a6deeef4	REL-bb570a7a7c72c881de31f75d	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-de466d0d4058dd434b5786f9	REL-be38af5d3d025cfda97775c1	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-d808d257713c4ce33e185161	REL-c065ff3c4b02af2b359a6a40	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-08c5aa485ac2e3bf42afa403	REL-c0ffdbcc616f342880df820a	NO_ENVIAR	NO	NO	NO_ALCANZO_TRAS_INTENTOS: Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-d07621907d9e2a73a89f74cb	REL-c3e1306bb304b019d0a94e4b	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-f953ed05569dfd6b0477129a	REL-c59edf3fce0cc17066bed9ee	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-2cdf47301952277023fd4e19	REL-c6870668d94d02dded8c4126	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-5bc853b662e1b8f89a25ffff	REL-c72dd30027c28df4603464d5	NO_ENVIAR	NO	NO	REQUIERE_DECISION_HUMANA: La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-8d9533f88d3aa91083853a6f	REL-c9a73bd2a8258784f9f08ea8	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-27fd560dd8c3c6a0d1d9d092	REL-ca5ecbdfd4be3728df0e509f	NO_ENVIAR	NO	NO	REQUIERE_DECISION_HUMANA: La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-15042de2f9f86dbffa83db9a	REL-cc6596882b8f135c946ad0f4	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-560412d93ac4116e2c12716d	REL-cd0d1c5fd7e85418603c73cd	NO_ENVIAR	NO	NO	NO_ALCANZO_TRAS_INTENTOS: Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-2c70c3520e0ebb55cc7cb2a2	REL-cf53a5e4bf5bf666390fa543	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-4a2eacba0def4c7bc1b1238b	REL-cf8f5979c73cdbe59cfaf5fd	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-19e26c3e62108ea1ee98ab16	REL-d630dc1ea394364e53631401	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-e856b15f68f13ff2d84ae413	REL-d67770c443936b1d84304513	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-82399dc4befa1be7e90d3de5	REL-d7d327e72f466b970d040e81	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-147898b4a98ba86e9758b165	REL-d82eb6cef055001e7587db31	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-b4048e747b22dc5cafbe484a	REL-da62a7c3cdb80080258aa148	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-8e05c090af839659971e9cc1	REL-dc5971db0730ed2876fdb5b3	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-a48da9edcf10be4741bb7fe7	REL-dd07107a27bb1a5682a22176	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-4ccfb00e902ad35823c9bb74	REL-ddc381f55d9879a6629a14d4	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-345e39af09c043c660500f3f	REL-de059d547843c8fefa01197a	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-a5ee9fc735a56a2e2b8edea7	REL-e10120bebb9ed07d210a3a86	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-849b44fd216fa37c2485d1ea	REL-e2371e6b0d421f30c496d3da	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-0bef40bb5f8bd83f7bc03ed7	REL-e247f2d5250d822fb74a0638	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-b6a6db57c9786e6710f0a502	REL-e74ad11dd79c7485c9704116	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-f044d18e32cc87920072b7ed	REL-e86c10c4e19ea32e57b6a28d	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-956bfed3e61b733437d14ac5	REL-e95e26820797a0f55c9246d7	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-ec3d7f1dafbf9e339a3ae75f	REL-ea0dde2ebf4bd96af8e3e139	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-cd1b171fdfca45cc362f3f5c	REL-ed3674d93fbcd45914630569	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-14ab0eee4252d90d456fd5d8	REL-ee1e829631a8bb7de93bcfd3	NO_ENVIAR	NO	NO	NO_ALCANZO_TRAS_INTENTOS: Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-065946505dc4e74710f297b2	REL-f07a221600f81a075ee85ac8	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-221a01ea06c098a960f11a65	REL-f09043ef09997adc0bb4a3f2	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-8a2e426752cef7aea99c30aa	REL-f0cb8d6fa174935fae071144	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-1c7ed9119d6a21380867c10d	REL-f219eb1a0e1b71beb5a36f6f	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-702c45c469c344da872bd68f	REL-f25c37290ef71e21d1d73760	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-487b9dc2a1911aa0d15133a0	REL-f586d39d7211922886da9f95	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-fe5938753ae860585ff883c0	REL-f6d34c22618564c885af98e9	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-68052247698358b7238a9e97	REL-f721d49d739e759d00a9643b	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-5c631c677b30feb5bdcc2356	REL-f96e306aefb2bab19baafbcc	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-ac2c79bf85ff392fb7fa40f0	REL-fb6a1baf579c6521a638b093	NO_ENVIAR	NO	NO	EJECUTADA_CON_RESULTADO: Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-f32dfa7d6fb6d4c859a720ed	REL-fd8abdfbae6d8de6a94eb38c	NO_ENVIAR	NO	NO	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO: Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.
SEMRUN-354ccb9dc1023a0bd420d48f	SEMPROP-895dcf00eea01623c85e8f81	REL-ff97af04e1d92981b386ac08	NO_ENVIAR	NO	NO	REQUIERE_DECISION_HUMANA: La acción exige autorización/licencia y no apareció un objeto descargable abierto en los intentos permitidos.
