ruta_relativa	sha256	payload_id	raiz_manifiesto	clase	ext	clase_extractor	n_matches_sha
Descargas Manuales/ea3385cf-en.pdf	809f88f32a4ec886cab0dd60bb4be2ac278849947a4f9efad5f6bb5df1ebc10e	ea3385cf_en	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/export_crudo.txt	daa29e0b8830ac854572631501d72e31cb52c6eaca074355d700e9ae88ff053d	export_crudo	descargas_mx	DECLARADO-descargas_mx	.txt	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/itindc_202601.pdf	446304b3b9c238ac13128fa0d12af40adad7d9ba7bf04e3a9102ac0d95db1ce0	itindc_202601	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/itindc_202602.pdf	296795821a5b09951558ea1aeb722b5ee97e0d9f1d8c65aff9a04cd8662962a1	itindc_202602	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/itindp_202601.pdf	c1c149263ec91f4d6957fe6349cbe9b7b3ee3ebfd5b5f8c96e6aac2c54b9f0ea	itindp_202601	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/itindp_202602.pdf	83977c7e267ad29598eddf98964279d21b079077524353b2b6b09c53d33aec9a	itindp_202602	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/itinfp_202601.pdf	5b939476d0442db7cc8c3f035dd2a84166c1ff2f43e7e128003707124107c05b	itinfp_202601	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/itinfp_202602.pdf	b2454dbe9c9824ecfdb6a9e78c369ef4976379e99f6b160e06ed3004054b5e65	itinfp_202602	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/itingf_202602.pdf	294c159aa81341befb06c34b1e74f8474b5261c874e4583a19efb5bd0f99bcc2	itingf_202602	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/itinin_202601.pdf	b55636e53e7b954c115dafff547a4571b0377e2984f16738878aaa18da837c60	itinin_202601	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/itinin_202602.pdf	3f868041b8df896f5020377844d80b45d52bb0d2c246a7ccc3ec444aa7001d4a	itinin_202602	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/itinse_202601.pdf	548fa327ee98069da005fa589dd08dec7a7deaa200cbad86448039bc2826379d	itinse_202601	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descargas Manuales/itinse_202602.pdf	9ac88caffa317fb644509bd366cd54ca4b19dfca3e0276cc6df7e41a23a6bdaa	itinse_202602	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
Descriptores_Base_de_Datos_URGENCIAS_2008_2017.xlsx	3ca5d405516a486ccf887d9d1c436116a3d3cf6f21000bf65cc28c25af77ffad	dgis_urgencias_descriptores_2008_2017_xlsx	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.xlsx	DESPACHADO-INSPECT_ASSETS	1
Descriptores_Base_de_Datos_URGENCIAS_2018.xlsx	fe77236abe8379bb819ed1a26e7e3c3c6c593caf36da2ca1afc470241270fcc7	dgis_urgencias_descriptores_2018_xlsx	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.xlsx	DESPACHADO-INSPECT_ASSETS	1
Descriptores_Base_de_Datos_URGENCIAS_2019.xlsx	106b9525778e96584e850232325cbb1a0414e9f15353c7129b7818ac03248798	dgis_urgencias_descriptores_2019_xlsx	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.xlsx	DESPACHADO-INSPECT_ASSETS	1
Descriptores_Base_de_Datos_URGENCIAS_2023_2025.xlsx	35a48c34bfae8dbda2cc0c511ed5a4f2b038e795088589c449efa02b4c8676bb	dgis_urgencias_descriptores_2023_2025_xlsx	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.xlsx	DESPACHADO-INSPECT_ASSETS	1
Exportación pública de Insumos y reportes.xlsx	3a10dd9b226bb40f09ea2b3d417f64887710a02a552d48f3f12054a8c1e86a93	cero_desabasto_exportacion_publica_insumos_y_reportes_xlsx	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.xlsx	DESPACHADO-INSPECT_ASSETS	1
F00006635-WVS7_Questionnaire_Mexico_2018_Spanish.pdf	d84607c68d30985f537a18048c5c903b2f5b73e57420f37689ab67758bac387d	f00006635_wvs7_questionnaire_mexico_2018_spanish	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
F00008602-WVS7_Methodology_Report_Mexico_2018.pdf	ba4ebdd333ca4e46bb79b0ac7f8988eb4a2475ba82ec61ba87542082fe9c95ee	f00008602_wvs7_methodology_report_mexico_2018	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
F00010700-WVS7_Information_about_the_team_Mexico_2018.pdf	fd2d50c0cb9b7b7001f16c6d3cd45b10c73b0684ec525544e9a5ff0636e2e884	f00010700_wvs7_information_about_the_team_mexico_2018	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
F00010701-WVS7_Sample_Design_Mexico_2018.pdf	148b41f4315af1060a434fe35a76e874fdae87a2db40425f679ece29f6df8b66	f00010701_wvs7_sample_design_mexico_2018	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
F00011928-World_Values_Survey_Wave_7_2017-2020_Mexico_v3.0.pdf	faee54eeaff1ca170bc86b3f26c0593df99b576d035d44055f08470f97b03005	f00011928_world_values_survey_wave_7_2017_2020_mexico_v3_0	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
F00013032-WVS_Wave_7_Mexico_Spss_v5.1.zip	4b5f387199ded46d22c760ef1aa65ce82f38d77efc1c75db5fc174856bdc364d	f00013032_wvs_wave_7_mexico_spss_v5_1	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
F00013084-WVS_Wave_7_Mexico_Stata_v5.1.zip	a676a7601e25cb15a670828d8bf2990d8a73958c7367118c3a5293c6ae84d9a4	f00013084_wvs_wave_7_mexico_stata_v5_1	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
F00013146-WVS_Wave_7_Mexico_Csv_v5.1.zip	cf0b774e1f6611b5531cfb66db982a8c3443e658bb0befcb1ef053d790ca4afe	f00013146_wvs_wave_7_mexico_csv_v5_1	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
F00013203-WVS_Wave_7_Mexico_Excel_v5.1.xlsx	b7665211531d4dbda82640ea78f1b92b2b53820f69b1674a27018a2c7e31f200	f00013203_wvs_wave_7_mexico_excel_v5_1	descargas_mx	DECLARADO-descargas_mx	.xlsx	DESPACHADO-INSPECT_ASSETS	1
F00013259-WVS_Wave_7_Mexico_ExcelTxt_v5.0.xlsx	a2272e83db5a1ad9c6cb28fbf085a2e5b42bb0bb30764e1c2c4ab9abf72bc4d0	f00013259_wvs_wave_7_mexico_exceltxt_v5_0	descargas_mx	DECLARADO-descargas_mx	.xlsx	DESPACHADO-INSPECT_ASSETS	1
F00013316-WVS_Wave_7_Mexico_CsvText_v5.1.zip	2cb902597fd6164f075b446c684fcfba16ff4969f3719a13f2f80d769005b726	f00013316_wvs_wave_7_mexico_csvtext_v5_1	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
FD_ENCUCI2020.pdf	6cd6f7475a0b5db27a84cf0e047db5b7ed98f73c3480a9e64ea084bc7d475638	encuci2020_fd_pdf	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.pdf	DESPACHADO-INSPECT_ASSETS	1
HGO_PEL_2016.zip	463d1e55219e8482fdd3dd61019467449208620d56507eef6baa23561a938fd4	sicee_local_hgo_pel_2016_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
HGO_PEL_2018.zip	d19754b0772a4bfff194772e9dc30cd053f1e3b7361df8c2974fc5ad819c787b	sicee_local_hgo_pel_2018_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
HGO_PEL_2020.zip	77eab416a34e9fb4aa233764ff97ac1d0a11b032458a4d5b8b50bafe12e7d227	sicee_local_hgo_pel_2020_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
HGO_PEL_2021.zip	50f21669832e22fc35d244718c39fcf739365075547ffaed9cbe32f6092df54f	sicee_local_hgo_pel_2021_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
ICPSR_35024-V1.zip	c1e7ba95f453edd356e3e1144bb6753557101251a8c939878d8ddeeb2ec45278	icpsr35024_mexico_panel_study_2012_paquete_v1_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
ITER_NAL_2020_csv.zip	ff39bb1d1b6e6adcc6204622535d213d4cd04902bc6ab6e8345f244a6d5f85d6	cpv2020_iter_nal_csv	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
Indice de Bienestar.Cuestionarios.docx	6913725196ae2a3b52f11a1d8d3d650336a13840ad5279daecce0d89048d93f5	indice_de_bienestar_cuestionarios	descargas_mx	DECLARADO-descargas_mx	.docx	SIN-EXTRACTOR-DECLARADO	1
LEEME 2-procedencia.txt	9f0a7da9d591a84c92ad799c875c9d4e7461cb33f695436c0d7d798764e75d20	leeme_2_procedencia	descargas_mx	DECLARADO-descargas_mx	.txt	DESPACHADO-INSPECT_ASSETS	1
LEEME-procedencia (1).txt	9f0a7da9d591a84c92ad799c875c9d4e7461cb33f695436c0d7d798764e75d20	leeme_2_procedencia	descargas_mx	DECLARADO-descargas_mx	.txt	DESPACHADO-INSPECT_ASSETS	1
LEEME-procedencia (2).txt	9f0a7da9d591a84c92ad799c875c9d4e7461cb33f695436c0d7d798764e75d20	leeme_2_procedencia	descargas_mx	DECLARADO-descargas_mx	.txt	DESPACHADO-INSPECT_ASSETS	1
LEEME-procedencia (3).txt	9f0a7da9d591a84c92ad799c875c9d4e7461cb33f695436c0d7d798764e75d20	leeme_2_procedencia	descargas_mx	DECLARADO-descargas_mx	.txt	DESPACHADO-INSPECT_ASSETS	1
LEEME-procedencia.txt	c98ce68bda7cf5866848231bd33097e71e5f6641f8d153b42f4bdbd42231297a	leeme_procedencia	descargas_mx	DECLARADO-descargas_mx	.txt	DESPACHADO-INSPECT_ASSETS	1
MEX_2005_CAFR_v01_M.xml	c33a8ce9af58879d7df952e97738299386374581e43c91293f7caadc3ca5fcc8	wb2028_cafr_leon_2005_ddi_xml	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.xml	DESPACHADO-INSPECT_ASSETS	1
MEX_2005_CAFR_v01_M_STATA8.zip	36ecb169aba317eef1db39c77a2e3fc021578a2e898de66dd07261e03b6fdd70	wb2028_cafr_leon_2005_stata8_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
MEX_2023_WBES_v01_M.xml	1d5cded32bef39cc2f129ef63c122d59e4e37b1257b36fc98bc0cc8daccad54c	wbes_mexico_2023_ddi_xml	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.xml	DESPACHADO-INSPECT_ASSETS	1
NSE_Hogar_ENSANUT_2024.Catlogo.xlsx	ed1be4e10d76b065f2c6ad67e4ab3fb9f5af3ce5d5877aea28ffe4382f5ccc1a	nse_hogar_ensanut_2024_catlogo	descargas_mx	DECLARADO-descargas_mx	.xlsx	DESPACHADO-INSPECT_ASSETS	1
NSE_Hogar_ENSANUT_2024.csv.csv.zip	685e33d003ca100b06501c377de13abce8f56b46b3705f7a6fa0effaf4db28af	nse_hogar_ensanut_2024_csv_csv	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
NSE_Integrantes_ENSANUT_2024.Catlogo.xlsx	6d2425ad899ab5beaa9c4ea016d9cadebb17ae4827fa847090b5c32ebc7bf8b0	nse_integrantes_ensanut_2024_catlogo	descargas_mx	DECLARADO-descargas_mx	.xlsx	DESPACHADO-INSPECT_ASSETS	1
NSE_Integrantes_ENSANUT_2024.csv.csv.zip	0315bc625b262ec14f818c4b3858a387a022911e527af059ac3c6923f46e6ff0	nse_integrantes_ensanut_2024_csv_csv	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
PRESIDENCIA_2018.zip	f04fbad28bb13f960f3136efc7e3e4cbc61a613794429c8433699cb9d86e84c0	sicee_federal_pre_2018_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
PRESIDENCIA_2024.zip	3122304d4dec2a24168708af9836f5df2860ac4347163dc311473bd037737bbf	sicee_federal_pre_2024_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
SENADURIAS_MR_2018.zip	fc83f3e8aaba95357cd49b4bd91ee0171cfe00a66d5bb4cd9b35906cfbe32ee1	sicee_federal_sen_mr_2018_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
SENADURIAS_MR_NAY_EXT_2021.zip	21c005c9186cb56098e38396389385e40fd414afc954080c64c48dd80f038596	sicee_federal_sen_mr_nay_ext_2021_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
SENADURIAS_MR_TAMPS_EXT_2023.zip	a4025a2621dd83ecb4af13f82e16d3032f0770ea551d2fe4f9b91268b0d87ad2	sicee_federal_sen_mr_tamps_ext_2023_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
SENADURIAS_RP_2018.zip	582de042911ea1edf5f3b342f5a9661ed3ef4077352b68c8fad49ea98716b163	sicee_federal_sen_rp_2018_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
SENADURÍAS_MR_2024.zip	bafa39ae21279f229a3892422d8b9fb339160bc92a17c9a3583c92c1154c19cf	sicee_federal_sen_mr_2024_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
SENADURÍAS_RP_2024.zip	2c5d1aee26b9dfd1d188c9c9949d2b8d366c055d5e2a37b1da2a8b0dcc9fafbe	sicee_federal_sen_rp_2024_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
Urgencias_2008.zip	1b17abcf32a7794d99582acd5bcf77016e3edb91b1e005a6e0759a461a1b7a9d	dgis_urgencias_2008_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
Urgencias_2009.zip	41d14016fb73a9e9932708b379670cc889d34ae0b47f81c24da7b6a5f6868ebc	dgis_urgencias_2009_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
Urgencias_2025.zip	3c1bdcb9af60dd49d3bfb248ee97fd7988dba46d81b4d13134ef7cc2da294b26	dgis_urgencias_2025_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
Urgencias_2026.zip	e112dd0ccbf96ce8ae50ab48c263eb781c4aac995c1ba99da40409b6b5d5e2b3	dgis_urgencias_2026_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
VER_PEL_2016.zip	08bc7ec82c1768eb9a1ffef12a38ac8cd46687c4f829d31a7d41225f6124232e	sicee_local_ver_pel_2016_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
VER_PEL_2017.zip	fd8edcb052e4d40c890ac1d588460f51a58d2482a899327787fd5f06e0e5bc39	sicee_local_ver_pel_2017_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
VER_PEL_2018.zip	1b7e5fd78065ac1b3c5d5688874ca5d340db24ee814983965171f43ecd0de49a	sicee_local_ver_pel_2018_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
VER_PEL_2021.zip	561a696fd1b6d2489f996a4e187e5314b8981228260fef90c2261050153d93fa	sicee_local_ver_pel_2021_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
WBES-OS_Mexico2026_Data.zip	299eb398f66152a1089376f879223e88345cba193432cb1747a79f78af17bcbd	wbes_os_mexico_2026_ai_microdato_dta_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
WBES-OS_Mexico2026_Documentation.zip	082d02af0767ad06d4078380af710b0faa78b5d07374b5c343d4cc02010f6b3a	wbes_os_mexico_2026_ai_documentacion_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
WBES-Panel_Mexico2010_Data.zip	83a5927ab7852cce71ac5c512941e9b1fb5e05a62e01e669b75479a8acce34c1	wbes_mexico_panel_2006_2010_microdato_dta_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
WBES-Panel_Mexico2023_Data.zip	498a9b2db2bbec65db32c5e7711c5cb1ca3a73fe00eb2af1ad9d67a1e1871a12	wbes_mexico_panel_2010_2023_microdato_dta_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
WBES-Panel_Mexico2023_Documentation.zip	879ee09ebe3f3442dcc28b6d7496469df9b610a6b805989d89b8b234a5107156	wbes_mexico_panel_2010_2023_documentacion_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
WBES_Mexico2006_Data.zip	66dba69f933bbdb619fdbba6b727b7bae15320105641739fd42908f97ab63225	wbes_mexico_2006_microdato_dta_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
WBES_Mexico2006_Documentation.zip	3da3e39c16d8409a1aaa1784abbeff0ac58791d713a411877a9d3cce08c9893a	wbes_mexico_2006_documentacion_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
WBES_Mexico2010_Data.zip	e2eedb34227e2892404a1dd8e152d2574753ff7828533777631b1a8e9b7d61ac	wbes_mexico_2010_microdato_dta_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
WBES_Mexico2010_Documentation.zip	fa6a9511874a6456309c36645c5aa7d90512a1ab89354afd9445196fa3551fe3	wbes_mexico_2010_documentacion_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
WBES_Mexico2023_Data.zip	bc09225244f1e1274d9c9e58221acf8884512a1ab600551f98fbc0466f479f3f	wbes_mexico_2023_microdato_dta_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
WBES_Mexico2023_Documentation.zip	2b3b0db77f12b841814a37265db279cfcb1778c4377876b77e0a4b725a76c0f7	wbes_mexico_2023_documentacion_zip	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.zip	DESPACHADO-INSPECT_ASSETS	1
ZA5900_backgroundvar_mx.pdf	a7f6a3438eebcf355ea80013bb6965ca86ae8126289c3a6392fc78c46b720a39	za5900_backgroundvar_mx	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
ZA5900_bq.pdf	434dd01051c416f5379489c5bd8a368b5e561ecd89e6e9a1b96b3568fa2f36d0	za5900_bq	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
ZA5900_cdb (1).pdf	5c288f3c0872e85161fefe4faeb2d43ad98fb7ab7f5a114190b78975135aa81c	za5900_cdb	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
ZA5900_cdb.pdf	5c288f3c0872e85161fefe4faeb2d43ad98fb7ab7f5a114190b78975135aa81c	za5900_cdb	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
ZA5900_mr.pdf	d191e7c2967f52ca18004130038cda7c297d7a81b5a6233d74cb52739d908744	za5900_mr	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
ZA5900_overview.pdf	1bfbd19be390dcdd32f2c6b3b16e3743196c88687cd1c28bfa3a974f90b6efb4	za5900_overview	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
ZA5900_q_mx.pdf	d8fe53baeb29455b8ec9aa772a63eae4eb8308456aa1e1986d2c96b5067e5375	za5900_q_mx	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
ZA5900_questionnaire_development_report.pdf	909a71504d235cd09ec821df25ba9d7ad7abf7e7e704e92a345cb81d552273a1	za5900_questionnaire_development_report	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
ZA5900_v4-0-0.dta.zip	ed7d7781f9ccc4cfc947188ba18e4169434c022db17637af75d2b5612509db33	za5900_v4_0_0_dta	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
ZA5900_v4-0-0.por.zip	47ad77b2b5db45554b53dfccb00728c3e17d7fe15ff2668e949fd0441f2db660	za5900_v4_0_0_por	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
ZA5900_v4-0-0.sav.zip	21a1e85603e142f6848211c5fe0932ed8eee77e50efd9e2c4bfe4470782d0934	za5900_v4_0_0_sav	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
ZA6980_backgroundvar_mx.pdf	6004c300ca1331bfd15f163c4deaa726c71b66b46ae9e05361f40ae8cc26ca5f	za6980_backgroundvar_mx	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
ZA6980_q_mx (1).pdf	61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed	za6980_q_mx	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
ZA6980_q_mx.pdf	61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed	za6980_q_mx	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
ZA6980_v2-0-0.dta.zip	aa3bfcbcc1dc20a2735e8e9d2d3d47a72d909dade66e8c4623b910965dc227de	za6980_v2_0_0_dta	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
ZA6980_v2-0-0.sav.zip	20a1420f4aa8f8dcb30f7de61879796d20b7c3042805e7925e56c30b4ae97ca5	za6980_v2_0_0_sav	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
ZA7600_v3-0-0.dta.zip	19e93ee8998505e3d98d8e9db09c9159f574883ea8161d3ada8bd28c79bd9717	za7600_v3_0_0_dta	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
ZA7600_v3-0-0.sav.zip	d71954fe95ba139ccfad31d14e0069670de69420dfbbc4e09d2a59e99ed2a1f7	za7600_v3_0_0_sav	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
adolescentes_ensanut2024_w.csv.csv.zip	3c5f21ef6158ea0830cabc750ca31b45e0039b04fa93b9b9236b0fe6457d023b	adolescentes_ensanut2024_w_csv_csv	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
adolescentes_ensanut2024_w.stata.stata.zip	b528e00511ad931f2fda973c344299a73d245c11502d867cb9666f7c33824260	adolescentes_ensanut2024_w_stata_stata	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
adultos_ensanut2024_w.Catlogo.csv.csv.zip	464a62daf5e9b0f991a500791e58eb4d2c5ec255acabd59f74ad67d71520ab7a	adultos_ensanut2024_w_catlogo_csv_csv	descargas_mx	DECLARADO-descargas_mx	.zip	DESPACHADO-INSPECT_ASSETS	1
adultos_ensanut2024_w.Catlogo.xlsx	0ab22b7f0c3515d966e60634d6e06543a14f2839cda32e3e49895749d419df4c	adultos_ensanut2024_w_catlogo	descargas_mx	DECLARADO-descargas_mx	.xlsx	DESPACHADO-INSPECT_ASSETS	1
banxico-2013-17-crowding-out-70ymas.pdf	899dff850d1b23c74d803c026d1dd6306f4115b1b9427a74eb008114d4e99839	banxico_2013_17_crowding_out_70ymas	descargas_mx	DECLARADO-descargas_mx	.pdf	DESPACHADO-INSPECT_ASSETS	1
base_macu.xlsx	1ca57de22a68ce9fb2348e51380134ab53cadd1ecc385ae3194d6c6a7186fd94	inmujeres_macu_indicadores_territoriales_xlsx	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.xlsx	DESPACHADO-INSPECT_ASSETS	1
cngmd_2023_m4.pdf	21b830b45b444a65eac2b30af2f4c5bff81f5bbbc6ea527d10b02ff0abf83be0	cngmd2023_m4_proteccion_civil_cuestionario_pdf	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.pdf	DESPACHADO-INSPECT_ASSETS	1
cngmd_2023_m5.pdf	82bfaef6dd7986f2bbfea2d6175ebc35e951f016873a0860e28ac3ee5ef63be0	cngmd2023_m5_justicia_civica_cuestionario_pdf	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.pdf	DESPACHADO-INSPECT_ASSETS	1
cngmd_2023_m6.pdf	c57cb73d8d01bdf042c3dc4677ba64ccf8c44fdaf6e61ce363da9ba1a6d5a284	cngmd2023_m6_agua_saneamiento_cuestionario_pdf	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.pdf	DESPACHADO-INSPECT_ASSETS	1
cngmd_2023_m7.pdf	ad39d975e43265660ccbcc5ef250d436c0436dc3100981cc0d6a6941a1328635	cngmd2023_m7_residuos_solidos_cuestionario_pdf	(sin-raiz-declarada)	DECLARADO-OTRA-RAIZ	.pdf	DESPACHADO-INSPECT_ASSETS	1
