# DERIVADO por forense/analisis/relevo-reconcilia-1/reconcilia_relevo.py — NO EDITAR
resultado_id	consumidor	clase_consumidor	tipo_uso	estado_reconciliacion	clase_de_relevo	como_se_caso	calc_gen2	result_gen2	valor_gen2	valor_legacy	delta_gen2_menos_legacy	veredicto_vista_hoy	razon_vista_hoy	causa_ceguera	pins_res_en_spec	corrida_natural	receta_demanda	entorno_demanda	nota
RES-0090	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.discrecional	procedencia	asignado_probabilidad	SIN-REHACER	NO-APLICA	clave-consumidor				[0.62, 0.38]		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0019	SIN-RECETA	INDECIDIBLE-SIN-SPEC	
RES-0091	milpa/procedencia.yaml:asignados_probabilidad:tramite.mordida.con_registro	procedencia	asignado_probabilidad	SIN-REHACER	NO-APLICA	clave-consumidor				[0.88, 0.12]		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0019	SIN-RECETA	INDECIDIBLE-SIN-SPEC	
RES-0092	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.coercitivo	procedencia	asignado_probabilidad	SIN-REHACER	NO-APLICA	clave-consumidor				[0.91, 0.09]		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0019	SIN-RECETA	INDECIDIBLE-SIN-SPEC	
RES-0093	milpa/procedencia.yaml:asignados_probabilidad:tramite.gobierno_digital.util_sin_coercion	procedencia	asignado_probabilidad	SIN-REHACER	NO-APLICA	clave-consumidor				[0.71, 0.29]		SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-01	SIN-OFERTA-QUE-VER		CORR-0019	SIN-RECETA	INDECIDIBLE-SIN-SPEC	
RES-0094	milpa/procedencia.yaml:asignados_probabilidad:civico.denuncia.con_seguro	procedencia	asignado_probabilidad	SIN-REHACER	NO-APLICA	clave-consumidor				[0.78, 0.22]		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	SIN-OFERTA-QUE-VER		CORR-0019	SIN-RECETA	INDECIDIBLE-SIN-SPEC	
RES-0095	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-CIV-M-01	RESULT-R-CIV-M-01-PUNTO	0.25899878251638075	0.25899878251638075	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	PIN-A-RES-AJENO:RES-0093	RES-0093	CORR-0020	PARCIAL:sha256+spec_sha	CAJA	
RES-0096	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_01-M	0.294313	0.294313	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0021	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0097	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:L:L-solo	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_01-L-SOLO		0.24625		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0022	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0098	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:L:L+corpus	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_01-L-CORPUS		0.3		SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-02	CALC-SIN-PIN		CORR-0022	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0099	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": 5.881933975095942, ""z_L_solo"": -1.8289090331078106, ""z_M"": 5.0660909204419005}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0023	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0100	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-CIV-M-02	RESULT-R-CIV-M-02-PUNTO	0.24339981393062482	0.24339981393062482	0.0	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-01	PIN-A-RES-AJENO:RES-0098	RES-0098	CORR-0024	PARCIAL:sha256+spec_sha	CAJA	
RES-0101	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_02-M	0.294313	0.294313	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0025	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0102	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:L:L-solo	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_02-L-SOLO		0.85		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0026	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0103	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:L:L+corpus	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_02-L-CORPUS		0.7833333333333333		SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-04	CALC-SIN-PIN		CORR-0026	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0104	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": 86.55798246244639, ""z_L_solo"": 97.2454688969738, ""z_M"": 8.162009781825262}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0027	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0105	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-CIV-M-04	RESULT-R-CIV-M-04-PUNTO	0.24366832225578466	0.24366832225578466	0.0	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-02	PIN-A-RES-AJENO:RES-0103	RES-0103	CORR-0028	PARCIAL:sha256+spec_sha	CAJA	
RES-0106	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_04-M	0.294313	0.294313	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0029	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0107	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:L:L-solo	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_04-L-SOLO		None		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0030	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0108	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:L:L+corpus	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_04-L-CORPUS		0.8575		SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-10	CALC-SIN-PIN		CORR-0030	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0109	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": 82.02458570227323, ""z_L_solo"": null, ""z_M"": 6.767504611786136}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0031	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0110	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-CIV-M-10	RESULT-R-CIV-M-10-PUNTO	0.20493399286059008	0.20493399286059008	0.0	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-04	PIN-A-RES-AJENO:RES-0108	RES-0108	CORR-0032	PARCIAL:sha256+spec_sha	CAJA	
RES-0111	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_10-M	0.294313	0.294313	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0033	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0112	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:L:L-solo	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_10-L-SOLO		0.375		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0034	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0113	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:L:L+corpus	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_10-L-CORPUS		0.7030000000000001		SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-12	CALC-SIN-PIN		CORR-0034	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0114	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": 104.3412603409494, ""z_L_solo"": 35.62761013945705, ""z_M"": 18.724261682725913}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0035	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0115	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-CIV-M-12	RESULT-R-CIV-M-12-PUNTO	0.20811159524290274	0.20811159524290274	0.0	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-10	PIN-A-RES-AJENO:RES-0113	RES-0113	CORR-0036	PARCIAL:sha256+spec_sha	CAJA	
RES-0116	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_12-M	0.294313	0.294313	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0037	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0117	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:L:L-solo	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_12-L-SOLO		0.225		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0038	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0118	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:L:L+corpus	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_12-L-CORPUS		0.463125		SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-13	CALC-SIN-PIN		CORR-0038	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0119	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": 53.571248397093356, ""z_L_solo"": 3.547785761046082, ""z_M"": 18.108525984426006}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0039	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0120	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-CIV-M-13	RESULT-R-CIV-M-13-PUNTO	0.1946118021509308	0.1946118021509308	0.0	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-12	PIN-A-RES-AJENO:RES-0118	RES-0118	CORR-0040	PARCIAL:sha256+spec_sha	CAJA	
RES-0121	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_13-M	0.294313	0.294313	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0041	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0122	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:L:L-solo	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_13-L-SOLO		0.37857142857142856		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0042	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0123	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:L:L+corpus	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-CIV_M_13-L-CORPUS		0.294375		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0042	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0124	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": 18.504084174826755, ""z_L_solo"": 34.12084301071083, ""z_M"": 18.49258441095015}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0043	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0125	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-DIN-M-01-v4	RESULT-R-DIN-M-01-PUNTO	0.15558094338412926	0.15558094338412926	0.0	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-13	CALC-SIN-PIN		CORR-0044	PARCIAL:sha256+spec_sha	CAJA	
RES-0126	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-DIN_M_01-M	0.174804	0.174804	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0045	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0127	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:L:L-solo	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-DIN_M_01-L-SOLO		0.209375		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0046	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS | reserva FP-371 sobre EE/IC de R (no afecta el punto)
RES-0128	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:L:L+corpus	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-DIN_M_01-L-CORPUS		0.3375		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0046	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS | reserva FP-371 sobre EE/IC de R (no afecta el punto)
RES-0129	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": 37.730842012768946, ""z_L_solo"": 11.157132678437026, ""z_M"": 3.98694961192238}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0047	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0130	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-FAM-M-01-v3	RESULT-R-FAM-M-01-PUNTO	0.5571925669683186	0.5571925669683186	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0048	PARCIAL:sha256+spec_sha	CAJA	
RES-0131	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_01-M	0.457707	0.457707	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0049	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0132	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:L:L-solo	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_01-L-SOLO		0.26875		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0050	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0133	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:L:L+corpus	marco-del-duelo	celda_L	SIN-REHACER	NO-APLICA	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_01-L-CORPUS		0.2275		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0050	PARCIAL:payload_ids+sha256	NUBE	CORRIDO-SIN-PUNTO: el RESULT existe y vale null — el mecanismo SI corrio contra esta celda y no produjo punto. fuera de U3: sin punto valido de L_SOLO/L_CORPUS
RES-0134	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": -48.722718441678325, ""z_L_solo"": -42.6266994922661, ""z_M"": -14.702203671076122}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0051	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0135	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-FAM-M-05-v3	RESULT-R-FAM-M-05-PUNTO	0.04745859252351374	0.04745859252351374	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0052	PARCIAL:sha256+spec_sha	CAJA	
RES-0136	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:M	marco-del-duelo	celda_M	YA-REHECHO-EN-GEN2	INGERIDO-CON-CADENA-NO-RE-MEDIDO	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_05-M	0.045694	0.045694	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0053	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	
RES-0137	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:L:L-solo	marco-del-duelo	celda_L	REHECHO-CON-DIFERENCIA	RE-DERIVADO-EN-GEN2	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_05-L-SOLO	0.045	0.046125	-0.001125000000000001	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0054	PARCIAL:payload_ids+sha256	NUBE	
RES-0138	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:L:L+corpus	marco-del-duelo	celda_L	REHECHO-CON-DIFERENCIA	RE-DERIVADO-EN-GEN2	TRIADA·id_celda	CALC-TRIADA-0001	RESULT-TRIADA-FAM_M_05-L-CORPUS	0.046	0.045875	0.0001250000000000001	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0054	PARCIAL:payload_ids+sha256	NUBE	
RES-0139	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:AGREGADO	marco-del-duelo	celda_AGREGADO	SIN-REHACER	NO-APLICA	TRIADA	CALC-TRIADA-0001			"{""z_L_corpus"": -1.2544689818528516, ""z_L_solo"": -1.056427351315631, ""z_M"": -1.3978511223617998}"		SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0055	PARCIAL:payload_ids+sha256+spec+spec_sha	NUBE	NO-ENCONTRADO: CALC-TRIADA-0001 no emite agregado por celda
RES-0140	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:R	marco-del-duelo	celda_R	YA-REHECHO-EN-GEN2	RE-MEDIDO-EN-GEN2	parametros.id_celda	CALC-R-FAM-M-06-v3	RESULT-R-FAM-M-06-PUNTO	0.04728548395278385	0.04728548395278385	0.0	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA	CALC-SIN-PIN		CORR-0056	PARCIAL:sha256+spec_sha	CAJA	
