"id"	"origen"	"linea"	"linea_fin"	"mapa_id"	"afirmacion"	"tipo"	"dictamen"	"razon_sin_cifra"	"argumento"	"evidencia"	"estado_adopcion"	"vigencia"	"cambio_editorial"	"dictamen_mapa"	"localizador_mapa"	"siguiente_operacion"	"mapa_vinculos"
"ASTRA5-U0-CAPSOC-029"	"mapa"	"43"	"43"	"ASTRA5-U0-CAPSOC-029"	"Dayton-Johnson (JEBO) muestra que en sociedades de riego mexicanas la heterogeneidad social y la desigualdad de tenencia de tierra reducen el mantenimiento cooperativo -un hallazgo estructural, no cultural."	"CONCLUSION-DE-ESTUDIO"	"MATIZA"	""	"El extracto primario del editor documenta modelación de mantenimiento en riego mexicano con desigualdad, heterogeneidad y reglas distributivas; estas últimas importan junto a estructura. Es asociación/modelo localizado, no identificación causal ni ley sobre cooperación nacional; no se publica tamaño de efecto ni se confirma signo universal del v1."	"CAP-F05"	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"MEDIBLE-CON-ADQUISICIÓN"	"L43"	"faltante: acceso institucional al texto completo (paywall ScienceDirect) para cotejar el hallazgo especifico."	""
"ASTRA5-U0-CAPSOC-030"	"mapa"	"57"	"57"	"ASTRA5-U0-CAPSOC-030"	"El asociacionismo formal correlaciona con escolaridad (LAPOP/AmericasBarometer: los barrios de mayor escolaridad generan mas capital social...; en la medicion latinoamericana, cerca de dos tercios de la poblacion no habia contribuido a resolver problemas de su comunidad en el ultimo año)."	"CONCLUSION-DE-ESTUDIO"	"MATIZA"	""	"Los marginales LAPOP por escolaridad de asistencia a comités no forman una escalera monotónica. No confirman que mayor escolaridad genere más capital social; ocupación, oferta de organizaciones y composición son rivales."	"CAP-C05;CAP-C06;CAP-C07;CAP-C08"	"RESULT adoptados por FP ac7b-04; regla editorial PROPUESTO-POR-EJECUTOR"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"MEDIBLE-EN-CORPUS"	"L57"	"Tabular CP5/CP5B por escolaridad en Mexico (varias olas); identificar el topical brief AmericasBarometer que da el agregado LatAm de 'dos tercios'."	""
"ASTRA5-U0-CAPSOC-031"	"mapa"	"57"	"57"	"ASTRA5-U0-CAPSOC-031"	"En el World Giving Index / World Happiness Report, Mexico aparece bajo en donacion monetaria y voluntariado formal (puesto 104 de 147 en generosidad en 2025) pero relativamente mejor en 'ayudar a un desconocido' (puesto 64-68)."	"CIFRA-PUBLICADA"	"SIN-CIFRA"	"no comparabilidad"	"Generosidad agregada, donación y ayuda a extraños son indicadores distintos. Sin tabla primaria y definición del ranking no hay paradoja cuantificada ni ordenamiento internacional defendible."	""	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"MEDIBLE-CON-ADQUISICIÓN"	"L57"	"NO-ACCESIBLE-DESDE-SANDBOX (existencia no comprobada; no equivale a «no existe», A.4) → GEN2-ASTRA5-U5-ADQUISICION-1, con la receta forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md. faltante: identificar si '104/147' y '64-68' provienen de World Giving Index 2024 (última edición con ranking clásico, URL no confirmada) u otra fuente, y leer la tabla exacta."	""
"ASTRA5-U0-CAPSOC-032"	"mapa"	"43"	"43"	"ASTRA5-U0-CAPSOC-032"	"El influyente proyecto 'Foundations of Human Sociality' de Henrich et al. (15 sociedades a pequeña escala) NO incluyo grupos mexicanos (los Tsimane son de Bolivia, los Machiguenga de Peru); no hay datos UG/DG de mayas de Yucatan o zapotecos en esa linea."	"MARCO-TEORICO"	"SIN-CIFRA"	"no comparabilidad"	"La composición del proyecto Henrich exige cotejo primario bibliográfico; no extrapolar sociedades pequeñas de otros países. No localizar un grupo en una obra no demuestra ausencia de cualquier experimento indígena mexicano."	""	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"MEDIBLE-CON-ADQUISICIÓN"	"L43"	"Cotejar el indice completo de las 15 sociedades del libro contra la lista de grupos indigenas mexicanos para confirmar exclusion total."	""
"ASTRA5-U0-CAPSOC-033"	"mapa"	"51"	"51"	"ASTRA5-U0-CAPSOC-033"	"Comites de agua y gobernanza de comunes. [FUERTE] Extensa literatura (Palerm, Sandoval-Moreno, Pliego & Guadarrama, Perevochtchikova) documenta comites comunitarios de agua potable que -sin figura legal- administran pozos y manantiales... Es el caso mexicano paradigmatico de gobernanza tipo Ostrom de bienes comunes."	"CONCLUSION-DE-ESTUDIO"	"SIN-CIFRA"	"adquisición pendiente"	"La literatura pública reciente de intervenciones de agua apoya existencia de arreglos comunitarios concretos, no que todos carezcan de figura legal ni que Ostrom sea ganador causal universal."	"CAP-F01;CAP-F02"	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"MEDIBLE-CON-ADQUISICIÓN"	"L51"	"faltante: leer los articulos de Palerm/Sandoval-Moreno et al. identificados para el detalle de reglas/sanciones/cargos rotativos citado por el report."	""
"ASTRA5-U0-CAPSOC-034"	"mapa"	"61"	"61"	"ASTRA5-U0-CAPSOC-034"	"Las tandas digitales (Tanda+, Mi Cundina, ROSCA Money Circle, TandaMatic, MINES) digitalizan el registro y los recordatorios pero siguen dependiendo del circulo de confianza personal."	"CONCLUSION-DE-ESTUDIO"	"SIN-CIFRA"	"instrumento inadecuado"	"Digitalizar recordatorios no prueba dependencia necesaria del vínculo. Faltan comparación de grupos, incumplimiento y selección; se evita recomendar marcas o atribuir eficacia."	""	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"NO-MEDIBLE-POR-DISEÑO"	"L61"	"Diseño que lo permitiria: modulo de encuesta sobre uso de apps financieras especificas de tandas."	""
"ASTRA5-U0-CAPSOC-035"	"mapa"	"65"	"65"	"ASTRA5-U0-CAPSOC-035"	"Putnam ... distorsiona el caso mexicano. Fukuyama ... su lectura culturalista debe corregirse. Banfield ('familismo amoral'): el marco mas peligroso... Ostrom ...: el marco que mejor explica el caso mexicano. WVS/encuestas de valores: su medida de confianza generalizada es valida comparativamente pero no captura la confianza particularizada."	"MARCO-TEORICO"	"SIN-CIFRA"	"instrumento inadecuado"	"Bonding/bridging y comunes son herramientas para formular estimandos. No se determina el mejor marco por preferencia teórica; WVS recoge respuestas mexicanas pero su interpretación exige ítems, no esencia nacional."	""	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"NO-MEDIBLE-POR-DISEÑO"	"L65-69"	"Ninguna medicion adicional; es interpretacion sobre datos ya dictaminados."	""
"ASTRA5-U0-CAPSOC-036"	"mapa"	"71"	"71"	"ASTRA5-U0-CAPSOC-036"	"La baja confianza generalizada y el bajo asociacionismo formal son rasgos latinoamericanos generales... no especificamente mexicanos. Lo distintivamente mexicano es la densidad y sofisticacion de ciertas instituciones informales (el tequio... las tandas)..."	"INTERPRETACION-DEL-REPORT"	"SIN-CIFRA"	"no comparabilidad"	"La especificidad mexicana exige comparación armonizada, no ausencia de otros países en el report. Tradiciones locales no permiten ordenar densidad o sofisticación nacionales."	""	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"NO-MEDIBLE-POR-DISEÑO"	"L71-73"	"Ninguna adicional; depende de que se cierre la fila 008 (ranking comparado LatAm)."	""
"ASTRA5-U0-CAPSOC-037"	"mapa"	"79"	"79"	"ASTRA5-U0-CAPSOC-037"	"Contribuir a cuota/mantenimiento comun: SI hay comite con liderazgo confiable + monitoreo + sancion visible ENTONCES contribuye; SI no hay monitoreo ni sancion ENTONCES free-riding racional. Umbral que cambia la conducta: existencia de un mecanismo de sancion creible y de un lider percibido como honesto."	"REGLA-SI-ENTONCES"	"SIN-CIFRA"	"instrumento inadecuado"	"Regla no validada: monitoreo puede elevar aportes o desalentar por captura/costo. Proponer prueba de campo de rendición de cuentas con contribución y salida del grupo, sin hacer sanción recomendación coercitiva."	""	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"NO-MEDIBLE-POR-DISEÑO"	"L79"	"Ninguna medicion adicional en este lote; queda como hipotesis de diseño para un experimento futuro."	""
"ASTRA5-U0-CAPSOC-038"	"mapa"	"81"	"81"	"ASTRA5-U0-CAPSOC-038"	"Entrar a una tanda: SI conoce personalmente a la organizadora/miembros ENTONCES entra; SI es tanda de desconocidos (reclutada por redes sociales) ENTONCES alto riesgo de fraude, evita."	"REGLA-SI-ENTONCES"	"SIN-CIFRA"	"instrumento inadecuado"	"Regla no validada: conocer a la organizadora reduce incertidumbre posible, pero no garantiza solvencia. Medir aceptación, transparencia y pérdidas en grupos comparables."	""	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"NO-MEDIBLE-POR-DISEÑO"	"L81"	"Ninguna medicion adicional en este lote; queda como hipotesis de diseño para un experimento futuro."	""
"ASTRA5-U0-CAPSOC-039"	"mapa"	"83"	"83"	"ASTRA5-U0-CAPSOC-039"	"Sumarse a chat/organizacion vecinal: SI clase media/alta con amenaza de inseguridad ENTONCES se suma (coordinacion defensiva); SI barrio popular en crisis (sismo, pandemia) ENTONCES se suma (ayuda mutua)."	"REGLA-SI-ENTONCES"	"SIN-CIFRA"	"instrumento inadecuado"	"Regla no validada: clase y amenaza no determinan participación. Necesita panel de exposición, acceso digital, organización previa y evento común."	""	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"NO-MEDIBLE-POR-DISEÑO"	"L83"	"Ninguna medicion adicional en este lote; queda como hipotesis de diseño para un experimento futuro."	""
"ASTRA5-U0-CAPSOC-040"	"mapa"	"85"	"85"	"ASTRA5-U0-CAPSOC-040"	"Confiar en un desconocido recomendado: SI hay un puente personal (conocido en comun, correligionario, paisano) ENTONCES confia; SI no hay puente ENTONCES desconfia por defecto."	"REGLA-SI-ENTONCES"	"SIN-CIFRA"	"instrumento inadecuado"	"Regla no validada: un aval puede reducir incertidumbre o reforzar nepotismo; manipulación de referencia con riesgo y retorno observado separaría vías."	""	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"NO-MEDIBLE-POR-DISEÑO"	"L85"	"Ninguna medicion adicional en este lote; queda como hipotesis de diseño para un experimento futuro."	""
"ASTRA5-U0-CAPSOC-041"	"mapa"	"87"	"87"	"ASTRA5-U0-CAPSOC-041"	"Participar en faena/voluntariado: SI comunidad rural/indigena con obligacion normada y sancion (multa/exclusion/requisito para cargo) ENTONCES participa (coercion normativa); SI urbano sin sancion ENTONCES participacion voluntaria baja."	"REGLA-SI-ENTONCES"	"SIN-CIFRA"	"instrumento inadecuado"	"Regla no validada: rural e indígena no son categorías de coerción. Comparar instituciones y posibilidad de salida, no atribuir conducta por identidad."	""	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"NO-MEDIBLE-POR-DISEÑO"	"L87"	"Ninguna medicion adicional en este lote; queda como hipotesis de diseño para un experimento futuro."	""
"ASTRA5-U0-CAPSOC-042"	"mapa"	"91"	"91"	"ASTRA5-U0-CAPSOC-042"	"Benchmarks que cambiarian estas conclusiones: si la confianza generalizada mexicana subiera de forma sostenida por encima de ~30% (Pew/WVS) y el asociacionismo formal superara el 30-35%, la logica de personalizacion de la confianza se debilitaria; si la cifra negra cayera consistentemente por debajo de ~80%, la organizacion vecinal defensiva perderia su driver estructural."	"HIPOTESIS"	"SIN-CIFRA"	"instrumento inadecuado"	"Los umbrales del v1 carecen de calibración y no identifican el driver aunque se crucen. Retirarlos: exigir comparabilidad temporal y contraste causal de mecanismos con observables previamente declarados."	""	"NO-ADOPTA-NADA"	"RETROSPECTIVA; corte de evidencia 2c646cba93eebc9189a8135a5369bb45e8d29b89"	"Reescribir con alcance acotado; omitir cifra v1 no trazada."	"NO-MEDIBLE-POR-DISEÑO"	"L91"	"Monitorear en futuras olas Pew/WVS/ENCUCI si confianza generalizada supera 30% sostenidamente, o si ENVIPE muestra cifra negra <80%."	""
"CAP-V1-L004"	"v1"	"4"	"4"	""	"- La conclusión ""los mexicanos no cooperan / solo les importa su familia"" es **FALSA**: México combina un **asociacionismo formal bajo** (ENCUCI 2020: menos de una de cada cuatro personas pertenece a alguna organización) con una **infraestructura informal de cooperación robusta** (tandas ~32.7% de ahorradores informales; faena/tequio; comités de agua; chats vecinales) que sostiene bienes públicos mediante confianza personalizada, reciprocidad y sanción social horizontal."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Esta línea de síntesis o recomendación no demuestra frecuencia ni mecanismo por sí sola. Se conserva como hipótesis o advertencia con el alcance de las secciones de patrones; no se publican sus porcentajes, umbrales, nombres comerciales o efectos como evidencia validada. La literatura importada de cooperación condicional no estima preferencias de residentes mexicanos; la omisión de una cifra no es refutación."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	""
"CAP-V1-L005"	"v1"	"5"	"5"	""	"- El ""radio de confianza"" mexicano es corto pero **NO** se explica por cultura ni por moral, sino como **cálculo racional en un entorno de baja confianza generalizada** (Pew Research 2025: solo **18%** de adultos cree que ""se puede confiar en la mayoría"", el segundo nivel más bajo de 25 países) **y débil aplicación de la ley** (92.4% de los delitos quedan en cifra negra, ENVIPE 2023): la desconfianza al desconocido es adaptación, no egoísmo."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Esta línea de síntesis o recomendación no demuestra frecuencia ni mecanismo por sí sola. Se conserva como hipótesis o advertencia con el alcance de las secciones de patrones; no se publican sus porcentajes, umbrales, nombres comerciales o efectos como evidencia validada. La literatura importada de cooperación condicional no estima preferencias de residentes mexicanos; la omisión de una cifra no es refutación."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	""
"CAP-V1-L006"	"v1"	"6"	"6"	""	"- La cooperación fuera del parentesco se activa cuando existen **puentes personales** (recomendación de un conocido, correligionario, paisano), **monitoreo y sanción horizontal** (chisme, presión, exclusión) y **liderazgo confiable** (la ""madre de la tanda"", el comité de agua); las plataformas (WhatsApp, apps de tandas) amplían el radio de coordinación pero replican jerarquías de clase y no sustituyen el vínculo personal."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Esta línea de síntesis o recomendación no demuestra frecuencia ni mecanismo por sí sola. Se conserva como hipótesis o advertencia con el alcance de las secciones de patrones; no se publican sus porcentajes, umbrales, nombres comerciales o efectos como evidencia validada. La literatura importada de cooperación condicional no estima preferencias de residentes mexicanos; la omisión de una cifra no es refutación."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	""
"CAP-V1-L010"	"v1"	"10"	"10"	""	"**1. Dos planos que deben separarse: asociacionismo formal (bajo) vs. cooperación informal (alta).** [FUERTE] La ENCUCI 2020 (INEGI-INE) muestra que menos de una de cada cuatro personas pertenece a algún grupo: 23% asociación de padres de familia, 19% organización deportiva/religiosa, 16% grupo estudiantil, 11% organización cultural o vecinal; menos del 10% en partidos, asociaciones profesionales o ambientalistas. Sin embargo, 22.1% ha trabajado con otras personas para resolver problemas comunitarios y 27.4% ha firmado una petición. La cooperación informal (tandas, faenas, ayuda mutua) opera en un registro distinto al asociacionismo formal cívico. Estudios comparados sitúan a México **por encima** de la media latinoamericana en asociacionismo formal pero **por debajo** en asociacionismo informal medido por encuesta —un hallazgo que conviene tomar con cautela porque las encuestas subestiman la cooperación informal no institucionalizada."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"La tasa de cada organización no es la unión de pertenencias. LAPOP mide asistencia mensual y supera el límite general del v1 en organizaciones religiosas y padres: apoya heterogeneidad institucional, no una corrección numérica de ENCUCI. Firmar una petición es conducta cívica distinta de membresía. Su denominador ENCUCI requiere cotejo; las tasas de otras encuestas no sustituyen esa frecuencia ni construyen una tendencia. Trabajar con otras personas no prueba que no sean familiares ni la intensidad de cooperación. LAPOP cp5 documenta contribución en el último año en olas históricas, con otro universo. No hay comparación armonizada seleccionada. Que una encuesta omita una práctica no permite concluir que la subestima ni ordenar países por capital social total."	"CAP-C01;CAP-C02;CAP-C03;CAP-C04"	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-004;ASTRA5-U0-CAPSOC-005;ASTRA5-U0-CAPSOC-006;ASTRA5-U0-CAPSOC-007"
"CAP-V1-L012"	"v1"	"12"	"12"	""	"**2. Confianza generalizada baja, confianza particularizada alta.** [FUERTE] Según el Pew Research Center (publicado el 1 de diciembre de 2025; encuesta presencial a 28,333 adultos entre el 8 de enero y el 26 de abril de 2025), solo **18%** de los adultos mexicanos dice que ""se puede confiar en la mayoría de las personas"" —el segundo nivel más bajo de 25 países tras Turquía (14%), y por debajo de Kenia (20%) y Brasil (22%); la mediana de los países de ingreso medio fue 27% frente a 59% en los de ingreso alto. La ENCUCI 2020 matiza el cuadro: solo 32.1% cree que ""se puede confiar en la mayoría"", pero 62.1% confía (grado 8-10) en personas que conoce personalmente. Latinobarómetro confirma el patrón regional: desconfianza al desconocido pero confianza en círculos conocidos (vecinos, amigos, familia). Este es el mecanismo de **confianza radial / personalización de la confianza**."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"La escala ENCUCI de confianza alta no es el ítem binario Pew. La atribución mezcla reactivos; el antecedente C-06b del mapa apunta a otros valores, pero no se presenta como RESULT GEN2 ni se teclea una sustitución. El contraste conocidos/generalizada es plausible en el mapa, pero sin RESULT GEN2 seleccionado ENCUCI se conserva como antecedente; no se deduce radio individual de confianza de dos marginales. PEW 2025 queda fuera por reserva del proyecto: el texto v1 y el mapa son antecedentes, no autorización para abrir su publicación ni validar su ranking. No publicar esa frecuencia en v2."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-002;ASTRA5-U0-CAPSOC-003;ASTRA5-U0-CAPSOC-008"
"CAP-V1-L014"	"v1"	"14"	"14"	""	"**3. Tandas/cundinas (ROSCAs): cooperación financiera fuera del banco sostenida por confianza personal.** [FUERTE] La participación es muy amplia: según la CONDUSEF, entre quienes ahorran de manera informal, las tandas son el segundo mecanismo más usado tras ""guardar en casa"", con **32.7%** de participación; la ENSAFI 2023 (CONDUSEF-INEGI) indica que de quienes ahorran, 41% lo hace informalmente y de ellos 22% participa en tandas. El estudio etnográfico clásico de Vélez-Ibáñez documentó en 130 ROSCAs (1,300 miembros) una tasa de incumplimiento mínima (~0.005% de los fondos), sostenida por redes densas y *confianza* (confianza mutua basada en parentesco, amistad o relaciones análogas). La organizadora (""madre de la tanda"") ejerce liderazgo, define monto/orden, y aplica monitoreo y presión social. No hay respaldo legal; el único enforcement es reputacional, y el riesgo de fraude aumenta drásticamente cuando la tanda se recluta entre desconocidos."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Tandas no equivalen a cooperación cívica general: ENSAFI y CONDUSEF usan bases diferentes; no hay resultado identificado aquí para reconciliarlas. Retirar ambas tasas de la tesis y conservar hipótesis acotada. CONDUSEF requiere fuente primaria identificable y denominador. El ranking segundo mecanismo y su tasa se suspenden, sin inferir inexistencia de tandas. La etnografía mencionada requiere ubicación, periodo y definición de incumplimiento. La literatura de diáspora no mide a residentes de México; no se transporta una tasa de pérdida casi nula. Un liderazgo reputacional puede existir sin ser único ni suficiente. Ausencia de un producto bancario formal no prueba inexistencia de recursos legales ni que toda pérdida quede impune."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-001;ASTRA5-U0-CAPSOC-009;ASTRA5-U0-CAPSOC-010;ASTRA5-U0-CAPSOC-011"
"CAP-V1-L016"	"v1"	"16"	"16"	""	"**4. Faena/tequio: trabajo comunitario que sobrevive, con coerción real.** [FUERTE/MEDIA] El tequio (náhuatl *tequitl*, ""trabajo/tributo"") persiste vigorosamente en Oaxaca, Chiapas, Puebla y Guerrero, y en barrios originarios de CDMX y zonas conurbadas del Estado de México y Morelos. En muchos municipios de Oaxaca es obligatorio y requisito para ocupar cargos; la Constitución estatal lo avala como contribución. La romantización debe desactivarse: hay **coerción documentada** (multas, exclusión de quien no participa, obligación extendida a migrantes que deben pagar a un sustituto para ""cumplir sus tequios""), **faccionalismo religioso** (grupos evangélicos que se niegan al tequio dividen comunidades) y política interna. Es el caso más claro de sanción social forzando cooperación."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"ENUT puede medir servicios comunitarios mezclados con otras actividades; una variable que incluye tequio no estima exclusivamente tequio ni coerción. No se encontró RESULT específico seleccionado; falta ejecución compatible. El respaldo constitucional es afirmación jurídica localizada, no frecuencia ni efectividad. Sin texto primario actualizado revisado se limita al antecedente del mapa; no se ofrece asesoría ni atribución nacional. Coerción es mecanismo y riesgo a investigar, no frecuencia nacional. Se conserva advertencia normativa; faltan pares con y sin sanción y medición de contribución y exclusión. Conflicto religioso no puede atribuirse a toda denominación ni inferirse de afiliación. Se necesita evidencia localizada con posición de disidentes y cronología del conflicto."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-012;ASTRA5-U0-CAPSOC-013;ASTRA5-U0-CAPSOC-014;ASTRA5-U0-CAPSOC-015"
"CAP-V1-L018"	"v1"	"18"	"18"	""	"**5. Organización vecinal ante la inseguridad.** [FUERTE] La ENVIPE registra ""realizar acciones conjuntas con sus vecinos"" como una medida de protección establecida de los hogares (del orden de ~14% de hogares, con variación estatal —p. ej. 14.2% en Jalisco en 2019; 10.1% en Veracruz en 2022). El contexto que la activa es la debilidad institucional: la ENVIPE 2023 reporta que **92.4%** de los delitos quedan sin investigar (cifra negra) y solo 10.9% se denuncia; la ENVIPE 2024 reporta la inseguridad como la preocupación principal de la población en 2024 con **60.7%**, seguida de escasez de agua (36.8%) y aumento de precios (34.4%). Ante ese vacío, los vecinos se organizan, cada vez más vía WhatsApp (""segurichats"", ""chats del miedo"")."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Acción vecinal ENVIPE es unidad hogar y medida de protección, no persona cooperadora ni beneficio comunitario. No se sustituye un dato estatal por frecuencia nacional; falta RESULT exacto. Cifra negra no equivale a impunidad judicial ni probabilidad de engaño interpersonal. La unidad delito impide derivar valor esperado de confiar; tasa v1 retirada sin nueva medición. Preocupaciones declaradas admiten respuestas múltiples y no identifican el disparador de organización. No se convierte una prioridad de persona en explicación causal de conducta del hogar. Chats reportados por autoridades/prensa no son muestra ni medida de eficacia. Falta padrón primario y denominador, y seguimiento para distinguir cohesión de control o vigilancia excluyente."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-016;ASTRA5-U0-CAPSOC-017;ASTRA5-U0-CAPSOC-018;ASTRA5-U0-CAPSOC-019"
"CAP-V1-L020"	"v1"	"20"	"20"	""	"**6. Policías comunitarias (CRAC-PC, Guerrero): acción colectiva de seguridad con matices de coerción.** [FUERTE] Surgida en 1995 en pueblos indígenas de la Montaña y la Costa Chica de Guerrero, legalizada en 2011 (Ley 701). Según la Secretaría de Seguridad estatal, entre 2012 y 2018 se formaron 23 grupos civiles armados, presentes en ~64% del estado. La literatura académica (Fini, Fuentes Díaz, Gasparello) advierte sobre faccionalismo, infiltración criminal y la distinción entre la CRAC-PC —con procuración de justicia comunitaria— y grupos que sólo imitan el modelo de seguridad sin control interno de sus integrantes."	"UNIDAD-MATERIAL-V1-COMPUESTA"	"SIN-CIFRA"	"instrumento inadecuado"	"Historia CRAC y vigencia legal requieren fuentes primarias actualizadas y distinguir organización concreta de categoría genérica. No se valida su estatus por repetir Ley 701 del v1. Número de grupos y cobertura territorial no miden participantes ni seguridad efectiva. Sin fuente primaria y definición de superficie/población se omiten los valores del producto. Faccionalismo e infiltración son riesgos localizados, no atributos de toda policía comunitaria. Comparar controles y rendición de cuentas puede separar instituciones, sin homogeneizarlas."	""	"NO-ADOPTA-NADA; cláusulas originales no adoptadas por esta revisión"	"RETROSPECTIVA; fuente v1 inmutable"	"Cláusulas inventariadas completas; reemplazo narrativo en v2 y diagnóstico individual de filas mapa."	""	""	""	"ASTRA5-U0-CAPSOC-020;ASTRA5-U0-CAPSOC-021;ASTRA5-U0-CAPSOC-022"
