# DERIVADO — NO EDITAR
resultado_id	consumidor	tipo	valor_legacy	escala_legacy	clase_legacy	acto_legacy	fecha_legacy	payload_ids_legacy	sha256_legacy	script_legacy	spec_legacy	spec_sha_legacy	receta_legacy	depende_de	corrida_natural	estado	vigencia	validacion_independiente
RES-0041	milpa/tramite.yaml:civico.denuncia.sin_seguro:denuncia	conducta_p_medido	0.672	p (proporcion ponderada)	MEDIDO·p(tasa base ponderada, condicional a seguro; unidad delito, robo total de vehículo BPCOD=01)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	envipe2025_csv	8a7a99fd90ce9d03229759ba0ad84db4fba98b5bb1f5c85eef7d718b007816fa	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0007	PENDIENTE	PENDIENTE	NO-HECHA
RES-0042	milpa/tramite.yaml:civico.denuncia.sin_seguro:no_denuncia	conducta_p_medido	0.328	p (proporcion ponderada)	MEDIDO·p(tasa base ponderada, condicional a seguro; unidad delito, robo total de vehículo BPCOD=01)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	envipe2025_csv	8a7a99fd90ce9d03229759ba0ad84db4fba98b5bb1f5c85eef7d718b007816fa	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0007	PENDIENTE	PENDIENTE	NO-HECHA
RES-0043	milpa/tramite.yaml:familia.union.libre:union_libre	conducta_p_medido	0.1905	p (proporcion ponderada)	MEDIDO·p(prevalencia bruta ponderada 15+, tasa base; ENADID 2023, p3_27_ag)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	eder_2017_eder2017_bases_csv	bcc7eb90c2d016976fd8ba24528ce614bf4db0c29a1e3e0cf674bdfb024de0e3	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0013	PENDIENTE	PENDIENTE	NO-HECHA
RES-0044	milpa/tramite.yaml:familia.union.libre:matrimonio_directo	conducta_p_medido	0.8095	p (proporcion ponderada)	MEDIDO·p(prevalencia bruta ponderada 15+, tasa base; ENADID 2023, p3_27_ag)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	eder_2017_eder2017_bases_csv	bcc7eb90c2d016976fd8ba24528ce614bf4db0c29a1e3e0cf674bdfb024de0e3	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0013	PENDIENTE	PENDIENTE	NO-HECHA
RES-0045	milpa/tramite.yaml:familia.cuidado.recae_mujeres_40mas:share_horas_mujeres_40mas	conducta_p_medido	0.2215	p (proporcion ponderada)	MEDIDO·razón(horas de mujeres 40+ / horas totales de cuidado del hogar; ENUT 2024, n 29 181 hogares)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enut2024_bd_csv	25f35626464053441b367b24001d255dbca408b5f576e614e0e09ac58691c4ba	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0014	PENDIENTE	PENDIENTE	NO-HECHA
RES-0046	milpa/tramite.yaml:dinero.ahorro.horizonte_corto:horizonte_corto	conducta_p_medido	0.3306	p (proporcion ponderada)	MEDIDO·p(tasa base ponderada, condicional a formalidad; P4_10='1', universo restringido A-bis 4, cobertura 66.89%)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0009	PENDIENTE	PENDIENTE	NO-HECHA
RES-0047	milpa/tramite.yaml:dinero.ahorro.horizonte_corto:horizonte_no_corto	conducta_p_medido	0.6694	p (proporcion ponderada)	MEDIDO·p(tasa base ponderada, condicional a formalidad; P4_10='1', universo restringido A-bis 4, cobertura 66.89%)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0009	PENDIENTE	PENDIENTE	NO-HECHA
RES-0048	milpa/tramite.yaml:dinero.ahorro.horizonte_no_corto_con_seguridad_social:horizonte_corto	conducta_p_medido	0.1734	p (proporcion ponderada)	MEDIDO·p(tasa base ponderada, condicional a formalidad; P4_10='1', universo restringido A-bis 4, cobertura 66.89%)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0009	PENDIENTE	PENDIENTE	NO-HECHA
RES-0049	milpa/tramite.yaml:dinero.ahorro.horizonte_no_corto_con_seguridad_social:horizonte_no_corto	conducta_p_medido	0.8266	p (proporcion ponderada)	MEDIDO·p(tasa base ponderada, condicional a formalidad; P4_10='1', universo restringido A-bis 4, cobertura 66.89%)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0009	PENDIENTE	PENDIENTE	NO-HECHA
RES-0050	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_minimo	conducta_p_medido	0.345267	ecologica	MEDIDO·Δ	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0015	PENDIENTE	PENDIENTE	NO-HECHA
RES-0051	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_maximo	conducta_p_medido	0.750567	ecologica	MEDIDO·Δ	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0015	PENDIENTE	PENDIENTE	NO-HECHA
RES-0052	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_media	conducta_p_medido	0.619867	ecologica	MEDIDO·Δ	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0015	PENDIENTE	PENDIENTE	NO-HECHA
RES-0053	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_solo_informal	conducta_p_asignado	0.357153	NO-DECLARADO-EN-EL-REGISTRO	DERIVADO de A, B y A∪B de MAESTRA34-L5 P4 -- sin IC propio; no es MEDIDO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0016	PENDIENTE	PENDIENTE	NO-HECHA
RES-0054	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_ambas_vias	conducta_p_asignado	0.204767	NO-DECLARADO-EN-EL-REGISTRO	DERIVADO de A, B y A∪B de MAESTRA34-L5 P4 -- sin IC propio; no es MEDIDO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0016	PENDIENTE	PENDIENTE	NO-HECHA
RES-0055	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_solo_formal	conducta_p_asignado	0.08016	NO-DECLARADO-EN-EL-REGISTRO	DERIVADO de A, B y A∪B de MAESTRA34-L5 P4 -- sin IC propio; no es MEDIDO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0016	PENDIENTE	PENDIENTE	NO-HECHA
RES-0056	milpa/tramite.yaml:dinero.ahorro.via_informal:no_ahorra	conducta_p_asignado	0.35792	NO-DECLARADO-EN-EL-REGISTRO	DERIVADO de A, B y A∪B de MAESTRA34-L5 P4 -- sin IC propio; no es MEDIDO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0016	PENDIENTE	PENDIENTE	NO-HECHA
RES-0057	milpa/tramite.yaml:dinero.ahorro.via_informal:formal_cualquiera	conducta_p_medido	0.284927	NO-DECLARADO-EN-EL-REGISTRO	MEDIDO·p(tasa base ponderada, sensibilidad A_solo_formal)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0009	PENDIENTE	PENDIENTE	NO-HECHA
RES-0058	milpa/tramite.yaml:dinero.ahorro.via_informal:informal_cualquiera	conducta_p_medido	0.56192	NO-DECLARADO-EN-EL-REGISTRO	MEDIDO·p(tasa base ponderada, sensibilidad B_solo_informal)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0009	PENDIENTE	PENDIENTE	NO-HECHA
RES-0059	milpa/tramite.yaml:dinero.ahorro.seguro_deposito_enif2024:desconfianza_como_razon_principal_conoce_proteccion_enif2024	conducta_p_medido	0.06078	proporcion ponderada de PERSONAS de 18 a 70 anios SIN CUENTA dentro de cada celda del eje	MEDIDO·p(proporcion ponderada, condicional al eje de conocimiento de la proteccion)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0009	PENDIENTE	PENDIENTE	NO-HECHA
RES-0060	milpa/tramite.yaml:dinero.ahorro.seguro_deposito_enif2024:desconfianza_como_razon_principal_no_conoce_enif2024	conducta_p_medido	0.054767	proporcion ponderada de PERSONAS de 18 a 70 anios SIN CUENTA dentro de cada celda del eje	MEDIDO·p(proporcion ponderada, condicional al eje de conocimiento de la proteccion)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	enif_2024_enif_2024_bd_csv	00e4b0b42775276b2da236a5bba8c64dc5a92c289908a4727dec93dc7684f039	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0009	PENDIENTE	PENDIENTE	NO-HECHA
RES-0061	milpa/tramite.yaml:civico.protesta.agravio_urbano_encuci2020:protesta_alguna_vez_urbano_con_agravio_encuci2020	conducta_p_medido	0.112192	NO-DECLARADO-EN-EL-REGISTRO	MEDIDO·p(proporcion ponderada, condicional al eje de entorno x agravio)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	encuci2020_bd_dbf	0414fd59e2afcc36294530687c721e8e86bd04e76ad95bfce4b7b2e70853f283	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0003	PENDIENTE	PENDIENTE	NO-HECHA
RES-0062	milpa/tramite.yaml:civico.protesta.agravio_urbano_encuci2020:protesta_alguna_vez_rural_con_agravio_encuci2020	conducta_p_medido	0.091912	NO-DECLARADO-EN-EL-REGISTRO	MEDIDO·p(proporcion ponderada, condicional al eje de entorno x agravio)	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	encuci2020_bd_dbf	0414fd59e2afcc36294530687c721e8e86bd04e76ad95bfce4b7b2e70853f283	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:script+spec+spec_sha		CORR-0003	PENDIENTE	PENDIENTE	NO-HECHA
RES-0063	milpa/tramite.yaml:salud.vacunacion.disponible_ensanut2024:razon_no_vacunacion_logistica	conducta_p_medido	0.777762	p (proporcion ponderada)	MEDIDO·p(ponderado, bootstrap conglomerado)	ACTO MAESTRA38-SELLO-2	7/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	0fa8f4436fa427cc23d1d43164d449462c09eb787cb45ad20961576cb095a6c4	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+script+spec+spec_sha		CORR-0017	PENDIENTE	PENDIENTE	NO-HECHA
RES-0064	milpa/tramite.yaml:salud.vacunacion.disponible_ensanut2024:razon_no_vacunacion_no_logistica	conducta_p_medido	0.222238	p (proporcion ponderada)	MEDIDO·p(ponderado, bootstrap conglomerado)	ACTO MAESTRA38-SELLO-2	7/sep/2026	NO-DECLARADO-EN-EL-REGISTRO	0fa8f4436fa427cc23d1d43164d449462c09eb787cb45ad20961576cb095a6c4	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	PARCIAL:payload_ids+script+spec+spec_sha		CORR-0017	PENDIENTE	PENDIENTE	NO-HECHA
RES-0065	milpa/procedencia.yaml:coeficientes_generador_sellados:G1.confianza_institucional	coeficiente_ejecutable	-0.0645	proporción ponderada [0,1], enlace identidad (ADR-220)	ASOCIACION-MEDIDA·MARGINAL	NO-DECLARADO-EN-EL-REGISTRO	4/ago/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0018	PENDIENTE	PENDIENTE	NO-HECHA
RES-0066	milpa/procedencia.yaml:coeficientes_generador_sellados:G1.radio_confianza	coeficiente_ejecutable	-0.06626	proporción ponderada [0,1], enlace identidad (ADR-220)	ASOCIACION-MEDIDA·COMPUESTO·MARGINAL	NO-DECLARADO-EN-EL-REGISTRO	4/ago/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0018	PENDIENTE	PENDIENTE	NO-HECHA
RES-0067	milpa/procedencia.yaml:coeficientes_generador_sellados:G3.familismo_apoyo	coeficiente_ejecutable	0.0279	proporción ponderada [0,1], enlace identidad (ADR-220)	ASOCIACION-MEDIDA·MARGINAL	NO-DECLARADO-EN-EL-REGISTRO	4/ago/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0018	PENDIENTE	PENDIENTE	NO-HECHA
RES-0068	milpa/procedencia.yaml:coeficientes_generador_sellados:G4.exposicion_violencia	coeficiente_ejecutable	0.16614	proporción ponderada [0,1], enlace identidad (ADR-220)	ASOCIACION-MEDIDA·CONDICIONAL	NO-DECLARADO-EN-EL-REGISTRO	4/ago/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0018	PENDIENTE	PENDIENTE	NO-HECHA
RES-0069	milpa/procedencia.yaml:coeficientes_generador_sellados:G4.confianza_institucional	coeficiente_ejecutable	-0.166208	proporción ponderada [0,1], enlace identidad (ADR-220)	ASOCIACION-MEDIDA·COMPUESTO·MARGINAL	NO-DECLARADO-EN-EL-REGISTRO	4/ago/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0018	PENDIENTE	PENDIENTE	NO-HECHA
RES-0070	milpa/procedencia.yaml:coeficientes_generador_sellados:G3.horizonte_temporal	coeficiente_ejecutable	0.0876	θ pr02 ordinal 1-7 reescalada linealmente a [0,1]; salida en proporción de cr27; enlace identidad extendido por firma b1 + enlace lineal de dirección (ADR-225)	ASOCIACION-MEDIDA·CAL·INTRA-PERSONA·SIGNO-OPUESTO-AL-ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0018	PENDIENTE	PENDIENTE	NO-HECHA
RES-0071	milpa/procedencia.yaml:coeficientes_generador_sellados:G5.familismo_apoyo	coeficiente_ejecutable	0.004099	proporción ponderada [0,1], enlace identidad (ADR-220)	ASOCIACION-MEDIDA·MARGINAL·DISCORDANTE-ENTRE-INSTRUMENTOS	ACTO MAESTRA32-E16)	31/ago/2026	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0018	PENDIENTE	PENDIENTE	NO-HECHA
RES-0072	milpa/procedencia.yaml:asignados_coeficiente:G2.aversion_riesgo	coeficiente_asignado	0.2	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0073	milpa/procedencia.yaml:asignados_coeficiente:G2.sens_estatus	coeficiente_asignado	0.55	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0074	milpa/procedencia.yaml:asignados_coeficiente:G3.aversion_riesgo	coeficiente_asignado	0.4	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0075	milpa/procedencia.yaml:asignados_coeficiente:G4.horizonte_temporal	coeficiente_asignado	-0.2	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0076	milpa/procedencia.yaml:asignados_coeficiente:G4.sens_estatus	coeficiente_asignado	-0.15	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0077	milpa/procedencia.yaml:asignados_coeficiente:G5.familismo_obligacion	coeficiente_asignado	'signo negativo o no monotónico — SIN MAGNITUD'	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0078	milpa/procedencia.yaml:asignados_coeficiente:G5.radio_confianza	coeficiente_asignado	0.15	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0079	milpa/procedencia.yaml:asignados_coeficiente:G6.deferencia	coeficiente_asignado	0.45	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0080	milpa/procedencia.yaml:asignados_probabilidad:dinero.ahorro.informal_sin_puente	asignado_probabilidad	[0.74, 0.21, 0.05]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0081	milpa/procedencia.yaml:asignados_probabilidad:dinero.ahorro.con_puente_y_respaldo	asignado_probabilidad	[0.52, 0.33, 0.15]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA		CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
RES-0082	milpa/procedencia.yaml:asignados_probabilidad:dinero.planeacion.formal_estable	asignado_probabilidad	[0.68, 0.32]	NO-DECLARADO-EN-EL-REGISTRO	ASIGNADO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	SIN-RECETA	RES-0037;RES-0038	CORR-0019	PENDIENTE	PENDIENTE	NO-HECHA
