# DERIVADO — NO EDITAR
resultado_id	origen	corrida_id	spec_id	valor	tipo	unidad	estado	generacion	cuenta_gen2	tolerancia	tolerancia_adopcion	validacion_independiente	validacion_ref	alcance_validacion	rol_evaluacion	origen_numerico	funciones_dependencia	camino_linaje	valor_legacy	delta_legacy	sello	fuente_replay	depende_de	sucesor	n_usos
RESULT-C0D-MAE-COMUN-M-N	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	13	entero	celdas que entran al MAE_pp COMUN de M	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-MAE-COMUN-M-N -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-MAE-MARGINAL-L-CORPUS	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	19.604008649016045	flotante	MAE_pp de L-CORPUS sobre el subconjunto propio del corredor (reproduce D4), puntos porcentuales	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-MAE-MARGINAL-L-CORPUS -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-MAE-MARGINAL-L-CORPUS-IC-HI	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	31.122601391649628	flotante	limite superior IC95 bootstrap del MAE_pp MARGINAL de L-CORPUS	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-MAE-MARGINAL-L-CORPUS-IC-HI -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-MAE-MARGINAL-L-CORPUS-IC-LO	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	9.470561516950346	flotante	limite inferior IC95 bootstrap del MAE_pp MARGINAL de L-CORPUS	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-MAE-MARGINAL-L-CORPUS-IC-LO -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-MAE-MARGINAL-L-CORPUS-N	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	14	entero	celdas que entran al MAE_pp MARGINAL de L-CORPUS	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-MAE-MARGINAL-L-CORPUS-N -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-MAE-MARGINAL-L-SOLO	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	11.692455580640923	flotante	MAE_pp de L-SOLO sobre el subconjunto propio del corredor (reproduce D4), puntos porcentuales	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-MAE-MARGINAL-L-SOLO -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-MAE-MARGINAL-L-SOLO-IC-HI	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	21.645370621509795	flotante	limite superior IC95 bootstrap del MAE_pp MARGINAL de L-SOLO	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-MAE-MARGINAL-L-SOLO-IC-HI -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-MAE-MARGINAL-L-SOLO-IC-LO	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	4.205494102295848	flotante	limite inferior IC95 bootstrap del MAE_pp MARGINAL de L-SOLO	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-MAE-MARGINAL-L-SOLO-IC-LO -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-MAE-MARGINAL-L-SOLO-N	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	13	entero	celdas que entran al MAE_pp MARGINAL de L-SOLO	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-MAE-MARGINAL-L-SOLO-N -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
RESULT-C0D-MAE-MARGINAL-M	OFERTA	CALC-C0D-MARCADOR-v2--e6fe5cea2f5d	CALC-C0D-MARCADOR-v2	4.506618689933698	flotante	MAE_pp de M sobre el subconjunto propio del corredor (reproduce D4), puntos porcentuales	SUPERADO→CALC-C0D-MARCADOR-v3	GEN2	NO	{"abs": 1e-10, "razon": "Sin microdato y sin RNG propio: el bootstrap es determinista por seed derivada y scope_id declarado, y las medias corren en orden fijo de celda. La unica diferencia esperable entre dos corridas del mismo arbol es redondeo de float64. Enteros y textos se comparan EXACTO. NO se afloja para que una adopcion pase: si el grano de un consumidor no cabe aqui, para eso existe `tolerancia_adopcion` (PRIMERA-SILLA §1), que esta spec deliberadamente NO declara -- adopta por la rama de defecto, redondeando al grano del consumidor.", "tipo": "flotante"}		NO-HECHA	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	NO-DECLARADO-EN-EL-REGISTRO	INDETERMINADO	CODIGO=1,DATO=253,INDETERMINADA=2,METADATO=4 · IN-L-EXTRAIDO-V1-2:INDETERMINADA,IN-SPEC-SELLADA-V1-1:METADATO,IN-MARCO-V1-3:METADATO,IN-SCORING-M3:CODIGO · +256	CALC-C0D-MARCADOR-v2/RESULT-C0D-MAE-MARGINAL-M -> IN-L-EXTRAIDO-V1-2:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/L-extraido-v1_2.tsv [MATERIAL] | IN-AGREGADO-V1-3-RESULTADO:FUNCION-INDETERMINADA -> forense/prereg-duelo-v2/agregado-v1_3-resultado.json [MATERIAL] | IN-B-RESULTADOS:DATO -> data/corrida0/CALC-B-0001/resultados.json -> CALC-B-0001 -> CALC-B-0001/RESULT-B-ADOPCION-P3 -> enigh2016_nc_csv:DATO -> manifiesto:enigh2016_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2018_nc_csv:DATO -> manifiesto:enigh2018_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | enigh2020_nc_csv:DATO -> manifiesto:enigh2020_nc_csv [REESTIMACION; NO IMPLICA MUESTRA INDEPENDIENTE] | +1 ramas | +252 ramas	NO-COMPARABLE	NO-COMPARABLE	COINCIDE	HEREDADO-DEL-REGISTRO-PUBLICADO · data/corrida0/corridas.tsv@5022d2d8147596250c70c348be0664c56f0b5aa9:L96 · forense/replay-evidencia.tsv#CALC-C0D-MARCADOR-v2		CALC-C0D-MARCADOR-v3	0
