# DERIVADO — NO EDITAR
resultado_id	consumidor	tipo_uso	reglas_impacto	corrida_natural	generacion_hoy	veredicto	calc_candidato	corrida_oferta	estado_calc	sello_calc	result_gen2_candidato	valor_gen2	valor_legacy	canal	canales_observados	control_c0	veredicto_sellado	veredicto_sellado_ref	resolucion_vigente	otras_candidaturas	razon	delta_gen2_menos_legacy	representacion_al_grano	grano_consumidor	cambia_signo	cruza_grano_del_consumidor	cruza_umbral_grano_milpa	cambia_clasificacion	es_coeficiente_central	tier_consumidor	materialidad_consumidor	razon_materialidad
RES-0039	milpa/tramite.yaml:civico.denuncia.con_seguro:denuncia	conducta_p_medido	civico.denuncia.con_seguro	CORR-0007	LEGACY-GEN1	LISTADO-PARA-MESA	CALC-ENVIPE-0001;CALC-ENVIPE-DENUNCIA-SEGURO-0001;CALC-EVASION-NORMA-0001;CALC-EVASION-NORMA-0001-v1_1						0.7909		C3-CORRIDA		LISTADO-PARA-MESA-NO-REPRODUCE	CALC-ENVIPE-DENUNCIA-SEGURO-0001/RESULT-ENVIPE-SEG-ADOPCION		NINGUNA	veredicto sellado CALC-ENVIPE-DENUNCIA-SEGURO-0001/RESULT-ENVIPE-SEG-ADOPCION = LISTADO-PARA-MESA-NO-REPRODUCE; la spec no fija que RESULT releva este slot -- falta el pin, no la corrida											
RES-0040	milpa/tramite.yaml:civico.denuncia.con_seguro:no_denuncia	conducta_p_medido	civico.denuncia.con_seguro	CORR-0007	LEGACY-GEN1	LISTADO-PARA-MESA	CALC-ENVIPE-0001;CALC-ENVIPE-DENUNCIA-SEGURO-0001;CALC-EVASION-NORMA-0001;CALC-EVASION-NORMA-0001-v1_1						0.2091		C3-CORRIDA		LISTADO-PARA-MESA-NO-REPRODUCE	CALC-ENVIPE-DENUNCIA-SEGURO-0001/RESULT-ENVIPE-SEG-ADOPCION		NINGUNA	veredicto sellado CALC-ENVIPE-DENUNCIA-SEGURO-0001/RESULT-ENVIPE-SEG-ADOPCION = LISTADO-PARA-MESA-NO-REPRODUCE; la spec no fija que RESULT releva este slot -- falta el pin, no la corrida											
RES-0041	milpa/tramite.yaml:civico.denuncia.sin_seguro:denuncia	conducta_p_medido	civico.denuncia.sin_seguro	CORR-0007	LEGACY-GEN1	LISTADO-PARA-MESA	CALC-ENVIPE-0001;CALC-ENVIPE-DENUNCIA-SEGURO-0001;CALC-EVASION-NORMA-0001;CALC-EVASION-NORMA-0001-v1_1						0.672		C3-CORRIDA		LISTADO-PARA-MESA-NO-REPRODUCE	CALC-ENVIPE-DENUNCIA-SEGURO-0001/RESULT-ENVIPE-SEG-ADOPCION		NINGUNA	veredicto sellado CALC-ENVIPE-DENUNCIA-SEGURO-0001/RESULT-ENVIPE-SEG-ADOPCION = LISTADO-PARA-MESA-NO-REPRODUCE; la spec no fija que RESULT releva este slot -- falta el pin, no la corrida											
RES-0042	milpa/tramite.yaml:civico.denuncia.sin_seguro:no_denuncia	conducta_p_medido	civico.denuncia.sin_seguro	CORR-0007	LEGACY-GEN1	LISTADO-PARA-MESA	CALC-ENVIPE-0001;CALC-ENVIPE-DENUNCIA-SEGURO-0001;CALC-EVASION-NORMA-0001;CALC-EVASION-NORMA-0001-v1_1						0.328		C3-CORRIDA		LISTADO-PARA-MESA-NO-REPRODUCE	CALC-ENVIPE-DENUNCIA-SEGURO-0001/RESULT-ENVIPE-SEG-ADOPCION		NINGUNA	veredicto sellado CALC-ENVIPE-DENUNCIA-SEGURO-0001/RESULT-ENVIPE-SEG-ADOPCION = LISTADO-PARA-MESA-NO-REPRODUCE; la spec no fija que RESULT releva este slot -- falta el pin, no la corrida											
RES-0043	milpa/tramite.yaml:familia.union.libre:union_libre	conducta_p_medido	familia.union.libre	CORR-0013	GEN2	YA-ADOPTADO					RESULT-EDER-UNION-A-P-LIBRE		0.480971	C0-CONSUMIDOR	C0-CONSUMIDOR;C3-CORRIDA	NO-DERIVABLE-DESDE-LA-SPEC	LISTADO-PARA-MESA	CALC-EDER-0003/RESULT-EDER-UNION-A-ADOPCION		NINGUNA	el consumidor cita RESULT-EDER-UNION-A-P-LIBRE; ninguna spec sellada declara ese relevo por C1/C2 -- adopcion no auditable desde la oferta											
RES-0044	milpa/tramite.yaml:familia.union.libre:matrimonio_directo	conducta_p_medido	familia.union.libre	CORR-0013	GEN2	YA-ADOPTADO					RESULT-EDER-UNION-A-P-DIRECTO		0.518946	C0-CONSUMIDOR	C0-CONSUMIDOR;C3-CORRIDA	NO-DERIVABLE-DESDE-LA-SPEC	LISTADO-PARA-MESA	CALC-EDER-0003/RESULT-EDER-UNION-A-ADOPCION		NINGUNA	el consumidor cita RESULT-EDER-UNION-A-P-DIRECTO; ninguna spec sellada declara ese relevo por C1/C2 -- adopcion no auditable desde la oferta											
RES-0045	milpa/tramite.yaml:familia.cuidado.recae_mujeres_40mas:share_horas_mujeres_40mas	conducta_p_medido	familia.cuidado.recae_mujeres_40mas	CORR-0014	GEN2	YA-ADOPTADO					RESULT-ENUT-A-R		0.2215	C0-CONSUMIDOR	C0-CONSUMIDOR;C3-CORRIDA	NO-DERIVABLE-DESDE-LA-SPEC	LISTADO-PARA-MESA-REPRODUCE	CALC-ENUT-0001/RESULT-ENUT-A-ADOPCION		NINGUNA	el consumidor cita RESULT-ENUT-A-R; ninguna spec sellada declara ese relevo por C1/C2 -- adopcion no auditable desde la oferta											
RES-0046	milpa/tramite.yaml:dinero.ahorro.horizonte_corto:horizonte_corto	conducta_p_medido	dinero.ahorro.horizonte_corto	CORR-0009	GEN2	YA-ADOPTADO	CALC-ENIF-0001	CALC-ENIF-0001--afbf3c76d71b	SELLADA	COINCIDE	RESULT-ENIF-AHO-A-P-CORTO-SIN-P	0.541343	0.541343	C1-MAPA	C0-CONSUMIDOR;C1-MAPA;C3-CORRIDA	COINCIDE	SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	el consumidor ya cita RESULT-ENIF-AHO-A-P-CORTO-SIN-P con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0047	milpa/tramite.yaml:dinero.ahorro.horizonte_corto:horizonte_no_corto	conducta_p_asignado	dinero.ahorro.horizonte_corto	CORR-0015	GEN2	RELEVADO-POR-PIN-DE-MESA	CALC-ENIF-0001	CALC-ENIF-0001--afbf3c76d71b	SELLADA	COINCIDE	RESULT-ENIF-AHO-A-P-NOCORTO-SIN-P	0.458657	0.458657	CP-PIN-DE-MESA	C0-CONSUMIDOR;C1-MAPA;C2-RESULTADO;C3-CORRIDA;CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		C2-RESULTADO/CALC-HORIZONTE-VIA-DERIVADOS-0001/RESULT-HVD-A-HORIZONTE-NO-CORTO-SIN-SS/SELLO-NO-COINCIDE:AUSENTE	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.8 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre C0-CONSUMIDOR;C1-MAPA;C2-RESULTADO;C3-CORRIDA;CP-PIN-DE-MESA											
RES-0048	milpa/tramite.yaml:dinero.ahorro.horizonte_no_corto_con_seguridad_social:horizonte_corto	conducta_p_medido	dinero.ahorro.horizonte_no_corto_con_seguridad_social	CORR-0009	GEN2	YA-ADOPTADO	CALC-ENIF-0001	CALC-ENIF-0001--afbf3c76d71b	SELLADA	COINCIDE	RESULT-ENIF-AHO-A-P-CORTO-CON-P	0.37313	0.37313	C1-MAPA	C0-CONSUMIDOR;C1-MAPA;C3-CORRIDA	COINCIDE	SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	el consumidor ya cita RESULT-ENIF-AHO-A-P-CORTO-CON-P con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0049	milpa/tramite.yaml:dinero.ahorro.horizonte_no_corto_con_seguridad_social:horizonte_no_corto	conducta_p_asignado	dinero.ahorro.horizonte_no_corto_con_seguridad_social	CORR-0015	GEN2	RELEVADO-POR-PIN-DE-MESA	CALC-ENIF-0001	CALC-ENIF-0001--afbf3c76d71b	SELLADA	COINCIDE	RESULT-ENIF-AHO-A-P-NOCORTO-CON-P	0.62687	0.62687	CP-PIN-DE-MESA	C0-CONSUMIDOR;C1-MAPA;C2-RESULTADO;C3-CORRIDA;CP-PIN-DE-MESA		SIN-VEREDICTO-SELLADO	NINGUNO		C2-RESULTADO/CALC-HORIZONTE-VIA-DERIVADOS-0001/RESULT-HVD-A-HORIZONTE-NO-CORTO-CON-SS/SELLO-NO-COINCIDE:AUSENTE	pin de mesa por ii-CONDUCTA-GEN2, firmado en forense/encargos/2026-09-21-GEN2-RELEVO-TANDA-3.md · 21/sep/2026 · §2 (firma 4.8 del 21/sep/2026); paso las cuatro guardas de 4.1. Manda sobre C0-CONSUMIDOR;C1-MAPA;C2-RESULTADO;C3-CORRIDA;CP-PIN-DE-MESA											
RES-0050	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_minimo	conducta_p_medido	civico.participacion.concurrencia_presidencial_conversion	CORR-0016	LEGACY-GEN1	LISTADO-PARA-MESA	CALC-L8-CONVERSION-0001						0.345267		C3-CORRIDA		LISTADO-PARA-MESA-REPRODUCE	CALC-L8-CONVERSION-0001/RESULT-L8CONV-A-ADOPCION		NINGUNA	veredicto sellado CALC-L8-CONVERSION-0001/RESULT-L8CONV-A-ADOPCION = LISTADO-PARA-MESA-REPRODUCE; la spec no fija que RESULT releva este slot -- falta el pin, no la corrida											
RES-0051	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_maximo	conducta_p_medido	civico.participacion.concurrencia_presidencial_conversion	CORR-0016	LEGACY-GEN1	LISTADO-PARA-MESA	CALC-L8-CONVERSION-0001						0.750567		C3-CORRIDA		LISTADO-PARA-MESA-REPRODUCE	CALC-L8-CONVERSION-0001/RESULT-L8CONV-A-ADOPCION		NINGUNA	veredicto sellado CALC-L8-CONVERSION-0001/RESULT-L8CONV-A-ADOPCION = LISTADO-PARA-MESA-REPRODUCE; la spec no fija que RESULT releva este slot -- falta el pin, no la corrida											
RES-0052	milpa/tramite.yaml:civico.participacion.concurrencia_presidencial_conversion:participa_p0_media	conducta_p_medido	civico.participacion.concurrencia_presidencial_conversion	CORR-0016	LEGACY-GEN1	LISTADO-PARA-MESA	CALC-L8-CONVERSION-0001						0.619867		C3-CORRIDA		LISTADO-PARA-MESA-REPRODUCE	CALC-L8-CONVERSION-0001/RESULT-L8CONV-A-ADOPCION		NINGUNA	veredicto sellado CALC-L8-CONVERSION-0001/RESULT-L8CONV-A-ADOPCION = LISTADO-PARA-MESA-REPRODUCE; la spec no fija que RESULT releva este slot -- falta el pin, no la corrida											
RES-0053	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_solo_informal	conducta_p_asignado	dinero.ahorro.via_informal	CORR-0015	GEN2	YA-ADOPTADO	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1--6c9a26566130	SELLADA	COINCIDE	RESULT-HVD-A-SOLO-INFORMAL	0.3571525665818782	0.357153	C2-RESULTADO	C0-CONSUMIDOR;C2-RESULTADO;C3-CORRIDA	COINCIDE	SIN-VEREDICTO-SELLADO	NINGUNO		C2-RESULTADO/CALC-HORIZONTE-VIA-DERIVADOS-0001/RESULT-HVD-A-SOLO-INFORMAL/SELLO-NO-COINCIDE:AUSENTE	el consumidor ya cita RESULT-HVD-A-SOLO-INFORMAL con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0054	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_ambas_vias	conducta_p_asignado	dinero.ahorro.via_informal	CORR-0015	GEN2	YA-ADOPTADO	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1--6c9a26566130	SELLADA	COINCIDE	RESULT-HVD-A-AMBAS-VIAS	0.20476743341812176	0.204767	C2-RESULTADO	C0-CONSUMIDOR;C2-RESULTADO;C3-CORRIDA	COINCIDE	SIN-VEREDICTO-SELLADO	NINGUNO		C2-RESULTADO/CALC-HORIZONTE-VIA-DERIVADOS-0001/RESULT-HVD-A-AMBAS-VIAS/SELLO-NO-COINCIDE:AUSENTE	el consumidor ya cita RESULT-HVD-A-AMBAS-VIAS con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0055	milpa/tramite.yaml:dinero.ahorro.via_informal:ahorra_solo_formal	conducta_p_asignado	dinero.ahorro.via_informal	CORR-0015	GEN2	YA-ADOPTADO	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1--6c9a26566130	SELLADA	COINCIDE	RESULT-HVD-A-SOLO-FORMAL	0.08015956658187823	0.08016	C2-RESULTADO	C0-CONSUMIDOR;C2-RESULTADO;C3-CORRIDA	COINCIDE	SIN-VEREDICTO-SELLADO	NINGUNO		C2-RESULTADO/CALC-HORIZONTE-VIA-DERIVADOS-0001/RESULT-HVD-A-SOLO-FORMAL/SELLO-NO-COINCIDE:AUSENTE	el consumidor ya cita RESULT-HVD-A-SOLO-FORMAL con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0056	milpa/tramite.yaml:dinero.ahorro.via_informal:no_ahorra	conducta_p_asignado	dinero.ahorro.via_informal	CORR-0015	GEN2	YA-ADOPTADO	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1--6c9a26566130	SELLADA	COINCIDE	RESULT-HVD-A-NO-AHORRA	0.35792043341812185	0.35792	C2-RESULTADO	C0-CONSUMIDOR;C2-RESULTADO;C3-CORRIDA	COINCIDE	SIN-VEREDICTO-SELLADO	NINGUNO		C2-RESULTADO/CALC-HORIZONTE-VIA-DERIVADOS-0001/RESULT-HVD-A-NO-AHORRA/SELLO-NO-COINCIDE:AUSENTE	el consumidor ya cita RESULT-HVD-A-NO-AHORRA con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0057	milpa/tramite.yaml:dinero.ahorro.via_informal:formal_cualquiera	conducta_p_medido	dinero.ahorro.via_informal	CORR-0009	GEN2	YA-ADOPTADO	CALC-ENIF-0001	CALC-ENIF-0001--afbf3c76d71b	SELLADA	COINCIDE	RESULT-ENIF-AHO-B-P-FORMAL-P	0.284927	0.284927	C1-MAPA	C0-CONSUMIDOR;C1-MAPA;C3-CORRIDA	COINCIDE	SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	el consumidor ya cita RESULT-ENIF-AHO-B-P-FORMAL-P con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0058	milpa/tramite.yaml:dinero.ahorro.via_informal:informal_cualquiera	conducta_p_medido	dinero.ahorro.via_informal	CORR-0009	GEN2	YA-ADOPTADO	CALC-ENIF-0001	CALC-ENIF-0001--afbf3c76d71b	SELLADA	COINCIDE	RESULT-ENIF-AHO-B-P-INFORMAL-P	0.56192	0.56192	C1-MAPA	C0-CONSUMIDOR;C1-MAPA;C3-CORRIDA	COINCIDE	SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	el consumidor ya cita RESULT-ENIF-AHO-B-P-INFORMAL-P con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0059	milpa/tramite.yaml:dinero.ahorro.seguro_deposito_enif2024:desconfianza_o_mal_servicio_como_razon_principal_conoce_proteccion_enif2024	conducta_p_medido	dinero.ahorro.seguro_deposito_enif2024	CORR-0009	GEN2	YA-ADOPTADO	CALC-ENIF-0001	CALC-ENIF-0001--afbf3c76d71b	SELLADA	COINCIDE	RESULT-ENIF-AHO-C-P-DESCONFIA-CONOCE-P	0.06078	0.06078	C1-MAPA	C0-CONSUMIDOR;C1-MAPA;C3-CORRIDA	COINCIDE	SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	el consumidor ya cita RESULT-ENIF-AHO-C-P-DESCONFIA-CONOCE-P con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0060	milpa/tramite.yaml:dinero.ahorro.seguro_deposito_enif2024:desconfianza_o_mal_servicio_como_razon_principal_no_conoce_enif2024	conducta_p_medido	dinero.ahorro.seguro_deposito_enif2024	CORR-0009	GEN2	YA-ADOPTADO	CALC-ENIF-0001	CALC-ENIF-0001--afbf3c76d71b	SELLADA	COINCIDE	RESULT-ENIF-AHO-C-P-DESCONFIA-NOCONOCE-P	0.054767	0.054767	C1-MAPA	C0-CONSUMIDOR;C1-MAPA;C3-CORRIDA	COINCIDE	SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	el consumidor ya cita RESULT-ENIF-AHO-C-P-DESCONFIA-NOCONOCE-P con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0061	milpa/tramite.yaml:civico.protesta.agravio_urbano_encuci2020:protesta_alguna_vez_urbano_con_agravio_encuci2020	conducta_p_medido	civico.protesta.agravio_urbano_encuci2020	CORR-0003	GEN2	YA-ADOPTADO	CALC-ENCUCI-0001	CALC-ENCUCI-0001--18d21cdff449	SELLADA	COINCIDE	RESULT-ENCUCI-B-P-URB-AGR	0.11219151313930475	0.112192	C1-MAPA;C2-RESULTADO	C0-CONSUMIDOR;C1-MAPA;C2-RESULTADO;C3-CORRIDA	COINCIDE	ADOPTABLE-POR-REPLICA	CALC-ENCUCI-0001/RESULT-ENCUCI-B-ADOPCION-P3-URB		NINGUNA	el consumidor ya cita RESULT-ENCUCI-B-P-URB-AGR con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0062	milpa/tramite.yaml:civico.protesta.agravio_urbano_encuci2020:protesta_alguna_vez_rural_con_agravio_encuci2020	conducta_p_medido	civico.protesta.agravio_urbano_encuci2020	CORR-0003	GEN2	YA-ADOPTADO	CALC-ENCUCI-0001	CALC-ENCUCI-0001--18d21cdff449	SELLADA	COINCIDE	RESULT-ENCUCI-B-P-RUR-AGR	0.09191244410077362	0.091912	C1-MAPA;C2-RESULTADO	C0-CONSUMIDOR;C1-MAPA;C2-RESULTADO;C3-CORRIDA	COINCIDE	ADOPTABLE-POR-REPLICA	CALC-ENCUCI-0001/RESULT-ENCUCI-B-ADOPCION-P3-RUR		NINGUNA	el consumidor ya cita RESULT-ENCUCI-B-P-RUR-AGR con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0063	milpa/tramite.yaml:salud.vacunacion.disponible_ensanut2024:razon_no_vacunacion_logistica	conducta_p_medido	salud.vacunacion.disponible_ensanut2024	CORR-0017	GEN2	YA-ADOPTADO					RESULT-ENSANUT-A-P-LOGISTICA		0.777762	C0-CONSUMIDOR	C0-CONSUMIDOR;C3-CORRIDA	NO-DERIVABLE-DESDE-LA-SPEC	LISTADO-PARA-MESA-REPRODUCE	CALC-ENSANUT-0001/RESULT-ENSANUT-A-ADOPCION		NINGUNA	el consumidor cita RESULT-ENSANUT-A-P-LOGISTICA; ninguna spec sellada declara ese relevo por C1/C2 -- adopcion no auditable desde la oferta											
RES-0064	milpa/tramite.yaml:salud.vacunacion.disponible_ensanut2024:razon_no_vacunacion_no_logistica	conducta_p_medido	salud.vacunacion.disponible_ensanut2024	CORR-0017	GEN2	YA-ADOPTADO					RESULT-ENSANUT-A-P-NO-LOGISTICA		0.222238	C0-CONSUMIDOR	C0-CONSUMIDOR;C3-CORRIDA	NO-DERIVABLE-DESDE-LA-SPEC	LISTADO-PARA-MESA-REPRODUCE	CALC-ENSANUT-0001/RESULT-ENSANUT-A-ADOPCION		NINGUNA	el consumidor cita RESULT-ENSANUT-A-P-NO-LOGISTICA; ninguna spec sellada declara ese relevo por C1/C2 -- adopcion no auditable desde la oferta											
RES-0065	milpa/tramite.yaml:dinero.ahorro.horizonte_no_trabajadores:horizonte_corto	conducta_p_medido	dinero.ahorro.horizonte_no_trabajadores	CORR-0009	GEN2	YA-ADOPTADO					RESULT-ENIF-POB-P-CORTO-NO-TRABAJA-P		0.632782	C0-CONSUMIDOR	C0-CONSUMIDOR;C3-CORRIDA	NO-DERIVABLE-DESDE-LA-SPEC	SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	el consumidor cita RESULT-ENIF-POB-P-CORTO-NO-TRABAJA-P; ninguna spec sellada declara ese relevo por C1/C2 -- adopcion no auditable desde la oferta											
RES-0066	milpa/tramite.yaml:dinero.ahorro.horizonte_no_trabajadores:horizonte_no_corto	conducta_p_asignado	dinero.ahorro.horizonte_no_trabajadores	CORR-0015	GEN2	YA-ADOPTADO	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1--6c9a26566130	SELLADA	COINCIDE	RESULT-HVD-A-HORIZONTE-NO-CORTO-NO-TRABAJA	0.36721800000000004	0.367218	C2-RESULTADO	C0-CONSUMIDOR;C2-RESULTADO;C3-CORRIDA	COINCIDE	SIN-VEREDICTO-SELLADO	NINGUNO		C2-RESULTADO/CALC-HORIZONTE-VIA-DERIVADOS-0001/RESULT-HVD-A-HORIZONTE-NO-CORTO-NO-TRABAJA/SELLO-NO-COINCIDE:AUSENTE	el consumidor ya cita RESULT-HVD-A-HORIZONTE-NO-CORTO-NO-TRABAJA con corrida0_generacion=GEN2 y la derivacion lo reproduce											
RES-0067	milpa/procedencia.yaml:coeficientes_generador_sellados:G1.confianza_institucional	coeficiente_ejecutable	coeficientes_generador_sellados	CORR-0018	LEGACY-GEN1	SIN-CANDIDATO							-0.0645		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0068	milpa/procedencia.yaml:coeficientes_generador_sellados:G1.radio_confianza	coeficiente_ejecutable	coeficientes_generador_sellados	CORR-0018	LEGACY-GEN1	SIN-CANDIDATO							-0.06626		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0069	milpa/procedencia.yaml:coeficientes_generador_sellados:G3.familismo_apoyo	coeficiente_ejecutable	coeficientes_generador_sellados	CORR-0018	LEGACY-GEN1	SIN-CANDIDATO							0.0279		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0070	milpa/procedencia.yaml:coeficientes_generador_sellados:G4.exposicion_violencia	coeficiente_ejecutable	coeficientes_generador_sellados	CORR-0018	LEGACY-GEN1	SIN-CANDIDATO							0.16614		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0071	milpa/procedencia.yaml:coeficientes_generador_sellados:G4.confianza_institucional	coeficiente_ejecutable	coeficientes_generador_sellados	CORR-0018	LEGACY-GEN1	SIN-CANDIDATO							-0.166208		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0072	milpa/procedencia.yaml:coeficientes_generador_sellados:G3.horizonte_temporal	coeficiente_ejecutable	coeficientes_generador_sellados	CORR-0018	LEGACY-GEN1	SIN-CANDIDATO							0.0876		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0073	milpa/procedencia.yaml:coeficientes_generador_sellados:G5.familismo_apoyo	coeficiente_ejecutable	coeficientes_generador_sellados	CORR-0018	LEGACY-GEN1	SIN-CANDIDATO							0.004099		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0074	milpa/procedencia.yaml:asignados_coeficiente:G2.aversion_riesgo	coeficiente_asignado	asignados_coeficiente	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							0.2		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0075	milpa/procedencia.yaml:asignados_coeficiente:G2.sens_estatus	coeficiente_asignado	asignados_coeficiente	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							0.55		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0076	milpa/procedencia.yaml:asignados_coeficiente:G3.aversion_riesgo	coeficiente_asignado	asignados_coeficiente	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							0.4		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0077	milpa/procedencia.yaml:asignados_coeficiente:G4.horizonte_temporal	coeficiente_asignado	asignados_coeficiente	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							-0.2		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0078	milpa/procedencia.yaml:asignados_coeficiente:G4.sens_estatus	coeficiente_asignado	asignados_coeficiente	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							-0.15		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0079	milpa/procedencia.yaml:asignados_coeficiente:G5.familismo_obligacion	coeficiente_asignado	asignados_coeficiente	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							'signo negativo o no monotónico — SIN MAGNITUD'		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0080	milpa/procedencia.yaml:asignados_coeficiente:G5.radio_confianza	coeficiente_asignado	asignados_coeficiente	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							0.15		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0081	milpa/procedencia.yaml:asignados_coeficiente:G6.deferencia	coeficiente_asignado	asignados_coeficiente	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							0.45		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0082	milpa/procedencia.yaml:asignados_probabilidad:dinero.ahorro.informal_sin_puente	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.74, 0.21, 0.05]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0083	milpa/procedencia.yaml:asignados_probabilidad:dinero.ahorro.con_puente_y_respaldo	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.52, 0.33, 0.15]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0084	milpa/procedencia.yaml:asignados_probabilidad:dinero.planeacion.formal_estable	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.68, 0.32]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0085	milpa/procedencia.yaml:asignados_probabilidad:dinero.credito.scoring_alternativo	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.71, 0.29]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
RES-0086	milpa/procedencia.yaml:asignados_probabilidad:dinero.consumo.estatus_mediado_por_credito	asignado_probabilidad	asignados_probabilidad	CORR-0019	LEGACY-GEN1	SIN-CANDIDATO							[0.58, 0.42]		NINGUNO		SIN-VEREDICTO-SELLADO	NINGUNO		NINGUNA	CORR-SIN-CALC-DECLARADA											
