# DERIVADO — NO EDITAR
corrida_id	origen	spec_id	estado	generacion	cuenta_gen2	envuelto_legacy	motivo_cuenta_gen2	origen_numerico	funciones_dependencia	camino_linaje	spec_yaml_sha256	script_path	script_blob_sha256	codigo_commit	fecha	n_resultados	resultados_ids	input_ids	input_sha256_efectivos	sello	resultado_replay	contexto_replay	fuente_replay	sucesor	entorno_requerido	receta	orden_causal
CORR-0045	DEMANDA	tools/emite_m.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0045 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0126	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	5
CORR-0046	DEMANDA	forense/prereg-duelo-v2/runner_l_cli.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0046 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	2	RES-0127;RES-0128	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256	6
CORR-0047	DEMANDA	forense/prereg-duelo-v2/agregado_v1_3.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0047 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0129	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	7
CORR-0048	DEMANDA	tools/arbitra.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0048 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0130	enif2018_csv	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		CAJA	PARCIAL:sha256+spec_sha	4
CORR-0049	DEMANDA	tools/emite_m.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0049 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0131	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	5
CORR-0050	DEMANDA	forense/prereg-duelo-v2/runner_l_cli.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0050 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	2	RES-0132;RES-0133	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256	6
CORR-0051	DEMANDA	forense/prereg-duelo-v2/agregado_v1_3.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0051 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0134	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	7
CORR-0052	DEMANDA	tools/arbitra.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0052 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0135	enigh2016_nc_csv	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		CAJA	PARCIAL:sha256+spec_sha	4
CORR-0053	DEMANDA	tools/emite_m.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0053 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0136	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	5
CORR-0054	DEMANDA	forense/prereg-duelo-v2/runner_l_cli.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0054 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	2	RES-0137;RES-0138	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256	6
CORR-0055	DEMANDA	forense/prereg-duelo-v2/agregado_v1_3.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0055 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0139	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	7
CORR-0056	DEMANDA	tools/arbitra.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0056 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0140	enigh2018_nc_csv	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		CAJA	PARCIAL:sha256+spec_sha	4
CORR-0057	DEMANDA	tools/emite_m.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0057 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0141	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	5
CORR-0058	DEMANDA	forense/prereg-duelo-v2/runner_l_cli.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0058 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	2	RES-0142;RES-0143	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256	6
CORR-0059	DEMANDA	forense/prereg-duelo-v2/agregado_v1_3.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0059 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0144	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	7
CORR-0060	DEMANDA	tools/arbitra.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0060 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0145	enigh2020_nc_csv	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		CAJA	PARCIAL:sha256+spec_sha	4
CORR-0061	DEMANDA	tools/emite_m.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0061 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0146	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	5
CORR-0062	DEMANDA	forense/prereg-duelo-v2/runner_l_cli.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0062 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	2	RES-0147;RES-0148	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256	6
CORR-0063	DEMANDA	forense/prereg-duelo-v2/agregado_v1_3.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0063 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0149	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	7
CORR-0064	DEMANDA	tools/arbitra.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0064 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0150	encuci2020_bd_dbf	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		CAJA	PARCIAL:sha256+spec_sha	4
CORR-0065	DEMANDA	tools/emite_m.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0065 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0151	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	5
CORR-0066	DEMANDA	forense/prereg-duelo-v2/runner_l_cli.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0066 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	2	RES-0152;RES-0153	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256	6
CORR-0067	DEMANDA	forense/prereg-duelo-v2/agregado_v1_3.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0067 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0154	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	7
CORR-0068	DEMANDA	tools/arbitra.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0068 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0155	encig_2013_encig13_base_datos_dbf	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		CAJA	PARCIAL:sha256+spec_sha	4
CORR-0069	DEMANDA	tools/emite_m.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0069 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0156	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	5
CORR-0070	DEMANDA	forense/prereg-duelo-v2/runner_l_cli.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0070 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	2	RES-0157;RES-0158	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256	6
CORR-0071	DEMANDA	forense/prereg-duelo-v2/agregado_v1_3.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0071 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0159	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	7
CORR-0072	DEMANDA	tools/arbitra.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0072 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0160	encig2021_csv	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		CAJA	PARCIAL:sha256+spec_sha	4
CORR-0073	DEMANDA	tools/emite_m.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0073 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0161	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	5
CORR-0074	DEMANDA	forense/prereg-duelo-v2/runner_l_cli.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0074 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	2	RES-0162;RES-0163	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256	6
CORR-0075	DEMANDA	forense/prereg-duelo-v2/agregado_v1_3.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0075 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0164	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		NUBE	PARCIAL:payload_ids+sha256+spec+spec_sha	7
CORR-0076	DEMANDA	milpa/src/pi.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0076 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	6	RES-0165;RES-0166;RES-0167;RES-0168;RES-0169;RES-0170	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	0
CORR-0077	DEMANDA	milpa/src/motor.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0077 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0171	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	0
CORR-0078	DEMANDA	milpa/src/motor.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0078 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0172	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	0
CORR-0079	DEMANDA	milpa/src/motor.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0079 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0173	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	0
CORR-0080	DEMANDA	milpa/src/motor.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0080 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0174	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	0
CORR-0081	DEMANDA	milpa/src/motor.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0081 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0211	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	0
CORR-0082	DEMANDA	milpa/src/motor.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0082 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0175	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	0
CORR-0083	DEMANDA	milpa/src/momentos.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0083 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	7	RES-0176;RES-0177;RES-0178;RES-0179;RES-0181;RES-0182;RES-0183	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	1
CORR-0084	DEMANDA	milpa/src/momentos.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0084 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0180	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	1
CORR-0085	DEMANDA	milpa/src/momentos.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0085 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	14	RES-0184;RES-0185;RES-0186;RES-0187;RES-0188;RES-0189;RES-0190;RES-0191;RES-0192;RES-0193;RES-0194;RES-0195;RES-0196;RES-0197	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	1
CORR-0086	DEMANDA	milpa/src/momentos.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0086 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	1	RES-0198	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	1
CORR-0087	DEMANDA	milpa/src/theta.py	PENDIENTE	GEN2-PENDIENTE	SI	PENDIENTE	demanda sin spec: la regla E.1 se evalua cuando la spec declare sus inputs	INDETERMINADO	SIN-SPEC	CORR-0087 -> DEMANDA-PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	PENDIENTE	12	RES-0199;RES-0200;RES-0201;RES-0202;RES-0203;RES-0204;RES-0205;RES-0206;RES-0207;RES-0208;RES-0209;RES-0210	NO-DECLARADO-EN-EL-REGISTRO	PENDIENTE	PENDIENTE	NO-CORRIDA	NO-CORRIDA	NO-CORRIDA		INDECIDIBLE-SIN-PAYLOAD-DECLARADO	PARCIAL:payload_ids+sha256+spec_sha	2
