periodo,sector,clase,canal_accion,conteo,n_unidades_atencion,participacion_dentro_periodo_canal_pct,unidad,nota
2024,bursátil,casas de bolsa,asesorias,319,30,0.0247123414,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de financiamiento colectivo (fintech),reclamaciones_dlg,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de financiamiento colectivo (fintech),reclamaciones_dt,1,2,0.0109301563,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de financiamiento colectivo (fintech),reclamaciones_ge,34,2,0.0202181178,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de financiamiento colectivo (fintech),reclamaciones_go,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de financiamiento colectivo (fintech),reclamaciones_redeco,131,2,0.3124850914,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de financiamiento colectivo (fintech),reclamaciones_sdlg,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de fondos de pago electrónicos (fintech),asesorias,1296,1,0.1003987286,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de fondos de pago electrónicos (fintech),reclamaciones_ajp,0,1,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de fondos de pago electrónicos (fintech),reclamaciones_co,113,1,0.4000991396,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de fondos de pago electrónicos (fintech),reclamaciones_dlg,6,1,0.4310344828,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de fondos de pago electrónicos (fintech),reclamaciones_dt,35,1,0.3825554705,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de fondos de pago electrónicos (fintech),reclamaciones_ge,982,1,0.5839468145,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de fondos de pago electrónicos (fintech),reclamaciones_go,0,1,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de fondos de pago electrónicos (fintech),reclamaciones_redeco,0,1,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones fintech,instituciones de fondos de pago electrónicos (fintech),reclamaciones_sdlg,6,1,0.2600780234,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,afores,asesorias,24638,37,1.9086603974,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,afores,reclamaciones_ajp,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,afores,reclamaciones_co,940,37,3.3282583295,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,afores,reclamaciones_dlg,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,afores,reclamaciones_dt,112,37,1.2241775057,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,afores,reclamaciones_ge,8272,37,4.9189491336,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,afores,reclamaciones_go,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,afores,reclamaciones_redeco,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,afores,reclamaciones_sdlg,9,37,0.3901170351,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,consar,asesorias,87,16,0.0067397295,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,consar,reclamaciones_ajp,0,16,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,consar,reclamaciones_co,0,16,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,consar,reclamaciones_dlg,0,16,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,consar,reclamaciones_dt,0,16,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,consar,reclamaciones_ge,41,16,0.0243806715,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,consar,reclamaciones_go,0,16,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,consar,reclamaciones_redeco,0,16,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,consar,reclamaciones_sdlg,0,16,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,procesar,asesorias,37932,37,2.938522047,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,procesar,reclamaciones_ajp,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,procesar,reclamaciones_co,29,37,0.1026803102,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,procesar,reclamaciones_dlg,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,procesar,reclamaciones_dt,7,37,0.0765110941,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,procesar,reclamaciones_ge,516,37,0.3068396703,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,procesar,reclamaciones_go,5,37,2.2026431718,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,procesar,reclamaciones_redeco,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,instituciones sar,procesar,reclamaciones_sdlg,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,no financieras,no financieras,asesorias,99171,37,7.6825943775,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,no financieras,no financieras,reclamaciones_ajp,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,no financieras,no financieras,reclamaciones_co,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,no financieras,no financieras,reclamaciones_dlg,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,no financieras,no financieras,reclamaciones_dt,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,no financieras,no financieras,reclamaciones_ge,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,no financieras,no financieras,reclamaciones_go,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,no financieras,no financieras,reclamaciones_redeco,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,no financieras,no financieras,reclamaciones_sdlg,0,37,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,almacenes generales deposito,asesorias,42,2,0.0032536625,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,almacenes generales deposito,reclamaciones_ajp,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,almacenes generales deposito,reclamaciones_co,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,almacenes generales deposito,reclamaciones_dlg,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,almacenes generales deposito,reclamaciones_dt,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,almacenes generales deposito,reclamaciones_ge,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,almacenes generales deposito,reclamaciones_go,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,almacenes generales deposito,reclamaciones_redeco,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,almacenes generales deposito,reclamaciones_sdlg,0,2,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,casas de cambio,asesorias,36,4,0.0027888536,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,casas de cambio,reclamaciones_ajp,0,4,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,casas de cambio,reclamaciones_co,2,4,0.0070814007,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,casas de cambio,reclamaciones_dlg,0,4,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,casas de cambio,reclamaciones_dt,0,4,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,casas de cambio,reclamaciones_ge,2,4,0.001189301,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,casas de cambio,reclamaciones_go,0,4,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,casas de cambio,reclamaciones_redeco,0,4,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,casas de cambio,reclamaciones_sdlg,0,4,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,soc. de ahorro y préstamo,asesorias,41,5,0.0031761943,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,soc. de ahorro y préstamo,reclamaciones_ajp,0,5,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,soc. de ahorro y préstamo,reclamaciones_co,0,5,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,soc. de ahorro y préstamo,reclamaciones_dlg,0,5,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,soc. de ahorro y préstamo,reclamaciones_dt,0,5,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,soc. de ahorro y préstamo,reclamaciones_ge,0,5,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,soc. de ahorro y préstamo,reclamaciones_go,0,5,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,soc. de ahorro y préstamo,reclamaciones_redeco,0,5,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,soc. de ahorro y préstamo,reclamaciones_sdlg,0,5,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,uniones de crédito,asesorias,71,17,0.005500239,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,uniones de crédito,reclamaciones_ajp,0,17,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,uniones de crédito,reclamaciones_co,7,17,0.0247849025,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,uniones de crédito,reclamaciones_dlg,0,17,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,uniones de crédito,reclamaciones_dt,5,17,0.0546507815,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,uniones de crédito,reclamaciones_ge,7,17,0.0041625537,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,uniones de crédito,reclamaciones_go,0,17,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,uniones de crédito,reclamaciones_redeco,55,17,0.1311960307,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,org. y actividades auxiliares del crédito,uniones de crédito,reclamaciones_sdlg,0,17,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom enr,asesorias,26155,38,2.0261795882,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom enr,reclamaciones_ajp,0,38,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom enr,reclamaciones_co,725,38,2.5670077541,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom enr,reclamaciones_dlg,12,38,0.8620689655,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom enr,reclamaciones_dt,128,38,1.3990600066,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom enr,reclamaciones_ge,5853,38,3.4804895163,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom enr,reclamaciones_go,52,38,22.9074889868,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom enr,reclamaciones_redeco,11443,38,27.2959305377,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom enr,reclamaciones_sdlg,30,38,1.300390117,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom er,asesorias,2796,38,0.2166009608,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom er,reclamaciones_ajp,0,38,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom er,reclamaciones_co,181,38,0.6408667634,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom er,reclamaciones_dlg,0,38,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom er,reclamaciones_dt,48,38,0.5246475025,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom er,reclamaciones_ge,897,38,0.5334015199,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom er,reclamaciones_go,3,38,1.3215859031,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom er,reclamaciones_redeco,2971,38,7.0869710415,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2024,sociedades financieras de objeto múltiple,sofom er,reclamaciones_sdlg,6,38,0.2600780234,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,casas de bolsa,asesorias,518,31,0.0478449896,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,casas de bolsa,reclamaciones_ajp,0,31,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,casas de bolsa,reclamaciones_cm,0,31,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,casas de bolsa,reclamaciones_co,23,31,0.0829008074,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,casas de bolsa,reclamaciones_dlg,0,31,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,casas de bolsa,reclamaciones_dt,11,31,0.125099511,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,casas de bolsa,reclamaciones_ge,149,31,0.0922132416,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,casas de bolsa,reclamaciones_go,0,31,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,casas de bolsa,reclamaciones_redeco,0,31,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,casas de bolsa,reclamaciones_sdlg,1,31,0.0697836706,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,fondos de inversión,asesorias,55,19,0.0050800665,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,fondos de inversión,reclamaciones_ajp,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,fondos de inversión,reclamaciones_cm,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,fondos de inversión,reclamaciones_co,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,fondos de inversión,reclamaciones_dlg,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,fondos de inversión,reclamaciones_dt,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,fondos de inversión,reclamaciones_ge,6,19,0.0037132849,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,fondos de inversión,reclamaciones_go,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,fondos de inversión,reclamaciones_redeco,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,fondos de inversión,reclamaciones_sdlg,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. distrb. de acciones soc. inv.,asesorias,18,8,0.0016625672,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_ajp,0,8,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_cm,0,8,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_co,0,8,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_dlg,0,8,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_dt,0,8,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_ge,1,8,0.0006188808,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_go,0,8,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_redeco,0,8,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. distrb. de acciones soc. inv.,reclamaciones_sdlg,0,8,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. operad. de soc. de inversión,asesorias,70,19,0.0064655391,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. operad. de soc. de inversión,reclamaciones_ajp,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. operad. de soc. de inversión,reclamaciones_cm,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. operad. de soc. de inversión,reclamaciones_co,3,19,0.0108131488,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. operad. de soc. de inversión,reclamaciones_dlg,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. operad. de soc. de inversión,reclamaciones_dt,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. operad. de soc. de inversión,reclamaciones_ge,21,19,0.0129964971,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. operad. de soc. de inversión,reclamaciones_go,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. operad. de soc. de inversión,reclamaciones_redeco,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,bursátil,soc. operad. de soc. de inversión,reclamaciones_sdlg,0,19,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,condusef,condusef,asesorias,357972,32,33.0640282341,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,condusef,condusef,reclamaciones_ajp,0,32,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,condusef,condusef,reclamaciones_cm,0,32,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,condusef,condusef,reclamaciones_co,0,32,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,condusef,condusef,reclamaciones_dlg,0,32,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,condusef,condusef,reclamaciones_dt,0,32,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,condusef,condusef,reclamaciones_ge,0,32,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,condusef,condusef,reclamaciones_go,0,32,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,condusef,condusef,reclamaciones_redeco,0,32,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,condusef,condusef,reclamaciones_sdlg,0,32,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,asesorias,1110,35,0.1025249778,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_ajp,0,35,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_cm,0,35,0,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_co,57,35,0.205449827,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_dlg,1,35,0.1124859393,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
2025,entidades de ahorro y crédito popular,cooperativas de ahorro y préstamo,reclamaciones_dt,8,35,0.0909814625,acciones administrativas registradas,distribución dentro del mismo canal; los canales pueden superponerse y no se suman como casos únicos
