necesidad_id	fuente_canonica	objeto_evidencia_id	tipo_evidencia	evidencia_ref	evidencia_localizador	variable_reactivo_tabla	texto_evidencia	unidad_observacion	periodo	universo_muestra	codificacion	parte_necesidad_cubierta	parte_necesidad_no_cubierta	uso_potencial_modelo	transformacion_requerida	incertidumbre	traza_revision	siguiente_accion
N27	BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO	OE-dd233626827fe6c90c301108	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L27	N27|BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO|OE-dd233626827fe6c90c301108	NO_DETERMINADO	CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local confirma una base de eventos potencial, pero señala acceso por contacto y codebook no disponible.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L27; contraste con input y contexto inmutable; sin discovery panorámico.	Solicitar acceso puntual a la base y codebook; verificar fecha, actor, demanda, respuesta y geografía.
N27	GDELT	OE-f6d17977c51b480cd7befa6b	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	N27|GDELT|OE-f6d17977c51b480cd7befa6b	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local confirma campos de evento y geografía, no una extracción México depurada ni la construcción específica de esta necesidad.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-general-2026-08-06.tsv:L8; contraste con input y contexto inmutable; sin discovery panorámico.	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.
N27	GDELT	OE-85252fcf9e78c194cb0179e1	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L35	N27|GDELT|OE-85252fcf9e78c194cb0179e1	NO_DETERMINADO	CANDIDATA	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local confirma campos de evento y geografía, no una extracción México depurada ni la construcción específica de esta necesidad.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L35; contraste con input y contexto inmutable; sin discovery panorámico.	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.
N27	MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	OE-0bea3b72312f9c70ef4cd391	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11	N27|MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO|OE-0bea3b72312f9c70ef4cd391	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El proyecto está indexado, pero el archivo México y su codebook no están descargados ni abiertos localmente.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-academico-2026-08-06.tsv:L11; contraste con input y contexto inmutable; sin discovery panorámico.	Obtener archivo y codebook del proyecto; verificar evento, actor, demanda, respuesta, geografía y cobertura temporal para México.
N28	CNGMD	OE-13eecae0edb0a372fa8ecc97	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L12	N28|CNGMD|OE-13eecae0edb0a372fa8ecc97	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha abre el módulo de participación a nivel municipal, pero no mapea comité, contribución sostenida o sanción y no observa conducta individual.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-general-2026-08-06.tsv:L12; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir cuestionarios de los módulos 2/7 y mapear variables; usar solo como contexto municipal si no existe unidad individual.
N28	IMPACT_EVALUATION_OF_PARENTAL_EMPOWERMENT_PROGRAM	OE-cf8d6b60756007bb54baf260	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L17	N28|IMPACT_EVALUATION_OF_PARENTAL_EMPOWERMENT_PROGRAM|OE-cf8d6b60756007bb54baf260	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha confirma estudio y un archivo endline, pero no abre asignación, llave ni medidas exactas de contribución/sanción.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-academico-2026-08-06.tsv:L17; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir DDI/codebook y datos; verificar asignación, llaves, participación parental y outcome escolar.
N28	PUB	OE-720ef5ce31fd46e835c9af4a	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/integrador-psicologia-mexicano.md	N28|PUB|OE-720ef5ce31fd46e835c9af4a	NO_DETERMINADO	Inventario de comités y contribución sostenida con mecanismo de sanción observable.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El padrón está registrado como EN-DISCO-SIN-VERIFICAR y no hay microdato o diccionario abierto para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:canon/integrador-psicologia-mexicano.md; contraste con input y contexto inmutable; sin discovery panorámico.	Localizar el payload oficial concreto del padrón y abrir diccionario/llaves antes de evaluar el vínculo causal o de participación.
N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_DE_LA_POBLACION	OE-730f7a0b550a1424e88ebf56	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L2	N29|ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_DE_LA_POBLACION|OE-730f7a0b550a1424e88ebf56	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha documenta microdatos/manuales 2019–2024 y algunos reactivos, pero no el mapeo exacto de este objeto ni comparabilidad entre años.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-general-2026-08-06.tsv:L2; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir manual y microdato del año objetivo; verificar texto, codificación, comparabilidad y desenlace coobservado.
N30	ENCOAP	OE-afbccf1f7b1758eeb190c954	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	N30|ENCOAP|OE-afbccf1f7b1758eeb190c954	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local documenta diseño, dominios y acceso, pero deja pendiente el mapeo de variables del objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-ext-general-2026-08-06.tsv:L4; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.
N30	ENCOAP	OE-f6187f98195ede5827d421f1	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L15	N30|ENCOAP|OE-f6187f98195ede5827d421f1	NO_DETERMINADO	ABIERTO-SIN-MAPEO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local documenta diseño, dominios y acceso, pero deja pendiente el mapeo de variables del objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L15; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.
N32	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-32b1a46c23141f7f5fe25916	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	N32|MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010|OE-32b1a46c23141f7f5fe25916	NO_DETERMINADO	SATISFACE-UMBRAL-DOCUMENTAL	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La documentación registra 293 filas y una llave panel candidata, pero no verifica continuidad, comparabilidad ni las variables específicas de la necesidad.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Revisión dirigida de MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7; contraste con input y contexto inmutable; sin discovery panorámico.	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.
