necesidad_id	fuente_canonica	objeto_evidencia_id	tipo_evidencia	evidencia_ref	evidencia_localizador	variable_reactivo_tabla	texto_evidencia	unidad_observacion	periodo	universo_muestra	codificacion	parte_necesidad_cubierta	parte_necesidad_no_cubierta	uso_potencial_modelo	transformacion_requerida	incertidumbre	traza_revision	siguiente_accion
N10	ENFIH	OE-9b56ce01d359ba88ae40d6b7	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Horizonte temporal coobservado con violencia/justicia en el mismo instrumento.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/abrir4-variables-2026-08-08.tsv, localizador L9-L14, y se contrastó únicamente con N10 / ENFIH / OE-9b56ce01d359ba88ae40d6b7.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
N11	ENFIH	OE-c90c4a61a41208f3f31b9b3c	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Sensibilidad de estatus coobservada con desenlace de violencia/justicia.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/abrir4-variables-2026-08-08.tsv, localizador L9-L14, y se contrastó únicamente con N11 / ENFIH / OE-c90c4a61a41208f3f31b9b3c.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
N12	ENBIARE2021	OE-7f44fa3fa8c7613438913dd6	APERTURA_SIN_PAR_COMPLETO	MAIN:forense/matriz-impacto-universal-2026-08-06.md	L81-L86	NO_DETERMINADO	La matriz local registra orientación futura y redes en ENBIARE, pero advierte que no sustituyen automáticamente el diseño ni prueban el desenlace coobservado de esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Apoyo familiar no circular, coobservado con conducta de seguro/afrontamiento ante ausencia estatal.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:forense/matriz-impacto-universal-2026-08-06.md, localizador L81-L86, y se contrastó únicamente con N12 / ENBIARE2021 / OE-7f44fa3fa8c7613438913dd6.	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.
N12	ENFIH	OE-feb025d87b3cf3747adeb5d3	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Apoyo familiar no circular, coobservado con conducta de seguro/afrontamiento ante ausencia estatal.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/abrir4-variables-2026-08-08.tsv, localizador L9-L14, y se contrastó únicamente con N12 / ENFIH / OE-feb025d87b3cf3747adeb5d3.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
N13	ENFIH	OE-3ac182b073f5f5ffdaae010c	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Obligación familiar explícita coobservada con conducta real de cuidado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/abrir4-variables-2026-08-08.tsv, localizador L9-L14, y se contrastó únicamente con N13 / ENFIH / OE-3ac182b073f5f5ffdaae010c.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
N14	ENBIARE2021	OE-13d0bcd20755243644c9b7bd	APERTURA_SIN_PAR_COMPLETO	MAIN:forense/matriz-impacto-universal-2026-08-06.md	L81-L86	NO_DETERMINADO	La matriz local registra orientación futura y redes en ENBIARE, pero advierte que no sustituyen automáticamente el diseño ni prueban el desenlace coobservado de esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:forense/matriz-impacto-universal-2026-08-06.md, localizador L81-L86, y se contrastó únicamente con N14 / ENBIARE2021 / OE-13d0bcd20755243644c9b7bd.	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.
N14	ENFIH	OE-e5b64d206242e1e5d68b33ad	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/abrir4-variables-2026-08-08.tsv, localizador L9-L14, y se contrastó únicamente con N14 / ENFIH / OE-e5b64d206242e1e5d68b33ad.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
N15	GLOBAL_PREFERENCES_SURVEY	OE-bc25d290ec6b244df97af048	FUENTE_SIN_REACTIVO_LOCAL	MAIN:forense/hitoE-campana-medicion-v2_0.md	L274-L287	NO_DETERMINADO	El inventario local no presenta reactivo concreto ni desenlace coobservado para deferencia en esta fuente.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:forense/hitoE-campana-medicion-v2_0.md, localizador L274-L287, y se contrastó únicamente con N15 / GLOBAL_PREFERENCES_SURVEY / OE-bc25d290ec6b244df97af048.	Abrir cuestionario y datos México; buscar proxy de deferencia y outcome laboral/comunicacional en la misma muestra.
N15	LATINOBARÓMETRO	OE-6f933b74f8ae06c8c38d7f95	CUESTIONARIO_SIN_MICRODATO	MAIN:forense/hitoE-campana-medicion-v2_0.md	L1116	NO_DETERMINADO	El cuestionario local identifica P4NOIJ como proxy de obediencia, pero el microdato no está registrado; para otras necesidades no hay mapeo de reactivo y desenlace.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Proxy de deferencia con diseño publicado y desenlace laboral/comunicacional en la misma muestra.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:forense/hitoE-campana-medicion-v2_0.md, localizador L1116, y se contrastó únicamente con N15 / LATINOBARÓMETRO / OE-6f933b74f8ae06c8c38d7f95.	Obtener el microdato bajo la licencia aplicable y mapear reactivo, codificación y desenlace para México.
N17	ENFIH	OE-fa212ce30e2252b97058dc83	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Calibrar adopción/rechazo digital separando utilidad, coerción, riesgo fiscal y fricción.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/abrir4-variables-2026-08-08.tsv, localizador L9-L14, y se contrastó únicamente con N17 / ENFIH / OE-fa212ce30e2252b97058dc83.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
N17	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	OE-cc29c4ba6e48f5510aee5877	DOCUMENTO_INDEXADO_SIN_MAPEO	MAIN:data/mapa-ext-academico-2026-08-06.tsv	L15	NO_DETERMINADO	El mapa clasifica documentalmente el estudio, pero no contiene instrumento, variable ni resultado que conecte esta clave con la necesidad.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	SATISFACE-UMBRAL-DOCUMENTAL	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/mapa-ext-academico-2026-08-06.tsv, localizador L15, y se contrastó únicamente con N17 / INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO / OE-cc29c4ba6e48f5510aee5877.	Abrir materiales suplementarios del estudio y localizar variable, tratamiento, resultado y muestra mexicanos pertinentes.
N19	ENIF	OE-36d56b41c418e28901c021de	INSTRUMENTO_LOCAL_PARCIAL	MAIN:forense/hitoE-campana-medicion-v2_0.md	L999-L1116	NO_DETERMINADO	ENIF tiene reactivos financieros identificados (P9_9_1..6, P4_10 y sección 11), pero la evidencia local no verifica el cruce específico solicitado por esta clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La relación requiere un objeto de evidencia concreto todavía no mapeado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:forense/hitoE-campana-medicion-v2_0.md, localizador L999-L1116, y se contrastó únicamente con N19 / ENIF / OE-36d56b41c418e28901c021de.	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.
N19	PI	OE-bbfe0ee94abe5623f3a73de8	FUENTE_INDEXADA_SIN_APERTURA	MAIN:data/mapa-fuentes-2026-08-06.tsv	L110	NO_DETERMINADO	Portafolio de Información aparece en el mapa, sin payload, tabla o diccionario abierto asociado a esta clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La relación requiere un objeto de evidencia concreto todavía no mapeado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/mapa-fuentes-2026-08-06.tsv, localizador L110, y se contrastó únicamente con N19 / PI / OE-bbfe0ee94abe5623f3a73de8.	Resolver el recurso canónico de PI y abrir la tabla/diccionario específico antes de adjudicar.
N20	ENFIH	OE-9ef5332d117f6e0df34c9570	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Denuncia coobservada con tenencia/activación de seguro.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/abrir4-variables-2026-08-08.tsv, localizador L9-L14, y se contrastó únicamente con N20 / ENFIH / OE-9ef5332d117f6e0df34c9570.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.
N20	ENIF	OE-771b0085e69c873c2e587abe	INSTRUMENTO_LOCAL_PARCIAL	MAIN:forense/hitoE-campana-medicion-v2_0.md	L999-L1116	NO_DETERMINADO	ENIF tiene reactivos financieros identificados (P9_9_1..6, P4_10 y sección 11), pero la evidencia local no verifica el cruce específico solicitado por esta clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Denuncia coobservada con tenencia/activación de seguro.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:forense/hitoE-campana-medicion-v2_0.md, localizador L999-L1116, y se contrastó únicamente con N20 / ENIF / OE-771b0085e69c873c2e587abe.	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.
N24	ENIF	OE-6ef40dafb8aa2ce4de4aab6f	INSTRUMENTO_LOCAL_PARCIAL	MAIN:forense/hitoE-campana-medicion-v2_0.md	L999-L1116	NO_DETERMINADO	ENIF tiene reactivos financieros identificados (P9_9_1..6, P4_10 y sección 11), pero la evidencia local no verifica el cruce específico solicitado por esta clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La relación requiere un objeto de evidencia concreto todavía no mapeado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:forense/hitoE-campana-medicion-v2_0.md, localizador L999-L1116, y se contrastó únicamente con N24 / ENIF / OE-6ef40dafb8aa2ce4de4aab6f.	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.
N24	REPORTE_SOBRE_USO_Y_CONFIANZA_DE_SERVICIOS_FINANCIEROS_DIGITALES	OE-eddca7ca14da62ef97c9048e	INDEXADO_NO_DESCARGADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	L4	NO_DETERMINADO	El reporte está indexado pero no descargado; no existe tabla local verificable para la relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	INDEXADO-NO-DESCARGADO	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv, localizador L4, y se contrastó únicamente con N24 / REPORTE_SOBRE_USO_Y_CONFIANZA_DE_SERVICIOS_FINANCIEROS_DIGITALES / OE-eddca7ca14da62ef97c9048e.	Recuperar el reporte canónico y localizar tabla, pregunta, muestra, periodo y codificación de confianza/uso.
N25	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	OE-c0e6f88263d23f3aa80725aa	DOCUMENTO_INDEXADO_SIN_MAPEO	MAIN:data/mapa-ext-academico-2026-08-06.tsv	L2	NO_DETERMINADO	El estudio está clasificado a umbral documental, pero la fila local no aporta variable o estimando adjudicable para esta clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	SATISFACE-UMBRAL-DOCUMENTAL	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/mapa-ext-academico-2026-08-06.tsv, localizador L2, y se contrastó únicamente con N25 / DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE / OE-c0e6f88263d23f3aa80725aa.	Abrir instrumento y tablas del estudio; localizar tratamiento informativo, outcome y estimando pertinente.
N25	DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE	OE-c8e117825dd360967c8a01a5	DOCUMENTO_INDEXADO_SIN_MAPEO	MAIN:data/mapa-ext-academico-2026-08-06.tsv	L2	NO_DETERMINADO	El estudio está clasificado a umbral documental, pero la fila local no aporta variable o estimando adjudicable para esta clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	SATISFACE-UMBRAL-DOCUMENTAL	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/mapa-ext-academico-2026-08-06.tsv, localizador L2, y se contrastó únicamente con N25 / DOES_CORRUPTION_INFORMATION_INSPIRE_THE_FIGHT_OR_QUASH_THE_HOPE / OE-c8e117825dd360967c8a01a5.	Abrir instrumento y tablas del estudio; localizar tratamiento informativo, outcome y estimando pertinente.
N25	ELECTORAL_PRECINCT_LEVEL_DATABASE_FOR_MEXICAN_MUNICIPAL_ELECTION	OE-4b45123490a5aa18fc9c597f	BASE_INDEXADA_SIN_MAPEO	MAIN:data/mapa-ext-academico-2026-08-06.tsv	L21	NO_DETERMINADO	La base electoral está identificada como potencialmente material, pero falta esquema y vínculo causal para esta necesidad.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/mapa-ext-academico-2026-08-06.tsv, localizador L21, y se contrastó únicamente con N25 / ELECTORAL_PRECINCT_LEVEL_DATABASE_FOR_MEXICAN_MUNICIPAL_ELECTION / OE-4b45123490a5aa18fc9c597f.	Abrir codebook y verificar variables de sección, elección, tratamiento/exposición y resultado.
N26	ENIF	OE-bf0460662dfd327f8155a915	INSTRUMENTO_LOCAL_PARCIAL	MAIN:forense/hitoE-campana-medicion-v2_0.md	L999-L1116	NO_DETERMINADO	ENIF tiene reactivos financieros identificados (P9_9_1..6, P4_10 y sección 11), pero la evidencia local no verifica el cruce específico solicitado por esta clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Efecto electoral alrededor del umbral de elegibilidad, independiente de aprobación presidencial.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:forense/hitoE-campana-medicion-v2_0.md, localizador L999-L1116, y se contrastó únicamente con N26 / ENIF / OE-bf0460662dfd327f8155a915.	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.
N26	MEXICO_PANEL_STUDY_2012	OE-c4924c6957c6dfd37ddc93e0	FUENTE_INDEXADA_SIN_APERTURA	MAIN:data/mapa-ext-general-2026-08-06.tsv	L16	NO_DETERMINADO	El panel está inventariado localmente, pero no hay diccionario o reactivo abierto que pruebe esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La relación requiere un objeto de evidencia concreto todavía no mapeado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/mapa-ext-general-2026-08-06.tsv, localizador L16, y se contrastó únicamente con N26 / MEXICO_PANEL_STUDY_2012 / OE-c4924c6957c6dfd37ddc93e0.	Abrir cuestionario y codebook 2012 y localizar las variables exactas y su llave longitudinal.
N27	BASE_DEL_OBSERVATORIO_DE_CONFLICTOS_POR_EL_AGUA	OE-697db0914760551bdf2e9c70	BASE_INDEXADA_SIN_MAPEO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	L25	NO_DETERMINADO	La base está registrada como candidata, sin esquema local abierto ni variables adjudicables para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	CANDIDATA	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv, localizador L25, y se contrastó únicamente con N27 / BASE_DEL_OBSERVATORIO_DE_CONFLICTOS_POR_EL_AGUA / OE-697db0914760551bdf2e9c70.	Abrir diccionario y mapear evento, actor, repertorio, resultado, geografía y periodo.
N27	MEXICO_PANEL_STUDY_2012	OE-3074d0aa35a610f7c8e280b5	FUENTE_INDEXADA_SIN_APERTURA	MAIN:data/mapa-ext-general-2026-08-06.tsv	L16	NO_DETERMINADO	El panel está inventariado localmente, pero no hay diccionario o reactivo abierto que pruebe esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La relación requiere un objeto de evidencia concreto todavía no mapeado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/mapa-ext-general-2026-08-06.tsv, localizador L16, y se contrastó únicamente con N27 / MEXICO_PANEL_STUDY_2012 / OE-3074d0aa35a610f7c8e280b5.	Abrir cuestionario y codebook 2012 y localizar las variables exactas y su llave longitudinal.
N27	VOTAR_ENTRE_BALAS	OE-6e01cd26b435952004ff4c95	BASE_INDEXADA_SIN_MAPEO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	L14	NO_DETERMINADO	La base de violencia político-criminal está identificada, pero no hay variables abiertas que prueben respuesta individual o el mecanismo requerido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	CANDIDATA	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv, localizador L14, y se contrastó únicamente con N27 / VOTAR_ENTRE_BALAS / OE-6e01cd26b435952004ff4c95.	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.
N29	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_2019_2024	OE-63d0732feceeafcbd327963f	ABIERTO_SIN_MAPEO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	L3	NO_DETERMINADO	La fuente figura abierta sin mapeo; no se dispone aquí de variable, tabla o texto que satisfaga la clave.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	ABIERTO-SIN-MAPEO	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv, localizador L3, y se contrastó únicamente con N29 / ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_2019_2024 / OE-63d0732feceeafcbd327963f.	Mapear cuestionario y tabulados 2019–2024 a la necesidad, con periodo, unidad y codificación.
N30	ENBIARE2021	OE-3c9d2eefcfaae7c834250eff	APERTURA_SIN_PAR_COMPLETO	MAIN:forense/matriz-impacto-universal-2026-08-06.md	L81-L86	NO_DETERMINADO	La matriz local registra orientación futura y redes en ENBIARE, pero advierte que no sustituyen automáticamente el diseño ni prueban el desenlace coobservado de esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Disposición a transar con desconocidos por nivel de enforcement.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Se abrió la referencia local MAIN:forense/matriz-impacto-universal-2026-08-06.md, localizador L81-L86, y se contrastó únicamente con N30 / ENBIARE2021 / OE-3c9d2eefcfaae7c834250eff.	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.
