id	encuesta	ola	universo	variable	estimador	ponderador	escala	grado_dependencia	publicada	cv_arbitro	n_no_ponderado	frase_discriminacion	post_corte_u_ola_retenida	dominio	dificultad	estrato
SFT-03	ENASIC	2022	Población seleccionada de 15 a 60 años residente en el hogar (tabla TPER_ELE)	P7_12_2	proporción ponderada	FAC_ELE	binaria	P0	SI :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enasic 2022) y paso 2 abriendo 01EST_T5 Percep sobre cuidados :: EXISTE-SATISFACE -- Cuadro 5.15 fila 21: 'El cuidado de las y los integrantes del hogar es solo responsabilidad de la mujer', De acuerdo = 6 799 257 y 8.474 por ciento sobre 80 237 061 de 15 a 60 anos; por sexo 8.1786 mujeres y 8.8068 hombres	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Acuerdo con la frase de que el cuidado corresponde a las mujeres es la variable con la que ENASIC parametrizo norma_de_genero en el motor: por eso es P0 y va al anexo de plomeria, no al marcador. Se incluye como control de circularidad, declarado.	NO	familia	MEDIA	familia|P0|MEDIA
SFT-04	ENASEM	2018	Personas de 50 años y más residentes en la vivienda seleccionada y su cónyuge o pareja de cualquier edad, entrevista directa (tabla sect_a_c_d_f_e_pc_h_i; AGE_18 017…107)	H16D_18	proporción ponderada	FACTORI_18	binaria	P2	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enasem 2018, 1 archivo zip) y paso 2 abriendo los 3 cuadernos, 36 cuadros del Tema 2, 3 bloques/650 cadenas :: NO-ENCONTRADO -- los cuadros 2.3 a 2.7 publican 'condicion de limitacion o imposibilidad para realizar actividades basicas', no el reactivo de AYUDA RECIBIDA que cita la fila	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Ayuda para banarse es una ABVD (actividad basica de la vida diaria) con gradiente de edad muy marcado: M debe condicionar por edad, L tiende a dar la prevalencia de dependencia funcional general. Divergen en la pendiente por edad.	NO	salud	MEDIA	salud|P2|MEDIA
SFT-05	ENASEM	2021	Personas de 50 años y más residentes en la vivienda seleccionada y su cónyuge o pareja de cualquier edad, entrevista directa (tabla SECT_A_C_D_E_PC_F_H_I_2021)	H14_21	proporción ponderada	FACTORI_21	binaria	P2	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enasem 2021) y paso 2 abriendo los 32 cuadros del Tema 2, 30 bloques/4 043 cadenas :: NO-ENCONTRADO -- identico a SFT-04: se publica limitacion o imposibilidad para vestirse (con nota al pie que la excluye), no el reactivo de ayuda recibida	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Ayuda para vestirse es la ABVD contigua a SFT-04 en otra ola: el par mide si un corredor distingue dos actividades de dificultad distinta o colapsa ambas en dependencia funcional.	NO	salud	MEDIA	salud|P2|MEDIA
SFT-06	ENASEM	2024	Personas de 50 años y más residentes en la vivienda seleccionada y su cónyuge o pareja de cualquier edad, entrevista directa (tabla TR_ENASEM24_SECT_A_C_D_E_PC_F_H)	F55_24	proporción ponderada	FACTORI_24	binaria	P2	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enasem 2024) y paso 2 sobre 18 bloques/3 746 cadenas de los 3 temas publicados :: NO-ENCONTRADO -- 0 coincidencias de 'hermanos' ni de 'compartir las responsabilidades'; el acuerdo entre hermanos para repartir el cuidado de los padres no aparece en los tabulados basicos	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Acuerdo entre hermanos para repartir el cuidado de un padre es cooperacion intrafamiliar explicita: toca familismo_obligacion y cooperacion a la vez, y no existe en tabulados. Ola 2024, la mas reciente de ENASEM en el corpus.	SI	familia	DIFICIL	familia|P2|DIFICIL
SFT-07	ENUT	2019	Personas de 12 años y más miembros del hogar entrevistado, informante directo del módulo de uso del tiempo (tabla TModulo)	P6_10_7	proporción ponderada	FAC_PER	binaria	P1	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enut 2019, 3 archivos) y paso 2 abriendo CUADRO_3.1 de los tabulados basicos, 18 bloques/4 493 cadenas :: NO-ENCONTRADO -- lo publicado es la ACTIVIDAD clasificada 'Gestion y administracion' (70 101 571 personas, tasa de participacion 70.5887), agregado de la clasificacion de uso del tiempo; el tabulado no permite decidir si equivale al reactivo P6_10_7 y no se fuerza la equivalencia	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Organizar o repartir quehaceres es carga mental, no tiempo de tarea: M mide tiempo (ENUT) y la carga mental no tiene regla propia. Divergen si el corredor confunde coordinar con ejecutar.	NO	tiempo	MEDIA	tiempo|P1|MEDIA
SFT-08	ENUT	2024	Personas de 12 años y más, persona elegida del módulo de uso del tiempo (tabla TVAR_CREA, variable creada agregando la sección de cuidados)	TRAB_NO_REM_CUID_HOG	media ponderada	FAC_PER	continua (horas/semana)	P1	SI :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enut 2024, 1 archivo zip) y paso 2 abriendo 01EST_ENUT 2024_TEMA 2 ACT PRODUC :: EXISTE-SATISFACE -- Cuadro_2.2.1 fila 34 'Trabajo no remunerado de cuidado a integrantes del hogar': 75 325 111 personas, tasa 69.8557 y PROMEDIO DE HORAS SEMANALES 18.8687 (mujeres 23.5); es la misma variable creada que nombra la fila	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Trabajo no remunerado de cuidados en horas semanales es una variable derivada por INEGI, no un reactivo: obliga al corredor a reproducir la definicion operativa, no solo la magnitud. Ola 2024, retenida frente a 2019.	SI	tiempo	DIFICIL	tiempo|P1|DIFICIL
SFT-09	ENADID	2023	Mujeres de 15 a 54 años entrevistadas en el módulo de mujer (tabla TMUJER1; P5_2_1 códigos 15...54)	P8_10	proporción ponderada	FAC_MOD	binaria	P2	SI :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enadid 2023, 2 archivos) y paso 2 abriendo 01EST_T05 Preferencias reproductivas, 192 bloques/27 002 cadenas :: EXISTE-SATISFACE -- Cuadro 5.3 fila 13 'Usuarias actuales' = 17 805 045 mujeres; el juego de cuadros cruza condicion de uso de metodos anticonceptivos por tamano de localidad. Base publicada 15 a 49 anos frente a los 15 a 54 que declara la fila	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Uso actual de metodo anticonceptivo es un indicador demografico con serie larga y muy publicado: sirve de control de memoria dentro del dominio salud, y su condicionamiento por entidad federativa es lo que L difficilmente recita.	NO	salud	MEDIA	salud|P2|MEDIA
SFT-10	ENDIREH	2021	Mujeres de 15 años y más casadas o unidas con pareja actual residente en el hogar (T_INSTRUM=A1) o pareja ausente temporal (T_INSTRUM=A2)	P14_3_11	proporción ponderada	FAC_MUJ	ordinal k=4	P1	SI :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (endireh 2021, 38 archivos) y paso 2 abriendo xiv_relacion_actual_o_ultima_estimaciones_endireh2021.xlsx :: EXISTE-SATISFACE -- hoja 14.1 fila 33 'La ha ignorado, no la toma en cuenta o no le brinda carino' = 7 034 078 y 14.8557 por ciento	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Ignorar o no dar afecto a la pareja es violencia psicologica de baja visibilidad: M la deriva de exposicion_violencia, que en el motor esta MEDIDO PARCIAL con ENDIREH entre sus fuentes. Divergen en si el corredor reconoce la forma no fisica como violencia.	SI	familia	DIFICIL	familia|P1|DIFICIL
SFT-11	ENBIARE	2021	Población de 18 años y más residente en viviendas particulares, persona seleccionada/elegida de ENBIARE 2021	PA3_02	media ponderada	FAC_ELE	continua (escala 0-10)	P2	SI :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enbiare 2021, 12 archivos) y paso 2 abriendo enbiare_2021_tema02_xlsx.zip, 01EST_T2-SATISFACCION :: EXISTE-SATISFACE -- hoja T2_EUM fila 19 'Salud': promedio de satisfaccion = 8.3211 (18 a 29 anos 8.9708; 60 y mas 7.5375). Base publicada: poblacion alfabeta de 18 anos y mas	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Satisfaccion con la salud en escala 0-10 es bienestar subjetivo: M no tiene ninguna regla que produzca una escala continua de satisfaccion, solo conductas. Es una celda deliberadamente adversa a M, incluida para que el marco no favorezca al motor.	NO	salud	MEDIA	salud|P2|MEDIA
SFT-12	ENBIARE	2021	Población de 18 años y más residente en viviendas particulares, persona seleccionada/elegida de ENBIARE 2021	PC1_1	proporción ponderada	FAC_ELE	binaria	P2	SI :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enbiare 2021) y paso 2 abriendo enbiare_2021_tema01_xlsx.zip, 01EST_T1 :: EXISTE-SATISFACE -- hoja T1_EUM fila 77 'Cuido o atendio en casa a personas que no pueden valerse por si mismas' = 30 881 704 (hombres 11 813 969, mujeres 19 067 735)	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Dedicar tiempo la semana pasada a cuidar a alguien que no puede valerse: es el mismo constructo que SFT-01 y SFT-08 en un tercer instrumento y una tercera escala. El trio mide invarianza de medida entre instrumentos, que es donde el motor deberia ganar si transporta bien.	NO	tiempo	MEDIA	tiempo|P2|MEDIA
TIC-01	ENOE	2024 1er trimestre	poblacion ocupada subordinada y remunerada de 15 anios y mas residente en viviendas particulares, con empleo actual (tabla COE1), por sexo	p3i	proporcion ponderada	fac_tri	binaria	P1	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enoe 2024, 11 archivos) y paso 2 sobre 210 bloques/28 173 cadenas, incluidos 296 .xls de tabulados basicos y 292 de indicadores estrategicos leidos con xlrd 2.0.2 :: NO-ENCONTRADO -- 0 coincidencias de 'sindicato' en todo el paquete publicado de la ENOE 2024	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Pertenencia a sindicato es accion colectiva formal: M la deriva de cooperacion.comite.monitoreo_sancion_visible, regla pensada para comites comunitarios, no para sindicatos. Prueba transporte de dominio.	NO	cooperacion	MEDIA	cooperacion|P1|MEDIA
TIC-02	ENOE	2024 1er trimestre	poblacion ocupada subordinada y remunerada de 15 anios y mas residente en viviendas particulares, con empleo actual (tabla COE1), por ambito urbano/rural (variable ur de la misma tabla)	p3j	proporcion ponderada	fac_tri	binaria	P1	SI :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enoe 2024) y paso 2 abriendo enoe_indicadores_estrategicos_2024_xls.zip, 2024_trim_1_Nacional.xls :: EXISTE-SATISFACE -- hoja Total_424 filas 149 a 154 '4.6 Disponibilidad de contrato escrito': sin contrato escrito 17 483 432 de 40 868 290, abierto por areas mas y menos urbanizadas (columna Rural incluida) y en hojas Hombres_424 y Mujeres_424	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Contrato por escrito es el marcador de formalidad que alimenta trabajo.prestaciones.formalidad_pesa_mas_que_salario; L conoce la tasa de informalidad de la ENOE. Divergen si el corredor confunde informalidad laboral con ausencia de contrato.	NO	trabajo	MEDIA	trabajo|P1|MEDIA
TIC-03	ENOE	2024 1er trimestre	poblacion desocupada o en busqueda de trabajo de 15 anios y mas residente en viviendas particulares (tabla COE1), por sexo	p2d6	proporcion ponderada	fac_tri	binaria	P1	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enoe 2024) y paso 2 sobre 210 bloques/28 173 cadenas :: NO-ENCONTRADO -- el medio de busqueda de empleo no se publica; lo unico proximo es '6.1 Condicion de busqueda de trabajo adicional', que es otro constructo	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Buscar empleo por anuncio en internet condiciona a estar buscando empleo: universo pequeno, tasa base baja y fuerte gradiente por edad. Celda de dificultad alta donde M4 predice INDECIDIBLE.	NO	trabajo	MEDIA	trabajo|P1|MEDIA
TIC-04	ENOEN	2022 2do trimestre (ENOE Nueva Edicion)	poblacion ocupada subordinada y remunerada de 15 anios y mas residente en viviendas particulares, con empleo actual (tabla COE1), por ambito urbano/rural (variable ur de la misma tabla)	p3d	proporcion ponderada	fac_tri	binaria	P1	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enoe 2022 ENOE N, 10 archivos) y paso 2 sobre 232 bloques/23 548 cadenas, incluidos 296 .xls de tabulados basicos :: NO-ENCONTRADO -- lo publicado es la clasificacion DERIVADA 'posicion en la ocupacion' (empleadores frente a trabajadores por cuenta propia), no el reactivo p3d; la clasificacion agrega mas de un reactivo	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Tener empleados o ayudantes en el propio negocio distingue cuentapropismo de microempleador: M lo necesita para trabajo.rotacion y no tiene regla que lo produzca. Ola ENOEN 2022, con ruptura metodologica respecto de ENOE clasica.	NO	trabajo	MEDIA	trabajo|P1|MEDIA
TIC-05	ENTI	2022	poblacion de 5 a 17 anios residente en viviendas particulares (tabla ENTI2022_COE1.DBF), por sexo (variable SEX, tabla sociodemografica de la misma encuesta)	P1	proporcion ponderada	FAC	binaria	P2	SI :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enti 2022, 6 archivos) y paso 2 abriendo ENTI_2022_Indicadores_Basicos_Poblacion_Nacional_Prec.xlsx :: EXISTE-SATISFACE -- hoja 'Nacional ' fila 54 '1.6 Condicion de ocupacion / Ocupados' = 2 333 129 sobre 28 413 429 de 5 a 17 anos, por sexo (hombres 1 611 673, mujeres 721 456), con error estandar y CV en hojas propias	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Trabajo infantil la semana pasada tiene una tasa base baja y una definicion operativa disputada: es la celda donde el baseline B es mas competitivo y donde la palabra supera esta prohibida por M4.	NO	trabajo	MEDIA	trabajo|P2|MEDIA
TIC-06	ENTI	2022	poblacion de 12 a 17 anios residente en viviendas particulares con trabajo actual (tabla ENTI2022_CB12A17.DBF), por sexo (variable SEX de la misma tabla)	P2	proporcion ponderada (categoria 'Tiene menos de un anio en este trabajo')	FAC	categorica k=3	P2	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enti 2022) y paso 2 sobre 18 bloques/4 229 cadenas :: NO-ENCONTRADO -- 0 coincidencias de 'meses del ano', 'tiempo en este trabajo' ni 'antiguedad'; la estacionalidad del trabajo de 12 a 17 anos no se publica	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Trabajar todos los meses del ano en poblacion de 12 a 17 anos separa trabajo estacional de permanente: ninguna regla del motor distingue estacionalidad, y ningun tabulado publica ese corte.	NO	trabajo	MEDIA	trabajo|P2|MEDIA
TIC-07	ENDUTIH	2023	persona elegida en el hogar (variable EDAD, tabla tic_2023_usuarios) residente en viviendas particulares, por sexo	P7_1	proporcion ponderada	FAC_PER	binaria	P2	SI :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (endutih 2023, 150 archivos) y paso 2 abriendo 2023_unal560.xlsx, 152 bloques/9 371 cadenas :: EXISTE-SATISFACE -- hoja 2023_unal560 fila 14 'Usuarios de internet, segun sexo, 2023' = 97 012 089 (hombres 45 975 725 y 47.3917 por ciento, mujeres 51 036 364 y 52.6083), con CV publicado 0.9305 y 0.8629 en la hoja Indicadores. El cuadro publica la composicion por sexo, no la prevalencia dentro de cada sexo	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Uso de internet en los ultimos tres meses es el indicador titular de ENDUTIH, el mas publicado de todo el marco: entra como control de memoria explicito.	NO	informacion	MEDIA	informacion|P2|MEDIA
TIC-08	ENDUTIH	2024	persona elegida de 6 anios y mas (variable EDAD, tabla tic_2024_usuarios) residente en viviendas particulares, por estrato socioeconomico (variable ESTRATO de la misma tabla)	P7_15	proporcion ponderada	FAC_PER	binaria	P2	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (endutih 2024, 156 archivos) y paso 2 sobre 160 bloques/9 522 cadenas :: NO-ENCONTRADO -- 'redes sociales' solo aparece como categoria de USO de internet ('Para acceder a redes sociales'); no hay cuadro de usuarios de redes sociales por estrato socioeconomico	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Uso de redes sociales condicionado a ser usuario de internet: M lo necesita para informacion.credibilidad.allegado_confianza y no tiene regla propia. El condicionamiento anidado es lo que discrimina.	NO	comunicacion	MEDIA	comunicacion|P2|MEDIA
TIC-09	ENDUTIH	2025	persona elegida de 15 anios o mas (restriccion propia del reactivo P7_10_2), residente en viviendas particulares, por sexo (variable SEXO, tabla tic_2025_usuarios)	P7_10_2	proporcion ponderada	FAC_PER	binaria	P2	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (endutih 2025, 164 archivos) y paso 2 sobre 164 bloques/9 980 cadenas :: NO-ENCONTRADO -- 0 coincidencias de 'bolsas de trabajo' ni de 'busqueda de empleo'; el uso de internet para buscar empleo no se publica por sexo	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Buscar empleo en internet en ENDUTIH 2025 es el mismo constructo que TIC-03 en ENOE 2024 con otro instrumento y otra ola: par de invarianza mas ola retenida en un solo movimiento.	SI	informacion	DIFICIL	informacion|P2|DIFICIL
TIC-10	MOCIBA	2023	persona elegida de 12 anios y mas (variable EDAD, tabla TMOCIBA) usuaria de telefono celular o Internet en el ultimo anio, residente en viviendas particulares, por sexo	P4_01	proporcion ponderada	FACTOR	binaria	P2	SI :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (mociba 2023, 1 archivo) y paso 2 abriendo mociba2023_tabulados.xlsx :: EXISTE-SATISFACE -- hoja 1.22 fila 20 'Mensajes ofensivos' = 6 128 677 y 33.3141 por ciento de quienes vivieron ciberacoso; los cuadros 1.23 y 1.24 lo abren por sexo	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Recibir contacto no deseado por celular o internet en el ultimo ano es exposicion a riesgo digital: M lo deriva de comunicacion.inseguridad.ver_oir_callar, cuya glosa el propio programa ya corrigio (hallazgo del 19/ago). Divergen si el corredor arrastra la glosa vieja.	NO	comunicacion	MEDIA	comunicacion|P2|MEDIA
TIC-11	MOCIBA	2024	persona elegida de 12 anios y mas (variable EDAD, tabla TMOCIBA) residente en viviendas particulares, por sexo	P3	proporcion ponderada	FACTOR	binaria	P2	SI :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (mociba 2024, 1 archivo) y paso 2 abriendo mociba2024_tabulados.xlsx (61 cuadros) :: EXISTE-SATISFACE -- cuadros 1.13, 1.14 y 1.15 'condicion de recepcion de correo basura o virus para danar sus equipos o informacion' por entidad y grupos de edad, con cuaderno separado de hombres (1.14) y mujeres (1.15). Base publicada: usuaria de internet en los ultimos 3 meses	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Recibir spam o virus es la cara tecnica del mismo fenomeno que TIC-10: el par separa exposicion social de exposicion tecnica, que ninguna regla del motor distingue hoy.	NO	comunicacion	MEDIA	comunicacion|P2|MEDIA
TIC-12	ENOE	2024 1er trimestre	poblacion ocupada subordinada y remunerada de 15 anios y mas residente en viviendas particulares, con empleo actual (tabla COE1), por ambito urbano/rural (variable ur de la misma tabla)	p3n	proporcion ponderada (por categoria de medio de entero)	fac_tri	categorica k=10	P1	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enoe 2024) y paso 2 sobre 210 bloques/28 173 cadenas :: NO-ENCONTRADO -- 0 coincidencias de 'como se entero' ni de 'se entero'; el medio por el que se entero del empleo no aparece en ningun tabulado	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Como se entero del empleo (red personal contra anuncio contra bolsa formal) es capital social aplicado al mercado laboral: es la celda que mas directamente toca cooperacion.confianza.puente_personal y no existe en ningun tabulado.	NO	trabajo	MEDIA	trabajo|P1|MEDIA
EMP-01	ENAFIN (Encuesta Nacional de Financiamiento de las Empresas)	2024	microempresas del pais, al mes de la entrevista de 2024	FAC_EXPA aplicado al indicador Empresas que tuvieron algun credito o financiamiento, dominio Micro	total ponderado	FAC_EXPA	continua (numero de empresas)	P2	SI :: fila publicada por INEGI en su propio archivo de indicadores de precision :: data/raw/ADQ15_ENAFIN_2024_RNM_INEGI/IPE_CV-EE-IC_ENAFIN_2024-00_Def_V1_260625.xlsx hoja INDICADORES fila 28, estimacion 30155.5834, CV 5.838	5.838 :: publicado por INEGI, banda Alta [0%,15%) del acuerdo CAC-007/01/2018	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Numero de microempresas con credito es el indicador de ENAFIN con CV publicado (5.838) y por tanto el unico del marco donde el filtro (iii) se evalua ex ante: entra como control de memoria con arbitro ya certificado por INEGI.	SI	dinero	DIFICIL	dinero|P2|DIFICIL
EMP-02	ENAFIN (Encuesta Nacional de Financiamiento de las Empresas)	2024	solicitudes de credito hechas por empresas en 2024, por tamano de empresa	razon derivada de Creditos que fueron rechazados a las empresas sobre Total de creditos que solicitaron las empresas, por tamano de empresa	razon ponderada	FAC_EXPA	continua (proporcion)	P2	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: paso 1 indices (enafin 2024, 8 archivos) y paso 2 abriendo ENAFIN2024Tam.xlsx, ENAFIN2024Localidad.xlsx y sus ipes, 8 bloques/8 120 cadenas :: NO-ENCONTRADO -- se publica 'Numero de creditos que solicitaron las empresas, segun aprobados o rechazados, por tamano de empresa': los dos totales, nunca la RAZON. La busqueda confirma lo que la fila ya afirmaba por estructura	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Tasa de rechazo de credito por tamano de empresa es la razon entre dos totales publicados que nadie publica como razon: M la deriva de dinero.credito.baja_friccion_usura_dano_downstream, L tendria que calcularla. Divergen en si el corredor sabe componer.	SI	dinero	DIFICIL	dinero|P2|DIFICIL
EMP-03	ENAFIN (Encuesta Nacional de Financiamiento de las Empresas)	2024	empresas del pais, al mes de la entrevista de 2024, por tamano de empresa	razon derivada de Total de empresas que tuvieron algun credito sobre Total de empresas, contrastando Micro contra Grande	razon de dos razones ponderadas	FAC_EXPA	continua (adimensional)	P2	NO :: prueba del bibliotecario FP-93, dos pasos, 25/ago/2026: identico a EMP-02, mismos 8 bloques/8 120 cadenas :: NO-ENCONTRADO -- se publica 'Numero de empresas que tuvieron algun credito o financiamiento ... por tamano de empresa'; el cociente Micro contra Grande no esta enunciado	POR_MEDIR :: umbral CAC-007/01/2018, columna viviendas/hogares: Alta [0%,15%), Moderada [15%,30%), Baja >=30%	POR_MEDIR :: el n no ponderado de la celda solo existe al correr el arbitro sobre el microdato, prohibido en este acto; piso sin cifra en ADV1-M1	Penetracion de credito de la microempresa contra la empresa grande es el analogo empresarial de la creencia los pobres no pagan que compass-4 audita del lado del consumo: empareja el dominio dinero entre encuesta y desenlace no-encuesta.	SI	dinero	DIFICIL	dinero|P2|DIFICIL
