cell_id	input_id	outcome	source_instrument	source_edition	source_reference_period	target_instrument	target_edition	target_reference_period	unit	axis	category	status	reason	consumer	calc_id	corrida_id	point	ic_lo	ic_hi	n	den_w	b_validas	metadata_source	metadata_source_sha256
RESULT-PISOS-ENIF2021-V2-D9-CUENTA-CON-CUENTA-P	ahorra_solo_informal::cuenta::con cuenta	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	cuenta	con cuenta	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.2874266387224037	0.2729107681373384	0.3019562061477237	7199	45470514.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-SEXO-1-P	informal_cualquiera::sexo::1	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	sexo	1	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.5250405072443105	0.5085911526228193	0.541325493734456	6209	42644224.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-SEXO-2-P	informal_cualquiera::sexo::2	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	sexo	2	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.5226275653836449	0.5075174488675359	0.5375713075451344	7345	47684096.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-18-29-P	informal_cualquiera::edad::18-29	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	18-29	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.6667753605345252	0.6446665708578836	0.6895138334607135	3221	24935476.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-30-44-P	informal_cualquiera::edad::30-44	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	30-44	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.573050889394615	0.5511069318903602	0.5941228328003687	4270	26577404.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-45-59-P	informal_cualquiera::edad::45-59	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	45-59	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.448600099392685	0.4269866856045648	0.4698801390288887	3252	21890947.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-60-MAS-P	informal_cualquiera::edad::60+	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	60+	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.3324856778597495	0.3098216289977494	0.3552300848954177	2774	16639622.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-HASTA-PRIMARIA-P	informal_cualquiera::escolaridad::hasta_primaria	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	hasta_primaria	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.3848843606813494	0.36391798527334523	0.40529891367879683	3678	23786503.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-SECUNDARIA-P	informal_cualquiera::escolaridad::secundaria	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	secundaria	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.5201442970965906	0.49825917811908127	0.5425780206979967	3571	23048558.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-MEDIA-SUPERIOR-P	informal_cualquiera::escolaridad::media_superior	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	media_superior	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.5871865570113051	0.5649451783232899	0.6087808974673696	3336	23301247.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-SUPERIOR-P	informal_cualquiera::escolaridad::superior	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	superior	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.6183217403000751	0.5931604773839001	0.6432788738404772	2969	20192012.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-LOCALIDAD-MENOR-DE-15-000-P	informal_cualquiera::localidad::menor de 15 000	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	localidad	menor de 15 000	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.5223619528902693	0.5035656847780277	0.5404801628017871	4989	32104620.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-LOCALIDAD-15-000-Y-MAS-P	informal_cualquiera::localidad::15 000 y mas	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	localidad	15 000 y mas	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.5245413122147854	0.5094800075317795	0.5397725313982821	8565	58223700.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
EXCLUSION-PISOS-ENIF2021-INFORMAL-CUALQUIERA-FORMALIDAD-SIN-SEGURIDAD-SOCIAL	informal_cualquiera::formalidad::sin seguridad social	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	formalidad	sin seguridad social	NO-CONSTRUIBLE	P3_13 comparable no existe en ENIF 2021	dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024									forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
EXCLUSION-PISOS-ENIF2021-INFORMAL-CUALQUIERA-FORMALIDAD-CON-SEGURIDAD-SOCIAL	informal_cualquiera::formalidad::con seguridad social	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	formalidad	con seguridad social	NO-CONSTRUIBLE	P3_13 comparable no existe en ENIF 2021	dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024									forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-CUENTA-SIN-CUENTA-P	informal_cualquiera::cuenta::sin cuenta	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	cuenta	sin cuenta	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.4700404206126354	0.45340909740483265	0.4864516291295601	6355	44857806.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-CUENTA-CON-CUENTA-P	informal_cualquiera::cuenta::con cuenta	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	cuenta	con cuenta	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	CALC-PISOS-ENIF2021-EJES-0003	CALC-PISOS-ENIF2021-EJES-0003--262046606410	0.5767690684121143	0.5600249042536382	0.5930168318377499	7199	45470514.0	10000	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
