id	encuesta	ola	universo	variable	estimador	ponderador	escala	grado_dependencia	grado_dependencia_evidencia	publicada	cv_arbitro	n_no_ponderado	frase_discriminacion	post_corte_u_ola_retenida	dominio	dificultad	estrato	origen_manifiesto_id	estado_filtro_i_publicada	estado_filtro_iii_cv	adjudicacion
CAND-df077c701577dd04e71e	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P4_9_2	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-cf9d94a7d99e37bfc75b	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P4_9_3	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-b19953a27a34d8cb259c	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P4_9_4	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-b5956ddf02709706d605	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_1_1	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-2a764fe8b8aca47b67d0	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_1_2	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-4977eeef81b1afe8a86d	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_1_3	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-e4151f25f6c452fef917	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_1_4	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-89884f01e40b637bd15b	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_1_5	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-e7b9be3d087096845711	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_1_6	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-eaffd6e28cf5b8ffeec0	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_23	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-b89383a41570e11e3b9f	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_4_1	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-20d5d119e6252e43d520	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_4_2	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-0dbf53ace1529a70648c	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_4_3	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-b49184702f9e007ae39e	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_4_4	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-0255da28a1dcc34accfe	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_4_5	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-1e098a415feee7547059	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_4_6	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-0269491a6b52c50dac09	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_4_7	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-f90e36f3e92544a43cd3	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_4_8	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-8f5a094f7356cff0b658	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P5_4_9	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-4b80c0d2df8edd13499c	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P6_16	DISTRIBUCION_PONDERADA	fac_per	"tipo=CATEGORICA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""},{""codigo"":""3"",""etiqueta"":""Nunca lo ha solicitado""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-91418f6670f441950c28	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P6_1_1	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-989a13f62f4c66b4a440	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P6_1_2	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-2e430499e2df2acbffb4	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P6_1_3	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
CAND-4635d0743a8abf600a8d	Encuesta Nacional de Inclusión Financiera 2024	2024	Población de 18 años y más que reside permanentemente en viviendas particulares dentro del territorio nacional.	P6_1_4	PROPORCION_PONDERADA	fac_per	"tipo=BINARIA;codificacion=[{""codigo"":""1"",""etiqueta"":""Sí""},{""codigo"":""2"",""etiqueta"":""No""}];missing={""ausencia_documentada"":true,""codigos"":[]}"	P0	milpa/procedencia.yaml cita (encuesta,ola) como ruta de parametrizacion de M	PENDIENTE-BIBLIOTECARIO	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-ARBITRO-INEXISTENTE	PENDIENTE-JUICIO-SEMANTICO-POR-VARIABLE	PENDIENTE-DEPENDE-DE-PUBLICADA-Y-CV	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	PENDIENTE-CLASIFICACION-SUSTANTIVA-POR-VARIABLE	enif2024_fd_xlsx	NO_RESUELTO	NO_RESUELTO	PARO_MESA:FILTRO_i_PUBLICADA_Y_FILTRO_iii_CV_ARBITRO_NO_RESUELTOS
