declaracion_id	input_id	localizador_declarado	identificador_declarado	activo_id	metodo_reconciliacion	evidencia_reconciliacion	estado_reconciliacion
DEC-1053e008a99db102df5d48db	INP-76143f24fced1856d563	data_raw:ennvih/doc/eloc05q_bcc.pdf	ennvih/doc/eloc05q_bcc.pdf	ACT-09f5b59bc5174961be15737b	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-1056f9aa15912629cf3d9915	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ena/2019/tabulados/ena19_nac_rieg_ipprob01.xlsx	ena19_nac_rieg_ipprob01.xlsx	ACT-020d46d69c4a387b597139ec	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ena/2019/tabulados/ena19_nac_rieg_ipprob01.xlsx	ACTIVO_UNICO
DEC-105743caa0a185d4d3ff4bdc	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/meitef/2018/tabulados/ori/MEITEF_420.xlsx	MEITEF_420.xlsx	ACT-d7245f52399af091907e3aa9	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/meitef/2018/tabulados/ori/MEITEF_420.xlsx	ACTIVO_UNICO
DEC-1059486d6f25f0ba54376f21	INP-31d8a03b381d2c4acd8f	data_raw:cuest_modulo_envipe2025.pdf	envipe2025_cuest_modulo_pdf	ACT-04315c73b787f3de7f6a0923	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-105be106f47fb89b4e617901	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/ageb_manzana/28_tamaulipas_2010_ageb_manzana_urbana_dbf.zip	28_tamaulipas_2010_ageb_manzana_urbana_dbf.zip	ACT-8b9baee687b50283a2562f73	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-105fbee21b402c6d472dba98	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/investigacion/pohd/2018/microdatos/muestradia.xlsx	muestradia.xlsx	ACT-80d6f034269443c5406462fd	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-1064e6cdcdd9970e871ab704	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/masiva/denue/denue_00_22_csv.zip	denue_00_22_csv.zip	ACT-08139bd4af32ba798331f50f	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/masiva/denue/denue_00_22_csv.zip	ACTIVO_UNICO
DEC-1064ffcc1828c48486f77f00	INP-7a3306241258c875c9eb	https://www.inegi.org.mx/contenidos/programas/ccpv/2020/microdatos/ageb_manzana/RESAGEBURB_01_2020_xlsx.zip	RESAGEBURB_01_2020_xlsx.zip	ACT-ea52e0a9b1597ef978ed9793	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-10651b726f6297be6f114335	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/sit/2018/tabulados/ori/CSIT_484.xlsx	CSIT_484.xlsx	ACT-af96634b817907aeb3321187	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/sit/2018/tabulados/ori/CSIT_484.xlsx	ACTIVO_UNICO
DEC-1067dadc1b7459b43a817026	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enigh/nc/2018/doc/enigh18_descripcion_calculo_r.pdf	enigh18_descripcion_calculo_r.pdf	ACT-9853af599a1506e1036265b4	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-106aafc7981b9763256e7905	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/2020/microdatos/caas/Censo2020_CAAS_mor_sav.zip	Censo2020_CAAS_mor_sav.zip	ACT-fab131c111c98718eed78a07	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-106c47f23fba936c2269b2a3	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enigh/est/2022/microdatos/enigh2022_est_gastospersona_dbf.zip	enigh2022_est_gastospersona_dbf.zip	ACT-d80c091c10ee91ccdfa87248	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-106d8c85bbd8fde4e5d1f5ab	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ena/2017/tabulados/ena17_agri11.xlsx	ena17_agri11.xlsx	ACT-68a22ec190803ffaa722ff67	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ena/2017/tabulados/ena17_agri11.xlsx	ACTIVO_UNICO
DEC-106ebcc766a5b9657ac3d46d	INP-74937b1d6b324152f4f6	https://www.inegi.org.mx/rnm/index.php/catalog/276/data-dictionary	enut2014_diccionario_variables_html	ACT-7e4cc30b3ceee1d7fcce8ed5	HASH_IDENTICO;RUTA_EXACTA;URL_EXACTA_SOLO_LOCALIZACION	HASH_IDENTICO;RUTA_EXACTA;URL_EXACTA_SOLO_LOCALIZACION	IDENTIDAD_VERIFICADA
DEC-106f8fd3c21c6ef511d6053a	INP-fa897631c06d30da7cb7	https://www.inegi.org.mx/rnm/index.php/catalog/647	647	ACT-475e49ca08b5a0740edcfaac	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-1077b7b17ced60faa1547d65	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/enpol/2016/tabulados/VI_Centro_Penitenciario_err.xlsx	VI_Centro_Penitenciario_err.xlsx	ACT-cd714999593c3d972c551f7d	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/enpol/2016/tabulados/VI_Centro_Penitenciario_err.xlsx	ACTIVO_UNICO
DEC-1077e754a70940099903c96b	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/esidet/2017/tabulados/2017_INRV054.xlsx	2017_INRV054.xlsx	ACT-feed56971b49a6d2328757f1	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/esidet/2017/tabulados/2017_INRV054.xlsx	ACTIVO_UNICO
DEC-10786954c064add84212d037	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/cntaippdpe/2019/microdatos/m1/Estruc_organiza_cntaippdpe2019_dbf.zip	Estruc_organiza_cntaippdpe2019_dbf.zip	ACT-c4e1d11736dc5c1cb0291719	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-10791aa8c86f18cf72c3a946	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/tabulados/2024/biarebas_pro_24abr.xlsx	biarebas_pro_24abr.xlsx	ACT-2e39fffb011d38ce041db829	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/tabulados/2024/biarebas_pro_24abr.xlsx	ACTIVO_UNICO
DEC-107a955396fbbebfbd40c05c	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/cntaippdpe/2016/microdatos/m1/Cultura_transp_cntaippdpe2016_dbf.zip	Cultura_transp_cntaippdpe2016_dbf.zip	ACT-eebf27204a145d49bd1f618a	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-107d2d6f6cc1c07c199b190b	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enoe/15ymas/microdatos/2007trim1_dta.zip	2007trim1_dta.zip	ACT-c959489695c93f6d91818ca2	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-107e83c9bbd3219816257564	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/envipe/2023/tabulados/VIII_informacion_ciudades_areas_metropolitanas_2023_cv.xlsx	VIII_informacion_ciudades_areas_metropolitanas_2023_cv.xlsx	ACT-c0b7ee57c0e09748297b1708	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/envipe/2023/tabulados/VIII_informacion_ciudades_areas_metropolitanas_2023_cv.xlsx	ACTIVO_UNICO
DEC-1081c72c76e478be05322a0a	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/enigh/nc/2024/microdatos/enigh2024_ns_hogares_dbf.zip	enigh2024_ns_hogares_dbf.zip	ACT-7e39482bc084e6ec55410bd4	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-1081ef55607a96f0d900748c	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/cou/2018/tabulados/ori/COU_38.xlsx	COU_38.xlsx	ACT-e45ce8fa51c26b9ac2a1586f	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/cou/2018/tabulados/ori/COU_38.xlsx	ACTIVO_UNICO
DEC-10826b7a40879c561bab6306	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enh/2015/microdatos/vivienda_enh_2015_dbf.zip	vivienda_enh_2015_dbf.zip	ACT-cfc2b8a538b798b33a9190fb	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-108334771c824d5510a771ee	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/ccpv/1995/microdatos/iter/06_colima_1995_iter_txt.zip	06_colima_1995_iter_txt.zip	ACT-96ed1c45fe2fb023601f73bb	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-1085649793841fc980c0fead	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/meitef/2018/tabulados/ori/MEITEF_275.xlsx	MEITEF_275.xlsx	ACT-6cca7e3471035b28d6ca7f18	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/meitef/2018/tabulados/ori/MEITEF_275.xlsx	ACTIVO_UNICO
DEC-108bdf3e72e18cb03598fbbb	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/1995/microdatos/iter/09_distrito_federal_1995_iter_dbf.zip	09_distrito_federal_1995_iter_dbf.zip	ACT-c5947f210637c8eb00bc63fd	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-108d318bdad111bee7d9153f	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enoe/15ymas/microdatos//enoe_2024_trim2_dta.zip	enoe_2024_trim2_dta.zip	ACT-3db2152686a30527112864e3	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-108e3c944452876640304ded	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ena/2012/microdatos/ejemplo_ena2012_dbf.zip	ejemplo_ena2012_dbf.zip	ACT-f4675f9b631eac7501fe2fc4	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-108f343106d0c90cb7e9c9c2	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/nupcialidad/microdatos/divorcios/datos/divorcios_base_datos_2005_2009_dbf.zip	divorcios_base_datos_2005_2009_dbf.zip	ACT-d8cb78378faa271693536f79	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-10900b0e7830a1af73b0433b	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/investigacion/bienestar/basico/microdatos/2018/biare_2018_octubre_spss.zip	biare_2018_octubre_spss.zip	ACT-0baf7d353236a51016ac3eec	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-1090c6e9f9c4c6818a64573c	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ce/2004/tabulados/sectoriales/agna_10.xls	agna_10.xls	ACT-cb26313a35583c51a3c75abb	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ce/2004/tabulados/sectoriales/agna_10.xls	ACTIVO_UNICO
DEC-1093d36640ff3e868b588929	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/enve/2018/tabulados/enve2018_int_II_caracterizacion_delito.xlsx	enve2018_int_II_caracterizacion_delito.xlsx	ACT-49f2ce29db1da735cab942fb	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/enve/2018/tabulados/enve2018_int_II_caracterizacion_delito.xlsx	ACTIVO_UNICO
DEC-10962b8fcd3af716be11a0a5	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/accidentes/microdatos/2007/atus_07_dbf.zip	atus_07_dbf.zip	ACT-d2e682b7d2e45bb4e5c563ca	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-1096a477455df7f6f3bb1fef	INP-76143f24fced1856d563	data_raw:mociba2017/mociba2017_bd_sav.zip	mociba2017/mociba2017_bd_sav.zip	ACT-415d4d8533bed530198b17a3	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-109d201304f3fea681a568a2	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/ccpv/2020/microdatos/ceu/Censo2020_CEU_gto_csv.zip	Censo2020_CEU_gto_csv.zip	ACT-eb18acc8bb4594da357c6ec7	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-109d835dc8505d49ed69b692	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/envipe/2020/Tabulados/I_nivel_victimizacion_2020_cv.xlsx	I_nivel_victimizacion_2020_cv.xlsx	ACT-146507703339d40102890c5a	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/envipe/2020/Tabulados/I_nivel_victimizacion_2020_cv.xlsx	ACTIVO_UNICO
DEC-109e0593ff31361e925740af	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/eder/2025/microdatos/eder2025_bases_dta.zip	eder2025_bases_dta.zip	ACT-473a5af119fd1f89264421a2	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-109e8562c5f25a90077e8e42	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/esidet/2012/tabulados/ined050.xls	ined050.xls	ACT-dd2d5486d48e37cf32a45eb7	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/esidet/2012/tabulados/ined050.xls	ACTIVO_UNICO
DEC-10a12b194a71d8a80c985f14	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/investigacion/etco/tabulados/etco_indicador_confianza_consumidor.xlsx	etco_indicador_confianza_consumidor.xlsx	ACT-bd975be896c77f02d78f739d	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/investigacion/etco/tabulados/etco_indicador_confianza_consumidor.xlsx	ACTIVO_UNICO
DEC-10a201dc7cde2cf4dd67af75	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/eder/2025/tabulados/eder2025_tabulados_medianas_precisiones_xlsx.zip	eder2025_tabulados_medianas_precisiones_xlsx.zip	ACT-6fbac63187055159617f2b6f	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/eder/2025/tabulados/eder2025_tabulados_medianas_precisiones_xlsx.zip	ACTIVO_UNICO
DEC-10a29cdd5025040bed64457f	INP-74937b1d6b324152f4f6	https://www.inegi.org.mx/contenidos/programas/enoe/15ymas/datosabiertos/2022/conjunto_de_datos_enoen_2022_1t_csv.zip	enoen_2022_1t_csv	ACT-d6d50be2e162373302208ae4	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-10a5e296581852cda683736c	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/esmng/2009/tabulados/tab19.xls	tab19.xls	ACT-78600c2051ce46eaea4c543e	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/esmng/2009/tabulados/tab19.xls	ACTIVO_UNICO
DEC-10a71676c1102c66ba466824	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ca/2022/tabulados/ca2022_soc05.xlsx	ca2022_soc05.xlsx	ACT-0f1e9db359b50c7674f2b9c8	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ca/2022/tabulados/ca2022_soc05.xlsx	ACTIVO_UNICO
DEC-10a9a7324923817aa66e5b82	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ce/2009/tabulados/establecimiento/SER_51_INFMEMN10.xls	SER_51_INFMEMN10.xls	ACT-9e9302d2babf14bea066b734	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ce/2009/tabulados/establecimiento/SER_51_INFMEMN10.xls	ACTIVO_UNICO
DEC-10aa09f6988f6081f1fe6809	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/dutih/2016/tabulados/hnal132.xlsx	hnal132.xlsx	ACT-a40dc8de8e7c77c3fc644df6	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/dutih/2016/tabulados/hnal132.xlsx	ACTIVO_UNICO
DEC-10b04ed8096963e2705bfce6	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/sit/2018/tabulados/ori/CSIT_454.xlsx	CSIT_454.xlsx	ACT-61b7f23e5017ab824fe957ad	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/sit/2018/tabulados/ori/CSIT_454.xlsx	ACTIVO_UNICO
DEC-10b055e4b0e6a16769aae7bc	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/temas/medamb/agu/tabulados/mamb279.xls	mamb279.xls	ACT-962e8b792ad9bb469daec161	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/temas/medamb/agu/tabulados/mamb279.xls	ACTIVO_UNICO
DEC-10b3e913521c2f4542f7ca68	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_09_dta.zip	eic2015_09_dta.zip	ACT-360b35e287fae989682babde	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-10b557921a4ef434bf595b40	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/ce/1999/tabulados/MAN3604.xls	MAN3604.xls	ACT-5c31cb46e97b6b91cecc932a	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/ce/1999/tabulados/MAN3604.xls	ACTIVO_UNICO
DEC-10b59bea075e8402ebf8147f	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/envipe/2020/Tabulados/I_nivel_victimizacion_2020_int.xlsx	I_nivel_victimizacion_2020_int.xlsx	ACT-ca4494711c796769225998a1	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/envipe/2020/Tabulados/I_nivel_victimizacion_2020_int.xlsx	ACTIVO_UNICO
DEC-10b76687e95bf9668f820ae5	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/enve/2012/tabulados/ENVE2012_II_caracterizacion_delito_est.xlsx	ENVE2012_II_caracterizacion_delito_est.xlsx	ACT-539202300eaa8e0cd69a6755	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/enve/2012/tabulados/ENVE2012_II_caracterizacion_delito_est.xlsx	ACTIVO_UNICO
DEC-10b76f076f1f33db0dd77370	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cntaippdpf/2016/microdatos/m3/Cultura_tran_suj_cntaippdpf2016_dbf.zip	Cultura_tran_suj_cntaippdpf2016_dbf.zip	ACT-76cf31a2c258d69bae6e265b	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-10bc6355a1bbb458726f5bf3	INP-220932eafff5baaebfaf	data_raw:ennvih/ehh09q_all.zip	ennvih3_2009_hogar_q	ACT-0c943eb66f4ad793b5160891	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-10be53832f6c4dfec9d00592	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cnije/2019/microdatos/m5/Exp_abiertos_exppenal_cnije2019_dbf.zip	Exp_abiertos_exppenal_cnije2019_dbf.zip	ACT-a291d5974d82fab3b8fa4235	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-10beab7eef22163d11b45206	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/cngspspe/2017/microdatos/m3/Ingresos_centro_pe_cngspspe2017_dbf.zip	Ingresos_centro_pe_cngspspe2017_dbf.zip	ACT-2643e80bff771b5f3fe2cec7	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-10bf4cd46e32f98fd9803629	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/enafin/2015/tabulados/60_11_loc.xlsx	60_11_loc.xlsx	ACT-4d86ee1bf42752858cfac005	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/enafin/2015/tabulados/60_11_loc.xlsx	ACTIVO_UNICO
DEC-10c600b47200b50c988a789f	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/ccpv/1990/microdatos/cgpv90p_01_dbf.zip	cgpv90p_01_dbf.zip	ACT-b57974d496be0ba0cc917ef0	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-10c635db45391a9443b66cd2	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/dutih/2021/tabulados/2021_u2ed801.xlsx	2021_u2ed801.xlsx	ACT-03c36768b28987e310ad7105	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/dutih/2021/tabulados/2021_u2ed801.xlsx	ACTIVO_UNICO
DEC-10c6a4a59c549091a7132ae2	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/endutih/2023/tabulados/2023_uedo670.xlsx	2023_uedo670.xlsx	ACT-03c2e8d407f015edc8bd64ea	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/endutih/2023/tabulados/2023_uedo670.xlsx	ACTIVO_UNICO
DEC-10c7acd4acf542697c461de5	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/temas/medamb/gastopub/tabulados/mamb323.xlsx	mamb323.xlsx	ACT-0daf0fd612ecb5923319fbd9	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/temas/medamb/gastopub/tabulados/mamb323.xlsx	ACTIVO_UNICO
DEC-10c7d44575a30c1da0784bcc	INP-31d8a03b381d2c4acd8f	data_raw:engasto2012/vivienda_dbf.zip	engasto_2012_vivienda_dbf	ACT-3770c9903d2272a32afcda4d	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-10c82a35a0a85f8c8c6b9c0e	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enaproce/2015/microdatos/ejem_base_micro_ciega_dbf.zip	ejem_base_micro_ciega_dbf.zip	ACT-419f46aa9898f49ad0ae9e30	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-10c8b38e940dd065fc0ba344	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/justiciapenal/2016/microdatos/JC_Victi_imputado_ehriij2016_dbf.zip	JC_Victi_imputado_ehriij2016_dbf.zip	ACT-2450319dd5969c294250561b	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-10c93630367f57b195d99d07	INP-76143f24fced1856d563	data_raw:enut2024_bd_csv.zip	enut2024_bd_csv.zip	ACT-acf1b294b9a890ff5a241290	HASH_IDENTICO;RUTA_EXACTA	HASH_IDENTICO;RUTA_EXACTA	IDENTIDAD_VERIFICADA
DEC-10ca34979617b379a29fed59	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/vabcoel/2018/tabulados/ori/VABCOEL_3.xlsx	VABCOEL_3.xlsx	ACT-259277ac185134636d531e36	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/vabcoel/2018/tabulados/ori/VABCOEL_3.xlsx	ACTIVO_UNICO
DEC-10cb9224a77b678c21325dd5	INP-eea46caee62d9a5634f9	https://www.inegi.org.mx/contenidos/programas/esidet/2017/tabulados/2017_INTV603.xlsx	2017_INTV603.xlsx	ACT-fe056075cff27f0e07ee8f71	SIN_RECONCILIACION	https://www.inegi.org.mx/contenidos/programas/esidet/2017/tabulados/2017_INTV603.xlsx	ACTIVO_UNICO
DEC-10ce4142a8b7531053afeb90	INP-89a4a6dc5baa05e3e190	https://www.inegi.org.mx/contenidos/programas/emec/2008/microdatos/ejemplobd/ejem_serie_emec_empresas_stata.zip	ejem_serie_emec_empresas_stata.zip	ACT-e0cf908d0107a4c15a3b1e72	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
DEC-10d1bb01fbf1d264a17bfd12	INP-63e67742a37186eacc45	https://www.inegi.org.mx/contenidos/programas/enigh/nc/2018/microdatos/enigh2018_ns_ingresos_csv.zip	enigh2018_ns_ingresos_csv.zip	ACT-3b613fea90622e038beb475f	URL_EXACTA_SOLO_LOCALIZACION	URL_EXACTA_SOLO_LOCALIZACION	LOCALIZACION_COMPARTIDA_SIN_IDENTIDAD
