candidato_reconciliacion_id	activos_implicados	declaraciones_implicadas	similitud_observada	razon_candidata	evidencia_pendiente	estado_revision
CREC-7e5f9655d40605b718c439f3	ACT-db86afbc97cb6ecbb8bd7738;ACT-f077eec23d2d98f1c517721e	DEC-77876eba7f50eb8fbcaba243;DEC-ab6365afa4bf49ab68f45f73	nombre_archivo_exacto:com_ini_aytto_cngmd2013_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c78e41211fb0bb88339e5597	ACT-f1c1d7237cbce3cac833b7e7;ACT-facd1a8e1d4004a95594aa10	DEC-29f1693c7c550fd29ba382c7;DEC-9be200ad1c0b70eb9c2de005	nombre_archivo_exacto:com_ini_aytto_cngmd2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-5e92e2911be52a2e058f5c91	ACT-1cd9aeaa11d38139b73bfc94;ACT-4aac62906907228350af66ef	DEC-2e3e3dca59a821c16f473b88;DEC-8077b674ca3e9407e43bdeeb	nombre_archivo_exacto:comb_ctrl_delsalud_cnpjf2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c334b19daea597161329f810	ACT-0b70f100ed3be6796db3878f;ACT-34ed8af49475abb9a77f679b	DEC-82baa5042e72b341f780ca75;DEC-e68e4e835e51776321c0da3b	nombre_archivo_exacto:comb_ctrl_delsalud_cnpjf2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d717c4c4b7ad48f431a5c2a7	ACT-65223d1f3cdca81df2c04880;ACT-937ebb6b69a4bb53a3e99ebe	DEC-16d0a341f61d19fa3f195dd0;DEC-577a4b132f6e475b61570e58	nombre_archivo_exacto:comb_ctrl_delsalud_cnpjf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-15eecef41e3a13f6706a0676	ACT-8b3e4c7454bd02da5e553a5c;ACT-bf44bf72ba3b570af9ca75b8	DEC-5f1e5e25f2896baf3c0f5956;DEC-9fee83f067005f0a0c661ba3	nombre_archivo_exacto:comb_ctrl_delsalud_cnpjf2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-2b4bec81d6ac79616c6b4e7e	ACT-b0bb48fb3b1758d6cb62cb02;ACT-ba699412887c34055b0298a8	DEC-23de5123496b17ea31f891e7;DEC-dfce8aa156a50c0c689ebe43	nombre_archivo_exacto:combate_control_delit_cnpjf2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c686285b0b30de5aef298d90	ACT-a136f386ecfcd4a1e81b2fa1;ACT-e4db68aa796108ac53427cec	DEC-88014c9ac961f3d04dd96d64;DEC-cbd3c6f28346e6aa14252427	nombre_archivo_exacto:comer_csv.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-bf79039dc0a33e95f7914883	ACT-5a9d524f5e92a2565a67db22;ACT-993f4c3b488531c10a0b388f	DEC-66f16a0800dc06af3b98df61;DEC-a3db2a82f3ab0e535f3096e4	nombre_archivo_exacto:comer_dta.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d71213343ed52501cfdae28a	ACT-768be96a70edd866cb54d5dd;ACT-8bd2814f6e50c31b0a0dbcd7	DEC-aab52825ec0046109493bbae;DEC-d195296de5cf7a693f1d2f90	nombre_archivo_exacto:comer_txt.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-f3e80ec03eb0b40c388a769c	ACT-07498dc684f3c00c7b1bd425;ACT-b9f13617d2fcc07ac270573c	DEC-d55c59b5761c4e3ae6809ba9;DEC-dc3eb3adfdb32a7dacd14491	nombre_archivo_exacto:comisiones_legis_ct_cnple2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-25e75685eafc15a6fd62d27f	ACT-86d30c041ade18785b74719b;ACT-f04e246d82a69625c1db5d6c	DEC-54f7883dfb57208c8c21dedb;DEC-86b4b7a6d2c7423ef740dedf	nombre_archivo_exacto:comisiones_legis_ct_cnple2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-ff81ba296f7111f5088d652b	ACT-1be409fefa6a26d7896aa999;ACT-c7e0b40daf5f95d6ba767126	DEC-4fc0a1aaff6932271d46eff1;DEC-687e5e55a98cfa188da94f41	nombre_archivo_exacto:comisiones_legis_ct_cnple2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-d1e31742df328631a9442d39	ACT-3de52f507bbb0ff656a6a650;ACT-3e184db955cacd4bdda693d3	DEC-18d879c4b243952f3f52e6fb;DEC-d605e0516e2a184e7dd710aa	nombre_archivo_exacto:compa_recib_determina_cnpje2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-2d76894728b3499d25b47792	ACT-00592faed1f79328e04cf2a0;ACT-1e316745d2c9fd999b4e387a;ACT-f13fd15b2f605b0e7e6f36a3	DEC-215e9d7eb3fb9318e15fec6c;DEC-7707f3b998aad6762894d437;DEC-964f810de2c426a4265ad4a4	nombre_archivo_exacto:comparacion_historica_decil.xlsx	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-84a1acca634a7f3098cc68e7	ACT-7982ebc2912804977b3f8a51;ACT-7a0934b0bd8fdaafcc0f19f8;ACT-980c63441c7151162f9061c4	DEC-33976f5d8822346508fb751d;DEC-c0b65beedb5fc5ac41f004b7;DEC-d74c3c2e69dab9fe332a3ac9	nombre_archivo_exacto:comparacion_historica_ef.xlsx	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-67d812d95430a513fcbe06bd	ACT-1b0b15a370d858ee44f090d1;ACT-50310a74bd8523a6d7cf7452	DEC-9a3bf0c1f0f62b15ac98330d;DEC-b0fdfc633315b428f72125c1	nombre_archivo_exacto:comparativo_iter_2005.pdf	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-04d89f099b084378a2d5c603	ACT-b568e1c4fc8c5ee81066d141;ACT-bf8d7440b14e2f397640a3e0	DEC-90120bb46f1c05f07bf280cd;DEC-a2b71cef2a9327c1c2a85c96	nombre_archivo_exacto:compete_materias_cntaippdpe2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-1f73be082205bc06095f646a	ACT-61b323199b410ae2a9d91832;ACT-8cc800cded94eb54710d89ce	DEC-8ca4702adbef5f062f960130;DEC-fc637ca08a43c9134a23451a	nombre_archivo_exacto:compete_materias_cntaippdpe2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-6d7d190366ce702d4a5b824a	ACT-0e7500cbd2dd9033b989e496;ACT-90679a41e98110cb7eef7471	DEC-1bbdcf7eda6d79bc6e01bf91;DEC-49912cb154562e43cadab0cf	nombre_archivo_exacto:compete_materias_cntaippdpe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-b10ec99764ff5e1e4db02d0a	ACT-7a9c4edb31a55a7ee160c083;ACT-906ca55b72b9bce74edf3751	DEC-d9ec7774faead2fd820620fa;DEC-e85f2fa2d139a0cd7b4bccb1	nombre_archivo_exacto:compete_materias_cntaippdpf2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-4492b61cc2c9d0fe80d0fab1	ACT-6a395911908f9ac62f84e186;ACT-dd9d77c8b3c13b35ff05e4e7	DEC-b33089507f133d68367a70a0;DEC-c83a6c2ec0f3dd1611a22ab6	nombre_archivo_exacto:compete_materias_cntaippdpf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-e101e49fac7cbc7474e62eb0	ACT-12202fef8b1c464eb8846bf6;ACT-b7bd6a70e8ecf11a254aebb8	DEC-2b8f6b5c941b0196c9b58775;DEC-7c1e018e926405ac7a1a6da0	nombre_archivo_exacto:compete_materias_cntaippdpf2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a885cfa1e12d78b36c447851	ACT-e9d0cc8521f746d1eb88cff4;ACT-ec762d9391c2ac4f4af6d3d0	DEC-4b55eab5bddad3368d36a96f;DEC-9e70c7187527888dab220f76	nombre_archivo_exacto:completo.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-7701a705f677f25daa22f1ff	ACT-15ba2025770f55fdeb214b25;ACT-682be655d04973867e4f08ab;ACT-d36c23d77e14287c59f70067;ACT-de12059c4890961b0884ac8c;ACT-e03ad84c231d4b67a2f615dc	DEC-0afdd0feee06c7ff2b5bca0c;DEC-2a10159f8aa44e59ba686759;DEC-525d88b56f0e3706d9d9f4cd;DEC-582969034503c35f7d063f00;DEC-79334e4cfd31f60e715715be;DEC-82cbc7a18de7c6f7cb9d0148;DEC-cfa9eae9c7c9a0533366e0ca;DEC-d7d4504b2082c95869f9593b	nombre_archivo_exacto:con_basedatos_proy2010.pdf	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a7fa025a32b2999d959245ee	ACT-04e9d1813f73c52ce00c2ee8;ACT-28c094a5e7477b1111dba563;ACT-7940c47203e0c9008ce877a3;ACT-8df4f54e6d8f32780cb74cdc;ACT-b951ec92c5ad04489edf0494;ACT-d1d88fe8ac8ee3909ce0dfa0	DEC-0e774f04ca8ba463e14faa14;DEC-50c6f3630b3d1af88e0ae99a;DEC-7c898a750887165770e2b216;DEC-9134c82dd1d7e1c2b3758dc7;DEC-b627795966714b66bfde6dd8;DEC-dc275b8f3253e7b2bd6015cd	nombre_archivo_exacto:con_sitio.min.css	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-3333b16735ea7d36b4f64417	ACT-04d2d5d1b4052956f1d86443;ACT-06bbe4dcf8ec3b629884c486;ACT-0dba85cd8e7f28baf7d94f00;ACT-2ba3e30f5e22c3bceb027a26;ACT-407e6539f6d80d8f860b5868;ACT-41962ee1b0baf6ce2fd50749;ACT-50914357315b02bc6ac8242e;ACT-5707370e87c5368c9091544f;ACT-603e726cbed5bf3cf7fbe6d9;ACT-61f710cb00978da577d0d952;ACT-7fbd0123e4a6b4031acd4a5a;ACT-87d3a17d43ffce528e49a849;ACT-8961826cfeec0a030795f1ea;ACT-a70d316959cb9aab30c725fc;ACT-b0fa4fb9bf5f47db3682cbfa;ACT-b11f231906423a1440fa4f2f;ACT-c22bc21f2f310cae1ef72ded;ACT-e3487cc9a4f154f0e83d25e7;ACT-e4deb76bfd6904967da51af6;ACT-efa97a3c1f8d01233cdf5618	DEC-00d380f965b1e8037f34099d;DEC-07b33464b645f196b9cb2f6d;DEC-0c33eb72fea1c8c19952cc87;DEC-2093ef9d470242c246241a41;DEC-248a519f781fb6d95afd0748;DEC-26bca67c84c9e3db757de987;DEC-2701d13ab8648cc752ff4e03;DEC-2729927f680bc98f0b4a651c;DEC-3e901069a8f87290b763f396;DEC-4c87d7b8a134f8397a022510;DEC-514028bbd74b76dbb7a687fa;DEC-54fe4a6bb29be6d15f9e3eb9;DEC-66b3f41d55f85ecc3f735bc4;DEC-6a8e80370dc167afbd4caa7e;DEC-9a9d152431e9a86d48ef06ce;DEC-a4eb08bd3fc4193d3c875d2c;DEC-a69b0d8117d41382740f1650;DEC-b30568389a245c931c6d91e2;DEC-ea4cabccb90a3114d049d434;DEC-f01f6999e65d523b44b80542	nombre_archivo_exacto:concen_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-247fb5665425cccdd643cd0a	ACT-03d2a598aab0d152b81ddf40;ACT-37d331eddbdee1cbcc1f4b29;ACT-4e8166584e662f2357273fbc;ACT-77ce694c481ca6c094c42551;ACT-88b48397cfb2c10048d0aabe;ACT-8d28a6c188dbe3e1ca37cdfd;ACT-97505022862e624a583ef8d4;ACT-e4373ee4adffd106564423bf	DEC-2e4f6cf5e151ec0624117c21;DEC-468faf6523b01a020617633f;DEC-6391fc7e4fa0804404fe657a;DEC-75a8dc53d84e642853b3396b;DEC-9af1e2888a3c3d17253af424;DEC-a05adac1673def126cf2e563;DEC-a6ec51c64c9feebfc3241874;DEC-be3e9de192c220ad4cb78526	nombre_archivo_exacto:concentradohogar_csv.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-e830523ccf563ec7e7eec924	ACT-49b13776ad966fa1ad2bddea;ACT-5ca2cad213ac3a518c587013;ACT-84a7ca6263244e7137b6ef82;ACT-8dc7dee95a3adbbd392ada9b;ACT-aa4cf9119c57b77a396aab4f;ACT-b082fc957a185de8950740fb;ACT-cb43342237bd94c1fe25e4ec;ACT-d7a2d9dfb74cdbdecf92efe8	DEC-28c5ffe75a2df4100a10ac05;DEC-611a37effbcdf1d03ac57c45;DEC-64efbfc254aaaf514a27d6f6;DEC-7ce2b87f5005c2f63f00a0d6;DEC-905eec734766d0c254775115;DEC-b82052fbab5d8dd47b0f4593;DEC-bcdce8fc4b4fbd619efafe88;DEC-e9821e868aa4f41b3e4b540b	nombre_archivo_exacto:concentradohogar_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-2d809085730e5f079b65d258	ACT-181fc2edd9e459bae769fb70;ACT-2e5c2c137b0229e6681a788c;ACT-319c52e0ec0f7f34488cde51;ACT-3aaf5505d220c41bdd534373;ACT-601b42c8dec03a9fbc8426ee;ACT-88973e77a2ecf31308d489bd;ACT-9f47b699effc24e6a58e7e6c;ACT-c416bde5b033a488650dae02;ACT-cfa72e0d24bb375f613aa452;ACT-fae4f5d704c27b463b45d859	DEC-60644487b7c3ad6275742b7f;DEC-7328975d3f79ff750005cc2d;DEC-7514bae0037388304616163d;DEC-a6acb051d55cddce34dfb632;DEC-b9150cf0cf24a0f554506084;DEC-bb50cfc73b22e8faaaf8c33d;DEC-c6faec4c381b22ad76fb1c3d;DEC-dfd10224dab7eebab8871997;DEC-ef18707822c74f181c4c73ba;DEC-f3abbd6d63ac7ca48946ead8	nombre_archivo_exacto:concentradohogar_dta.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-64f0e4be474369daac1f0450	ACT-0bfdc9c16ea3e8b61f71d5bf;ACT-1b40b355a58e0cec35ea386b;ACT-3be315417485c5069eb7f34a;ACT-3e78f2a6aa302992a203c763;ACT-651f5fe63652c2b0ffea0d33;ACT-7161005d5f5f8fddd4de2789;ACT-c49837de0ab8ef2e5cf617a0;ACT-d17e4a091b946353fc208316	DEC-30ec7a342bcd266efbb49275;DEC-377c810ee76796f9c97faedc;DEC-382503040add62db46c9ae43;DEC-53f07ec04d0b69b1e81f6c7a;DEC-5b91ea8d886157ded182841b;DEC-8842721c29bc7a2456439f16;DEC-acc7452c1a111923cc9bafd3;DEC-b574b6a1fc2346cae7e39131	nombre_archivo_exacto:concentradohogar_sav.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-93b534b5b813468ec45db2f5	ACT-4edaf96423627daa10caca01;ACT-9705c2db2d04c4ab9767fa5a	DEC-53818696d9da0da061cdd34a;DEC-6bc13d1f18c18e7db58fe486	nombre_archivo_exacto:conclus_ado_durante_cnpje2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-74284a20a6b821f1fe3c973b	ACT-0369cb8f4995d53a0274f835;ACT-6d27c3f6bfb8a804b35698df	DEC-b6a664ef03348e568542d6ea;DEC-ca2bfdf829eacb1569a4750d	nombre_archivo_exacto:conclus_ado_durante_cnpje2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-46e49d39005acf53e0dd9d14	ACT-e41cac0fafa1230053045669;ACT-fb46398aca207b3f847e6ecd	DEC-a13a01d17781088406b324a9;DEC-ae1c0e26aefba7ebd9925157	nombre_archivo_exacto:conclus_durante_anio_cnije2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-0da0d1e289e47ac8394ca549	ACT-0dcefbc1711fb8f333d0f15b;ACT-6381c56f5508a8054330f3ed	DEC-44c1b022de9bdaf93e9b3705;DEC-cdc16ed4d478b53381f0b498	nombre_archivo_exacto:conclus_durante_anio_cnije2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-a57683028824bd7605894601	ACT-3615ae6525782fa24b45decb;ACT-b3e3a82200d91d8cb9403700	DEC-14311948ded2ca7706451b49;DEC-71f9fb07290da50e08e3248f	nombre_archivo_exacto:conclus_durante_anio_cnije2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-662583df039e9e91cc747aef	ACT-7057c9bd12aeb00797d79adc;ACT-9f01b56ec35d961f58e150a0	DEC-348a95a315f8743d32b50f5d;DEC-f3ae95df41002d817903cb4b	nombre_archivo_exacto:conclus_durante_anio_cnpje2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-36c66d8d0d2c15ed80124ed0	ACT-11a977b197073a6f244b1f7b;ACT-e985b8f4ef247648e3d47c3e	DEC-1ba3d0344ca0fbcace184241;DEC-df80b4363fb3056f29e5012b	nombre_archivo_exacto:conclus_durante_anio_cnpje2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-77edd0794998d87347defca3	ACT-3a00fe29e5bb828959d22afe;ACT-ba6d470004444ac2fb14a873	DEC-1ab64d02cf8f4a2640643ce2;DEC-9094f4e2e44bb8bf89912fb2	nombre_archivo_exacto:conclus_durante_anio_cnpjf2015_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-3d2707ff4a4406f7f7cfa1fa	ACT-659ee89676dbea429c2fb566;ACT-a5ffe881f6b81ee2cfc5c7fa	DEC-068f09439b1199d4db2b2182;DEC-5058a35d003d797019a57894	nombre_archivo_exacto:conclus_durante_anio_cnpjf2016_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-ddaf18b3604f4a4cc5e046ba	ACT-0c928f36283e49142de9cc3e;ACT-85090c645383482133fee915	DEC-293a4ccd330627b94533515e;DEC-322575a9f8ea867a77b9a7b8	nombre_archivo_exacto:conclus_durante_anio_cnpjf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-763d8676a1df92c7a62468b0	ACT-5ba043d5359153f38d2f6ac7;ACT-63d95640fa1e6b4cf09ec57e	DEC-57d1ae1b12e7d1f9868a398c;DEC-c01f17fef9f2a2ebd9f2185b	nombre_archivo_exacto:conclus_durante_anio_cnpjf2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-1fc8d2e5980d575861f27ccf	ACT-1ac8c7d735512f8e5ebb68f3;ACT-dda21efd58debcaaee5168b5	DEC-58f5468420e38c9b7936b5cb;DEC-a2bfd6059dd37175d2245caf	nombre_archivo_exacto:conclusi_durante_anio_cnijf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-8a7f877729ab9b8a3ac903de	ACT-05c111da31e3becc525e77e6;ACT-8f272f96eeb79996392825cc	DEC-729dce0074505a11af8a31fb;DEC-bba66d02e19e6c39e592d162	nombre_archivo_exacto:conclusi_durante_anio_cnijf2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-538472f84987569e43d1bba6	ACT-af553702f5ab483819452941;ACT-dd0faf857f279e5a08ace12f	DEC-6e04b38790105197cb47f91b;DEC-abcd7a71574508a87c776a02	nombre_archivo_exacto:conclusi_durante_anio_cnijf2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-52391cbe411df1f4ec8dca87	ACT-5ecfde3bba32ecf669dceafb;ACT-7500d439b1960b8e9b2f4520	DEC-b9a15d4d1584a649a1d40b5f;DEC-e204a0f3d3d6fb3ee81c540c	nombre_archivo_exacto:conclusio_durant_anio_cnije2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-63f3f7bd91c0968e39980963	ACT-621181d470a7e63b8302ae6e;ACT-e65cd67ecbaaa0c15dfa2c98	DEC-6afd2e2c8542518a4e2c922e;DEC-bcfe1da8f78784ea54d40a3d	nombre_archivo_exacto:conclusio_durant_anio_cnije2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-13596e7b6801db0c822ba850	ACT-1558ccffaa6bb28dd5e36976;ACT-b8c4312984c35cec57e42d59	DEC-25aeb20d12987e2cb8b41bea;DEC-89afd284c7a9c363e86f2278	nombre_archivo_exacto:conclusio_durant_anio_cnije2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-54dae5867ae8cee5c6596023	ACT-559a323ec54e6ef176f367eb;ACT-d73e4b4c1ecd20eca6e5dc8d	DEC-43673894f101170c6e1cd71a;DEC-ce6c45883ff46064304e6d3f	nombre_archivo_exacto:conclusion_exce_penal_cnije2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-7f38059fa87d07bc87ff105d	ACT-4b5ad2b22919b27f9ed358bb;ACT-94f276c1523aac12a54e0ece	DEC-91c2dba394124be5f8461ddb;DEC-f26800d1e73c6e076206f2c2	nombre_archivo_exacto:conclusion_exce_penal_cnije2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-fc7018aa43f91172f789228d	ACT-55ab01e7a26330791fe393c0;ACT-69e16fb1eb431518295e287d	DEC-5c1abad72acca5c60b580f73;DEC-a11da76d1223028c9ed1560f	nombre_archivo_exacto:conclusion_exce_penal_cnije2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-ac85f4d5c69cf7b0b545c1e5	ACT-cce44135b625a4f320df337d;ACT-d5abf9ff45b453dee8908a7b	DEC-3380d217c1f44099328ed7ed;DEC-ed1058bbd65f0e43fa106e92	nombre_archivo_exacto:conclusiones_cndhe2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-afffeeaa05e2368675281c3b	ACT-30aa4cda90e36d22ee744a1d;ACT-bb5b9f36e5cc4a5d1e182acb	DEC-18503331706576c123dca68d;DEC-393cc3ef71767a73e8e4889a	nombre_archivo_exacto:conclusiones_cndhe2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-c218e7b6db523e37b7ddaa77	ACT-35d183102705933860e6ae6a;ACT-530cb86c05241875eea7352b	DEC-c5c3491e9acb67745f2615be;DEC-eddfb7d14060a8af3ce0d231	nombre_archivo_exacto:conclusiones_cndhe2019_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-7982b808cd98fdd4d935ee92	ACT-197305ec14c2c935c2ab4309;ACT-e1a7979ab4d7faa9866360a3	DEC-c7990e1ccc5740f7b84fbe61;DEC-dd5b1c644c7e7276b17aa345	nombre_archivo_exacto:conclusiones_cndhf2017_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
CREC-11f56d1365f429aca84bfdfb	ACT-49f7abb7348463d896be70db;ACT-5e89d30e1234b9ad90941b97	DEC-028f2fc24f5143475f293551;DEC-e80b5813135238b2b32ceae7	nombre_archivo_exacto:conclusiones_cndhf2018_dbf.zip	Coincidencia nominal sin join estructural suficiente	Hash idéntico verificado, identificador oficial inequívoco o vínculo catálogo-entrega con contenido	PENDIENTE
