tarea_observacion_id	run_id	snapshot_t0_sha256	activo_id	objeto_logico_id	familia_logica_id	ruta_localizador	grado_inspeccion	metodo	criterio_parada	estado_plan
TOBS-467b2d23ec9834757318d589	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-b4f6be8080492e77babb2f10	OBJ-749dcb52b6360ad1e4fcd9ff	FAM-c3e192e8376bed95d8fb140d	/home/pc0/mm-corpus/raw/elcos2012/elcos_fd.xls	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-46abf6949c92587597ad8bd6	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-386d3d9c7f29585377fa1951	OBJ-fa1dd951547491354c030e7e	NO_DETERMINADO	/home/pc0/mm-corpus/raw/cuest_modulo_envipe2019.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-46d0dc7e1d6d11b2e2bd1b39	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-83625cb238799925daef0f96	OBJ-25bae9662a54b7bfefc79f57	FAM-e26cbacb09094d0e38c6cf07	/home/pc0/mm-corpus/raw/envipe2024/bd_envipe_2024_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-47ff69bc667e6ef84af614a9	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-a9e8fec542b3932b3620ab02	OBJ-87ab0037a5f32b8307699975	FAM-8e3bee0a5e96327a439cea97	/home/pc0/mm-corpus/raw/ejemplobd_enestyc_1999_stata.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-48e3c967b8cb112e7d80ec09	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-36de39c6b7ebf9f370c65131	OBJ-113372ed0da82d91f8ddb15e	FAM-fd33a0ebbe31f08ef64f0d5f	/home/pc0/mm-corpus/raw/mociba2020/mociba2020_bd_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-49818c8e541c167bf08a0fd3	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-50a08d5758f87787176c9ae7	OBJ-32f5139a586ad210c2595d1a	NO_DETERMINADO	/home/pc0/mm-corpus/raw/ennvih/doc/ehh02q_b2.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-4a6c1ff6c5c6fcf460be1a52	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-d75defd777b149a96310bd99	OBJ-9478dd5b1dc4e6d51022d0b4	FAM-c8aedba252483370b6e41260	/home/pc0/mm-corpus/raw/mociba2017/mociba2017_bd_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-4b9b5dda19a16a8263083969	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-9185b6b858e40d507c522733	OBJ-998deb085be12df16f845afa	FAM-9ab223e44c63380109831d33	/home/pc0/mm-corpus/raw/endireh2016/bd_mujeres_endireh2016_sitioinegi_stata.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-4c757a1e5f51125f37053d94	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-ad51d0f954ed470ec4f86359	OBJ-f8f6816961aeafdfcaa25691	NO_DETERMINADO	/home/pc0/mm-corpus/raw/ennvih/guiausuariov2.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-4d3fb66dedfb6e1f5cde548e	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-02f568efea4640aa9fc2126b	OBJ-3946d11abe2b69a8d2c77a4c	NO_DETERMINADO	/home/pc0/mm-corpus/raw/enigh2012_nc_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-4dc9d5c7788d45469c6dc1ef	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-8758a7bd57ab61498bf5040a	OBJ-226b8e16abf3ac35c642fb2b	NO_DETERMINADO	/home/pc0/mm-corpus/raw/enoe_n_trim3_2020-trim4_2022.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-4df5e80a6512680fd2e278bd	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-f5e4438bd778b51c7fdd82b3	OBJ-572ac4b462e65acfc9249c1b	FAM-c20919a64d1914fc8d7f6803	/home/pc0/mm-corpus/raw/fd_envipe2020.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-4ef1793f19ee07bfda305c63	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-78eaa36f9ec6775310335ff4	OBJ-e35d806cb65f1868762db197	FAM-ac788ced3bc6dc9770dff60d	/home/pc0/mm-corpus/raw/enut2019_der.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-4ef92db9f2effdd556ac23ef	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-b9635f0215daa72b983db41c	OBJ-466eddbc09e048b629efcd1e	FAM-ee86296dbb374bb1daf9d58b	/home/pc0/mm-corpus/raw/enfih2019/enfih_2019_base_de_datos_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-4f09143eef55523550a5860a	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-ed4295a8a7309d4aef85dfbf	OBJ-96b6bf987d7126de054d47b8	FAM-708d7417df0f671f900e9b2f	/home/pc0/mm-corpus/raw/engasto2013/gasto_de_consumo_ajustado_dta.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-508502d1d51da2194cdf5d94	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-5dc9b54b946445c189c287d3	OBJ-9513001aeff79daa0a0b0acc	FAM-7199597d5dfd0e597f86c6fe	/home/pc0/mm-corpus/raw/mociba2024/mociba2024_bd_dta.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-50abac628e1c1d094e63610c	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-02d547c920795b02e41d5bab	OBJ-7b66f5d8ea2a7f001646c45a	FAM-090b7ae027462c62c36726e7	/home/pc0/mm-corpus/raw/envipe2022/bd_envipe_2022_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-50fa1baa1af71fce9c397ef6	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-bcfc7df066e0e941c34d9f68	OBJ-e82482d9f5eba6e2a6074847	FAM-519f3a05667e560f23bc5bec	/home/pc0/mm-corpus/raw/endireh2021/bd_endireh_2021_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-517685f9ba62431267cb42cc	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-f1013a8ca75bf602f8882af8	OBJ-04ea4ded2319b623ad5d4b79	FAM-03f3e6863a60adab197e6437	/home/pc0/mm-corpus/raw/mociba2021/mociba2021_bd_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-51eab7b8f04177f6da226e79	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-4769d9945fc5411cb4542439	OBJ-fed736f03e12420f3875f224	FAM-977fc58a7a8eea20943eb725	/home/pc0/mm-corpus/raw/encig2015/encig15_base_datos_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-529fd34f6cb2f10acaaf6591	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-44c1bfbcbc3760d5deb94ce9	OBJ-29d8f448042dbbb6e326b8aa	FAM-241a1fad1ca793d17319ee2b	/home/pc0/mm-corpus/raw/mociba2017/mociba2017_fd.xlsx	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-53cda94758b91336fe9b970d	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-ac58b9471f61bf2fd35512bf	OBJ-cdc15404338812f958c6015b	FAM-a573e7b474f7bcfcbc990840	/home/pc0/mm-corpus/raw/mociba2023/mociba2023_bd_sav.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-544a1f479ecda7b116c3e88b	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-c81a7d8af6f886c67ae4c347	OBJ-35320e203983d975b22b0d90	FAM-c120aef837df10a9da1567e5	/home/pc0/mm-corpus/raw/endireh2006/bd_endireh_2006_sav.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5476c2311b92e561e0591198	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-a6a99e9b3b9b54d59abde75a	OBJ-7d2f6af746384396e8a1bc4a	FAM-ee7e7957a2279411c74254b4	/home/pc0/mm-corpus/raw/encig2019/encig19_base_datos_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-547ea61d160abdfe638ef612	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-e20a7e5106572c09efb68020	OBJ-d2bd127e82259a06dbe33aef	NO_DETERMINADO	/home/pc0/mm-corpus/raw/cuest_modulo_envipe2024.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-54b87f30789b793b0f548f73	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-f6d40f7a0fe011efb757fba2	OBJ-35812bf6a820dd83a981a52f	FAM-2b5bdb475c621bf74f029357	/home/pc0/mm-corpus/raw/enif_2021_bd_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-54bd6d902f77c54671a0537a	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-6d8caeb425cbd306f56def7d	OBJ-29065818baa23fa94ed72ede	FAM-0ba2b99c92efc78549e6f5b6	/home/pc0/mm-corpus/raw/endireh2003/fd_endireh2003.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-54da55e8e1996134e24e3988	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-7caba58c2beab82362eb4032	OBJ-0832dd3a5cec0fa192e13f0e	FAM-9f4d9b997fc6e0ce44fce396	/home/pc0/mm-corpus/raw/endireh2011/bd_endireh_2011_dta.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-553486ac1c4b554515b2faa0	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-a59b4ac45993be00568302bf	OBJ-f31ee8dc163d8cd7513ac941	NO_DETERMINADO	/home/pc0/mm-corpus/raw/enigh2020_nc_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-55e928aab36fef76b1ec7db6	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-91302f81e9a6d6fffcaa05bd	OBJ-4a79ee1c6cf8aaee8c6cd4f8	NO_DETERMINADO	/home/pc0/mm-corpus/raw/ennvih/doc/eloc09q_bcc1.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-55f343ac948413c752b9ff04	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-4e3fa580f2f004f8aa7c0a93	OBJ-9faae6c50e13d3482a7ada4b	FAM-ff1a19c86298b0ae6a8438ea	/home/pc0/mm-corpus/raw/envipe2011/base_de_datos_envipe_2011_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-562d5154ef9d87d8fe5d8df0	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-cba878ae46480faa6acae4f7	OBJ-db347aad1aed78f33e013627	NO_DETERMINADO	/home/pc0/mm-corpus/raw/conjunto_de_datos_enoen_2022_4t_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-569ea99f98b3f2b31de6d9a4	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-cefe0de7f799e604345794cb	OBJ-877cc28e184fe859634fcd04	FAM-093a6cf6e712679572f25c3f	/home/pc0/mm-corpus/raw/ejemplobd_enestyc_2001_xlsx.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-56bed9e8e8cacae6c3d0ebff	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-c00b36a8b979be0756070a36	OBJ-ffd42bcc30327bdb848399b5	NO_DETERMINADO	/home/pc0/mm-corpus/raw/encig15_cuestionario.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-573c6abddfba056764269676	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-2c44f0d16c7a81c133f82fc3	OBJ-a812e7ed3e39f994b20f174a	FAM-3663dc0217c3ee23d4f357f9	/home/pc0/mm-corpus/raw/enif_2024_fd.xlsx	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5770a3c5e3d253590d11e111	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-517fbaf50cef5f52dcbe98bf	OBJ-a2d7a3ae7e9d2a7f6f926ee9	FAM-34443d9687b50a1c45595e71	/home/pc0/mm-corpus/raw/enif_2021_fd_pdf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5904885cb1e3b2e04dd62896	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-5aaf34c705ca2f9e3e43ae79	OBJ-177863a336c4b54e15f95e09	FAM-c4d76ffd928e354c61aefb0c	/home/pc0/mm-corpus/raw/engasto2013/hogar_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-59ab1ea2cff538b025884fdb	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-510271458969db57954d1802	OBJ-3610dd3073a301127a13775c	FAM-87a6fbd9d87cea323e3009bf	/home/pc0/mm-corpus/raw/encig2013/encig13_base_datos_dbf.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-59f9aa439b38f6a3bbc869e9	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-63435ddf40f3f696b1d08ab1	OBJ-f4f25db763f4295da51c6712	FAM-4e7238691079968337417c24	/home/pc0/mm-corpus/raw/endireh2006/bd_endireh_2006_RData.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5a6e74faedb29a8cbe394c54	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-ae1ddb10e2992e10f0aaa4a9	OBJ-61b2d5d2041a4aa24702e8c7	FAM-8176303feb0dc3a68542fe33	/home/pc0/mm-corpus/raw/encig23_estructura_base_datos.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5a7324f8821ef3abf97a86f8	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-fbf22ac05647520d4c34406e	OBJ-5fadede750fa2fa2d48117d1	FAM-172b6df228afaf6822a5d23b	/home/pc0/mm-corpus/raw/eder2017/eder2017_bases_dta.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5aeb38acc92675d1b9e05be7	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-d6512dd9258cd61e41ea3f71	OBJ-421dffcc3beedc94aa8f4b80	FAM-d6bf1e3034928219dde35fe8	/home/pc0/mm-corpus/raw/envipe2021/bd_envipe_2021_RData.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5af39fc58a9aeab3a09b2323	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-899fc4b3b4a5a441f17f469e	OBJ-a127c521231e66326e54c3be	FAM-2bc97de35ce81db9862b9b3c	/home/pc0/mm-corpus/raw/engasto2012/persona_dta.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5b8779d68226b504360541d7	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-d158c8cf52428dd3834ec41b	OBJ-45a227f6e7b99a938cb40488	FAM-0f6fd46228c749e31bc10ad6	/home/pc0/mm-corpus/raw/endireh2003/bd_endireh_2003_sav.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5bb52218db9dd320125df11d	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-d7fcee91e2e767ab8c66a205	OBJ-05da3bd3447946c4bbe95d0c	NO_DETERMINADO	/home/pc0/mm-corpus/raw/ennvih/ehh09w_all.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5be2fd5dc90abcbe1bcc0e16	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-c49fb7430d687227856602e0	OBJ-db3396db7384783346209f62	NO_DETERMINADO	/home/pc0/mm-corpus/raw/ennvih/ehh05q_all.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5c5a72df4a73bc9cce00785d	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-0236d1facf398d55cbd02b06	OBJ-0109b0734b55cf2145f53c37	FAM-9a34158a31452d705be3ab86	/home/pc0/mm-corpus/raw/eder2017/eder2017_bases_sav.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5ca8fe0ef6ecdbcb2af1f1a5	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-a308390defcf924feeff78b2	OBJ-0e211806d8193b335d518feb	FAM-2032c0d2ac7d532a56271e80	/home/pc0/mm-corpus/raw/enasic2022/889463927082.pdf	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5ce3fb18bb413ee5d578bd45	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-5c3ec815e501b415d50abbea	OBJ-dda3cc42bd9dbb7f270596fe	FAM-cf5c2413266f31110c095e1f	/home/pc0/mm-corpus/raw/enasic2022/enasic_2022_fd.xlsx	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5d29c3f82183abbd5f0852c1	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-840b026d992e04e5eeed2cdf	OBJ-dfecd526d96272e206634881	FAM-f9de1693c1b0e327e49459c6	/home/pc0/mm-corpus/raw/endireh2003/bd_endireh_2003_dta.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5e1f5c93599a5c5c137d4852	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-62eaa96a712c73fc692f9368	OBJ-58ceca46042985803d6ebe02	FAM-124f40a2852f78692057dcbe	/home/pc0/mm-corpus/raw/envipe2023/bd_envipe_2023_RData.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
TOBS-5e8a90a5e88c4348e5fac54b	RUN-89f4c3a49c00c0e1	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	ACT-865af5afd647093793d3ec7d	OBJ-848ba3acee13683124f88c42	FAM-b9976f6a58713e5210bb3a07	/home/pc0/mm-corpus/raw/Censo2020_CAAS_eum_csv.zip	MINIMA_ESTRUCTURAL_NEUTRAL	INSPECTOR_FORMATO_DETERMINISTA	estructura enumerada y frontera declarada, o excepción material documentada	COMPLETADO
