tarea_observacion_id	tarea_origen_id	activo_id	ruta_local	hash_local	join_reutilizacion	expediente_origen
TOBS-2456bd950cefa295ab3586c5	TOBS-ee226ad3737178dab16a35b8	ACT-d427e69e6366960a7e5bcae2	encig25_estructura_base_datos.pdf	09e1b19bcb165979406865360bfdec95a9767640c58565b64d405ceb04e623a2	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-ee226ad3737178dab16a35b8
TOBS-246bb12693663894593a790e	TOBS-0a1814342dafc2f3f5a3999f	ACT-91fb6fe523133fbe95aa30f9	fd_envipe2019.pdf	47d58f6c38b705121e76895254a861448c728b8b25fff9c0ca1aca4ca34113d7	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-0a1814342dafc2f3f5a3999f
TOBS-24bda22227fb27bc99912e9b	TOBS-ccccbd9d9f3371157a194e74	ACT-243d67ca9ad48bed72ecdf89	encig2021_csv.zip	c92ea34c7c57237c49ca3d8d99382e340b5939c371ce820332876f7c4c62c56a	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-ccccbd9d9f3371157a194e74
TOBS-2568eb612608845dd1f658d8	TOBS-fe3a9b5dad47156ff1dee756	ACT-9e08b31cf0e1a13879ac9779	bases_enif2012_dbf.zip	7bafcf6fdd3747bf330099dd752f2010441e0cd18fe942c35b15249d98092e55	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-fe3a9b5dad47156ff1dee756
TOBS-256bd96ed0b1f642864f0231	TOBS-8d4b466d4d43c2c7f0956683	ACT-15884ebcf733d50ae905a920	lapop_abmex2023_cuestionario.pdf	0cf179c783d74f779eb7b0f0d880a59d6bfbd0c4ae53e394563f7a26c954b2d2	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-8d4b466d4d43c2c7f0956683
TOBS-2577a07fb618dda65f058411	TOBS-4b2e3adaf994b64966b79b5a	ACT-eb77d0a42b1f4bf2d3762375	endireh2011/bd_endireh_2011_dbf.zip	6fbaec591716eaf646c4452cdcd87033eb54e4a42ba507f44e9d3394c0c72259	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-4b2e3adaf994b64966b79b5a
TOBS-26e80654f4d9b0385d4d0fb2	TOBS-718bba21ba7bcc3439514b07	ACT-99019a06ee40057013f1ad41	R3.4_Banxico_CoDi_SPEI/banxico_codi_avances_banco_mexico.html	3052e7114cb2b100d7f170c2dc78549ca47174a7b2f9e581e36bea12bfb0252a	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-718bba21ba7bcc3439514b07
TOBS-272ecc3f7e93d832ad66ab66	TOBS-6bd66c5e409198025a65679f	ACT-a12b208e1568587074ca39a8	diccionario_cuestionario_ampliado_cpv2020.xlsx	e728cdac1872be856ba15c2902a77fb6c03e60c2d98619b7ae8988cc82afb6dc	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-6bd66c5e409198025a65679f
TOBS-27c1c42df2377364fe02f8e3	TOBS-760912ae0b12367a4c29433d	ACT-91001764c8ede2766d5ef824	ennvih/eloc05cb_all.zip	e793a63ba5b39bd5599c9340f64129e6ab380a7c67fc87c0721a04283fff2d7b	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-760912ae0b12367a4c29433d
TOBS-27d75654a35d5a92a03d2e50	TOBS-df08b582ab74841efaf704ea	ACT-7a9b9565802fddd34c530a51	conjunto_de_datos_enoe_2024_4t_csv.zip	bb6d958c9bca11672d367d2c051cd08bf1654c471c2f32c8e21992c126a3b426	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-df08b582ab74841efaf704ea
TOBS-287d09479b915504deb19c49	TOBS-aaece5d06af390c4e229edff	ACT-7a287bfcb2fde5146d4ae57d	envipe2021/bd_envipe_2021_dbf.zip	ad7857c0696ddc5cdd209fa09f28bffa149394a229b459e0aff43badf53cdce9	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-aaece5d06af390c4e229edff
TOBS-2888a4801ca491063a9475d3	TOBS-1f93285df3028a0138cb6baa	ACT-688194defe2a45178f3dd2da	conjunto_de_datos_enoen_2020_4t_csv.zip	c80d258fcd8a0975be4dcb49b0c4162ba46c1caa9a1f2af158b08a9195c62962	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-1f93285df3028a0138cb6baa
TOBS-2a2d59efff8ede8baf041d31	TOBS-88b4560b0fcfa120375ce000	ACT-881b0d60771042563bc51428	ennvih/doc/eloc05cb_bcc.pdf	303449abda3e3829096951b76de0835de9b44a11e12937d681612c9c05772393	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-88b4560b0fcfa120375ce000
TOBS-2ac5a1c6c42ef70fc22ee918	TOBS-c84baea36fe048aff96ee878	ACT-ec3df19d4b7039711a96284d	mociba2025/mociba2025_fd.xlsx	6807df722b6c464676f3493407bc01758020deae88f6559bceee821c3d3222e0	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-c84baea36fe048aff96ee878
TOBS-2b0d2e06a90eb74598413e84	TOBS-dc51011fa6991ff95c68c2f8	ACT-87c47daec27cb96dcc1856c1	mociba2020/mociba2020_bd_sav.zip	f388098bfd0f25b77d6bdcae2374f64ad7064247372bbd949fefd566de3d2fe3	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-dc51011fa6991ff95c68c2f8
TOBS-2b4eedc8dadc0a3b1e15e97c	TOBS-22e425d5470312824313f660	ACT-91c5b5751f216f886ea62a7c	engasto2012/gasto_de_consumo_ajustado_sav.zip	df537940dcacadd09b14a7c917a2c6ebd8e2cc7222a86d52917c2c21398ca6a4	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-22e425d5470312824313f660
TOBS-2ba1aa9142fd172d4ad0abe5	TOBS-c9daf17b7b1229075ab6563a	ACT-e7eb6a3f07eb8be2f99fb151	R1_1_AGROASEMEX/PAA_componente_apoyo.csv	b9ff8a730ba7cefe818f34feae2e95eee9bb00944c0cb1d7a791dfdd19c27ec1	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-c9daf17b7b1229075ab6563a
TOBS-2be4bf44c3fd8b8795a3e38f	TOBS-22bc705d73865279cc5753ae	ACT-7d993d10c090c449534e36f5	fd_envipe2025.pdf	83fe02467b661d64e8638d882b242b0e534b8383e683a3fcbeadd66ead777fad	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-22bc705d73865279cc5753ae
TOBS-2c57d48f950fcd0c9db589f3	TOBS-b63d5a7171bf2f4e5efb5fe6	ACT-ae15f5a97356c0a9ae1a4bb4	cuest_principal_envipe2022.pdf	5028852294be700e614ed1de57e4511ca6a1bdbb1ea8882e09421889b0bd608c	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-b63d5a7171bf2f4e5efb5fe6
TOBS-2e6746c0df5bafca1d36f7ef	TOBS-ce075e9267cae499abecb91f	ACT-d3c5de554a1ea0c876047c6d	enut2009_bd_dbf.zip	ae1bbbaf12ec4eb6eb314099101257fe5d778ff65adb223219369bc9378aaafa	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-ce075e9267cae499abecb91f
TOBS-2f33c2dc58e00cc0e6cf35cf	TOBS-c6957a689f9859d8f33555b2	ACT-e3761a40e8b5f91c1f1350c9	conjunto_de_datos_enoe_2023_1t_csv.zip	138e737d3644512d21c4704be32ab31fcd6c5f64c0a0fb30a96df12c9c305773	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-c6957a689f9859d8f33555b2
TOBS-2f4a13c26685248f8c667f47	TOBS-5d6e5d9bb908159a95ebd192	ACT-95c66f7705ff21f493c100b5	fd_iter_cpv2020.pdf	1b7ea20fb8f00b9ed248da725a43bda0c7bab6c96d4fe77d6ddf51b1876525eb	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-5d6e5d9bb908159a95ebd192
TOBS-30076bfeef910acff2573e45	TOBS-3b13328ca2b07678ddbaa331	ACT-aa790b610f6f413cc82f7b1d	engasto2013/viviendas_dbf.zip	bd1fa799ef23b02328b9a5ac5beb65a76d9b5ab2207423b4da49bb67a4aeaa93	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-3b13328ca2b07678ddbaa331
TOBS-30e5107aac38afd67533ca18	TOBS-2f0de7a931bd2a10ca6ac6a0	ACT-ade2886da868cc8cd983cfb7	envipe2016/fd_envipe2016.pdf	e21428e021a61718f6e5836ab903da8422cd461646c94201f038c5a9adb1a462	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-2f0de7a931bd2a10ca6ac6a0
TOBS-3104db64bbbef580dec03172	TOBS-72768efce981e5ba97c280e8	ACT-9110d3410ac0256e7befaf16	ennvih/ehh02cb_all.zip	a3220412505d6684e50548bdd1e01ce816d3af99ed846e4e27f30f35e9b506b2	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-72768efce981e5ba97c280e8
TOBS-319137cf5053fa3af417e176	TOBS-2c3a254e684632c7a01a7b90	ACT-efcf490fc92070fc70919317	envipe2023/bd_envipe_2023_csv.zip	030548137ee96eabe73c2de63a59678e7b857aa98889b8df1ccd7a48d0fb7018	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-2c3a254e684632c7a01a7b90
TOBS-31efc557a8fe166017a3b103	TOBS-ced3fb7d98e7ca66823123eb	ACT-92f3da56dafa64971687b350	encig2013/encig13_descripcion_archivos.pdf	12edd629b8a88c4c4ef9e344f821758db88a34c5d5f6c7fa9a2eabc8ed2119c7	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-ced3fb7d98e7ca66823123eb
TOBS-32589c31e214754278834876	TOBS-4c44bccf832b283f26ffc37c	ACT-5c9e7dcfd4abebf9ae0cf088	enigh2014_nc_csv.zip	fffec78d722e010229af7cc241592653163766f4216cb73a27c4fd87a11ada7e	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-4c44bccf832b283f26ffc37c
TOBS-327fbe220e2006c39a173a5f	TOBS-f1e6a91c7c9a26c5008f2e04	ACT-4cbb6540fa338a4de8bd8159	R1_1_AGROASEMEX/PAA_componente_subsidio_ramo_ganadero.csv	ccba2019639ea15b9f7cdc47acdfca8cae38dd0737c7a6b21acc496ebf0ccb4f	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-f1e6a91c7c9a26c5008f2e04
TOBS-33f626c8c076506c5b9caa36	TOBS-5069efbb6ec412b146ca226e	ACT-47ecb9909e4ae3c44e76c1bb	endireh2006/bd_endireh_2006_dbf.zip	cda0f30221e4e4168cc1a8edab1cd0053401b007844ca9d65c5cdc5344d6ba0c	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-5069efbb6ec412b146ca226e
TOBS-34e3985fae8e3fd7ce2a16eb	TOBS-a9557531656bb40ce28663c7	ACT-7265020d8b76e6415c876b14	engasto2012/gasto_de_consumo_ajustado_constante_sav.zip	67864acb791e3044e497df1fcb3d82bd81569c8b3408c6e57be1ecc5bc6dd01e	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-a9557531656bb40ce28663c7
TOBS-3571ce7adc8cca92669d2023	TOBS-de69df84d4a6a9cac3de341a	ACT-f98144a87bb213becca1aaeb	ejemplobd_enestyc_2005_xlsx.zip	2e134ecc658733583be3b7290fbe4a6fa532a517c7980c89f2139f0794f3f7a0	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-de69df84d4a6a9cac3de341a
TOBS-35bc16a1d56b7cebe27c9b8b	TOBS-fc97771049565417d7277611	ACT-1380c4b9ce32653daac87d84	R3.4_Banxico_CoDi_SPEI/informe_anual_IdMF_2019.pdf	fc9ed33813a22cc143df21c9ce25cf499a2a5d2ec16b3fc6da451b4ec73a188a	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-fc97771049565417d7277611
TOBS-36405e04d082f235456df78a	TOBS-99f87f9ec2e7ce47e7422128	ACT-c38ce984111e25439e710380	conjunto_de_datos_enoe_2024_1t_csv.zip	0beed808bf4f1457d6ec13600a8bdd3ca8db7e7276ab14675a44e74e6a33592c	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-99f87f9ec2e7ce47e7422128
TOBS-36aad77116246c95dd788c97	TOBS-7f55505b942152141b455b47	ACT-c2a83c6c7bd2ac5b4d0d37a2	enut2002_bd_dbf.zip	61c2de5a9296758a30a2066a21fe58f361a854a38a82f4370d6065cac46c1fad	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-7f55505b942152141b455b47
TOBS-36ea65d8753c3203ed8ad286	TOBS-c8d46a2516d8fd7948a86b9c	ACT-b3c7573b78b3b3c7660e26f6	latinobarometro2024_cuestionario_esp.pdf	f1fe995d24081906d91ff7646aa4afa7ecdf0e1728c3192d1dd264b89172fb7b	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-c8d46a2516d8fd7948a86b9c
TOBS-37c6f91e4b01507725269f0d	TOBS-16ef68e6ba88382b2e67c205	ACT-06e83a557175bd8a1036700e	encig2015_csv.zip	656b258288ab67a378af3ea358bb2b8325251247e30cf82123d851c726203a0e	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-16ef68e6ba88382b2e67c205
TOBS-38831e89b3625ca5fbe84682	TOBS-581bc78b6344dcf08bd465a9	ACT-689aac9ccda16aa732424aa0	mociba2020/mociba2020_fd.xlsx	71fa73cbbdbea98a9d8e3abcf27a34325207e88ec4ac57ff9d5f5cc4cb800134	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-581bc78b6344dcf08bd465a9
TOBS-38c0d1dbb190a4047bdc2af4	TOBS-7dda40205fe9e55728405cc4	ACT-ad4de3db7488b3893fb9190b	enpol2021/fd_enpol2021.pdf	7f3a23e15782d9df9a3e5da65b4fda9d9c9fc76ca1acfdf4f4347702ec6f06db	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-7dda40205fe9e55728405cc4
TOBS-3a7b96de2835c8def948e53a	TOBS-d313a52eafece3c87370338c	ACT-eb0732134e7071450a56737f	engasto2012/hogar_sav.zip	dd5a758fa5806c58f58a4b16070d0b9c2326e13ded369c05bee54538af5d0daa	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-d313a52eafece3c87370338c
TOBS-3b1377154bf2ad5c22be8147	TOBS-00987990c9c235e32be7af66	ACT-c8b51016b5773e0a7eb1ec3e	ennvih/doc/ehh02cb_b3a.pdf	c01c4548ad0b6b444700ad1165bbaedf837def5da5b8689a7fece6ceeb2f6d3b	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-00987990c9c235e32be7af66
TOBS-3bb404ee4faaed20c3041b1f	TOBS-23c2040de6e21fe4adf07d99	ACT-c0ae1e003f161f5bde9a3323	envipe2017/bd_envipe2017_dbf.zip	86df9910dae338d4c4487e6760e8e3ba1a752c8a8fcda967a8af152ad49d8f74	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-23c2040de6e21fe4adf07d99
TOBS-3c3ea4dcc5fc25ecb2c17801	TOBS-728f1e6fe1917f829ec4e027	ACT-598e93211d958aac562feb26	conjunto_de_datos_enoe_2020_1t_csv.zip	df69c6653909cdd98c501b176dc9b2eb7cc2e0498e238f289a41b6803f7f457f	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-728f1e6fe1917f829ec4e027
TOBS-3d423e571f21022e2d10e286	TOBS-a05f06239fe0c2d5dfceb8ab	ACT-7e4cc30b3ceee1d7fcce8ed5	enut2014_diccionario_variables.html	db9c9f75b47a2842fd1d5f0a4d7b950ccd1036f1456eb8511d55e0f223163cda	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-a05f06239fe0c2d5dfceb8ab
TOBS-3dc9a87a8b3e811172913636	TOBS-4eb5b5cfa337b335f80ce8a5	ACT-7b5c705a94c610d985a753cc	enasic2022/enasic_2022_bd_csv.zip	8a5e8c5ed2dcda6e25dfe2dd630c0ac7273e0736e7b99662a15a4ef68c3ab36e	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-4eb5b5cfa337b335f80ce8a5
TOBS-3e8d79c651a207e02f309bc8	TOBS-8c3f34cec6582fcfda77af02	ACT-7d15245fe47253ed397812cb	R1_1_AGROASEMEX/PAA_componente_subsidio_ramo_agricola.csv	16aa1c8129eebeb6658d9ea6e5df94554a43e2f788213e1000dcbd9c6a1e88a7	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-8c3f34cec6582fcfda77af02
TOBS-3eac70f01a1bdbfbbfad69f0	TOBS-7e38abf3ce0fe6d780965798	ACT-a711970dc14caa04b24a4d5c	enif_2015_fd.xlsx	8233cf53f59049660aa894d6a0bb93412f5a484fa96ede80c8f018ed3a250cc5	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-7e38abf3ce0fe6d780965798
TOBS-401743e653e5add8d9d468fc	TOBS-0636b964ce2521c72a336afe	ACT-a5b1ba06474f0809ac967843	ensafi2023/ensafi_2023_bd_csv.zip	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-0636b964ce2521c72a336afe
TOBS-401ee5bc6d4bc09505f50d85	TOBS-9eb2209b05919d0e9ad051dd	ACT-3b1bb7a1a73d7706364b6f69	engasto2012/vivienda_dta.zip	97ebeae2423ffafe1f568ec0a0f6e1e68e853e0cb11bc3cb42fd0e830995fd4a	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-9eb2209b05919d0e9ad051dd
TOBS-419116512235d66019a65239	TOBS-4570ee6bcae1b1dcdcbd6e40	ACT-864d8143e191362b10bc0ebd	enasem2024/enasem_2024_bd_csv.zip	6712f1b0cc5e15f70c7124c2de2f7d398e419d4d1e5adcf3c673363dfbd1c9a4	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-4570ee6bcae1b1dcdcbd6e40
TOBS-420265f66f285f10bbac6a73	TOBS-a9f8a960f850f79e2c868a2c	ACT-3da4789fcbb6e08cf0600357	endutih2025/endutih2025_bd_dbf.zip	a927528779c56b4565aae8b83bfaf119f50178bb4c7e7df4eaceee992f86ee1c	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-a9f8a960f850f79e2c868a2c
TOBS-424ece951d63a12cb7e1e5af	TOBS-ae7281ad6020c01581da63a9	ACT-d4c8c664bc5c22b19fe988f6	ennvih/doc/eloc09cb_bcc1.pdf	a696925e99472497f788420866849e3eedbc60137e68ff5ea457ab7ef150c37b	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-ae7281ad6020c01581da63a9
TOBS-42545b4bb0fa25536c4087b5	TOBS-d982f02ff7411960f53d42b5	ACT-9c5ba2064a28a3d87430cf37	mociba2015/mociba2015_bd_spss.zip	53a372cab2d89d193c7fdc9f71724112779c8e28621f5f7f859df3ab05c98826	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-d982f02ff7411960f53d42b5
TOBS-433c2fb7149a6d36f9d20481	TOBS-36b29e8011d90f50bd1a1ad4	ACT-e05b57a2d58585d445139b38	ennvih/eloc05dta_all.zip	fd7c1888d33a81d0269675654f3fc8f32b442d80a70b0164080fa19859cda1e0	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-36b29e8011d90f50bd1a1ad4
TOBS-43b821a8156705b0e14dc805	TOBS-f863ba201dac941faad14df9	ACT-4d021820a62d8ebd474e13a7	ejemplobd_enestyc_1995_xlsx.zip	66fa0e336729cfba6e3a4decdf013366c1db77c46f160982d30326a34c01ed5d	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-f863ba201dac941faad14df9
TOBS-4443ddb08b7c9bace469d94d	TOBS-6897f760038c9478b368e604	ACT-48183b4c4ca97f35327532c0	R4_1_SESTAD_ESTAD/SESTAD_reporte_2021.pdf	f4383a277ad9653486c41a7e29e801df8f88e67b39dd6adfe46e7ecdb5627f95	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-6897f760038c9478b368e604
TOBS-4480d19741d4d90419ef1029	TOBS-c691a63713ff4db69c0dfa44	ACT-eab37d70f0c8f01f8ede96be	mociba2022/mociba2022_bd_sav.zip	251bb224c1a02f94371d6ea04dd0040fc78155f05a19b2bb445199ebeeeb8058	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-c691a63713ff4db69c0dfa44
TOBS-4585ea22fa4486900f33b534	TOBS-c457eb2dbbf93bfa59c0f841	ACT-d2bd2a215e7a601a95aa4f9b	mociba2020/mociba2020_bd_dta.zip	be387987f07ffc863a1c899c5a73960dd4540b68ca20b3c177a5391f20c02957	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-c457eb2dbbf93bfa59c0f841
TOBS-467b2d23ec9834757318d589	TOBS-33b9237d79b509ae8f53a71d	ACT-b4f6be8080492e77babb2f10	elcos2012/elcos_fd.xls	5d93835e086b7d03863b80d394e0a6a006bfac27a8ee3cf8a6db1fe0140ec9c9	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-33b9237d79b509ae8f53a71d
TOBS-46abf6949c92587597ad8bd6	TOBS-7298bdeae6e949146ee42da0	ACT-386d3d9c7f29585377fa1951	cuest_modulo_envipe2019.pdf	95f78fc6f788dfe01abc34d7af7ff06446dd00e5a6c0fd62c63d0c942cf3fb42	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-7298bdeae6e949146ee42da0
TOBS-46d0dc7e1d6d11b2e2bd1b39	TOBS-65e66110efc58b03d01ba598	ACT-83625cb238799925daef0f96	envipe2024/bd_envipe_2024_csv.zip	0af555fad17edd3b5379f0183bbbe553ce805f431a8971393cb1135419040393	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-65e66110efc58b03d01ba598
TOBS-47ff69bc667e6ef84af614a9	TOBS-1a571d4e425d00545f784418	ACT-a9e8fec542b3932b3620ab02	ejemplobd_enestyc_1999_stata.zip	f19c9021c587f4f6403b71d8b0b177b270afc0e65c3065e87fbefddab39f4cea	RUTA_LOCAL+SHA256+EXPEDIENTE_HASH_VALIDO	/tmp/modelado-mexicano-barrido/RUN-377a255de24ca946/inspector/TOBS-1a571d4e425d00545f784418
