reporte_id	record_id	record_sha256	batch_id	batch_sha256	payload_id	representacion_id	sha256	objeto_logico_id	grado_inspeccion	afirmacion_tipo	objeto_tipo	localizador	descripcion_neutral	frontera_inspeccion	estado	privacidad	fecha
RPTC-B2-43b5e059afabbbe08d6424df812e6e38f89e282fe72c7ab19ce784483f91e078	E2R-ee15a800f68c821bf1599fa32cf4fb3253c7300e1b8a06982195f434d098100c	aeebf8a4919a711abe261de49cb39c77fa9a179b8fd31fc4de7c5043594fab09	E2B-2ceadb55c2de3e706f33f85563121b52e51e43b07889c5e959939518f794fb95	2ceadb55c2de3e706f33f85563121b52e51e43b07889c5e959939518f794fb95	nse_integrantes_ensanut_2024_csv_csv	REP-33f120ceb00c2dc70a37ebca27955ae9e928dc7f971322245235a2c4a1542d0b	0315bc625b262ec14f818c4b3858a387a022911e527af059ac3c6923f46e6ff0	OBJ-B2-a463f0cd300206225584582eb7fffcdc74b090549d46aec6a6fdeac37017e488	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=1:NSE_Integrantes_ENSANUT_2024.csv	[REDACTADO-PRIVACIDAD]; objetos=1; muestra=E2R-ee15a800f68c821bf1599fa32cf4fb3253c7300e1b8a06982195f434d098100c	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-43cd3e3def4bdb05455a05de7ccb6adfa0e8b376f1765715795181252d2f76cc	E2R-ab860526c2c24d80c0dabf57710b58d796e48d14e799cbb72178f66d02d80b88	08b10b436273f810c3312739138c836f79af704c9509b035b3d368359569beaf	E2B-01e5937d9e66eb4ce5fb89afba8bb8df611abf9d72833ac40e061e76d394dd92	01e5937d9e66eb4ce5fb89afba8bb8df611abf9d72833ac40e061e76d394dd92	enif2021_csv	REP-fd9ac094289cd2d3f96bb1c5bd05287caa3f6363976a7a0f6bff379aef89219e	0f314fa3733b4b5519486ed4015fca1c9e0864840bcd5944aa7de27796fe5cd9	OBJ-B2-2957e91a9b7a9c71ea05e93c3b9f0f72281691e755b89bc33ea406edc415fd60	E2	RESUMEN-NEUTRAL-COMPACTO	TABLA	zip!/miembro=282:conjunto_de_datos_tmodulo_enif_2021/catalogos/p6_4_4.csv#/contenido-tabla	TABLA; objetos=378; muestra=E2R-ab860526c2c24d80c0dabf57710b58d796e48d14e799cbb72178f66d02d80b88	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-43d51e1d4bb60155ae239ca345353056e06028ecacc3d9345b5ff28f5c358e3b	E2R-f8e44b6675d3082d6887c2622867eb6faa04b2bde130c21243936971cdca9532	102a00423af489195cbf0a17bcc0dabc43b85247a269b58749cd7d2af9837b98	E2B-0ff1768290f07b89e3c1ba6f083d754ed57b5f7e4b379eac98f5bd8236370f66	0ff1768290f07b89e3c1ba6f083d754ed57b5f7e4b379eac98f5bd8236370f66	NO-APLICA	REP-26b9e9e1caa2dbdf486ab36199ae29a40d25efea2fe59947cb62321976ab3f66	03541007078e661e4df11863f5c62fbe9adb3f745e91547446d05737fcf7cd45	OBJ-B2-edfbe331a94c0aa4c260d29587e8751b8275ee2cbd898656cb625a41d32425df	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	pagina=5	[REDACTADO-PRIVACIDAD]	todas las páginas; texto no extraíble se declara por página	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-43e784296c37d591393a971732007a6f5970921c68cb500f6291193fabc3b005	E2R-bf959d49fddc3f05d38870f734a609b67e4eaa577ae8bc96ab3e36f958fbbada	f150a1e4dc638a018e2e7111111e8f396864c21f79436854b8b8c7b62e65035f	E2B-358a57091c9c7eed1cd6647d7f73b73e88947b0410726b63d37e9a5160a2ca20	358a57091c9c7eed1cd6647d7f73b73e88947b0410726b63d37e9a5160a2ca20	descargamasiva_3072026_10567	REP-7bdcf7bf0672872569f80019dcd4715d8e488d66de7a6fb1b768df4ae0bccd7f	e913e542b6f08fee3192d3881891e5a0163cd715d1d321b38d108dbda9aa2b25	OBJ-B2-1a900d2bf0d9f925addc662ebdc5beddad9102d3802171611693fc254801a718	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=2:leeme.txt!/contenido/linea-estructural=6	[REDACTADO-PRIVACIDAD]; objetos=5; muestra=E2R-bf959d49fddc3f05d38870f734a609b67e4eaa577ae8bc96ab3e36f958fbbada	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-43fd25829ca0b705b614a83db90e8125507210c53caec79e8eb21d2b271bd176	E2R-460aca7745cab8b1fc57763e25b95f804445b324055dbd7956590e04e1453519	aa3ffc2fd31a4d72a269244e63e2ae1f5f63e6f8dae9f63e109e206a63178a9e	E2B-ba1dc3785ee1ae320a7252fcfcf5e0c23f11cb52744b660f3bbb300a23174acb	ba1dc3785ee1ae320a7252fcfcf5e0c23f11cb52744b660f3bbb300a23174acb	engasto_2012_persona_sav	REP-db07f5f870574e685f3efbe17f6ac75cb42d5d8106dfc688f23ba69dde6d4928	8e85eab54028831c00f02d8a7841fa887d60e998b6700983d69a2fd99f29491c	OBJ-B2-be474679d2642e8b8ac288bae3a02c0d8f7c5046c550c103a0b081dc069d919e	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=1:persona.sav!/contenido/tabla=sav#extension=6:subtipo=18	[REDACTADO-PRIVACIDAD]; objetos=7; muestra=E2R-460aca7745cab8b1fc57763e25b95f804445b324055dbd7956590e04e1453519	contenedor y miembros completos; anidados hasta profundidad 4	EXCEPCION-ESPECIFICA	DEPURADO	2026-08-17
RPTC-B2-441aaf5ce2ca89afd649eef71c74fda14f7c0481790101d6c943e9959c620840	E2R-fc58d44ff845695cd058a1597a8aef8271f3329c1df65c80d0628bed23e1ca32	cbe8fce2da126e5af0764beeff8e8ee10933e4ef438376d20d529f0feac1dcd9	E2B-14883c2212e3fefc2eabf7e176e8365476bf61c911c9ee73c6b1b1b835664d5b	14883c2212e3fefc2eabf7e176e8365476bf61c911c9ee73c6b1b1b835664d5b	encig2019_csv	REP-d91ca8aba412e15c5d684f07496e162e62b65d38972f9b3481e1577c72f67314	61f49f6149729a7f22c4a64310dd894ec645ebe8b40110cac3fb32125a6ed979	OBJ-B2-a127941e7af514caeb571c9f7b305a1b45d4c7c6acaf832c8449c111a993bb69	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=188:conjunto_de_datos_encig2019_01_sec1_3_4_5_8_9_10/catalogos/P5_6_11.csv	[REDACTADO-PRIVACIDAD]; objetos=161; muestra=E2R-fc58d44ff845695cd058a1597a8aef8271f3329c1df65c80d0628bed23e1ca32	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-44460241db59ca789dc0cb7bd0a80ed278646fdcc292d62f3bbe73d70f9c834e	E2R-296cf043052ec9251278ab294919f7aec4ec7261fb3cc499775771be1d23d209	2c74a63d81cdbdc0c45baa3c0036c444f2119080871578c3cfb89d3730609f84	E2B-909cd250c4ffbf9be8e824e0f64689b780711091477792ac69ae6fb79bc90db4	909cd250c4ffbf9be8e824e0f64689b780711091477792ac69ae6fb79bc90db4	3_vfinal_cuestionario_adolescentes_ensanut_2024_etiquetas_cuestionarios	REP-8efbbb8372970c106d906bdab4e86ad5e9a0d8a9ae6babf7a14340b74155594c	344f32ef0f873f86fb20faf1d6afd2bfa0bc3735656ea4fe4d71e39736faeeab	OBJ-B2-458d4e23f32c35effca81cb3644d5bbbc2dd4333a620551386a5d3f29aa56533	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	pagina=16	[REDACTADO-PRIVACIDAD]; objetos=28; muestra=E2R-296cf043052ec9251278ab294919f7aec4ec7261fb3cc499775771be1d23d209	todas las páginas; texto no extraíble se declara por página	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-4451a022a7b8784aac0f61be2217b9e51352ec7accaea22a319ba6fbe1808773	E2R-8bc3d8343ac4cd856d98de5dc5fbce253b54790e7726cbdfacaee98286d386a5	8a1cfeaeedd9a4131742d0df10f1e12f765f449cc812fb5840c95bbd9df08041	E2B-ad68bce89435ced9acfd9a3563be8c4cf199c7c47495a77be2f5cc014bd085ff	ad68bce89435ced9acfd9a3563be8c4cf199c7c47495a77be2f5cc014bd085ff	enoe_2025_1t_csv	REP-cc78ca4a4f1af238c49853d774eebb345d8500dfb47cb16167373ecd96bb157c	3931e7c9242147da6ebf9badb1e2b9a59d43d95a9811e077232be406c4ce6691	OBJ-B2-2b39ae140485fc3d6160e88116bd6c84c463a1b79017e1b6d9467a752dbc5559	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=171:conjunto_de_datos_coe2_enoe_2025_1t/catalogos/p6_3.csv	[REDACTADO-PRIVACIDAD]; objetos=285; muestra=E2R-8bc3d8343ac4cd856d98de5dc5fbce253b54790e7726cbdfacaee98286d386a5	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-4488dbb8793e92a9071bab70236b4ee722b00b4b442a1031c21fc28101f13618	E2R-441c4946d9ff31b3c671a9997bdcc49f4a311d2201aaef57d5563acf5e840453	d8a0ffbe4246c6a75b03425fcbe30e54f643e0edc55a16e523b5ea40eaaf7722	E2B-7bea3a2fbccb04ed6121dd449491d9720e9e50f5989bab5bd313fe4e2bb3bd46	7bea3a2fbccb04ed6121dd449491d9720e9e50f5989bab5bd313fe4e2bb3bd46	enoe_2019_2t_csv	REP-49764e079853093c695a28af253239eb81f5d60dac105e9e5b9479d24c065e33	939eea79c9b1f6777af991af0f1966e63ce642976abb0cd5886eb396f3ad903e	OBJ-B2-84353c536fa9dfa51e687fce63c835025634c18aa318798163660078e62d3633	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=123:conjunto_de_datos_coe1_enoe_2019_2t/catalogos/eda.csv	[REDACTADO-PRIVACIDAD]; objetos=75; muestra=E2R-441c4946d9ff31b3c671a9997bdcc49f4a311d2201aaef57d5563acf5e840453	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-44ae80cc3acb8e29aa72492b632b6a14ba6d1ea4fce3bac0a64c303d6c361f3c	E2R-a995c50002f51cc8a4d809c61e3f16d48a41e15c88b1232def02d36e6b794c94	2d9053edc9397d2d4c63b1e39ef8593585fb48cdd6afb48a101219d117f3b279	E2B-1da7468c5acad27344b62784be27c5aa055b259e61865cd8dc30ea91ad0162a1	1da7468c5acad27344b62784be27c5aa055b259e61865cd8dc30ea91ad0162a1	endireh_2006_bd_endireh_2006_rdata	REP-cdb84505c85d0b6e9e75738faf718732b40802f6c8f93a84db013a779c1c9d1c	e3456fb7c551c527e83bfc2fc1e2d33007e54b5db5821f8733b303468fb31596	OBJ-B2-a8c06107d5972aae1420fa2bd110342b67acea921346601dc0376dfc9c5ff54b	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=2:bd_endireh_2006_rdata/Cat_endireh06.zip!/miembro=2:CAT_SD.dbf	[REDACTADO-PRIVACIDAD]; objetos=10; muestra=E2R-a995c50002f51cc8a4d809c61e3f16d48a41e15c88b1232def02d36e6b794c94	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-44c26008e1f8238a65720e6de5c814fa1c3dec39c21b6af830734bbbaff5a8dc	E2R-54f6bddbf28ba55c96e13ef47ea8b8f3ba93dfde4bbc7123c87b98b295e4090f	77394bd3aa09ec111b2c3396bc800a779e7b417e2e1c87f388de91a0ec9af498	E2B-519c946b3404802d5522913da332196b929374791594e3a813d48ca78f63ccec	519c946b3404802d5522913da332196b929374791594e3a813d48ca78f63ccec	adolescentes_ensanut2024_w_csv_csv	REP-f0b5fe43ac9a695a9f3bf7457a4c3dafab1364918fe0cf175aabca1f855465b3	3c5f21ef6158ea0830cabc750ca31b45e0039b04fa93b9b9236b0fe6457d023b	OBJ-B2-14a48048a216b84d4d0be99d291e68881e10d683c39456471a19ed89635db85f	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=1:adolescentes_ensanut2024_w.csv	[REDACTADO-PRIVACIDAD]; objetos=1; muestra=E2R-54f6bddbf28ba55c96e13ef47ea8b8f3ba93dfde4bbc7123c87b98b295e4090f	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-4560e2aa10a0e5d96ebff34ac92cb35000174575887d20a4b27b592df9c67bdf	E2R-105a9321e2b7238c17005a73b1e8e7494a964c812dba7e72570f39afae2f90a3	9c89410221230638bf638b81f22982a5d9225ff6d9144dd45734bfa7a501b275	E2B-d29abdd7137e9155078788417c38a838d4b7ef20e98b5d73f30639fce04815e8	d29abdd7137e9155078788417c38a838d4b7ef20e98b5d73f30639fce04815e8	encig2021_csv	REP-725b32e8a899dc408d545074e35e32a8852232a353421e43bc6c346471796390	c92ea34c7c57237c49ca3d8d99382e340b5939c371ce820332876f7c4c62c56a	OBJ-B2-036109de4cfb8ca399f1bc3867720150a487b67f71273aed9d3eccc965a13523	E2	RESUMEN-NEUTRAL-COMPACTO	COLUMNA	zip!/miembro=324:conjunto_de_datos_encig2021_01_sec1_A_3_4_5_8_9_10/catalogos/P5_8B.csv#/contenido-tabla#columna=1	COLUMNA; objetos=1337; muestra=E2R-105a9321e2b7238c17005a73b1e8e7494a964c812dba7e72570f39afae2f90a3	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-457995047da069f1714829322133c005f33be34531ea7d80dedc60698253c7ed	E2R-8e8a71b5e6ec1d668e385b466d992017b09bffaad368d579c9ed7d7c6159a5f3	653bdaa89ad3dccd84355ebe1cbcd9f2adb6d3a5ac4df4146e50e62bd77983f9	E2B-7fd7e8fc2bf4a6c6a48edaff600220dec252a36c7089473f49af18d8a6d192b2	7fd7e8fc2bf4a6c6a48edaff600220dec252a36c7089473f49af18d8a6d192b2	engasto2012_gasto_de_consumo_ajustado_constante_dbf	REP-14916fcdb4cc37c955bfb045318f0eaccaf14f4d39bbdf96bd29718a92ea88d5	48a47e6ca7e2cc0add060ad60e54548c521400e4cde8cbc76a8a56989d8d56a6	OBJ-B2-b715e1a5d6334ffd5e5e8e3a88dabdc33e848205c71931397efc6fdb45762522	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=1:gasto_de_consumo_ajustado_constante.dbf	[REDACTADO-PRIVACIDAD]; objetos=1; muestra=E2R-8e8a71b5e6ec1d668e385b466d992017b09bffaad368d579c9ed7d7c6159a5f3	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-457eecd74998d17c53ffd3bddd66badc8bad72effacad5b8b50eab52604ae5ad	E2R-e187efa03e822aec9b9cf4d560bcb3546d92365ed3b51fa55e8cf58048533f51	8b278665fcf39b0a749777a53b278a069e14c210dac8d6f6ba5aec024e0adeb8	E2B-da13a5c39fe35efdea26a0059de051c299bde1cd28b3a3d62d77ce5ca8d9cedf	da13a5c39fe35efdea26a0059de051c299bde1cd28b3a3d62d77ce5ca8d9cedf	banxico_sie_cf881_cuentas_validadas	REP-68ccbe289f1c53c8f4a1830fbf556abab56b286cb4c0c8204e1ea88a5f76a404	1debc7f3cc65edde5ef8c48544c03bf7dd6244a836dd19ad299c138e25fc3f55	OBJ-B2-79d0984fc4ef5ed945cfc3038b6686bb083a1904c9289b07c0e103ff54bcd0e3	E2	RESUMEN-NEUTRAL-COMPACTO	FORM	html#nodo=4/html/head/meta/meta/meta/meta/meta/noscript/link/link/link/link/body/form	FORM; objetos=1; muestra=E2R-e187efa03e822aec9b9cf4d560bcb3546d92365ed3b51fa55e8cf58048533f51	documento completo; enlaces no seguidos y scripts no ejecutados	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-45b416421b23b9791d3ef7e305365db0e395890a24cf4521bde298af660bbd62	E2R-1639ef8e076df136033f417f03e4ecbfd48f0297b6ebe88f82b0154f6e2c3833	01e08fb0b206456d87a2798278923cb5721644add600f2226bec083a6edda9ec	E2B-987c8a1764efe5ba5a0b666fbd35d74e1fe4bc1ed3d25b3ad03a408200626e6a	987c8a1764efe5ba5a0b666fbd35d74e1fe4bc1ed3d25b3ad03a408200626e6a	NO-APLICA	REP-a5fc2ac712904cbe8479880cc877ea3e60a17fd2ce5d279ccfc5593e500ba2f5	a355e4ca93476d66a4138ec7f565574214fbba517de219d71ff1c2851a61fa2a	OBJ-B2-2fdc8907d3794ffba5b4518381e7523154c2f642014530ff9a30ac31e7a4d698	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	tabla=sav#variable=103:nombre_sha256=db247c6130865b457880cfff81b6468f834b165b0f243b567383a8a50246f6df	[REDACTADO-PRIVACIDAD]; objetos=390; muestra=E2R-1639ef8e076df136033f417f03e4ecbfd48f0297b6ebe88f82b0154f6e2c3833	diccionario base, variables, formatos y value labels; extensiones no decodificadas quedan como excepción; observaciones no leídas	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-465e0be10e29ab7a5e6516b0b2a82b813b2d13f4a0a0ce9518d9c94127f0fcbb	E2R-d2c08a3c60c3ea68f635f1da040039975dd4107e976ad0839df63a6776c32d94	890ff60b13a273eb1579663639bf74a1f3d04fe634c0996d572d6c08721cd365	E2B-389f81dd0606d431dac30394d78ccf7b2048d70f8f285c109baa2254f1be2d38	389f81dd0606d431dac30394d78ccf7b2048d70f8f285c109baa2254f1be2d38	engasto_2012_gasto_mujeres_dbf	REP-159f67e720685b135a4d98a520aee9cd5d9e4002c1bd750e6e39fd412e20d50f	2d092d36e8a23b3b7a7561f3e0d6648bcedd9265ec398dc5711419e00bd5a379	OBJ-B2-a0e9287dcb5c29c11671339705dfd10513c119865eb4ac0c741da54e9b3168b3	E2	RESUMEN-NEUTRAL-COMPACTO	FORMATO-NO-SOPORTADO	zip!/miembro=1:gasto_mujeres.dbf!/contenido	FORMATO-NO-SOPORTADO; objetos=1; muestra=E2R-d2c08a3c60c3ea68f635f1da040039975dd4107e976ad0839df63a6776c32d94	contenedor y miembros completos; anidados hasta profundidad 4	EXCEPCION-ESPECIFICA	DEPURADO	2026-08-17
RPTC-B2-465ea3d214fba0d0e8a11897827c16670182612561c4e8010e7b5e6a94ee027d	E2R-1a3c9846786d85ae6a5f0586bcaa5ded5980d97d745e4d25122c6d9892a30a88	af881122dab6f938d78b4b279c7bb6562394df05df8ea9f9ad29d995086c3774	E2B-e5809577baae734706e707db5190e8d8537e62e4206c8f041da591dfa87b8d92	e5809577baae734706e707db5190e8d8537e62e4206c8f041da591dfa87b8d92	banxico_sie_cf883_dispositivos_enrolados	REP-80fe086b207ddc42a700f77c8be915f117167fb723ee87b242f5ceec6069b129	f6456499e8ab2e498cf0995308f6a14250ae9529611fe9320a578642d85c5b1a	OBJ-B2-ba290736c5466557e44a9eb181052f0de8b29c78a5a96d9e59575a5da6b47a17	E2	RESUMEN-NEUTRAL-COMPACTO	H1	html#nodo=5/html/head/meta/meta/meta/meta/meta/noscript/link/link/link/link/body/form/link/header/div/div/div/div/div/h1	H1; objetos=1; muestra=E2R-1a3c9846786d85ae6a5f0586bcaa5ded5980d97d745e4d25122c6d9892a30a88	documento completo; enlaces no seguidos y scripts no ejecutados	E2-COMPLETO	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-46c20d5b0c2b9f4d96df1915445fd1784590e174c812bb57c12f220837c40deb	E2R-85d4670991e341c086f68d96d70f8e6e43ed08083ecfc5989a8d7c15f3a71cad	7855b5f80e0211c1c7b7e7c580916bcf98786cff643e6a804a9620bef8531230	E2B-300dd77e58104c0c1e06aa237a95e9ba9db4b48837f17e33ea99a1e47ecc44f9	300dd77e58104c0c1e06aa237a95e9ba9db4b48837f17e33ea99a1e47ecc44f9	envipe_2024_bd_envipe_2024_dta	REP-94ef1242b4e2a26b15a882963d64be8dc6add355ff1a1587110c5ca5c863b070	e2f5c57cd9103524dacf27c9d13b2c33c7dc0476daa8fc028aae5efb913a8b18	OBJ-B2-2d04ba83b6a471a982a7963e315c6649c733f917b0c620b11bed009c4aef8abb	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	zip!/miembro=3:TPer_Vic1.dta!/contenido/tabla=stata#variable=81:nombre_sha256=382e115be51f968b3c929c7338337a4278da0f9f4644fd394870de3bb1c70e2e	[REDACTADO-PRIVACIDAD]; objetos=430; muestra=E2R-85d4670991e341c086f68d96d70f8e6e43ed08083ecfc5989a8d7c15f3a71cad	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-46d78157688c0e8e341731dd9b22660b22c2aff2fc603d50dfe3c4cfe52bad76	E2R-a33f6e60661cb3c395c43f2b40a2c705354ab0782dd4c73ff49c42d919c7c78e	d9ba82910a613094d472b5f989d513ebab595a7b49ea15a67158fff212839e58	E2B-f37c8c996cf4a8fba71946220f9dc9a6aa750bedbce88c1e0f96a042ab1c77b3	f37c8c996cf4a8fba71946220f9dc9a6aa750bedbce88c1e0f96a042ab1c77b3	envipe2023_cuest_modulo_pdf	REP-b213ba07bb4e0524e389bd28aa75c3dfb28d2e9785268165ff5c388cb98ed7fb	98d3c632cc038c4a9a1ff129efb63f6d1ac786f46e4886aaaf5aff92b4cdf5b4	OBJ-B2-c0fe82abeacaf787c8bcefb704e32695000c3ed3680f38fccd49bc5934da972d	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	contenido=raiz	[REDACTADO-PRIVACIDAD]; objetos=1; muestra=E2R-a33f6e60661cb3c395c43f2b40a2c705354ab0782dd4c73ff49c42d919c7c78e	apertura detenida en parser de formato: PermissionError	EXCEPCION-ESPECIFICA	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-46e7d5a882549bfc32cdbbbc8ba2483acd6d1eec19bdc343227a08c38dba2b48	E2R-1f4b29851c2a5d17734dcf39539cfb78649b49248942855ced65e6e0f605ec46	53dc26b8963750eee91e125c72fd7587ce40d494d9fc8896d485cae11a3c211b	E2B-129166c5ab36a9a0e2ae35d3a771af13b270ce78762f6c51a81fa124e7983904	129166c5ab36a9a0e2ae35d3a771af13b270ce78762f6c51a81fa124e7983904	NO-APLICA	REP-0ca4e04aae8a90551facde0062e550daf176bb82bc650ad66130970f5bafa2db	e725383552753223d263a1d65e2aaf9549a59859eb1b5777b666f32728700c99	OBJ-B2-eeec8006391c5e011e50166e528985c5b740e72af852d5423b5658302cade492	E2	RESUMEN-NEUTRAL-COMPACTO	[REDACTADO-PRIVACIDAD]	tabla=sav#extension=4:subtipo=13	[REDACTADO-PRIVACIDAD]	diccionario base, variables, formatos y value labels; extensiones no decodificadas quedan como excepción; observaciones no leídas	EXCEPCION-ESPECIFICA	[REDACTADO-PRIVACIDAD]	2026-08-17
RPTC-B2-46ed4857f60457504daafd6ca1a702d76e7a846f8dac49f695b7de64ab38ff5f	E2R-513b76a0913d1277eef0456bb2b0317274f15d184f552a57661b3d9b231aa178	5a6437b72993acb0b089e08a866b0aca09ce9103022f5dc4d67dcc25fd14e33b	E2B-e1d44ecd33cd0249db797a913cf8168110f9da5e33a1b7eaca23b05bc7b3a6fd	e1d44ecd33cd0249db797a913cf8168110f9da5e33a1b7eaca23b05bc7b3a6fd	enoe_2019_1t_csv	REP-c27d0441f2d08ebe4f46a31b855a8e3d4f23a61a912ef3758d19fc5f6b1b8b72	fffc14c0b6e7f1e3ea33ce587dad4716820313fc6de9c5c34542c6495175ed4b	OBJ-B2-571b3ec7e469995d6043f51b90d4e1988cc4062bd62b12e262b3d58a3d2c659e	E2	RESUMEN-NEUTRAL-COMPACTO	COLUMNA	zip!/miembro=310:conjunto_de_datos_coe2_enoe_2019_1t/catalogos/p10b.csv#/contenido-tabla#columna=1	COLUMNA; objetos=1235; muestra=E2R-513b76a0913d1277eef0456bb2b0317274f15d184f552a57661b3d9b231aa178	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-4712c5ecfa691d0bf85d6f65c047656b9dd9d9e41501598e204b27e5df2c32c2	E2R-b4e9671b85ce24db16734eaab414a83664f8dd54e35a440ac53a583a3f3abded	7993789a56579ef325c44ce3a0880361af010b0f62a83de501fcef3bd8bef6ca	E2B-9c9d60df228de0fc2e1e58a18f7b85d39f65f03469f5837e0b8450925e325099	9c9d60df228de0fc2e1e58a18f7b85d39f65f03469f5837e0b8450925e325099	mociba_2021_mociba2021_fd	REP-d5528d424c13053703a4949d4969ff097b9d22b59b46e8ae16df342a6f3d2e43	375bf7c1bcdbcc9b0716cd3b63fe940906a97783a3b69f2afad35f35950b1e25	OBJ-B2-626d9dc91f0019684e18294544f43ea1b19d1494178a662c82d755846abeccee	E2	RESUMEN-NEUTRAL-COMPACTO	COLUMNA	hoja=TMOCIBA#columna=3	COLUMNA; objetos=9; muestra=E2R-b4e9671b85ce24db16734eaab414a83664f8dd54e35a440ac53a583a3f3abded	todas las hojas/tablas y encabezados; celdas de observación no persistidas	E2-COMPLETO	DEPURADO	2026-08-17
RPTC-B2-4725a3455b8b67de84b9503f70df3a98a33e32b572512421333da5f391adfd24	E2R-aaa19635bdfb38403fdb5ea10a5ba4e7cf189de94bdec1f2d22a823f16397ddf	c1f5e0b8c5374ac4bc5e52d32b25941897c2b20ecf62ecbe557203eedd4f44ca	E2B-8ad183a23dd6e5448410e900c9adc5eb8beab599c616faa74a605cc09dae1d16	8ad183a23dd6e5448410e900c9adc5eb8beab599c616faa74a605cc09dae1d16	envipe2020_csv	REP-464f6e33f91fc2a79056c311007b6f872e64715d8845bc5301cee0e77ad6aba9	26f468da631bfdb94994a9e5051fa973468608f0da56612b6897df16a2797b9d	OBJ-B2-f10d52c8b1d91b29257d52c73796bf121f4fd5d9c19fb2afc7ffdc1d72732d3c	E2	RESUMEN-NEUTRAL-COMPACTO	COLUMNA	zip!/miembro=568:conjunto_de_datos_TSDem_ENVIPE_2020/catalogos/N_REN.csv#/contenido-tabla#columna=2	COLUMNA; objetos=1688; muestra=E2R-aaa19635bdfb38403fdb5ea10a5ba4e7cf189de94bdec1f2d22a823f16397ddf	contenedor y miembros completos; anidados hasta profundidad 4	E2-COMPLETO	DEPURADO	2026-08-17
