llave	calc	result_id	celda	instrumento	ola	conducta	eje	segmento	unidad	naturaleza_ic	firma_fp	estado_adopcion	origen_piso	paquete	estado
RESULT-ENOE-PISOS-TABLA#11580	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11580	ENOE	2019T3	ingreso_ocupado_nominal	entidad	04	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11581	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11581	ENOE	2019T3	ingreso_ocupado_nominal	entidad	05	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11582	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11582	ENOE	2019T3	ingreso_ocupado_nominal	entidad	06	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11583	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11583	ENOE	2019T3	ingreso_ocupado_nominal	entidad	07	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11584	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11584	ENOE	2019T3	ingreso_ocupado_nominal	entidad	08	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11585	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11585	ENOE	2019T3	ingreso_ocupado_nominal	entidad	09	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11586	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11586	ENOE	2019T3	ingreso_ocupado_nominal	entidad	10	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11587	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11587	ENOE	2019T3	ingreso_ocupado_nominal	entidad	11	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11588	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11588	ENOE	2019T3	ingreso_ocupado_nominal	entidad	12	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11589	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11589	ENOE	2019T3	ingreso_ocupado_nominal	entidad	13	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#1159	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	1159	ENOE	2008T1	horas_ocupado	entidad	17	horas_por_semana	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11590	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11590	ENOE	2019T3	ingreso_ocupado_nominal	entidad	14	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11591	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11591	ENOE	2019T3	ingreso_ocupado_nominal	entidad	15	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11592	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11592	ENOE	2019T3	ingreso_ocupado_nominal	entidad	16	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11593	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11593	ENOE	2019T3	ingreso_ocupado_nominal	entidad	17	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11594	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11594	ENOE	2019T3	ingreso_ocupado_nominal	entidad	18	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11595	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11595	ENOE	2019T3	ingreso_ocupado_nominal	entidad	19	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11596	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11596	ENOE	2019T3	ingreso_ocupado_nominal	entidad	20	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11597	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11597	ENOE	2019T3	ingreso_ocupado_nominal	entidad	21	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11598	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11598	ENOE	2019T3	ingreso_ocupado_nominal	entidad	22	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11599	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11599	ENOE	2019T3	ingreso_ocupado_nominal	entidad	23	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#116	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	116	ENOE	2005T1	subocupacion	entidad	08	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#1160	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	1160	ENOE	2008T1	horas_ocupado	entidad	18	horas_por_semana	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11600	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11600	ENOE	2019T3	ingreso_ocupado_nominal	entidad	24	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11601	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11601	ENOE	2019T3	ingreso_ocupado_nominal	entidad	25	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11602	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11602	ENOE	2019T3	ingreso_ocupado_nominal	entidad	26	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11603	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11603	ENOE	2019T3	ingreso_ocupado_nominal	entidad	27	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11604	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11604	ENOE	2019T3	ingreso_ocupado_nominal	entidad	28	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11605	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11605	ENOE	2019T3	ingreso_ocupado_nominal	entidad	29	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11606	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11606	ENOE	2019T3	ingreso_ocupado_nominal	entidad	30	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11607	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11607	ENOE	2019T3	ingreso_ocupado_nominal	entidad	31	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11608	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11608	ENOE	2019T3	ingreso_ocupado_nominal	entidad	32	pesos_por_mes	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11609	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11609	ENOE	2019T4	empleo_informal	nacional	NAC	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#1161	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	1161	ENOE	2008T1	horas_ocupado	entidad	19	horas_por_semana	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11610	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11610	ENOE	2019T4	empleo_informal	sexo	HOMBRE	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11611	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11611	ENOE	2019T4	empleo_informal	sexo	MUJER	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11612	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11612	ENOE	2019T4	empleo_informal	edad	15-29	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11613	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11613	ENOE	2019T4	empleo_informal	edad	30-44	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11614	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11614	ENOE	2019T4	empleo_informal	edad	45-59	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11615	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11615	ENOE	2019T4	empleo_informal	edad	60+	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11616	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11616	ENOE	2019T4	empleo_informal	escolaridad	MEDIA-SUPERIOR	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11617	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11617	ENOE	2019T4	empleo_informal	escolaridad	PRIM-COMPLETA	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11618	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11618	ENOE	2019T4	empleo_informal	escolaridad	PRIM-INCOMPLETA	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11619	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11619	ENOE	2019T4	empleo_informal	escolaridad	SECUNDARIA	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#1162	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	1162	ENOE	2008T1	horas_ocupado	entidad	20	horas_por_semana	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11620	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11620	ENOE	2019T4	empleo_informal	localidad	100K+	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11621	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11621	ENOE	2019T4	empleo_informal	localidad	15K-99K	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11622	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11622	ENOE	2019T4	empleo_informal	localidad	2K5-15K	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11623	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11623	ENOE	2019T4	empleo_informal	localidad	MENOS-2K5	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11624	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11624	ENOE	2019T4	empleo_informal	entidad	01	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11625	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11625	ENOE	2019T4	empleo_informal	entidad	02	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11626	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11626	ENOE	2019T4	empleo_informal	entidad	03	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11627	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11627	ENOE	2019T4	empleo_informal	entidad	04	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11628	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11628	ENOE	2019T4	empleo_informal	entidad	05	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11629	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11629	ENOE	2019T4	empleo_informal	entidad	06	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#1163	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	1163	ENOE	2008T1	horas_ocupado	entidad	21	horas_por_semana	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11630	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11630	ENOE	2019T4	empleo_informal	entidad	07	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11631	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11631	ENOE	2019T4	empleo_informal	entidad	08	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11632	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11632	ENOE	2019T4	empleo_informal	entidad	09	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11633	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11633	ENOE	2019T4	empleo_informal	entidad	10	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11634	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11634	ENOE	2019T4	empleo_informal	entidad	11	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11635	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11635	ENOE	2019T4	empleo_informal	entidad	12	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11636	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11636	ENOE	2019T4	empleo_informal	entidad	13	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11637	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11637	ENOE	2019T4	empleo_informal	entidad	14	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11638	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11638	ENOE	2019T4	empleo_informal	entidad	15	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11639	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11639	ENOE	2019T4	empleo_informal	entidad	16	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#1164	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	1164	ENOE	2008T1	horas_ocupado	entidad	22	horas_por_semana	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11640	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11640	ENOE	2019T4	empleo_informal	entidad	17	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11641	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11641	ENOE	2019T4	empleo_informal	entidad	18	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11642	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11642	ENOE	2019T4	empleo_informal	entidad	19	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11643	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11643	ENOE	2019T4	empleo_informal	entidad	20	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11644	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11644	ENOE	2019T4	empleo_informal	entidad	21	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11645	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11645	ENOE	2019T4	empleo_informal	entidad	22	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11646	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11646	ENOE	2019T4	empleo_informal	entidad	23	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11647	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11647	ENOE	2019T4	empleo_informal	entidad	24	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11648	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11648	ENOE	2019T4	empleo_informal	entidad	25	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#11649	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	11649	ENOE	2019T4	empleo_informal	entidad	26	proporcion	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
RESULT-ENOE-PISOS-TABLA#1165	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA	1165	ENOE	2008T1	horas_ocupado	entidad	23	horas_por_semana	IC95-DE-DISENO	FP-260923-ASTRA5-U1-TRABAJO-ENOE-e422-01	ADOPTADO	NUEVO	enoe-pisos-0003	NO-EVALUADO
