id	evento	rama	commit	intento	conclusion	status	creado	iniciado	actualizado	url
35491362360	pull_request	acto/gen2-pisos-enif2021-formalidad-1	fe0509a5a587	1	success	completed	2026-09-20T05:19:05Z	2026-09-20T05:19:05Z	2026-09-20T05:22:16Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35491362360
35491249415	pull_request	acto/gen2-pisos-enif2021-formalidad-1	468a409c145f	1	cancelled	completed	2026-09-20T05:16:23Z	2026-09-20T05:16:23Z	2026-09-20T05:19:26Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35491249415
35490270550	push	main	62bcba922d56	1	success	completed	2026-09-20T04:53:23Z	2026-09-20T04:53:23Z	2026-09-20T04:55:34Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35490270550
35490093755	pull_request	acto/gen2-limpieza-ramas-locales-1	1aff137e5207	1	success	completed	2026-09-20T04:49:12Z	2026-09-20T04:49:12Z	2026-09-20T04:52:25Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35490093755
35489573907	pull_request	acto/gen2-limpieza-ramas-locales-2	840d87b9022d	1	failure	completed	2026-09-20T04:36:36Z	2026-09-20T04:36:36Z	2026-09-20T04:39:42Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35489573907
35489468682	push	main	adcfa97892d5	1	success	completed	2026-09-20T04:34:06Z	2026-09-20T04:34:06Z	2026-09-20T04:36:08Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35489468682
35489339812	push	main	89986f282d85	1	success	completed	2026-09-20T04:31:02Z	2026-09-20T04:31:02Z	2026-09-20T04:33:56Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35489339812
35489296872	pull_request	acto/gen2-c2-compuesto-ic-enif2024-1	33293588075d	1	success	completed	2026-09-20T04:30:08Z	2026-09-20T04:30:08Z	2026-09-20T04:33:11Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35489296872
35489181514	pull_request	claude/session-start-hook-claude-md-ncxwc7	9da7c747e537	1	success	completed	2026-09-20T04:27:18Z	2026-09-20T04:27:18Z	2026-09-20T04:30:40Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35489181514
35488888671	push	main	8a842afccacd	1	success	completed	2026-09-20T04:20:21Z	2026-09-20T04:20:21Z	2026-09-20T04:23:02Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35488888671
35488674439	pull_request	acto/gen2-pisos-enut2019-ejes-1	4f6619a58019	1	success	completed	2026-09-20T04:15:16Z	2026-09-20T04:15:16Z	2026-09-20T04:17:32Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35488674439
35488497372	push	main	1bb9e2c4eabe	1	success	completed	2026-09-20T04:11:08Z	2026-09-20T04:11:08Z	2026-09-20T04:14:34Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35488497372
35488486887	push	main	19b0e2b0c81c	1	cancelled	completed	2026-09-20T04:10:54Z	2026-09-20T04:10:54Z	2026-09-20T04:11:28Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35488486887
35488163261	pull_request	claude/relaxed-bell-rs3dhf	85f4c0dfec90	1	success	completed	2026-09-20T04:03:35Z	2026-09-20T04:03:35Z	2026-09-20T04:06:35Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35488163261
35488005946	pull_request	acto/gen2-limpieza-ramas-locales-1	fb7223b6fe83	1	failure	completed	2026-09-20T04:00:09Z	2026-09-20T04:00:09Z	2026-09-20T04:03:13Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35488005946
35487650969	push	main	fb485921cea7	1	success	completed	2026-09-20T03:51:23Z	2026-09-20T03:51:23Z	2026-09-20T03:54:10Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35487650969
35487488699	pull_request	claude/lucid-lamport-32k9t3	15f3862d2e95	1	success	completed	2026-09-20T03:47:34Z	2026-09-20T03:47:34Z	2026-09-20T03:50:35Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35487488699
35487382783	push	main	613d50ba4999	1	success	completed	2026-09-20T03:45:03Z	2026-09-20T03:45:03Z	2026-09-20T03:48:06Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35487382783
35487280104	pull_request	claude/tramite-2026-09-20	821d9238ef62	1	success	completed	2026-09-20T03:42:43Z	2026-09-20T03:42:43Z	2026-09-20T03:46:04Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35487280104
35487262344	pull_request	claude/tramite-2026-09-20	34552bc99a1a	1	cancelled	completed	2026-09-20T03:42:16Z	2026-09-20T03:42:16Z	2026-09-20T03:43:03Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35487262344
35487241435	pull_request	claude/intelligent-albattani-v7kf2s	80da5375a819	1	success	completed	2026-09-20T03:41:50Z	2026-09-20T03:41:50Z	2026-09-20T03:44:18Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35487241435
35486689580	pull_request	claude/lucid-lamport-32k9t3	d038cb7ef814	1	success	completed	2026-09-20T03:29:14Z	2026-09-20T03:29:14Z	2026-09-20T03:32:15Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35486689580
35486502333	push	main	a51f4da6fd7c	1	success	completed	2026-09-20T03:24:52Z	2026-09-20T03:24:52Z	2026-09-20T03:27:55Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35486502333
35486493591	pull_request	acto/gen2-pisos-enut2019-ejes-1	4805dc9ef8e2	1	success	completed	2026-09-20T03:24:40Z	2026-09-20T03:24:40Z	2026-09-20T03:28:09Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35486493591
35486468430	pull_request	acto/gen2-pisos-enut2019-ejes-1	a08731cf9d7c	1	cancelled	completed	2026-09-20T03:24:06Z	2026-09-20T03:24:06Z	2026-09-20T03:25:01Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35486468430
35486449855	pull_request	claude/lucid-lamport-32k9t3	1d086db5e6c9	1	success	completed	2026-09-20T03:23:38Z	2026-09-20T03:23:38Z	2026-09-20T03:27:07Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35486449855
35486348483	pull_request	acto/gen2-c2-compuesto-ic-envipe2025-1	212e623e40b5	1	success	completed	2026-09-20T03:21:12Z	2026-09-20T03:21:12Z	2026-09-20T03:24:09Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35486348483
35486321352	pull_request	claude/lucid-lamport-32k9t3	4fc8fcd1e0d1	1	failure	completed	2026-09-20T03:20:35Z	2026-09-20T03:20:35Z	2026-09-20T03:23:25Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35486321352
35485996560	push	main	b7d9b8b40ff9	1	success	completed	2026-09-20T03:13:04Z	2026-09-20T03:13:04Z	2026-09-20T03:16:01Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35485996560
35485905045	pull_request	claude/lucid-lamport-32k9t3	91c4a8a5d5c4	1	success	completed	2026-09-20T03:10:53Z	2026-09-20T03:10:53Z	2026-09-20T03:13:53Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35485905045
35485856680	pull_request	claude/gen2-tablero-senal-1-cierre	001cac180bd3	1	success	completed	2026-09-20T03:09:49Z	2026-09-20T03:09:49Z	2026-09-20T03:12:27Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35485856680
35485698230	pull_request	claude/intelligent-albattani-v7kf2s	2102e2af87de	1	failure	completed	2026-09-20T03:06:04Z	2026-09-20T03:06:04Z	2026-09-20T03:09:22Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35485698230
35485684426	pull_request	claude/intelligent-albattani-v7kf2s	961b00767de1	1	cancelled	completed	2026-09-20T03:05:42Z	2026-09-20T03:05:42Z	2026-09-20T03:06:23Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35485684426
35485471848	push	main	7a2d77f42b66	1	success	completed	2026-09-20T03:00:55Z	2026-09-20T03:00:55Z	2026-09-20T03:03:54Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35485471848
35485321536	pull_request	claude/optimistic-cray-15co3n	ba16aa7d6851	1	success	completed	2026-09-20T02:57:21Z	2026-09-20T02:57:21Z	2026-09-20T03:00:31Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35485321536
35485133160	pull_request	claude/optimistic-cray-15co3n	dc28e17765d4	1	failure	completed	2026-09-20T02:52:49Z	2026-09-20T02:52:49Z	2026-09-20T02:55:46Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35485133160
35484484482	push	main	a92126f0a930	1	success	completed	2026-09-20T02:37:54Z	2026-09-20T02:37:54Z	2026-09-20T02:40:56Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35484484482
35483784440	pull_request	codex/optimiza-verificacion-ci	7b92abef0f58	1	success	completed	2026-09-20T02:21:39Z	2026-09-20T02:21:39Z	2026-09-20T02:24:47Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35483784440
35483644321	pull_request	codex/optimiza-verificacion-ci	67be9eb8937b	1	failure	completed	2026-09-20T02:18:27Z	2026-09-20T02:18:27Z	2026-09-20T02:20:43Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35483644321
35483605734	push	main	fef26af95dfc	1	success	completed	2026-09-20T02:17:34Z	2026-09-20T02:17:34Z	2026-09-20T02:23:44Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35483605734
35483319622	pull_request	codex/gen2-enadid2023-union-sexo-edad-cli-2	05cead807e28	1	success	completed	2026-09-20T02:11:08Z	2026-09-20T02:11:08Z	2026-09-20T02:17:11Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35483319622
35483175259	workflow_dispatch	codex/optimiza-verificacion-ci	01b35f9f00fb	1	success	completed	2026-09-20T02:07:54Z	2026-09-20T02:07:54Z	2026-09-20T02:10:47Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35483175259
35483077343	workflow_dispatch	codex/optimiza-verificacion-ci-base-medicion	4bda996fdb2b	1	success	completed	2026-09-20T02:05:40Z	2026-09-20T02:05:40Z	2026-09-20T02:12:25Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35483077343
35483071194	push	main	4dedab48157c	1	success	completed	2026-09-20T02:05:31Z	2026-09-20T02:05:31Z	2026-09-20T02:11:54Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35483071194
35483010742	workflow_dispatch	codex/optimiza-verificacion-ci	01b35f9f00fb	1	success	completed	2026-09-20T02:04:07Z	2026-09-20T02:04:07Z	2026-09-20T02:06:59Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35483010742
35482964784	workflow_dispatch	codex/optimiza-verificacion-ci-prueba-compuerta	61347a8e6eb8	1	cancelled	completed	2026-09-20T02:03:07Z	2026-09-20T02:03:07Z	2026-09-20T02:04:05Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482964784
35482963179	workflow_dispatch	codex/optimiza-verificacion-ci-prueba-compuerta	61347a8e6eb8	1	failure	completed	2026-09-20T02:03:06Z	2026-09-20T02:03:06Z	2026-09-20T02:06:01Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482963179
35482961894	workflow_dispatch	codex/optimiza-verificacion-ci-prueba-compuerta	61347a8e6eb8	1	failure	completed	2026-09-20T02:03:04Z	2026-09-20T02:03:04Z	2026-09-20T02:05:51Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482961894
35482960574	workflow_dispatch	codex/optimiza-verificacion-ci-prueba-compuerta	61347a8e6eb8	1	failure	completed	2026-09-20T02:03:03Z	2026-09-20T02:03:03Z	2026-09-20T02:06:02Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482960574
35482959302	workflow_dispatch	codex/optimiza-verificacion-ci-prueba-compuerta	61347a8e6eb8	1	failure	completed	2026-09-20T02:03:01Z	2026-09-20T02:03:01Z	2026-09-20T02:05:49Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482959302
35482844734	workflow_dispatch	codex/optimiza-verificacion-ci	01b35f9f00fb	1	success	completed	2026-09-20T02:00:28Z	2026-09-20T02:00:28Z	2026-09-20T02:03:26Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482844734
35482843438	workflow_dispatch	codex/optimiza-verificacion-ci-base-medicion	4bda996fdb2b	1	success	completed	2026-09-20T02:00:26Z	2026-09-20T02:00:26Z	2026-09-20T02:04:48Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482843438
35482818253	pull_request	codex/optimiza-verificacion-ci	01b35f9f00fb	1	success	completed	2026-09-20T02:00:01Z	2026-09-20T02:00:01Z	2026-09-20T02:03:00Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482818253
35482817900	pull_request	codex/gen2-enfih2019-cobertura-saldos-catpos-cli-2	3afc670064c0	1	success	completed	2026-09-20T02:00:00Z	2026-09-20T02:00:00Z	2026-09-20T02:05:04Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482817900
35482645264	push	main	66176c9660aa	1	success	completed	2026-09-20T01:55:45Z	2026-09-20T01:55:45Z	2026-09-20T02:02:03Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482645264
35482614949	pull_request	codex/gen2-enadid2023-union-sexo-edad-cli-2	9b33b3fdcac2	1	success	completed	2026-09-20T01:55:04Z	2026-09-20T01:55:04Z	2026-09-20T01:59:01Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482614949
35482436839	pull_request	codex/gen2-eder2017-primera-union-sexo-cohorte-cli-1	bf14380269d4	1	success	completed	2026-09-20T01:50:45Z	2026-09-20T01:50:45Z	2026-09-20T01:55:26Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482436839
35482245209	push	main	4bda996fdb2b	1	success	completed	2026-09-20T01:46:13Z	2026-09-20T01:46:13Z	2026-09-20T01:52:15Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482245209
35482122063	pull_request	codex/gen2-enadid2023-union-sexo-edad-cli-2	ab69e59a1618	1	success	completed	2026-09-20T01:43:18Z	2026-09-20T01:43:18Z	2026-09-20T01:49:27Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482122063
35482065683	pull_request	codex/gen2-encuci2020-respuesta-por-contacto-cli-2	e2847e7eb523	1	success	completed	2026-09-20T01:41:57Z	2026-09-20T01:41:57Z	2026-09-20T01:45:49Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35482065683
35481302477	pull_request	codex/gen2-enfih2019-cobertura-saldos-catpos-cli-2	7e698000b571	1	failure	completed	2026-09-20T01:24:21Z	2026-09-20T01:24:21Z	2026-09-20T01:27:46Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35481302477
35481282565	pull_request	codex/gen2-eder2017-primera-union-sexo-cohorte-cli-1	1f1be434f362	1	failure	completed	2026-09-20T01:23:55Z	2026-09-20T01:23:55Z	2026-09-20T01:27:28Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35481282565
35481243283	push	main	be30e6c1d92a	1	failure	completed	2026-09-20T01:22:59Z	2026-09-20T01:22:59Z	2026-09-20T01:26:25Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35481243283
35481193485	workflow_dispatch	codex/gen2-encuci2020-respuesta-por-contacto-cli-2	7100cd031713	1	success	completed	2026-09-20T01:21:48Z	2026-09-20T01:21:48Z	2026-09-20T01:26:42Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35481193485
35481192989	push	main	2799fc416919	1	cancelled	completed	2026-09-20T01:21:47Z	2026-09-20T01:21:47Z	2026-09-20T01:23:15Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35481192989
35481087594	pull_request	codex/gen2-eder2017-primera-union-sexo-cohorte-cli-1	8fcbc620a4e9	1	failure	completed	2026-09-20T01:19:17Z	2026-09-20T01:19:17Z	2026-09-20T01:21:01Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35481087594
35480923305	pull_request	codex/gen2-wbes2023-precision-interacciones-cli-2	718bcae0b556	1	success	completed	2026-09-20T01:15:33Z	2026-09-20T01:15:33Z	2026-09-20T01:21:03Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35480923305
35480908270	pull_request	codex/gen2-ensafi2023-estrategias-conjuntas-cli-1	0de6f43831c4	1	failure	completed	2026-09-20T01:15:14Z	2026-09-20T01:15:14Z	2026-09-20T01:18:46Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35480908270
35480714611	pull_request	codex/gen2-eder2017-primera-union-sexo-cohorte-cli-1	2e180609ce19	1	failure	completed	2026-09-20T01:10:49Z	2026-09-20T01:10:49Z	2026-09-20T01:13:22Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35480714611
35480635209	push	main	eb7491456626	1	success	completed	2026-09-20T01:09:03Z	2026-09-20T01:09:03Z	2026-09-20T01:13:46Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35480635209
35480575882	pull_request	codex/gen2-enfih2019-cobertura-saldos-catpos-cli-2	7c4488f70bc0	1	failure	completed	2026-09-20T01:07:41Z	2026-09-20T01:07:41Z	2026-09-20T01:11:10Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35480575882
35480311182	pull_request	claude/determined-einstein-4jlycq	3841f4bfb974	1	success	completed	2026-09-20T01:01:45Z	2026-09-20T01:01:45Z	2026-09-20T01:06:51Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35480311182
35480187406	push	main	ca8a8c7c6b53	1	success	completed	2026-09-20T00:59:08Z	2026-09-20T00:59:08Z	2026-09-20T01:03:46Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35480187406
35479938188	pull_request	codex/gen2-enut2024-distribucion-horas-cli-2	134f1d7d9f7c	1	success	completed	2026-09-20T00:53:11Z	2026-09-20T00:53:11Z	2026-09-20T00:58:44Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35479938188
35479877637	push	main	93637b6a78ec	1	success	completed	2026-09-20T00:51:49Z	2026-09-20T00:51:49Z	2026-09-20T00:57:46Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35479877637
35479713885	push	main	a814b2c450c5	1	success	completed	2026-09-20T00:48:01Z	2026-09-20T00:48:01Z	2026-09-20T00:51:36Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35479713885
35479531912	pull_request	codex/gen2-ensafi2023-estrategias-conjuntas-cli-1	07aa5d110f20	1	failure	completed	2026-09-20T00:43:53Z	2026-09-20T00:43:53Z	2026-09-20T00:47:27Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35479531912
35479478441	push	main	15f321d5741a	1	cancelled	completed	2026-09-20T00:42:37Z	2026-09-20T00:42:37Z	2026-09-20T00:48:16Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35479478441
35478588885	pull_request	codex/gen2-recibo-codex-5-cli-1	d2c5667dff01	1	success	completed	2026-09-20T00:22:08Z	2026-09-20T00:22:08Z	2026-09-20T00:28:12Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35478588885
35478438619	pull_request	codex/gen2-enadid2023-union-sexo-edad-cli-2	02e2d2064a6a	1	failure	completed	2026-09-20T00:18:48Z	2026-09-20T00:18:48Z	2026-09-20T00:22:30Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35478438619
35478353876	pull_request	claude/determined-einstein-4jlycq	736fdd1f4b3d	1	success	completed	2026-09-20T00:16:53Z	2026-09-20T00:16:53Z	2026-09-20T00:21:15Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35478353876
35478288780	pull_request	codex/gen2-eder2017-primera-union-sexo-cohorte-cli-1	289d88bb60a4	1	failure	completed	2026-09-20T00:15:27Z	2026-09-20T00:15:27Z	2026-09-20T00:18:14Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35478288780
35478119413	pull_request	codex/gen2-issp2017-consistencia-apoyo-familiar-cli-2	774fcda5a790	1	success	completed	2026-09-20T00:11:43Z	2026-09-20T00:11:43Z	2026-09-20T00:17:40Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35478119413
35477874934	workflow_dispatch	codex/gen2-enut2024-distribucion-horas-cli-2	c8dfcaf655f9	1	success	completed	2026-09-20T00:06:08Z	2026-09-20T00:06:08Z	2026-09-20T00:09:58Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477874934
35477847820	pull_request	codex/gen2-eder2017-primera-union-sexo-cohorte-cli-1	4ad4ea61fd28	1	success	completed	2026-09-20T00:05:33Z	2026-09-20T00:05:33Z	2026-09-20T00:11:49Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477847820
35477841991	pull_request	codex/gen2-encuci2020-respuesta-por-contacto-cli-2	8593b70bc243	1	failure	completed	2026-09-20T00:05:25Z	2026-09-20T00:05:25Z	2026-09-20T00:09:04Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477841991
35477811552	pull_request	codex/gen2-adq-registro-cierre-cli-2	072a630552fd	1	success	completed	2026-09-20T00:04:49Z	2026-09-20T00:04:49Z	2026-09-20T00:10:45Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477811552
35477808174	push	main	752dc3f2a35a	1	success	completed	2026-09-20T00:04:45Z	2026-09-20T00:04:45Z	2026-09-20T00:10:55Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477808174
35477643488	pull_request	codex/gen2-ensafi2023-estrategias-conjuntas-cli-1	66f699d64560	1	failure	completed	2026-09-20T00:01:04Z	2026-09-20T00:01:04Z	2026-09-20T00:04:36Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477643488
35477636023	push	main	e4ec3840912b	1	cancelled	completed	2026-09-20T00:00:56Z	2026-09-20T00:00:56Z	2026-09-20T00:05:00Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477636023
35477422889	pull_request	codex/gen2-encuci2020-respuesta-por-contacto-cli-2	f105107b5d22	1	failure	completed	2026-09-19T23:55:58Z	2026-09-19T23:55:58Z	2026-09-19T23:59:15Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477422889
35477355994	pull_request	codex/gen2-issp2017-consistencia-apoyo-familiar-cli-2	7af7253014be	1	success	completed	2026-09-19T23:54:19Z	2026-09-19T23:54:19Z	2026-09-19T23:59:47Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477355994
35477351585	pull_request	claude/beautiful-fermi-mct15n	2a125580f741	1	success	completed	2026-09-19T23:54:11Z	2026-09-19T23:54:11Z	2026-09-20T00:00:43Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477351585
35477316360	pull_request	codex/gen2-enfih2019-cobertura-saldos-catpos-cli-2	eb1b84d48e2c	1	failure	completed	2026-09-19T23:53:20Z	2026-09-19T23:53:20Z	2026-09-19T23:55:33Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477316360
35477311346	pull_request	codex/gen2-enadid2023-union-sexo-edad-cli-2	c667de12c2d4	1	failure	completed	2026-09-19T23:53:13Z	2026-09-19T23:53:13Z	2026-09-19T23:56:39Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477311346
35477285822	pull_request	codex/gen2-enadid2023-union-sexo-edad-cli-2	69d69ce59102	1	cancelled	completed	2026-09-19T23:52:38Z	2026-09-19T23:52:38Z	2026-09-19T23:53:14Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477285822
35477281137	pull_request	codex/gen2-recibo-codex-5-cli-1	1d835f91d2f9	1	success	completed	2026-09-19T23:52:30Z	2026-09-19T23:52:30Z	2026-09-19T23:57:16Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477281137
35477276932	pull_request	codex/gen2-enut2024-distribucion-horas-cli-2	2f0954cf4303	1	failure	completed	2026-09-19T23:52:23Z	2026-09-19T23:52:23Z	2026-09-19T23:55:41Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477276932
35477268800	pull_request	claude/determined-einstein-4jlycq	1cfed3b664e4	1	success	completed	2026-09-19T23:52:13Z	2026-09-19T23:52:13Z	2026-09-19T23:58:04Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477268800
35477261194	pull_request	codex/gen2-recibo-codex-5-cli-1	fe4454a95d8f	1	cancelled	completed	2026-09-19T23:52:05Z	2026-09-19T23:52:05Z	2026-09-19T23:52:45Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477261194
35477257495	pull_request	claude/determined-einstein-4jlycq	69ad66776117	1	cancelled	completed	2026-09-19T23:52:00Z	2026-09-19T23:52:00Z	2026-09-19T23:52:28Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477257495
35477248164	pull_request	codex/gen2-adq-registro-cierre-cli-2	462bc3ada670	1	success	completed	2026-09-19T23:51:45Z	2026-09-19T23:51:45Z	2026-09-19T23:57:26Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477248164
35477240836	pull_request	codex/gen2-enigh2022-remesas-contexto-cli-2	b1018a7a9838	1	success	completed	2026-09-19T23:51:33Z	2026-09-19T23:51:33Z	2026-09-19T23:55:56Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35477240836
35476948352	pull_request	codex/gen2-enigh2022-remesas-contexto-cli-2	4b7029a14d02	1	failure	completed	2026-09-19T23:44:53Z	2026-09-19T23:44:53Z	2026-09-19T23:48:10Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35476948352
35476925735	pull_request	codex/gen2-issp2017-consistencia-apoyo-familiar-cli-2	c7a665eaa32d	1	failure	completed	2026-09-19T23:44:22Z	2026-09-19T23:44:22Z	2026-09-19T23:46:38Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35476925735
35476912812	pull_request	codex/gen2-encuci2020-respuesta-por-contacto-cli-2	b817aa5be893	1	failure	completed	2026-09-19T23:44:02Z	2026-09-19T23:44:02Z	2026-09-19T23:47:29Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35476912812
35476894121	pull_request	codex/gen2-wbes2023-precision-interacciones-cli-2	7b9a9986bbcd	1	failure	completed	2026-09-19T23:43:38Z	2026-09-19T23:43:38Z	2026-09-19T23:47:18Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35476894121
35476641078	pull_request	codex/gen2-adq-registro-cierre-cli-2	672d20cdcc61	1	success	completed	2026-09-19T23:37:48Z	2026-09-19T23:37:48Z	2026-09-19T23:43:44Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35476641078
35476623171	pull_request	codex/gen2-adq-registro-cierre-cli-2	bed492ffcb24	1	cancelled	completed	2026-09-19T23:37:26Z	2026-09-19T23:37:26Z	2026-09-19T23:38:04Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35476623171
35476170066	push	main	ea88cb3b94ad	1	success	completed	2026-09-19T23:27:19Z	2026-09-19T23:27:19Z	2026-09-19T23:33:14Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35476170066
35475983932	push	main	97a1fae3093a	1	cancelled	completed	2026-09-19T23:23:14Z	2026-09-19T23:23:14Z	2026-09-19T23:27:36Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35475983932
35475975814	push	main	f7909dbcb17e	1	cancelled	completed	2026-09-19T23:23:04Z	2026-09-19T23:23:04Z	2026-09-19T23:23:15Z	https://github.com/Josanoforo/Modelado-Mexicano/actions/runs/35475975814
