relacion_id	fuente_canonica_normalizada	tipo_trabajo	siguiente_accion_original	siguiente_accion_original_sha256	input_requerido_original	reserva_original	evidencia_ref_original	criterio_cierre_individual
REL-4b4d25bbe2c702aed1884440	ENOE	CURADURIA_FUENTE	Buscar de forma dirigida en diccionarios ENOE una variable explícita del constructo; si no existe, delimitar ausencia por módulos revisados.	a3b11c2eaa52aa88848a4f8d2b0a59f126510f46cb685a727c0c58c30d283e75	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/modelo-decision-v4_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-4fd0d54316a62b4b5c7a0048	GPS	BUSQUEDA_DIRIGIDA	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	84d803994434985f361bc6efc9f311d9e27f320c7dab31f804d9296fb4f4a7ba	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-50e6d069fd121a8a7cd64fc5	ENFIH	CURADURIA_FUENTE	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-51392f82de7f4c77d1bb75c1	ENBIARE	CURADURIA_FUENTE	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	b5b88ffc4e5d47a7af72b18249563a58676ecaf4cd51b8068fa3c6f309ad418c	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:forense/matriz-impacto-universal-2026-08-06.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-523fe941f36eef5710d093ee	SIN_CANDIDATO_IDENTIFICADO	CURADURIA_FUENTE	Requiere futura búsqueda dirigida autorizada.	faf1d6acd679ac3cf9afec8639e9d318a201dee9ae292d961781f44fc4b310dd	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-57df012cdba3e281563c1068	WVS	BUSQUEDA_DIRIGIDA	Abrir cuestionario y codebook Wave 7 México; localizar reactivo, codificación y desenlace coobservado.	833bafb3e73736976b1c32e34ee3f932173db62df98d8ae6609255ee613e1873	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-5fc50aa3d056d5b63f4e18df	OECD	BUSQUEDA_DIRIGIDA	Abrir cuestionario/tabla.	149460b64960dd1c2008af72df763b5514927a4fb7de9d44b98524316a265ff5	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L11	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-60e9df4e4ea6f51ca6e4ddc0	ENCIG	CURADURIA_FUENTE	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	d5daa38d61c25b511dcd49677d79575b6bf9a0bd05f6d6564d0a5ad22a9ec629	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-62c97ccb92d0e95c8120d776	ISSP	BUSQUEDA_DIRIGIDA	Abrir módulo exacto.	e423a1430632895bb40c42482d7a5b0d670b5b140f2d4ba753c25c2d0b188a93	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-63835b1a27c62356495d6104	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_DE_LA_POBLACION	BUSQUEDA_DIRIGIDA	Abrir manual y microdato del año objetivo; verificar texto, codificación, comparabilidad y desenlace coobservado.	62c1b6a0763e040f43017c9ae2e9950ac395e6a86e930b4ba390a3253dfbb302	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L2	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-641a2435b0e68b2049b73d72	ENSAFI	CURADURIA_FUENTE	Obtener diccionario oficial y desenlace conjunto.	6a6c1c81436cf35ae22fb7518560d973171724707fdb3eff0e37277c87a8a9a3	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv:L3	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-655887a6745e8a139387cc90	GPS	BUSQUEDA_DIRIGIDA	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	84d803994434985f361bc6efc9f311d9e27f320c7dab31f804d9296fb4f4a7ba	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-6b52ae9ea4b72a9f27f01260	ENFIH	CURADURIA_FUENTE	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-6b71873b3adacde57117ad99	ISSP	BUSQUEDA_DIRIGIDA	Buscar reactivo literal.	75e75094ff8351f483de64b9d69b4e8ff3b39b79f81342c9aaf86bded7bcc378	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L15	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-6c15fdac77dea33175ef25c5	BASE_DE_EVENTOS_DE_PROTESTA_EN_MEXICO	BUSQUEDA_DIRIGIDA	Solicitar acceso puntual a la base y codebook; verificar fecha, actor, demanda, respuesta y geografía.	5959cee8bc9642cb0cf5571465361b738b08980458072b68fc90cd27b822a834	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L27	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-6c97fe0c5cb528557054a838	MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	BUSQUEDA_DIRIGIDA	Abrir codebook OpenICPSR y buscar el reactivo exacto de sensibilidad de estatus; no inferirlo desde gasto o bienestar.	397de622b167039c173f6e081d5412070ab9a9f2cfcf551626215adad0479a20	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L4	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-6cd9055fa1486b7f8c8c5efa	FABLE	CURADURIA_FUENTE	Identificar instrumento exacto.	093540b960f0a6fcf2e3ba3cdb1fc249ade6bc56e87e5c562fc6b3acc1bb5ac6	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/modelo-decision-v4_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-6e785044dd97d2658a495bb2	UCDP	BUSQUEDA_DIRIGIDA	Abrir codebook.	cbaa94a86de1c4fec2a241af2976841d29dc2a9bf7f0427dae2b2da32280d080	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L14	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-6ebc288cb21990e446f70262	PUB	CURADURIA_FUENTE	Localizar el payload oficial concreto del padrón y abrir diccionario/llaves antes de evaluar el vínculo causal o de participación.	2b7ed0e68fb946629d88d0196c0bd1fcd5217f16d9fe5a09a92704a06148ee0d	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/integrador-psicologia-mexicano.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-6f1cef5066c5478632ac5045	IMSS	CURADURIA_FUENTE	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.	d037550cd1426688fd2abdfa16eb77e05f030000d4b29c15b046192bde2e8c55	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/cobertura-motor.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-71d03c31e21a53076736dfd0	INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	BUSQUEDA_DIRIGIDA	Abrir materiales suplementarios del estudio y localizar variable, tratamiento, resultado y muestra mexicanos pertinentes.	014db8569a22da88dffea08977f3ccd081816f03ec3ffc2a264502859b0796ba	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-72ff714a3ba6d0bab952e05f	ISSP	BUSQUEDA_DIRIGIDA	Obtener codebook México 2017.	1113576c7d15b947d3a981093aebd8038e9c1170fded28b3c5afa935d91edca8	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-75b2ff53a19d8058eba2dbb7	ISSP	BUSQUEDA_DIRIGIDA	Abrir módulo exacto.	e423a1430632895bb40c42482d7a5b0d670b5b140f2d4ba753c25c2d0b188a93	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-75c66af2edc4b79afcb439c3	GPS	BUSQUEDA_DIRIGIDA	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	84d803994434985f361bc6efc9f311d9e27f320c7dab31f804d9296fb4f4a7ba	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-75de72336ada4a506a3b5476	BIARE	CURADURIA_FUENTE	Resolver BIARE/ENBIARE.	cf539b3df598e43e6e5cc68a2a217c548ddefffc5a38ca9fb6e2655722f39ab1	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/modelo-decision-v4_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-7751c832c7e30e4e4d7603cc	ISSP	BUSQUEDA_DIRIGIDA	Resolver edición.	8b39bc5ecb2c916103846a416600426dab91fea4aacbeecb95e746e8d7ab5971	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L6	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-781037a17e27bb2b93e13a63	RELLABORALES	CURADURIA_FUENTE	Resolver a un payload canónico local y abrir tabla/diccionario con unidad, periodo y variables de exposición y desenlace.	d037550cd1426688fd2abdfa16eb77e05f030000d4b29c15b046192bde2e8c55	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-7a38c275915e890903752598	SERIES_SPEI_CODI_BANXICO	BUSQUEDA_DIRIGIDA	Abrir Informe Anual o catálogo SIE, registrar idSerie/idCuadro y extraer series comparables CoDi/SPEI.	627cdc48ecf33b06281e4c77f09111e07ffd02e6f95becd8bc41402851462de7	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L135	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-7c92eca186a227ee718864e6	ENSAFI	CURADURIA_FUENTE	Obtener diccionario y verificar outcome antes de adjudicar.	740e5e8c8c2d0f82cd98b6231481cf2cfa2cf8177c39ddb95fce6d901e8339b3	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv:L3	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-7da283a75f336e409f2ff88d	LAPOP	BUSQUEDA_DIRIGIDA	Identificar reactivos antes de solicitar datos.	b3985d645dbf65bb3f25cb7f4858e0f3c45dcb05ce91c061c64da471538a669b	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:forense/notas/2026-08-05-p-lapop-microdato.md:L186	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-7feec534a72e40bdf9b6b393	PI	BUSQUEDA_DIRIGIDA	Resolver el recurso canónico de PI y abrir la tabla/diccionario específico antes de adjudicar.	59e4f60988573e2695f0ff6c4ed8f32505f8e30549a7a2c4a6201dc76ee2a8b9	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-837d54e76ebe85170870493a	AHORRO FINANCIERO Y FINANCIAMI	BUSQUEDA_DIRIGIDA	Abrir tabla específica.	07192782f803140b7b5d5446a6398ec820513e0628a66f7b177d98912f800f79	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/inventarios/inventario-fuentes-credito-ahorro-finanzas-hogar-mexico.md:L40	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-845a93bc24990147a394f897	ISSP	BUSQUEDA_DIRIGIDA	Abrir codebook.	cbaa94a86de1c4fec2a241af2976841d29dc2a9bf7f0427dae2b2da32280d080	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-87b4ab08a7e1b65f965ffb88	ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_2019_2024	ANALISIS_MEDICION	Mapear cuestionario y tabulados 2019–2024 a la necesidad, con periodo, unidad y codificación.	3db2c3da6015f065a105aaa19edc47402835fdf0cc20d063724960adff03ec7d	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	Resultado reproducible o NO_DETERMINADO por campo material faltante.
REL-894b3c5025557df7ef942f2a	EARLY_CHILDHOOD_EDUCATION_PROGRAM_IMPACT_EVALUATION_2012_2014	BUSQUEDA_DIRIGIDA	Obtener instrumentos.	cef21d4b27584a48612860c4563cbdbffff41cea1d4c000a0ac1bf70a59977d9	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L6	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-89b5a730c80b52245609d460	ENSAFI	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-8b5abcdb9a618f64c2639477	INE	BUSQUEDA_DIRIGIDA	Precisar producto.	a2933ad267dd4f774af3cbb7a6ca82d0e0e7a619bba45e612406024ceffdb997	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L97	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-8b8dd24f3edbc5fd0b11d4a4	BDIF	BUSQUEDA_DIRIGIDA	Abrir tabla CNBV concreta y verificar denominador, institución, segmento, periodo y motivo de rechazo.	bdb55bf8373a4e3abfbf6d2c5a085c8f30a3341fd2d5f9badd5fe3aab31d996e	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L39	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-8d2952203ec3678f3bd0c473	ISSP	BUSQUEDA_DIRIGIDA	Abrir codebook.	cbaa94a86de1c4fec2a241af2976841d29dc2a9bf7f0427dae2b2da32280d080	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-8d5ee427f92ae19be789b8d6	VOTAR_ENTRE_BALAS	BUSQUEDA_DIRIGIDA	Abrir diccionario/descarga y mapear tipo de evento, actor, municipio, fecha y outcome electoral; declarar límite ecológico.	57a22c7261d7b0b21b8bc5f4c71c98f993bffd31214e4ba908e9f53a723c3c94	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-8da82cf2f91efb7fe1958467	ENCOAP	CURADURIA_FUENTE	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	b8bdc9d6e9a1fb98030c092a30fba2d89ad270f5454126a743d3d1ff00a342ae	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/integrador-psicologia-mexicano.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-8f6cc360dac1c16f2ea6c7ea	ENSAFI	CURADURIA_FUENTE	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:AGENTS.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-928de62ad3c403adf193bfc4	ENFIH	CURADURIA_FUENTE	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-987f01cb468fa0b51b2dffc6	ENFIH	CURADURIA_FUENTE	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-99525527adc1ae5960ac2055	MASS_MOBILIZATION_PROTEST_DATA	BUSQUEDA_DIRIGIDA	Abrir codebook y archivo México; comprobar localización, actor, respuesta y derivabilidad urbano/rural.	f56d5cf7f85dfd6c2028a279d4a141242b1e70450a33520b30be2210938306a7	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-9ccac3c7a04b0040d317efb7	GDELT	BUSQUEDA_DIRIGIDA	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.	c47b9de2d903b150a58012d8ab146ff3f7decaec78eb1b3830948fd76cd9e1bd	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-9dfab617c356df5594575a3c	ISSP	BUSQUEDA_DIRIGIDA	Obtener codebook.	5365ca824d1edd1e43902e24bcbcb96a3dab8739d978e80e0cf4dc2695299330	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
REL-a63dce9852d52046595e28f0	ENFIH	CURADURIA_FUENTE	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-a750d90d3d9e1e19938fa8c4	ENBIARE	CURADURIA_FUENTE	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	b5b88ffc4e5d47a7af72b18249563a58676ecaf4cd51b8068fa3c6f309ad418c	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:forense/matriz-impacto-universal-2026-08-06.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-a8d0e6223c2d79b63a90b4f5	RELLABORALESPRUEBA	CURADURIA_FUENTE	Resolver si es dataset o artefacto.	75172d1f12c2f64e0c2aba3be4f1b284bec275ef1decd7410a6755634a7c10b0	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/gobernanza-v1_15.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-aaf9d3c2e0d9b3d294df4840	FINANZAS	CURADURIA_FUENTE	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	c5b344f3f2a9867317cc96ec459a437373e5f98668ace2f235f09acb7eb413b6	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md;MAIN:corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.
REL-abd2650bcf443274eb467a60	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	BUSQUEDA_DIRIGIDA	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.	e6132f567607fb339cb3c907e9b29072e9c2d5d7cabb00cde3709c1779a00e4f	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.
