instrumento	ola	conducta	unidad	grupo_nse	punto	ic95_inf	ic95_sup	n	estado	validacion_nse	result_punto	calc
ENDUTIH	2024	celular	persona 6+	MEDIO	0.8823068785263857	0.875063791838055	0.8885822287414318	21868	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-celular-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	celular	persona 6+	ALTO	0.9295729512167853	0.9215391904409221	0.9364099617561492	11938	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-celular-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	internet	persona 6+	BAJO	0.6624189589624421	0.6523971691665013	0.6723686415627422	23706	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-internet-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	internet	persona 6+	MEDIO	0.912921457995744	0.9072118604811072	0.9190087913021596	21868	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-internet-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	internet	persona 6+	ALTO	0.9575344165766034	0.9509831686609252	0.9634277595440642	11938	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-internet-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_celular_cobertura	persona 6+	BAJO	0.006567187084111984	0.00310142382201844	0.01034923160494645	6002	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_celular_cobertura-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_celular_cobertura	persona 6+	MEDIO	0.0015060758826553314	0.00013307125936451138	0.0034743378700478624	2222	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_celular_cobertura-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_celular_cobertura	persona 6+	ALTO				681	VARIANZA-NO-ESTIMABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_celular_cobertura-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_celular_costo	persona 6+	BAJO	0.37281672376217967	0.352735927953571	0.39404586292688154	6002	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_celular_costo-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_celular_costo	persona 6+	MEDIO	0.23112407069018398	0.2063561624541522	0.25642769154490314	2222	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_celular_costo-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_celular_costo	persona 6+	ALTO	0.09291770581483769	0.06399225044768819	0.12661462489649702	681	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_celular_costo-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_celular_preferencia	persona 6+	BAJO	0.15906800086367118	0.1460544117188121	0.1713967602966323	6002	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_celular_preferencia-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_celular_preferencia	persona 6+	MEDIO	0.1693808345104951	0.14551585928041677	0.19193355628584075	2222	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_celular_preferencia-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_celular_preferencia	persona 6+	ALTO	0.14067698221316996	0.111393647814847	0.17140190663715507	681	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_celular_preferencia-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_internet_acceso	persona 6+	BAJO	0.10322580556941387	0.09316273392746327	0.114601396057793	8552	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_internet_acceso-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_internet_acceso	persona 6+	MEDIO	0.05186415185994806	0.04000047035732421	0.06375077056200153	1753	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_internet_acceso-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_internet_acceso	persona 6+	ALTO	0.12375304854236015	0.0701506904793577	0.1826145332508752	380	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_internet_acceso-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_internet_costo	persona 6+	BAJO	0.13382984392330835	0.12188581947410312	0.14682440617267478	8552	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_internet_costo-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_internet_costo	persona 6+	MEDIO	0.047850456812958915	0.03225582087272079	0.06526338463846455	1753	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_internet_costo-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_internet_costo	persona 6+	ALTO	0.015506209416759766	0.003833439525435328	0.03095036738525949	380	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_internet_costo-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_internet_preferencia	persona 6+	BAJO	0.1504530190226352	0.13997065762914251	0.1622511267758461	8552	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_internet_preferencia-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_internet_preferencia	persona 6+	MEDIO	0.2120835902322366	0.1821281500501729	0.2412339357626927	1753	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_internet_preferencia-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2024	no_internet_preferencia	persona 6+	ALTO	0.179661055622789	0.13806074719445457	0.230376900178282	380	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2024-no_internet_preferencia-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2024-0001
ENDUTIH	2025	actividad_mensajes	persona 6+	BAJO	0.851827282175801	0.8436564575037713	0.86076700569603	15362	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-actividad_mensajes-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	actividad_mensajes	persona 6+	MEDIO	0.8942865478574727	0.8882388058621169	0.9002029754988359	20989	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-actividad_mensajes-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	actividad_mensajes	persona 6+	ALTO	0.9270788499076111	0.9201422962784723	0.934429841653232	12020	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-actividad_mensajes-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	actividad_tramite	persona 6+	BAJO	0.12442237472159587	0.11619755337992294	0.13221343289480642	15362	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-actividad_tramite-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	actividad_tramite	persona 6+	MEDIO	0.20080830383020462	0.1921675738264193	0.20947391969598472	20989	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-actividad_tramite-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	actividad_tramite	persona 6+	ALTO	0.3025200402167597	0.2900900986663219	0.3143504940486194	12020	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-actividad_tramite-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	celular	persona 6+	BAJO	0.7573694931518431	0.7487064482428906	0.7672819391208315	22489	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-celular-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	celular	persona 6+	MEDIO	0.8890559551788512	0.8824110834606785	0.8949707058885514	22547	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-celular-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	celular	persona 6+	ALTO	0.932337294768947	0.9256923848927765	0.9384150345753484	12332	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-celular-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	internet	persona 6+	BAJO	0.7096713983906952	0.7000288952419493	0.7187119753174256	22489	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-internet-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	internet	persona 6+	MEDIO	0.9212635491278272	0.916079027007404	0.926496380481131	22547	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-internet-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	internet	persona 6+	ALTO	0.9646132560217199	0.9586593497928069	0.9701754770845246	12332	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-internet-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_celular_cobertura	persona 6+	BAJO	0.005467703390647262	0.002408288874104179	0.008830988580732828	5033	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_celular_cobertura-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_celular_cobertura	persona 6+	MEDIO				2085	VARIANZA-NO-ESTIMABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_celular_cobertura-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_celular_cobertura	persona 6+	ALTO	0.001992900575284302	0.0	0.006352301093378488	659	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_celular_cobertura-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_celular_costo	persona 6+	BAJO	0.3489485807523172	0.3289076297701147	0.36811381669187315	5033	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_celular_costo-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_celular_costo	persona 6+	MEDIO	0.19332335249128585	0.16770665587688902	0.21624178564952737	2085	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_celular_costo-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_celular_costo	persona 6+	ALTO	0.09964351631753515	0.07093545883983195	0.12919045812246296	659	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_celular_costo-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_celular_preferencia	persona 6+	BAJO	0.16293637423392096	0.14940100310018647	0.17745821612794707	5033	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_celular_preferencia-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_celular_preferencia	persona 6+	MEDIO	0.18131285321887444	0.15644803844567562	0.20851864358686292	2085	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_celular_preferencia-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_celular_preferencia	persona 6+	ALTO	0.1444295832554003	0.11282470903786464	0.17585000127188138	659	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_celular_preferencia-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_internet_acceso	persona 6+	BAJO	0.11754027650248713	0.1066449931700572	0.12900234918863523	7127	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_internet_acceso-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_internet_acceso	persona 6+	MEDIO	0.09700132696515891	0.07415616717980564	0.12367121508116825	1558	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_internet_acceso-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_internet_acceso	persona 6+	ALTO	0.08996430385774755	0.05560380106483514	0.13058648994478886	312	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_internet_acceso-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_internet_costo	persona 6+	BAJO	0.14811855168327961	0.13443790908382489	0.16104364028202262	7127	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_internet_costo-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_internet_costo	persona 6+	MEDIO	0.021950432648260354	0.014321752742147356	0.03098778114104698	1558	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_internet_costo-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_internet_costo	persona 6+	ALTO	0.023849804360462593	0.010178703410050545	0.04278122690815687	312	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_internet_costo-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_internet_preferencia	persona 6+	BAJO	0.15529484572434177	0.1432738468564204	0.1686836856234538	7127	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_internet_preferencia-BAJO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_internet_preferencia	persona 6+	MEDIO	0.2215974693535124	0.19192554938097964	0.2508640793777476	1558	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_internet_preferencia-MEDIO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
ENDUTIH	2025	no_internet_preferencia	persona 6+	ALTO	0.2868627978333608	0.20598787168805757	0.3631940776468198	312	PUBLICABLE	APROXIMACION-DESVIADA	RESULT-AMAI-NSE-ENDUTIH-2025-no_internet_preferencia-ALTO-P	CALC-AMAI-NSE-ENDUTIH-2025-0001
