llave	calc	causa	firma	nota
RESULT-ENDIREH2021-NF-BC-TABLA#281	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-01	sin punto publicable en el CALC
RESULT-ENDIREH2021-NF-BC-TABLA#282	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-01	sin punto publicable en el CALC
RESULT-ENDIREH2021-NF-BC-TABLA#284	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-01	sin punto publicable en el CALC
RESULT-ENDIREH2021-NF-BC-TABLA#288	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-01	sin punto publicable en el CALC
RESULT-ENDIREH2021-NF-BC-TABLA#290	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-01	sin punto publicable en el CALC
RESULT-ENDIREH2021-NF-BC-TABLA#293	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-01	sin punto publicable en el CALC
RESULT-ENDIREH2021-NF-BC-TABLA#502	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-01	sin punto publicable en el CALC
RESULT-ENDIREH2021-NF-BC-TABLA#503	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-01	sin punto publicable en el CALC
RESULT-ENDIREH2021-NF-BC-TABLA#551	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-01	sin punto publicable en el CALC
RESULT-ENDIREH2021-NF-BC-TABLA#552	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-01	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#154	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#155	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#163	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#165	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#167	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#183	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#184	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#187	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#194	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#197	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#204	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#205	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#213	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#215	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#217	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#220	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#221	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#229	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#236	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#237	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#244	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#247	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#248	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#249	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#254	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#255	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#263	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#265	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#267	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#269	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#270	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#271	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#273	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#274	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#275	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#276	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#279	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#281	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#283	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#284	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#285	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#286	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#287	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#293	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#294	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#295	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#296	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#297	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#298	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#299	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#304	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#305	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#315	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-DIS-TABLA#317	CALC-ENDIREH-PISOS-2016-DISCRIMINACION-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#55	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#63	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#65	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#104	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#111	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#113	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#115	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#119	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#120	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#121	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#123	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#124	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#125	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#126	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#127	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#128	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#129	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#130	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#131	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#132	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#133	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#134	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#135	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#136	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#137	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#138	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#139	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#140	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#141	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#142	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#143	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#144	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#145	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#146	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#147	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#148	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#149	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#155	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#163	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#200	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#202	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#204	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#207	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#325	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#326	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#334	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#336	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#338	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#340	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#341	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#342	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#345	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#349	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#350	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#351	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#352	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#354	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#355	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
RESULT-ENDIREH2016-REST-TABLA#356	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	CELDA-SUPRIMIDA	FP-260923-ASTRA5-U2-ENDIREH-6a2c-02	sin punto publicable en el CALC
