instrumento	geografia_codigo	ola_piso	ola_observada	piso_punto	ic_predictivo_inf	ic_predictivo_sup	observado_punto	categoria	calc	result_ic_inf	result_ic_sup	temporalidad
ENCIG-SOL1	17	2023	2025	0.07329525690369057	0.029693226653054128	0.16972395673262386	0.06418394125436379	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-17-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-17-IC-HI	RETROSPECTIVA
ENCIG-SOL1	18	2023	2025	0.05593775309863638	0.02200290168258124	0.13498621257986157	0.04862806632779794	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-18-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-18-IC-HI	RETROSPECTIVA
ENCIG-SOL1	19	2023	2025	0.06997963728818493	0.02833156220916343	0.16260578405638193	0.10365947589879446	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-19-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-19-IC-HI	RETROSPECTIVA
ENCIG-SOL1	20	2023	2025	0.08975386014069393	0.03657510434291426	0.2038892614870051	0.11554238770313849	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-20-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-20-IC-HI	RETROSPECTIVA
ENCIG-SOL1	21	2023	2025	0.07263995652242074	0.02871195004512615	0.17188251569516844	0.0815522305240829	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-21-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-21-IC-HI	RETROSPECTIVA
ENCIG-SOL1	22	2023	2025	0.06862133184157258	0.027377020445955625	0.16167300449134325	0.05268580653064375	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-22-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-22-IC-HI	RETROSPECTIVA
ENCIG-SOL1	23	2023	2025	0.08862232191710137	0.03620485714855729	0.20109545714779753	0.09681044714207174	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-23-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-23-IC-HI	RETROSPECTIVA
ENCIG-SOL1	24	2023	2025	0.07064356398169866	0.028405548729322456	0.16502060723397283	0.09174526948169974	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-24-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-24-IC-HI	RETROSPECTIVA
ENCIG-SOL1	25	2023	2025	0.09282268136428097	0.03770291339185633	0.21086688461308634	0.09313058693580589	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-25-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-25-IC-HI	RETROSPECTIVA
ENCIG-SOL1	26	2023	2025	0.09819579899039904	0.04078334859196679	0.21805707825737541	0.09946721274021647	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-26-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-26-IC-HI	RETROSPECTIVA
ENCIG-SOL1	27	2023	2025	0.10046816053815735	0.041419869503139216	0.22402290320251353	0.10242253757662272	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-27-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-27-IC-HI	RETROSPECTIVA
ENCIG-SOL1	28	2023	2025	0.061052478246436066	0.02445010587331604	0.14434205509868067	0.05717848301187758	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-28-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-28-IC-HI	RETROSPECTIVA
ENCIG-SOL1	29	2023	2025	0.08193825084679679	0.033261464003085564	0.18799839765747733	0.07771843667787333	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-29-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-29-IC-HI	RETROSPECTIVA
ENCIG-SOL1	30	2023	2025	0.07460816304762129	0.030143738265298797	0.1729641067121894	0.05415674584793854	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-30-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-30-IC-HI	RETROSPECTIVA
ENCIG-SOL1	31	2023	2025	0.06178577073866862	0.024280315856495295	0.1484132095689386	0.09055498762482793	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-31-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-31-IC-HI	RETROSPECTIVA
ENCIG-SOL1	32	2023	2025	0.062012817114857934	0.024499262794110112	0.14823870164879827	0.06238777717685235	DENTRO-IC-PREDICTIVO	CALC-REGION-ENCIG-SOL1-IC-PRED-0001	RESULT-REGION-ENCIG-SOL1-ICP-32-IC-LO	RESULT-REGION-ENCIG-SOL1-ICP-32-IC-HI	RETROSPECTIVA
