denominador_ponderado,ee,est_socio,estado,etiqueta,ic95_hi,ic95_lo,n,numerador_ponderado,proporcion,replicas_validas,segsoc,tam_loc,tramo_edad,unidad,universo,upm_n
91619046.0,0.000367815306,2,OBSERVADA,No × 60–96 × 15 000 a 99 999 × Medio bajo,0.012948316847,0.011455223239,2272,1116050.0,0.012181419134,1000,2,2,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,520
91619046.0,0.000240522475,3,OBSERVADA,No × 60–96 × 15 000 a 99 999 × Medio alto,0.003052188948,0.002104176114,535,231099.0,0.002522390377,1000,2,2,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,141
91619046.0,5.9012828e-05,4,OBSERVADA,No × 60–96 × 15 000 a 99 999 × Alto,0.000425060521,0.000197706442,30,28570.0,0.000311834725,1000,2,2,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,22
91619046.0,0.000155779299,1,OBSERVADA,No × 60–96 × 2 500 a 14 999 × Bajo,0.004419512507,0.003815231255,749,376451.0,0.004108872734,1000,2,3,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,103
91619046.0,0.000461637616,2,OBSERVADA,No × 60–96 × 2 500 a 14 999 × Medio bajo,0.014458041648,0.012625395982,2747,1238574.0,0.013518739324,1000,2,3,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,509
91619046.0,4.8806562e-05,3,OBSERVADA,No × 60–96 × 2 500 a 14 999 × Medio alto,0.000295813008,0.000109881567,62,17861.0,0.000194948548,1000,2,3,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,30
91619046.0,1.0801942e-05,4,OBSERVADA,No × 60–96 × 2 500 a 14 999 × Alto,6.1795514e-05,1.9012551e-05,8,3483.0,3.8016113e-05,1000,2,3,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,6
91619046.0,0.000452302134,1,OBSERVADA,No × 60–96 × Menos de 2 500 × Bajo,0.025958846638,0.024206819366,7261,2301848.0,0.025124121026,1000,2,4,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,924
91619046.0,0.00032469234,2,OBSERVADA,No × 60–96 × Menos de 2 500 × Medio bajo,0.012089289377,0.010828965,4846,1049241.0,0.011452214859,1000,2,4,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,774
91619046.0,,3,CERO-MUESTRAL,No × 60–96 × Menos de 2 500 × Medio alto,,,0,0.0,0.0,0,2,4,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,0
91619046.0,1.2676878e-05,4,OBSERVADA,No × 60–96 × Menos de 2 500 × Alto,4.2595698e-05,0.0,2,1300.0,1.4189189e-05,1000,2,4,60-96,persona,integrantes del hogar de 18 a 96 años con factor persona válido,1
