propuesta_id	relacion_id	task_id	input_existe	contrato_existe	reporte_worker_existe	schema_valido	hash_snapshot_valido	hash_baseline_valido	join_reporte_activo_valido	accion_original_preservada	unicidad_propuesta	excepcion_cegamiento_validada	expediente_integrable	modifica_baseline	estado_supervision	errores	razon_terminal
SEMPROP-e4be853af069621c1643a99f	REL-32afb54be292bc8e3070dfca	SEMTSK-0ad76db67c2503616ade139d	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-d02b1aca62fe18409bbfd134	REL-0692b43ca9c2f7bb608a2858	SEMTSK-163221fd3fff94823edf5673	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-839f058b6a07fd69ff19e52d	REL-6cd9055fa1486b7f8c8c5efa	SEMTSK-a19e230b40c8564bb997e5db	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-083cd43048d7910e5607b71e	REL-0b0dac8dd04b5f25133518f8	SEMTSK-04d25946f5a067cea98d00d4	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-9215a77c5cbd68a42bed7b23	REL-18976f4767e5da3c5e572877	SEMTSK-04d25946f5a067cea98d00d4	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-cd061b00959a0a35baba18d0	REL-21e914d37dac786386bf91dc	SEMTSK-04d25946f5a067cea98d00d4	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-b52864cf4894ea843975c5b3	REL-2fbf749b083e578d4462b842	SEMTSK-04d25946f5a067cea98d00d4	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-61c502fd345195ab293f1285	REL-aaf9d3c2e0d9b3d294df4840	SEMTSK-04d25946f5a067cea98d00d4	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-52bcdc2c7aacb3e888dee0a6	REL-0d9c76a2adedc9b9f59984cc	SEMTSK-43510bd0ada8ba4669ac9d56	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-d47c19d4cdd80f8c0b33d1a1	REL-0fc632a7b102c3b39b2f540c	SEMTSK-43510bd0ada8ba4669ac9d56	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-b0c0f35eb61982d10e485cf1	REL-3d47f2e740a4b56741e9c6e2	SEMTSK-43510bd0ada8ba4669ac9d56	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-f6c37a67210c51bab0855db2	REL-9ccac3c7a04b0040d317efb7	SEMTSK-43510bd0ada8ba4669ac9d56	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-61c5ef22a397c0042e793742	REL-f25c37290ef71e21d1d73760	SEMTSK-4ffe806a39cc5de490f2461b	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-afe60a58df90f0bceff6527c	REL-4fd0d54316a62b4b5c7a0048	SEMTSK-f2c4212dae28a5c6e5556a2d	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-620d5aee421861ddc7ffac1f	REL-655887a6745e8a139387cc90	SEMTSK-f2c4212dae28a5c6e5556a2d	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-fad331a39b11eef7c193812f	REL-75c66af2edc4b79afcb439c3	SEMTSK-f2c4212dae28a5c6e5556a2d	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-0ac7ffc8780cf688ab676d7b	REL-c72dd30027c28df4603464d5	SEMTSK-f2c4212dae28a5c6e5556a2d	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-308f829c047481eeb21439f4	REL-ca5ecbdfd4be3728df0e509f	SEMTSK-f2c4212dae28a5c6e5556a2d	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-96b6d1c966376aca19cb29fb	REL-ff97af04e1d92981b386ac08	SEMTSK-f2c4212dae28a5c6e5556a2d	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-a79fe1e754ceaa7766abe5d0	REL-08af2a451bfb04d90902eec4	SEMTSK-b5e5292c4d9cd7c775a24ffa	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-12fe7702f29023d26f539758	REL-6f1cef5066c5478632ac5045	SEMTSK-c7b22126c42dae58264ff575	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-96ea4c3f7762d2b41c9fa310	REL-4945113fd8870341191221b6	SEMTSK-1c8d2ff60cd82a18f6ef4aa4	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-18d26e84a4519e368e3539c7	REL-8b5abcdb9a618f64c2639477	SEMTSK-1c8d2ff60cd82a18f6ef4aa4	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-6f40539240fdeb84d3d5213a	REL-10b7203dd243231cb3602e47	SEMTSK-d2a4ff61a997faa5504cb2a3	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-eb2fddc962857272a2a5d82f	REL-71d03c31e21a53076736dfd0	SEMTSK-d2a4ff61a997faa5504cb2a3	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-de473c7da4ec5f4cbd0d506b	REL-f0cb8d6fa174935fae071144	SEMTSK-d2a4ff61a997faa5504cb2a3	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-2befd62d01385e4bf9706f59	REL-62c97ccb92d0e95c8120d776	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-b7ab42b1ec4435b5b4eda41b	REL-6b71873b3adacde57117ad99	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-bfa5bb1c567fbf0652afaa83	REL-72ff714a3ba6d0bab952e05f	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-e37dd07116e41f5cacd9b4fd	REL-75b2ff53a19d8058eba2dbb7	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-74c0f77a2967f524c5b87a48	REL-7751c832c7e30e4e4d7603cc	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-77f1d9909d9eaa69686dcd81	REL-845a93bc24990147a394f897	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-40d961a378a8e2d3a00af550	REL-8d2952203ec3678f3bd0c473	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-710e8268ed8f0876fa47e172	REL-9dfab617c356df5594575a3c	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-e5afbb068a034a871a9d8bc1	REL-b034b04e9ba040bd02e39b8b	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-d8fc49d77887a45cc02e1826	REL-cd0d1c5fd7e85418603c73cd	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-10ff6eed38d3967063a43769	REL-d630dc1ea394364e53631401	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-8a3ca31c5bd86606bafbf8be	REL-e95e26820797a0f55c9246d7	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-dd9e9bf5fedd946421b19315	REL-f219eb1a0e1b71beb5a36f6f	SEMTSK-226d30bd56a40a35e02676da	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-fe79bdb497bf2815e18b075e	REL-7da283a75f336e409f2ff88d	SEMTSK-916cf86bd658db25e668cc37	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-923110b635d7b95172031a73	REL-2230c5027c1ce5589c32d9b0	SEMTSK-e9726ea9c0c95719a4308cfe	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-81e5c6ac1e16ce64e263107f	REL-4360d0a91e5f8be30916c2b9	SEMTSK-81718c18d1fab99b551fdf4b	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-bc12e2cc0e8b1469488796c9	REL-f09043ef09997adc0bb4a3f2	SEMTSK-81718c18d1fab99b551fdf4b	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-33103286c8f375410785d6bb	REL-1d9d402e2e1aa77c9c01cb5f	SEMTSK-524d4e466afaab3f0986d64a	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-f0763573956febedafa99313	REL-32d05d4dc466d048e2961f7b	SEMTSK-524d4e466afaab3f0986d64a	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-6a29bff621b4501f1752c48b	REL-435541bba7684694085356c2	SEMTSK-8a9b298b68defb965bfc0050	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-dd734a17de006c8e4ba4672d	REL-99525527adc1ae5960ac2055	SEMTSK-8a9b298b68defb965bfc0050	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-a7e1c5684e168f5daaae1475	REL-107500c8d4873fe4d05bb8e3	SEMTSK-77bc99bf6f1590312fc55959	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-42e4b0d7fb788206c21ede4a	REL-e247f2d5250d822fb74a0638	SEMTSK-77bc99bf6f1590312fc55959	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-9f29a54a37f228ba93f796e3	REL-350211bc943be8bae0c8eea2	SEMTSK-b6566cd1dcd301d7dcf62839	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-a1dddb5efc3187c5b4e4b04a	REL-abd2650bcf443274eb467a60	SEMTSK-b6566cd1dcd301d7dcf62839	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-b05ef904efb4dd88d4226a60	REL-e2371e6b0d421f30c496d3da	SEMTSK-b6566cd1dcd301d7dcf62839	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-e13b6eb4a0147deff7a8a80c	REL-382a1f202f13e8134f376a00	SEMTSK-8e9b0c31206f4fad1ad03a66	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-017d261169984f5e011152d5	REL-ddc381f55d9879a6629a14d4	SEMTSK-8e9b0c31206f4fad1ad03a66	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-384f81e888fdc50f18d04ae5	REL-c9a73bd2a8258784f9f08ea8	SEMTSK-7b76c9fc39eedca3fb8873d8	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-afaf8f44afee80414bbc2137	REL-6c97fe0c5cb528557054a838	SEMTSK-91f4d13a88b9bc5a846d13ab	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-99afee4268c2017ee36a6386	REL-5fc50aa3d056d5b63f4e18df	SEMTSK-421f998d197e956bac3c19e1	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-07f1228b55c85bea53ce85cf	REL-7feec534a72e40bdf9b6b393	SEMTSK-7fe6463046e954ef879a076d	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-ce0e65d5bffd942b4d2f50b4	REL-0e3c2a3a6afd1dae2297740e	SEMTSK-6e6975b837ee9b2460e0fb32	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-fc64f42325455f3a1c39a570	REL-0a4bbf31b54c5ce3565ba753	SEMTSK-b338f458980c8edbf66ea592	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-2e6cb27983c3d1829592de16	REL-6ebc288cb21990e446f70262	SEMTSK-b338f458980c8edbf66ea592	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-b6a77a9d4f7fd61a66dd40d5	REL-781037a17e27bb2b93e13a63	SEMTSK-d1f03a8c4f335b935d659731	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-36e24d56fbcbdaf416c4439d	REL-a8d0e6223c2d79b63a90b4f5	SEMTSK-940132106fc12f8f75d722b9	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-0aaff200ab7bb260e5e14a08	REL-0ccb1f487408f4999004b321	SEMTSK-a51729167f0aec41496d5fb5	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-7f29e63288e41a883dd60731	REL-235427b4ebd4727b5ccdeb98	SEMTSK-859ede5ae349b219c1e7e396	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-a5c97c07abc454829210d0b7	REL-fd8abdfbae6d8de6a94eb38c	SEMTSK-51b8e8170336bc3261725518	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-64165fe1b0215c05932153d6	REL-1867600f55b362380e728c4a	SEMTSK-57bba265dc10cb681f69b5f3	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-712debeeb5ae9908edeb6432	REL-7a38c275915e890903752598	SEMTSK-57bba265dc10cb681f69b5f3	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-3d59dd57761be69786d3479f	REL-523fe941f36eef5710d093ee	SEMTSK-f955cb694c43f418077c525b	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
SEMPROP-0ef74a29d9f05efe6da0f32b	REL-2a1cc2aeaa3a0d0f5e1e49d2	SEMTSK-22b146a107e2dff4fc4f7c15	SI	SI	SI	SI	SI	SI	NO_APLICA_SIN_JOIN	SI	SI	NO_APLICA	NO	NO	VALIDADA_FAIL_CLOSED_SIN_INTEGRACION	NINGUNO	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO
