propuesta_id	task_id	input_sha256	worker_report_sha256	snapshot_t0_sha256	baseline_sha256	relacion_id	accion	adjudicacion_vigente	adjudicacion_propuesta	afirmacion_origen_tipo	tratar_como_hecho	reporte_inspeccion_ref	evidencia_ref_original	evidencia_ref_accion_original	evidencia_ref_evidencia_original	siguiente_accion_original	siguiente_accion_original_sha256	input_requerido_original	reserva_original	reserva_curador	cegamiento_roto	excepcion_cegamiento_ref	estado_terminal	expediente_integrable	modifica_baseline	fail_closed
SEMPROP-bf92a7a3490f9d1c288d9225	SEMTSK-a157241ebb1c79de3ce81517	29bdd9b42d035dd7b8eca7bcf54b3b45ccb99d3fd9c096f4755547f71da0f787	1e0c9804535f217c8eb03e291f2b10a20e76d250d5a9bf8c29e8a2be56aaf97a	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-a750d90d3d9e1e19938fa8c4	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:forense/matriz-impacto-universal-2026-08-06.md	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:forense/matriz-impacto-universal-2026-08-06.md	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	b5b88ffc4e5d47a7af72b18249563a58676ecaf4cd51b8068fa3c6f309ad418c	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-69d0ffa8b39e250187fc5ec7	SEMTSK-a157241ebb1c79de3ce81517	29bdd9b42d035dd7b8eca7bcf54b3b45ccb99d3fd9c096f4755547f71da0f787	1e0c9804535f217c8eb03e291f2b10a20e76d250d5a9bf8c29e8a2be56aaf97a	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-cc6596882b8f135c946ad0f4	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md	Buscar en el diccionario ENBIARE abierto términos de desconocido, transacción, sanción y confianza; documentar ausencia delimitada si no aparecen.	88a0ef450eccdb0376c06b9e718634490585a35afbee7b1f2b42ee30a9bb31c4	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-efe9f2aef32030dce56c6c71	SEMTSK-a157241ebb1c79de3ce81517	29bdd9b42d035dd7b8eca7bcf54b3b45ccb99d3fd9c096f4755547f71da0f787	1e0c9804535f217c8eb03e291f2b10a20e76d250d5a9bf8c29e8a2be56aaf97a	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-f07a221600f81a075ee85ac8	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:forense/matriz-impacto-universal-2026-08-06.md	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:corpus/reports/Mexican_Population_Genomics__2025-2026_Scientific_and_Market_Opportunity_Update.md	MAIN:forense/matriz-impacto-universal-2026-08-06.md	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	b5b88ffc4e5d47a7af72b18249563a58676ecaf4cd51b8068fa3c6f309ad418c	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-39347e9e2551774074491528	SEMTSK-1c964807bd81e4e0ead2c010	342d9c7020cb05ee2daa309a8b2c7a675875607a0dd24fc6b42a1d1ac3440e33	f0a4c64e503c4d0a3f6dde97b2f9ff7d4bebed6cf40e02639d02886db9675632	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-60e9df4e4ea6f51ca6e4ddc0	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	d5daa38d61c25b511dcd49677d79575b6bf9a0bd05f6d6564d0a5ad22a9ec629	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-7bcb597554e9d3bb39998732	SEMTSK-1c964807bd81e4e0ead2c010	342d9c7020cb05ee2daa309a8b2c7a675875607a0dd24fc6b42a1d1ac3440e33	f0a4c64e503c4d0a3f6dde97b2f9ff7d4bebed6cf40e02639d02886db9675632	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-cf8f5979c73cdbe59cfaf5fd	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:README.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	MAIN:README.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	MAIN:README.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	d5daa38d61c25b511dcd49677d79575b6bf9a0bd05f6d6564d0a5ad22a9ec629	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-399ddf3a333a0cca6a18f409	SEMTSK-1c964807bd81e4e0ead2c010	342d9c7020cb05ee2daa309a8b2c7a675875607a0dd24fc6b42a1d1ac3440e33	f0a4c64e503c4d0a3f6dde97b2f9ff7d4bebed6cf40e02639d02886db9675632	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-ea0dde2ebf4bd96af8e3e139	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/censo-estimabilidad-coeficientes-v1_0.md;MAIN:forense/cobertura-motor.md	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/censo-estimabilidad-coeficientes-v1_0.md;MAIN:forense/cobertura-motor.md	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/censo-estimabilidad-coeficientes-v1_0.md;MAIN:forense/cobertura-motor.md	Abrir diccionario/cuestionario ENCIG local y registrar variables, tabla, llave de unión y universo aplicable a esta necesidad.	d5daa38d61c25b511dcd49677d79575b6bf9a0bd05f6d6564d0a5ad22a9ec629	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-d8bdeedb8b516c3a7d8e5ff4	SEMTSK-3b6bf9d47738f63ea98fb8b5	567daf77fe19c47cf01d32a80e4ecd5bff5354f259121ab6e39b7c8623146c23	6e982255b91fc5c2b63c4627039e14c09b1ccac34c348864bed35abfc266c1c7	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-1d4ea097a836307f28dd2f49	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L15	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L15	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L15	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	b8bdc9d6e9a1fb98030c092a30fba2d89ad270f5454126a743d3d1ff00a342ae	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-17d7799beaf671998ea61800	SEMTSK-3b6bf9d47738f63ea98fb8b5	567daf77fe19c47cf01d32a80e4ecd5bff5354f259121ab6e39b7c8623146c23	6e982255b91fc5c2b63c4627039e14c09b1ccac34c348864bed35abfc266c1c7	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-2fab7f66a0e6963788542b3a	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	b8bdc9d6e9a1fb98030c092a30fba2d89ad270f5454126a743d3d1ff00a342ae	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-07c9210d4b600e10e67bb256	SEMTSK-3b6bf9d47738f63ea98fb8b5	567daf77fe19c47cf01d32a80e4ecd5bff5354f259121ab6e39b7c8623146c23	6e982255b91fc5c2b63c4627039e14c09b1ccac34c348864bed35abfc266c1c7	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-8da82cf2f91efb7fe1958467	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/integrador-psicologia-mexicano.md	MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md;MAIN:corpus/reports/La_arquitectura_invisible_de_la_interacción_social_en_México.md	MAIN:canon/integrador-psicologia-mexicano.md	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	b8bdc9d6e9a1fb98030c092a30fba2d89ad270f5454126a743d3d1ff00a342ae	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-db3f6fe12b10fad954871834	SEMTSK-3b6bf9d47738f63ea98fb8b5	567daf77fe19c47cf01d32a80e4ecd5bff5354f259121ab6e39b7c8623146c23	6e982255b91fc5c2b63c4627039e14c09b1ccac34c348864bed35abfc266c1c7	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-d82eb6cef055001e7587db31	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	b8bdc9d6e9a1fb98030c092a30fba2d89ad270f5454126a743d3d1ff00a342ae	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-a8ceaf2bd9a0fa7635a4c8a3	SEMTSK-3b6bf9d47738f63ea98fb8b5	567daf77fe19c47cf01d32a80e4ecd5bff5354f259121ab6e39b7c8623146c23	6e982255b91fc5c2b63c4627039e14c09b1ccac34c348864bed35abfc266c1c7	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-e74ad11dd79c7485c9704116	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:canon/modelo-decision-v4_0.md	MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Psicología_Política_y_Comportamiento_Cívico_del_Mexicano_Contemporáneo__Una_Lectura_Anti-Esencialista_desde_Abajo__2026_.md;MAIN:forense/censo-estimabilidad-coeficientes-v1_0.md;MAIN:forense/cobertura-motor.md	MAIN:canon/modelo-decision-v4_0.md	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.	b8bdc9d6e9a1fb98030c092a30fba2d89ad270f5454126a743d3d1ff00a342ae	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-78c1ef13d6d4e7566b5f160f	SEMTSK-4b8bc49453beab59d50eff74	e383529070322e5eaa1f1a3b3be61198166faa4ae5f0aa53a7e120dc1cf43776	fec5715e7cc742a27559dd6e21496bfb9c8b1b7eb67e42a68f836ebc6e922123	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-87b4ab08a7e1b65f965ffb88	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L3	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv	Mapear cuestionario y tabulados 2019–2024 a la necesidad, con periodo, unidad y codificación.	3db2c3da6015f065a105aaa19edc47402835fdf0cc20d063724960adff03ec7d	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-046a8e10e371688b1a4b72b8	SEMTSK-c751b2cc702b660de290303b	a07c093aa93c0b9c2878d427506f748a5c65e99a8651987b1c7b9d38dfba53e8	80472bbdff04d92a745dd4ed81aea0fbea11a781d334c5a55e25969851a418c4	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-63835b1a27c62356495d6104	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/mapa-ext-general-2026-08-06.tsv:L2	MAIN:data/mapa-ext-general-2026-08-06.tsv:L2	MAIN:data/mapa-ext-general-2026-08-06.tsv:L2	Abrir manual y microdato del año objetivo; verificar texto, codificación, comparabilidad y desenlace coobservado.	62c1b6a0763e040f43017c9ae2e9950ac395e6a86e930b4ba390a3253dfbb302	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-c9a2a103b4f0181250600007	SEMTSK-3b18db64ab499eb0d247cee1	32c17c13d9e5c26904b99c671c3b5c36c2696f19028a60ff938ae69d0ce1415f	bb3864f878a5468a3261bc0fa2dee8f3180deb5f6ae202e6df590357ee353f9e	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-de059d547843c8fefa01197a	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/mapa-fuentes-2026-08-06.tsv:L26	MAIN:data/mapa-fuentes-2026-08-06.tsv:L26	MAIN:data/mapa-fuentes-2026-08-06.tsv:L26	Abrir cuestionario/base ENCUP solo para confirmar unidad geográfica y turnout; si no hay municipio×tipo de elección, cerrar esta relación.	e757a79abba5d75a2c85acfd52ca7470981a87a5bd346e2e0605133f62300537	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-7266d11d7c2b852d9dd338cd	SEMTSK-39c97ebccbcabb16be3b99ac	4193c1063124332e8762b3e705dbffe489350878bc7f18a731b16e948f8dc73c	44a316ba5350815add0b330e5d30b6c4682355fd36625d161548410de6002c3a	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-16d3c66af7fc856df2130139	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L11;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	MAIN:data/abrir4-variables-2026-08-08.tsv	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-c1dcd8eb77b8cdc4511b0f06	SEMTSK-39c97ebccbcabb16be3b99ac	4193c1063124332e8762b3e705dbffe489350878bc7f18a731b16e948f8dc73c	44a316ba5350815add0b330e5d30b6c4682355fd36625d161548410de6002c3a	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-2d58abfc1b418484af3f2f7d	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv	MAIN:AGENTS.md;MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md	MAIN:data/abrir4-variables-2026-08-08.tsv	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-701ff8f994a5a206acb7acd4	SEMTSK-39c97ebccbcabb16be3b99ac	4193c1063124332e8762b3e705dbffe489350878bc7f18a731b16e948f8dc73c	44a316ba5350815add0b330e5d30b6c4682355fd36625d161548410de6002c3a	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-36cde7fa0d470608a94ddb1e	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	MAIN:data/abrir4-variables-2026-08-08.tsv	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-bb7f92f0de87e772dde1cebe	SEMTSK-39c97ebccbcabb16be3b99ac	4193c1063124332e8762b3e705dbffe489350878bc7f18a731b16e948f8dc73c	44a316ba5350815add0b330e5d30b6c4682355fd36625d161548410de6002c3a	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-3b746c49c7c051083df6ee81	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	MAIN:data/abrir4-variables-2026-08-08.tsv	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
SEMPROP-79b6860ea823a9b2b8255ee7	SEMTSK-39c97ebccbcabb16be3b99ac	4193c1063124332e8762b3e705dbffe489350878bc7f18a731b16e948f8dc73c	44a316ba5350815add0b330e5d30b6c4682355fd36625d161548410de6002c3a	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	REL-45672e7d7c5ac7c69edaede4	NO_DETERMINADO	CANDIDATA	CANDIDATA	INFERENCIA_PROPUESTA	NO	NO_DETERMINADO	MAIN:data/abrir4-variables-2026-08-08.tsv	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/abrir4-variables-2026-08-08.tsv:L10;MAIN:data/mapa-ext-general-2026-08-06.tsv	MAIN:data/abrir4-variables-2026-08-08.tsv	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	eba3e0df63b8ce6ed4d6ac7d49ae306643848764635e477c17ceebb3784f12b9	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	No hay evidencia nueva con join exacto suficiente para promover una adjudicación.	NO	NO_APLICA	SIN_EXPEDIENTE_INTEGRABLE_SIN_JOIN_EXACTO	NO	NO	SI
