# data/cruce-inverso-v1_0.tsv -- ACTO MAESTRA31-E5 · CRUCE-INVERSO, COMMIT-2
# Universo (A.10): main=07b1452, 27/ago/2026 (confirmado contra origin/main, sin diferencia).
# Lado motor: milpa/procedencia.yaml + milpa/tramite.yaml, 59 variables (receta propia, forense/notas/2026-08-27-cruce-inverso-spec.md; difiere de las 79 de direccion, declarado en §1 de esa spec).
# Lado corpus: data/inventario-reactivos-v1_0.tsv, 178246 filas, 36809 variable_id distintos, 74 instrumentos (columna instrumento, sin contar el encabezado).
# Emparejamiento: token exacto de variable_id; instrumento normalizado familia+ano (motor: 'ENCIG 2023' -> 'encig2023'); ola = valores distintos de la columna instrumento (columna ola del inventario es NO_DETERMINADO en el 100% de las filas relevantes).
# SUPERADO por data/cruce-inverso-v1_1.tsv (ACTO MAESTRA31-E7 · ETIQUETA, 27/ago/2026). Motivo: el insumo data/inventario-reactivos-v1_0.tsv etiquetaba "(raiz)" el 58% de sus filas (columna instrumento); ese defecto se propago a instrumentos_en_inventario/n_olas_distintas/olas_detalle de este cruce. Este archivo NO se edita mas alla de esta cabecera -- la especificacion de E5 (forense/notas/2026-08-27-cruce-inverso-spec.md) no cambia. Ver forense/notas/2026-08-27-etiqueta-cierre.md.
variable_id	veredicto_a4	instrumentos_declarados_por_motor	n_citas_en_motor	payloads_en_inventario	instrumentos_en_inventario	n_olas_distintas	olas_detalle
AP7_3_10	EXISTE-SATISFACE	envipe:2025	3	BD_ENCUCI2020_dbf.zip;envipe2012/base_de_datos_envipe_2012_dbf.zip;envipe2013/bd_envipe13_dbf.zip;envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	(raiz);envipe2012;envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	15	(raiz);envipe2012;envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP7_3_11	EXISTE-SATISFACE	envipe:2025	2	BD_ENCUCI2020_dbf.zip;envipe2012/base_de_datos_envipe_2012_dbf.zip;envipe2013/bd_envipe13_dbf.zip;envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	(raiz);envipe2012;envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	15	(raiz);envipe2012;envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP7_3_12	EXISTE-SATISFACE	envipe:2025	2	BD_ENCUCI2020_dbf.zip;envipe2013/bd_envipe13_dbf.zip;envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	(raiz);envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	14	(raiz);envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP7_3_13	EXISTE-SATISFACE	envipe:2025	2	envipe2013/bd_envipe13_dbf.zip;envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	(raiz);envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	14	(raiz);envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP7_3_14	EXISTE-SATISFACE	envipe:2025	4	envipe2013/bd_envipe13_dbf.zip;envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	(raiz);envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	14	(raiz);envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
AP7_4_14	EXISTE-SATISFACE	envipe:2025	1	envipe2013/bd_envipe13_dbf.zip;envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	(raiz);envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	14	(raiz);envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
BP1_20	EXISTE-SATISFACE	envipe:sin-ano;envipe:2025	2	envipe2011/base_de_datos_envipe_2011_dbf.zip;envipe2012/base_de_datos_envipe_2012_dbf.zip;envipe2013/bd_envipe13_dbf.zip;envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	(raiz);envipe2011;envipe2012;envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	16	(raiz);envipe2011;envipe2012;envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
BP1_23	EXISTE-SATISFACE	envipe:sin-ano;envipe:2025	11	envipe2012/base_de_datos_envipe_2012_dbf.zip;envipe2013/bd_envipe13_dbf.zip;envipe2014/bd_envipe2014_dbf.zip;envipe2015/bd_envipe2015_dbf.zip;envipe2016/bd_envipe2016_dbf.zip;envipe2017/bd_envipe2017_dbf.zip;envipe2018/bd_envipe2018_dbf.zip;envipe2018_csv.zip;envipe2019/bd_envipe2019_dbf.zip;envipe2019_csv.zip;envipe2020/bd_envipe_2020_dbf.zip;envipe2020_csv.zip;envipe2021/bd_envipe_2021_csv.zip;envipe2021/bd_envipe_2021_dbf.zip;envipe2021_csv.zip;envipe2022/bd_envipe_2022_csv.zip;envipe2022/bd_envipe_2022_dbf.zip;envipe2022_csv.zip;envipe2023/bd_envipe_2023_csv.zip;envipe2023/bd_envipe_2023_dbf.zip;envipe2023_csv.zip;envipe2024/bd_envipe_2024_csv.zip;envipe2024/bd_envipe_2024_dbf.zip;envipe2024_csv.zip;envipe2025/bd_envipe_2025_csv.zip;envipe2025/bd_envipe_2025_dbf.zip;envipe2025_csv.zip	(raiz);envipe2012;envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025	15	(raiz);envipe2012;envipe2013;envipe2014;envipe2015;envipe2016;envipe2017;envipe2018;envipe2019;envipe2020;envipe2021;envipe2022;envipe2023;envipe2024;envipe2025
C3	EXISTE-NO-SATISFACE	enif:sin-ano;enif:2024;envipe:sin-ano	4	banxico_encuesta_competencias_financieras_2021.xlsx	(raiz)	1	(raiz)
D1	NO-ENCONTRADO	enif:sin-ano;ennvih:sin-ano;envipe:sin-ano	2			0	
D3	NO-ENCONTRADO	encig:2023	1			0	
E1	NO-ENCONTRADO		2			0	
ENIF2024	NO-ENCONTRADO	enif:sin-ano	3			0	
IC95	NO-ENCONTRADO	encig:2021;encig:2023;encuci:2020;enif:2024;ennvih:sin-ano;envipe:2025	11			0	
IDG3	NO-ENCONTRADO		1			0	
P1	EXISTE-NO-SATISFACE	encuci:sin-ano;encuci:2020;enif:sin-ano;enif:2024;ennvih:sin-ano;envipe:2025	15	conjunto_de_datos_enoe_2019_3t_csv.zip;conjunto_de_datos_enoe_2019_4t_csv.zip;ejemplobd_enestyc_1992_dbf.zip;enoe_microdatos_post2019/2019trim3_csv.zip;enoe_microdatos_post2019/2019trim4_csv.zip;enti2022/enti_2022_bd_dbf.zip;mociba2015/mociba2015_bd_dbf.zip;mociba2017/mociba2017_bd_dbf.zip;mociba2019/mociba2019_bd_dbf.zip;mociba2020/mociba2020_bd_csv.zip;mociba2020/mociba2020_bd_dbf.zip;mociba2021/mociba2021_bd_csv.zip;mociba2021/mociba2021_bd_dbf.zip;mociba2022/mociba2022_bd_csv.zip;mociba2022/mociba2022_bd_dbf.zip;mociba2023/mociba2023_bd_csv.zip;mociba2023/mociba2023_bd_dbf.zip;mociba2024/mociba2024_bd_csv.zip;mociba2024/mociba2024_bd_dbf.zip;mociba2025/mociba2025_bd_csv.zip;mociba2025/mociba2025_bd_dbf.zip	(raiz);enoe_microdatos_post2019;enti2022;mociba2015;mociba2017;mociba2019;mociba2020;mociba2021;mociba2022;mociba2023;mociba2024;mociba2025	12	(raiz);enoe_microdatos_post2019;enti2022;mociba2015;mociba2017;mociba2019;mociba2020;mociba2021;mociba2022;mociba2023;mociba2024;mociba2025
P11_1_1	EXISTE-NO-SATISFACE	enif:2024	1	enaproce2015/ejem_base_pyme_ciega_dbf.zip;encig2017/encig17_base_datos_dbf.zip;encig2017_csv.zip;encig2019/encig19_base_datos_dbf.zip;encig2019_csv.zip;encig2021/encig21_base_datos_csv.zip;encig2021/encig21_base_datos_dbf.zip;encig2021_csv.zip;endireh2006/bd_endireh_2006_csv.zip;endireh2006/bd_endireh_2006_dbf.zip;endireh2021/bd_endireh_2021_csv.zip;endireh2021/bd_endireh_2021_dbf.zip;endutih2025/endutih2025_bd_dbf.zip;enfih2019/enfih_2019_base_de_datos_csv.zip;enif2021_csv.zip;enif_2015_bd_dbf.zip;enif_2018_bd_dbf.zip;enif_2021_bd_csv.zip;enif_2024_bd_csv.zip;enpol2021/bd_enpol_2021_csv.zip;enti2022/enti_2022_bd_dbf.zip	(raiz);enaproce2015;encig2017;encig2019;encig2021;endireh2006;endireh2021;endutih2025;enfih2019;enpol2021;enti2022	11	(raiz);enaproce2015;encig2017;encig2019;encig2021;endireh2006;endireh2021;endutih2025;enfih2019;enpol2021;enti2022
P11_1_23	EXISTE-SATISFACE	encig:sin-ano;encig:2023	6	encig2019/encig19_base_datos_dbf.zip;encig2019_csv.zip;encig2021/encig21_base_datos_csv.zip;encig2021/encig21_base_datos_dbf.zip;encig2021_csv.zip;encig2023/encig23_base_datos_dbf.zip;encig2023_datosabiertos_csv.zip;encig2025/encig25_base_datos_dbf.zip;encig23_base_datos_csv.zip;encig25_base_datos_csv.zip	(raiz);encig2019;encig2021;encig2023;encig2025	5	(raiz);encig2019;encig2021;encig2023;encig2025
P11_1_3	EXISTE-SATISFACE	encig:2021	1	encig2017/encig17_base_datos_dbf.zip;encig2017_csv.zip;encig2019/encig19_base_datos_dbf.zip;encig2019_csv.zip;encig2021/encig21_base_datos_csv.zip;encig2021/encig21_base_datos_dbf.zip;encig2021_csv.zip;endireh2006/bd_endireh_2006_csv.zip;endireh2006/bd_endireh_2006_dbf.zip;endireh2021/bd_endireh_2021_csv.zip;endireh2021/bd_endireh_2021_dbf.zip;endutih2025/endutih2025_bd_dbf.zip;enfih2019/enfih_2019_base_de_datos_csv.zip;enif2021_csv.zip;enif_2015_bd_dbf.zip;enif_2018_bd_dbf.zip;enif_2021_bd_csv.zip;enif_2024_bd_csv.zip;enpol2021/bd_enpol_2021_csv.zip;enti2022/enti_2022_bd_dbf.zip	(raiz);encig2017;encig2019;encig2021;endireh2006;endireh2021;endutih2025;enfih2019;enpol2021;enti2022	10	(raiz);encig2017;encig2019;encig2021;endireh2006;endireh2021;endutih2025;enfih2019;enpol2021;enti2022
P11_1_5	EXISTE-NO-SATISFACE	enif:2024	1	encig2017/encig17_base_datos_dbf.zip;encig2017_csv.zip;encig2019/encig19_base_datos_dbf.zip;encig2019_csv.zip;encig2021/encig21_base_datos_csv.zip;encig2021/encig21_base_datos_dbf.zip;encig2021_csv.zip;endireh2006/bd_endireh_2006_csv.zip;endireh2006/bd_endireh_2006_dbf.zip;endireh2021/bd_endireh_2021_csv.zip;endireh2021/bd_endireh_2021_dbf.zip;endutih2025/endutih2025_bd_dbf.zip;enfih2019/enfih_2019_base_de_datos_csv.zip;enif2021_csv.zip;enif_2021_bd_csv.zip;enif_2024_bd_csv.zip;enti2022/enti_2022_bd_dbf.zip	(raiz);encig2017;encig2019;encig2021;endireh2006;endireh2021;endutih2025;enfih2019;enti2022	9	(raiz);encig2017;encig2019;encig2021;endireh2006;endireh2021;endutih2025;enfih2019;enti2022
P2	EXISTE-NO-SATISFACE	encuci:2020;enif:sin-ano	2	conjunto_de_datos_enoe_2019_3t_csv.zip;conjunto_de_datos_enoe_2019_4t_csv.zip;ejemplobd_enestyc_1992_dbf.zip;ejemplobd_enestyc_1995_dbf.zip;endireh2006/bd_endireh_2006_csv.zip;endireh2006/bd_endireh_2006_dbf.zip;enoe_microdatos_post2019/2019trim3_csv.zip;enoe_microdatos_post2019/2019trim4_csv.zip;enti2022/enti_2022_bd_dbf.zip	(raiz);endireh2006;enoe_microdatos_post2019;enti2022	4	(raiz);endireh2006;enoe_microdatos_post2019;enti2022
P4_10	EXISTE-NO-SATISFACE	enif:sin-ano	2	elcos2012/ELCOS_BD_dbf.zip;enasic2022/enasic_2022_bd_csv.zip;encig2011/Base_datos_encig2011_dbf.zip;endireh2006/bd_endireh_2006_csv.zip;endireh2006/bd_endireh_2006_dbf.zip;enfih2019/enfih_2019_base_de_datos_csv.zip;enif2021_csv.zip;enif_2021_bd_csv.zip;enif_2024_bd_csv.zip;enpol2021/bd_enpol_2021_csv.zip;mociba2015/mociba2015_bd_dbf.zip;mociba2016/mociba2016_bd_dbf.zip;mociba2017/mociba2017_bd_dbf.zip;mociba2019/mociba2019_bd_dbf.zip;mociba2020/mociba2020_bd_csv.zip;mociba2020/mociba2020_bd_dbf.zip;mociba2021/mociba2021_bd_csv.zip;mociba2021/mociba2021_bd_dbf.zip;mociba2022/mociba2022_bd_csv.zip;mociba2022/mociba2022_bd_dbf.zip;mociba2023/mociba2023_bd_csv.zip;mociba2023/mociba2023_bd_dbf.zip;mociba2024/mociba2024_bd_csv.zip;mociba2024/mociba2024_bd_dbf.zip;mociba2025/mociba2025_bd_csv.zip;mociba2025/mociba2025_bd_dbf.zip	(raiz);elcos2012;enasic2022;encig2011;endireh2006;enfih2019;enpol2021;mociba2015;mociba2016;mociba2017;mociba2019;mociba2020;mociba2021;mociba2022;mociba2023;mociba2024;mociba2025	17	(raiz);elcos2012;enasic2022;encig2011;endireh2006;enfih2019;enpol2021;mociba2015;mociba2016;mociba2017;mociba2019;mociba2020;mociba2021;mociba2022;mociba2023;mociba2024;mociba2025
P8_3_1	EXISTE-SATISFACE	encig:2023	1	elcos2012/ELCOS_BD_dbf.zip;encig2013/encig13_base_datos_dbf.zip;encig2015/encig15_base_datos_dbf.zip;encig2015_csv.zip;encig2017/encig17_base_datos_dbf.zip;encig2017_csv.zip;encig2019/encig19_base_datos_dbf.zip;encig2019_csv.zip;encig2021/encig21_base_datos_csv.zip;encig2021/encig21_base_datos_dbf.zip;encig2021_csv.zip;encig2023/encig23_base_datos_dbf.zip;encig2023_datosabiertos_csv.zip;encig2025/encig25_base_datos_dbf.zip;encig23_base_datos_csv.zip;encig25_base_datos_csv.zip;endireh2016/bd_mujeres_endireh2016_sitioinegi_csv.zip;endireh2016/bd_mujeres_endireh2016_sitioinegi_dbf.zip;enfih2019/enfih_2019_base_de_datos_csv.zip	(raiz);elcos2012;encig2013;encig2015;encig2017;encig2019;encig2021;encig2023;encig2025;endireh2016;enfih2019	11	(raiz);elcos2012;encig2013;encig2015;encig2017;encig2019;encig2021;encig2023;encig2025;endireh2016;enfih2019
P9	EXISTE-NO-SATISFACE	enif:2024	1	ejemplobd_enestyc_1992_dbf.zip;enaproce2015/ejem_base_pyme_ciega_dbf.zip;endireh2006/bd_endireh_2006_csv.zip;endireh2006/bd_endireh_2006_dbf.zip;enti2022/enti_2022_bd_dbf.zip;mociba2015/mociba2015_bd_dbf.zip	(raiz);enaproce2015;endireh2006;enti2022;mociba2015	5	(raiz);enaproce2015;endireh2006;enti2022;mociba2015
P9_9_1	EXISTE-NO-SATISFACE	enif:sin-ano	2	elcos2012/ELCOS_BD_dbf.zip;encig2013/encig13_base_datos_dbf.zip;endireh2021/bd_endireh_2021_csv.zip;endireh2021/bd_endireh_2021_dbf.zip;enif_2018_bd_dbf.zip;enif_2024_bd_csv.zip	(raiz);elcos2012;encig2013;endireh2021	4	(raiz);elcos2012;encig2013;endireh2021
R3	NO-ENCONTRADO	encig:2023	1			0	
R3_2	NO-ENCONTRADO	encig:2023	1			0	
TB33	NO-ENCONTRADO	ennvih:sin-ano	5			0	
W1	NO-ENCONTRADO	encuci:2020	2			0	
X2	NO-ENCONTRADO	encig:2023;encuci:2020;enif:2024	3			0	
