id	raiz	archivo	familia	bytes_declarados	bytes_reales	C-EXISTE	C-HASH	C-ESTRUCTURA	miembro_corrupto	mtime_real
enoe_cuestionario_sociodemografico_v5a_pdf	data_raw	c_sdem_v5a.pdf	pdf	698586	698586	EXISTE	COINCIDE	INTEGRO		2026-07-30T20:13:58-06:00
enut2002_bd_dbf	data_raw	enut2002_bd_dbf.zip	zip	2667594	2667594	EXISTE	COINCIDE	INTEGRO		2026-07-30T21:27:48-06:00
enut2002_fd_pdf	data_raw	enut2002_fd.pdf	pdf	239525	239525	EXISTE	COINCIDE	INTEGRO		2026-07-30T21:27:49-06:00
enut2009_bd_dbf	data_raw	enut2009_bd_dbf.zip	zip	5249774	5249774	EXISTE	COINCIDE	INTEGRO		2026-07-30T21:27:52-06:00
enut2009_fd_pdf	data_raw	enut2009_fd.pdf	pdf	187410	187410	EXISTE	COINCIDE	INTEGRO		2026-07-30T21:27:52-06:00
enut2009_diccionario_variables_html	data_raw	enut2009_diccionario_variables.html	otros	32841	32841	EXISTE	COINCIDE	NO_EVALUADO		2026-07-30T21:28:29-06:00
enut2014_bd_dbf	data_raw	enut2014_bd_dbf.zip	zip	5624461	5624461	EXISTE	COINCIDE	INTEGRO		2026-07-30T21:27:57-06:00
enut2014_fd_xls	data_raw	enut2014_fd.xls	otros	334336	334336	EXISTE	COINCIDE	NO_EVALUADO		2026-07-30T21:27:58-06:00
enut2014_diccionario_variables_html	data_raw	enut2014_diccionario_variables.html	otros	50445	50445	EXISTE	COINCIDE	NO_EVALUADO		2026-07-30T21:28:29-06:00
enut2019_bd_csv	data_raw	enut2019_bd_csv.zip	zip	11086174	11086174	EXISTE	COINCIDE	INTEGRO		2026-07-30T21:28:06-06:00
enut2019_fd_xlsx	data_raw	enut2019_fd.xlsx	zip	116279	116279	EXISTE	COINCIDE	INTEGRO		2026-07-30T21:28:06-06:00
enut2019_der_zip	data_raw	enut2019_der.zip	zip	83679	83679	EXISTE	COINCIDE	INTEGRO		2026-07-30T21:28:07-06:00
enut2019_diccionario_variables_html	data_raw	enut2019_diccionario_variables.html	otros	46879	46879	EXISTE	COINCIDE	NO_EVALUADO		2026-07-30T21:28:29-06:00
enut2024_bd_csv	data_raw	enut2024_bd_csv.zip	zip	17934681	17934681	EXISTE	COINCIDE	INTEGRO		2026-07-30T21:28:19-06:00
enut2024_fd_xlsx	data_raw	enut2024_fd.xlsx	zip	162690	162690	EXISTE	COINCIDE	INTEGRO		2026-07-30T21:28:20-06:00
enut2024_der_zip	data_raw	enut2024_der.zip	zip	227361	227361	EXISTE	COINCIDE	INTEGRO		2026-07-30T21:28:20-06:00
enut2024_diccionario_variables_html	data_raw	enut2024_diccionario_variables.html	otros	40533	40533	EXISTE	COINCIDE	NO_EVALUADO		2026-07-30T21:28:30-06:00
cpv2020_cuestionario_ampliado_pdf	data_raw	Censo2020_cuest_ampliado.pdf	pdf	986778	986778	EXISTE	COINCIDE	INTEGRO		2026-07-31T15:53:52-06:00
enadid2023_hogar_cuestionario_pdf	data_raw	hogar_enadid23.pdf	pdf	997178	997178	EXISTE	COINCIDE	INTEGRO		2026-07-31T15:53:54-06:00
enadid2023_mujer_modulo_cuestionario_pdf	data_raw	mujer_enadid23.pdf	pdf	943319	943319	EXISTE	COINCIDE	INTEGRO		2026-07-31T15:53:55-06:00
cpv2020_caas_eum_csv	data_raw	Censo2020_CAAS_eum_csv.zip	zip	1076224	1076224	EXISTE	COINCIDE	INTEGRO		2026-08-03T13:35:56-06:00
cpv2020_iter_nal_csv	data_raw	ITER_NAL_2020_csv.zip	zip	36604573	36604573	EXISTE	COINCIDE	INTEGRO		2026-08-03T13:35:55-06:00
cpv2020_diccionario_cuestionario_ampliado_xlsx	data_raw	diccionario_cuestionario_ampliado_cpv2020.xlsx	zip	95642	95642	EXISTE	COINCIDE	INTEGRO		2026-08-03T13:35:38-06:00
cpv2020_caas_descriptor_bd_xlsx	data_raw	Censo2020_CAAS_descriptor_bd.xlsx	zip	77167	77167	EXISTE	COINCIDE	INTEGRO		2026-08-03T13:38:34-06:00
cpv2020_ceu_descriptor_bd_xlsx	data_raw	Censo2020_CEU_descriptor_bd.xlsx	zip	52106	52106	EXISTE	COINCIDE	INTEGRO		2026-08-03T13:35:55-06:00
cpv2020_fd_iter_pdf	data_raw	fd_iter_cpv2020.pdf	pdf	921352	921352	EXISTE	COINCIDE	INTEGRO		2026-08-03T13:35:38-06:00
enadid2023_base_datos_csv	data_raw	base_datos_enadid23_csv.zip	zip	44922433	44922433	EXISTE	COINCIDE	INTEGRO		2026-08-03T13:36:25-06:00
enadid2023_fd_xlsx	data_raw	fd_enadid23.xlsx	zip	2085302	2085302	EXISTE	COINCIDE	INTEGRO		2026-08-03T13:35:57-06:00
descargamasiva_382026_131650_xml	data_raw	DescargaMasivaOD_382026_131650.xml	otros	69763	69763	EXISTE	COINCIDE	NO_EVALUADO		2026-08-03T13:37:36-06:00
cpv2020_ceu_eum_csv	data_raw	Censo2020_CEU_eum_csv.zip	zip	135163712	135163712	EXISTE	COINCIDE	INTEGRO		2026-08-03T13:38:34-06:00
lapop_abmex2023_cuestionario_mexico	data_raw	lapop_abmex2023_cuestionario.pdf	pdf	627114	627114	EXISTE	COINCIDE	INTEGRO		2026-08-03T11:37:49-06:00
latinobarometro2024_cuestionario_esp	data_raw	latinobarometro2024_cuestionario_esp.pdf	pdf	430128	430128	EXISTE	COINCIDE	INTEGRO		2026-08-03T11:37:49-06:00
latinobarometro2024_fichas_tecnicas	data_raw	latinobarometro2024_fichas_tecnicas.pdf	pdf	16325	16325	EXISTE	COINCIDE	INTEGRO		2026-08-03T11:37:49-06:00
endireh2021_fd_pdf	data_raw	endireh2021/endireh2021_fd.pdf	pdf	10369637	10369637	EXISTE	COINCIDE	INTEGRO		2026-08-04T18:42:31-06:00
endireh2021_bd_csv_zip	data_raw	endireh2021/bd_endireh_2021_csv.zip	zip	78902567	78902567	EXISTE	COINCIDE	INTEGRO		2026-08-04T18:46:21-06:00
endutih2024_bd_dbf_zip	data_raw	endutih2024/endutih2024_bd_dbf.zip	zip	8823853	8823853	EXISTE	COINCIDE	INTEGRO		2026-08-04T18:46:28-06:00
mociba2024_bd_csv_zip	data_raw	mociba2024/mociba2024_bd_csv.zip	zip	1500882	1500882	EXISTE	COINCIDE	INTEGRO		2026-08-04T18:46:29-06:00
encup_2012_base_datos_xlsx	data_raw	encup_2012_base_datos_xlsx.xlsx	zip	4814178	4814178	EXISTE	COINCIDE	INTEGRO		2026-08-04T00:26:37-06:00
encup_2001_cuestionario_pdf	data_raw	encup_2001_cuestionario_pdf.pdf	pdf	147691	147691	EXISTE	COINCIDE	INTEGRO		2026-08-04T00:26:37-06:00
encup_2003_cuestionario_pdf	data_raw	encup_2003_cuestionario_pdf.pdf	pdf	233736	233736	EXISTE	COINCIDE	INTEGRO		2026-08-04T00:26:37-06:00
encup_2005_cuestionario_pdf	data_raw	encup_2005_cuestionario_pdf.pdf	pdf	116061	116061	EXISTE	COINCIDE	INTEGRO		2026-08-04T00:26:37-06:00
encup_2008_cuestionario_pdf	data_raw	encup_2008_cuestionario_pdf.pdf	pdf	396678	396678	EXISTE	COINCIDE	INTEGRO		2026-08-04T00:26:37-06:00
encup_2012_cuestionario_pdf	data_raw	encup_2012_cuestionario_pdf.pdf	pdf	1026475	1026475	EXISTE	COINCIDE	INTEGRO		2026-08-04T00:26:37-06:00
endutih2024_fd_xlsx	data_raw	endutih2024/fd_endutih2024.xlsx	zip	155075	155075	EXISTE	COINCIDE	INTEGRO		2026-08-04T20:47:33-06:00
mociba2024_fd_xlsx	data_raw	mociba2024/mociba2024_fd.xlsx	zip	139012	139012	EXISTE	COINCIDE	INTEGRO		2026-08-04T20:47:34-06:00
enasem2018_bd_csv_zip	data_raw	enasem2018/enasem_2018_bd_csv.zip	zip	8767343	8767343	EXISTE	COINCIDE	INTEGRO		2026-08-04T20:47:58-06:00
enasem2018_fd_xlsx	data_raw	enasem2018/enasem_2018_fd.xlsx	zip	628677	628677	EXISTE	COINCIDE	INTEGRO		2026-08-04T20:47:59-06:00
enasem2021_bd_csv_zip	data_raw	enasem2021/enasem_2021_bd_csv.zip	zip	7438658	7438658	EXISTE	COINCIDE	INTEGRO		2026-08-04T20:48:05-06:00
enasem2021_fd_xlsx	data_raw	enasem2021/enasem_2021_fd.xlsx	zip	633836	633836	EXISTE	COINCIDE	INTEGRO		2026-08-04T20:48:06-06:00
enasem2024_bd_csv_zip	data_raw	enasem2024/enasem_2024_bd_csv.zip	zip	11929796	11929796	EXISTE	COINCIDE	INTEGRO		2026-08-04T20:48:19-06:00
enasem2024_fd_xlsx	data_raw	enasem2024/enasem_2024_fd.xlsx	zip	617009	617009	EXISTE	COINCIDE	INTEGRO		2026-08-04T20:48:23-06:00
ensu2025_bd_csv_zip	data_raw	ensu2025/ensu_bd_2025_csv.zip	zip	12332522	12332522	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:25:54-06:00
enbiare2021_bd_csv_zip	data_raw	enbiare2021/enbiare_2021_base_de_datos_csv.zip	zip	5684658	5684658	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:25:56-06:00
enbiare2021_fd_pdf	data_raw	enbiare2021/enbiare_2021_fd.pdf	pdf	997663	997663	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:25:57-06:00
enasic2022_bd_csv_zip	data_raw	enasic2022/enasic_2022_bd_csv.zip	zip	2289078	2289078	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:25:58-06:00
enasic2022_fd_xlsx	data_raw	enasic2022/enasic_2022_fd.xlsx	zip	266488	266488	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:25:59-06:00
ensafi2023_bd_csv_zip	data_raw	ensafi2023/ensafi_2023_bd_csv.zip	zip	5027338	5027338	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:37:10-06:00
enpol2021_bd_csv_zip	data_raw	enpol2021/bd_enpol_2021_csv.zip	zip	35914746	35914746	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:37:44-06:00
enpol2021_fd_pdf	data_raw	enpol2021/fd_enpol2021.pdf	pdf	3945038	3945038	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:37:47-06:00
enfih2019_bd_csv_zip	data_raw	enfih2019/enfih_2019_base_de_datos_csv.zip	zip	4404049	4404049	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:37:50-06:00
enfih2019_fd_xlsx	data_raw	enfih2019/enfih_2019_fd.xlsx	zip	202396	202396	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:37:51-06:00
enti2022_bd_dbf_zip	data_raw	enti2022/enti_2022_bd_dbf.zip	zip	18671874	18671874	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:38:03-06:00
enti2022_fd_pdf	data_raw	enti2022/enti_2022_fd.pdf	pdf	1760381	1760381	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:38:04-06:00
eder2025_bd_csv_zip	data_raw	eder2025/eder2025_bases_csv.zip	zip	15399361	15399361	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:38:12-06:00
eder2025_descripcion_bd_pdf	data_raw	eder2025/eder2025_descripcion_bd.pdf	pdf	4380365	4380365	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:38:15-06:00
edr2024_bd_dbf_zip	data_raw	edr2024/defunciones_base_datos_2024_dbf.zip	zip	28238311	28238311	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:38:36-06:00
elcos2012_bd_dbf_zip	data_raw	elcos2012/ELCOS_BD_dbf.zip	zip	3902958	3902958	EXISTE	COINCIDE	INTEGRO		2026-08-04T21:38:39-06:00
elcos2012_fd_xls	data_raw	elcos2012/elcos_fd.xls	otros	293376	293376	EXISTE	COINCIDE	NO_EVALUADO		2026-08-04T21:38:39-06:00
encig25_base_datos_csv	data_raw	encig25_base_datos_csv.zip	zip	37624925	37624925	EXISTE	COINCIDE	INTEGRO		2026-08-05T14:29:31-06:00
encig25_estructura_base_datos_pdf	data_raw	encig25_estructura_base_datos.pdf	pdf	14820825	14820825	EXISTE	COINCIDE	INTEGRO		2026-08-05T14:29:41-06:00
eder_2011_eder2011_descripcion_de_archivos	data_raw	eder2011/eder2011_descripcion_de_archivos.xls	otros	174080	174080	EXISTE	COINCIDE	NO_EVALUADO		2026-08-05T18:19:11-06:00
eder_2011_eder2011_bases_dbf	data_raw	eder2011/eder2011_bases_dbf.zip	zip	10394938	10394938	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:19:20-06:00
eder_2017_eder2017_descripcion_calculor	data_raw	eder2017/eder2017_descripcion_calculoR.pdf	pdf	878079	878079	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:19:21-06:00
eder_2017_eder2017_fd	data_raw	eder2017/eder2017_fd.pdf	pdf	2201081	2201081	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:19:23-06:00
eder_2017_eder2017_bases_csv	data_raw	eder2017/eder2017_bases_csv.zip	zip	13313736	13313736	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:19:32-06:00
eder_2017_eder2017_bases_dbf	data_raw	eder2017/eder2017_bases_dbf.zip	zip	14614132	14614132	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:19:40-06:00
eder_2017_eder2017_bases_dta	data_raw	eder2017/eder2017_bases_dta.zip	zip	25511708	25511708	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:20:03-06:00
eder_2017_eder2017_bases_sav	data_raw	eder2017/eder2017_bases_sav.zip	zip	58527314	58527314	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:20:52-06:00
eder_2025_889463930617	data_raw	eder2025/889463930617.pdf	pdf	2447554	2447554	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:20:58-06:00
eder_2025_eder2025_bases_dbf	data_raw	eder2025/eder2025_bases_dbf.zip	zip	12913322	12913322	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:10-06:00
eder_2025_eder2025_bases_dta	data_raw	eder2025/eder2025_bases_dta.zip	zip	13839819	13839819	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:18-06:00
eder_2025_eder2025_bases_sav	data_raw	eder2025/eder2025_bases_sav.zip	zip	32599022	32599022	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:38-06:00
enaproce_2015_ejem_base_micro_ciega_csv	data_raw	enaproce2015/ejem_base_micro_ciega_csv.zip	zip	4006	4006	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:39-06:00
enaproce_2015_ejem_base_micro_ciega_dbf	data_raw	enaproce2015/ejem_base_micro_ciega_dbf.zip	zip	5466	5466	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:39-06:00
enaproce_2015_ejem_base_micro_ciega_dta	data_raw	enaproce2015/ejem_base_micro_ciega_dta.zip	zip	4441	4441	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:39-06:00
enaproce_2015_ejem_base_pyme_ciega_csv	data_raw	enaproce2015/ejem_base_pyme_ciega_csv.zip	zip	4817	4817	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:40-06:00
enaproce_2015_ejem_base_pyme_ciega_dbf	data_raw	enaproce2015/ejem_base_pyme_ciega_dbf.zip	zip	6576	6576	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:40-06:00
enaproce_2015_ejem_base_pyme_ciega_dta	data_raw	enaproce2015/ejem_base_pyme_ciega_dta.zip	zip	5263	5263	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:40-06:00
enaproce_2018_ejem_base_micro_ciega_sav	data_raw	enaproce2018/ejem_base_micro_ciega_sav.zip	zip	9194	9194	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:41-06:00
enaproce_2018_ejem_base_micro_ciega_xlsx	data_raw	enaproce2018/ejem_base_micro_ciega_xlsx.zip	zip	23159	23159	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:42-06:00
enaproce_2018_ejem_base_pyme_ciega_sav	data_raw	enaproce2018/ejem_base_pyme_ciega_sav.zip	zip	11470	11470	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:43-06:00
enaproce_2018_ejem_base_pyme_ciega_xlsx	data_raw	enaproce2018/ejem_base_pyme_ciega_xlsx.zip	zip	33207	33207	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:43-06:00
enasic_2022_889463927082	data_raw	enasic2022/889463927082.pdf	pdf	1390271	1390271	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:44-06:00
endutih_2023_fd_endutih2023	data_raw	endutih2023/FD_ENDUTIH2023.xlsx	zip	140760	140760	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:44-06:00
endutih_2023_endutih2023_bd_dbf	data_raw	endutih2023/endutih2023_bd_dbf.zip	zip	9877009	9877009	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:21:50-06:00
endutih_2025_endutih2025_bd_dbf	data_raw	endutih2025/endutih2025_bd_dbf.zip	zip	9041121	9041121	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:22:00-06:00
endutih_2025_fd_endutih2025	data_raw	endutih2025/fd_endutih2025.xlsx	zip	162469	162469	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:22:00-06:00
enestyc_1992_ejemplobd_enestyc_1992_dbf	data_raw	ejemplobd_enestyc_1992_dbf.zip	zip	9390	9390	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:22:00-06:00
enestyc_1992_ejemplobd_enestyc_1992_stata	data_raw	ejemplobd_enestyc_1992_stata.zip	zip	7337	7337	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:22:01-06:00
enestyc_1992_ejemplobd_enestyc_1992_xlsx	data_raw	ejemplobd_enestyc_1992_xlsx.zip	zip	29014	29014	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:22:01-06:00
enestyc_1995_ejemplobd_enestyc_1995_dbf	data_raw	ejemplobd_enestyc_1995_dbf.zip	zip	5405	5405	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:22:01-06:00
enestyc_1995_ejemplobd_enestyc_1995_stata	data_raw	ejemplobd_enestyc_1995_stata.zip	zip	4371	4371	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:22:02-06:00
enestyc_1995_ejemplobd_enestyc_1995_xlsx	data_raw	ejemplobd_enestyc_1995_xlsx.zip	zip	24199	24199	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:22:02-06:00
enestyc_1999_ejemplobd_enestyc_1999_dbf	data_raw	ejemplobd_enestyc_1999_dbf.zip	zip	7895	7895	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:29-06:00
enestyc_1999_ejemplobd_enestyc_1999_stata	data_raw	ejemplobd_enestyc_1999_stata.zip	zip	6033	6033	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:03-06:00
enestyc_1999_ejemplobd_enestyc_1999_xlsx	data_raw	ejemplobd_enestyc_1999_xlsx.zip	zip	22096	22096	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:03-06:00
enestyc_2001_ejemplobd_enestyc_2001_dbf	data_raw	ejemplobd_enestyc_2001_dbf.zip	zip	7648	7648	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:04-06:00
enestyc_2001_ejemplobd_enestyc_2001_stata	data_raw	ejemplobd_enestyc_2001_stata.zip	zip	5781	5781	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:04-06:00
enestyc_2001_ejemplobd_enestyc_2001_xlsx	data_raw	ejemplobd_enestyc_2001_xlsx.zip	zip	21896	21896	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:04-06:00
enestyc_2005_ejemplobd_enestyc_2005_dbf	data_raw	ejemplobd_enestyc_2005_dbf.zip	zip	16512	16512	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:05-06:00
enestyc_2005_ejemplobd_enestyc_2005_stata	data_raw	ejemplobd_enestyc_2005_stata.zip	zip	12439	12439	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:05-06:00
enestyc_2005_ejemplobd_enestyc_2005_xlsx	data_raw	ejemplobd_enestyc_2005_xlsx.zip	zip	63561	63561	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:05-06:00
enif_2012_fd_enif2012	data_raw	fd_enif2012.xlsx	zip	148265	148265	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:06-06:00
enif_2012_modelo_enif2012	data_raw	modelo_enif2012.pdf	pdf	17754	17754	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:06-06:00
enif_2012_bases_enif2012_dbf	data_raw	bases_enif2012_dbf.zip	zip	527249	527249	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:08-06:00
enif_2012_bases_enif2012_sav	data_raw	bases_enif2012_sav.zip	zip	1352284	1352284	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:09-06:00
enif_2015_enif_2015_fd	data_raw	enif_2015_fd.xlsx	zip	219503	219503	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:10-06:00
enif_2015_enif_2015_modelo_datos	data_raw	enif_2015_modelo_datos.pdf	pdf	981987	981987	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:11-06:00
enif_2015_enif_2015_bd_dbf	data_raw	enif_2015_bd_dbf.zip	zip	1312686	1312686	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:12-06:00
enif_2015_enif_2015_bd_sav	data_raw	enif_2015_bd_sav.zip	zip	2060313	2060313	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:14-06:00
enif_2018_enif_2018_bd_dbf	data_raw	enif_2018_bd_dbf.zip	zip	1243434	1243434	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:15-06:00
enif_2021_enif_2021_bd_csv	data_raw	enif_2021_bd_csv.zip	zip	1981657	1981657	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:18-06:00
enif_2021_enif_2021_modelo_er_pdf	data_raw	enif_2021_modelo_er_pdf.zip	zip	153624	153624	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:18-06:00
enif_2024_enif_2024_bd_csv	data_raw	enif_2024_bd_csv.zip	zip	3131148	3131148	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:22-06:00
enif_2024_enif_2024_modelo_logico_pdf	data_raw	enif_2024_modelo_logico_pdf.zip	zip	124392	124392	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:23:22-06:00
encig_2011_fd_encig2011	data_raw	encig2011/fd_encig2011.pdf	pdf	273971	273971	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:30:28-06:00
encig_2011_base_datos_encig2011_dbf	data_raw	encig2011/Base_datos_encig2011_dbf.zip	zip	4396245	4396245	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:30:31-06:00
encig_2013_encig13_descripcion_archivos	data_raw	encig2013/encig13_descripcion_archivos.pdf	pdf	1397463	1397463	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:30:32-06:00
encig_2013_encig13_base_datos_dbf	data_raw	encig2013/encig13_base_datos_dbf.zip	zip	9621208	9621208	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:30:37-06:00
encig_2015_encig15_base_datos_dbf	data_raw	encig2015/encig15_base_datos_dbf.zip	zip	15529099	15529099	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:30:48-06:00
encig_2017_encig17_base_datos_dbf	data_raw	encig2017/encig17_base_datos_dbf.zip	zip	40715724	40715724	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:31:19-06:00
encig_2019_encig19_base_datos_dbf	data_raw	encig2019/encig19_base_datos_dbf.zip	zip	37627091	37627091	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:31:49-06:00
encig_2021_encig21_base_datos_rdata	data_raw	encig2021/encig21_base_datos_RData.zip	zip	20550259	20550259	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:32:08-06:00
encig_2021_encig21_base_datos_csv	data_raw	encig2021/encig21_base_datos_csv.zip	zip	41216579	41216579	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:32:43-06:00
encig_2021_encig21_base_datos_dbf	data_raw	encig2021/encig21_base_datos_dbf.zip	zip	36521524	36521524	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:33:09-06:00
encig_2021_encig21_base_datos_dta	data_raw	encig2021/encig21_base_datos_dta.zip	zip	30903819	30903819	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:33:34-06:00
encig_2021_encig21_base_datos_sav	data_raw	encig2021/encig21_base_datos_sav.zip	zip	38625925	38625925	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:33:55-06:00
encig_2023_encig23_base_datos_rdata	data_raw	encig2023/encig23_base_datos_RData.zip	zip	14242874	14242874	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:34:07-06:00
encig_2023_encig23_base_datos_dbf	data_raw	encig2023/encig23_base_datos_dbf.zip	zip	33236600	33236600	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:34:29-06:00
encig_2023_encig23_base_datos_dta	data_raw	encig2023/encig23_base_datos_dta.zip	zip	27965191	27965191	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:34:47-06:00
encig_2023_encig23_base_datos_sav	data_raw	encig2023/encig23_base_datos_sav.zip	zip	36696330	36696330	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:35:23-06:00
encig_2025_encig25_base_datos_rdata	data_raw	encig2025/encig25_base_datos_RData.zip	zip	12802149	12802149	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:36:19-06:00
encig_2025_encig25_base_datos_dbf	data_raw	encig2025/encig25_base_datos_dbf.zip	zip	34460181	34460181	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:36:36-06:00
encig_2025_encig25_base_datos_dta	data_raw	encig2025/encig25_base_datos_dta.zip	zip	27609358	27609358	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:36:31-06:00
encig_2025_encig25_base_datos_sav	data_raw	encig2025/encig25_base_datos_sav.zip	zip	36193534	36193534	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:37:04-06:00
endireh_2003_fd_endireh2003	data_raw	endireh2003/fd_endireh2003.pdf	pdf	27503	27503	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:37:05-06:00
endireh_2003_bd_endireh_2003_rdata	data_raw	endireh2003/bd_endireh_2003_RData.zip	zip	6618655	6618655	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:37:12-06:00
endireh_2003_bd_endireh_2003_csv	data_raw	endireh2003/bd_endireh_2003_csv.zip	zip	9280251	9280251	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:37:26-06:00
endireh_2003_bd_endireh_2003_dbf	data_raw	endireh2003/bd_endireh_2003_dbf.zip	zip	11680903	11680903	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:37:37-06:00
endireh_2003_bd_endireh_2003_dta	data_raw	endireh2003/bd_endireh_2003_dta.zip	zip	6455442	6455442	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:37:45-06:00
endireh_2003_bd_endireh_2003_sav	data_raw	endireh2003/bd_endireh_2003_sav.zip	zip	11346220	11346220	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:37:56-06:00
endireh_2006_fd_endireh06	data_raw	endireh2006/fd_endireh06.xls	otros	312320	312320	EXISTE	COINCIDE	NO_EVALUADO		2026-08-05T18:37:58-06:00
endireh_2006_bd_endireh_2006_rdata	data_raw	endireh2006/bd_endireh_2006_RData.zip	zip	18614575	18614575	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:38:16-06:00
endireh_2006_bd_endireh_2006_csv	data_raw	endireh2006/bd_endireh_2006_csv.zip	zip	25031008	25031008	EXISTE	COINCIDE	INTEGRO		2026-08-05T18:38:38-06:00
