id_manifiesto	archivo	raiz	tamano_bytes	usado_para_declara_uso	necesidades_que_lo_citan	tsv_de_apertura_que_lo_toca	estado	universo_declarado	consumo_detectado	consumo_universo_declarado	sha256_observado	representacion_id	estado_e0	grado_inspeccion	objetos_logicos	frontera_inspeccion	reporte_neutral_ref	contrato_sha256	reporte_sha256
encig25_estructura_base_datos_pdf	encig25_estructura_base_datos.pdf	data_raw	14820825	extensión de serie ENCIG (encargo B-4b-alpha) — descriptor de archivos / esquema, no atribuido a condición nombrada	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	09e1b19bcb165979406865360bfdec95a9767640c58565b64d405ceb04e623a2	REP-a36d688b2ba6e8242fe72a6aa1eaf4f2735f4c43e84e4d1276a7592507bbc1e7	PRESENTE-INTEGRO	E2	1	apertura detenida en parser de formato: PermissionError	E2B-4ba615405803986d597d256a3c40baa0ce1fd0b19718eb0fb97b2c1cc842eafe	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	a56fe131efcb7a20554a65c91d516bb7046730ef2556d04e72a254ba5c1c5bff
encig_2011_base_datos_encig2011_dbf	encig2011/Base_datos_encig2011_dbf.zip	data_raw	4396245	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	5af6cb24a476a310e7906c42b1bb86d7084ba0a821226bac0bbbf4c0af6f7ca6	REP-ac54fde8bb4e9ae2de7bc9bc929f9b7e19fa8272614dce90b5d72d9a55bebd4c	PRESENTE-INTEGRO	E2	15	contenedor y miembros completos; anidados hasta profundidad 4	E2B-aadaaf986f0b643aa3ba10e8e18209c25dd171e250ab4e0a59171d50d762b0e2	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	e6aea28d16cfe71c6d6f4bb0cd8ce3bc040959afb356d35c02eb088c2d4cd071
encig_2011_fd_encig2011	encig2011/fd_encig2011.pdf	data_raw	273971	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	62923b38a66f6081166d9882042a816e7deaff3cdc0f3e755e10933ff68d1d8e	REP-d8f5a598bf7f30788094eb2171714a44ae4e56d8b72fd67de99572e1ebc756c5	PRESENTE-INTEGRO	E2	1	apertura detenida en parser de formato: PermissionError	E2B-de305f66138da5f076e9e75376ad847c95db5bb695b6e9657458c747963962b8	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	3a1987cf2f97737138cd7217790f27e5edc2526813960f3aa2b2fd9a56e07db2
encig_2013_encig13_base_datos_dbf	encig2013/encig13_base_datos_dbf.zip	data_raw	9621208	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	48d29d560d3836309af61c4a82d46d8338d58ecb9d14d04ffc947c1e087caf1a	REP-36ecb85de778bb7c8d360806f8043570ad09e8bf8019a8f15fb6a11cc6010f1f	PRESENTE-INTEGRO	E2	12	contenedor y miembros completos; anidados hasta profundidad 4	E2B-497b88583a868e8fff43efd82c60e3bc054efbe61039594a49be768010a2287e	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	1e0fafd87f0177bd215a01d8029d81112707cde1d51dda1cccc1f08266fcecb2
encig_2013_encig13_descripcion_archivos	encig2013/encig13_descripcion_archivos.pdf	data_raw	1397463	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	12edd629b8a88c4c4ef9e344f821758db88a34c5d5f6c7fa9a2eabc8ed2119c7	REP-16e9b21550555791d573e9dd632473d7abd92e0ecbbfec7e4517a86ba07136c8	PRESENTE-INTEGRO	E2	1	apertura detenida en parser de formato: PermissionError	E2B-ea9202e800d436c29d75c74fd22115f780793ecb82cb1a071d8b9dcfdacee2df	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	a7831eefe7d447376cf38f11ec6fb9fc67b362ffb1360e6e46e3924909b287e7
encig_2015_encig15_base_datos_dbf	encig2015/encig15_base_datos_dbf.zip	data_raw	15529099	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	3f588cb196663ebae9feb174fee870f0e2117aaad4936f34d714e1bf148baba4	REP-976993246666a2299adc1b9af97c240d850a2266c9bc10697fe44811ee2414d0	PRESENTE-INTEGRO	E2	8	contenedor y miembros completos; anidados hasta profundidad 4	E2B-4a11637c4394e6b9e6a18d36633208141888e7ed0c7022bc2c211777a1d5f5cf	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	d2769ddd3339c1c1fb5f7d3a1701bb93dd4fee28cd83b223ceed8ee9fdc0bd08
encig_2017_encig17_base_datos_dbf	encig2017/encig17_base_datos_dbf.zip	data_raw	40715724	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	801efc4c46d8a6e594215f4c0567ac5012b905a95c5f9c2639d53e6c566f4aee	REP-f17f518953bc7717536e1242159613104cc75eebb3e4c1b6f9440e53b115264e	PRESENTE-INTEGRO	E2	11	contenedor y miembros completos; anidados hasta profundidad 4	E2B-429c64504d64ed31f4bd3178a502b55c9386965ded52b626560a6d9a0b1e2edd	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	55e0773287b351b68456e9d997fa217a13493bc87969da5ecf8701ac01ef651b
encig_2019_encig19_base_datos_dbf	encig2019/encig19_base_datos_dbf.zip	data_raw	37627091	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	626395c6b13a6f568d2986e1f2b7f0fc844e1bced9db09402b6c02cfb8954915	REP-042b8e41cfd1c40cb8e5bacdfa74cbcf3df9b62cd308e477bb7d3821b8ceb7e0	PRESENTE-INTEGRO	E2	12	contenedor y miembros completos; anidados hasta profundidad 4	E2B-acae20c4b0ac9f3931391be2e16138ee624cffe40b68500bba19a098bcb63301	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	6d790be0cf5ca14e44a3eb765ff495dc0fc41d936cf2ce011cddf1979e6a86ca
encig_2021_encig21_base_datos_csv	encig2021/encig21_base_datos_csv.zip	data_raw	41216579	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	4463e585062961fa1bb200ec830a30d84f1d915f7a3fe4c8454d8198b516b62c	REP-8ddc5c294e346012343f4bc888e0ac6b871323371b4e0de778ef06b78aa69040	PRESENTE-INTEGRO	E2	453	contenedor y miembros completos; anidados hasta profundidad 4	E2B-0f25e58d397ed92799a091ebc6472d02db2155f09e465d04963864fdbec538ca	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	128e3670946ec4016a90347551122c28e4da43ffb700922c781752428763f5e2
encig_2021_encig21_base_datos_dbf	encig2021/encig21_base_datos_dbf.zip	data_raw	36521524	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	8eb184f2675f56511d223e565f55ae9389bb7457ff973aa7a54dc73046d10a30	REP-3fb901747d7635b99b1ac7ab19c682490241f49d67d6cd43fb3798ab4d0e3290	PRESENTE-INTEGRO	E2	12	contenedor y miembros completos; anidados hasta profundidad 4	E2B-dd3fb5c1cdb198a82161ee54ed57bf7ff9b9e1f2d1a41507507b71a024513ce0	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	1b4d8ef67fc0c137195a3a75a6f09a8bedd36d80179ab13b8cf99f4909796e31
encig_2021_encig21_base_datos_dta	encig2021/encig21_base_datos_dta.zip	data_raw	30903819	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	311ebf9c338ea7435c1a703e7ca90e7cd3ecbdbe5aeffaa8d91498db23baa0bc	REP-6b2b45ef687e26c224b1d181843a865fea19a7fdbd3345f853363a0229b30884	PRESENTE-INTEGRO	E2	447	contenedor y miembros completos; anidados hasta profundidad 4	E2B-35463c0225be778c52cf1874d8a08dcd50d505e7e1aa6e83f8c49b9c0b5f6c1b	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	151c568debdd6760af8a5fdf53e95e358647f6f04f7cdc62b54ab0efa31a1e6a
encig_2021_encig21_base_datos_rdata	encig2021/encig21_base_datos_RData.zip	data_raw	20550259	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	592967d6496d566e979c9af78c08a780db2961171f5dcee72dec4b3941728156	REP-ab7778f26057084d8562e4724ca813284a32723ac65aa4d27aca053295e93965	PRESENTE-INTEGRO	E2	2	contenedor y miembros completos; anidados hasta profundidad 4	E2B-b8604b17bfb493626b0b56822da67f54113b2bf0ad25a87284c389d954bba6dd	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	6449ea36b0959f380fbb34da2ae854a08cc6d3be83e79caec5a75b0380495a1a
encig_2021_encig21_base_datos_sav	encig2021/encig21_base_datos_sav.zip	data_raw	38625925	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	034e988984b77ec030f0ea589232a654549c60ab844960ae20a129191ae2e193	REP-fbee0ad531f730b095a02f033eb552006f566082ac9a9966d53be79ffe9a5d82	PRESENTE-INTEGRO	E2	477	contenedor y miembros completos; anidados hasta profundidad 4	E2B-46880a6b4e6c23914c742b608ac4d5d45883f11139e1cf4cdef730e9cc159eb2	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	566b137b67c8afaea9c82774f076c93ba98e7322a230312544c8ff6f1897b90e
encig_2023_encig23_base_datos_dbf	encig2023/encig23_base_datos_dbf.zip	data_raw	33236600	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	8512fc49f4cbac12e18d44c4d7d0d063214bbd3d01ff1b24cca4df7bf7285737	REP-47bf41123c25d09379b304dae5cb8cee347be1a4a1362810dcffc5e1f77c489a	PRESENTE-INTEGRO	E2	12	contenedor y miembros completos; anidados hasta profundidad 4	E2B-a78ebbd4408558d5f9596f8daaee3cbcb1a1bcdc561e75a9fb5ccac84ba45ac2	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	0447c93d5545d5842286c870b2c2f83476bae8f94e8323dd67a5749fd620c894
encig_2023_encig23_base_datos_dta	encig2023/encig23_base_datos_dta.zip	data_raw	27965191	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	082253153ae48ebd0c6b31183b7a4e969ef2caa09825d32bc9396b04bc159c10	REP-5c04324547d46696e73cef30c5a0fc53d2f214ad9f8faaac627027be2469edf6	PRESENTE-INTEGRO	E2	472	contenedor y miembros completos; anidados hasta profundidad 4	E2B-cfd0ae5d95fd36fdf3352cf00231122271095a16ce083be7566a519e656f9661	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	13596e8744e97d33d8ab65a385533425ccd74ed68b070f6a34863a62931bd9b0
encig_2023_encig23_base_datos_rdata	encig2023/encig23_base_datos_RData.zip	data_raw	14242874	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	6b16471bc765ac92e1903db3b1bcd5ca0247b59d007b151bd8762488171c09ef	REP-80f14966db975c6fd8f2bbc16e5e3dbfb1040533af794a0d7b4a1f9fcee6a31a	PRESENTE-INTEGRO	E2	2	contenedor y miembros completos; anidados hasta profundidad 4	E2B-24a37c625c708c46af9d16da0332987f3048b4de835af5fd6f7adc0b35cdd06f	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	124828a4d1e20108fdc16f5802cb5fa2811c7aab2a78c8c1be25b28ed76070fc
encig_2023_encig23_base_datos_sav	encig2023/encig23_base_datos_sav.zip	data_raw	36696330	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	b4e01a08e1f1f71333df5978210ddeada744ef80bb56c2b380a43c962b173e89	REP-3e4295f2ba2fc792c009bbd3a6c93e42a06250f2d661adde41528f8d128a5c28	PRESENTE-INTEGRO	E2	502	contenedor y miembros completos; anidados hasta profundidad 4	E2B-3ceee17a984eacdb16846bcabc488bb1c37823daba1f4534409044c014a0ed40	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	207428e33165c5ba9e9cbeb8a677021e68a5a930693bfca9cf525eecf91db8f4
encig_2025_encig25_base_datos_dbf	encig2025/encig25_base_datos_dbf.zip	data_raw	34460181	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	fa92a6ea4119ff1b64986a10b7939ccc1ef02b2af3c127a38c93bed830d6fe59	REP-0a06e93fef68035998acfb34a01c396f0e3ceff29ed0564acd07573488eedc9e	PRESENTE-INTEGRO	E2	12	contenedor y miembros completos; anidados hasta profundidad 4	E2B-64d6c2a18def7ae7c5f0157e4c88681c83045ec757022d26bf98803d62874cae	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	2f90e432ce7b296ef00f858b9c27e1337eacb2058489ed89256883ffa11617f9
encig_2025_encig25_base_datos_dta	encig2025/encig25_base_datos_dta.zip	data_raw	27609358	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	39ad383736f4f1a8ef53892e814cdc252d7ff0409f3517b1e57cd3fbf35dac86	REP-a4800b964057dafb00fcc5021e772914d2ae31e530e5d106651540b9a15340f5	PRESENTE-INTEGRO	E2	489	contenedor y miembros completos; anidados hasta profundidad 4	E2B-7c5d8bad8c47ab6f6c1a11e5767d6855458cf9591d69365cc01f525e053ff9af	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	1c267b5554ee7c658559ed5466727dcd447f052759bd864c5f1bd46fc1b73613
encig_2025_encig25_base_datos_rdata	encig2025/encig25_base_datos_RData.zip	data_raw	12802149	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	f185870dd73e0f1a7bef8c1645f19d8b42c713b802a2e52772831b602f8773f3	REP-d6e789d4953b22fe05a5f5884d3aee72c91ff2f8e7f414f5a759ccc2e93ad95e	PRESENTE-INTEGRO	E2	2	contenedor y miembros completos; anidados hasta profundidad 4	E2B-8b58df129b96f6a5c7c18cf0af730045ba491c1abfa93cd70d13d2aa94ae83f5	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	3a22faa906f72c423f88a8743b982b3957d1bd08d969e5f3851e5cb00c9fbcba
encig_2025_encig25_base_datos_sav	encig2025/encig25_base_datos_sav.zip	data_raw	36193534	[REDACTADO-PRIVACIDAD]	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	908ab06ade709c570d7083421549a260c7781d7de8039cb2d33a0e21de7bae01	REP-9a7e3e6fe1b0134050dda4ee2eb31444edcb610f700169caafeb18fc709a8d0d	PRESENTE-INTEGRO	E2	519	contenedor y miembros completos; anidados hasta profundidad 4	E2B-30055c5826f3a9985f2e5efcf5e7d425e3710e29af99754e8f681b86eda6cc5a	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	2d9224f8ba89cfeaecf3065a5888af1e757606e72910833302121b3d3546cf99
encuci2020_bd_dbf	BD_ENCUCI2020_dbf.zip	data_raw	6913684	"hitoD-R8.3 (forense/hitoD-preregistro-v2_0.md) -- payload de microdatos. Corregido 2026-08-05 (Encargo M-2): la afirmación ""aún no explotado en ninguna ficha de"	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	via ruta: cita literal en tests/c06b_conf06_encuci.py,w1_p_policial.py,cal_conf_faseb_ola2.py,cal_conf_faseb_pos5_6.py (ver forense/notas/2026-08-13-cep-cotejo.	0414fd59e2afcc36294530687c721e8e86bd04e76ad95bfce4b7b2e70853f283	REP-b67ee82099617296b8df09c60b537d38d97b02f7864023094c50a241bd7b86f3	PRESENTE-INTEGRO	E2	10	contenedor y miembros completos; anidados hasta profundidad 4	E2B-d6c00b3918b2226474c2039c8ba9e89256eb44fd96c6f4e5f88099e7f103218f	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	5735519b24fe954d1501a46e9962660b033b324b9915b58c4ecc4c301e14e55f
encuci2020_fd_pdf	FD_ENCUCI2020.pdf	data_raw	1758249	hitoD-R8.3 -- descriptor de archivos / diccionario de datos de encuci2020_bd_dbf. Corregido 2026-08-05 (Encargo M-2), misma corrección y misma razón que encuci2	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	6cd6f7475a0b5db27a84cf0e047db5b7ed98f73c3480a9e64ea084bc7d475638	REP-c5f5e451a3fbb60caf977b5bb9e8ac2e2c2a2347c86ad6d094ed6f1673cf42d0	PRESENTE-INTEGRO	E2	1	apertura detenida en parser de formato: PermissionError	E2B-d4c69e2b83e564c16dfb1c3b631367c257e727448b2322048d7a0f76df6ca30b	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	64b9bd848e7d2153c3dc71da78864f29db6550444989ba8488359626f3bdb803
encup_2001_cuestionario_pdf	encup_2001_cuestionario_pdf.pdf	data_raw	147691	sin uso asignado -- registro de inventario. Candidata hitoE (forense/hitoE-campana-medicion-v2_0.md §292, posición 9 de la cola priorizada) a confianza_instituc	NO-APLICA	NO-APLICA	SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango,	[REDACTADO-PRIVACIDAD]	buscado por ambas vias -- hash (produccion-modelo.tsv, 11 filas) y ruta (11 scripts de tests/, forense/notas/2026-08-13-cep-cotejo.md SS1-2) -- ninguna empata @	bb33eeddc30bc8acfea43400c34b9d0e53ad3bb9d6c63d92fbc9f16c835f98cf	REP-6718a66f46ce29a34e3dfc204cae539fe125b24a7df91ad46ce797f55419b5cc	PRESENTE-INTEGRO	E2	406	todas las páginas; texto no extraíble se declara por página	E2B-8d8e6cb6576f99905637990688c6a599403fece0192b974fc244c7163397be99	1c96e3beff85f4829e8afa7a316a29ae13ec4643c468b12b9577ee24ba73acfe	5731db666a6be6ac4e62c93f2735d2fe386a51729bd4fa05044303069466fc91
