fila	termino	archivo	n_aciertos	contexto_primer_acierto
exposicion_violencia	extorsion	enoe_325_fd_c_bas_amp.pdf	2	(extorsion, multa)
exposicion_violencia	extorsion	fd_c_amp_v4.pdf	2	problemas con las autoridades (extorsion,
exposicion_violencia	extorsion	fd_c_bas_amp_15ymas.pdf	2	(extorsion, multa)
exposicion_violencia	extorsion	fd_c_bas_amp_conapo.pdf	2	10 problemas con las autoridades (extorsion, multa)
exposicion_violencia	homicidio	c_sdem_v5a.pdf	2	06 por inseguridad o delincuencia (asaltos, extorsiones, homicidios) si p6 = 3 (nuevo residente)
exposicion_violencia	homicidio	enoe_123_fd_c_bas_amp.pdf	2	(asaltos, extorisones, homicidios)
exposicion_violencia	homicidio	enoe_325_fd_c_bas_amp.pdf	2	(asaltos, extorisones, homicidios)
exposicion_violencia	inseguridad	c_amp_v5.pdf	4	, radio) 06 la inseguridad publica o el exceso de tramites 08 acudio a un sindicato o gremio
exposicion_violencia	inseguridad	c_amp_v6a.pdf	4	, radio) 06 la inseguridad publica o el exceso de tramites
exposicion_violencia	inseguridad	c_bas_v5.pdf	2	en medios de comunicacion 06 la inseguridad publica o el exceso de tramites lo
exposicion_violencia	inseguridad	c_bas_v7.pdf	2	o en medios de comunicacion 06 la inseguridad publica o el exceso de tramites lo
exposicion_violencia	inseguridad	c_sdem_v4.pdf	4	01 trabajo 07 inseguridad publica mexicana o pais 01 trabajo
exposicion_violencia	inseguridad	c_sdem_v5a.pdf	6	06 por inseguridad o delincuencia (asaltos, extorsiones, homicidios) si p6 = 3 (nuevo
exposicion_violencia	inseguridad	enoe_123_fd_c_bas_amp.pdf	12	06 por inseguridad o delicuencia
exposicion_violencia	inseguridad	enoe_325_fd_c_bas_amp.pdf	12	06 por inseguridad o delicuencia
exposicion_violencia	inseguridad	fd_c_amp_v4.pdf	8	07 inseguridad publica
exposicion_violencia	inseguridad	fd_c_bas_amp_15ymas.pdf	12	07 inseguridad publica
exposicion_violencia	inseguridad	fd_c_bas_amp_conapo.pdf	10	07 inseguridad publica
exposicion_violencia	robo	c_sdem_v4.pdf	2	nacio ...? de la republica leer y grado aprobo ... en la la carrera que estudia o estudios term
exposicion_violencia	robo	c_sdem_v5a.pdf	2	acio? republica mexicana o pais y escribir un grado aprobo ... en la
exposicion_violencia	robo	enoe_123_fd_c_bas_amp.pdf	4	aprobo... en la 01 preescolar
exposicion_violencia	robo	enoe_325_fd_c_bas_amp.pdf	4	aprobo... en la 01 preescolar
exposicion_violencia	robo	fd_c_amp_v4.pdf	4	2 00‐09,99 nivel escolar aprobo … en la escuela pregunta 13 ¿hasta que ano 32
exposicion_violencia	robo	fd_c_bas_amp_15ymas.pdf	4	01 preescolar aprobo... en la 02 primaria
exposicion_violencia	robo	fd_c_bas_amp_conapo.pdf	4	aracter 2 05 normal aprobo … en la escuela?
exposicion_violencia	violencia	c_sdem_v5a.pdf	2	07 por violencia (entre vecinos, comunidad, intrafamiliar) pasa a 23, si
exposicion_violencia	violencia	enoe_123_fd_c_bas_amp.pdf	2	07 por violencia (entre vecinos,
exposicion_violencia	violencia	enoe_325_fd_c_bas_amp.pdf	2	07 por violencia (entre vecinos, co-
familismo_apoyo	ayuda de	c_amp_v5.pdf	2	tudiar o tomar cursos de y 3 ayuda de otro programa de gobierno (beca de capacitacion?
familismo_apoyo	ayuda de	c_amp_v6a.pdf	2	este trabajo, ¿a ... le daban 3 ayuda de otro programa de gobierno (beca de
familismo_apoyo	ayuda de	enoe_123_fd_c_bas_amp.pdf	2	10_3 opcion 3: ayuda caracter 1 3 ayuda de otro programa de
familismo_apoyo	ayuda de	enoe_325_fd_c_bas_amp.pdf	2	10_3 opcion 3: ayuda caracter 1 3 ayuda de otro programa de
familismo_apoyo	ayuda de	fd_c_amp_v4.pdf	4	opcion 3 ayuda de otro ayuda de otro pr
familismo_apoyo	ayuda de	fd_c_bas_amp_15ymas.pdf	2	10_3 opcion 3: ayuda caracter 1 3 ayuda de otro programa de de otro programa
familismo_apoyo	ayuda de	fd_c_bas_amp_conapo.pdf	2	opcion 3: ayuda de otro ayuda
familismo_apoyo	familiar	c_amp_v5.pdf	28	de un familiar o de otra persona?
familismo_apoyo	familiar	c_amp_v6a.pdf	28	a3 ii. no ocupados de un familiar o de otra persona?
familismo_apoyo	familiar	c_bas_v5.pdf	16	3 ii. no ocupados un familiar o de otra persona? 3 no trabajo la semana pasada
familismo_apoyo	familiar	c_bas_v7.pdf	16	ii. no ocupados un familiar o de otra persona? 3 no trabajo la semana pasada
familismo_apoyo	familiar	c_sdem_v4.pdf	2	domesticos y a sus familiares. que viva aqui y forme
familismo_apoyo	familiar	c_sdem_v5a.pdf	4	m trabajadores domesticos y a sus familiares
familismo_apoyo	familiar	enoe_123_fd_c_bas_amp.pdf	54	comunidad, intrafamiliar)
familismo_apoyo	familiar	enoe_325_fd_c_bas_amp.pdf	54	munidad, intrafamiliar)
familismo_apoyo	familiar	fd_c_amp_v4.pdf	32	18 p1a2 en el negocio de un familiar o de caracter 1 familiar o de
familismo_apoyo	familiar	fd_c_bas_amp_15ymas.pdf	50	tierras o en el negocio de un familiar o de otra persona?
familismo_apoyo	familiar	fd_c_bas_amp_conapo.pdf	54	(cuasi corporaciones y negocios familiares)
familismo_apoyo	presta	c_amp_v5.pdf	18	trictamente confidencial y bajo ninguna circunstancia podra prestaran apoyo a las mismas”. art. 45 parrafo i de la ley del sistema utili
familismo_apoyo	presta	c_amp_v6a.pdf	18	ictamente confidencial y bajo ninguna circunstancia podra y prestaran apoyo a las mismas”. art. 45 parrafo i de la ley del utilizarse pa
familismo_apoyo	presta	c_bas_v5.pdf	10	ictamente confidencial y bajo ninguna circunstancia podra y prestaran apoyo a las mismas”. art. 45 parrafo i de la ley del utilizarse pa
familismo_apoyo	presta	c_bas_v7.pdf	10	ictamente confidencial y bajo ninguna circunstancia podra y prestaran apoyo a las mismas”. art. 45 parrafo i de la ley del utilizarse pa
familismo_apoyo	presta	c_sdem_v5a.pdf	2	ictamente censales y geograficos, y prestaran apoyo a las mismas”. art. 45 parrafo i de la ley confidencial y ba
familismo_apoyo	presta	enoe_123_fd_c_bas_amp.pdf	40	medica5c clasificacion de la numerico 1 1 sin prestaciones
familismo_apoyo	presta	enoe_325_fd_c_bas_amp.pdf	40	medica5c clasificacion de la numerico 1 1 sin prestaciones
familismo_apoyo	presta	fd_c_amp_v1.pdf	18	1-5 clasificacion de la poblacion ocupada por prestaciones de salud 63 buscar5c numerico 1 1-5
familismo_apoyo	presta	fd_c_amp_v2.pdf	18	1-5 clasificacion de la poblacion ocupada por prestaciones de salud 63 buscar5c numerico 1 1-5
familismo_apoyo	presta	fd_c_amp_v3.pdf	18	1-5 clasificacion de la poblacion ocupada por prestaciones de salud 65 buscar5c numerico 1 1-5
familismo_apoyo	presta	fd_c_amp_v4.pdf	28	1 sin prestaciones
familismo_apoyo	presta	fd_c_bas_amp_15ymas.pdf	42	medica5c clasificacion de la numerico 1 1 sin prestaciones poblacion ocupada
familismo_apoyo	presta	fd_c_bas_amp_conapo.pdf	42	1 sin prestaciones
familismo_apoyo	presta	fd_c_bas_v1.pdf	18	1-5 clasificacion de la poblacion ocupada por prestaciones de salud 63 buscar5c numerico 1 1-5
familismo_apoyo	presta	fd_c_bas_v2.pdf	18	1-5 clasificacion de la poblacion ocupada por prestaciones de salud 63 buscar5c numerico 1 1-5
familismo_obligacion	obligacion	enoe_123_fd_c_bas_amp.pdf	2	atender otras obligaciones
familismo_obligacion	obligacion	enoe_325_fd_c_bas_amp.pdf	2	atender otras obligaciones
familismo_obligacion	obligacion	fd_c_amp_v1.pdf	2	4 sin interes por trabajar por atender otras obligaciones 5 con impedime
familismo_obligacion	obligacion	fd_c_amp_v2.pdf	2	4 sin interes por trabajar por atender otras obligaciones 5 con impedime
familismo_obligacion	obligacion	fd_c_amp_v3.pdf	2	4 sin interes por trabajar por atender otras obligaciones 5 con impedime
familismo_obligacion	obligacion	fd_c_amp_v4.pdf	2	obligaciones
familismo_obligacion	obligacion	fd_c_bas_amp_15ymas.pdf	2	atender otras obligaciones
familismo_obligacion	obligacion	fd_c_bas_amp_conapo.pdf	2	obligaciones
familismo_obligacion	obligacion	fd_c_bas_v1.pdf	2	4 sin interes por trabajar por atender otras obligaciones 5 con impedime
familismo_obligacion	obligacion	fd_c_bas_v2.pdf	2	4 sin interes por trabajar por atender otras obligaciones 5 con impedime
horizonte_temporal	afore	c_amp_v5.pdf	2	05 16 a 20 personas 4 fondo de retiro (sar o afore)? 06 21 a 30 personas 5 segur
horizonte_temporal	afore	c_amp_v6a.pdf	2	4 fondo de retiro (sar o afore)? 06 21 a 30 personas
horizonte_temporal	afore	enoe_123_fd_c_bas_amp.pdf	4	fondo caracter 1 4 fondo de retiro (sar o afore)? de retiro (sar o
horizonte_temporal	afore	enoe_325_fd_c_bas_amp.pdf	4	fondo caracter 1 4 fondo de retiro (sar o afore)? de retiro (sar o
horizonte_temporal	afore	fd_c_amp_v4.pdf	4	4 fondo de retiro (sar o afore)? 99 p3m4 caract
horizonte_temporal	afore	fd_c_bas_amp_15ymas.pdf	4	fondo caracter 1 4 fondo de retiro (sar o afore)?
horizonte_temporal	afore	fd_c_bas_amp_conapo.pdf	4	4 fondo de retiro (sar o afore)?
horizonte_temporal	ahorr	c_amp_v5.pdf	2	08 51 a 100 personas 7 prestamos personales y/o caja de ahorro? 09 101 a 250 personas
horizonte_temporal	ahorr	c_amp_v6a.pdf	2	7 prestamos personales y/o caja de ahorro? 09 101 a 250 personas
horizonte_temporal	ahorr	enoe_123_fd_c_bas_amp.pdf	4	mos personales de ahorro? y/o caja de ahorro?
horizonte_temporal	ahorr	enoe_325_fd_c_bas_amp.pdf	4	mos personales de ahorro? y/o caja de ahorro?
horizonte_temporal	ahorr	fd_c_amp_v4.pdf	2	7 prestamos personales y/o caja de ahorro? 102 p3m7 opcion 7 prestamos personales y/ caracter
horizonte_temporal	ahorr	fd_c_bas_amp_15ymas.pdf	4	mos personales de ahorro? y/o caja de ahorro? b
horizonte_temporal	ahorr	fd_c_bas_amp_conapo.pdf	4	7 prestamos personales y/o caja de ahorro?
horizonte_temporal	futuro	c_amp_v6a.pdf	2	el issste estatal (isssteleon, issemym)? futuro)?
horizonte_temporal	jubilac	c_amp_v5.pdf	2	3 pension o jubilacion?
horizonte_temporal	jubilac	c_amp_v6a.pdf	2	3 pension o jubilacion?
horizonte_temporal	jubilac	enoe_123_fd_c_bas_amp.pdf	4	opcion 3: pension caracter 1 3 pension o jubilacion? inegi. encuesta nacional de ocupacion y empleo (enoe). estruc
horizonte_temporal	jubilac	enoe_325_fd_c_bas_amp.pdf	4	opcion 3: pension caracter 1 3 pension o jubilacion? inegi. encuesta nacional de ocupacion y empleo (enoe). estruc
horizonte_temporal	jubilac	fd_c_amp_v4.pdf	4	3 pension o jubilacion?
horizonte_temporal	jubilac	fd_c_bas_amp_15ymas.pdf	4	opcion 3: pension caracter 1 3 pension o jubilacion? o jubilacion?
horizonte_temporal	jubilac	fd_c_bas_amp_conapo.pdf	4	3 pension o jubilacion? 84 p9n3 opcion 3: pension o jubilacion? carac
horizonte_temporal	pension	c_amp_v5.pdf	12	03 suspension temporal de sus funciones pasa a 3
horizonte_temporal	pension	c_amp_v6a.pdf	12	los preparativos para poner el negocio)? 02 paro tecnico 03 suspension temporal de sus funciones pasa a 3
horizonte_temporal	pension	c_bas_v5.pdf	8	o de de 03 suspension temporal de sus funciones pasa a 3 dia
horizonte_temporal	pension	c_bas_v7.pdf	8	o de de 03 suspension temporal de sus funciones pasa
horizonte_temporal	pension	enoe_123_fd_c_bas_amp.pdf	24	economicamente 3 pensionados y jubilados activa por
horizonte_temporal	pension	enoe_325_fd_c_bas_amp.pdf	24	micamente activa 3 pensionados y jubilados por condicion de
horizonte_temporal	pension	fd_c_amp_v1.pdf	2	domesticos c_inac5c 3 pensionados y jubilados 4
horizonte_temporal	pension	fd_c_amp_v2.pdf	2	domesticos c_inac5c 3 pensionados y jubilados 4
horizonte_temporal	pension	fd_c_amp_v3.pdf	2	domesticos c_inac5c 3 pensionados y jubilados 4
horizonte_temporal	pension	fd_c_amp_v4.pdf	16	numerico 1 3 pensionados y jubilados
horizonte_temporal	pension	fd_c_bas_amp_15ymas.pdf	24	nomicamente acti- 3 pensionados y jubilados
horizonte_temporal	pension	fd_c_bas_amp_conapo.pdf	24	numerico 1 3 pensionados y jubilados disponible por condicion de
horizonte_temporal	pension	fd_c_bas_v1.pdf	2	domesticos c_inac5c 3 pensionados y jubilados 4
horizonte_temporal	pension	fd_c_bas_v2.pdf	2	domesticos c_inac5c 3 pensionados y jubilados 4
horizonte_temporal	retiro	c_amp_v5.pdf	4	paternos? 05 16 a 20 personas 4 fondo de retiro (sar o afore)? 06 21 a 30 personas
horizonte_temporal	retiro	c_amp_v6a.pdf	4	4 fondo de retiro (sar o afore)? 06 21 a 30 personas
horizonte_temporal	retiro	c_bas_v5.pdf	2	1 si 4 se pensiono, jubilo o se retiro de su negocio 2 no pasa a 3h
horizonte_temporal	retiro	c_bas_v7.pdf	2	1 si 4 se pensiono, jubilo o se retiro de su negocio pasa 2 no → pasa a 3h 5 lo detuvi
horizonte_temporal	retiro	enoe_123_fd_c_bas_amp.pdf	8	opcion 4: fondo caracter 1 4 fondo de retiro (sar o afore)? de retiro (sar o
horizonte_temporal	retiro	enoe_325_fd_c_bas_amp.pdf	8	opcion 4: fondo caracter 1 4 fondo de retiro (sar o afore)? de retiro (sar o
horizonte_temporal	retiro	fd_c_amp_v4.pdf	6	lanco no aplica opcion 4 fondo de retiro (sar o 4 fondo de
horizonte_temporal	retiro	fd_c_bas_amp_15ymas.pdf	8	opcion 4: fondo caracter 1 4 fondo de retiro (sar o afore)?
horizonte_temporal	retiro	fd_c_bas_amp_conapo.pdf	8	opcion 4: fondo de retiro (sar o 4 fondo de reti
radio_confianza	comunidad	c_amp_v5.pdf	2	a su comunidad?(conseguir 1 si
radio_confianza	comunidad	c_amp_v6a.pdf	2	y barrer) 8 prestar servicios gratuitos a su comunidad?(conseguir despensas, cuidar personas
radio_confianza	comunidad	c_bas_v5.pdf	2	y barrer) 8 prestar servicios gratuitos a su comunidad?(conseguir despensas, cuidar personas
radio_confianza	comunidad	c_bas_v7.pdf	2	8 prestar servicios gratuitos a su comunidad?(conseguir despensas, cuidar personas
radio_confianza	comunidad	c_sdem_v5a.pdf	2	07 por violencia (entre vecinos, comunidad, intrafamiliar) pasa a 23, si no termina
radio_confianza	comunidad	enoe_123_fd_c_bas_amp.pdf	16	comunidad, intrafamiliar)
radio_confianza	comunidad	enoe_325_fd_c_bas_amp.pdf	14	rvicios gratuitos gratuitos a su comunidad? a su comunidad? (apl
radio_confianza	comunidad	fd_c_amp_v1.pdf	2	7 servicios gratuitos a su comunidad
radio_confianza	comunidad	fd_c_amp_v2.pdf	2	7 servicios gratuitos a su comunidad
radio_confianza	comunidad	fd_c_amp_v3.pdf	2	7 servicios gratuitos a su comunidad
radio_confianza	comunidad	fd_c_amp_v4.pdf	6	7 servicios gratuitos a su comunidad
radio_confianza	comunidad	fd_c_bas_amp_15ymas.pdf	16	servicios gratuitos comunidad?
radio_confianza	comunidad	fd_c_bas_amp_conapo.pdf	16	gratuitos a su comunidad? (aplica prestar servic
radio_confianza	comunidad	fd_c_bas_v1.pdf	2	7 servicios gratuitos a su comunidad
radio_confianza	comunidad	fd_c_bas_v2.pdf	2	7 servicios gratuitos a su comunidad
radio_confianza	vecino	c_sdem_v5a.pdf	2	07 por violencia (entre vecinos, comunidad, intrafamiliar) pasa a 23, si no termina
radio_confianza	vecino	enoe_123_fd_c_bas_amp.pdf	2	07 por violencia (entre vecinos,
radio_confianza	vecino	enoe_325_fd_c_bas_amp.pdf	2	07 por violencia (entre vecinos, co-
sens_estatus	pena	c_amp_v5.pdf	8	... desempena en su trabajo?
sens_estatus	pena	c_amp_v6a.pdf	8	ee las opciones y circula la indicada por el informante) ... desempena en su trabajo?
sens_estatus	pena	c_bas_v5.pdf	6	s ¿cuales son las tareas o funciones principales que ... desempena en su trabajo?
sens_estatus	pena	c_bas_v7.pdf	6	3g. de las personas que ocupa o le ayudan a..., desempena en su trabajo?
sens_estatus	pena	enoe_123_fd_c_bas_amp.pdf	10	desempena en su
sens_estatus	pena	enoe_325_fd_c_bas_amp.pdf	10	desempena en su
sens_estatus	pena	fd_c_amp_v4.pdf	6	e codigo cmo en pregunta 3 principales que…desempena en su trabajo' ¿cual es e
sens_estatus	pena	fd_c_bas_amp_15ymas.pdf	10	desempena en su (i-2005 hasta ii-2012)
sens_estatus	pena	fd_c_bas_amp_conapo.pdf	10	principales que…desempena en
