puerta	clase_origen	institucion	url	tipo	cobertura_temporal	unidad_observacion	granularidad_geo	hay_microdato	condicion_acceso	necesidad_que_sirve	llave_ADR57c_si_alguna	clasificacion_a4	universo_declarado	fecha_sondeo
CANAL_DE_ADQUISICION_REFERIDOS_FINTECH	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N19		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
CCPV	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N31		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
COMPARATIVE_STUDY_OF_ELECTORAL_SYSTEMS_MEXICO_2018	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N25		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
DENUNCIA_VINCULADA_CON_TENENCIA_DE_SEGURO	gap_mapeo_map_b	NO-ENCONTRADO	https://www.amis.com.mx/ (candidato via mapa-fuentes-externas-consolidado-2026-08-06.tsv:41, ya clasificado NO-ENCONTRADO/negativa por esa via)	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N20		NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS	TRIAGE-63/#228 (sondeo-27, 13/ago/2026): NADIE, http_sin_override=000 (curl 28: Connection timed out), http_con_override=000 (identico con override) -- 2 intentos identicos, falla real de servidor/red confirmada (no artefacto de sandbox). Consumido a este puntero por ACTO SANEA-MAPEO, 14/ago/2026.	2026-08-14
ENAFIN	gap_mapeo_map_b	NO-ENCONTRADO	https://www.inegi.org.mx/rnm/index.php/catalog/1106	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N19		EXISTE-NO-SATISFACE	ADQ-15 (2026-08-18, encargo forense/encargos/2026-08-18-ADQ-15.md, base e563e5d). Universo del veredicto: ADQUISICION MATERIAL -- lo que este acto bajo, hasheo y registro en data/manifiesto.yaml. La apertura a nivel variable contra la necesidad NO se evalua aqui y sigue siendo acto propio, mismo limite que declaro el sondeo TRIAGE-63. ADQUIRIDOS 10 payloads (ids adq15_enafin_*). Lo que falta, dicho con precision: los csv de datosabiertos son TABULADOS agregados (columna DOMINIO_ESTUDIO; 1 fila en 2024, 11 en 2019-2021, 10 en 2015), NO registros de empresa. El microdato a nivel empresa es de ACCESO CONFIDENCIAL: la propia ficha RNM 1106 declara que solo se consulta en el Laboratorio de Microdatos, en instalaciones del productor, bajo supervision -- eso si es NO-ACCESIBLE por A.4 (restriccion institucional), a diferencia de un registro gratuito. Las URL de datos abiertos se derivaron del JSON-LD schema.org de cada pagina de programa. AVISO DE METODO: barrer patrones de URL contra INEGI no sirve -- devuelve 200 con una pagina de 2263 B para toda ruta inexistente (soft-404); 24 "hits" de un barrido se descartaron por tamano identico.	2026-08-14
ENCIG	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N1,N16,N8		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ENCUESTA_ANUAL_DE_COMPETENCIAS_FINANCIERAS_2019_2024	gap_mapeo_map_b	NO-ENCONTRADO	https://www.banxico.org.mx/publicaciones-y-prensa/encuesta-de-competencias-financieras-de-la-poblaci/microdatos/competencias-financieras-mi.html	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N29		EXISTE-NO-SATISFACE	ADQ-15 (2026-08-18, encargo forense/encargos/2026-08-18-ADQ-15.md, base e563e5d). Universo del veredicto: ADQUISICION MATERIAL -- lo que este acto bajo, hasheo y registro en data/manifiesto.yaml. La apertura a nivel variable contra la necesidad NO se evalua aqui y sigue siendo acto propio, mismo limite que declaro el sondeo TRIAGE-63. YA-ADQUIRIDA (A.8, verificado contra data/manifiesto.yaml antes de descargar nada): id banxico_encuesta_competencias_financieras_2024, XLSX 1210013 B, bajada el 2026-08-12 por P-LOTE-2. NO se volvio a descargar. Lo que falta, dicho con precision: esa entrada es la ola 2024 sola; el nombre de la fila abarca 2019-2024 y la condicion que la cola declara faltante para N29 es "comparabilidad y modalidad BNPL", que una sola ola no puede dar. Las olas 2019 y 2021 no tienen payload en el manifiesto.	2026-08-14
ENCUP	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N25		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ENIF	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N19,N20,N24,N26,N7		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ENIGH	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N18		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ENNVIH	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N5		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ENOE	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N18		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ENVIPE	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N20,N8,N9		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ESTUDIOS_DE_RECHAZOS_Y_CORPUS_PRAGMATICO_DE_FELIX_BRASDEFER	gap_mapeo_map_b	NO-ENCONTRADO	https://pragmatics.indiana.edu/textbook/corpus/Encdeserv.html	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N15,N31		EXISTE-NO-SATISFACE	ADQ-15 (2026-08-18, encargo forense/encargos/2026-08-18-ADQ-15.md, base e563e5d). Universo del veredicto: ADQUISICION MATERIAL -- lo que este acto bajo, hasheo y registro en data/manifiesto.yaml. La apertura a nivel variable contra la necesidad NO se evalua aqui y sigue siendo acto propio, mismo limite que declaro el sondeo TRIAGE-63. ADQUIRIDAS las 3 paginas de corpus (ids adq15_brasdefer_*): encuentros de servicio (197 interacciones transcritas, 302364 B), actos de habla (262019 B) y convelic (40435 B). El payload ES la pagina: cero enlaces a pdf/zip/csv/xlsx en ella, verificado. Lo que falta es exactamente lo que la cola ya declaraba y este acto confirma materialmente: no hay ejecutable ni archivo de replicacion, no hay muestra mexicana no universitaria nacional, y el corpus de encuentros de servicio no es un pareado rechazo superior/inferior. N15 y N31 siguen sin cubrirse.	2026-08-14
EXPERIMENTO_DE_INFORMACION_ELECTORAL_2009	gap_mapeo_map_b	NO-ENCONTRADO	https://www.povertyactionlab.org/evaluation/information-dissemination-campaign-and-voters-behavior-2009-municipal-elections-mexico	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N25		EXISTE-SATISFACE	ADQ-15 (2026-08-18, encargo forense/encargos/2026-08-18-ADQ-15.md, base e563e5d). Universo del veredicto: ADQUISICION MATERIAL -- lo que este acto bajo, hasheo y registro en data/manifiesto.yaml. La apertura a nivel variable contra la necesidad NO se evalua aqui y sigue siendo acto propio, mismo limite que declaro el sondeo TRIAGE-63. Fila SIN PALANCA derivable: no cruza cola-adquisicion-2026-08-12.tsv por nombre exacto ni por variantes (ELECTORAL/EXPERIMENTO); trabajada al final, como manda el encargo. ADQUIRIDO el paquete de replicacion completo (id adq15_jpal_electoral_replication_files_24ft7wz, 184801 B): Chongetal_aggregate_JOP.dta (363868 B), Chongetal_survey_JOP.dta (134738 B), Chong_etal_code.do y Chongetal_code_survey.do. La URL no estaba en la ficha J-PAL como enlace de datos evidente: se derivo del cuerpo de la pagina ("Download data"), apunta a campuspress.yale.edu/anadelao. Muestra declarada por J-PAL: 2360 secciones electorales, Jalisco/Morelos/Tabasco 2009.	2026-08-14
FABLE	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N5		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
FINANZAS	gap_mapeo_map_b	NO-ENCONTRADO	"https://pnif.cnbv.gob.mx/ (candidato mas plausible por tema -- CNBV Portal Nacional de Inclusion Financiera; identidad NO confirmada 1:1 con el nombre generico ""FINANZAS"")"	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N14,N19,N29,N5,N6		NO-ENCONTRADO	ADQ-15 (2026-08-18, encargo forense/encargos/2026-08-18-ADQ-15.md, base e563e5d). Universo del veredicto: ADQUISICION MATERIAL -- lo que este acto bajo, hasheo y registro en data/manifiesto.yaml. La apertura a nivel variable contra la necesidad NO se evalua aqui y sigue siendo acto propio, mismo limite que declaro el sondeo TRIAGE-63. Fila SIN PALANCA y sin referente resuelto. Buscado: (1) cola-adquisicion-2026-08-12.tsv por nombre exacto y por variante FINANZ -- 0 coincidencias; (2) data/manifiesto.yaml por host pnif.cnbv.gob.mx y por los terminos pnif/cnbv -- 0 entradas; (3) crosswalk-fuente-puerta-2026-08-14.tsv, que ya habia rechazado el candidato por identidad no 1:1 y por tocar N5/N6/N14/N19/N29 con multiples candidatos (CNBV/BID/WVS/GPS/GESIS_ISSP/Banxico) sin que ninguno confirme ser el mismo producto. NO se fuerza el cruce. LO QUE SI CAMBIA: el portal candidato https://pnif.cnbv.gob.mx/ ya no es inalcanzable -- responde 200 (133254 B, titulo "PNIF - POLITICA NACIONAL DE INCLUSION FINANCIERA") con verificacion TLS COMPLETA, sirviendo el intermedio GlobalSign RSA OV SSL CA 2018 tomado del AIA del propio certificado. El 000 del sondeo era cadena incompleta del servidor, no bloqueo. La identidad del nombre generico "FINANZAS" sigue sin resolverse: eso es defecto de normalizacion de clave, no de acceso.	2026-08-14
FINTECH_LENDING_TO_BORROWERS_WITH_NO_CREDIT_HISTORY	gap_mapeo_map_b	NO-ENCONTRADO	https://www.kellogg.northwestern.edu/academics-research/research/detail/2026/gender-differentiated-digital-credit-algorithms-using-machine-learning/	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N19		NO-ACCESIBLE	TRIAGE-63/#228 (sondeo-27, 13/ago/2026): portal real y alcanzable (AGENTE (pagina de investigacion; dato propietario NO-ACCESIBLE per fuente previa), http_sin_override=200, url=https://www.kellogg.northwestern.edu/academics-research/research/detail/2026/gender-differentiated-digital-credit-algorithms-using-machine-learning/) pero el propio sondeo declara el dato como propietario/NO-ACCESIBLE por fuente previa ya citada en el repo (no re-verificado a nivel de contenido en ese acto) -- clasificacion refleja el dato, no el portal. Consumido por ACTO SANEA-MAPEO, 14/ago/2026.	2026-08-14
GLOBAL_PREFERENCES_SURVEY	gap_mapeo_map_b	NO-ENCONTRADO	https://gps.econ.uni-bonn.de/downloads	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N15		EXISTE-SATISFACE	ADQ-15 (2026-08-18, encargo forense/encargos/2026-08-18-ADQ-15.md, base e563e5d). Universo del veredicto: ADQUISICION MATERIAL -- lo que este acto bajo, hasheo y registro en data/manifiesto.yaml. La apertura a nivel variable contra la necesidad NO se evalua aqui y sigue siendo acto propio, mismo limite que declaro el sondeo TRIAGE-63. YA-ADQUIRIDA (A.8, verificado contra data/manifiesto.yaml antes de descargar nada). NO se volvio a descargar. Cinco entradas, url_origen https://gps.econ.uni-bonn.de/downloads -- exactamente la URL de esta fila: gps_dataset (GPS_Dataset.zip), gps_dataset_country_level, gps_questionnaires, gps_do_files_individual_level, gps_do_files_country_level; las tres primeras con raiz descargas_mx, fecha 2026-08-13. Esta fila es el caso que justifica el delta A.8-por-fila del lanzamiento: no cruza la cola por nombre, asi que un acto guiado solo por la cola la habria vuelto a bajar -- la misma leccion WVS/GESIS que sello ADR-77.	2026-08-14
HOMESCAN_CONSUMER_PANEL_SERVICES	gap_mapeo_map_b	NO-ENCONTRADO	https://nielseniq.com/global/es/products/homescan/	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N21		NO-ACCESIBLE	TRIAGE-63/#228 (sondeo-27, 13/ago/2026): portal real y alcanzable (AGENTE (portal; dato propietario NO-ACCESIBLE per fuente previa), http_sin_override=200, url=https://nielseniq.com/global/es/products/homescan/) pero el propio sondeo declara el dato como propietario/NO-ACCESIBLE por fuente previa ya citada en el repo (no re-verificado a nivel de contenido en ese acto) -- clasificacion refleja el dato, no el portal. Consumido por ACTO SANEA-MAPEO, 14/ago/2026.	2026-08-14
IMPACT_EVALUATION_OF_MOBILE_PEDAGOGICAL_TUTORS_2016	gap_mapeo_map_b	NO-ENCONTRADO	https://microdata.worldbank.org/catalog/6667	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N15		EXISTE-NO-SATISFACE	ADQ-15 (2026-08-18, encargo forense/encargos/2026-08-18-ADQ-15.md, base e563e5d). Universo del veredicto: ADQUISICION MATERIAL -- lo que este acto bajo, hasheo y registro en data/manifiesto.yaml. La apertura a nivel variable contra la necesidad NO se evalua aqui y sigue siendo acto propio, mismo limite que declaro el sondeo TRIAGE-63. ADQUIRIDOS 24 payloads (ids adq15_wb6667_*): 22 materiales de referencia (cuestionarios de alumnos/padres/docentes/APIs/LEC/supervision, 4 libros de codigo, instrumentos EGRA/EGMA, reporte de campo CONAFE) mas el DDI/XML y el JSON. Lo que falta, dicho con precision: los 6 ficheros de microdato que el propio DDI declara (bd_alumnos/bd_api/bd_home/bd_lec/bd_obsclase/bd_padres_conafe_021225.dta). NO OBTENIDOS POR ESTE AGENTE EN 2 INTENTOS (endpoint /download/micro -> 404; data-dictionary no expone descarga de datos); la pagina Get Microdata exige iniciar sesion con cuenta gratuita. Registro gratuito NO es NO-ACCESIBLE por A.4. RECETA MANUAL: registrarse en microdata.worldbank.org y bajar desde /catalog/6667/get-microdata.	2026-08-14
IMSS	gap_mapeo_map_b	NO-ENCONTRADO	https://datos.imss.gob.mx	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N18		NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS	TRIAGE-63/#228 (sondeo-27, 13/ago/2026): NADIE, http_sin_override=503 (Incapsula WAF), http_con_override=503 (Incapsula WAF, identico con override -- no es artefacto de sandbox) -- 2 intentos identicos, falla real de servidor/red confirmada (no artefacto de sandbox). Consumido a este puntero por ACTO SANEA-MAPEO, 14/ago/2026.	2026-08-14
LAPOP	repositorio_academico	Vanderbilt University (LAPOP / AmericasBarometer)	https://www.vanderbilt.edu/lapop/mexico.php	microdato + documentacion	2004, 2006, 2018-19, 2019, 2021, 2023 (6 olas en corpus)	individuo (encuestado)	nacional (Mexico)	si -- payloads reales adquiridos e integros en el corpus compartido (25 archivos: microdato .dta/.sav + cuestionarios/reportes tecnicos por ola; sha256 en manifiesto.yaml, ver forense/notas/2026-08-13-reg-lote3.md)	libre para documentacion (mismo patron URL que 'lapop_abmex2023_cuestionario_mexico', ya registrado antes de este acto); microdato .dta/.sav sin mecanismo de acceso verificado en este acto -- URL exacta de descarga NO confirmada, ver manifiesto.yaml url_origen_procedencia	N30		EXISTE-SATISFACE	REG-LOTE3 (2026-08-13) encontró 25 archivos LAPOP/AmericasBarometer Mexico ya en descargas_mx/Descargas Manuales (6 olas: 2004, 2006, 2018-19/2019, 2021, 2023), registrados en manifiesto.yaml. Reemplaza el placeholder gap_mapeo_map_b de esta fila (era NO-ENCONTRADO más temprano el mismo 2026-08-13) -- la búsqueda de MAP-B fue por nombre/URL contra el puntero y la cola-adquisición, no contra el corpus local, y no vio estos archivos ya presentes	2026-08-13
LATINOBARÓMETRO	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N15,N30		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N17,N27		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
MASS_MOBILIZATION_PROTEST_DATA_MEXICO	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N17,N27		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	gap_mapeo_map_b	NO-ENCONTRADO	https://microdata.worldbank.org/catalog/870/data-dictionary/F2	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N22,N23,N32		EXISTE-NO-SATISFACE	ADQ-15 (2026-08-18, encargo forense/encargos/2026-08-18-ADQ-15.md, base e563e5d). Universo del veredicto: ADQUISICION MATERIAL -- lo que este acto bajo, hasheo y registro en data/manifiesto.yaml. La apertura a nivel variable contra la necesidad NO se evalua aqui y sigue siendo acto propio, mismo limite que declaro el sondeo TRIAGE-63. ADQUIRIDOS 10 payloads (ids adq15_wb870_*): 8 documentos (cuestionarios Core/Manufacturing/Retail Mexico, implementation report, manual, nota de muestreo, screener, perfil mexico-2010) mas DDI/XML y JSON. Lo que falta: el microdato, que el propio catalogo declara en repositorio EXTERNO -- enterprisesurveys.org, que redirige a login.enterprisesurveys.org/en/signin (verificado, 200). NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS. Registro gratuito NO es NO-ACCESIBLE por A.4. Sigue sin poder evaluarse la condicion que la cola declara faltante para N22/N23/N32 (continuidad de empresas, llave longitudinal, comparabilidad, dos observaciones por id): eso exige el panel, no la documentacion.	2026-08-14
MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	gap_mapeo_map_b	openICPSR (AEA)	https://www.openicpsr.org/openicpsr/project/116334/version/V1/view	microdato + codigo de replicacion (paquete AEJ 'Compartamos_AEJ')						N3		EXISTE-SATISFACE	ACTUALIZA 2026-08-13 (REG-LOTE3): 116334-V1.zip (paquete de replicación AEJ, RCT de colocación de microcrédito Compartamos) + LICENSE.txt en descargas_mx/Descargas Manuales, registrados como 116334_v1/license en manifiesto.yaml -- resuelve el gap de mapeo (era NO-ENCONTRADO); corresponde también a la fila openICPSR_Microcredit_MexicoPlacement_proj116334 (bloqueada Cloudflare para el agente)	2026-08-13
PANEL_DE_COMPRA_DE_HOGARES	gap_mapeo_map_b	NO-ENCONTRADO	https://www.kantar.com/latin-america/latinoamerica/Mexico?par=global%2FCoverage%2Fworldpanel%2FMexico	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N21		NO-ACCESIBLE	TRIAGE-63/#228 (sondeo-27, 13/ago/2026): portal real y alcanzable (AGENTE (portal; dato propietario NO-ACCESIBLE per fuente previa), http_sin_override=200, url=https://www.kantar.com/latin-america/latinoamerica/Mexico?par=global%2FCoverage%2Fworldpanel%2FMexico) pero el propio sondeo declara el dato como propietario/NO-ACCESIBLE por fuente previa ya citada en el repo (no re-verificado a nivel de contenido en ese acto) -- clasificacion refleja el dato, no el portal. Consumido por ACTO SANEA-MAPEO, 14/ago/2026.	2026-08-14
PUB	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N26,N28		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
REGISTRO_DE_TANDAS_Y_REPUTACION	gap_mapeo_map_b	NO-ENCONTRADO	(ninguna URL propia verificable -- ver cabecera_diagnostica)	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N29		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B) | AMPLIADO 2026-08-14 (SANEA-MAPEO): TRIAGE-63/#228 (13/ago) tampoco encontro URL propia identificable para esta fila (quien_puede=NO_PROBADO) -- segunda busqueda independiente sin resultado, refuerza NO-ENCONTRADO bajo A.4, no lo cambia.	2026-08-14
REGISTRO_OPERATIVO_DE_TANDAS_DIGITALES	gap_mapeo_map_b	NO-ENCONTRADO	https://www.tandamas.mx/	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N29		NO-ACCESIBLE	TRIAGE-63/#228 (sondeo-27, 13/ago/2026): portal real y alcanzable (AGENTE (portal publico; registro operativo/datos NO-ACCESIBLE per fuente previa, no verificado de nuevo aqui), http_sin_override=200, url=https://www.tandamas.mx/) pero el propio sondeo declara el dato como propietario/NO-ACCESIBLE por fuente previa ya citada en el repo (no re-verificado a nivel de contenido en ese acto) -- clasificacion refleja el dato, no el portal. Consumido por ACTO SANEA-MAPEO, 14/ago/2026.	2026-08-14
RELLABORALES	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N27		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
RELLABORALESPRUEBA	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N27		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
REPORTE_SOBRE_USO_Y_CONFIANZA_DE_SERVICIOS_FINANCIEROS_DIGITALES	gap_mapeo_map_b	NO-ENCONTRADO	https://www.ift.org.mx/usuarios-y-audiencias/reporte-sobre-el-uso-y-la-confianza-de-los-servicios-financieros-digitales-sfd	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N24		EXISTE-NO-SATISFACE	ADQ-15 (2026-08-18, encargo forense/encargos/2026-08-18-ADQ-15.md, base e563e5d). Universo del veredicto: ADQUISICION MATERIAL -- lo que este acto bajo, hasheo y registro en data/manifiesto.yaml. La apertura a nivel variable contra la necesidad NO se evalua aqui y sigue siendo acto propio, mismo limite que declaro el sondeo TRIAGE-63. ADQUIRIDOS 3 payloads (ids adq15_ift_sfd_*): las DOS versiones del reporte especial (reporte_especial_SFD.pdf 8084499 B y reporte_especial_SFD_vacc.pdf 9318564 B, cada una confirmada por dos descargas independientes byte-identicas y con marcador %%EOF) y la pagina. Lo que falta es justo la base: basededatossfd.zip NO OBTENIDA POR ESTE AGENTE EN 11 INTENTOS -- el host www.ift.org.mx corta la conexion TLS (curl 35/56, unexpected eof while reading) y ademas TRUNCA transferencias: la primera version de reporte_especial_SFD.pdf llego a 4979926 B sin marcador %%EOF y una segunda bajada del mismo objeto dio 8084499 B. Esa deteccion la produjo la doble descarga de A.7, y por eso ese PDF truncado NO se registro. La condicion que la cola declara faltante para N24 (texto, ponderador y muestra) exige la base, no el reporte. RECETA MANUAL: bajar https://www.ift.org.mx/sites/default/files/contenidogeneral/usuarios-y-audiencias/basededatossfd.zip en navegador y comprobar que el ZIP abre antes de darlo por bueno.	2026-08-14
SE	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N21,N22,N32		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
SERIES_SPEI_CODI_BANXICO	gap_mapeo_map_b	NO-ENCONTRADO	https://www.banxico.org.mx/servicios/sistema-pagos-electronicos-in001.html	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N17,N24		EXISTE-NO-SATISFACE	ADQ-15 (2026-08-18, encargo forense/encargos/2026-08-18-ADQ-15.md, base e563e5d). Universo del veredicto: ADQUISICION MATERIAL -- lo que este acto bajo, hasheo y registro en data/manifiesto.yaml. La apertura a nivel variable contra la necesidad NO se evalua aqui y sigue siendo acto propio, mismo limite que declaro el sondeo TRIAGE-63. YA-ADQUIRIDA PARCIALMENTE (A.8, verificado contra data/manifiesto.yaml antes de descargar nada). NO se descargo nada nuevo. 16 entradas del grupo R3.4_Banxico_CoDi_SPEI, fecha 2026-08-06, cubren el lado CoDi: los cinco cuadros SIE CF881-CF885 (cuentas validadas, cuentas con pago/cobro, dispositivos enrolados, operaciones, monto), el xlsx de cuentas validadas por mil habitantes y las seis ediciones 2019-2024 del Informe Anual IdMF. Lo que falta, dicho con precision: la URL propia de esta fila (https://www.banxico.org.mx/servicios/sistema-pagos-electronicos-in001.html, las series de SPEI) no tiene payload en el manifiesto -- el lado SPEI esta cubierto solo indirectamente, por los informes IdMF.	2026-08-14
SICS	gap_mapeo_map_b	NO-ENCONTRADO	https://sics.funcionpublica.gob.mx (host secundario: https://consultasics.buengobierno.gob.mx)	(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N28		NO OBTENIDO POR ESTE AGENTE EN 2 INTENTOS	TRIAGE-63/#228 (sondeo-27, 13/ago/2026): NADIE, http_sin_override=000 (curl 28: Connection timed out), http_con_override=000 (curl 28: Resolving timed out -- con override; host secundario da curl 35: TLS unexpected EOF con override) -- 2 intentos identicos, falla real de servidor/red confirmada (no artefacto de sandbox). Consumido a este puntero por ACTO SANEA-MAPEO, 14/ago/2026.	2026-08-14
SIN_CANDIDATO_IDENTIFICADO	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N33		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
