id_manifiesto	archivo	raiz	tamano_bytes	usado_para_declara_uso	necesidades_que_lo_citan	tsv_de_apertura_que_lo_toca	estado	universo_declarado
encig_2011_fd_encig2011	encig2011/fd_encig2011.pdf	data_raw	273971	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2013_encig13_base_datos_dbf	encig2013/encig13_base_datos_dbf.zip	data_raw	9621208	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2013_encig13_descripcion_archivos	encig2013/encig13_descripcion_archivos.pdf	data_raw	1397463	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2015_encig15_base_datos_dbf	encig2015/encig15_base_datos_dbf.zip	data_raw	15529099	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2017_encig17_base_datos_dbf	encig2017/encig17_base_datos_dbf.zip	data_raw	40715724	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2019_encig19_base_datos_dbf	encig2019/encig19_base_datos_dbf.zip	data_raw	37627091	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2021_encig21_base_datos_csv	encig2021/encig21_base_datos_csv.zip	data_raw	41216579	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2021_encig21_base_datos_dbf	encig2021/encig21_base_datos_dbf.zip	data_raw	36521524	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2021_encig21_base_datos_dta	encig2021/encig21_base_datos_dta.zip	data_raw	30903819	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2021_encig21_base_datos_rdata	encig2021/encig21_base_datos_RData.zip	data_raw	20550259	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2021_encig21_base_datos_sav	encig2021/encig21_base_datos_sav.zip	data_raw	38625925	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2023_encig23_base_datos_dbf	encig2023/encig23_base_datos_dbf.zip	data_raw	33236600	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2023_encig23_base_datos_dta	encig2023/encig23_base_datos_dta.zip	data_raw	27965191	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2023_encig23_base_datos_rdata	encig2023/encig23_base_datos_RData.zip	data_raw	14242874	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2023_encig23_base_datos_sav	encig2023/encig23_base_datos_sav.zip	data_raw	36696330	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2025_encig25_base_datos_dbf	encig2025/encig25_base_datos_dbf.zip	data_raw	34460181	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2025_encig25_base_datos_dta	encig2025/encig25_base_datos_dta.zip	data_raw	27609358	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2025_encig25_base_datos_rdata	encig2025/encig25_base_datos_RData.zip	data_raw	12802149	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encig_2025_encig25_base_datos_sav	encig2025/encig25_base_datos_sav.zip	data_raw	36193534	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encuci2020_bd_dbf	BD_ENCUCI2020_dbf.zip	data_raw	6913684	"hitoD-R8.3 (forense/hitoD-preregistro-v2_0.md) -- payload de microdatos. Corregido 2026-08-05 (Encargo M-2): la afirmación ""aún no explotado en ninguna ficha de falsación commiteada"" era falsa desde antes de esta corrección -- este mismo payload (sha256/tamaño verificados) fue abierto y explotado dos veces: (1) Encargo W (forense/notas/2026-08-04-w-coeficientes-generador-paso1.md), que estimó los tres reactivos AP5_1_1/AP5_1_2/AP5_1_3 de la tabla ENCUCI_2020_SEC_4_5 como parte de W1 (coeficiente marginal de radio_confianza); (2) C-06b (forense/notas/2026-08-05-c06b-conf06-encuci-corte.md), que reabrió la misma tabla del mismo zip para confirmar contra microdato las tres cifras del conflicto conf.06 a los cortes ≥6/10 y ≥8/10 -- resultado sellado por ADR-64 (canon/gobernanza-v1_15.md), que cierra conf.06. `R8.3` en sí sigue con veredicto D (condición A, marca C3 de circularidad de radio_confianza contra cooperacion.confianza.puente_personal, sigue vigente -- ADR-64(e) solo levanta la condición B). Bloqueo por conf.06 (D-06, canon) también desactualizado: conf.06 cerrado por ADR-64."			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encuci2020_fd_pdf	FD_ENCUCI2020.pdf	data_raw	1758249	"hitoD-R8.3 -- descriptor de archivos / diccionario de datos de encuci2020_bd_dbf. Corregido 2026-08-05 (Encargo M-2), misma corrección y misma razón que encuci2020_bd_dbf: ""aún no explotado"" era falso -- Encargo W y C-06b lo usaron para confirmar el esquema/nombres de campo de ENCUCI_2020_SEC_4_5 (AP5_1_1/2/3, FAC_SEL) antes de abrir el .dbf."			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encup_2001_cuestionario_pdf	encup_2001_cuestionario_pdf.pdf	data_raw	147691	sin uso asignado -- registro de inventario. Candidata hitoE (forense/hitoE-campana-medicion-v2_0.md §292, posición 9 de la cola priorizada) a confianza_institucional[electoral]; también candidata abierta a deferencia, hoy con proxy vía Latinobarómetro P4NOIJ (forense/notas/2026-08-03-cbis-deferencia-externas.md). No leída ni evaluada esta sesión -- logística de descarga únicamente.			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encup_2003_cuestionario_pdf	encup_2003_cuestionario_pdf.pdf	data_raw	233736	sin uso asignado -- registro de inventario. Candidata hitoE (forense/hitoE-campana-medicion-v2_0.md §292, posición 9 de la cola priorizada) a confianza_institucional[electoral]; también candidata abierta a deferencia, hoy con proxy vía Latinobarómetro P4NOIJ (forense/notas/2026-08-03-cbis-deferencia-externas.md). No leída ni evaluada esta sesión -- logística de descarga únicamente.			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encup_2005_cuestionario_pdf	encup_2005_cuestionario_pdf.pdf	data_raw	116061	sin uso asignado -- registro de inventario. Candidata hitoE (forense/hitoE-campana-medicion-v2_0.md §292, posición 9 de la cola priorizada) a confianza_institucional[electoral]; también candidata abierta a deferencia, hoy con proxy vía Latinobarómetro P4NOIJ (forense/notas/2026-08-03-cbis-deferencia-externas.md). No leída ni evaluada esta sesión -- logística de descarga únicamente.			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encup_2008_cuestionario_pdf	encup_2008_cuestionario_pdf.pdf	data_raw	396678	sin uso asignado -- registro de inventario. Candidata hitoE (forense/hitoE-campana-medicion-v2_0.md §292, posición 9 de la cola priorizada) a confianza_institucional[electoral]; también candidata abierta a deferencia, hoy con proxy vía Latinobarómetro P4NOIJ (forense/notas/2026-08-03-cbis-deferencia-externas.md). No leída ni evaluada esta sesión -- logística de descarga únicamente.			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encup_2012_base_datos_xlsx	encup_2012_base_datos_xlsx.xlsx	data_raw	4814178	sin uso asignado -- registro de inventario. Candidata hitoE (forense/hitoE-campana-medicion-v2_0.md §292, posición 9 de la cola priorizada) a confianza_institucional[electoral]; también candidata abierta a deferencia, hoy con proxy vía Latinobarómetro P4NOIJ (forense/notas/2026-08-03-cbis-deferencia-externas.md). No leída ni evaluada esta sesión -- logística de descarga únicamente.			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
encup_2012_cuestionario_pdf	encup_2012_cuestionario_pdf.pdf	data_raw	1026475	sin uso asignado -- registro de inventario. Candidata hitoE (forense/hitoE-campana-medicion-v2_0.md §292, posición 9 de la cola priorizada) a confianza_institucional[electoral]; también candidata abierta a deferencia, hoy con proxy vía Latinobarómetro P4NOIJ (forense/notas/2026-08-03-cbis-deferencia-externas.md). No leída ni evaluada esta sesión -- logística de descarga únicamente.			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh2021_bd_csv_zip	endireh2021/bd_endireh_2021_csv.zip	data_raw	78902567	Encargo E (mesa #18): tabla TB_VD para exposicion_violencia (U2 rama B) -- cruce con ejes de atributos			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh2021_fd_pdf	endireh2021/endireh2021_fd.pdf	data_raw	10369637	encargo cal-conf-faseb-pos4 (ENDIREH paso 1) — busqueda de reactivo de exposicion_violencia, hitoE §14.3 fila 4 PENDIENTE DE VERIFICACIÓN			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2003_bd_endireh_2003_csv	endireh2003/bd_endireh_2003_csv.zip	data_raw	9280251	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2003_bd_endireh_2003_dbf	endireh2003/bd_endireh_2003_dbf.zip	data_raw	11680903	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2003_bd_endireh_2003_dta	endireh2003/bd_endireh_2003_dta.zip	data_raw	6455442	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2003_bd_endireh_2003_rdata	endireh2003/bd_endireh_2003_RData.zip	data_raw	6618655	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2003_bd_endireh_2003_sav	endireh2003/bd_endireh_2003_sav.zip	data_raw	11346220	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2003_fd_endireh2003	endireh2003/fd_endireh2003.pdf	data_raw	27503	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2006_bd_endireh_2006_csv	endireh2006/bd_endireh_2006_csv.zip	data_raw	25031008	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2006_bd_endireh_2006_dbf	endireh2006/bd_endireh_2006_dbf.zip	data_raw	29314566	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2006_bd_endireh_2006_dta	endireh2006/bd_endireh_2006_dta.zip	data_raw	18126128	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2006_bd_endireh_2006_rdata	endireh2006/bd_endireh_2006_RData.zip	data_raw	18614575	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2006_bd_endireh_2006_sav	endireh2006/bd_endireh_2006_sav.zip	data_raw	30695882	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2006_fd_endireh06	endireh2006/fd_endireh06.xls	data_raw	312320	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2011_bd_endireh_2011_csv	endireh2011/bd_endireh_2011_csv.zip	data_raw	28241643	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2011_bd_endireh_2011_dbf	endireh2011/bd_endireh_2011_dbf.zip	data_raw	34968488	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2011_bd_endireh_2011_dta	endireh2011/bd_endireh_2011_dta.zip	data_raw	30383196	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2011_bd_endireh_2011_rdata	endireh2011/bd_endireh_2011_RData.zip	data_raw	19922788	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2011_bd_endireh_2011_sav	endireh2011/bd_endireh_2011_sav.zip	data_raw	34423435	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2011_fd_endireh11	endireh2011/fd_endireh11.xls	data_raw	1061376	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_mujeres_endireh2016_sitioinegi_csv	endireh2016/bd_mujeres_endireh2016_sitioinegi_csv.zip	data_raw	100845928	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_mujeres_endireh2016_sitioinegi_dbf	endireh2016/bd_mujeres_endireh2016_sitioinegi_dbf.zip	data_raw	2895872	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_mujeres_endireh2016_sitioinegi_dbf_redescarga	endireh2016/bd_mujeres_endireh2016_sitioinegi_dbf.zip	data_raw	102349631	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_mujeres_endireh2016_sitioinegi_rdata	endireh2016/bd_mujeres_endireh2016_sitioinegi_RData.zip	data_raw	73131647	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_mujeres_endireh2016_sitioinegi_spss	endireh2016/bd_mujeres_endireh2016_sitioinegi_spss.zip	data_raw	54518871	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_mujeres_endireh2016_sitioinegi_stata	endireh2016/bd_mujeres_endireh2016_sitioinegi_stata.zip	data_raw	58918856	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_sd_endireh2016_sitioinegi_csv	endireh2016/bd_sd_endireh2016_sitioinegi_csv.zip	data_raw	17568947	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_sd_endireh2016_sitioinegi_dbf	endireh2016/bd_sd_endireh2016_sitioinegi_dbf.zip	data_raw	15766111	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_sd_endireh2016_sitioinegi_rdata	endireh2016/bd_sd_endireh2016_sitioinegi_RData.zip	data_raw	16291192	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_sd_endireh2016_sitioinegi_spss	endireh2016/bd_sd_endireh2016_sitioinegi_spss.zip	data_raw	19961366	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_sd_endireh2016_sitioinegi_stata	endireh2016/bd_sd_endireh2016_sitioinegi_stata.zip	data_raw	10966606	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_viviendas_endireh2016_sitioinegi_csv	endireh2016/bd_viviendas_endireh2016_sitioinegi_csv.zip	data_raw	7116133	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_viviendas_endireh2016_sitioinegi_dbf	endireh2016/bd_viviendas_endireh2016_sitioinegi_dbf.zip	data_raw	7161378	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_viviendas_endireh2016_sitioinegi_rdata	endireh2016/bd_viviendas_endireh2016_sitioinegi_RData.zip	data_raw	6146133	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_viviendas_endireh2016_sitioinegi_spss	endireh2016/bd_viviendas_endireh2016_sitioinegi_spss.zip	data_raw	5053953	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2016_bd_viviendas_endireh2016_sitioinegi_stata	endireh2016/bd_viviendas_endireh2016_sitioinegi_stata.zip	data_raw	3046355	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2021_bd_endireh_2021_dbf	endireh2021/bd_endireh_2021_dbf.zip	data_raw	100982152	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2021_bd_endireh_2021_dta	endireh2021/bd_endireh_2021_dta.zip	data_raw	44836129	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2021_bd_endireh_2021_rdata	endireh2021/bd_endireh_2021_RData.zip	data_raw	36646028	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2021_bd_endireh_2021_sav	endireh2021/bd_endireh_2021_sav.zip	data_raw	67324204	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endireh_2021_endireh2021_calc_r	endireh2021/endireh2021_calc_r.pdf	data_raw	1255297	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endutih2024_bd_dbf_zip	endutih2024/endutih2024_bd_dbf.zip	data_raw	8823853	Encargo E (mesa #18): microdatos para eje acceso_digital			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endutih2024_fd_xlsx	endutih2024/fd_endutih2024.xlsx	data_raw	155075	Encargo D-2 (mesa #20): diccionario de archivos (FD) de ENDUTIH 2024, requerido por R1.3 (canal de confianza personal -> adopcion financiera) para nombrar variables del eje acceso_digital; sin FD no se puede nombrar una variable sobre la base ya registrada (endutih2024_bd_dbf_zip).			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
endutih_2023_endutih2023_bd_dbf	endutih2023/endutih2023_bd_dbf.zip	data_raw	9877009	sin uso asignado			SIN-DEMANDA	manifiesto.yaml+relaciones.tsv+abrir4-variables-2026-08-08.tsv+verif3-variables-2026-08-08.tsv @ dcc4f6a..5f90757 (sin cambio en estos 4 archivos en ese rango, verificado)
