ola	era	conducta	reactivo_o_precodigo	denominador	unidad	manifest_id	estado_pre_dato
2018T3	clasica	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2018_3t_csv_microdatos	PRE-REGISTRADA
2018T3	clasica	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2018_3t_csv_microdatos	PRE-REGISTRADA
2018T3	clasica	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2018_3t_csv_microdatos	PRE-REGISTRADA
2018T3	clasica	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2018_3t_csv_microdatos	PRE-REGISTRADA
2018T3	clasica	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2018_3t_csv_microdatos	PRE-REGISTRADA
2018T3	clasica	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2018_3t_csv_microdatos	PRE-REGISTRADA
2018T3	clasica	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2018_3t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2018T4	clasica	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2018_4t_csv_microdatos	PRE-REGISTRADA
2019T1	clasica	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T1	clasica	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2019_1t_microdatos	PRE-REGISTRADA
2019T2	clasica	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T2	clasica	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2019_2t_microdatos	PRE-REGISTRADA
2019T3	clasica	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T3	clasica	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2019_3t_microdatos	PRE-REGISTRADA
2019T4	clasica	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2019_4t_microdatos	PRE-REGISTRADA
2019T4	clasica	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2019_4t_microdatos	PRE-REGISTRADA
2020T1	clasica	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T1	clasica	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_2020_1t_microdatos	PRE-REGISTRADA
2020T3	enoen	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T3	enoen	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_n_2020_3t_microdatos	PRE-REGISTRADA
2020T4	enoen	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2020T4	enoen	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_n_2020_4t_microdatos	PRE-REGISTRADA
2021T1	enoen	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T1	enoen	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_n_2021_1t_microdatos	PRE-REGISTRADA
2021T2	enoen	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T2	enoen	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_n_2021_2t_microdatos	PRE-REGISTRADA
2021T3	enoen	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T3	enoen	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_n_2021_3t_microdatos	PRE-REGISTRADA
2021T4	enoen	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2021T4	enoen	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_n_2021_4t_microdatos	PRE-REGISTRADA
2022T1	enoen	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T1	enoen	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_n_2022_1t_microdatos	PRE-REGISTRADA
2022T2	enoen	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	pluriempleo	t_tra / t_tra=2	ocupados_ttra	proporcion	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	sin_contrato_escrito	tip_con / tip_con=5	subordinados_contrato	proporcion	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	jornada_mas_50_horas	hrsocup / hrsocup>50	ocupados_horas	proporcion	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	desocupacion	clase2 / clase2=2	pea	proporcion	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	desaliento_desistio	pnea_est / pnea_est=1	pnea	proporcion	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	desaliento_sin_posibilidades	pnea_est / pnea_est=2	pnea	proporcion	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	no_participacion_obligaciones	pnea_est / pnea_est=4	pnea	proporcion	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	horas_ocupado	hrsocup / hrsocup	ocupados_horas	horas_por_semana	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T2	enoen	ingreso_ocupado_nominal	ingocup / ingocup	ocupados_ingreso	pesos_por_mes	enoe_n_2022_2t_microdatos	PRE-REGISTRADA
2022T3	enoen	empleo_informal	emp_ppal / emp_ppal=1	ocupados_emp	proporcion	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T3	enoen	sector_informal	tue_ppal / tue_ppal=1	ocupados	proporcion	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T3	enoen	subocupacion	sub_o / sub_o=1	ocupados	proporcion	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
2022T3	enoen	busca_otro_trabajo	busqueda / busqueda=1	ocupados_busqueda	proporcion	enoe_n_2022_3t_microdatos	PRE-REGISTRADA
