conducta	conducta_texto	ola	comparado_con	veredicto	alcance_del_veredicto	reactivo	texto_literal	opciones_y_codigos	filtro_y_flujo	unidad	poblacion_base	fuente	secciones_fd_recorridas	componentes_no_estimables	texto_buscado	limite_fd	nota
K5	Solicitó crédito formal y se lo negaron	2015	2021	NO-VERIFICABLE-AQUÍ	K5 completa según FD.	P6_20 (6.20); razones P6_21_1..P6_21_9 (6.21) — según FD	6.20 ¿Alguna vez le han rechazado alguna solicitud de crédito? · 6.21 ¿Por qué le negaron el crédito?	6.20: 1 Sí · 2 No · 3 Nunca la ha solicitado (sin blanco: universal). 6.21: Problemas con el buró de crédito · Piden documentos que no tiene · No pudo comprobar ingresos o eran insuficientes · Falta de garantía, fiador o aval · No tiene historial crediticio · Otro · No sabe; 1 Sí / 2 No / b	El FD establece que 6.20 no admite blanco: universal. El resto del flujo no es verificable.	P	Persona elegida de 18 a 70 años (FD 2015 TModulo1 fila 634: EDAD [18-70] «18-70 años»); residente habitual en vivienda particular	enif_2015_fd.xlsx sha256/16=8233cf53f5904966 TModulo2 filas 307-332; enif_2015_modelo_datos.pdf sha256/16=ad534b036e736532 (1 página, imagen; sin texto extraíble)	FD 2015: TModulo1 filas 559-624 (6.1-6.5, 23 campos) + TModulo2 filas 9-332 (6.6-6.21, 101 campos) + TModulo1 5.26.1/5.26.2 + Índice; modelo de datos 2015 = imagen sin texto			Sin cuestionario en el corpus: el FD trae texto de pregunta, opciones y códigos, pero NO los pases ni los filtros (sólo «b blanco por pase»); a quién se le pregunta y en qué orden no es verificable aquí. Lo que el FD sí establece: pregunta universal con los mismos tres códigos; «alguna solicitud» vs «una solicitud». Veredicto esperable al llegar el cuestionario: CAMBIO-MENOR (base 18-70).	El orden de las razones difiere (buró, documentos, ingresos, aval, historial): P6_21_k no mapea por sufijo a P6_18_k de 2021.
K5	Solicitó crédito formal y se lo negaron	2012	2021	NO-VERIFICABLE-AQUÍ	K5 completa según FD.	P6_17 (6.17); P6_18 (6.18 le dieron todo o menos); razones P6_19_1..P6_19_9 (6.19) — según FD	6.17 ¿Alguna vez le han rechazado alguna solicitud de crédito? · 6.18 ¿Le dieron todo o menos de lo que solicitó? · 6.19 ¿Por qué le negaron el crédito?	6.17: 1 Si · 2 No · 3 Nunca la ha solicitado (sin blanco). 6.18: 1 Le dieron todo · 2 Le dieron menos · b. 6.19: Falta de garantía, fiador o aval · Problemas con el buró de crédito · No tiene historial crediticio · Piden documentos que no tiene · No pudo comprobar ingresos o eran insuficientes · Otro · No sabe; 1 Si / 0 / b	El FD establece que 6.17 no admite blanco: universal. 6.18 (racionamiento parcial) sólo existe en 2012.	P	Persona elegida de 18 a 70 años (FD 2012 NOTAS ACLARATORIAS fila 15: «tramo de edad de interés de la encuesta, esto es, entre 18 y 70 años»); residente habitual en vivienda particular	fd_enif2012.xlsx sha256/16=f03d8e7c82f511e7 TMODULO1 filas 803-832; modelo_enif2012.pdf sha256/16=77a9b05ed53f243d	FD 2012: TMODULO1 filas 445-842 (SECCIÓN 6. CRÉDITO INFORMAL Y FORMAL, 6.1-6.20, 109 campos) + TMODULO1 filas 125-149 (SECCIÓN 4) + TMODULO2 filas 254-443 (SECCIÓN 10) + NOTAS ACLARATORIAS; modelo de datos 2012 (TMODULO1 P6_1_1..P6_20_9)			Sin cuestionario en el corpus: el FD trae texto de pregunta, opciones y códigos, pero NO los pases ni los filtros (sólo «b blanco por pase»); a quién se le pregunta y en qué orden no es verificable aquí. Lo que el FD sí establece: pregunta universal, mismos tres códigos. Veredicto esperable al llegar el cuestionario: CAMBIO-MENOR (base 18-70). El orden de razones es otro más (aval, buró, historial, documentos, ingresos).	6.18 «le dieron menos de lo que solicitó» es racionamiento parcial, un desenlace que ninguna ola posterior pregunta; EXISTE-NO-SATISFACE para K5 y vale como hallazgo para el dominio.
K6	Atraso en pagos	2021	2021 (ancla)	MISMO-INSTRUMENTO	Fila ancla. Atraso preguntado producto por producto (formal); el nivel «P con deuda» de mesa se construye como «algún P6_4_k = 1 entre quienes tienen algún 6.2 = 1». Sin atraso de préstamos informales.	P6_4_1..P6_4_9 (6.4) y P6_4A_k (6.4a); complemento P6_6 (6.6 sobreendeudamiento)	6.4 De julio de 2020 a la fecha, ¿se atrasó en el pago de su (RESPUESTA EN 6.2)? · 6.4a ¿Una vez? ¿Más de una vez? · 6.6 Tomando en cuenta todas las deudas que usted tiene, ¿considera...	6.4: 1 Sí (→ 6.4a: 1 Una vez / 2 Más de una vez) · 2 No · 8 No responde · 9 No sabe, por producto k=1..9. 6.6: 1 sí puede pagarlas en el plazo requerido · 2 no puede · 3 puede pagar solo algunas · 4 No tiene deudas · 9 No sabe	6.4 sólo para cada producto con 6.2.k = 1 («CON CÓDIGO 1, PREGUNTE 6.3 a 6.4a»); 6.6 a todo tenedor de algún producto formal (llega tras 6.5). Ventana: «de julio de 2020 a la fecha».	PR (por producto); agregable a P con deuda formal	Persona elegida de 18 años y más (cuestionario 2021 pdf-pág 5: «DE 18 AÑOS Y MÁS»; FD 2021 TModulo fila 1502: EDAD 18-96); residente habitual en vivienda particular; K6 sólo para tenedores de al menos un producto formal	enif_2021_cuestionario.pdf sha256/16=2fe495a58f2eae73 pdf-pág 16; enif_2021_fd_pdf.zip/enif_2021_estructura_del_archivo.xlsx sha256/16(zip)=6f4e3aab705ddb69 TModulo filas 628-736, 746	Cuestionario 2021 pdf-págs 15-19 (SECCIÓN 6, 6.1-6.18) + pág 5 (universo) + pág 11 (5.4); FD 2021: TModulo filas 611-899 (P6_1_1..P6_18_9, 96 campos); modelo ER 2021 (TMODULO)				La unidad natural del reactivo es el producto; una tasa «personas con atraso» es una agregación del sucesor, no lo que el instrumento pregunta. «P con deuda» de mesa ≠ «P con producto formal»: una tarjeta sin saldo cuenta como producto y no como deuda; el instrumento no distingue.
K6	Atraso en pagos	2024	2021	CAMBIO-MENOR	K6 completa (por producto y agregada).	P6_3_1..P6_3_9 (6.3) y P6_4_k (6.4); complemento P6_7 (6.7)	6.3 De junio de 2023 a la fecha, ¿se atrasó en el pago de su (RESPUESTA EN 6.2)? · 6.4 ¿Una vez? ¿Más de una vez? · 6.7 Tomando en cuenta todas las deudas que usted tiene, ¿considera...	6.3: 1 Sí (→ 6.4) · 2 No · 8 No responde · 9 No sabe, por producto k=1..9; 6.7 como 6.6 de 2021	6.3 sólo por producto con 6.2.k = 1 («CON CÓDIGO 1, PREGUNTE 6.3 A 6.4»); ya no hay «cuántos tiene». Ventana «de junio de 2023 a la fecha».	PR (por producto); agregable a P con deuda formal	Persona elegida de 18 años y más (cuestionario 2024 pdf-pág 4: «PARA PERSONAS DE 18 AÑOS Y MÁS»; FD 2024 TSDEM fila 39); residente habitual en vivienda particular; sólo tenedores de algún producto formal	enif_2024_cuestionario.pdf sha256/16=32e37cc13da38691 pdf-pág 17-18; enif_2024_fd.xlsx sha256/16=17e2ad86ce9e4fd5 TMODULO filas 692-772, 804	Cuestionario 2024 pdf-págs 16-20 (SECCIÓN 6, 6.1-6.17) + pág 4 (universo) + pág 12 (5.4); FD 2024: TMODULO filas 665-903 (P6_1_1..P6_17_9, 84 campos); modelo lógico 2024 (TMODULO)				Por qué no entra en el estimando: la ventana cambia de fecha pero no de longitud (≈12 meses antes del levantamiento en ambas). Lo que sí debe declararse al sucesor: el nemónico de atraso pasa de P6_4_k (2021) a P6_3_k (2024), y P6_3_k en 2021 era «número de productos» — leer atraso 2021 desde P6_3_k da un conteo, no un atraso (clase NC-0304). La familia bancaria hereda el CAMBIO-DE-INSTRUMENTO de K2-2024 si se desagrega por producto.
K6	Atraso en pagos	2018	2021	CAMBIO-MENOR	K6 por producto para k=1..7 (sin Internet/aplicación, sin atraso para «Otro»); agregada a P con deuda formal con recorte 18-70.	P6_10_1..P6_10_7 (6.10) y P6_10A_k (6.10a); complemento P6_15 (6.15 pago de tarjeta)	6.10 De abril de 2017 a la fecha, ¿se atrasó en el pago de su (RESPUESTA EN 6.8)? · 6.10a ¿Una vez? ¿Más de una vez? · 6.15 Respecto a los pagos que generalmente hace a su tarjeta de crédito, ¿usted paga cada mes...	6.10: 1 Sí (→ 6.10a) · 2 No · 8 No responde · 9 No sabe, por producto k=1..7 (el FD no trae P6_10_8 para «Otro»). 6.15: 1 menos del mínimo · 2 el pago mínimo · 3 más del pago mínimo · 4 lo requerido para no generar intereses o el total · 9 No sabe	6.10 sólo por producto con 6.8.k = 1, y 6.8 sólo tras el filtro 6.3/6.4. No existe la pregunta de sobreendeudamiento (6.6 de 2021); en su lugar 6.15 (comportamiento de pago de tarjeta, FILTRO 2).	PR (por producto); agregable a P con deuda formal	Persona elegida de 18 a 70 años (cuestionario 2018 pdf-pág 3: «DE 18 A 70 AÑOS»; FD 2018 TModulo fila 605: EDAD 18..70); residente habitual en vivienda particular; sólo tenedores de algún producto formal	enif_2018_cuestionario.pdf sha256/16=cda9a0283a39514e pdf-pág 13-14; enif_2018_fd.xlsx sha256/16=dd8d5c92a7a03150 TModulo filas 466-524, 566	Cuestionario 2018 pdf-págs 12-15 (SECCIÓN 6, 6.1-6.19) + pág 3 (universo) + pág 8 (5.4-5.6); FD 2018: TModulo filas 410-599 (P6_1_1..P6_19_9, 89 campos) + TModulo2 SECCIÓN 10 (filas 302-393)				Por qué no entra en el estimando: mismo texto de atraso, mismos códigos, misma dependencia del producto; la ventana es ≈13 meses (abril 2017 → mayo-junio 2018) frente a ≈12, y la ausencia del ítem Internet/aplicación y del atraso de «Otro» sólo afecta si el sucesor agrega sobre productos que 2018 no lista (se declara). Firma D2: 2018 entra a K6 para las siete familias listadas.
K6	Atraso en pagos	2015	2021	NO-VERIFICABLE-AQUÍ	K6 por producto según FD (k=1..8, incluye «Otro»).	P6_13_1..P6_13_8 (6.13) — según FD	6.13 En el último año (de julio del año pasado a la fecha), ¿se atrasó en el pago de su [producto]?	Una sola variable por producto: 1 ¿Una vez? · 2 ¿Más de una vez? · 3 No · 8 No responde · 9 No sabe · b blanco (2018+ separan Sí/No de una/más de una vez en dos variables)	NO VERIFICABLE: blanco admitido (depende de 6.9); pases no escritos.	PR (por producto)	Persona elegida de 18 a 70 años (FD 2015 TModulo1 fila 634: EDAD [18-70] «18-70 años»); residente habitual en vivienda particular; sólo tenedores del producto	enif_2015_fd.xlsx sha256/16=8233cf53f5904966 TModulo2 filas 88-93, 106-111, 125-130, 144-149, 163-168, 182-187, 201-206, 223-228; enif_2015_modelo_datos.pdf sha256/16=ad534b036e736532 (1 página, imagen; sin texto extraíble)	FD 2015: TModulo1 filas 559-624 (6.1-6.5, 23 campos) + TModulo2 filas 9-332 (6.6-6.21, 101 campos) + TModulo1 5.26.1/5.26.2 + Índice; modelo de datos 2015 = imagen sin texto			Sin cuestionario en el corpus: el FD trae texto de pregunta, opciones y códigos, pero NO los pases ni los filtros (sólo «b blanco por pase»); a quién se le pregunta y en qué orden no es verificable aquí. Lo que el FD sí establece: mismo estímulo («se atrasó en el pago de su...», último año), codificación en una variable de cinco códigos; atraso = código 1 o 2. Veredicto esperable: CAMBIO-MENOR si el flujo coincide con 2018.	Sin pregunta de sobreendeudamiento; hay 6.15 (pago de tarjeta) con 5 códigos (2018 tiene 4).
K6	Atraso en pagos	2012	2021	NO-VERIFICABLE-AQUÍ	K6 por producto según FD (k=1..8).	P6_11_1..P6_11_8 (6.11) — según FD; complemento P6_12 (6.12 autopercepción de capacidad de pago)	6.11 De abrilde 2011 a la fecha, ¿se atrasó en el pago de su… (respuesta en 6.6) · 6.12 De las siguientes situaciones, ¿con cuál se identifica más usted en relación a su(s) crédito(s)?	6.11: 1 ¿Una vez? · 2 ¿Más de una vez? · 3 No · 8 No responde · 9 No sabe · b. 6.12: 1 «Puedo pedir y pagar un crédito mayor si lo quisiera» · 2 «He pedido justo lo que puedo pagar y prefiero no pedir más» · 3 «He pedido más de lo que puedo pagar» · 4 «Quisiera pedir más, pero ya no me prestarían» · b	NO VERIFICABLE: blanco admitido; pases no escritos.	PR (por producto)	Persona elegida de 18 a 70 años (FD 2012 NOTAS ACLARATORIAS fila 15: «tramo de edad de interés de la encuesta, esto es, entre 18 y 70 años»); residente habitual en vivienda particular; sólo tenedores del producto	fd_enif2012.xlsx sha256/16=f03d8e7c82f511e7 TMODULO1 filas 562-568, 589-595, 612-618, 635-641, 658-664, 681-687, 704-710, 731-737, 738-743; modelo_enif2012.pdf sha256/16=77a9b05ed53f243d	FD 2012: TMODULO1 filas 445-842 (SECCIÓN 6. CRÉDITO INFORMAL Y FORMAL, 6.1-6.20, 109 campos) + TMODULO1 filas 125-149 (SECCIÓN 4) + TMODULO2 filas 254-443 (SECCIÓN 10) + NOTAS ACLARATORIAS; modelo de datos 2012 (TMODULO1 P6_1_1..P6_20_9)			Sin cuestionario en el corpus: el FD trae texto de pregunta, opciones y códigos, pero NO los pases ni los filtros (sólo «b blanco por pase»); a quién se le pregunta y en qué orden no es verificable aquí. Lo que el FD sí establece: mismo estímulo y la codificación de 2015 (una variable, cinco códigos); ventana «de abril de 2011 a la fecha». Veredicto esperable: CAMBIO-MENOR si el flujo coincide con 2018.	6.12 (2012) es la única medida de sobreendeudamiento autopercibido anterior a 2021 y su catálogo es otro: EXISTE-NO-SATISFACE para el complemento 6.6/6.7 de 2021/2024.
K7	Canal de contratación del último crédito	2021	2021 (ancla)	MISMO-INSTRUMENTO	Fila ancla. K7 = P6_7 sobre el (último) crédito o tarjeta de crédito; una observación por persona con producto formal.	P6_7 (6.7)	6.7 ¿Usted contrató su (último) crédito o tarjeta de crédito...	1 en una sucursal de la institución financiera · 2 mediante una aplicación de celular · 3 en la página de internet de la institución financiera · 4 en un establecimiento comercial (Elektra, Coppel, Suburbia, entre otros) · 5 con personal promotor (fuera de la institución financiera o por llamada telefónica) · 6 Otro (ESPECIFIQUE) · 9 No sabe; CIRCULE UN SOLO CÓDIGO	Sólo tenedores de algún producto formal (todas 6.2 = 2 → PASE A 6.14 salta 6.5-6.13). Se pregunta una vez, por el último crédito, sin identificar de qué tipo de producto es ese último crédito.	PR (último crédito; una observación por persona)	Persona elegida de 18 años y más (cuestionario 2021 pdf-pág 5: «DE 18 AÑOS Y MÁS»; FD 2021 TModulo fila 1502: EDAD 18-96); residente habitual en vivienda particular; sólo tenedores de algún producto formal	enif_2021_cuestionario.pdf sha256/16=2fe495a58f2eae73 pdf-pág 17; enif_2021_fd_pdf.zip/enif_2021_estructura_del_archivo.xlsx sha256/16(zip)=6f4e3aab705ddb69 TModulo filas 752-758	Cuestionario 2021 pdf-págs 15-19 (SECCIÓN 6, 6.1-6.18) + pág 5 (universo) + pág 11 (5.4); FD 2021: TModulo filas 611-899 (P6_1_1..P6_18_9, 96 campos); modelo ER 2021 (TMODULO)				RESERVA de mesa (20/sep): el par «crédito por app» 2021×2024 (P6_2_8 × P6_7 vs P6_2_8 × P6_6) está visto y consumido en CALC-ENIF-FINTECH-0001 (n=200); esta fila lo registra y no lo relanza. El instrumento no dice cuál producto es «el último», así que K7 no se cruza con K2 por texto.
K7	Canal de contratación del último crédito	2024	2021	CAMBIO-MENOR	K7 completa.	P6_6 (6.6)	6.6 ¿Usted contrató su (último) crédito o tarjeta de crédito...	1 en una sucursal de la institución financiera · 2 mediante una aplicación de celular · 3 en la página de internet de la institución financiera · 4 en un establecimiento comercial (Elektra, Coppel, Liverpool, entre otros) · 5 con personal promotor (fuera de la institución financiera o por llamada telefónica) · 6 Otro (ESPECIFIQUE) · 9 No sabe; LEA HASTA OBTENER UNA RESPUESTA AFIRMATIVA Y CIRCULE UN SOLO CÓDIGO	Sólo tenedores de algún producto formal (todas 6.2 = 2 → PASE A 6.13). Una vez, último crédito.	PR (último crédito; una observación por persona)	Persona elegida de 18 años y más (cuestionario 2024 pdf-pág 4: «PARA PERSONAS DE 18 AÑOS Y MÁS»; FD 2024 TSDEM fila 39); residente habitual en vivienda particular; sólo tenedores de algún producto formal	enif_2024_cuestionario.pdf sha256/16=32e37cc13da38691 pdf-pág 17; enif_2024_fd.xlsx sha256/16=17e2ad86ce9e4fd5 TMODULO filas 796-803	Cuestionario 2024 pdf-págs 16-20 (SECCIÓN 6, 6.1-6.17) + pág 4 (universo) + pág 12 (5.4); FD 2024: TMODULO filas 665-903 (P6_1_1..P6_17_9, 84 campos); modelo lógico 2024 (TMODULO)				Por qué no entra en el estimando: los seis canales y sus códigos son los mismos; cambia un ejemplo de marca dentro de la opción 4 (Suburbia → Liverpool) y la instrucción al entrevistador («lea hasta obtener una respuesta afirmativa»), que fija el orden de lectura pero no el catálogo. Hueco de la RESERVA: el par app 2024 ya consumido, no se relanza.
K7	Canal de contratación del último crédito	2018	2021	NO-ESTIMABLE	K7 completa: 2018 no pregunta dónde ni cómo se contrató el último crédito.					PR (último crédito) — no aplicable en esta ola	Persona elegida de 18 a 70 años (cuestionario 2018 pdf-pág 3: «DE 18 A 70 AÑOS»; FD 2018 TModulo fila 605: EDAD 18..70); residente habitual en vivienda particular	enif_2018_cuestionario.pdf sha256/16=cda9a0283a39514e pdf-págs 12-15 (sección 6 completa) y 24-25 (sección 10); enif_2018_fd.xlsx sha256/16=dd8d5c92a7a03150 TModulo filas 410-599 y TModulo2 filas 302-393	Cuestionario 2018 pdf-págs 12-15 (SECCIÓN 6, 6.1-6.19) + pág 3 (universo) + pág 8 (5.4-5.6); FD 2018: TModulo filas 410-599 (P6_1_1..P6_19_9, 89 campos) + TModulo2 SECCIÓN 10 (filas 302-393)		«contrató su» (0 aciertos en el cuestionario 2018 completo), «aplicación de celular» (0), «sucursal» dentro de la sección 6 (0; sólo en 6.6 «la sucursal le queda lejos» como razón de no tenencia y en 6.17 como medio de comparación), «página de internet» (sólo 6.17 medios para comparar), «promotor» (0), «establecimiento comercial» (0). Sección 6 recorrida reactivo por reactivo (6.1-6.19): lo más cercano es 6.11 «Respecto al último crédito que contrató, ¿usted... firmó la autorización de buró / recibió copia del contrato / utilizó el CAT», que pregunta transparencia del último crédito, no canal. Sección 10 (uso de canales financieros) pregunta uso de cajero, sucursal, corresponsal, banca por internet y celular, no contratación de crédito. FD: ningún nemónico P6_* ni P10_* con «contrat».		Coincide con forense/prereg-caja/ENIF-FINTECH-SERIE-spec-v1_0.md:17-20 (2018 NO-ESTIMABLE para canal), ahora con el texto buscado citado (A.15, firma D2). Cuestionario y FD verificados: no es «no existe la variable».
K7	Canal de contratación del último crédito	2015	2021	NO-VERIFICABLE-AQUÍ	K7 completa.					PR (último crédito) — sin campo en el FD	Persona elegida de 18 a 70 años (FD 2015 TModulo1 fila 634: EDAD [18-70] «18-70 años»); residente habitual en vivienda particular	enif_2015_fd.xlsx sha256/16=8233cf53f5904966 TModulo1 filas 559-624 y TModulo2 filas 9-332 (sección 6 completa), TModulo1 filas 443, 497 (5.26.1/5.26.2); enif_2015_modelo_datos.pdf sha256/16=ad534b036e736532 (1 página, imagen; sin texto extraíble)	FD 2015: TModulo1 filas 559-624 (6.1-6.5, 23 campos) + TModulo2 filas 9-332 (6.6-6.21, 101 campos) + TModulo1 5.26.1/5.26.2 + Índice; modelo de datos 2015 = imagen sin texto		«contrat», «sucursal», «aplicación», «celular», «internet», «promotor» sobre los nemónicos P6_* del FD 2015: 0 campos de canal de contratación de crédito. Los únicos «¿En dónde contrató...?» son 5.26.1 (Banca por Internet) y 5.26.2 (Banca por celular), que son servicios de cuenta, no crédito.	Sin cuestionario. Aquí el FD sí alcanza para acotar hacia abajo: un cuestionario no puede traer una variable que el FD no lista, así que el veredicto esperable al llegar el cuestionario es NO-ESTIMABLE. No se degrada hoy por regla del encargo (§5).	Cuando llegue el cuestionario 2015, esta fila pasa a NO-ESTIMABLE con el texto buscado que ya está aquí.
K7	Canal de contratación del último crédito	2012	2021	NO-VERIFICABLE-AQUÍ	K7 completa.					PR (último crédito) — sin campo en el FD	Persona elegida de 18 a 70 años (FD 2012 NOTAS ACLARATORIAS fila 15: «tramo de edad de interés de la encuesta, esto es, entre 18 y 70 años»); residente habitual en vivienda particular	fd_enif2012.xlsx sha256/16=f03d8e7c82f511e7 TMODULO1 filas 445-842 (sección 6 completa) y TMODULO2 filas 254-443 (sección 10); modelo_enif2012.pdf sha256/16=77a9b05ed53f243d	FD 2012: TMODULO1 filas 445-842 (SECCIÓN 6. CRÉDITO INFORMAL Y FORMAL, 6.1-6.20, 109 campos) + TMODULO1 filas 125-149 (SECCIÓN 4) + TMODULO2 filas 254-443 (SECCIÓN 10) + NOTAS ACLARATORIAS; modelo de datos 2012 (TMODULO1 P6_1_1..P6_20_9)		«contrat», «sucursal», «aplicación», «celular», «internet», «promotor» sobre los nemónicos P6_* y P10_* del FD 2012: 0 campos de canal de contratación de crédito. 6.20 pregunta a quién acudiría ante un problema con un crédito (Condusef, banco), no dónde lo contrató.	Sin cuestionario. El FD acota hacia abajo (una variable ausente del FD no aparece con el cuestionario): veredicto esperable NO-ESTIMABLE. No se degrada hoy por regla del encargo (§5).	Cuando llegue el cuestionario 2012, esta fila pasa a NO-ESTIMABLE con el texto buscado que ya está aquí.
K8	Destino del último crédito: consumo · negocio · emergencia · refinanciar deuda	2021	2021 (ancla)	NO-ESTIMABLE	K8 completa: 2021 no pregunta el destino de ningún crédito, ni del último ni de los informales.					PR (último crédito) — no aplicable en esta ola	Persona elegida de 18 años y más (cuestionario 2021 pdf-pág 5: «DE 18 AÑOS Y MÁS»; FD 2021 TModulo fila 1502: EDAD 18-96); residente habitual en vivienda particular	enif_2021_cuestionario.pdf sha256/16=2fe495a58f2eae73 pdf-págs 15-19 (sección 6 completa, 6.1-6.18) y 12 (5.2); enif_2021_fd_pdf.zip/enif_2021_estructura_del_archivo.xlsx sha256/16(zip)=6f4e3aab705ddb69 TModulo filas 611-899	Cuestionario 2021 pdf-págs 15-19 (SECCIÓN 6, 6.1-6.18) + pág 5 (universo) + pág 11 (5.4); FD 2021: TModulo filas 611-899 (P6_1_1..P6_18_9, 96 campos); modelo ER 2021 (TMODULO)		«destino», «para qué ocupó», «en qué utilizó», «piensa utilizar», «utilizó su», «lo usó», «negocio», «emergencia», «pagar una deuda», «refinanci» en el cuestionario completo y en el FD TModulo: 0 reactivos de destino de crédito (formal o informal). Los aciertos de «negocio»/«emergencia»/«deuda» están en 5.2 (destino del AHORRO, P5_2_k), 6.10/6.9 «solo la usa para emergencias» (razón de no uso de tarjeta) y 6.6/6.7 (sobreendeudamiento), ninguno es destino de un crédito. Sección 6 recorrida reactivo por reactivo. (2021: «piensa utilizar» 0 aciertos; «para qué ocupó» 0; «en qué utilizó» 0).		La ola ancla del sucesor no tiene K8. La serie 2012-2015-2018 sí lo pregunta (con otra unidad: ver K8-2018) y 2021-2024 lo abandonan: K8 es la conducta que este dominio no puede medir en la ola que sirve de piso.
K8	Destino del último crédito: consumo · negocio · emergencia · refinanciar deuda	2024	2021	NO-ESTIMABLE	K8 completa.					PR (último crédito) — no aplicable en esta ola	Persona elegida de 18 años y más (cuestionario 2024 pdf-pág 4: «PARA PERSONAS DE 18 AÑOS Y MÁS»; FD 2024 TSDEM fila 39); residente habitual en vivienda particular	enif_2024_cuestionario.pdf sha256/16=32e37cc13da38691 pdf-págs 16-20 (sección 6 completa, 6.1-6.17) y 13 (5.2); enif_2024_fd.xlsx sha256/16=17e2ad86ce9e4fd5 TMODULO filas 665-903	Cuestionario 2024 pdf-págs 16-20 (SECCIÓN 6, 6.1-6.17) + pág 4 (universo) + pág 12 (5.4); FD 2024: TMODULO filas 665-903 (P6_1_1..P6_17_9, 84 campos); modelo lógico 2024 (TMODULO)		«destino», «para qué ocupó», «en qué utilizó», «piensa utilizar», «utilizó su», «lo usó», «negocio», «emergencia», «pagar una deuda», «refinanci» en el cuestionario completo y en el FD TModulo: 0 reactivos de destino de crédito (formal o informal). Los aciertos de «negocio»/«emergencia»/«deuda» están en 5.2 (destino del AHORRO, P5_2_k), 6.10/6.9 «solo la usa para emergencias» (razón de no uso de tarjeta) y 6.6/6.7 (sobreendeudamiento), ninguno es destino de un crédito. Sección 6 recorrida reactivo por reactivo. (2024: «piensa utilizar» 1 acierto = 9.8 «¿Usted para qué piensa utilizar lo acumulado en su subcuenta de vivienda?», que es afore, no crédito; «para qué ocupó» 0; «en qué utilizó» 0).		Sin cambio respecto de 2021: ninguna de las dos olas recientes pregunta destino.
K8	Destino del último crédito: consumo · negocio · emergencia · refinanciar deuda	2018	2021	CAMBIO-DE-INSTRUMENTO	2018 pregunta destino, pero (i) de «su(s) crédito(s)» y no del último; (ii) sólo a tenedores de nómina, personal o grupal (FILTRO 1), nunca de tarjetas, automotriz ni vivienda; (iii) multirrespuesta. Unidad P (con crédito de nómina/personal/grupal), no PR: por P3, la unidad distinta cierra la conducta en CAMBIO-DE-INSTRUMENTO frente a la definición de mesa. Aparte, 6.2 pregunta destino del préstamo INFORMAL.	P6_12_1..P6_12_9 (6.12, formal); P6_2_1..P6_2_9 (6.2, informal)	6.12 ¿En qué utilizó o piensa utilizar su(s) crédito(s)? · 6.2 ¿Para qué ocupó o piensa utilizar el préstamo que le otorgaron?	6.12 (CIRCULE LOS CÓDIGOS CORRESPONDIENTES): 1 Comprar, reparar, remodelar o ampliar una casa; comprar terrenos, vehículos, joyas, animales, etcétera · 2 Gastos de comida, personales o pago de servicios · 3 Comenzar, ampliar u operar un negocio (materia prima, maquinaria y equipo) · 4 Atender emergencias o imprevistos · 5 Pagar una deuda · 6 Gastos de salud · 7 Gastos de educación · 8 Pagar vacaciones o fiestas (XV años, bodas, etcétera) · 9 Otro; FD 0/1 por opción. 6.2: mismas nueve categorías en otro orden (1 comida/servicios · 2 emergencias · 3 casa/terrenos/vehículos · 4 salud · 5 educación · 6 vacaciones/fiestas · 7 negocio · 8 pagar una deuda · 9 otro). Mapa a la lista de mesa: consumo = 2 (+8); negocio = 3; emergencia = 4 (+6 salud); refinanciar deuda = 5; fuera de la lista: 1 vivienda/durables, 7 educación.	6.12: «FILTRO 1: ¿TIENE CRÉDITO DE NÓMINA, PERSONAL O GRUPAL (6.8.3=1, 6.8.4=1 o 6.8.7=1)? Sí → CONTINÚE; No → PASE A FILTRO 2». 6.2: «CON ALGÚN CÓDIGO 1 [en 6.1], PREGUNTE 6.2».	P (con crédito de nómina, personal o grupal), multirrespuesta sobre todos sus créditos; informal: P con algún préstamo informal	Persona elegida de 18 a 70 años (cuestionario 2018 pdf-pág 3: «DE 18 A 70 AÑOS»; FD 2018 TModulo fila 605: EDAD 18..70); residente habitual en vivienda particular; 6.12 sólo tenedores de nómina/personal/grupal	enif_2018_cuestionario.pdf sha256/16=cda9a0283a39514e pdf-pág 14 (6.12) y 12 (6.2); enif_2018_fd.xlsx sha256/16=dd8d5c92a7a03150 TModulo filas 538-554, 424-440	Cuestionario 2018 pdf-págs 12-15 (SECCIÓN 6, 6.1-6.19) + pág 3 (universo) + pág 8 (5.4-5.6); FD 2018: TModulo filas 410-599 (P6_1_1..P6_19_9, 89 campos) + TModulo2 SECCIÓN 10 (filas 302-393)				Qué cambió y por qué entra en el estimando: la definición de mesa es «destino del ÚLTIMO crédito» (PR); 2018 mide destinos acumulados de una subfamilia de productos, por persona. Una tasa de personas-con-destino-negocio no es una tasa de créditos-destinados-a-negocio sin función de enlace (A-bis 3). Firma D2: 2018 no entra a K8 como serie; sí sirve como medición rotulada aparte, con su propia unidad. Nota para el sucesor: la codificación 0/1 y el orden de 6.12 difieren de 6.2 en la misma ola.
