puerta	clase_origen	institucion	url	tipo	cobertura_temporal	unidad_observacion	granularidad_geo	hay_microdato	condicion_acceso	necesidad_que_sirve	llave_ADR57c_si_alguna	clasificacion_a4	universo_declarado	fecha_sondeo
ENCUP	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N25		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ENIF	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N19,N20,N24,N26,N7		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ENIGH	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N18		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ENNVIH	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N5		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ENOE	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N18		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ENVIPE	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N20,N8,N9		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ESTUDIOS_DE_RECHAZOS_Y_CORPUS_PRAGMATICO_DE_FELIX_BRASDEFER	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N15,N31		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
EXPERIMENTO_DE_INFORMACION_ELECTORAL_2009	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N25		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
FABLE	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N5		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
FINANZAS	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N14,N19,N29,N5,N6		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
FINTECH_LENDING_TO_BORROWERS_WITH_NO_CREDIT_HISTORY	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N19		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
GDELT	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N17,N27		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
GLOBAL_PREFERENCES_SURVEY	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N15		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
HOMESCAN_CONSUMER_PANEL_SERVICES	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N21		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
IMPACT_EVALUATION_OF_MOBILE_PEDAGOGICAL_TUTORS_2016	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N15		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
IMPACT_EVALUATION_OF_PARENTAL_EMPOWERMENT_PROGRAM	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N28		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
IMSS	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N18		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
INTERACTING_AS_EQUALS_REDUCES_PARTISAN_POLARIZATION_IN_MEXICO	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N17,N3		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
ISSP	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N12,N13,N14,N2,N28,N3,N30		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
LAPOP	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N30		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
LARGE_SCALE_FINANCIAL_EDUCATION_PROGRAM_IMPACT_EVALUATION_2011_2	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N5		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
LATINOBARÓMETRO	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N15,N30		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
MASS_MOBILIZATION_DATA_PROJECT_EVENTOS_MEXICO	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N17,N27		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
MASS_MOBILIZATION_PROTEST_DATA	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N17,N27		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
MASS_MOBILIZATION_PROTEST_DATA_MEXICO	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N17,N27		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N22,N23,N32		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N3		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
MICROCREDIT_IMPACTS_RANDOMIZED_MICROCREDIT_PROGRAM_PLACEMENT_EXP	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N3		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
OECD	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N30		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
PANEL_DE_COMPRA_DE_HOGARES	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N21		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
PRICE_AND_INFORMATION_TYPE_IN_LIFE_MICROINSURANCE_DEMAND	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N21		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
PUB	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N26,N28		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
REGISTRO_DE_TANDAS_Y_REPUTACION	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N29		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
REGISTRO_OPERATIVO_DE_TANDAS_DIGITALES	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N29		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
RELLABORALES	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N27		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
RELLABORALESPRUEBA	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N27		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
REPORTE_SOBRE_USO_Y_CONFIANZA_DE_SERVICIOS_FINANCIEROS_DIGITALES	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N24		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
SE	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N21,N22,N32		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
SERIES_SPEI_CODI_BANXICO	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N17,N24		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
SICS	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N28		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
SIN_CANDIDATO_IDENTIFICADO	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N33		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
UCDP	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N17,N27		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
VOTAR_ENTRE_BALAS	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N27,N8		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	gap_mapeo_map_b	NO-ENCONTRADO		(sin puerta -- gap de mapeo, ver crosswalk-fuente-puerta-2026-08-13.tsv)						N22,N23,N32		NO-ENCONTRADO	buscada en el puntero 2026-08-12 y en la cola-adquisicion-2026-08-12 por nombre exacto y por URL, 2026-08-13 (MAP-B)	2026-08-13
RNM_ENSAFI_2023_ficha992	catalogo_metadatos_inegi	INEGI (en colaboracion con CONDUSEF)	https://www.inegi.org.mx/rnm/index.php/catalog/992	ficha_metadatos_ddi	2023 (levantamiento declarado 25/sep-17/nov/2023 en prosa; tabla "Periodo de ejecucion" da 14/ago/2023-12/abr/2024 para su propia fila "Levantamiento" -- discrepancia interna, ver nota)	viviendas, hogares, persona elegida 18+; tablas TVIVIENDA/THOGAR/TSDEM/TMODULO	nacional y por entidad federativa	si, declarado en la ficha; fuente ya en corpus propio (ensafi2023_bd_csv_zip, manifiesto.yaml) pero sin FD descargable propio -- ver nota	publico, confidencialidad LSNIEG arts. 37/45/47/100; requiere citar fuente			EXISTE-NO-SATISFACE	CORRECCION post-revision (era EXISTE-SATISFACE): la ficha satisface 8 de 10 piezas del universo minimo, pero 2 quedan sin cerrar y una clasificacion de una sola palabra las escondia. FALTA: (1) FD/descriptor propio -- nivel 1 solo parcial, atenuado por el data-dictionary navegable de la ficha pero sin archivo descargable; (2) PDF "Conociendo la base de datos" -- NO-ENCONTRADO, universo recorrido: los 3 tabs de la ficha + export JSON (portal del programa NO revisado para esta pieza especifica, pendiente, no un NO-ENCONTRADO adicional). Resto (muestreo, recoleccion, factores de expansion, cuestionario, politica de acceso, indicadores de calidad, 3 documentos de biblioteca) EXISTE-SATISFACE. Ficha de metadatos DDI de ENSAFI 2023; cuestionario (10 secciones) e indicadores de calidad (1, IC90%) verificados byte a byte; 3 documentos de biblioteca correctos via Materiales de Referencia (Informe operativo/Documento conceptual/Diseno muestral); DEFECTO declarado: 2 citas en prosa de la propia ficha (upc 889463903888/889463903871) resultaron ser documentos de ENIF 2021, no de ENSAFI, no corregido en el catalogo; ver forense/notas/2026-08-12-acto-m-adq-ensafi-enfih.md	2026-08-12
RNM_ENFIH_2019_ficha709	catalogo_metadatos_inegi	Banco de Mexico + INEGI (levantamiento INEGI)	https://www.inegi.org.mx/rnm/index.php/catalog/709	ficha_metadatos_ddi	2019 (levantamiento declarado 7/oct-29/nov/2019 en prosa y en tabla "Periodo de referencia"; tabla "Periodo de ejecucion" da 7/oct-19/nov/2019 para su propia fila "Levantamiento" -- discrepancia interna, ver nota)	viviendas, hogares; tablas TViviendas/THogares/TSDem/TModulo+11 tablas de activos-pasivos especificos	nacional	si, ya en corpus propio con descriptor completo (enfih2019_bd_csv_zip + enfih2019_fd_xlsx, 16 hojas, manifiesto.yaml)	publico, confidencialidad LSNIEG arts. 37/45/47/100; requiere citar fuente			EXISTE-NO-SATISFACE	CORRECCION post-revision (era EXISTE-SATISFACE): 8 de 9 piezas del universo minimo EXISTE-SATISFACE, pero 1 queda NO-ENCONTRADO y una clasificacion de una sola palabra la escondia. FALTA: PDF "Conociendo la base de datos" -- universo recorrido: los tabs de la ficha, el portal SPA (shell sin contenido) y el export JSON; el espejo de Banxico (banxico.org.mx/enfih/) NO revisado para esta pieza especifica, pendiente, no un NO-ENCONTRADO adicional. Resto (muestreo, recoleccion, factores de expansion, cuestionario, politica de acceso, indicadores de calidad, 3 documentos de biblioteca) EXISTE-SATISFACE. Ficha de metadatos DDI de ENFIH 2019; cuestionario (236 preguntas, 10 secciones+4a) y 3 documentos de biblioteca (Informe operativo/Diseno muestral/Diseno conceptual) NO enlazados directo por el catalogo (Materiales de Referencia rebota a portal SPA) -- las 4 URLs derivadas por analogia con el patron de ENSAFI y verificadas byte a byte, portada correcta en las 4; indicador de calidad especifico con anomalia de archivo EXPLICADA (hoja residual de plantilla ICC ajena, hoja ENFIH con 2 indicadores genuinos confirmados abriendo el libro con xlrd); ver forense/notas/2026-08-12-acto-m-adq-ensafi-enfih.md	2026-08-12
CSES_Modulo5_2016_2021	organismo_internacional	CSES (Comparative Study of Electoral Systems) Secretariat	https://cses.org/data-download/cses-module-5-2016-2021/	microdato	2016-2021 (Modulo 5; cobertura de Mexico dentro del pooled NO verificada a nivel variable en esta sesion)	individuo (encuestado), archivo pooled cross-nacional	nacional (multi-pais; no verificado subnacional)	si -- csv/spss/stata/sas/r descargados integros	libre, descarga directa sin registro ni sesion	N17,N25,N26,N27		EXISTE-SATISFACE	3 archivos descargados y verificados integros (csv/codebook/cuestionario; sha256 en data/manifiesto.yaml bajo cses5_modulo5_2016_2021_csv/_codebook/_cuestionario); pagina sondeada 200 (via override de sandbox, cses.org fuera del allowlist de red de la caja); sin barrera de registro encontrada, 0 menciones a login/terms en el HTML. (b)-(d) del criterio de cierre A.4/A.5 preparados, no ejecutados por concurrencia con ACTO M-ADQ -- ver forense/notas/2026-08-12-acto-p-lote1-adquisicion.md	2026-08-12
WorldBank_MEX_ECEPIE_2012_2014_catalogo2661	organismo_internacional	Banco Mundial (World Bank Microdata Library / NADA)	https://microdata.worldbank.org/catalog/2661/study-description	microdato + documentacion	2012-2014 (Baseline/Year1/Endline)	nino/cuidador (evaluacion de impacto Programa de Educacion Inicial)	nacional (Mexico)	si, declarado -- gateado tras login ("Get Microdata"); documentacion (7 archivos) SI descargada, integra, sin login	7 archivos de documentacion libres (ASQ + instrumentos y reportes de las 3 olas; sha256 en manifiesto bajo wb2661_asq_questionnaires/_baseline_instrumentos/_year1_instrumentos/_endline_instrumentos/_baseline_report/_year1_report/_endline_report); microdato nuclear exige cuenta gratuita NADA -- registro completado 2026-08-12 (jonieqsa@gmail.com), ACTIVACION DE CORREO CONFIRMADA POR EL USUARIO 2026-08-13 (no verificable por este agente via Gmail; hecho reportado por el usuario, no sondeado por comando en esta sesion). Microdato nuclear en si AUN NO descargado -- este acto no descarga nada (fuera de perimetro), queda para un acto que si abra 'Get Microdata' con la cuenta ya activa.	N13		EXISTE-NO-SATISFACE	Estudio confirmado por titulo de pagina ("Mexico - Early Childhood Education Program Impact Evaluation 2012-2014", ID MEX_2012-2014_ECEPIE_v01_M_v01_A_PUF). Pestana "Get Microdata": "To access data for this study, user must be logged in...". Registro ejecutado sin CAPTCHA 2026-08-12, cuenta creada (jonieqsa@gmail.com). ACTUALIZACION 2026-08-13: el usuario confirma haber hecho clic en el correo de activacion -- cuenta activa. No verificable por este agente via Gmail (mismo bloqueo del clasificador de auto-mode que en ACTO P); hecho reportado directamente por el usuario en esta sesion, no sondeado por comando. El microdato nuclear ('Get Microdata') en si sigue sin descargarse -- este acto (R-doble-prima) no descarga nada, fuera de su perimetro; con la cuenta ya activa, un acto posterior puede completar la descarga sin volver a registrar. Credencial de la cuenta reportada al usuario/mesa fuera de este archivo, no transcrita aqui. Detalle en forense/notas/2026-08-12-acto-p-lote1-adquisicion.md y forense/notas/2026-08-13-r2-registro-via-completa.md	2026-08-13
GPS_Global_Preferences_Survey	organismo_internacional	briq / Universidad de Bonn	https://gps.econ.uni-bonn.de/downloads	microdato + documentacion	2012 (encuestado junto con Gallup World Poll 2012)	individuo (vinculable a Gallup World Poll 2012 por identificador personal, segun el propio formulario)	nacional (multi-pais)	si, declarado -- dataset pais/individuo via formulario de solicitud; do-files (scripts, no dato) SI descargados libres	do-files libres sin registro (sha256 en manifiesto bajo gps_do_files_country_level/_individual_level); dataset real exige formulario nombre+correo+organizacion+aceptar licencia (sin contrasena) -- enviado en esta sesion (HTTP 302 -> ?submitted=1), entrega declarada por el propio formulario como ligada al correo jonieqsa@gmail.com, no confirmable (mismo bloqueo de Gmail)	N2,N4,N5,N6,N17		EXISTE-NO-SATISFACE	Formulario Laravel con token CSRF, licencia CC BY-NC-SA 4.0 declarada + cita obligatoria (Falk et al. 2018 QJE). Primer envio fallo validacion server-side (campo "title" obligatorio omitido); reenviado con title=dr, aceptado (HTTP 302 a ?submitted=1, recarga posterior sin errores). Pagina de confirmacion no expone descarga inline -- entrega por correo, no verificable en esta sesion. Detalle en forense/notas/2026-08-12-acto-p-lote1-adquisicion.md	2026-08-12
GESIS_ISSP	organismo_internacional	GESIS -- Leibniz Institute for the Social Sciences (ISSP archive host)	https://www.gesis.org/en/issp/data-and-documentation/	microdato + documentacion	2012 (ZA5900 Family and Changing Gender Roles IV) / 2017 (ZA6980 Social Networks and Social Resources) / 2019 (ZA7600 Social Inequality V)	individuo (encuestado)	nacional (Mexico, dentro de muestra cross-nacional pooled)	si -- 3 de 3 modulos descargados integros por el usuario (16 archivos: 4 ZA6980 + 10 ZA5900 + 2 ZA7600; sha256 en manifiesto bajo za6980_*/za5900_*/za7600_*)	libre tras registro gratuito GESIS (usuario ya registrado, descarga manual en navegador autenticado -- mismo criterio A.4 v2.6 que WVS/World Bank: registro gratuito no es NO-ACCESIBLE). Los 3 modulos abiertos en esta sesion via bloqueo de Cloudflare del Commit 2 de ACTO P (11 intentos anonimos, todos 403) -- la sesion autenticada del usuario en navegador resolvio el reto, mismo patron que WVS.	N2,N3,N12,N13,N14,N28,N30		EXISTE-SATISFACE	Mexico VERIFICADO en el dato real (no solo en la ficha) para 2 de 3 modulos: ZA6980 c_alphan=MX N=1002/44492; ZA5900 C_ALPHAN=MX N=1527/61754. ZA7600 EXISTE-NO-SATISFACE especifico -- Mexico AUSENTE de sus 29 paises (c_alphan nunca 'MX', country nunca 484; conteo=0), confirma con el dato real lo que data/cola-adquisicion-2026-08-12.tsv ya declaraba desde un sondeo web del 2026-08-06 para N3. La asignacion de 7 necesidades a 'ISSP' como fuente unica se ACOTA: 6 (N2,N12,N13,N14,N28,N30) corresponden a los modulos 2012/2017 (Mexico presente en ambos); N3 corresponde especificamente al modulo 2019 (Mexico ausente) -- no se cae en bloque, pero tampoco es limpia por modulo unico; reportado a mesa, no editado en la cola (fuera de perimetro). Detalle completo en forense/notas/2026-08-13-r2-registro-via-completa.md	2026-08-13
INEGI_ENCOAP_2023	catalogo_metadatos_inegi	INEGI	https://www.inegi.org.mx/programas/encoap/2023/default.html	microdato	2023	hogar/persona (Encuesta Nacional de Confianza en la Administracion Publica)	nacional (Estados Unidos Mexicanos)	si -- base de datos real confirmada (5 formatos: csv/dbf/dta/RData/sav, ~410-587 KB c/u) + descriptor de archivos (FD)	libre, descarga directa sin registro ni sesion	N2,N30		EXISTE-SATISFACE	Portada sondeada 200 (curl, 3912 bytes, SPA de componentes INEGI). Su JSON-LD trae un contentUrl senuelo (.../app/administracion/sasi/prueba.pdf) -- MISMO patron de soft-404/placeholder ya documentado en este repo para ENVIPE 2024 (2026-07-31-perimetro-descarga.md) -- no se confio en el. Se aplico en su lugar el mecanismo B ya probado en 5+ programas INEGI (2026-08-04-barrido-alcanzabilidad-27fuentes.md): (1) idBiinegi=3369 leido de <menu-gen idm> en la portada; (2) pestanadata.js confirma pestana Microdatos (data-tipoinformacion=4); (3) GET a /app/api/descarga/componente/descargamasiva/lista/archivoscompaginacion?idBiinegi=3369&tipodocto=4... devuelve JSON con pathLogico=/programas/encoap/2023/microdatos/bd_encoap2023 + 5 extensiones, sin adivinar nada; (4) URL final verificada con GET -r 0-0 (no HEAD): 206 Partial Content, Content-Type application/x-zip-compressed, Content-Range 0-0/420306 -- archivo real (firma distinta del soft-404 fijo de 2263 bytes ya documentado). El primer resultado que produjo este procedimiento es el que se reporta.	2026-08-12
