# residual por objeto exacto; no equivale a ausencia cientifica
# {"extractor_version": "reactivos-contexto-1.1.7", "filas_con_texto_publicadas": 43020, "filas_metadato_perimetro": 55895, "filas_sin_texto_residual": 12875, "fuentes": {"FD_ENCUCI2020.pdf": "6cd6f7475a0b", "enif_2015_fd.xlsx": "8233cf53f590", "enif_2018_fd.xlsx": "dd8d5c92a7a0", "enif_2021_fd_pdf.zip": "6f4e3aab705d", "enif_2024_fd.xlsx": "17e2ad86ce9e", "ensafi2023/ensafi_2023_fd_xlsx.zip": "37bd0cb6dd54", "envipe2011/fd_envipe2011.xls": "d296c9f18cdb", "envipe2012/fd_envipe2012.xls": "dcca5373391c", "envipe2013/fd_envipe2013.xlsx": "7e842826e3f7", "envipe2014/fd_envipe2014.pdf": "b72ed2be77d4", "envipe2015/fd_envipe2015.pdf": "1042ab57b015", "envipe2016/fd_envipe2016.pdf": "e21428e021a6", "envipe2017/fd_envipe2017.pdf": "a633224e86cd", "fd_enif2012.xlsx": "f03d8e7c82f5", "fd_envipe2018.pdf": "30f78e99e545", "fd_envipe2019.pdf": "47d58f6c38b7", "fd_envipe2020.pdf": "94bcf0b012b9", "fd_envipe2021.pdf": "d85775241d6f", "fd_envipe2022.pdf": "8082959fa017", "fd_envipe2023.pdf": "743c260e89a6", "fd_envipe2024.pdf": "f8d720385957", "fd_envipe2025.pdf": "83fe02467b66"}, "grupos_residuales": 6091, "motivos_residuales": {"CORRESPONDENCIA_AMBIGUA": 2642, "ETIQUETA_TECNICA_NO_ACREDITADA": 2679, "FILA_AUXILIAR_SIN_REACTIVO": 7462, "PREGUNTA_NO_LOCALIZADA": 92}, "objetos": ["envipe", "ennvih", "encuci", "enif", "ensafi"]}
instrumento	ola	payload_id	archivo_miembro	motivo	filas_fisicas	variables_logicas	variables_ejemplo	siguiente_accion
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_17_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_17_3.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_17_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_17_5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_18.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_19_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_19_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_19_3.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_19_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_19_5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_19_6.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_19_9.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_1_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_1_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_1_3.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_1_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_1_5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_2_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_2_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_2_3.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_2_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_2_5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_2_6.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_2_7.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_2_8.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_2_9.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_3.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_6.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_7.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_8_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_8_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_8_3.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_8_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_8_5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_8_6.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_8_7.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_8_8.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_9_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_9_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_9_3.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_9_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_9_5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_9_6.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/p6_9_7.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/region.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/sexo.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/catalogos/tloc.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/diccionario_de_datos/diccionario_datos_tmodulo_enif_2018.csv	FILA_AUXILIAR_SIN_REACTIVO	6	6	catálogo,longitud,nemónico,nombre_campo,rango_claves,tipo	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tmodulo_enif_2018/metadatos/metadatos _enif_2018.txt	FILA_AUXILIAR_SIN_REACTIVO	1	1	Identifier: MEX-INEGI.ESD3.04-ENIF-2018	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tsdem_enif_2018/catalogos/codigo.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tsdem_enif_2018/catalogos/edad.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tsdem_enif_2018/catalogos/region.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tsdem_enif_2018/catalogos/sexo.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tsdem_enif_2018/catalogos/tloc.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tsdem_enif_2018/diccionario_de_datos/diccionario_datos_tsdem_enif_2018.csv	FILA_AUXILIAR_SIN_REACTIVO	6	6	catálogo,longitud,nemónico,nombre_campo,rango_claves,tipo	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tsdem_enif_2018/metadatos/metadatos _enif_2018.txt	FILA_AUXILIAR_SIN_REACTIVO	1	1	Identifier: MEX-INEGI.ESD3.04-ENIF-2018	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tvivienda_enif_2018/catalogos/p1_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tvivienda_enif_2018/catalogos/p1_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tvivienda_enif_2018/catalogos/p1_3.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tvivienda_enif_2018/catalogos/region.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tvivienda_enif_2018/catalogos/tloc.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tvivienda_enif_2018/diccionario_de_datos/diccionario_datos_tvivienda_enif_2018.csv	FILA_AUXILIAR_SIN_REACTIVO	6	6	catálogo,longitud,nemónico,nombre_campo,rango_claves,tipo	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif2018_csv.zip	conjunto_de_datos_tvivienda_enif_2018/metadatos/metadatos _enif_2018.txt	FILA_AUXILIAR_SIN_REACTIVO	1	1	Identifier: MEX-INEGI.ESD3.04-ENIF-2018	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2018	2018	enif_2018_fd.xlsx	DIAGRAMA	ETIQUETA_TECNICA_NO_ACREDITADA	1	1	INEGI. Encuesta Nacional de Inclusión Financiera. ENIF 2018. Estructura del archivo	localizar etiqueta de llave/ponderador en el diccionario exacto
enif2018	2018	enif_2018_fd.xlsx	TModulo	ETIQUETA_TECNICA_NO_ACREDITADA	1	1	INEGI. Encuesta Nacional de Inclusión Financiera. ENIF 2018. Estructura del archivo	localizar etiqueta de llave/ponderador en el diccionario exacto
enif2018	2018	enif_2018_fd.xlsx	TModulo2	ETIQUETA_TECNICA_NO_ACREDITADA	1	1	INEGI. Encuesta Nacional de Inclusión Financiera. ENIF 2018. Estructura del archivo	localizar etiqueta de llave/ponderador en el diccionario exacto
enif2018	2018	enif_2018_fd.xlsx	TSDem	ETIQUETA_TECNICA_NO_ACREDITADA	1	1	INEGI. Encuesta Nacional de Inclusión Financiera. ENIF 2018. Estructura del archivo	localizar etiqueta de llave/ponderador en el diccionario exacto
enif2018	2018	enif_2018_fd.xlsx	TVivienda	ETIQUETA_TECNICA_NO_ACREDITADA	1	1	INEGI. Encuesta Nacional de Inclusión Financiera. ENIF 2018. Estructura del archivo	localizar etiqueta de llave/ponderador en el diccionario exacto
enif2021	2021	enif2021_csv.zip	0_indice_tablas_enif_2021.csv	ETIQUETA_TECNICA_NO_ACREDITADA	1	1	Encuesta Nacional de Inclusión Financiera 2021.	localizar etiqueta de llave/ponderador en el diccionario exacto
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_thogar_enif_2021/diccionario_de_datos/diccionario_datos_thogar_enif_2021.csv	FILA_AUXILIAR_SIN_REACTIVO	5	5	catálogo,longitud,nombre_campo,rango_claves,tipo	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_thogar_enif_2021/metadatos/metadatos_enif_2021.txt	FILA_AUXILIAR_SIN_REACTIVO	1	1	Identifier: MEX-INEGI-ESD3.04-ENIF-2021	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/edad.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/filtro_1_secc5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/filtro_1_secc6.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/filtro_1_secc8.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/filtro_2_secc5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/filtro_3_secc5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/filtro_4_secc5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_3_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_3_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_6_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_6_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_7.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_8.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_9_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p10_9_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_1_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_1_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_1_3.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_1_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_1_5.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_2_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_2_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_2_3.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_2_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_3_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_3_2.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_3_3.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_3_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_3_9.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p11_4.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
enif2021	2021	enif2021_csv.zip	conjunto_de_datos_tmodulo_enif_2021/catalogos/p12_1.csv	FILA_AUXILIAR_SIN_REACTIVO	2	2	cve,descrip	acreditar etiqueta tecnica del descriptor; no inventar pregunta
