# data/curacion-radio-confianza-v1_0.tsv -- ACTO MAESTRA32-E20 · LOTE-NUBE-1 · P1 (re-emision de MAESTRA32-E17), 31/ago/2026
# reactivo x referente x instrumento x ola x peldano. Escalera de 5 peldanos corrida COMPLETA. 269320 filas de inventario examinadas (union de los 4 inventarios).
# referente por lista cerrada de la receta (a); orden de resolucion OTRO -> INSTITUCIONAL -> INTERPERSONAL -> OTRO por defecto.
# Filas de la PASADA 2 (A.13: el texto del reactivo vive en texto_reactivo O en variable_id segun el metodo de extraccion).
# La pasada 1 (receta literal, solo texto_reactivo) esta reportada en la nota de cierre; no produce filas propias porque es subconjunto de esta.
peldano	pasada	instrumento	ola	payload_id	archivo_miembro	variable_id	lado	referente	texto_reactivo	metodo	inventario
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh02dta_all.zip	ehh02dta_all/ehh02dta_bx/p_tp.dta	tp27p_1j	DESENLACE-G5	n/a	PADRE VIVE CON OTRO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27m_1b	DESENLACE-G5	n/a	MADRE VIVE CON CONYUGE	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27m_1c	DESENLACE-G5	n/a	MADRE VIVE CON HIJA	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27m_1d	DESENLACE-G5	n/a	MADRE VIVE CON HIJO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27m_1e	DESENLACE-G5	n/a	MADRE VIVE CON CUNADO(A)	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27m_1f	DESENLACE-G5	n/a	MADRE VIVE CON HERMANA	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27m_1g	DESENLACE-G5	n/a	MADRE VIVE CON HERMANO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27m_1h	DESENLACE-G5	n/a	MADRE VIVE CON NIETO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27m_1i	DESENLACE-G5	n/a	MADRE VIVE CON PADRES	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27m_1j	DESENLACE-G5	n/a	MADRE VIVE CON OTROS	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27p_1b	DESENLACE-G5	n/a	PADRE VIVE CON CONYUGE	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27p_1c	DESENLACE-G5	n/a	PADRE VIVE CON HIJA	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27p_1d	DESENLACE-G5	n/a	PADRE VIVE CON HIJO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27p_1e	DESENLACE-G5	n/a	PADRE VIVE CON CUNADO(A)	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27p_1f	DESENLACE-G5	n/a	PADRE VIVE CON HERMANA	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27p_1g	DESENLACE-G5	n/a	PADRE VIVE CON HERMANO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27p_1h	DESENLACE-G5	n/a	PADRE VIVE CON NIETO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27p_1i	DESENLACE-G5	n/a	PADRE VIVE CON PADRES	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b3b/iiib_tp.dta	tp27p_1j	DESENLACE-G5	n/a	PADRE VIVE CON OTROS	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_b4/iv_res.dta	res02	DESENLACE-G5	n/a	HIJOS VIVOS VIVE CON USTED?	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bc/c_ls.dta	ls08	DESENLACE-G5	n/a	CUIDA AL MENOR	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27m_1b	DESENLACE-G5	n/a	MADRE VIVE CON CONYUGE	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27m_1c	DESENLACE-G5	n/a	MADRE VIVE CON HIJA	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27m_1d	DESENLACE-G5	n/a	MADRE VIVE CON HIJO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27m_1e	DESENLACE-G5	n/a	MADRE VIVE CON CUNADO/A	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27m_1f	DESENLACE-G5	n/a	MADRE VIVE CON HERMANA	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27m_1g	DESENLACE-G5	n/a	MADRE VIVE CON HERMANO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27m_1h	DESENLACE-G5	n/a	MADRE VIVE CON NIETO/A	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27m_1i	DESENLACE-G5	n/a	MADRE VIVE CON SU MADRE/MADRE	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27m_1j	DESENLACE-G5	n/a	MADRE VIVE CON OTRO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27p_1b	DESENLACE-G5	n/a	PADRE VIVE CON CONYUGE	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27p_1c	DESENLACE-G5	n/a	PADRE VIVE CON HIJA	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27p_1d	DESENLACE-G5	n/a	PADRE VIVE CON HIJO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27p_1e	DESENLACE-G5	n/a	PADRE VIVE CON CUNADO/A	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27p_1f	DESENLACE-G5	n/a	PADRE VIVE CON HERMANA	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27p_1g	DESENLACE-G5	n/a	PADRE VIVE CON HERMANO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27p_1h	DESENLACE-G5	n/a	PADRE VIVE CON NIETO/A	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27p_1i	DESENLACE-G5	n/a	PADRE VIVE CON SU PADRE/MADRE	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
3	2	(sin-instrumento-derivable)	NO_DETERMINADA	ennvih/ehh05dta_all.zip	ehh05dta_bx/p_tp.dta	tp27p_1j	DESENLACE-G5	n/a	PADRE VIVE CON OTRO	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P10STGBS	THETA	INTERPERSONAL	Se puede confiar en la mayoría de las personas o uno nunca es lo suficientemente	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14STGBS.A	THETA	OTRO	Confianza en las Fuerzas Armadas	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14STGBS.B	THETA	INSTITUCIONAL	Confianza en la Policía	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.C	THETA	INSTITUCIONAL	Confianza en la Iglesia	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.D	THETA	OTRO	Confianza en el Congreso/Parlamento	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.E	THETA	INSTITUCIONAL	Confianza en el Gobierno	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.F	THETA	OTRO	Confianza en el Poder Judicial	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.G	THETA	INSTITUCIONAL	Confianza en los partidos políticos	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.H	THETA	INSTITUCIONAL	Confianza en la institución Electoral del país	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.I	THETA	INSTITUCIONAL	Confianza en El presidente	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.J	THETA	OTRO	Confianza en la radio	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.K	THETA	OTRO	Confianza en la televisión	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.L	THETA	OTRO	Confianza en las redes sociales	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.M	THETA	OTRO	Confianza en los diarios	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
5	2	(sin-instrumento-derivable)	2024	latinobarometro2024_bd_stata.zip	Latinobarometro_2024_Stata_esp_v20250817.dta	P14ST.N	THETA	INSTITUCIONAL	Confianza en los sindicatos	INSPECT_STATA	inventario-reactivos-ext-v1_0.tsv
