payload_id	representacion_id	sha256_12	sha256	fuente_canonica	objeto_logico_id	necesidad_id	reactivo_id	texto_reactivo_recortado	grado_inspeccion	afirmacion_tipo	veredicto_a4	evidencia	frontera_inspeccion	reporte_neutral_ref	propuesta_id	relacion_id	semrun_id	requiere_decision_mesa	decision_mesa_id	dependencia_fp24	razon_gate	estado_integracion	cegamiento_roto	fecha	razon
ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	ENSAFI	OBJ-B2-5eb7357a4ee51e1c568ae4654fb655409f6e2c14b2e430a9878af3593829aa21	N10	OBJ-B2-5eb7357a4ee51e1c568ae4654fb655409f6e2c14b2e430a9878af3593829aa21	COLUMNA; objetos=369; muestra=E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-f89eb145055e701ede06e3fc5bf3da07f86f3582e78e3c8a9d07950177645949:41cc7e350e5be6000e0587a564163de39500c034f7de19c9c19564339feb31fb	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a:3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	PROP-B2-3e658dee32f398dc90f199d3cfd1ad3095eaef150ba5af764c8b0ac31133d050	REL-f586d39d7211922886da9f95	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	ENSAFI	OBJ-B2-5eb7357a4ee51e1c568ae4654fb655409f6e2c14b2e430a9878af3593829aa21	N10	OBJ-B2-5eb7357a4ee51e1c568ae4654fb655409f6e2c14b2e430a9878af3593829aa21	COLUMNA; objetos=369; muestra=E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-f89eb145055e701ede06e3fc5bf3da07f86f3582e78e3c8a9d07950177645949:41cc7e350e5be6000e0587a564163de39500c034f7de19c9c19564339feb31fb	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a:3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	PROP-B2-df9fcde8ef7caa70f8f015e34c64ad9fffd53d3a5808d39137da73c49c8df082	REL-c681799397de5614b7854a39	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	ENSAFI	OBJ-B2-c97f6138f0939073453849df43b68bdf8e898c22c4a424766d44ea5038d47ac8	N14	OBJ-B2-c97f6138f0939073453849df43b68bdf8e898c22c4a424766d44ea5038d47ac8	COLUMNA; objetos=369; muestra=E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-77d0db74024fa2f8a7f2b90e5377036335aeb09b44223a6386079b3607fcfb9c:fd00c5d15c557618bc16425f79832f06209fcf2e284626c00dd4b3d7728fae52	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a:3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	PROP-B2-8d5ea7f3f6c4e8a9f7afb3665c59bb64ad4b3ae8ab37cce8d105f7e22af83578	REL-01ff8326fdbe3c0a4e299a02	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
ensafi2023_bd_csv_zip	REP-de65c996e2c07f18cdabb0c730ca6bfdadb8e7ffae281518a6912d9b0afb8e0c	c0594079ddf4	c0594079ddf4733d4f574d00f5e84290c62c5330eab0567dd867c26d42fafacd	ENSAFI	OBJ-B2-c97f6138f0939073453849df43b68bdf8e898c22c4a424766d44ea5038d47ac8	N14	OBJ-B2-c97f6138f0939073453849df43b68bdf8e898c22c4a424766d44ea5038d47ac8	COLUMNA; objetos=369; muestra=E2R-769fc86135ec73d8afe7704d8961186007974165858705a8656b9bb5031d1875	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-77d0db74024fa2f8a7f2b90e5377036335aeb09b44223a6386079b3607fcfb9c:fd00c5d15c557618bc16425f79832f06209fcf2e284626c00dd4b3d7728fae52	377 reg. del zip BD ENSAFI 2023: 4 miembros, 4 tablas y 369 encabezados de columna; sin diccionario, sin texto de reactivo ni value labels	RPTC-B2-5753185d24e361ee8f4f4cea30cc92c79948242e99f497dd8b0072ca9b01f26a:3585b081cd641fec8566b4ee541a93f2a80c5bd81b6d030f0e6d5d2fe60272f4	PROP-B2-ed4d289c3f8a91d08dfcfdbaf53fddd3452652cbcc7edb77f7d5a8258924310e	REL-c065ff3c4b02af2b359a6a40	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	ADR-93: ENSAFI tiene UNA sola entrada en el manifiesto; no hay entrada distinta; condicion no se cumple; dependencia NO	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
mex_2010_iepep_v01_m_v01_a_puf_spss	REP-7f8cdcb2ee07892a92b9aebf01bce845b5432304069518570f4be562e6db3a5e	567e024217b6	567e024217b6ff3a095ba2e9cd92cddba7e45e1b4c56bcaa7cec8ac7e3959dc6	IMPACT_EVALUATION_OF_PARENTAL_EMPOWERMENT_PROGRAM	OBJ-B2-1af9297e3100ebf6015f9b011ed7fbacc417a345006a39cb4fd4dd256d52ef36	N28	OBJ-B2-1af9297e3100ebf6015f9b011ed7fbacc417a345006a39cb4fd4dd256d52ef36	VARIABLE-SAV; objetos=1288; muestra=E2R-26edb4ad0946fcd0adc6d9f52f1d9926cb51bddddc2a88edac8f77fc96756e99	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-SATISFACE	E2R-b002fb2c6a657d801506cc4054906b09d4070c99f0014aa1a27fbc9f0c167955:ffccd0540081f9267f179d86e24a81e260b9f75b9bf8bd55bae508ad536b4501	1288 etiquetas SAV/DTA de las 4 bases IEPEP (padres, maestros, directores, alumnos) mas informe 17pp; el DDI-XML (50307 elem.) va sin texto persistido	RPTC-B2-6daa2aaee734cbecb65de06cec2f42327a95f705beea9e5e08d239e80cb459b1:f794b9e8989b0d38f754cd40df082789728d7cf075e34eb12d3cdd2f052de1d5	PROP-B2-e60ced8a813771df324706c10208fa53d35aa5a0005f96916c7a6f4d6a4d9a99	REL-08af2a451bfb04d90902eec4	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	Decidible por evidencia fuente/objeto-especifica del material E2 abierto por BARRIDO-2; no exige la regla de pares	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
mex_2011_lfepie_v01_m_spss	REP-57a2b9c9a38fe94c5afe0768966db9f1a5236266a8eb1373d7b2afbb0ae91592	cbebbf0faf13	cbebbf0faf1375ea2cf7d2e73ed995f11288e6ab6969dc1ddcbbdfbe6289a69c	LARGE_SCALE_FINANCIAL_EDUCATION_PROGRAM_IMPACT_EVALUATION_2011_2	OBJ-B2-a0952d443f05b2b747dc6f454b625adea5c3afea98d143d813e716123500e3be	N5	OBJ-B2-a0952d443f05b2b747dc6f454b625adea5c3afea98d143d813e716123500e3be	VARIABLE-SAV; objetos=174; muestra=E2R-1e858d3def6664eb0581c58e07cac9b604b92c414984d307647a42b3cc7a3bff	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-SATISFACE	E2R-eae97dd7a4e0442dddd43325743ca580336cb3410901b922e7935c280705c155:1b641992b74c03f1784e33a3f368715eef0923a745df208d94997936e767b052	174 etiquetas SAV y 178 DTA del follow-up LFEPIE; el DDI-XML (8432 elem.) sin texto persistido; no se abrieron celdas de microdato	RPTC-B2-98c6bf0643fdb229e2057beec03f5c5f435cd160da2d08f4cf1e60db37bdeed1:0443efceb9a411a0c8dfebcad6cb677d729f010f90d928fd9a341b62a515637f	PROP-B2-b77316108a816a5b9dd18cd2293015385ab481a01c2e174d668c9526ff407aea	REL-2230c5027c1ce5589c32d9b0	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	Decidible por evidencia fuente/objeto-especifica del material E2 abierto por BARRIDO-2; no exige la regla de pares	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
mex_2012_2014_ecepie_v01_m_v01_a_puf	REP-3393734fd46d7ddff863ce5189b3a86aaf232d1bb90b8de5cb54d338ab4d7ec8	714056e1f36d	714056e1f36d52bc08236cf3c0a6fe084055db1fa3d9bb86d6b9903c954b33cf	EARLY_CHILDHOOD_EDUCATION_PROGRAM_IMPACT_EVALUATION_2012_2014	OBJ-B2-9e4693a74b9c261cff05df54fe04cbec4e219ad011581d032c79edc34c3790d4	N13	OBJ-B2-9e4693a74b9c261cff05df54fe04cbec4e219ad011581d032c79edc34c3790d4	ELEMENTO-XML; objetos=34307; muestra=E2R-15eb7c1e4f85e0047f71107a29f3af456460dd9f0e26d857fd4a5019fb852a96	E2	RESUMEN-NEUTRAL-COMPACTO	NO-ENCONTRADO-EN-UNIVERSO-INSPECCIONADO	E2R-00007aa312b748530a84e31ebe4f744bbac32271f0c375a92ab54dedc648881d:cc5ff50f43f0692d45ebf5e77d42619c404d00e307f0c03eebeefc9965ecf858	557 etiquetas SAV de ECEPIE y 3653 objetos ASQ (633 reactivos); DDI-XML 34307 elem. sin texto; no hay bateria de creencias o actitudes	RPTC-B2-5fcacc6942b40a4af4d02f316191f0ae37fe05f42c62af176b51c18916227ab1:657ddd119114d25549383abbf08be0bc96169ca5d52aa86f22b52eb2572e6134	PROP-B2-c73c7c5888df9b8ece939d78457fa5440c27b8cb1c40d6895a26ebea044dcdae	REL-894b3c5025557df7ef942f2a	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	Decidible por evidencia fuente/objeto-especifica del material E2 abierto por BARRIDO-2; no exige la regla de pares	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
za5900_v4_0_0_sav	REP-4beae7730fe8fd3e5742aebb087d28392892b427bc21e93cfaa97268b51fc0c8	21a1e85603e1	21a1e85603e142f6848211c5fe0932ed8eee77e50efd9e2c4bfe4470782d0934	ISSP	OBJ-B2-b608465ad6b1e19e6f7e22cb5271ba2e25b008645d6ec5e832c214c7b00ac80b	N13	OBJ-B2-b608465ad6b1e19e6f7e22cb5271ba2e25b008645d6ec5e832c214c7b00ac80b	VARIABLE-SAV; objetos=318; muestra=E2R-936e3b4858e647e5fbc6215da29e8b1d7f17ec8b1cb7a6ebd0c529332be97e48	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-SATISFACE	E2R-f4f5ce2340344d229cc6ba94dc89158a534c8f1ab28a745a0cfa6b9dca2f37f9:d198cac1ddc86a8c4f5bbe64f42dd37c52b5dd465fc3aea5260a150e8717b7b7	845 objetos del ZA5900.sav, 58 reactivos del cuestionario mexicano y 40852 secciones del codebook; sin abrir celdas de microdato	RPTC-B2-1e45b276e701a61dc0408a667abb32741a9b28da1b7fc2ef25cfbfe38bf0535a:d0c53cd5eee97aa65bac6dd03558dff3ec12426b52762cb706948498f1cd4cb2	PROP-B2-051969ba44f723c3180acfd1b2b2b52f92c321880138ffe672217df90551462e	REL-d630dc1ea394364e53631401	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	Decidible por evidencia fuente/objeto-especifica del material E2 abierto por BARRIDO-2; no exige la regla de pares	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
za6980_q_mx	REP-2deae857ae2a86fa1786098500102eaa1712ff0b94a1abb90059bd96e8332067	61bc0c804155	61bc0c80415521965ec1b2546fbe3b2400cfacb2e6b0b542583304821544f2ed	ISSP	OBJ-B2-56fc95e305472c6b917453f981053bed369b23ef5a41392a803caaf9dbdb6d16	N30	OBJ-B2-56fc95e305472c6b917453f981053bed369b23ef5a41392a803caaf9dbdb6d16	REACTIVO-PDF; objetos=70; muestra=E2R-4551ce8b9d7a8caaf6e0132d12c8fe4324ca2c9a5a1f37cac127e6dbe77a54c5	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-b780ffb4df5657f026b2abf82df859df39618469ab8f5a9b57471b1cf0e79dc0:cea52f99d8179d01ba49d41fdf12165766a632c19a22039d05c2d9bd34c16e7d	106 objetos del cuestionario ZA6980 y ZA5900 completo (845 sav, 58 reactivos q_mx, 40852 codebook); trust/confianza = 0 en todo ZA5900	RPTC-B2-1041d48523fcee02e06bf4622a8322114d8b1108355d1d960a8f13129b2ed714:46fa4f02ebb566b6ff3c79b1b596b73ed803cccf8ad28f32d229cfb15281753c	PROP-B2-45b25194a4c73f5a659935f0e47961680edccbcfa707dba26feaa42caea7111c	REL-f219eb1a0e1b71beb5a36f6f	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	Decidible por evidencia fuente/objeto-especifica del material E2 abierto por BARRIDO-2; no exige la regla de pares	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
za6980_v2_0_0_sav	REP-36041e8c34dcac1d81c3e828d120c133905ee04f469ccfa71074e235040edae9	20a1420f4aa8	20a1420f4aa8f8dcb30f7de61879796d20b7c3042805e7925e56c30b4ae97ca5	ISSP	OBJ-B2-24f09318ac26eaf81df9c5fbe291dc2130d411a587fb6c392cc184dc5658ff27	N2	OBJ-B2-24f09318ac26eaf81df9c5fbe291dc2130d411a587fb6c392cc184dc5658ff27	[REDACTADO-PRIVACIDAD]	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-NO-SATISFACE	E2R-944577062ba8494c7ca982b75c3704469d539c471a478db5f5aafbfe5c19c117:7d7d8dd25e2fb21f9039412f89077082134ec64184eae4ed998fc4e5593ceb95	717 objetos del ZA6980.sav (variables y colecciones de etiquetas) y 106 del cuestionario mexicano; sin abrir celdas de microdato	RPTC-B2-a19679aaaeabf289e7966369d8aa8e45759b106391ce85f09aef0d7f9a59c47e:3ad00c6d55fffebcb94dbd775c03741be13c95194f98ff3a2a0470eb31f7b39e	PROP-B2-418870f42cc6e35a89589e8c63174cdd6c3116aac89fdae18ec5a9759f1aa738	REL-72ff714a3ba6d0bab952e05f	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	SUP: Q11 es confianza generalizada, un solo polo; radio_confianza exige el contraste conocidos/desconocidos que la bateria no gradua	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
za6980_v2_0_0_sav	REP-36041e8c34dcac1d81c3e828d120c133905ee04f469ccfa71074e235040edae9	20a1420f4aa8	20a1420f4aa8f8dcb30f7de61879796d20b7c3042805e7925e56c30b4ae97ca5	ISSP	OBJ-B2-cc49e544cad2126d5e95d20523640495dce0b3ab7b89963a3f929cd6eca7e005	N12	OBJ-B2-cc49e544cad2126d5e95d20523640495dce0b3ab7b89963a3f929cd6eca7e005	[REDACTADO-PRIVACIDAD]	E2	RESUMEN-NEUTRAL-COMPACTO	EXISTE-SATISFACE	E2R-2fe1ed36738ebaad92af9344a3cfddd4df551ca3e967974427281503976ed427:3414d796d85f65f8f537da5f55cdbc22feb80350f05b1471ccabff9ba97c8b53	717 objetos del ZA6980.sav (baterias Q7a-e y Q8a-e completas) y 106 del cuestionario mexicano; sin abrir celdas de microdato	RPTC-B2-a19679aaaeabf289e7966369d8aa8e45759b106391ce85f09aef0d7f9a59c47e:3ad00c6d55fffebcb94dbd775c03741be13c95194f98ff3a2a0470eb31f7b39e	PROP-B2-84d63a578bec2b6cab1115da93ef7b0a002aa080bc35284bc227d3d20ee6ed0f	REL-9dfab617c356df5594575a3c	SEMRUN-B2SEM-c92c02baf4c28c1a	NO	NO-APLICA	NO	Decidible por evidencia fuente/objeto-especifica del material E2 abierto por BARRIDO-2; no exige la regla de pares	INTEGRADA	NO	2026-08-18	Capa 4 proyectada desde propuestas supervisadas y joins verificados
