id_constancia	intento	ruta	url	http_code	bytes	sha256	estructura	fecha_utc	resultado_intento	nota	lote
DOC-ASTRA5-U0-MIGR-017	2	WEBSEARCH	https://www.brookings.edu/articles/how-many-children-are-affected-by-parental-immigrant-detention/	200	221444	ce9adc334f9b2efe5fd5ebca8b4f3848f5df638b4f8515ad7b2fb3a0e961ec43	HTML-TITULO:How many children are affected by parental immigrant detention? | Brookings	2026-09-24T20:33:57Z	EXISTE-SATISFACE	Articulo de Brookings Center for Economic Security and Opportunity (dirigido por Tara Watson), datePublished 2026-05-18T13:00:19+00:00 -- coincide con 'Watson et al. mayo 2026' citado en la pieza; basado en datos de deteccion/deportacion de ICE.	2
DOC-ASTRA5-U0-PAREJA-029	1	CABECERAS-LINUX	https://www.dgcs.unam.mx/boletin/bdboletin/2024_108.html	000	0		ERROR-CURL	2026-09-24T20:14:22Z	NO-ACCESIBLE	curl: (60) cadena TLS incompleta (unable to get local issuer certificate), igual que el patron ya medido para dgcs.unam.mx (receta 2026-09-24). CURL-EXE-WINDOWS NO-INTENTADO-POR-ESTE-AGENTE (sin interop Windows en esta sesion).	1
DOC-ASTRA5-U0-PAREJA-029	2	WAYBACK-ID	https://web.archive.org/web/20251209080406id_/https://www.dgcs.unam.mx/boletin/bdboletin/2024_108.html	200	26663	b5336d2dd7a37e01a80a41aca7daf28135c128c78333065464b497f99b193cf5	HTML-TITULO:Desnormalizar la violencia en el noviazgo	2026-09-24T20:26:59Z	EXISTE-SATISFACE	Wayback (captura id_ 20251209080406) del boletin UNAM-DGCS-108 (2024). Cita textual confirmada: 'ENVIN), que reporto: en 2021 el 76 por ciento padecio la psicologica; 17 por ciento, sexual; y 15 por ciento fisica, estando en pareja.' Confirma exacto lo que la hoja ya habia leido (sigla ENVIN sin especificar la encuesta completa, atribuido a 2021).	1
DOC-ASTRA5-U0-RELIG-011	1	CROSSREF	-	200			JSON-OK	2026-09-24T20:33:57Z	NO-ENCONTRADO	Crossref bibliografico ('expulsiones religiosas Chamula Zinacantan Chiapas') localiza solo literatura antigua/tangencial (p.ej. 'Gods and Politics in Zinacantan and Chamula', 1973) sobre religion y politica en esos municipios, ninguna que documente especificamente el fenomeno contemporaneo de ~30,000 expulsados citado por el report. No se identifico con precision la fuente CIESAS/El Colef mencionada por la pieza.	2
DOC-ASTRA5-U0-RELIG-033	1	WEBSEARCH	NO-APLICA	NO-APLICA	0		VACIO	2026-09-24T20:22:06Z	NO-ENCONTRADO	La hoja trunca la propia pista a mitad de frase ('Revista de Ciencias Sociales es la...') sin dar titulo, institucion ni ano; con solo el nombre generico de la revista (existen varias revistas homonimas en LatAm) no hay candidato univoco que buscar sin mas dato del report original.	1
DOC-ASTRA5-U0-SALMEN-001	1	OPENALEX	https://www.medigraphic.com/pdfs/salmen/sam-2003/sam034a.pdf	200	513904	ce35d498ec78cad80c43f212344e7e25cf92701dcb7cef50459493d1cefe1807	PDF-OK	2026-09-24T20:33:57Z	EXISTE-SATISFACE	Medina-Mora ME et al., 'Prevalencia de trastornos mentales y uso de servicios: Resultados de la Encuesta Nacional de Epidemiologia Psiquiatrica en Mexico', Salud Mental 26(4) 2003 (articulo ENEP citado por la pieza). PDF completo descargado y verificado (%PDF-1.6 ... %%EOF).	2
DOC-ASTRA5-U0-SALMEN-025	1	CABECERAS-LINUX	https://www.inegi.org.mx/programas/dutih/2024/	200	13370	4af72939ac4754fa4016f0321f70562df5fcc4440cb3c70c6908fd524a017629	SOFT-404	2026-09-24T20:22:56Z	NO-ENCONTRADO	inegi.org.mx/programas/dutih/2024/ da la pagina real de 404 de INEGI ('Pagina no encontrada', 200 con firma de soft-404). La ruta de programa vigente redirige (JS vredirect) a /programas/dutih/2022/, no hay edicion 2024 publicada en el portal de programas bajo esta ruta.	1
DOC-ASTRA5-U0-SALMEN-025	2	CABECERAS-LINUX	https://www.inegi.org.mx/programas/dutih/	200	408	75c4bc0db3937076d334eee0e9016c4860eb45b630a56e7a0621ae17dbeaa6e8	HTML-TITULO:redirect-js-sin-titulo	2026-09-24T20:22:56Z	EXISTE-NO-SATISFACE	La ruta canonica /programas/dutih/ redirige por JS a /programas/dutih/2022/ (ultima edicion indexada en esta ruta). El FD/descriptor de ENDUTIH 2024 con el reactivo pedido (tenencia de celular/uso de internet por edad) no se localizo en el portal en este intento; el payload_id 2024 puede existir solo en el manifiesto interno del corpus, no verificado aqui via web.	1
DOC-ASTRA5-U0-SALMEN-026	1	OPENALEX	https://doi.org/10.1016/j.drugpo.2018.07.004	200	2737	2cfff3682a442a790d8ca321ecaf3105952169db29b5daa1835fcae8b8162702	HTML-TITULO	2026-09-24T20:33:57Z	NO-ACCESIBLE	Ivan Flores Martinez y Laura H. Atuesta (ambos CIDE), 'Mourning our dead: The impact of Mexico's war on drugs on citizens' depressive symptoms', International Journal of Drug Policy 2018 -- coincide EXACTO en autores, institucion (CIDE) y revista con lo citado por la pieza. La resolucion del DOI redirige a ScienceDirect (pagina de enlace real, sin best_oa_location en OpenAlex); articulo tras muro Elsevier, no descargado.	2
DOC-ASTRA5-U0-SALUD-001	1	CABECERAS-LINUX	https://www.gaceta.unam.mx/mexico-primer-consumidor/	200	82265	cbfd7bc7e52b670ac1ab0b88b2fb782975d6a787de268a806cc2b547667192d0	HTML-TITULO:Mexico, primer consumidor de refrescos en el mundo - Gaceta UNAM	2026-09-24T20:19:13Z	EXISTE-SATISFACE	Boletin Gaceta UNAM (cita Yale/Euromonitor) bajado integro, contiene 'Yale' y el titulo esperado 'primer consumidor'. Confirma que no es instrumento de encuesta, es boletin periodistico, tal como decia la hoja.	1
DOC-ASTRA5-U0-SANC-001	1	OPENALEX	https://doi.org/10.1525/aa.1965.67.2.02a00010		0			2026-09-24T20:33:57Z	NO-ACCESIBLE	George Foster, 'Peasant Society and the Image of Limited Good', American Anthropologist 67(2) 1965 (DOI 10.1525/aa.1965.67.2.02a00010, exacto al citado por la pieza). OpenAlex confirma cerrado (oa_status closed, sin best_oa_location). Documento IDENTIFICADO por metadatos; no se descarga ni se elude el muro AnthroSource.	2
DOC-ASTRA5-U0-SANC-012	1	WEBSEARCH	NO-APLICA	NO-APLICA	0		VACIO	2026-09-24T20:12:52Z	NO-ENCONTRADO	La hoja declara pieza=ninguno (etnografia historica, no instrumento de encuesta): no hay candidato documental que buscar; no se identifica un documento primario para esta fila.	1
DOC-ASTRA5-U0-SINT-009	1	OPENALEX	https://academic.oup.com/socpro/article-pdf/69/1/91/42274994/spaa059.pdf	403	5825	ac6fbc8de39c5eb1d7b814f0fd4e34da905989de54d4ccdce1bcd281c52a78bd	RETO-CLOUDFLARE	2026-09-24T20:33:57Z	EXISTE-NO-SATISFACE	DOI 10.1093/socpro/spaa059 confirmado por Crossref/OpenAlex como candidato tematico (Mijs & Hoy, experimento Australia/Indonesia/Mexico). El host bloquea por reto Cloudflare, y aun de acceder, la identidad EXACTA con la encuesta citada por el report (N=2,493, 7 ciudades) permanece NO CONFIRMADA segun ya señala la propia pieza.	2
DOC-ASTRA5-U0-TIME-028	1	API-PORTAL	NO-APLICA	NO-APLICA	0		VACIO	2026-09-24T20:33:27Z	NO-ENCONTRADO	La hoja no da titulo, tema exacto ni cifra de la pieza Statista (solo 'Statista/2024-2025, fuente secundaria via prensa'), y ya declara SIN-ID-MANIFIESTO; sin mas dato (que estadistica, que edad, que corte) no hay consulta especifica que hacer. Alternativas parciales ya identificadas por la hoja (banxico_sie_cf891_operaciones_spei sin desagregado por edad; ENDUTIH 2024 uso de internet general sin pagos) no cubren el dato pedido.	1
DOC-ASTRA5-U0-TRAB-041	1	WEBSEARCH	-		0		VACIO	2026-09-24T20:33:57Z	NO-ENCONTRADO	Busqueda: 'encuesta 2025 motivos de renuncia Mexico estancamiento profesional OCC Mundial LinkedIn'. Se confirma que la falta de crecimiento/desarrollo profesional es un motivo de renuncia recurrente en estudios OCC Mundial (p.ej. 'El gran desgaste en Mexico'), pero ningun estudio 2025 especifico fue localizado que declare 'estancamiento profesional' como motivo #1 con los candidatos sugeridos (OCC Mundial, LinkedIn Workplace Learning, Kelly Services).	2
DOC-ASTRA5-U0-TRUST-016	1	OPENALEX	https://api.openalex.org/works/doi:10.1016/j.ejpoleco.2013.06.004	200	210		JSON-OK	2026-09-24T20:15:50Z	EXISTE-SATISFACE	OpenAlex confirma 'The impact of crime on trust in institutions in Mexico' (2013) W2032788112, DOI 10.1016/j.ejpoleco.2013.06.004, best_oa_location=null. Articulo de pago (Elsevier EJPE): queda identificado por metadatos, sin descarga, sin eludir muro. Cita el uso de LAPOP/ENSI que el report atribuye en L29/L75/L183.	1
DOC-ASTRA5-U0-TRUST-017	1	WEBSEARCH	https://oji.fundacion-sm.org/nuestros-estudios/encuesta-mexicana-de-la-juventud/	200	95745	c91bebc69f42f6e5fcf95aed50d0d01c6f1a4e8196802bcea9c0aa974f6bbe96	HTML-TITULO:Encuesta de jóvenes en México 2019 - Observatorio de la Juventud en Iberoamérica (OJI)	2026-09-24T20:33:57Z	EXISTE-NO-SATISFACE	Pagina real del Observatorio de la Juventud en Iberoamerica (Fundacion SM) dedicada a la Encuesta de Jovenes en Mexico 2019, identidad correcta. No se encontro enlace a PDF descargable ni las cifras 9.8%/23%/9.3% ni n=2,000 citadas en L31/L199 dentro de esta pagina resumen.	2
DOC-ASTRA5-U0-TRUST-027	1	OPENALEX	https://api.openalex.org/works?filter=raw_author_name.search:Triandis,publication_year:1984	200	2322		JSON-OK	2026-09-24T20:18:34Z	NO-ENCONTRADO	OpenAlex devuelve 5+ obras de Triandis en 1984 (Cross-cultural psychology; A theoretical framework for culture assimilators; Toward a psychological theory of economic growth; Role Perceptions of Hispanic Young Adults; Individual models of social behavior) pero la hoja no trae ficha completa ('estudio experimental, sin ficha completa'): ninguna se puede identificar como LA pieza citada sin mas dato (titulo, revista o cifra) del report.	1
DOC-ASTRA5-U0-TRUST-034	1	CROSSREF	https://openalex.org/W2255741179	200	0		JSON-OK	2026-09-24T20:33:57Z	NO-ACCESIBLE	Bardhan, P. (1997) 'CORRUPTION AND POLITICAL DEVELOPMENT: A REVIEW OF ISSUES' (Journal of Economic Literature 35(3), 1320-1346) localizado via OpenAlex (W2255741179), sin DOI indexado ni best_oa_location. Documento IDENTIFICADO por titulo/año exactos; sin copia de acceso abierto, no se elude muro JSTOR/AEA.	2
DOC-ASTRA5-U0-VIOL-023	1	OPENALEX	https://api.openalex.org/works?filter=raw_author_name.search:Medina-Mora,title.search:Prevalencia%20de%20trastornos%20mentales	200	1967		JSON-OK	2026-09-24T20:18:26Z	EXISTE-SATISFACE	OpenAlex confirma Medina-Mora et al, 'Prevalencia de trastornos mentales y uso de servicios: resultados de la ENEP en Mexico', Salud Mental 2003 (no 2005 como decia la hoja) W2107181371, OA en medigraphic.com.	1
DOC-ASTRA5-U0-VIOL-023	2	CABECERAS-LINUX	https://www.medigraphic.com/pdfs/salmen/sam-2003/sam034a.pdf	200	513904	ce35d498ec78cad80c43f212344e7e25cf92701dcb7cef50459493d1cefe1807	PDF-OK	2026-09-24T20:18:26Z	EXISTE-SATISFACE	PDF real (16 pag, %PDF-1.6...%%EOF) bajado integro. Contiene tablas de prevalencia por trastorno con valores del orden 2.3 en varias filas; no se aislo con certeza la celda exacta 2.3%/0.49% citada por el report (tabla sin encabezados extraidos por pdftotext); el articulo primario correcto SI esta identificado y en mano.	1
DOC-ASTRA5-U0-VIOL-030	1	WEBSEARCH	https://www.nexos.com.mx/?p=14089	200	82037	26bb9239e7b233ae80f4fb81280a42f7253c63c80f69bd2eba00e3aad5424693	HTML-TITULO:Homicidios 2008-2009 La muerte tiene permiso – Nexos	2026-09-24T20:33:57Z	EXISTE-SATISFACE	Fernando Escalante Gonzalbo, 'Homicidios 2008-2009. La muerte tiene permiso', Nexos, enero 2011 -- ensayo/analisis de la serie de homicidios pre/post 2006 citado por la pieza. Pagina real descargada y verificada.	2
EDR-COMUNICADO_2024	1	API-PORTAL	https://www.datos.gob.mx/api/3/action/package_search?q=Estadisticas+de+Defunciones+Registradas	000	0		ERROR-CURL	2026-09-24T20:20:21Z	NO-ACCESIBLE	CKAN datos.gob.mx bloquea con Access Denied de Akamai edge; no localiza el comunicado/FD de EDR 2024 por esta ruta.	1
EDR-COMUNICADO_2024	2	WEBSEARCH	https://www.inegi.org.mx/contenidos/saladeprensa/boletines/2025/edr/EDR2024_CP_ene-dic.pdf	200	289491	892c4ea290ef500cc08252912fa06354a18cea7f7b775f45b9caaa7f5f929074	PDF-OK	2026-09-24T20:21:46Z	EXISTE-NO-SATISFACE	Comunicado 117/25 EDR (8-ago-2025) es preliminar de 2024 (818,437 defunciones totales), menciona 'suicidios' de pasada (linea 16) pero NO trae la cifra 8,856/6.8/2.6/11.2 que pide la hoja; la definitiva se anuncia para nov-2025 (no es este documento).	1
EDR-COMUNICADO_2024	3	WEBSEARCH	https://www.inegi.org.mx/contenidos/saladeprensa/aproposito/2025/EAP_Suicidio_25.pdf	200	347898	253cc77fc3b267a0df28ff965d29360161028db24ff2e3de62ed2a5bd4542146	PDF-OK	2026-09-24T20:21:46Z	EXISTE-SATISFACE	'Estadisticas a proposito del Dia Mundial para la Prevencion del Suicidio' (INEGI, 2025, sobre 2024): PDF real, contiene textualmente 8 856 suicidios, tasa 6.8/100mil, 2.6 mujeres/11.2 hombres, y 73.1%/41.4%/80.3% poblacion economicamente activa -- satisface ASTRA5-U0-SALMEN-015 y 016 (desagregado por sexo).	1
ENCIG-ENCOAP_2023	1	CABECERAS-LINUX	https://www.inegi.org.mx/programas/encig/2023/	200	3696	a3e5627b653002bd976220ad76586380eb73d416d055d58f2207496f401b8dc2	HTML-TITULO:Encuesta Nacional de Calidad e Impacto Gubernamental (ENCIG) 2023	2026-09-24T20:33:57Z	EXISTE-NO-SATISFACE	Portal INEGI ENCIG 2023 real y correcto (identidad confirmada), pero es landing shell (3696B) sin los tabulados/boletin con 87.4/71.4/37.1/28.9 citados en VIOL-005; no se localizo el documento de Research Land (2026) ni el boletin ENCOAP23 en este lote.	2
ENCUESTAS-PRENSA_SIN-OLA	1	WEBSEARCH	https://www.elfinanciero.com.mx/opinion/alejandro-moreno/2024/07/05/realineamiento-ideologico/	200	408347	d0a1ab2e781334776641b8ae93d6e5e0e211926d129762f06800a540ee3276cd	HTML-TITULO:Realineamiento ideologico - El Financiero	2026-09-24T20:32:42Z	EXISTE-SATISFACE	Columna de Alejandro Moreno en El Financiero (05-jul-2024) sobre auto-ubicacion ideologica izquierda-derecha del electorado mexicano, bajada integra: coincide con la pieza 'Encuesta Moreno (El Financiero)' de la hoja (autor Moreno, medio El Financiero, tema ideologia).	1
ENCUESTAS-PRENSA_SIN-OLA	2	WEBSEARCH	NO-APLICA	NO-APLICA	0		VACIO	2026-09-24T20:32:42Z	NO-ENCONTRADO	Busqueda de aprobacion presidencial por casa encuestadora y fecha no aisla una serie/fecha univoca (el report no precisa cual); no se identifica la pieza especifica para ASTRA5-U0-AUTOR-024.	1
ENCUESTAS-PRENSA_SIN-OLA	3	WEBSEARCH	https://la-lista.com/poder/politica/resultados-encuestas-de-salida-presidencia-de-mexico-2024	200	158077	cf47db16c333a940bbf9939ab401a088cf3bec858de517d5af626a760d61cedd	HTML-TITULO:Resultados encuestas de salida elecciones presidenciales 2024	2026-09-24T20:33:01Z	EXISTE-NO-SATISFACE	Pagina real bajada integra confirma encuestas de salida 2024 (Enkoll: Sheinbaum 58%, Galvez 29%, Maynez 11%, agregados nacionales) pero no contiene desglose por edad 18-29 ni las cifras 57%/22%/21% citadas por el report; no satisface la pieza.	1
ENDIREH-TABULADO_2021	1	WAYBACK-ID	https://web.archive.org/web/20260823114705id_/https://www.inegi.org.mx/programas/endireh/2021/	200	4276	f00c472f06423518620015807aa7af8a3bbce7e4ec5dd3eda3d24aa2b0f0a73c	HTML-TITULO:Encuesta Nacional sobre la Dinámica de las Relaciones en los Hogares (ENDIREH) 2021	2026-09-24T20:33:57Z	EXISTE-NO-SATISFACE	Captura Wayback (20260823114705) del portal INEGI ENDIREH 2021, identidad correcta (Dataset schema.org). Es un tablero/dashboard que renderiza cifras via JS; el 39.9%/13.6% agregado citado en PAREJA-014 no aparece en el HTML estatico capturado.	2
ENIGH-TABULADO_2024	1	API-PORTAL	NO-APLICA	NO-APLICA	0		VACIO	2026-09-24T20:12:43Z	NO-ACCESIBLE	ola reservada (E.6): constancia pendiente de apertura. ENIGH 2024 es ola RESERVADA bajo E.6; no se descarga ni se lee el tabulado/comunicado.	1
ENOE-BOLETIN_2024-2025	1	CABECERAS-LINUX	https://www.inegi.org.mx/programas/enoe/15ymas/	200	5765	dad5c95cbaa369078d8bf89524781b8b482a255da59a5a365d304bba78c1e0fc	HTML-TITULO:Encuesta Nacional de Ocupación y Empleo (ENOE), población de 15 años y más de edad	2026-09-24T20:33:57Z	EXISTE-NO-SATISFACE	Portal general del programa ENOE de INEGI, identidad correcta. Es la pagina de programa (5765B), no el boletin mensual especifico de diciembre 2024 (participacion economica por sexo) ni el de marzo 2025 (informalidad laboral por sexo) citados en VEJEZ-025/026; los boletines especificos no se localizaron en este lote.	2
ENSU-BOLETIN_SIN-OLA	1	CABECERAS-LINUX	https://www.inegi.org.mx/programas/ensu/	200	4196	c0441b6b4a7c7a9e0e2dd45c9b96a463206adc54c930742918037ceca6943902	HTML-TITULO:Encuesta Nacional de Seguridad Publica Urbana (ENSU)	2026-09-24T20:19:46Z	EXISTE-NO-SATISFACE	Pagina de programa INEGI real (shell SPA), confirma existencia de ENSU, pero no trae el boletin especifico ni el modulo de contacto con autoridad/corrupcion que pide la hoja (ola no especificada por el report).	1
GINI-PIB-SERIES_SIN-OLA	1	OPENALEX	https://doi.org/10.4337/9781848447486.00031		0			2026-09-24T20:33:57Z	NO-ACCESIBLE	Jordahl, H. (2009) 'Economic Inequality', capitulo en Handbook (Edward Elgar), DOI 10.4337/9781848447486.00031 confirmado por Crossref/OpenAlex. Cerrado (sin best_oa_location); IDENTIFICADO por metadatos, no descargado (muro Elgaronline).	2
GINI-PIB-SERIES_SIN-OLA	2	CABECERAS-LINUX	https://ourworldindata.org/grapher/economic-inequality-gini-index?country=MEX	200	91814	af9bb9a7e1ba6fe55ab28eb42e6e259a3089711ea5223a0a6b053569b6f84cc7	HTML-TITULO:Gini coefficient | Gini coefficient - World Bank | Our World in Data	2026-09-24T20:33:57Z	EXISTE-SATISFACE	Pagina Our World in Data del coeficiente Gini (fuente World Bank), filtrable a Mexico; satisface la serie Gini historica mencionada en SINT-012. El Gini/PIB per capita estatal de fuente INEGI no fue verificado en este lote (bloqueo INEGI, ver otras filas de este mismo bitacora).	2
HOFSTEDE_SIN-OLA	1	WAYBACK-ID	https://web.archive.org/web/20260327120503id_/https://www.hofstede-insights.com/country-comparison-tool?countries=mexico	200	131	288d2950ca2fedac922db8584df6562c7e2390236b63263a5d6ae97911dd6f80	HTML-TITULO:redirect-js-lander	2026-09-24T20:28:17Z	EXISTE-NO-SATISFACE	Esta captura con querystring es solo un stub JS que redirige a /lander?countries=mexico; no trae contenido.	1
HOFSTEDE_SIN-OLA	2	WAYBACK-ID	https://web.archive.org/web/20230508100721id_/https://www.hofstede-insights.com/country-comparison-tool	200	283418	20612de781e6476f474d4b140780cb3999c73055674bf11e27af653955e359e2	HTML-TITULO:Country comparison tool	2026-09-24T20:28:17Z	EXISTE-SATISFACE	Captura Wayback 2023 de la herramienta comparativa de Hofstede Insights: pagina real (no stub) con 'Mexico', 'Indulgence' e 'IVR' presentes; confirma el indice de Indulgencia (IVR) de Hofstede Insights citado por la hoja, sin ano unico de levantamiento (compuesto historico) tal como declara la pieza.	1
INEGI-INFORMALIDAD_SIN-OLA	1	CABECERAS-LINUX	https://www.inegi.org.mx/temas/informalidad/	200	13370	4af72939ac4754fa4016f0321f70562df5fcc4440cb3c70c6908fd524a017629	SOFT-404	2026-09-24T20:33:57Z	NO-ENCONTRADO	La ruta /temas/informalidad/ NO-ENCONTRADO (pagina 'Pagina no encontrada' de INEGI, titulo real de error, no reto). Ruta corregida probada a continuacion.	2
INEGI-INFORMALIDAD_SIN-OLA	2	CABECERAS-LINUX	https://www.inegi.org.mx/temas/empleo/	200	3030	6ad0a066fa05c9a419255ae01f2953910c437be67d3dfea7e3e31ed171ac4363	HTML-TITULO:Empleo y ocupación	2026-09-24T20:33:57Z	EXISTE-NO-SATISFACE	Portal tematico INEGI 'Empleo y ocupacion' (menciona explicitamente 'sector informal, informalidad laboral' en su descripcion), identidad real y relacionada con TRAB-020, pero es landing general sin el indicador de informalidad laboral por entidad especifico citado en la pieza.	2
INEGI-PIBT_2025-2026	1	API-PORTAL	https://www.datos.gob.mx/api/3/action/package_search?q=PIB+trimestral+INEGI	000	0		ERROR-CURL	2026-09-24T20:20:21Z	NO-ACCESIBLE	CKAN datos.gob.mx bloquea con Access Denied de Akamai edge; no localiza el boletin INEGI 93/26 PIBT por esta ruta.	1
INEGI-PIBT_2025-2026	2	WEBSEARCH	https://www.inegi.org.mx/contenidos/saladeprensa/boletines/2026/pibt/pib_Pconst2026_02.pdf	200	367619	12b3aa4d35578a72e1c2539dd3085f50ea0694f6d1d3445be5af341ec0c34fbf	PDF-OK	2026-09-24T20:21:46Z	EXISTE-SATISFACE	Boletin de Indicador 93/26, PIB Trimestral 4o trim 2025: PDF real, contiene textualmente 0.9% trimestral y 1.8% anual, coincide exacto con la pieza pedida por la hoja.	1
NATALIDAD_2016-2024	1	CABECERAS-LINUX	https://www.inegi.org.mx/temas/natalidad/	200	3369	b17981797dbb6c80142d57d88eb4d835afd83b1e1473caf8a2e9b23d8e585fe6	HTML-TITULO:Natalidad y fecundidad	2026-09-24T20:33:57Z	EXISTE-NO-SATISFACE	Portal tematico INEGI 'Natalidad y fecundidad', identidad correcta (fecundidad, anticoncepcion, distribucion geografica de nacimientos). Es landing general (3369B); no contiene el valor puntual 1.89 en 2024 ni el anio de cruce del nivel de reemplazo citados en VEJEZ-001.	2
NUPCIALIDAD_SIN-OLA	1	CABECERAS-LINUX	https://www.inegi.org.mx/temas/nupcialidad/	200	3316	3a9fb4034fd18c95ce622724f41546d3987951749a8aede6256192e67ca26935	HTML-TITULO:Nupcialidad	2026-09-24T20:19:46Z	EXISTE-NO-SATISFACE	Pagina tema INEGI real (shell SPA biinegi), confirma que la serie de Nupcialidad existe en INEGI tal como decia la hoja, pero no trae la cifra especifica -30% citada por el report (contenido cargado via JS).	1
OECD-BLI_SIN-OLA	1	WAYBACK-ID	https://web.archive.org/web/20250615111515id_/https://www.oecdbetterlifeindex.org/countries/mexico/	200	56168	417e5e4062cbc3eb8cefd989ae1f09eb554b30f4255023c7f97d1533ed2b520c	HTML-TITULO	2026-09-24T20:33:57Z	EXISTE-SATISFACE	Captura Wayback (20250615111515) del OECD Better Life Index, pagina Mexico, con contenido real 'Better Life Index' verificado. El acceso directo (oecdbetterlifeindex.org) esta bloqueado por reto Cloudflare 'Just a moment...' (ver intento CABECERAS-LINUX). La encuesta no identificada para 90%/54%/61% sigue sin localizarse.	2
OECD-BLI_SIN-OLA	2	CABECERAS-LINUX	https://www.oecdbetterlifeindex.org/countries/mexico/	403	5760	271a4db096372e81e8ed1f14376225c4d23f26286ff7ae8e2166e2e11274302e	RETO-CLOUDFLARE	2026-09-24T20:33:57Z	NO-ACCESIBLE	Acceso directo bloqueado por reto Cloudflare 'Just a moment...'; se resolvio via Wayback (intento anterior).	2
OECD-FAMILY_SIN-OLA	1	CABECERAS-LINUX	https://www.oecd.org/els/family/database.htm	403	5685		RETO-CLOUDFLARE	2026-09-24T20:29:30Z	NO-ACCESIBLE	oecd.org bloquea con reto Cloudflare (403, titulo Just a moment...); confirmado por cadena literal cloudflare en el HTML.	1
OECD-FAMILY_SIN-OLA	2	WAYBACK-ID	https://web.archive.org/web/20240628062925id_/https://www.oecd.org/els/family/database.htm	200	15254	18754fd70557d7998f31989fa7dc78d50f5517ba8d27137f9babe7ac290e49b0	HTML-TITULO:OECD Family Database - OECD	2026-09-24T20:29:30Z	EXISTE-SATISFACE	Captura Wayback (jun-2024) de OECD Family Database, pagina real con menciones a 'Family Database'; confirma existencia del candidato citado por la hoja (edad de salida del hogar por pais, indicador CO3.4/SF).	1
RESEARCH-LAND-CESOP_2026	1	WEBSEARCH	https://fastcompany.mx/2026/03/19/policia-y-politicos-entre-organismos-mayor-desconfianza-mexico/	200	81336	42837be31fac3afe78d606bcf8db4c50c96c78c6e68ec11d7343bde1f2140e34	HTML-TITULO:Publican la encuesta Confianza en las instituciones 2026	2026-09-24T20:33:57Z	EXISTE-NO-SATISFACE	Cobertura periodistica real (fastcompany.mx, 19/mar/2026) de la encuesta 'Confianza en las Instituciones 2026' de Research Land (agencia de Grupo UPAX), segunda edicion, con el diferencial de confianza por institucion. Confirma que la encuesta es real y reciente, pero no es la ficha tecnica/tabulado completo (encuesta privada de Research Land, no publicada integramente); el candidato CESOP sigue sin identificar.	2
SALARIO-REAL_SIN-OLA	1	WEBSEARCH	NO-APLICA	NO-APLICA	0		VACIO	2026-09-24T20:31:58Z	NO-ENCONTRADO	Busqueda ('STPS Banxico ENOE salario real Mexico caida -21% vivienda misma ventana') no localiza una serie o comunicado que produzca -21% en la ventana pedida; aparece candidato general 'BOLETIN DE INDICADOR 636/25 ENCUESTA NACIONAL DE OCUPACION Y EMPLEO (ENOE)' (inegi.org.mx/contenidos/saladeprensa/boletines/2025/enoe/enoe2025_11.pdf) pero no se confirmo que contenga la cifra exacta ni el periodo citados.	1
SEP-PRINCIPALES-CIFRAS_2024-2025	1	WAYBACK-ID	https://web.archive.org/web/20260902003031id_/https://www.planeacion.sep.gob.mx/principalescifras/	200	20204	5dbb8d167895fe7390b61e31d9d5e78325146fce822b5cbe43d40523a76cb1a6	HTML-TITULO	2026-09-24T20:33:57Z	EXISTE-NO-SATISFACE	CURL-EXE-WINDOWS NO-INTENTADO-POR-ESTE-AGENTE: acceso directo a planeacion.sep.gob.mx da curl (60) 'unable to get local issuer certificate' (cadena TLS incompleta, documentado en la receta). Captura Wayback (20260902003031) recupera el portal 'Principales Cifras' real, con el control DDLSostenimiento (filtro por sostenimiento) presente, pero es una pagina ASP.NET dinamica: el desglose exacto de matricula por sostenimiento en basica se carga por postback/JS y no aparece en el HTML estatico capturado.	2
SEP-PRINCIPALES-CIFRAS_2024-2025	2	CABECERAS-LINUX	https://planeacion.sep.gob.mx/principalescifras/				ERROR-CURL	2026-09-24T20:33:57Z	NO-ACCESIBLE	curl: (60) SSL certificate OpenSSL verify result: unable to get local issuer certificate. CURL-EXE-WINDOWS NO-INTENTADO-POR-ESTE-AGENTE.	2
SERIE-MACRO_SIN-OLA	1	WEBSEARCH	NO-APLICA	NO-APLICA	0		VACIO	2026-09-24T20:12:52Z	NO-ENCONTRADO	La hoja declara pieza=no aplica (serie macroeconomica), sin candidato ni instrumento nombrado: no hay documento primario que localizar en esta fila.	1
SESNSP-VCM_2015-2025	1	CABECERAS-LINUX	https://www.gob.mx/sesnsp/documentos/informe-de-violencia-contra-las-mujeres-incidencia-delictiva-y-llamadas-de-emergencia-9-1-1-febrero-2019	200	1881	8190276ae8ebea11b70a556f1cea958a10ff7f5de3b0a5aa986bea8629b148a9	RETO-CLOUDFLARE	2026-09-24T20:33:57Z	NO-ACCESIBLE	gob.mx sirve un reto de tipo bot-wall ('Challenge Validation', verify-url en gob.mx, similar a los patrones descritos en la receta para .gob.mx) en vez del documento. Se intento Wayback (sin capturas disponibles para esta URL exacta: archived_snapshots vacio).	2
