id_afirmacion	procedencia_evidencia	dominio	busqueda_a13	procedencias_minimas	falsador
ASTRA5-U0-GENOM-001	(a) primaria México	GENOMICA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:genomica:L29; repetición L11,L43	Cambiaría si la tabla o figura primaria de Barberena-Jonas et al., Nature Medicine 2026, DOI 10.1038/s41591-025-04100-z, Mexican Biobank/MexVar da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-GENOM-002	(a) primaria México	GENOMICA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:genomica:L29; repetición L11,L43	Cambiaría si la tabla o figura primaria de Barberena-Jonas et al., Nature Medicine 2026, DOI 10.1038/s41591-025-04100-z, Mexican Biobank/MexVar da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-GENOM-003	mixta: cohorte CDMX (a) comparada con UK Biobank (c)	GENOMICA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:genomica:L31; repetición L12,L43	Cambiaría si la tabla o figura primaria de Wen et al., Nature Genetics 2025, DOI 10.1038/s41588-025-02085-6, MCPS vs UKB da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-GENOM-004	(c) evidencia extranjera: UK Biobank	GENOMICA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:genomica:L45; repetición L15,L51	Cambiaría si la tabla o figura primaria de Martin et al., Nature Genetics 2019 DOI 10.1038/s41588-019-0379-x; prepublicación bioRxiv 2018 DOI 10.1101/441261, figur da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-HUM-001	(a) primaria México	HUMOR	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:humor:L16; repetición L5,L53,L62	Cambiaría si la tabla o figura primaria de World Happiness Report 2025, Gallup World Poll 2022–2024 da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-HUM-002	(a) primaria México	HUMOR	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:humor:L16; repetición L5,L53,L62	Cambiaría si la tabla o figura primaria de World Happiness Report 2024, Gallup World Poll 2021–2023 da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-HUM-003	(a) primaria México	HUMOR	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:humor:L16; repetición L5,L53,L62	Cambiaría si la tabla o figura primaria de WHR 2024 (2021–2023) frente a WHR 2025 (2022–2024) da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-HUM-004	mixta: promedio regional 17 países y México	HUMOR	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:humor:L16; repetición L5	Cambiaría si la tabla o figura primaria de Latinobarómetro 2024, entrevistas cara a cara agosto-octubre 2024, 17 países da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-HUM-005	(a) primaria México	HUMOR	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:humor:L16; repetición L5	Cambiaría si la tabla o figura primaria de Latinobarómetro 2024, entrevistas cara a cara agosto-octubre 2024, 17 países da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-HUM-006	(a) primaria México	HUMOR	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:humor:L16; repetición L5	Cambiaría si la tabla o figura primaria de Latinobarómetro 2024, entrevistas cara a cara agosto-octubre 2024, 17 países da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-HUM-007	(a) primaria México	HUMOR	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:humor:L18; repetición L4,L64	Cambiaría si la tabla o figura primaria de DataReportal Digital 2025: Mexico, corte enero 2025, fuentes de alcance publicitario y análisis Kepios da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-004	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L18; repetición L4,L47-L48,L55	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENIGH 2024 nueva serie, reporte de resultados 23/25 de 30-jul-2025 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-MER-005	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L18; repetición L4,L47-L48,L55	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENIGH 2024 nueva serie, reporte de resultados 23/25 de 30-jul-2025 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-MER-006	(a) primaria México	CONFIANZA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L26; repetición L5,L48-L49	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENCIG 2025, captación 31-oct a 16-dic-2025 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-MER-007	(a) primaria México	CONFIANZA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L26; repetición L5,L48-L49	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENCIG 2025, captación 31-oct a 16-dic-2025 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-MER-008	(a) agregado internacional de percepción sobre México (expertos/empresarios)	CONFIANZA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L26; repetición L5,L48-L49	Cambiaría si la tabla o figura primaria de Transparency International, Índice de Percepción de la Corrupción 2025, publicado 10-feb-2026 da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-009	(a) primaria México	CONFIANZA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L26; repetición L5,L48-L49	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENCIG 2025, captación 31-oct a 16-dic-2025 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-MER-010	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L16; repetición L4,L47-L48,L54-L55	Cambiaría si la tabla o figura primaria de INEGI Pobreza Multidimensional 2024, reporte de resultados 27/25 y nota técnica, 13-ago-2025 da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-011	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L16; repetición L4,L47-L48,L54-L55	Cambiaría si la tabla o figura primaria de INEGI Pobreza Multidimensional 2024, reporte de resultados 27/25 y nota técnica, 13-ago-2025 da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-012	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L16; repetición L4,L47-L48,L54-L55	Cambiaría si la tabla o figura primaria de INEGI Pobreza Multidimensional 2024, reporte de resultados 27/25 y nota técnica, 13-ago-2025 da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-013	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L12; repetición L4,L38,L47-L48	Cambiaría si la tabla o figura primaria de CEEY ESRU-EMOVI 2023, Informe de movilidad social en México 2025 (comunicado 30-jun-2025) da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-014	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L12; repetición L4,L38,L47-L48	Cambiaría si la tabla o figura primaria de CEEY ESRU-EMOVI 2023, Informe de movilidad social en México 2025 (comunicado 30-jun-2025) da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-015	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L12; repetición L4,L38,L47-L48	Cambiaría si la tabla o figura primaria de CEEY ESRU-EMOVI 2023, Informe de movilidad social en México 2025 (comunicado 30-jun-2025) da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-016	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L12; repetición L4,L38,L47-L48	Cambiaría si la tabla o figura primaria de CEEY ESRU-EMOVI 2023, Informe de movilidad social en México 2025 (comunicado 30-jun-2025) da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-017	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L13; repetición L10-L12	Cambiaría si la tabla o figura primaria de CEEY ESRU-EMOVI 2023, Informe de movilidad social en México 2025: la ruta hacia la inclusión financiera da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-018	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L13; repetición L10-L12	Cambiaría si la tabla o figura primaria de CEEY ESRU-EMOVI 2023, Informe de movilidad social en México 2025: la ruta hacia la inclusión financiera da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-019	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L28; repetición L6,L38,L50	Cambiaría si la tabla o figura primaria de Mijs y Hoy, experimento de encuesta México 2017 publicado en Social Problems 2021, DOI 10.1093/socpro/spaa059 da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-020	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L28; repetición L6,L38,L50	Cambiaría si la tabla o figura primaria de Mijs y Hoy, experimento de encuesta México 2017 publicado en Social Problems 2021, DOI 10.1093/socpro/spaa059 da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-021	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L28; repetición L6,L38,L50	Cambiaría si la tabla o figura primaria de Mijs y Hoy, experimento de encuesta México 2017 publicado en Social Problems 2021, DOI 10.1093/socpro/spaa059 da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-MER-022	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:merito:L28; repetición L6,L38,L50	Cambiaría si la tabla o figura primaria de Mijs y Hoy, experimento de encuesta México 2017 publicado en Social Problems 2021, DOI 10.1093/socpro/spaa059 da otra cifra, otro denominador o otro universo que el contratado; una réplica con muestra distinta no la refuta, pero ninguna cifra se traslada a México sin muestra mexicana.
ASTRA5-U0-POL-001	(a) primaria México	CONFIANZA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:politica:L14, Hallazgo 1	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de AmericasBarometer/LAPOP México 2023 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-POL-002	(a) primaria México	VIOLENCIA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:politica:L16	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENVIPE 2025, módulo de victimización para delitos de 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TEC-001	(a) primaria México	TECNOLOGIA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tecnologia:L17; corrección de alcance L94	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENDUTIH 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TEC-002	(a) primaria México	TECNOLOGIA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tecnologia:L6 TL;DR; L17 hallazgo 3; L94 patrón 3	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENDUTIH 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TEC-003	(a) primaria México	TECNOLOGIA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tecnologia:L17 hallazgo 3; L94 patrón 3; L120 segmentación	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENDUTIH 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TEC-004	(a) primaria México	TECNOLOGIA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tecnologia:L17 hallazgo 3; L94 patrón 3	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENDUTIH 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TEC-005	(a) primaria México	TECNOLOGIA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tecnologia:L94 patrón 3; INEGI comunicado 57/25 p.2	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENDUTIH 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TEC-006	(a) primaria México	TECNOLOGIA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tecnologia:L94 patrón 3; INEGI comunicado 57/25 p.2	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENDUTIH 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TEC-007	(a) primaria México	TECNOLOGIA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tecnologia:L6 TL;DR; L17 hallazgo 3; L94 patrón 3	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENDUTIH 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TEC-008	(a) primaria México	TECNOLOGIA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tecnologia:L94 patrón 3; L120 segmentación explícita	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENDUTIH 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TEC-009	(a) primaria México	TECNOLOGIA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tecnologia:L121 segmentación explícita	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENDUTIH 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TEC-010	(a) primaria México	RURAL_INDIGENA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tecnologia:L94 patrón 3; L121 segmentación	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENADID 2023 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TIME-001	(a) primaria México	TIEMPO	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tiempo:L13	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENIF 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TIME-002	(a) primaria México	TIEMPO	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tiempo:L20; §3 Mapa de evidencia	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de ENUT 2024 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TIME-003	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tiempo:L63; repetición L134	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de INEGI Pobreza Multidimensional 2024, reporte 27/25 de 13-ago-2025 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TIME-004	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tiempo:L63; repetición L134	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de INEGI Pobreza Multidimensional 2024, reporte 27/25 de 13-ago-2025 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TIME-005	(a) primaria México	MOVILIDAD	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:tiempo:L63; repetición L134	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de INEGI Pobreza Multidimensional 2024, reporte 27/25 de 13-ago-2025 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TRUST-001	(a) primaria México	CONFIANZA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:confianza:L9, hallazgo 1; L47 y L71	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de World Values Survey ola 7, México enero-mayo 2018 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
ASTRA5-U0-TRUST-002	(a) primaria México	CONFIANZA	Lectura documental de la sesión Codex del 23/sep (fuente primaria leída y hasheada; ver estado-u0-2026-09-23.md y hoja-adquisicion.md); sin registro de búsqueda por fila	LOC:politica:L36, hallazgo 12; deduplicado con report de confianza L3/L11	Cambiaría si un RESULT GEN2 que reproduzca el mismo reactivo, código, universo y ola de World Values Survey ola 7, México enero-mayo 2018 cae fuera del valor publicado más su IC de diseño, o si el denominador real difiere del contratado.
