id_afirmacion	dominio	report	estado_hoja	existencia_documento	pieza_o_razon	instrumento_ola	propietario	prioridad
ASTRA5-U0-TRUST-033	CONFIANZA	corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Es un mecanismo causal (religión → confianza institucional) sin diseño de identificación en los instrumentos recorridos; ninguno del corpus (WVS, ENCIG, ENVIPE) permite aislar catolicismo de otros confusores nacionales. No se identificó instrumento tras este recorrido; no equivale a imposibilidad universal.	No aplica	ASTRA5-U3	4
ASTRA5-U0-TRUST-034	AUTORIDAD	corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO; U0 no abrió microdato	Bardhan (1997), marco teórico (sin ficha completa)	ASTRA5-U3	3
ASTRA5-U0-CLASE-001	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	documento INEGI ‘Cuantificando la Clase Media en México 2010-2020’ (cm_desarrollo.pdf) registrado en el manifiesto, con sha256. Registrar cm_desarrollo.pdf en el manifiesto con sha256 y cotejar cifras exactas (tabla de evolución 2010-2020).	INEGI, “Cuantificando la Clase Media en México 2010-2020” (nov. 2021), basado en ENIGH 2010-2020	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-002	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	artículo académico de Teruel et al. sobre clase media/seguridad económica con metodología CONEVAL, con DOI/URL y año exacto de corte, registrado con sha256. Localizar el DOI exacto del artículo de Teruel et al. y registrar en manifiesto	Teruel et al., estudio académico basado en metodología e indicadores CONEVAL (clases latentes)	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-003	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO	De las Heras Demotecnia (encuesta), publicada en Forbes México; ola/año no confirmados en este lote	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-004	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	artículo/base de Parametría ‘La clase media como identidad política en México: análisis de las elecciones de 2021’ con n, ponderación y texto exacto del reactivo de autoidentificación, registrado con sha256. Registrar el artículo/base de Parametría 2021 con sha256	Parametría, encuesta de salida, elecciones federales 6-jun-2021	ASTRA5-U3	3
ASTRA5-U0-CLASE-005	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Es una atribución/síntesis del propio report sobre sus filas 001-004 (medidas de fuentes/universos distintos), no una medición nueva. Ningún instrumento recorrido pregunta ‘identidad aspiracional’ como constructo unificado y comparable entre esas tres fuentes en la misma muestra: u0busca -q ‘clase media|identidad de clase’ → 0 aciertos con texto de reactivo (314,256 identidades revisadas, 9 tablas	No aplica (síntesis editorial del report, no un instrumento).	ASTRA5-MESA-MOVILIDAD	4
ASTRA5-U0-CLASE-006	TRABAJO	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	enoe_2025_4t_microdatos|e675b41bde4fb3c183a0abd067738109c6aaf30ed314bc9fc548669fb8a1565d|raíz data_raw; U0 no abrió microdato	ENOE 2025 T4, cuestionario básico v7 (mismo instrumento que ASTRA5-U0-ENOE-001, ola distinta)	ASTRA5-U1	1
ASTRA5-U0-CLASE-007	SALUD_MENTAL	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Atribución causal de estructura a estado psicológico sin instrumento que mida el estado mismo. Búsqueda: u0busca -q ‘miedo a caer|temor a caer|miedo a perder’ → 0 aciertos con texto (314,256 identidades, 9 tablas); u0busca -q ‘ansiedad de estatus|ansiedad social’ → 0 aciertos. No se identificó instrumento tras este recorrido; no equivale a imposibilidad universal (podría existir una escala mexican	No aplica (síntesis del report).	ASTRA5-MESA-SALUD_MENTAL	4
ASTRA5-U0-CLASE-008	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	La matriz Q1→Q1/Q5 citada (filas 008-009) es intergeneracional y no observa caída anual intrageneracional desde clase media. Un panel de hogares existe en el corpus (ENNVIH 2002/2005/2009; ENASEM 2018/2021/2024, u0mf --busca ennvih / enasem) que en principio podría derivar transiciones de ingreso entre olas, pero ningún CALC ni RESULT del corpus lo hace hoy para esta pregunta y este lote no comput	No aplica (síntesis).	ASTRA5-MESA-MOVILIDAD	4
ASTRA5-U0-CLASE-009	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	PDF del libro/informe del Banco Mundial registrado con sha256 y el rango exacto superior de ‘clase media’ (¿US$50?) cotejado. Registrar el informe del Banco Mundial (Ferreira et al. 2013) con sha256	Ferreira, Messina, Rigolini, Lopez-Calva, Lugo, Vakis (2013), ‘Economic Mobility and the Rise of the Latin American Middle Class’, Banco Mundial	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-010	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Atribución/síntesis que recombina el marco importado (fila 011) con la cifra de otra metodología (fila 002) sin una tabulación mexicana propia bajo los umbrales PPP de Ferreira citada por el report en este punto. u0mf --busca banco_mundial/ferreira → 0 registrados en manifiesto; no se identificó una tabulación mexicana bajo ese esquema tras este recorrido; no equivale a imposibilidad universal.	No aplica.	ASTRA5-MESA-MOVILIDAD	4
ASTRA5-U0-CLASE-011	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	página/tabla exacta de colorismo dentro de ceey_movilidad2025.pdf, y registro del documento en el manifiesto. Confirmar página/tabla exacta de colorismo en ceey_movilidad2025.pdf y registrar el documento en el manifiesto junto con MER-013/014.	CEEY ESRU-EMOVI 2023, Informe de movilidad social en México 2025 (mismo documento que ASTRA5-U0-MER-013/014, otra tabla)	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-012	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	informe/tabulados de resultados MMSI 2016 (INEGI) que reporten el % de piel clara/oscura en puestos directivos, y la base de datos MMSI 2016 si se quiere reproducir. Registrar el informe de resultados o la base de datos MMSI 2016 (INEGI) con el % exacto de piel clara/oscura por puesto directivo.	INEGI, Módulo de Movilidad Social Intergeneracional (MMSI) 2016	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-013	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Es un marco tipológico del report que recombina evidencia de tres fuentes distintas (Bravo, De la Calle-Rubio, CEEY/MMSI) sin una medición conjunta del peso relativo de cada vía. Ningún instrumento recorrido pregunta directamente por el peso relativo de consumo/credencial/origen en el estatus de la misma persona; no se identificó instrumento tras este recorrido; no equivale a imposibilidad univers	No aplica.	ASTRA5-MESA-MOVILIDAD	4
ASTRA5-U0-CLASE-014	DINERO	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	informe primario de Bravo ‘Perfil del Deudor Mexicano 2025’ con metodología de muestreo de la cartera, registrado con sha256. Registrar el informe primario de Bravo con sha256	Bravo (antes Resuelve tu Deuda), informe ‘Perfil del Deudor Mexicano 2025’	ASTRA5-MESA-DINERO	3
ASTRA5-U0-CLASE-015	DINERO	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Atribución de motivo (‘aparentar’) a la cifra de deuda de la fila 016; ningún instrumento recorrido pregunta directamente la motivación de señalización de estatus vía crédito. u0busca -q ‘vivienda propia|Infonavit|credito hipotecario’ → 94 aciertos, todos preguntas de USO/pago de crédito (ENIF), ninguna de motivación de señalización. No se identificó instrumento tras este recorrido; no equivale a 	No aplica.	ASTRA5-MESA-DINERO	4
ASTRA5-U0-CLASE-016	CONOCIMIENTO	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	PDF SEP ‘Principales cifras del sistema educativo nacional 2024-2025’ leído y registrado con sha256, con el desglose exacto de matrícula por sostenimiento en básica. Reintentar la lectura del PDF SEP (posible problema de certificado del sitio, no del sandbox) o buscar el tabulado interactivo INEGI de matrícula por sostenimiento	SEP, ‘Principales cifras del sistema educativo nacional 2024-2025’ (Dirección General de Planeación, Programación y Estadística Educativa)	ASTRA5-MESA-CONOCIMIENTO	3
ASTRA5-U0-CLASE-017	CONOCIMIENTO	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO	De la Calle, L. y Rubio, L. (2010), ‘Clasemediero: pobre no más, desarrollado aún no’	ASTRA5-MESA-CONOCIMIENTO	3
ASTRA5-U0-CLASE-018	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	enbiare2021_bd_csv_zip|afe9013a4cc26538dfe81da686f0d09e756a7d0e2fc407cd22f596fd53c0f354|raíz data_raw; U0 no abrió microdato	ENBIARE 2021 (Encuesta Nacional de Bienestar Autorreportado), INEGI	ASTRA5-MESA-MOVILIDAD	2
ASTRA5-U0-CLASE-019	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	REUTILIZAR	COMPROBADA-O-NO-APLICA	enbiare2021_bd_csv_zip|afe9013a4cc26538dfe81da686f0d09e756a7d0e2fc407cd22f596fd53c0f354|raíz data_raw; U0 no abrió microdato	ENBIARE 2021, INEGI	ASTRA5-MESA-MOVILIDAD	2
ASTRA5-U0-CLASE-020	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Los ítems PI2/PI5 de ENBIARE (filas 020-021) no preguntan por vivienda propia ni Infonavit; son percepción general de patrimonio/nivel de vida. Búsqueda: u0busca -q ‘vivienda propia|Infonavit|credito hipotecario’ → 94 aciertos, todos de ENIF (uso/pago de crédito hipotecario), ninguno enmarca la vivienda como ‘ancla emocional’. No se identificó instrumento tras este recorrido; no equivale a imposib	No aplica.	ASTRA5-MESA-MOVILIDAD	4
ASTRA5-U0-CLASE-021	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	nota metodológica AMAI 2024 (PDF) registrada con sha256. Registrar la nota metodológica AMAI 2024 con sha256.	AMAI (Asociación Mexicana de Agencias de Inteligencia de Mercado y Opinión), ‘Nota Metodológica NSE AMAI 2024’ v6	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-022	POLITICA	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	artículo/base de Parametría 2021 con la especificación exacta del modelo (variables de control) que sustenta ‘efecto nulo’, registrado con sha256. Registrar el artículo de Parametría 2021 con sha256 y cotejar la especificación del modelo que sustenta ‘efecto nulo’ frente a la distribución marginal por clase.	Parametría, encuesta de salida, elecciones federales 6-jun-2021 (mismo documento que la fila 004)	ASTRA5-U3	3
ASTRA5-U0-CLASE-023	POLITICA	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	metodología completa de la encuesta de salida El Financiero 2024 (definición de estratos de clase), registrada con sha256. Registrar la metodología completa de El Financiero 2024 (definición de clase media/baja/alta) con sha256.	El Financiero, encuesta de salida, elección federal 2-jun-2024	ASTRA5-U3	3
ASTRA5-U0-CLASE-024	POLITICA	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Síntesis que recombina las filas 024 y 025 (dos elecciones, dos metodologías distintas) en una sola generalización; no es una medición nueva sino una atribución/generalización del report. No corresponde fusionar ambos estudios en un único estimador sin un modelo que armonice sus metodologías.	No aplica.	ASTRA5-U3	4
ASTRA5-U0-CLASE-025	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO	Banco Mundial, informe/nota sobre impacto de COVID-19 en la clase media de México (2020 o posterior); documento exacto no identificado en este lote	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-026	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Atribución causal (pandemia → caída de clase media) sin diseño contrafactual citado por el report; es la opinión de un economista, no una estimación de efecto causal con comparación válida. Ningún instrumento recorrido en este lote permite aislar el efecto de la pandemia de otros factores sobre el índice de clase media 2018-2020.	Declaración de César Salazar, Instituto de Investigaciones Económicas, UNAM (medio de prensa no identificado en este lote)	ASTRA5-MESA-MOVILIDAD	4
ASTRA5-U0-CLASE-027	CONOCIMIENTO	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	artículo de Jaeger (1986) registrado con DOI/sha256. Registrar el artículo de Jaeger (1986) con DOI/sha256.	Jaeger, A.M. (1986), ‘Organization development and national culture: Where's the fit?’, Academy of Management Review, 11(2), pp.178-190	ASTRA5-MESA-CONOCIMIENTO	3
ASTRA5-U0-CLASE-028	CONOCIMIENTO	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Es la síntesis/tesis editorial del propio report sobre la composición muestral de la literatura psicológica previa (no una medición de un instrumento sobre México). No hay, en el corpus recorrido, un catálogo cuantificado de la composición socioeconómica de las muestras de Hofstede/GLOBE/WVS aplicadas a México que permita medir directamente esta tesis.	No aplica.	ASTRA5-MESA-CONOCIMIENTO	4
ASTRA5-U0-CLASE-029	SALUD_MENTAL	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	artículo/fuente exacta con DOI del estudio de 31 países, registrado con sha256. Localizar el DOI exacto del estudio de 31 países europeos citado y registrar con sha256.	Estudio transnacional (~2007) enmarcado en la teoría de la desigualdad/ansiedad de estatus de Wilkinson y Pickett (‘Spirit Level’); artículo/fuente exacta no identificada con DOI en este lote	ASTRA5-MESA-SALUD_MENTAL	3
ASTRA5-U0-CLASE-030	SALUD_MENTAL	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Atribución/síntesis que recombina cifras de fuentes y universos distintos (movilidad CEEY, informalidad ENOE, colorismo CEEY/MMSI, ansiedad de estatus europea) en una afirmación conjunta sobre ‘lo distintivamente mexicano’; ningún instrumento recorrido mide las cuatro variables juntas en la misma muestra mexicana.	No aplica.	ASTRA5-MESA-SALUD_MENTAL	4
ASTRA5-U0-CLASE-031	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO	Neri, M. (FGV), estudio sobre la ‘nova classe média’/clase C brasileña; documento exacto no identificado con DOI en este lote	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-032	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Es una analogía comparativa entre México y Brasil sin un instrumento ni modelo que mida ambos países en los mismos términos (mismo señalamiento de la ficha F14: ‘parecido con México es analogía no medición comparable’).	No aplica.	ASTRA5-MESA-MOVILIDAD	4
ASTRA5-U0-CLASE-033	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	página/gráfica exacta de ingreso por habitante 2016-2024 dentro de ese reporte, y registro del documento en el manifiesto. Confirmar en el reporte de resultados ENIGH 23/25 la página/gráfica de ingreso por habitante 2016-2024 y registrar el documento.	INEGI, ENIGH 2024 nueva serie, reporte de resultados (mismo documento identificado por ASTRA5-U0-MER-004 para el Gini, otra gráfica/página)	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-034	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Atribución causal (transferencias sociales → parte del descenso del Gini) que el propio contrato ASTRA5-U0-MER-004/005 excluye explícitamente de su alcance descriptivo (‘la atribución causal queda fuera del contrato descriptivo’; MER-005 sobre el Gini sin transferencias dice ‘no atribuir 0.059 a un programa o salario mínimo causalmente’). Ningún instrumento recorrido identifica ese efecto causal d	No aplica.	ASTRA5-MESA-MOVILIDAD	4
ASTRA5-U0-CLASE-035	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO	Comunicación del gobierno federal/Morena, con base en datos del Banco Mundial (documento exacto no identificado en este lote)	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-036	POLITICA	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	‘Individualista’ es un rasgo psicológico atribuido por un discurso político sin instrumento mexicano representativo citado que lo mida en la clase media específicamente; usar la dimensión de individualismo de Hofstede sería circular con la crítica de las filas 029-030 (muestra sesgada). No se identificó instrumento tras este recorrido; no equivale a imposibilidad universal.	No aplica.	ASTRA5-U3	4
ASTRA5-U0-CLASE-037	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	la nota de prensa exacta que da $23,451 y el tabulado de deciles V-VIII de ENIGH 2024 que la sustente, registrados con sha256. Identificar la nota de prensa/tabulado exacto que da $23,451 mensuales para el hogar de clase media urbana ENIGH 2024.	ENIGH 2024 (INEGI); pieza exacta de prensa no identificada en este lote	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-038	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO	Ríos, V. (2020), artículo de opinión, The New York Times (edición en español o inglés no especificada)	ASTRA5-MESA-CONOCIMIENTO	3
ASTRA5-U0-CLASE-039	MOVILIDAD	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	la especificación exacta del modelo (variables de control) que da ‘menos de 4%’, registrada junto con el documento. Cotejar la especificación exacta del modelo de Parametría que da el incremento de <4% en poder predictivo.	Parametría 2021 (mismo documento que filas 004/024)	ASTRA5-MESA-MOVILIDAD	3
ASTRA5-U0-CLASE-040	SALUD_MENTAL	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	localizar la sección/apartado exacto de bienestar subjetivo (satisfacción con la vida) y su cruce con capacidad de cubrir gastos en el FD de ENBIARE (u otra ola) o en los tabulados de resultados de INEGI. Repetir la búsqueda del ítem de satisfacción×gastos con otros patrones (p. ej. nemónicos de la sección de bienestar subjetivo de ENBIARE) o revisar tabulados de resultados de INEGI.	ENBIARE (INEGI), ola no especificada por el report; en este lote se buscó en ENBIARE 2021 (la única ola registrada en el manifiesto)	ASTRA5-MESA-SALUD_MENTAL	3
ASTRA5-U0-CLASE-041	POLITICA	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO (análisis de Nexos); resultados oficiales de alcaldías no cotejados contra el manifiesto en este lote	Resultados electorales oficiales CDMX 2021 (INE/IECM) + análisis de Nexos sobre gradiente de voto por percentil	ASTRA5-U3	3
ASTRA5-U0-CLASE-042	DINERO	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	SIN-ID-MANIFIESTO	CNBV (indicadores de Sofipos) y Banxico, Reporte de Estabilidad Financiera 2025; documentos exactos no identificados en este lote	ASTRA5-MESA-DINERO	3
ASTRA5-U0-CLASE-043	CONSUMO	corpus/reports/El_Clasemediero_Mexicano__Identidad__Ansiedad_de_Estatus_y_el_Miedo_Racional_a_Caer.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	Contenido normativo/recomendación (producto, crédito, educación, vivienda, salud, RH, política pública) sin desenlace observable propio; recombina y aplica los hallazgos ya dictaminados en las filas 001-045. Es recomendación, no medición, por definición del vocabulario cerrado de dictamen.	No aplica.	ASTRA5-MESA-CONSUMO	4
ASTRA5-U0-VIOL-001	VIOLENCIA	corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	comunicado INEGI ENSU 2025T3 (~140/25) y 2025T4 (~4/26) + cuestionario ENSU, registrar en manifiesto con página/tabla	ENSU 2025 T3 (comunicado de prensa, id ~140/25) y ENSU 2025 T4 (comunicado ~4/26)	ASTRA5-U3	3
ASTRA5-U0-VIOL-002	VIOLENCIA	corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	comunicado 562/24 (registrar PDF con página)	ENVIPE 2024 (comunicado 562/24, 19-sep-2024)	ASTRA5-U3	3
ASTRA5-U0-VIOL-003	VIOLENCIA	corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md	DOCUMENTACIÓN-SOLAMENTE	COMPROBADA-O-NO-APLICA	boletín ENSU 2025T3 (registrar con página)	ENSU 2025 T3	ASTRA5-U3	3
ASTRA5-U0-VIOL-004	VIOLENCIA	corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	recombina las filas violencia-ambiental-002/003 (percepción) con un 'riesgo objetivo' no medido en el mismo universo/unidad/ola; atribuir la brecha a exposición vicaria es una atribución causal sin contrafactual ni diseño de identificación en ENVIPE/ENSU/ENCIG recorridos; no se identificó instrumento tras este recorrido que mida 'riesgo objetivo comparable' junto con exposición vicaria en la misma	no aplica	ASTRA5-U3	4
ASTRA5-U0-VIOL-005	CONFIANZA	corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md	ADQUIRIR	COMPROBADA-O-NO-APLICA	documento de Research Land (2026) citado por el propio report en L109-111, o el boletín/tabulado oficial ENCIG23/ENCOAP23 que reproduzca 87.4/71.4/37.1/28.9 y 86.7/73.0	ENCIG 2023 (citado por el report) y ENCOAP 2023 (candidato real, INEGI/OCDE)	ASTRA5-U3	3
ASTRA5-U0-VIOL-006	CONFIANZA	corpus/reports/El_Efecto_Ambiental_de_la_Violencia_Crónica_en_México__Cómo_el_Miedo_Reorganiza_la_Conducta_Psicológica_de_la_Población.md	DESCARTAR-CON-RAZÓN	COMPROBADA-O-NO-APLICA	recombina la fila violencia-ambiental-005 (confianza) en una atribución causal (confianza baja -> autodefensa) sin contrafactual ni diseño de identificación en los instrumentos recorridos; componente descriptivo de confianza ya en fila 005	no aplica	ASTRA5-U3	4
