id_afirmacion	intento	ruta	url	http_code	bytes	sha256	estructura	fecha_utc	resultado_intento	nota	lote
ASTRA5-U0-VIOL-039	1	CABECERAS-LINUX-CAJA	https://anpec.mx	000	0		VACIO	2026-09-24T20:29:24Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-VIOL-039	2	CURL-EXE-WINDOWS	https://anpec.mx	000	0		VACIO	2026-09-24T20:29:35Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-VIOL-039	3	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fanpec.mx	200			JSON-OK	2026-09-24T20:29:42Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-VIOL-039	4	CABECERAS-LINUX-CAJA	https://www.canacoleon.org.mx	000	0		VACIO	2026-09-24T20:29:43Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-VIOL-039	5	CURL-EXE-WINDOWS	https://www.canacoleon.org.mx	000	0		VACIO	2026-09-24T20:29:54Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-VIOL-039	6	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fwww.canacoleon.org.mx	200			JSON-OK	2026-09-24T20:29:57Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-VIOL-039	7	CABECERAS-LINUX-CAJA	https://www.anpec.org.mx	000	0		VACIO	2026-09-24T20:29:58Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-VIOL-039	8	CURL-EXE-WINDOWS	https://www.anpec.org.mx	000	0		VACIO	2026-09-24T20:30:09Z	NO-ENCONTRADO	dominio candidato adivinado no resuelve DNS desde CAJA (Linux y Windows); curl rc=6	caja2
ASTRA5-U0-VIOL-039	9	WAYBACK-ID	https://archive.org/wayback/available?url=https%3A%2F%2Fwww.anpec.org.mx	200			JSON-OK	2026-09-24T20:30:16Z	NO-ENCONTRADO	Wayback sin captura de la URL; captura=ninguna	caja2
ASTRA5-U0-VIOL-039	10	CABECERAS-LINUX-CAJA	https://archive.org/wayback/available?url=anpec.mx	200	45	243f1d9e9a3265945b2ce8a9abbec5f334df2c0afbc2a72bb6c2906b89add53e	JSON-OK	2026-09-24T20:30:25Z	NO-ENCONTRADO	respuesta real revisada: no es la pieza	caja2
