clave	unidad	tipo	filas_o_contratos	razon
compass-4	LECTURA-ea74603e-01	G;F	ASTRA5-U0-CRPOP-049;ASTRA5-U0-CRPOP-050;ASTRA5-U0-CRPOP-051	
compass-4	LECTURA-ea74603e-02	G;F	ASTRA5-U0-CRPOP-048	
compass-4	LECTURA-ea74603e-03	G;F	ASTRA5-U0-CRPOP-045;ASTRA5-U0-CRPOP-046;ASTRA5-U0-CRPOP-047	
compass-4	LECTURA-ea74603e-04	G;F	ASTRA5-U0-CRPOP-050;ASTRA5-U0-CRPOP-052;ASTRA5-U0-CRPOP-053;ASTRA5-U0-CRPOP-061	
compass-4	LECTURA-ea74603e-05	G;F	ASTRA5-U0-CRPOP-054	DEDUP parcial: ASTRA5-U0-CRPOP-010 (componente Famsa/Crédito Real, ya filado en el forense base); compass-4-010 cubre el componente nuevo -AlphaCredit- que aporta el complemento
compass-4	CAND-ea74603e-L6	P	ASTRA5-U0-CRPOP-058	
compass-4	CAND-ea74603e-L7	P	ASTRA5-U0-CRPOP-054;ASTRA5-U0-CRPOP-059	DEDUP parcial: ASTRA5-U0-CRPOP-010 (Famsa/Crédito Real); ver también deduplicacion-v1_0.tsv cruce CRPOP-COLAPSOS
compass-4	CAND-ea74603e-L8	P	ASTRA5-U0-CRPOP-055;ASTRA5-U0-CRPOP-060	DEDUP parcial: ASTRA5-U0-CRPOP-001 (Azteca 10.7%/BanCoppel 15.7%, cifras idénticas), ASTRA5-U0-CRPOP-029 (Findep ~20-21.8%, mismo concepto)
compass-4	LECTURA-ea74603e-06	F	ASTRA5-U0-CRPOP-049;ASTRA5-U0-CRPOP-050	
compass-4	LECTURA-ea74603e-07	F	ASTRA5-U0-CRPOP-056	
compass-4	LECTURA-ea74603e-08	F	ASTRA5-U0-CRPOP-055	
compass-4	LECTURA-ea74603e-09	F	ASTRA5-U0-CRPOP-057;ASTRA5-U0-CRPOP-056	
compass-4	LECTURA-ea74603e-10	F		NO-AFIRMACION: auditoría meta (ficha de Codex que pide cotejar procedencia de §C por actor contra CNBV/BMV/SEC/DOF vs. prensa/ficha corporativa; no es una afirmación del report sino una instrucción de verificación, ya aplicada de facto en el dictamen_razon/busqueda_a13 de cada fila de este lote y del lote base)
confianza	LECTURA-6da09e39-01	G	ENLACE;ASTRA5-U0-TRUST-003	
confianza	LECTURA-6da09e39-02	G	ASTRA5-U0-TRUST-004	
confianza	LECTURA-6da09e39-03	G	ASTRA5-U0-TRUST-005;ASTRA5-U0-TRUST-006;ENLACE	
confianza	LECTURA-6da09e39-04	G	ASTRA5-U0-TRUST-007	
confianza	LECTURA-6da09e39-05	G	ENLACE;ASTRA5-U0-TRUST-008	
confianza	LECTURA-6da09e39-06	G	ASTRA5-U0-TRUST-009;ENLACE	
confianza	LECTURA-6da09e39-07	G	ASTRA5-U0-TRUST-010;ASTRA5-U0-TRUST-011	
confianza	LECTURA-6da09e39-08	G	ASTRA5-U0-TRUST-012	
confianza	LECTURA-6da09e39-09	G	ASTRA5-U0-TRUST-013	
confianza	LECTURA-6da09e39-10	G	ENLACE;ASTRA5-U0-TRUST-014	
confianza	LECTURA-6da09e39-11	G	ASTRA5-U0-TRUST-015;ASTRA5-U0-TRUST-016	
confianza	LECTURA-6da09e39-12	G	ENLACE;ASTRA5-U0-TRUST-017	
confianza	LECTURA-6da09e39-13	G	ASTRA5-U0-TRUST-018;ASTRA5-U0-TRUST-019	
confianza	LECTURA-6da09e39-14	G	ASTRA5-U0-TRUST-020;ASTRA5-U0-TRUST-021	
confianza	LECTURA-6da09e39-15	G	ASTRA5-U0-TRUST-022;ASTRA5-U0-TRUST-023;ASTRA5-U0-TRUST-024	
confianza	LECTURA-6da09e39-01	F	ENLACE;ASTRA5-U0-TRUST-003	
confianza	LECTURA-6da09e39-02	F	ASTRA5-U0-TRUST-004	
confianza	LECTURA-6da09e39-03	F	ASTRA5-U0-TRUST-005;ASTRA5-U0-TRUST-006;ENLACE	
confianza	LECTURA-6da09e39-04	F	ASTRA5-U0-TRUST-007	
confianza	LECTURA-6da09e39-05	F	ENLACE;ASTRA5-U0-TRUST-008	
confianza	LECTURA-6da09e39-06	F	ASTRA5-U0-TRUST-009;ENLACE	
confianza	LECTURA-6da09e39-07	F	ASTRA5-U0-TRUST-010;ASTRA5-U0-TRUST-011	
confianza	LECTURA-6da09e39-08	F	ASTRA5-U0-TRUST-012	
confianza	LECTURA-6da09e39-09	F	ASTRA5-U0-TRUST-013	
confianza	LECTURA-6da09e39-10	F	ENLACE;ASTRA5-U0-TRUST-014	
confianza	LECTURA-6da09e39-11	F	ASTRA5-U0-TRUST-015;ASTRA5-U0-TRUST-016	
confianza	LECTURA-6da09e39-12	F	ENLACE;ASTRA5-U0-TRUST-017	
confianza	LECTURA-6da09e39-13	F	ASTRA5-U0-TRUST-018;ASTRA5-U0-TRUST-019	
confianza	LECTURA-6da09e39-14	F	ASTRA5-U0-TRUST-020;ASTRA5-U0-TRUST-021	
confianza	LECTURA-6da09e39-15	F	ASTRA5-U0-TRUST-022;ASTRA5-U0-TRUST-023;ASTRA5-U0-TRUST-024	
confianza	INT-L71	INT	ENLACE	
confianza	INT-L72	INT	ASTRA5-U0-TRUST-025	
confianza	INT-L73	INT	ASTRA5-U0-TRUST-005	
confianza	INT-L74	INT	ASTRA5-U0-TRUST-005;ENLACE	
confianza	INT-L75	INT	ASTRA5-U0-TRUST-015	
confianza	INT-L76	INT	ASTRA5-U0-TRUST-013	
confianza	INT-L77	INT	ASTRA5-U0-TRUST-026	
confianza	INT-L78	INT	ASTRA5-U0-TRUST-009	
confianza	INT-L79	INT	ASTRA5-U0-TRUST-011	
confianza	INT-L83	INT	ASTRA5-U0-TRUST-027	
confianza	INT-L84	INT	ASTRA5-U0-TRUST-028	
confianza	INT-L85	INT	ASTRA5-U0-TRUST-012	
confianza	INT-L86	INT	ASTRA5-U0-TRUST-029	
confianza	INT-L87	INT	ASTRA5-U0-TRUST-030	
confianza	INT-L91	INT	ASTRA5-U0-TRUST-031	
confianza	INT-L92	INT	ASTRA5-U0-TRUST-032	
confianza	INT-L93	INT	ASTRA5-U0-TRUST-033	
confianza	INT-L94	INT	ASTRA5-U0-TRUST-031	
confianza	INT-L95	INT	ASTRA5-U0-TRUST-034	
confianza	INT-L373	INT		NO-AFIRMACION: auditoría meta (pregunta retórica de la sección 'Auditoría de rigor' que resume el bloque débil ya cubierto en confianza-034..037; no introduce afirmación nueva)
conocimiento	LECTURA-196ec5d4-01	G	ASTRA5-U0-CONOC-030	
conocimiento	LECTURA-196ec5d4-02	G	ENLACE;ENLACE;ENLACE;ASTRA5-U0-CONOC-025;ASTRA5-U0-CONOC-026	
conocimiento	LECTURA-196ec5d4-03	G	ASTRA5-U0-POL-003;ASTRA5-U0-CONOC-016	
conocimiento	LECTURA-196ec5d4-04	G	ASTRA5-U0-CONOC-017	
conocimiento	LECTURA-196ec5d4-05	G	ASTRA5-U0-CONOC-020	
conocimiento	LECTURA-196ec5d4-06	G	ASTRA5-U0-CONOC-009	
conocimiento	LECTURA-196ec5d4-07	G	ENLACE;ENLACE;ENLACE	
conocimiento	LECTURA-196ec5d4-08	G	ASTRA5-U0-CONOC-007;ASTRA5-U0-CONOC-038;ASTRA5-U0-CONOC-039	
conocimiento	LECTURA-196ec5d4-09	G	ASTRA5-U0-CONOC-012;ASTRA5-U0-CONOC-013	
conocimiento	LECTURA-196ec5d4-10	G	ASTRA5-U0-CONOC-010;ASTRA5-U0-CONOC-011	
conocimiento	LECTURA-196ec5d4-11	G	ASTRA5-U0-CONOC-028	
conocimiento	LECTURA-196ec5d4-12	G	ASTRA5-U0-CONOC-017;ASTRA5-U0-CONOC-019	
conocimiento	LECTURA-196ec5d4-13	G	ASTRA5-U0-CONOC-014;ASTRA5-U0-POL-003	
conocimiento	CAND-196ec5d4-L53	P	ENLACE;ASTRA5-U0-CONOC-007;ASTRA5-U0-CONOC-009;ASTRA5-U0-CONOC-010;ASTRA5-U0-CONOC-012;ASTRA5-U0-CONOC-014;ASTRA5-U0-CONOC-017;ASTRA5-U0-CONOC-018	
conocimiento	CAND-196ec5d4-L181	P	ENLACE;ASTRA5-U0-CONOC-031	
conocimiento	CAND-196ec5d4-L182	P	ASTRA5-U0-CONOC-031;ASTRA5-U0-CONOC-038	
conocimiento	CAND-196ec5d4-L183	P	ASTRA5-U0-CONOC-010;ASTRA5-U0-CONOC-031	
conocimiento	CAND-196ec5d4-L184	P	ASTRA5-U0-CONOC-017;ASTRA5-U0-CONOC-019;ASTRA5-U0-CONOC-031	
conocimiento	CAND-196ec5d4-L195	P	ASTRA5-U0-CONOC-032	
conocimiento	CAND-196ec5d4-L202	P	ASTRA5-U0-CONOC-033	
conocimiento	CAND-196ec5d4-L209	P	ASTRA5-U0-CONOC-034	
conocimiento	CAND-196ec5d4-L212	P	ASTRA5-U0-CONOC-035	
conocimiento	CAND-196ec5d4-L215	P	ASTRA5-U0-CONOC-036	
conocimiento	CAND-196ec5d4-L218	P	ASTRA5-U0-CONOC-037	
conocimiento	TIER-196ec5d4-L9	T		NO-AFIRMACION: leyenda de tiers (definiciones FUERTE/MEDIA/HIPÓTESIS RAZONABLE/NARRATIVA POPULAR), no es afirmación sobre México
conocimiento	TIER-196ec5d4-L63	T	ASTRA5-U0-CONOC-021;ASTRA5-U0-CONOC-022;ASTRA5-U0-CONOC-024;ASTRA5-U0-CONOC-025	
conocimiento	TIER-196ec5d4-L69	T	ASTRA5-U0-CONOC-027;ASTRA5-U0-CONOC-028	
conocimiento	TIER-196ec5d4-L73	T	ASTRA5-U0-CONOC-030;ASTRA5-U0-CONOC-039	encabezado de bloque NARRATIVA POPULAR; sus dos bullets (L74/L75) son DEDUP literal de conocimiento-030 (mito 1) y de conocimiento-039/007 (mito redes-credulidad)
conocimiento	TIER-196ec5d4-L180	T	ASTRA5-U0-CONOC-030	
conocimiento	LECTURA-196ec5d4-01	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-02	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-03	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-04	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-05	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-06	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-07	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-08	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-09	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-10	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-11	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-12	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	LECTURA-196ec5d4-13	F	VER-FILA-G	misma id que la unidad G homónima, ver bloque G arriba
conocimiento	CONOC-INTERNO-01	F		NO-AFIRMACION: auditoría meta del propio report (declara que no pudo cotejar 25 reports previos del corpus y que la nota L13 invierte las marcas (b)/(c) frente al glosario canónico); no es una afirmación sobre México, es una nota de procedencia/método del propio report
conocimiento	CONOC-INTERNO-02	F	ENLACE;ENLACE;ENLACE;ENLACE;ENLACE;ENLACE;ASTRA5-U0-CONOC-007;ASTRA5-U0-CONOC-009;ASTRA5-U0-CONOC-010;ASTRA5-U0-CONOC-012;ASTRA5-U0-CONOC-014;ASTRA5-U0-CONOC-024;ASTRA5-U0-CONOC-025	auditoría de universos del mapa de evidencia (§3): cada afirmación del bloque L51-75 quedó separada por instrumento/ola/universo en las filas listadas, ninguna se fusionó por compartir tier editorial
conocimiento	CONOC-INTERNO-03	F	ASTRA5-U0-CONOC-016;ASTRA5-U0-CONOC-019;ASTRA5-U0-CONOC-020;ASTRA5-U0-CONOC-026;ASTRA5-U0-CONOC-028	auditoría de los Patrones A-E (§4, L81-125): los mecanismos/interpretaciones de cada patrón quedaron dictaminados NO-MEDIBLE-POR-DISEÑO en las filas listadas, separando el componente descriptivo (cifras) del mecanismo causal atribuido
conocimiento	CONOC-INTERNO-04	F	ASTRA5-U0-CONOC-007;ASTRA5-U0-CONOC-008;ASTRA5-U0-CONOC-028;ASTRA5-U0-CONOC-029	auditoría de segmentos/ENDUTIH (§6, L128-163): ENDUTIH 2023 se mantuvo distinto de ENDUTIH 2024 (RESULT de U4) en las filas 007/008; informalidad y saber de oficio separados en 028/029
conocimiento	CONOC-INTERNO-05	F	ASTRA5-U0-CONOC-032;ASTRA5-U0-CONOC-033;ASTRA5-U0-CONOC-034;ASTRA5-U0-CONOC-035;ASTRA5-U0-CONOC-036;ASTRA5-U0-CONOC-037	auditoría de las 6 reglas SI-ENTONCES (§10, L167-220): las seis quedaron dictaminadas NO-MEDIBLE-POR-DISEÑO por falta de cruce individual disparador-elección, conservadas como hipótesis de diseño, no como contrato medido
conocimiento	CONOC-INTERNO-06	F	ASTRA5-U0-CONOC-030;ASTRA5-U0-CONOC-031	auditoría de síntesis/mitos/vacíos (§11-§Vacíos declarados, L224-249): los mitos quedaron deduplicados en 030/031; los 'Vacíos declarados' (L245-249) son notas editoriales del propio report (NO-AFIRMACION), no requieren fila propia
consumidor	LECTURA-b49daaca-01	G	ASTRA5-U0-CONS-001	
consumidor	LECTURA-b49daaca-02	G	ASTRA5-U0-CONS-002;ASTRA5-U0-CONS-003;ASTRA5-U0-CONS-004	
consumidor	LECTURA-b49daaca-03	G	ASTRA5-U0-CONS-005;ASTRA5-U0-CONS-006	
consumidor	LECTURA-b49daaca-04	G	ASTRA5-U0-CONS-009;ASTRA5-U0-CONS-010;ASTRA5-U0-CONS-011	
consumidor	LECTURA-b49daaca-05	G	ASTRA5-U0-CONS-012;ASTRA5-U0-CONS-013	
consumidor	LECTURA-b49daaca-06	G	ASTRA5-U0-CONS-014	
consumidor	LECTURA-b49daaca-07	G	ASTRA5-U0-CONS-015;ASTRA5-U0-CONS-016	
consumidor	LECTURA-b49daaca-08	G	ASTRA5-U0-CONS-017	
consumidor	LECTURA-b49daaca-09	G	ASTRA5-U0-CONS-018	
consumidor	LECTURA-b49daaca-10	G	ASTRA5-U0-CONS-019	
consumidor	LECTURA-b49daaca-11	G	ASTRA5-U0-CONS-020	
consumidor	LECTURA-b49daaca-12	G	ASTRA5-U0-CONS-021;ASTRA5-U0-CONS-022	
consumidor	LECTURA-b49daaca-13	G	ASTRA5-U0-CONS-023;ASTRA5-U0-CONS-024	
consumidor	LECTURA-b49daaca-14	G	ASTRA5-U0-CONS-025	
consumidor	LECTURA-b49daaca-15	G	ASTRA5-U0-CONS-026	
consumidor	LECTURA-b49daaca-01	F	ASTRA5-U0-CONS-001	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-02	F	ASTRA5-U0-CONS-002;ASTRA5-U0-CONS-003;ASTRA5-U0-CONS-004	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-03	F	ASTRA5-U0-CONS-005;ASTRA5-U0-CONS-006	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-04	F	ASTRA5-U0-CONS-009;ASTRA5-U0-CONS-010;ASTRA5-U0-CONS-011	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-05	F	ASTRA5-U0-CONS-012;ASTRA5-U0-CONS-013	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-06	F	ASTRA5-U0-CONS-014	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-07	F	ASTRA5-U0-CONS-015;ASTRA5-U0-CONS-016	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-08	F	ASTRA5-U0-CONS-017	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-09	F	ASTRA5-U0-CONS-018	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-10	F	ASTRA5-U0-CONS-019	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-11	F	ASTRA5-U0-CONS-020	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-12	F	ASTRA5-U0-CONS-021;ASTRA5-U0-CONS-022	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-13	F	ASTRA5-U0-CONS-023;ASTRA5-U0-CONS-024	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-14	F	ASTRA5-U0-CONS-025	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	LECTURA-b49daaca-15	F	ASTRA5-U0-CONS-026	ficha de lectura Codex, mismo id que la unidad G; mismo dictamen
consumidor	CONSUMO-INTERNO-01	F		DEDUP: consumidor-027 (misma correccion Hofstede L9-L12 ya cubierta, ver TIER-b49daaca-L9)
consumidor	CONSUMO-INTERNO-02	F	ASTRA5-U0-CONS-030	
consumidor	CONSUMO-INTERNO-03	F	ASTRA5-U0-CONS-007;ASTRA5-U0-CONS-008;ASTRA5-U0-CONS-031;ASTRA5-U0-CONS-032;ASTRA5-U0-CONS-033	
consumidor	CONSUMO-INTERNO-04	F	ASTRA5-U0-CONS-023;ASTRA5-U0-CLASE-021;ASTRA5-U0-CONS-038;ASTRA5-U0-CONS-039	
consumidor	CONSUMO-INTERNO-05	F	ASTRA5-U0-CONS-034	
consumidor	CONSUMO-INTERNO-06	F	ASTRA5-U0-CONS-035;ASTRA5-U0-CONS-036	
consumidor	TIER-b49daaca-L9	T	ASTRA5-U0-CONS-027	
consumidor	TIER-b49daaca-L52	T	ASTRA5-U0-CONS-001	
consumidor	TIER-b49daaca-L53	T	ASTRA5-U0-CONS-002;ASTRA5-U0-CONS-003	
consumidor	TIER-b49daaca-L54	T	ASTRA5-U0-CONS-005	
consumidor	TIER-b49daaca-L55	T	ASTRA5-U0-CONS-012	
consumidor	TIER-b49daaca-L56	T	ASTRA5-U0-CONS-009;ASTRA5-U0-CONS-010	
consumidor	TIER-b49daaca-L57	T	ASTRA5-U0-CONS-018	
consumidor	TIER-b49daaca-L58	T	ASTRA5-U0-CONS-019	
consumidor	TIER-b49daaca-L59	T	ASTRA5-U0-CONS-014	
consumidor	TIER-b49daaca-L60	T	ASTRA5-U0-CONS-015	
consumidor	TIER-b49daaca-L62	T	ASTRA5-U0-CONS-021	
consumidor	TIER-b49daaca-L64	T	ASTRA5-U0-CONS-006	
consumidor	TIER-b49daaca-L67	T	ASTRA5-U0-CONS-017	
consumidor	TIER-b49daaca-L68	T	ASTRA5-U0-CONS-028	
consumidor	INT-L61	INT		DEDUP: consumidor-020 (misma cifra Gen Z 91% decisiones hogar, tabla repite el resumen ejecutivo L36)
consumidor	INT-L63	INT		DEDUP: consumidor-016 (mismo dato 90% prefiere tienda fisica, tabla repite el resumen L32)
consumidor	INT-L65	INT		DEDUP: consumidor-004 (misma hipotesis: lealtad de marca es inercia/aversion al riesgo)
consumidor	INT-L66	INT		DEDUP: consumidor-027 (mismo Hofstede MEDIA(c), tabla repite S1/S3/S6)
consumidor	INT-L69	INT	ASTRA5-U0-CONS-029	
consumidor	INT-L70	INT		DEDUP: consumidor-016 (misma narrativa: 90% tienda fisica refuta 'revolucionando el retail')
credito-facil	LECTURA-cb16d398-01	G	ASTRA5-U0-CRFAC-014	
credito-facil	LECTURA-cb16d398-02	G	ASTRA5-U0-CRFAC-015	
credito-facil	LECTURA-cb16d398-03	G		DEDUP: credito-facil-007a;credito-facil-007b;credito-facil-008 (mismo contenido: nicho/perfil BNPL e invisibilidad crediticia, ya filados)
credito-facil	LECTURA-cb16d398-04	G	ASTRA5-U0-CRFAC-016;ASTRA5-U0-CRFAC-001;ASTRA5-U0-CRFAC-002;ASTRA5-U0-CRFAC-003;ASTRA5-U0-CRFAC-004;ASTRA5-U0-CRFAC-005;ASTRA5-U0-CRFAC-006;ASTRA5-U0-CRFAC-007	
credito-facil	TIER-cb16d398-L30	T	ASTRA5-U0-CRFAC-001	
credito-facil	TIER-cb16d398-L33	T	ASTRA5-U0-CRFAC-002	
credito-facil	TIER-cb16d398-L36	T	ASTRA5-U0-CRFAC-003	
credito-facil	TIER-cb16d398-L39	T	ASTRA5-U0-CRFAC-004	
credito-facil	TIER-cb16d398-L42	T	ASTRA5-U0-CRFAC-005	
credito-facil	TIER-cb16d398-L45	T	ASTRA5-U0-CRFAC-006;ASTRA5-U0-CRFAC-007	
credito-facil	TIER-cb16d398-L48	T	ASTRA5-U0-CRFAC-008;ASTRA5-U0-CRFAC-009	
credito-facil	TIER-cb16d398-L51	T	ASTRA5-U0-CRFAC-010	
credito-facil	TIER-cb16d398-L54	T	ASTRA5-U0-CRFAC-011;ASTRA5-U0-CRFAC-012	
credito-facil	TIER-cb16d398-L57	T	ASTRA5-U0-CRFAC-013;ENLACE	
credito-facil	CRED-IND-01	F	ASTRA5-U0-CRFAC-001	
credito-facil	CRED-IND-02	F	ASTRA5-U0-CRFAC-002	
credito-facil	CRED-IND-03	F	ASTRA5-U0-CRFAC-003	
credito-facil	CRED-IND-04	F	ASTRA5-U0-CRFAC-004	
credito-facil	CRED-IND-05	F	ASTRA5-U0-CRFAC-005	
credito-facil	CRED-IND-06	F	ASTRA5-U0-CRFAC-006;ASTRA5-U0-CRFAC-007	
credito-facil	CRED-IND-07	F	ASTRA5-U0-CRFAC-008;ASTRA5-U0-CRFAC-009	
credito-facil	CRED-IND-08	F	ASTRA5-U0-CRFAC-010	
credito-facil	CRED-IND-09	F	ASTRA5-U0-CRFAC-011;ASTRA5-U0-CRFAC-012	
credito-facil	CRED-IND-10	F	ASTRA5-U0-CRFAC-013;ENLACE	
credito-facil	CRED-REGLA-01	F	ASTRA5-U0-CRFAC-017	
credito-facil	CRED-REGLA-02	F	ASTRA5-U0-CRFAC-018	
credito-facil	CRED-REGLA-03	F	ENLACE	componente ENIF ya cubierto por contrato ASTRA5-U0-FIN-009 via fila ENLACE credito-facil-010b
credito-facil	CRED-SINT-01	F	ASTRA5-U0-CRFAC-016	
credito-facil	CRED-SINT-02	F	ASTRA5-U0-CRFAC-019	
credito-facil	CRED-SINT-03	F	ASTRA5-U0-CRFAC-020	
credito-popular	LECTURA-ed13e951-01	G|F	ASTRA5-U0-CRPOP-002	
credito-popular	LECTURA-ed13e951-02	G|F	ASTRA5-U0-CRPOP-006;ASTRA5-U0-CRPOP-007;ASTRA5-U0-CRPOP-008	
credito-popular	LECTURA-ed13e951-03	G|F	ASTRA5-U0-CRPOP-009;ASTRA5-U0-CRPOP-010	
credito-popular	LECTURA-ed13e951-04	G|F	ASTRA5-U0-CRPOP-011	
credito-popular	CAND-ed13e951-L4	P	ASTRA5-U0-CRPOP-001	
credito-popular	CAND-ed13e951-L5	P	ASTRA5-U0-CRPOP-003;ASTRA5-U0-CRPOP-004	
credito-popular	CAND-ed13e951-L6	P	ASTRA5-U0-CRPOP-005	
credito-popular	CAND-ed13e951-L24	P	ASTRA5-U0-CRPOP-012;ASTRA5-U0-CRPOP-013;ASTRA5-U0-CRPOP-014;ASTRA5-U0-CRPOP-015;ASTRA5-U0-CRPOP-016	
credito-popular	CAND-ed13e951-L33	P	ASTRA5-U0-CRPOP-017;ASTRA5-U0-CRPOP-018;ASTRA5-U0-CRPOP-019;ASTRA5-U0-CRPOP-020;ASTRA5-U0-CRPOP-021	
credito-popular	CAND-ed13e951-L42	P	ASTRA5-U0-CRPOP-022;ASTRA5-U0-CRPOP-023;ASTRA5-U0-CRPOP-024	
credito-popular	CAND-ed13e951-L50	P	ASTRA5-U0-CRPOP-025;ASTRA5-U0-CRPOP-026;ASTRA5-U0-CRPOP-027;ASTRA5-U0-CRPOP-028	
credito-popular	CAND-ed13e951-L59	P	ASTRA5-U0-CRPOP-029;ASTRA5-U0-CRPOP-030	
credito-popular	CAND-ed13e951-L67	P	ASTRA5-U0-CRPOP-031;ASTRA5-U0-CRPOP-032;ASTRA5-U0-CRPOP-033	
credito-popular	LECTURA-ed13e951-05	F	ASTRA5-U0-CRPOP-012;ASTRA5-U0-CRPOP-013;ASTRA5-U0-CRPOP-014;ASTRA5-U0-CRPOP-015;ASTRA5-U0-CRPOP-016	
credito-popular	LECTURA-ed13e951-06	F	ASTRA5-U0-CRPOP-017;ASTRA5-U0-CRPOP-018;ASTRA5-U0-CRPOP-019;ASTRA5-U0-CRPOP-020;ASTRA5-U0-CRPOP-021	
credito-popular	LECTURA-ed13e951-07	F	ASTRA5-U0-CRPOP-022;ASTRA5-U0-CRPOP-023;ASTRA5-U0-CRPOP-024	
credito-popular	LECTURA-ed13e951-08	F	ASTRA5-U0-CRPOP-025;ASTRA5-U0-CRPOP-026;ASTRA5-U0-CRPOP-027;ASTRA5-U0-CRPOP-028	
credito-popular	LECTURA-ed13e951-09	F	ASTRA5-U0-CRPOP-029;ASTRA5-U0-CRPOP-030	
credito-popular	LECTURA-ed13e951-10	F	ASTRA5-U0-CRPOP-031;ASTRA5-U0-CRPOP-032;ASTRA5-U0-CRPOP-033	
credito-popular	LECTURA-ed13e951-11	F	ASTRA5-U0-CRPOP-034	
credito-popular	LECTURA-ed13e951-12	F	ASTRA5-U0-CRPOP-035;ASTRA5-U0-CRPOP-036;ASTRA5-U0-CRPOP-037;DEDUP:credito-popular-016(L79);DEDUP:credito-popular-021(L83)	
credito-popular	LECTURA-ed13e951-13	F	ASTRA5-U0-CRPOP-038;ASTRA5-U0-CRPOP-039;DEDUP:credito-popular-038(L93)	
credito-popular	LECTURA-ed13e951-14	F	ASTRA5-U0-CRPOP-040;ASTRA5-U0-CRPOP-041;ASTRA5-U0-CRPOP-042;ASTRA5-U0-CRPOP-043;ASTRA5-U0-CRPOP-044	
duelo	LECTURA-36eaeb28-01	G	ENLACE;ENLACE;ENLACE;ASTRA5-U0-DUEL-017	
duelo	LECTURA-36eaeb28-01	F	ENLACE;ENLACE;ENLACE;ASTRA5-U0-DUEL-017	
duelo	LECTURA-36eaeb28-02	G	ENLACE	
duelo	LECTURA-36eaeb28-02	F	ENLACE	
duelo	LECTURA-36eaeb28-03	G	ENLACE	
duelo	LECTURA-36eaeb28-03	F	ENLACE	
duelo	LECTURA-36eaeb28-04	G	ENLACE;ENLACE	
duelo	LECTURA-36eaeb28-04	F	ENLACE;ENLACE	
duelo	LECTURA-36eaeb28-05	G	ASTRA5-U0-DUEL-018	
duelo	LECTURA-36eaeb28-05	F	ASTRA5-U0-DUEL-018	
duelo	LECTURA-36eaeb28-06	G	ASTRA5-U0-DUEL-019;ASTRA5-U0-DUEL-020;ASTRA5-U0-DUEL-021	
duelo	LECTURA-36eaeb28-06	F	ASTRA5-U0-DUEL-019;ASTRA5-U0-DUEL-020;ASTRA5-U0-DUEL-021	
duelo	LECTURA-36eaeb28-07	G	ASTRA5-U0-DUEL-022;ASTRA5-U0-DUEL-023;ASTRA5-U0-DUEL-041	
duelo	LECTURA-36eaeb28-07	F	ASTRA5-U0-DUEL-022;ASTRA5-U0-DUEL-023;ASTRA5-U0-DUEL-041	
duelo	LECTURA-36eaeb28-08	G	ENLACE;ENLACE;ASTRA5-U0-DUEL-024	
