fecha,producto,indicador,numerador,denominador,valor,unidad,frecuencia,universo_institucional,regimen_definicion,fuente,nota
2017-08,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.30,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-08,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.46,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-08,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,1.95,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-08,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.90,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-08,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.25,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-09,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.31,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-09,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.53,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-09,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.00,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-09,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.84,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-09,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.22,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-10,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.50,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-10,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.75,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-10,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.15,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-10,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.96,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-10,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.44,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-11,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.49,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-11,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.52,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-11,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.24,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-11,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.07,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-11,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.58,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-12,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.38,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-12,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.32,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-12,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.25,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-12,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.03,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2017-12,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.64,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-01,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.40,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-01,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.29,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-01,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.32,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-01,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.92,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-01,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.85,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-02,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.38,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-02,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.37,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-02,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.32,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-02,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.72,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-02,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.82,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-03,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.36,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-03,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.29,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-03,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.29,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-03,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.70,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-03,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.89,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-04,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.41,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-04,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.29,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-04,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.33,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-04,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.80,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-04,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,6.06,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-05,Consumo total,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,4.50,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-05,Tarjetas de crédito,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,5.36,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-05,ABCD,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,2.35,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-05,Nómina,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,3.00,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
2018-05,Personales,IMOR,saldo de cartera vencida,saldo de la cartera total del mismo producto,6.16,porcentaje,mensual,banca comercial; incluye Sofomes ER subsidiarias de instituciones bancarias y grupos financieros; excluye CI Banco,PRE_IFRS9_CARTERA_VENCIDA,gen2_banxico_imor_consumo_producto_mensual_2026t1_html,"publicación oficial equivalente, no R16 CNBV; sin faltante; ABCD incluye bienes muebles y automotriz; URL https://www.banxico.org.mx/TablasWeb/informes-trimestrales/enero-marzo-2026/B133C3DC-462F-40C1-B2BA-04086A1CFAB1.html"
