tipo,calc_id,pais,universo,precision,estado,universo_matriz,variable_a,item_a,situacion_a,variable_b,item_b,situacion_b,medida,masa_denominador,masa_numerador,proporcion,unidad
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,P_FAMILIA_A_DADO_FAMILIA_B,596.000000000000,543.000000000000,0.911073825503,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v23,Q7c,Hablar al sentirse deprimido,P_FAMILIA_A_DADO_NO_FAMILIA_B,397.000000000000,298.000000000000,0.750629722922,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,ACUERDO,981.000000000000,587.000000000000,0.598369011213,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,DISCORDANCIA_A_FAMILIA_B_NO,981.000000000000,356.000000000000,0.362895005097,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,DISCORDANCIA_A_NO_B_FAMILIA,981.000000000000,38.000000000000,0.038735983690,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_FAMILIA_A,830.000000000000,474.000000000000,0.571084337349,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_NO_FAMILIA_A,151.000000000000,38.000000000000,0.251655629139,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_FAMILIA_B,512.000000000000,474.000000000000,0.925781250000,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_NO_FAMILIA_B,469.000000000000,356.000000000000,0.759061833689,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,ACUERDO,994.000000000000,595.000000000000,0.598591549296,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,DISCORDANCIA_A_FAMILIA_B_NO,994.000000000000,361.000000000000,0.363179074447,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,DISCORDANCIA_A_NO_B_FAMILIA,994.000000000000,38.000000000000,0.038229376258,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_FAMILIA_A,842.000000000000,481.000000000000,0.571258907363,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_NO_FAMILIA_A,152.000000000000,38.000000000000,0.250000000000,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_FAMILIA_B,519.000000000000,481.000000000000,0.926782273603,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_NO_FAMILIA_B,475.000000000000,361.000000000000,0.760000000000,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,ACUERDO,981.000000000000,639.000000000000,0.651376146789,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_FAMILIA_B_NO,981.000000000000,279.000000000000,0.284403669725,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_NO_B_FAMILIA,981.000000000000,63.000000000000,0.064220183486,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_FAMILIA_A,830.000000000000,551.000000000000,0.663855421687,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_NO_FAMILIA_A,151.000000000000,63.000000000000,0.417218543046,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_FAMILIA_B,614.000000000000,551.000000000000,0.897394136808,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_NO_FAMILIA_B,367.000000000000,279.000000000000,0.760217983651,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,ACUERDO,991.000000000000,643.000000000000,0.648839556004,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_FAMILIA_B_NO,991.000000000000,283.000000000000,0.285570131181,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_NO_B_FAMILIA,991.000000000000,65.000000000000,0.065590312815,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_FAMILIA_A,837.000000000000,554.000000000000,0.661887694146,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_NO_FAMILIA_A,154.000000000000,65.000000000000,0.422077922078,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_FAMILIA_B,619.000000000000,554.000000000000,0.894991922456,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,Hogar durante enfermedad,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_NO_FAMILIA_B,372.000000000000,283.000000000000,0.760752688172,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,ACUERDO,981.000000000000,721.000000000000,0.734964322120,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,DISCORDANCIA_A_FAMILIA_B_NO,981.000000000000,169.000000000000,0.172273190622,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,DISCORDANCIA_A_NO_B_FAMILIA,981.000000000000,91.000000000000,0.092762487258,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_FAMILIA_A,590.000000000000,421.000000000000,0.713559322034,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_NO_FAMILIA_A,391.000000000000,91.000000000000,0.232736572890,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_FAMILIA_B,512.000000000000,421.000000000000,0.822265625000,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_NO_FAMILIA_B,469.000000000000,169.000000000000,0.360341151386,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,ACUERDO,992.000000000000,727.000000000000,0.732862903226,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,DISCORDANCIA_A_FAMILIA_B_NO,992.000000000000,171.000000000000,0.172379032258,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,DISCORDANCIA_A_NO_B_FAMILIA,992.000000000000,94.000000000000,0.094758064516,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_FAMILIA_A,595.000000000000,424.000000000000,0.712605042017,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_B_DADO_NO_FAMILIA_A,397.000000000000,94.000000000000,0.236775818640,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_FAMILIA_B,518.000000000000,424.000000000000,0.818532818533,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v24,Q7d,Consejo sobre problemas familiares,P_FAMILIA_A_DADO_NO_FAMILIA_B,474.000000000000,171.000000000000,0.360759493671,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,ACUERDO,981.000000000000,655.000000000000,0.667686034659,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_FAMILIA_B_NO,981.000000000000,151.000000000000,0.153924566769,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_NO_B_FAMILIA,981.000000000000,175.000000000000,0.178389398573,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_FAMILIA_A,590.000000000000,439.000000000000,0.744067796610,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_NO_FAMILIA_A,391.000000000000,175.000000000000,0.447570332481,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_FAMILIA_B,614.000000000000,439.000000000000,0.714983713355,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_NO_FAMILIA_B,367.000000000000,151.000000000000,0.411444141689,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,ACUERDO,987.000000000000,659.000000000000,0.667679837893,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_FAMILIA_B_NO,987.000000000000,153.000000000000,0.155015197568,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_NO_B_FAMILIA,987.000000000000,175.000000000000,0.177304964539,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_FAMILIA_A,594.000000000000,441.000000000000,0.742424242424,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_NO_FAMILIA_A,393.000000000000,175.000000000000,0.445292620865,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_FAMILIA_B,616.000000000000,441.000000000000,0.715909090909,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v23,Q7c,Hablar al sentirse deprimido,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_NO_FAMILIA_B,371.000000000000,153.000000000000,0.412398921833,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v24,Q7d,Consejo sobre problemas familiares,v25,Q7e,Ocasión social agradable,ACUERDO,981.000000000000,687.000000000000,0.700305810398,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v24,Q7d,Consejo sobre problemas familiares,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_FAMILIA_B_NO,981.000000000000,96.000000000000,0.097859327217,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v24,Q7d,Consejo sobre problemas familiares,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_NO_B_FAMILIA,981.000000000000,198.000000000000,0.201834862385,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v24,Q7d,Consejo sobre problemas familiares,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_FAMILIA_A,512.000000000000,416.000000000000,0.812500000000,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v24,Q7d,Consejo sobre problemas familiares,v25,Q7e,Ocasión social agradable,P_FAMILIA_B_DADO_NO_FAMILIA_A,469.000000000000,198.000000000000,0.422174840085,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v24,Q7d,Consejo sobre problemas familiares,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_FAMILIA_B,614.000000000000,416.000000000000,0.677524429967,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v24,Q7d,Consejo sobre problemas familiares,v25,Q7e,Ocasión social agradable,P_FAMILIA_A_DADO_NO_FAMILIA_B,367.000000000000,96.000000000000,0.261580381471,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v24,Q7d,Consejo sobre problemas familiares,v25,Q7e,Ocasión social agradable,ACUERDO,989.000000000000,693.000000000000,0.700707785642,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v24,Q7d,Consejo sobre problemas familiares,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_FAMILIA_B_NO,989.000000000000,96.000000000000,0.097067745197,proporcion
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v24,Q7d,Consejo sobre problemas familiares,v25,Q7e,Ocasión social agradable,DISCORDANCIA_A_NO_B_FAMILIA,989.000000000000,200.000000000000,0.202224469161,proporcion
