calc	conducta	dominio	ola	eje	categoria	p	ic_lo	ic_hi	icc_lo	icc_hi	n	result_id_p
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	DECIL	D04	0.518143	0.503390	0.532010	0.287261	0.741529	9091	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-DECIL-D04-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	DECIL	D05	0.280691	0.265808	0.295277			7360	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-DECIL-D05-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	DECIL	D05	0.347621	0.332743	0.361525			7580	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-DECIL-D05-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	DECIL	D05	0.506707	0.492524	0.521217			9068	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-DECIL-D05-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	DECIL	D05	0.608843	0.595724	0.622003	0.368478	0.805912	9026	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-DECIL-D05-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	DECIL	D06	0.350097	0.334088	0.366239			7142	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-DECIL-D06-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	DECIL	D06	0.416767	0.399824	0.432708			7315	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-DECIL-D06-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	DECIL	D06	0.590295	0.576025	0.603402			8737	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-DECIL-D06-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	DECIL	D06	0.676008	0.662811	0.689105	0.438807	0.847739	8907	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-DECIL-D06-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	DECIL	D07	0.447613	0.430598	0.462989			6810	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-DECIL-D07-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	DECIL	D07	0.494864	0.479579	0.510002			7415	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-DECIL-D07-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	DECIL	D07	0.660412	0.647272	0.673581			8863	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-DECIL-D07-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	DECIL	D07	0.742122	0.730082	0.753579	0.518854	0.884791	8903	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-DECIL-D07-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	DECIL	D08	0.553141	0.535396	0.569705			6741	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-DECIL-D08-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	DECIL	D08	0.592350	0.576141	0.607584			7046	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-DECIL-D08-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	DECIL	D08	0.731211	0.718915	0.743911			8745	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-DECIL-D08-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	DECIL	D08	0.812568	0.802473	0.822430	0.618914	0.920461	8842	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-DECIL-D08-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	DECIL	D09	0.674725	0.659670	0.688407			6406	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-DECIL-D09-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	DECIL	D09	0.720074	0.705206	0.734661			6917	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-DECIL-D09-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	DECIL	D09	0.818675	0.808058	0.829173			8364	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-DECIL-D09-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	DECIL	D09	0.863630	0.854046	0.872504	0.703286	0.944199	8734	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-DECIL-D09-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	DECIL	D10	0.844025	0.831985	0.854884			5640	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-DECIL-D10-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	DECIL	D10	0.858998	0.848009	0.870104			6273	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-DECIL-D10-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	DECIL	D10	0.912353	0.905073	0.919991			7845	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-DECIL-D10-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	DECIL	D10	0.930860	0.923400	0.937596	0.833988	0.973033	8273	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-DECIL-D10-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	EDAD-JEFE	30-44	0.353222	0.343831	0.362876			23165	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-EDAD-JEFE-30-44-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	EDAD-JEFE	30-44	0.400972	0.391787	0.409322			23157	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-EDAD-JEFE-30-44-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	EDAD-JEFE	30-44	0.560492	0.552398	0.569184			25488	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-EDAD-JEFE-30-44-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	EDAD-JEFE	30-44	0.635176	0.626450	0.643402	0.450774	0.786931	25504	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-EDAD-JEFE-30-44-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	EDAD-JEFE	45-59	0.431510	0.421550	0.441048			21362	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-EDAD-JEFE-45-59-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	EDAD-JEFE	45-59	0.469456	0.460492	0.478823			23422	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-EDAD-JEFE-45-59-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	EDAD-JEFE	45-59	0.590068	0.581928	0.598469			29026	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-EDAD-JEFE-45-59-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	EDAD-JEFE	45-59	0.656733	0.649778	0.663716	0.474270	0.802271	29402	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-EDAD-JEFE-45-59-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	EDAD-JEFE	60-MAS	0.328560	0.317583	0.338780			18237	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-EDAD-JEFE-60-MAS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	EDAD-JEFE	60-MAS	0.355816	0.345939	0.365907			20507	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-EDAD-JEFE-60-MAS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	EDAD-JEFE	60-MAS	0.472615	0.464505	0.480976			26867	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-EDAD-JEFE-60-MAS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	EDAD-JEFE	60-MAS	0.534106	0.525693	0.542579	0.350857	0.708590	27693	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-EDAD-JEFE-60-MAS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	EDAD-JEFE	HASTA-29	0.273578	0.260026	0.288744			7547	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-EDAD-JEFE-HASTA-29-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	EDAD-JEFE	HASTA-29	0.340689	0.324243	0.356049			7561	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-EDAD-JEFE-HASTA-29-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	EDAD-JEFE	HASTA-29	0.471036	0.455681	0.487710			7625	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-EDAD-JEFE-HASTA-29-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	EDAD-JEFE	HASTA-29	0.571049	0.555551	0.587281	0.385137	0.738863	7503	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-EDAD-JEFE-HASTA-29-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	ESCOLARIDAD-JEFE	HASTA-PRIMARIA	0.181393	0.174973	0.187970			30323	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-ESCOLARIDAD-JEFE-HASTA-PRIMARIA-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	ESCOLARIDAD-JEFE	HASTA-PRIMARIA	0.204225	0.197711	0.210512			31236	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-ESCOLARIDAD-JEFE-HASTA-PRIMARIA-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	ESCOLARIDAD-JEFE	HASTA-PRIMARIA	0.323919	0.316856	0.330805			35893	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-ESCOLARIDAD-JEFE-HASTA-PRIMARIA-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	ESCOLARIDAD-JEFE	HASTA-PRIMARIA	0.395519	0.388074	0.403479	0.231237	0.587346	33783	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-ESCOLARIDAD-JEFE-HASTA-PRIMARIA-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	ESCOLARIDAD-JEFE	MEDIA-SUPERIOR	0.478943	0.465157	0.493102			9781	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-ESCOLARIDAD-JEFE-MEDIA-SUPERIOR-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	ESCOLARIDAD-JEFE	MEDIA-SUPERIOR	0.521736	0.508933	0.534416			10889	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-ESCOLARIDAD-JEFE-MEDIA-SUPERIOR-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	ESCOLARIDAD-JEFE	MEDIA-SUPERIOR	0.665456	0.654427	0.675838			13579	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-ESCOLARIDAD-JEFE-MEDIA-SUPERIOR-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	ESCOLARIDAD-JEFE	MEDIA-SUPERIOR	0.725931	0.715721	0.736062	0.548816	0.852238	14814	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-ESCOLARIDAD-JEFE-MEDIA-SUPERIOR-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	ESCOLARIDAD-JEFE	SECUNDARIA	0.333321	0.322789	0.343976			21023	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-ESCOLARIDAD-JEFE-SECUNDARIA-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	ESCOLARIDAD-JEFE	SECUNDARIA	0.376349	0.367882	0.385044			22423	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-ESCOLARIDAD-JEFE-SECUNDARIA-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	ESCOLARIDAD-JEFE	SECUNDARIA	0.535998	0.528058	0.545384			26839	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-ESCOLARIDAD-JEFE-SECUNDARIA-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	ESCOLARIDAD-JEFE	SECUNDARIA	0.607073	0.598930	0.615970	0.415251	0.770715	27309	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-ESCOLARIDAD-JEFE-SECUNDARIA-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	ESCOLARIDAD-JEFE	SUPERIOR	0.753786	0.742229	0.765516			9184	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-ESCOLARIDAD-JEFE-SUPERIOR-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	ESCOLARIDAD-JEFE	SUPERIOR	0.785808	0.773553	0.796511			10099	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-ESCOLARIDAD-JEFE-SUPERIOR-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	ESCOLARIDAD-JEFE	SUPERIOR	0.859981	0.852105	0.868195			12695	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-ESCOLARIDAD-JEFE-SUPERIOR-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	ESCOLARIDAD-JEFE	SUPERIOR	0.887589	0.880892	0.894294	0.783628	0.945099	14196	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-ESCOLARIDAD-JEFE-SUPERIOR-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	SEXO-JEFE	HOMBRE	0.365956	0.358653	0.372553			51918	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-SEXO-JEFE-HOMBRE-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	SEXO-JEFE	HOMBRE	0.404960	0.398480	0.410945			54171	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-SEXO-JEFE-HOMBRE-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	SEXO-JEFE	HOMBRE	0.536139	0.530473	0.541673			63230	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-SEXO-JEFE-HOMBRE-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	SEXO-JEFE	HOMBRE	0.606326	0.600552	0.612440	0.429766	0.758889	61905	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-SEXO-JEFE-HOMBRE-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	SEXO-JEFE	MUJER	0.355973	0.346021	0.366463			18393	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-SEXO-JEFE-MUJER-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	SEXO-JEFE	MUJER	0.403896	0.394304	0.413798			20476	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-SEXO-JEFE-MUJER-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	SEXO-JEFE	MUJER	0.536348	0.528244	0.545020			25776	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-SEXO-JEFE-MUJER-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	SEXO-JEFE	MUJER	0.605162	0.596885	0.612657	0.428491	0.758056	28197	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-SEXO-JEFE-MUJER-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	TLOC	100MIL-MAS	0.529647	0.521138	0.538844			26214	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-TLOC-100MIL-MAS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	TLOC	100MIL-MAS	0.578213	0.569693	0.586418			26689	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-TLOC-100MIL-MAS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	TLOC	100MIL-MAS	0.697998	0.691149	0.704730			32369	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-TLOC-100MIL-MAS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	TLOC	100MIL-MAS	0.754377	0.747777	0.761180	0.543891	0.887770	33031	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-TLOC-100MIL-MAS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	TLOC	15MIL-99MIL	0.364449	0.350293	0.377517			9012	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-TLOC-15MIL-99MIL-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	TLOC	15MIL-99MIL	0.423699	0.410468	0.436682			9462	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-TLOC-15MIL-99MIL-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	TLOC	15MIL-99MIL	0.569831	0.557290	0.582700			11284	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-TLOC-15MIL-99MIL-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	TLOC	15MIL-99MIL	0.635924	0.622379	0.649562	0.403840	0.818307	11501	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-TLOC-15MIL-99MIL-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	TLOC	2500-14999	0.216212	0.202174	0.230389			9451	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-TLOC-2500-14999-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	TLOC	2500-14999	0.274958	0.260390	0.287624			9858	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-TLOC-2500-14999-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	TLOC	2500-14999	0.396196	0.382878	0.409308			11820	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-TLOC-2500-14999-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	TLOC	2500-14999	0.498387	0.484938	0.512154	0.278202	0.719200	11538	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-TLOC-2500-14999-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	TLOC	MENOS-2500	0.069964	0.061740	0.078728			25634	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-TLOC-MENOS-2500-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	TLOC	MENOS-2500	0.105638	0.098313	0.113122			28638	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-TLOC-MENOS-2500-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	TLOC	MENOS-2500	0.226882	0.218249	0.236694			33533	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-TLOC-MENOS-2500-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	TLOC	MENOS-2500	0.338431	0.328037	0.349191	0.165639	0.568631	34032	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-TLOC-MENOS-2500-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2016	TOTAL	TODOS	0.363183	0.357413	0.369031			70311	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2016-TOTAL-TODOS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2018	TOTAL	TODOS	0.404655	0.399258	0.409721			74647	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2018-TOTAL-TODOS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2020	TOTAL	TODOS	0.536202	0.531390	0.541042			89006	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2020-TOTAL-TODOS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-CONEX-INTERNET	CONSUMO	2022	TOTAL	TODOS	0.605949	0.601232	0.610870	0.430324	0.757893	90102	RESULT-ENIGH-CONSUMO-PISOS-HOG-CONEX-INTERNET-2022-TOTAL-TODOS-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2016	DECIL	D01	0.471719	0.455640	0.489232			7525	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2016-DECIL-D01-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2018	DECIL	D01	0.487660	0.470313	0.503886			8345	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2018-DECIL-D01-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2020	DECIL	D01	0.623863	0.610433	0.638080			9595	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2020-DECIL-D01-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2022	DECIL	D01	0.630274	0.616844	0.644615	0.470937	0.765516	9687	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2022-DECIL-D01-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2016	DECIL	D02	0.678276	0.664069	0.693308			7630	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2016-DECIL-D02-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2018	DECIL	D02	0.691166	0.677709	0.705101			8169	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2018-DECIL-D02-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2020	DECIL	D02	0.773296	0.761608	0.783843			9537	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2020-DECIL-D02-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2022	DECIL	D02	0.808144	0.797889	0.819766	0.687209	0.889818	9312	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2022-DECIL-D02-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2016	DECIL	D03	0.765614	0.752647	0.778049			7574	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2016-DECIL-D03-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2018	DECIL	D03	0.787602	0.775018	0.799353			7886	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2018-DECIL-D03-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2020	DECIL	D03	0.847426	0.837450	0.856821			9238	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2020-DECIL-D03-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2022	DECIL	D03	0.876752	0.868483	0.884921	0.787602	0.931727	9327	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2022-DECIL-D03-P
CALC-ENIGH-CONSUMO-PISOS-0002	HOG-GASTO-COMUNICA	CONSUMO	2016	DECIL	D04	0.823535	0.811342	0.834874			7483	RESULT-ENIGH-CONSUMO-PISOS-HOG-GASTO-COMUNICA-2016-DECIL-D04-P
