ola	era	conducta	eje	segmento	unidad	punto	ic95_lo	ic95_hi	n	n_efectivo_kish	upm	calidad	resultado_id	calc_id	sello_sha256	calibracion
2018T2	clasica	pluriempleo	escolaridad	PRIM-COMPLETA	proporcion	0.06051218034535084	0.05621712262359149	0.0653268843890934	27012	13268.49	10570	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	escolaridad	PRIM-INCOMPLETA	proporcion	0.08048368332113771	0.07499800035136447	0.08588015030643319	15166	7877.54	6086	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	escolaridad	SECUNDARIA	proporcion	0.05377125661157445	0.051104049842901726	0.0565109023037972	58440	25767.62	15693	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	localidad	100K+	proporcion	0.04049503009083914	0.03848917447051615	0.04246223186693297	102523	34529.31	14832	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	localidad	15K-99K	proporcion	0.05517605892030957	0.05071464509003753	0.059349239067933754	22816	11055.71	1756	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	localidad	2K5-15K	proporcion	0.06176407602020317	0.056347694196870975	0.06639441651987057	20978	10008.62	1289	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	localidad	MENOS-2K5	proporcion	0.097930243879903	0.09238002645010342	0.10403482464196673	23743	15973.58	935	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	01	proporcion	0.03142353011333939	0.026776297280074246	0.03668681526925279	5059	4632.41	486	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	02	proporcion	0.0471833313685651	0.04155854701223167	0.053904069624862355	5657	5049.6	686	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	03	proporcion	0.06823308373340324	0.060430889064189856	0.07606912831102254	4111	2744.91	414	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	04	proporcion	0.11132463638683338	0.09906943724431692	0.12465936819523078	4918	3791.39	504	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	05	proporcion	0.05726972543461544	0.050021213653645445	0.06314833287699294	7364	4772.37	942	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	06	proporcion	0.07148905762505872	0.06111387044099422	0.08208657628890242	4957	4016.48	546	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	07	proporcion	0.0603738502989127	0.04839067270257822	0.07371897601537486	5356	2857.91	577	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	08	proporcion	0.06111088328741836	0.05094889262170883	0.07195925887387683	4767	3283.25	647	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	09	proporcion	0.038027511594312405	0.03155249932945079	0.04505609419399341	4391	3631.78	636	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	10	proporcion	0.0831792536556504	0.07234980909129168	0.09536513007637341	5860	4567.05	666	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	11	proporcion	0.042440591424511155	0.03540997773454001	0.05090690735061452	7423	3603.56	742	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	12	proporcion	0.07849538905127756	0.06483173580989497	0.09639843562303661	4615	2788.16	538	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	13	proporcion	0.07570807525835259	0.06486630367315091	0.08966727683484532	4401	2030.45	493	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	14	proporcion	0.04638705684897988	0.038986419973853846	0.052554683839335495	6267	4779.29	672	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	15	proporcion	0.025424864232960483	0.020965368951046937	0.02989514249923146	7490	4192.27	860	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	16	proporcion	0.07009509065322503	0.06160446980426055	0.08044760943349948	5250	2754.81	520	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	17	proporcion	0.026690625303218817	0.021485866754626687	0.03088721509759006	4443	3571.94	511	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	18	proporcion	0.0803006691722431	0.07014278076373204	0.08990021931975167	5210	4100.94	495	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	19	proporcion	0.03765648761894984	0.032207261715901485	0.04341717837252582	5972	5678.05	652	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	20	proporcion	0.1302090176548194	0.11786571204404948	0.14464351300603873	5792	3497.34	534	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	21	proporcion	0.07789572754097143	0.06318019971912672	0.09005545577467423	6262	4159.68	680	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	22	proporcion	0.014473152985219877	0.010936577176662115	0.018524725119603354	4534	4049.26	524	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	23	proporcion	0.06364578624622733	0.053903681910803254	0.0724630801494823	4546	3871.1	565	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	24	proporcion	0.06821238673711431	0.06152461807286523	0.0774953848145177	5367	4673.38	512	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	25	proporcion	0.0536227158283957	0.047032829888909396	0.061656429532386356	5109	3428.56	559	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	26	proporcion	0.08212445181286514	0.07396012824163009	0.08969404569585038	4946	3388.35	576	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	27	proporcion	0.07078702285165343	0.05836727186219578	0.08399414839130732	4682	2807.47	494	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	28	proporcion	0.08538535111876959	0.07359440128144563	0.09740660317350726	4764	3205.62	681	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	29	proporcion	0.07807707622604147	0.06906786497453145	0.08729032871376154	5039	4803.27	479	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	30	proporcion	0.06237266655964458	0.04784486236486966	0.0763431763993298	4966	2455.52	614	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	31	proporcion	0.11115628225405241	0.10165683274443593	0.12067613906688358	5547	5219.06	483	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	pluriempleo	entidad	32	proporcion	0.08505565004116196	0.07575557784510518	0.09564625286482507	4995	3072.77	524	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	nacional	NAC	proporcion	0.4461850442783538	0.43996161735397493	0.45194349675446177	118714	48137.6	18604	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	sexo	HOMBRE	proporcion	0.46477374714499264	0.45702761416466725	0.4718514803606507	71673	30502.48	17903	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	sexo	MUJER	proporcion	0.41639279994932776	0.4088371721100412	0.42372831446925885	47041	17695.52	16755	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	edad	15-29	proporcion	0.502261940750505	0.4934671603167168	0.5104963923876943	40075	17259.02	14472	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	edad	30-44	proporcion	0.4023924054344486	0.3936722276301592	0.40986886715155074	44356	17658.84	15810	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	edad	45-59	proporcion	0.39980101363198856	0.38957771243721767	0.41148119243846787	28319	11006.57	13539	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	edad	60+	proporcion	0.6064922444145311	0.5852664165819924	0.6263915572989498	5964	2311.95	4719	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	escolaridad	MEDIA-SUPERIOR	proporcion	0.23838968108764116	0.2321501315634812	0.24409020338014045	53400	19057.92	16568	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	escolaridad	PRIM-COMPLETA	proporcion	0.7192920463233695	0.7067143939449302	0.7294493006632353	16234	7731.46	8233	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	escolaridad	PRIM-INCOMPLETA	proporcion	0.841907712356587	0.8318026213677079	0.8528583534160501	7171	3210.36	4133	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	escolaridad	SECUNDARIA	proporcion	0.5002918284804327	0.49126600885502014	0.5086705449704766	41807	18346.36	14079	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	localidad	100K+	proporcion	0.33045133286981493	0.3248538154799064	0.3370577474186363	75852	25934.35	14660	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	localidad	15K-99K	proporcion	0.46290001359991056	0.4486373706846102	0.4796851729802584	16021	7786.41	1737	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	localidad	2K5-15K	proporcion	0.5664609325139064	0.5476242921973307	0.5856675201342071	13555	5991.21	1282	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	localidad	MENOS-2K5	proporcion	0.7271433418823603	0.711809727717616	0.7429035839651583	13286	8624.95	925	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	01	proporcion	0.35359519412655405	0.3322587667050667	0.3751901883445259	3942	3601.0	484	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	02	proporcion	0.27998211844546433	0.26381781809543015	0.2948633410523049	4293	3856.18	678	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	03	proporcion	0.3716956253588822	0.344671761650629	0.3953031934985266	3130	2086.5	411	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	04	proporcion	0.4812306837517797	0.4559301373599929	0.5047053568711849	3245	2438.06	502	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	05	proporcion	0.2650659826547627	0.24874109058416907	0.27988321175399344	5691	3615.83	933	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	06	proporcion	0.49932242219504147	0.4744853340273107	0.5227949522363476	3581	2904.52	540	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	07	proporcion	0.579352558922517	0.5474646893466785	0.6173784061044082	3193	1616.67	571	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	08	proporcion	0.26313710332032003	0.24459434007443148	0.2805793651134318	3835	2601.42	644	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	09	proporcion	0.35466928754335963	0.33562567701085144	0.37663898593189493	3209	2644.07	630	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	10	proporcion	0.4201824326969503	0.39840111532227873	0.4422696192773712	4310	3363.81	665	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	11	proporcion	0.5190975707013985	0.4852000121735384	0.554179256900565	5197	2422.22	733	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	12	proporcion	0.5557530392115916	0.5169611684336624	0.5879552940726813	2563	1323.65	518	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	13	proporcion	0.6114659806542375	0.5753793598033565	0.6491856793234614	2875	1319.19	488	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	14	proporcion	0.46467688685752123	0.43951371367528386	0.4934323620957435	4543	3424.11	666	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	15	proporcion	0.4498981632582746	0.42923842106311366	0.4727314179188091	5475	3022.04	855	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	16	proporcion	0.6345103317557117	0.5992995327864334	0.6653721598183111	3456	1718.06	517	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	17	proporcion	0.5809440132953176	0.5510656533094115	0.6041359153487177	2940	2341.1	503	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	18	proporcion	0.5402751047209329	0.5120431618479273	0.5737017522328961	3434	2675.78	494	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
2018T2	clasica	sin_contrato_escrito	entidad	19	proporcion	0.2429870003438405	0.22895319267315345	0.2611299006341565	4613	4390.84	649	ALTA	RESULT-ENOE-PISOS-TABLA	CALC-ENOE-PISOS-0003	3b916aacd14b5bc2c027485dae82dae5d1d68408c3a754b5aa39c99bc9398b8c	SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR
