# tools/dominios/cola-completa/adjudicacion-v1_0.tsv -- ACTO GEN2-COLA-COMPLETA-1
# Una fila por afirmación de la cola v1.0 (SHA 34949751). Texto de decisión: los valores citados en `razon` se leyeron de resultados.json sellados; ningún número vive aquí como insumo.
id_afirmacion	dominio	programa_id	estado	calc	result_ids	veredicto	razon
ASTRA5-U0-CLASE-001	MOVILIDAD	ENIGH	DIFERIDO			SIN-VEREDICTO	El '42.2% clase media 2020' es el índice multivariado propio de INEGI ('Cuantificando la Clase Media en México 2010-2020'), no un reactivo único; ENIGH 2010/2012/2014/2016/2018/2020 están en corpus y no reservadas, pero ningún CALC sellado reproduce ese índice compuesto (los CALC-ENIGH* existentes miden remesas y perfil estructural, no el índice de clase media).
ASTRA5-U0-CLASE-033	MOVILIDAD	ENIGH	DIFERIDO			SIN-VEREDICTO	ENIGH 2024 nace RESERVADA (E.6) y ningún CALC sellado del corpus la usa (los CALC-ENIGH2016/2018/2020/2022-* llegan sólo hasta 2022); el ingreso por habitante 2016 vs 2024 no puede medirse aquí sin abrir la ola reservada.
ASTRA5-U0-CLASE-037	MOVILIDAD	ENIGH	DIFERIDO			SIN-VEREDICTO	Misma razón: ENIGH 2024 reservada, sin CALC sellado que la abra; el ingreso por decil de hogares urbanos 2024 no está medido en este acto.
ASTRA5-U0-CLASE-040	SALUD_MENTAL	ENBIARE	DIFERIDO			SIN-VEREDICTO	CALC-ENBIARE-PISOS-BIENESTAR-0001 (sellado, única ola 2021 en manifiesto) mide ansiedad GAD2 y asistencia a servicio religioso por sexo/edad/escolaridad/localidad, no el cruce satisfacción-de-vida condicionado a facilidad de cubrir gastos que sostiene el 71% vs 44%; sin CALC para ese estimando.
ASTRA5-U0-VIOL-002	VIOLENCIA	ENVIPE	MEDIDO	CALC-ENVIPE-PERCEPCION-2024-0001	RESULT-ENVIPE-PERCEPCION-2024-ESTADO-INSEGURO-2024-TOTAL-TODOS-P;RESULT-ENVIPE-PERCEPCION-2024-ESTADO-INSEGURO-2024-TOTAL-TODOS-IC-LO;RESULT-ENVIPE-PERCEPCION-2024-ESTADO-INSEGURO-2024-TOTAL-TODOS-IC-HI	MATIZA	TOTAL-TODOS-P=0.7509 [IC 0.7468,0.7550] (n=87162) para 'considera inseguro su estado'; mismo sentido que el 73.6% citado (mayoría percibe inseguridad) pero la magnitud reportada queda fuera del IC (73.6%<74.68%).
ASTRA5-U0-VIOL-005	CONFIANZA	ENCIG	DIFERIDO			SIN-VEREDICTO	El anclaje 'familia 87.4%' no tiene ítem en la batería XI de ENCIG 2023 (mismo hallazgo que TRUST-006/025, ítem más cercano p11_1_09 'parientes'). Los ítems de confianza en policía/partidos (A.1, escala 0-10) y percepción de corrupción en policía/MP sí existen en el cuestionario ENCIG23, pero ningún CALC sellado (CALC-ENCIG-2023-0001, CALC-ENCIG2023-*) construye esos estimandos de confianza institucional; ENCOAP no está en el corpus de este acto.
ASTRA5-U0-PAREJA-013	VIOLENCIA	ENDIREH	DIFERIDO			SIN-VEREDICTO	CALC-ENDIREH-PISOS-2021-PAREJA-FISICA-BC-0001 (sellado) mide violencia física de pareja 'a lo largo de la relación' en el universo B1/B2 (ex-esposo/ex-pareja) y C1 (novio/pareja o ex) de mujeres 15+, con eje edad 15-29 (P=0.0906 IC[0.0837,0.0977]); no reproduce el corte del artículo externo (mujeres SOLTERAS 15-24 en noviazgo, prevalencia agregada emocional+física+sexual del último año); universo y ventana temporal distintos, sin CALC para ese corte exacto.
ASTRA5-U0-PAREJA-014	VIOLENCIA	ENDIREH	DIFERIDO			SIN-VEREDICTO	Los pisos sellados de ENDIREH 2021 son por módulo (pareja física BC=18.57% nacional, familiar=11.4%, etc.), no existe un CALC que agregue 'cualquier tipo de violencia de pareja a lo largo de la vida' (39.9% citado). CALC-ENDIREH-PISOS-2021-AYUDA-0001 da 4.9% nacional para acudir a alguna instancia, con universo A1/A2 (con algún acto de violencia desde el inicio), denominador que no calza claramente con el 13.6% citado ('de quienes la sufrieron'); sin CALC que combine ambos agregados.
ASTRA5-U0-PAREJA-022	VIOLENCIA	ENDIREH	MEDIDO	CALC-ENDIREH-PISOS-2021-PAREJA-FISICA-BC-0001	RESULT-ENDIREH2021-PF-BC-TABLA	MATIZA	Eje escolaridad de la tabla sellada (mujeres 15+, violencia física de pareja a lo largo de la relación): ninguno=0.3188, básica=0.2397, media_superior=0.1433, superior=0.1026 -- gradiente descendente con escolaridad, coherente con 'mayor escolaridad protectora'. Universo distinto del artículo citado (mujeres 15+ B1/B2/C1, no solteras 15-24 en noviazgo) y 'actitudes igualitarias de género' no tiene eje construible en este CALC: se confirma sólo la parte de escolaridad, con universo más amplio que el citado.
ASTRA5-U0-FAM-016	JUVENTUD	ENOE	MEDIDO	CALC-ENOE-PARTICIPACION-2024T4-0001	RESULT-ENOE-PARTICIPACION-2024T4-NO-ESTUDIA-NI-OCUPADO-18-24-2024T4-TOTAL-TODOS-P;RESULT-ENOE-PARTICIPACION-2024T4-NO-ESTUDIA-NI-OCUPADO-18-24-2024T4-TOTAL-TODOS-IC-LO;RESULT-ENOE-PARTICIPACION-2024T4-NO-ESTUDIA-NI-OCUPADO-18-24-2024T4-TOTAL-TODOS-IC-HI;RESULT-ENOE-PARTICIPACION-2024T4-MUJER-ENTRE-NO-ESTUDIA-NI-OCUPADO-18-24-2024T4-TOTAL-TODOS-P;RESULT-ENOE-PARTICIPACION-2024T4-MUJER-ENTRE-NO-ESTUDIA-NI-OCUPADO-18-24-2024T4-TOTAL-TODOS-IC-LO;RESULT-ENOE-PARTICIPACION-2024T4-MUJER-ENTRE-NO-ESTUDIA-NI-OCUPADO-18-24-2024T4-TOTAL-TODOS-IC-HI	MATIZA	NO-ESTUDIA-NI-OCUPADO-18-24 TOTAL-P=0.1992 [0.1936,0.2050] vs 18.9% citado, fuera del IC por poco. MUJER-ENTRE-NO-ESTUDIA-NI-OCUPADO-18-24 TOTAL-P=0.7342 [0.7196,0.7493] vs 'tres de cada cuatro' (75%), también fuera del IC por poco: mismo sentido (mayoría son mujeres) pero magnitud levemente distinta a la citada.
ASTRA5-U0-FAM-032	DINERO	ENOE	NO-CONSTRUIBLE			SIN-VEREDICTO	La afirmación mezcla dos universos (persona egresada de ENOE / vivienda en renta de un índice inmobiliario) sin ola declarada; la 'renta mínima en CDMX' no es un reactivo de ninguna encuesta INEGI del corpus, es un dato de portal inmobiliario. No hay pregunta única que sostenga la comparación.
ASTRA5-U0-MER-032	MOVILIDAD	ENADIS	NO-CONSTRUIBLE			SIN-VEREDICTO	ENADIS 2017 no está en el manifiesto/corpus de este acto (sólo enadis2022_cuestionario_general/opinion/fd); pregunta buscada: escolaridad por tonalidad de piel autoreportada (escala PERLA). Secciones recorridas: listado completo de ids 'enadis*' en data/manifiesto.yaml (3 ids, todos de 2022).
ASTRA5-U0-MER-040	TRABAJO	ENOE	NO-CONSTRUIBLE			SIN-VEREDICTO	Pregunta buscada: probabilidad de automatización del puesto de trabajo. ENOE 2025T1 (en corpus, no reservada) no trae ese reactivo -- es una variable construida externamente (CEPAL/artículo académico) sobre ocupación, no un ítem del cuestionario ENOE. Las cifras de PwC (vacantes IA) y CEPAL (riesgo de automatización) no son de ninguna encuesta de hogares del corpus.
ASTRA5-U0-SINT-018	GENERO	ENOE	NO-CONSTRUIBLE			SIN-VEREDICTO	Las cifras (puesto 33 WEF, paridad parlamentaria, brecha salarial 6,360/9,762, horas de cuidado 48.5/19.5) provienen del informe del WEF, no confirmadas por el propio report como derivadas de ENOE/ENUT; horas de trabajo de cuidado no remunerado son reactivo de ENUT (fuera de este grupo/programa), no de ENOE. Sin pregunta ENOE que sostenga estas cifras.
ASTRA5-U0-JUV-012	FAMILIA_CUIDADOS	ENOE	MEDIDO	CALC-ENOE-PARTICIPACION-2024T4-0001	RESULT-ENOE-PARTICIPACION-2024T4-MUJER-ENTRE-NO-ESTUDIA-NI-OCUPADO-18-24-2024T4-TOTAL-TODOS-P;RESULT-ENOE-PARTICIPACION-2024T4-MUJER-ENTRE-NO-ESTUDIA-NI-OCUPADO-18-24-2024T4-TOTAL-TODOS-IC-LO;RESULT-ENOE-PARTICIPACION-2024T4-MUJER-ENTRE-NO-ESTUDIA-NI-OCUPADO-18-24-2024T4-TOTAL-TODOS-IC-HI	MATIZA	TOTAL-P=0.7342 [0.7196,0.7493] (un solo trimestre, 2024T4) vs 'casi 8 de cada 10' (80%) del reprocesamiento Oxfam sobre 2014-2024: mismo sentido (mayoría mujeres) pero magnitud fuera del IC y ventana temporal distinta (un trimestre vs una década). La cifra de horas de cuidado (5.2-7.6 h/día) no es construible con ENOE (pertenece a ENUT, fuera de este grupo).
ASTRA5-U0-GEN-031	VIOLENCIA	ENDIREH	DIFERIDO			SIN-VEREDICTO	Los pisos sellados de ENDIREH 2021 son por módulo (pareja física, familiar, laboral, comunitaria, escolar, discriminación, ayuda) con eje 'entidad' propio de cada módulo; no existe un CALC que agregue la 'prevalencia total' de violencia por entidad (78.7/76.2/75.2% citado) combinando todos los módulos; construible en principio, no medido aquí.
ASTRA5-U0-VEJEZ-012	TRABAJO	ENOE	DIFERIDO			SIN-VEREDICTO	ENOE trae rama de actividad económica (SCIAN) y sexo, con lo que el cruce 'mujeres en establecimientos de servicios de cuidado' es construible en principio, pero ningún CALC sellado (CALC-ENOE-PISOS-*, PARTICIPACION-2024T4) mide ese corte por rama de cuidado; sin CALC.
ASTRA5-U0-VEJEZ-025	TRABAJO	ENOE	DIFERIDO			SIN-VEREDICTO	CALC-ENOE-PARTICIPACION-2024T4-0001 (sellado, ola no reservada) mide 'participa económicamente' con ejes edad/entidad/localidad pero SIN eje sexo (verificado: no existen claves *-SEXO-* ni *-PARTICIPA-ECONOMICAMENTE-2024T4-P sin segmento); la tasa 46.0%/74.6% por sexo no está en ningún RESULT sellado.
ASTRA5-U0-VEJEZ-026	TRABAJO	ENOE	DIFERIDO			SIN-VEREDICTO	ENOE(N) 2025T1 está en corpus y no reservada (2026 es la ola más reciente), pero ningún CALC sellado mide informalidad laboral por sexo en esa ola (los CALC-ENDUTIH-EMPLEO-15MAS-* son de otro programa); sin CALC para TIL1/TOSI1 por sexo 2025T1.
ASTRA5-U0-PAREJA-001	PAREJA	EMAT	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-PAREJA-002	PAREJA	EMAT	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-PAREJA-012	PAREJA	EMAT	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-PAREJA-021	PAREJA	EMAT	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-PAREJA-030	PAREJA	EMAT	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-CONOC-004	CONOCIMIENTO	ENPECYT	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-CONOC-005	CONOCIMIENTO	ENPECYT	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-CONOC-025	CONOCIMIENTO	ENPECYT	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-FAM-023	SALUD_MENTAL	EDR	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-JUV-011	SALUD_MENTAL	EDR	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-SALMEN-015	SALUD_MENTAL	EDR	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-SALMEN-016	SALUD_MENTAL	EDR	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-FAM-005	FAMILIA_CUIDADOS	CCPV	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-FAM-025	FAMILIA_CUIDADOS	CCPV	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-VEJEZ-005	FAMILIA_CUIDADOS	CCPV	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-VEJEZ-006	FAMILIA_CUIDADOS	CCPV	DIFERIDO			SIN-VEREDICTO	SUSTITUIDO-POR:GEN2-COLA-LOTE-1 (en vuelo)
ASTRA5-U0-PAREJA-016	RELIGIOSIDAD	CCPV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto: CCPV 2010 y 2020 están en corpus y no reservados (tabla-final-v1_0.tsv, fila INEGI·CCPV: olas_reservadas_al_entrar vacío); ningún CALC sellado mide esta conducta en el censo; GEN2-COLA-LOTE-1 (en vuelo) mide 2020 sólo para FAMILIA_CUIDADOS. Sucesor: pieza CCPV del dominio, o GEN2-COLA-LOTE-1 si su lista cerrada la cubre. [Corrige la razón del agente, que daba 2020 por reservada.]
ASTRA5-U0-EMOC-030	RELIGIOSIDAD	CCPV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto: CCPV 2010 y 2020 están en corpus y no reservados (tabla-final-v1_0.tsv, fila INEGI·CCPV: olas_reservadas_al_entrar vacío); ningún CALC sellado mide esta conducta en el censo; GEN2-COLA-LOTE-1 (en vuelo) mide 2020 sólo para FAMILIA_CUIDADOS. Sucesor: pieza CCPV del dominio, o GEN2-COLA-LOTE-1 si su lista cerrada la cubre. [Corrige la razón del agente, que daba 2020 por reservada.]
ASTRA5-U0-RELIG-008	RELIGIOSIDAD	CCPV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto: CCPV 2010 y 2020 están en corpus y no reservados (tabla-final-v1_0.tsv, fila INEGI·CCPV: olas_reservadas_al_entrar vacío); la religión va en la muestra censal (cuestionario ampliado) que ningún CALC sellado mide todavía; GEN2-COLA-LOTE-1 (en vuelo) mide 2020 sólo para FAMILIA_CUIDADOS. Sucesor: pieza CCPV-RELIGION 2010/2020. [Corrige la razón del agente, que daba 2020 por reservada.]
ASTRA5-U0-RELIG-001	RELIGIOSIDAD	CCPV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto: CCPV 2010 y 2020 están en corpus y no reservados (tabla-final-v1_0.tsv, fila INEGI·CCPV: olas_reservadas_al_entrar vacío); la religión va en la muestra censal (cuestionario ampliado) que ningún CALC sellado mide todavía; GEN2-COLA-LOTE-1 (en vuelo) mide 2020 sólo para FAMILIA_CUIDADOS. Sucesor: pieza CCPV-RELIGION 2010/2020. [Corrige la razón del agente, que daba 2020 por reservada.]
ASTRA5-U0-SINT-016	RURAL_INDIGENA	CCPV	NO-CONSTRUIBLE			SIN-VEREDICTO	el texto_vigente no es una afirmacion medible sobre CCPV 2020: cita La Raza Cosmica (1925, libro) y el Censo de Poblacion 1930 (categorias raciales); ninguno es instrumento del corpus (corpus solo trae censo2020); no hay pregunta que verificar aqui
ASTRA5-U0-CLASE-002	MOVILIDAD	CONEVAL	DIFERIDO			SIN-VEREDICTO	CONEVAL/Teruel et al. es estudio academico sobre microdatos ENIGH con metodologia propia (clases latentes), no un reactivo de cuestionario; el corpus solo trae tabulados/paquetes de calculo CONEVAL (rar/zip), sin CALC que los lea en este acto
ASTRA5-U0-RURAL-029	RURAL_INDIGENA	CONEVAL	DIFERIDO			SIN-VEREDICTO	CONEVAL publica el tabulado de pobreza multidimensional 2018/2022 (paquetes 'Cambios_pobreza_*'/'STATA_MMP_*' en el manifiesto); resultado ya calculado, no reactivo; sin CALC-CONEVAL-* en este acto
ASTRA5-U0-RURAL-030	RURAL_INDIGENA	CONEVAL	DIFERIDO			SIN-VEREDICTO	mismo tabulado CONEVAL de pobreza por entidad 2022; sin CALC que lo lea en este acto
ASTRA5-U0-SALUD-013	SALUD	CONEVAL	DIFERIDO			SIN-VEREDICTO	carencia de acceso a servicios de salud (CONEVAL, con base en ENIGH); tabulado externo en el manifiesto, sin CALC en este acto
ASTRA5-U0-FAM-033	FAMILIA_CUIDADOS	CONEVAL	DIFERIDO			SIN-VEREDICTO	mezcla varios sub-indicadores (cuidados publicos, pension contributiva, decreto DOF, Cuenta Publica); ninguno es reactivo de cuestionario del corpus; tabulados/documentos externos sin CALC en este acto
ASTRA5-U0-SINT-017	MOVILIDAD	CONEVAL	DIFERIDO			SIN-VEREDICTO	tabulado CONEVAL de pobreza multidimensional por entidad; sin CALC en este acto
ASTRA5-U0-TRAB-010	TRABAJO	CONEVAL	DIFERIDO			SIN-VEREDICTO	ITLP-IS es indice trimestral publicado por CONEVAL con metodologia propia sobre ENOE, no reactivo de cuestionario; tabulado externo, sin CALC en este acto
ASTRA5-U0-VEJEZ-029	DINERO	CONEVAL	DIFERIDO			SIN-VEREDICTO	tabulado CONEVAL de pobreza 2022 por entidad para 65+; sin CALC en este acto
ASTRA5-U0-EMOC-001	EMOCIONES_MORALES	CONEVAL	NO-CONSTRUIBLE			SIN-VEREDICTO	el texto_vigente describe un estudio academico ajeno (Smith et al. 2017, escala dignidad/face/honor, N=210 universitarios en Mexico); no es producto CONEVAL/INEGI/INE ni esta en el catalogo del corpus; el programa_id 'CONEVAL' es rotulo mal asignado en la pasada anterior
ASTRA5-U0-APUEST-024	SALUD	ENSANUT	DIFERIDO			SIN-VEREDICTO	modulo de etiquetado frontal (octagonos NOM-051) fuera de la lista cerrada P1 (lista-cerrada-P1.md §3: 'APUEST-024/025 ... NO-CORRIDO: modulo fuera de esta lista -> sucesor -2'); CALC-ENSANUT-PISOS-SALUD-0001 no lo mide; ademas cita ENSANUT 2020 (fuera de la serie 2021-2024 por cambio de cuestionario, P1 §1)
ASTRA5-U0-APUEST-037	SALUD	ENSANUT	DIFERIDO			SIN-VEREDICTO	modulo de vacunacion/esquema infantil fuera de la lista cerrada P1 (§3: 'APUEST-037, CONOC-010 (vacunacion) ... NO-CORRIDO: modulo fuera de esta lista -> sucesor -2'); sin CALC en este acto
ASTRA5-U0-SALUD-014	SALUD	ENSANUT	DIFERIDO			SIN-VEREDICTO	control glucemico HbA1c<7% (Basto-Abreu et al.) es modulo de laboratorio, fuera de la lista cerrada P1 (§3: 'SALUD-014 (HbA1c) ... NO-CORRIDO: modulo fuera de esta lista -> sucesor -2'); DX-DIABETES si esta en la lista pero mide diagnostico, no control glucemico
ASTRA5-U0-SALUD-016	SALUD	ENSANUT	DIFERIDO			SIN-VEREDICTO	ENSANUT 2018-19 fuera de la serie corrida por cambio de esquema/cuestionario (lista-cerrada-P1.md §1, declarado); ademas obesidad regional esta NO-CORRIDO (§3: 'SALUD-016 (obesidad regional)'); sin CALC en este acto
ASTRA5-U0-SALUD-025	SALUD	ENSANUT	DIFERIDO			SIN-VEREDICTO	compara 2018 (fuera de la serie corrida, P1 §1) vs 2022; actividad fisica no esta entre las 13 conductas de la lista cerrada P1 §2; sin CALC que mida inactividad fisica en este acto
ASTRA5-U0-CONOC-010	SALUD	ENSANUT	DIFERIDO			SIN-VEREDICTO	modulo de vacunacion (COVID adultos y esquema completo infantil) fuera de la lista cerrada P1 (§3: 'CONOC-010 (vacunacion) ... NO-CORRIDO'); sin CALC en este acto
ASTRA5-U0-CONOC-011	RURAL_INDIGENA	ENSANUT	DIFERIDO			SIN-VEREDICTO	modulo de vacunacion (indigena vs no indigena) fuera de la lista cerrada P1; el eje etnicidad no esta entre los ejes congelados en P1 §3 (TOTAL/SEXO/EDAD/ESTRATO/ESCOLARIDAD); sin CALC en este acto
ASTRA5-U0-CONOC-018	SALUD	ENSANUT	DIFERIDO			SIN-VEREDICTO	ENSANUT 2012 fuera de la serie corrida (P1 §1 solo abre 2021-2024); Consultorios Adyacentes a Farmacia (CAF) 2012 esta explicitamente NO-CORRIDO en la lista cerrada (§3: 'CONOC-018 (CAF 2012)'); sin CALC en este acto
ASTRA5-U0-SALMEN-038	JUVENTUD	ENSANUT	NO-CONSTRUIBLE			SIN-VEREDICTO	no hay reactivo de uso de redes sociales/tiempo de pantalla en el cuestionario de adolescentes de ENSANUT 2021-2024; la lista cerrada de conductas (lista-cerrada-P1.md §2) solo trae IDEACION-SUICIDA-ADOLESCENTES (d0817) para ese archivo
ASTRA5-U0-SALMEN-013	SALUD_MENTAL	ENSANUT	MEDIDO	CALC-ENSANUT-PISOS-SALUD-0001	RESULT-ENSANUT-PISOS-SALUD-DEPRESION-CESD7-2022-TOTAL-TODOS-P;RESULT-ENSANUT-PISOS-SALUD-DEPRESION-CESD7-2022-TOTAL-TODOS-IC-LO;RESULT-ENSANUT-PISOS-SALUD-DEPRESION-CESD7-2022-TOTAL-TODOS-IC-HI;RESULT-ENSANUT-PISOS-SALUD-DEPRESION-CESD7-2022-EDAD-60-MAS-P;RESULT-ENSANUT-PISOS-SALUD-DEPRESION-CESD7-2022-EDAD-60-MAS-IC-LO;RESULT-ENSANUT-PISOS-SALUD-DEPRESION-CESD7-2022-EDAD-60-MAS-IC-HI;RESULT-ENSANUT-PISOS-SALUD-DEPRESION-CESD7-2022-EDAD-20-39-P;RESULT-ENSANUT-PISOS-SALUD-DEPRESION-CESD7-2022-EDAD-40-59-P	MATIZA	TOTAL-TODOS-P=0.16663 (IC 0.15878-0.17437) casa con el 16.7% del report; EDAD-60-MAS-P=0.38299 (IC 0.36013-0.40889) casa con el 38.3% de adultos mayores del report; el 11.3% de 'adultos' del report no tiene bin equivalente en el piso (EDAD-20-39-P=0.10559, EDAD-40-59-P=0.12151, sin bin unico 20-59): MATIZA por granularidad del eje EDAD, no por signo/orden
ASTRA5-U0-APUEST-008	DINERO	CNBV	MEDIDO	CALC-BANXICO-SERIES-IMOR-0001	RESULT-BANXICO-SERIES-CON-2024-12	MATIZA	el comparador de sistema (IMOR consumo banca comercial dic-2024) está debajo de 6.52%, así que el orden «por encima del promedio» se sostiene del lado del sistema; la cifra de BanCoppel (R16 por institución) es NO-ACCESIBLE aquí y además 6.52% puede no ser IMOR de consumo
ASTRA5-U0-APUEST-018	DINERO	CNBV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): número de corresponsales 2019 y participación de OXXO: serie BDIF de CNBV; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org). «50% con cuenta / 33% con tarjeta» de OXXO Pay es dicho de empresa, NO-CONSTRUIBLE como serie (el piso de persona es ENIF)
ASTRA5-U0-CRFAC-003	DINERO	CNBV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): la afirmación es IMORA (con castigos); las dos constancias publican solo IMOR, que en sep-2025 da el RESULT citado, otro concepto. IMORA consumo: boletín de banca múltiple CNBV; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org)
ASTRA5-U0-CRFAC-004	DINERO	BANXICO	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): crecimiento real de la cartera de consumo: SIE (el payload CF297 está en el manifiesto pero no en este clon; se trae desde caja); host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org)
ASTRA5-U0-CRFAC-007	DINERO	BANXICO	MEDIDO	CALC-BANXICO-SERIES-IMOR-0001	RESULT-BANXICO-SERIES-CON-YOY-2026-03-PP;RESULT-BANXICO-SERIES-TDC-YOY-2026-03-PP;RESULT-BANXICO-SERIES-ABCD-YOY-2026-03-PP;RESULT-BANXICO-SERIES-NOM-YOY-2026-03-PP;RESULT-BANXICO-SERIES-PER-YOY-2026-03-PP	MATIZA	RETROSPECTIVO-NO-PREREGISTRADO (no estaba en spec §5): el patrón «morosidad sube en todos los segmentos salvo nómina» se ve en el cambio interanual a mar-2026 (nómina es el único negativo); la cita del REF es de dic-2025 y el crecimiento de saldos no está en esta serie
ASTRA5-U0-CRFAC-011	DINERO	BANXICO	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): CAT promedio de tarjetas clásicas 2024: RIB de tarjetas de Banxico; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org). Fichas CONDUSEF y «44% totaleros»: otra fuente (CONDUSEF / encuesta), fuera de este acto
ASTRA5-U0-CRFAC-013	DINERO	BANXICO	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): financiamiento a hogares como % del PIB: SIE financiamiento + PIB; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org)
ASTRA5-U0-CRFAC-020	DINERO	BANXICO	NO-CONSTRUIBLE			SIN-VEREDICTO	morosidad de SOFOM ENR y OIFNB «en niveles históricamente altos»: dicho del REF, que la construye con información de burós; no hay serie pública por sector (buscado: boletines CNBV y SIE en el manifiesto)
ASTRA5-U0-CRPOP-001	DINERO	CNBV	MEDIDO	CALC-BANXICO-SERIES-IMOR-0001	RESULT-BANXICO-SERIES-CON-2024-12	MATIZA	con el IMOR de consumo del sistema dic-2024 como denominador, el ~5% de Azteca que cita la propia afirmación queda por debajo del «2-4 veces»; la cifra por institución es NO-ACCESIBLE aquí
ASTRA5-U0-CRPOP-002	DINERO	CNBV	MEDIDO	CALC-BANXICO-SERIES-IMOR-0001;CALC-CNBV-SERIES-IMOR-R16-0001	RESULT-CNBV-SERIES-PER-2021-12;RESULT-CNBV-SERIES-TDC-2021-12;RESULT-CNBV-SERIES-ABCD-2021-12;RESULT-CNBV-SERIES-BM-2021-12;RESULT-BANXICO-SERIES-PER-2026-03;RESULT-BANXICO-SERIES-TDC-2026-03;RESULT-BANXICO-SERIES-ABCD-2026-03	MATIZA	dentro de la banca, personales > tarjeta > ABCD en las dos series; pero «adquisición de bienes muebles» bancaria supera a personales en R16 2021-12, y el crédito de tienda con cobranza domiciliaria no está en ninguna serie bancaria: el techo por producto se sostiene para personales y no para «bien durable»
ASTRA5-U0-CRPOP-005	DINERO	CNBV	DIFERIDO			SIN-VEREDICTO	sin CALC de este acto (host CNBV/Banxico denegado en la sesión previa que dejó la constancia; serie existe pero no se trajo al corpus): IMOR/IMORA de Nu México SOFIPO ago-2023: boletín SOFIPO por entidad; host denegado por la política de red de esta sesión (proxy 403: www.banxico.org.mx, portafolioinfo.cnbv.gob.mx, www.cnbv.gob.mx, www.gob.mx, web.archive.org). Impago de Klarna/Aplazo: dicho de empresa, NO-CONSTRUIBLE como serie
