instrumento	conducta	nivel_geografico	geografia_codigo	ola	naturaleza_estimacion	punto	ic95_inf	ic95_sup	unidad	escala	universo	n	n_efectivo_kish	calidad	generacion	temporalidad	estado_publicacion	result_punto	result_inf	result_sup	calc	sha256_resultados	sha256_sello
ENCIG	canal_digital_luz	ENTIDAD	09	2023	IC-DE-DISEÑO	0.5679595170103462	0.5412998885146122	0.5949419510738737	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	2427	1662.7868872692159	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-09-P	RESULT-REGION-ENCIG-2023-09-IC-LO	RESULT-REGION-ENCIG-2023-09-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	10	2023	IC-DE-DISEÑO	0.5388857688956157	0.4867318631619253	0.5899689754598987	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	664	443.5546512409665	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-10-P	RESULT-REGION-ENCIG-2023-10-IC-LO	RESULT-REGION-ENCIG-2023-10-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	11	2023	IC-DE-DISEÑO	0.5773463443354248	0.5242496443890644	0.6314444361467856	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	481	343.37271330162736	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-11-P	RESULT-REGION-ENCIG-2023-11-IC-LO	RESULT-REGION-ENCIG-2023-11-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	12	2023	IC-DE-DISEÑO	0.7793906900679446	0.7143141826486342	0.835906565163649	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	224	147.7093330842773	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-12-P	RESULT-REGION-ENCIG-2023-12-IC-LO	RESULT-REGION-ENCIG-2023-12-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	13	2023	IC-DE-DISEÑO	0.6409362090027123	0.5920579709074731	0.687396925683266	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	615	395.61342808251806	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-13-P	RESULT-REGION-ENCIG-2023-13-IC-LO	RESULT-REGION-ENCIG-2023-13-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	14	2023	IC-DE-DISEÑO	0.6058729539192806	0.5560239839459028	0.6572205366636765	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	497	356.17727183178107	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-14-P	RESULT-REGION-ENCIG-2023-14-IC-LO	RESULT-REGION-ENCIG-2023-14-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	15	2023	IC-DE-DISEÑO	0.37665847332868807	0.3243767382143507	0.4278064722419782	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	538	368.47817459469695	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-15-P	RESULT-REGION-ENCIG-2023-15-IC-LO	RESULT-REGION-ENCIG-2023-15-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	16	2023	IC-DE-DISEÑO	0.439589560111115	0.3834308449464474	0.4947584835275018	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	600	444.03571710034964	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-16-P	RESULT-REGION-ENCIG-2023-16-IC-LO	RESULT-REGION-ENCIG-2023-16-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	17	2023	IC-DE-DISEÑO	0.6963213638346469	0.655066056798484	0.7385496872447372	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	759	541.46385590568	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-17-P	RESULT-REGION-ENCIG-2023-17-IC-LO	RESULT-REGION-ENCIG-2023-17-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	18	2023	IC-DE-DISEÑO	0.5861927578475926	0.5398562411179306	0.6356981191885287	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	614	452.8349336765209	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-18-P	RESULT-REGION-ENCIG-2023-18-IC-LO	RESULT-REGION-ENCIG-2023-18-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	19	2023	IC-DE-DISEÑO	0.41135953188923	0.37205248056665835	0.4555125819632986	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	692	502.0995498033136	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-19-P	RESULT-REGION-ENCIG-2023-19-IC-LO	RESULT-REGION-ENCIG-2023-19-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	20	2023	IC-DE-DISEÑO	0.6806989139545196	0.6268357145100824	0.7287062816389851	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	569	398.95721265676735	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-20-P	RESULT-REGION-ENCIG-2023-20-IC-LO	RESULT-REGION-ENCIG-2023-20-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	21	2023	IC-DE-DISEÑO	0.504627457339582	0.45666781725593386	0.5535331564158857	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	620	414.3539012849515	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-21-P	RESULT-REGION-ENCIG-2023-21-IC-LO	RESULT-REGION-ENCIG-2023-21-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	22	2023	IC-DE-DISEÑO	0.6147633049313559	0.5706669616523364	0.6592833559036498	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	669	454.7116928735571	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-22-P	RESULT-REGION-ENCIG-2023-22-IC-LO	RESULT-REGION-ENCIG-2023-22-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	23	2023	IC-DE-DISEÑO	0.7799901388170014	0.7419387564155683	0.816928165145751	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	519	369.5242513297815	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-23-P	RESULT-REGION-ENCIG-2023-23-IC-LO	RESULT-REGION-ENCIG-2023-23-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	24	2023	IC-DE-DISEÑO	0.4962283233743203	0.4462842444275921	0.548435141841698	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	538	382.3543858292445	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-24-P	RESULT-REGION-ENCIG-2023-24-IC-LO	RESULT-REGION-ENCIG-2023-24-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	25	2023	IC-DE-DISEÑO	0.7568540640495716	0.7107456748003538	0.8019343601402928	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	526	365.31012385870656	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-25-P	RESULT-REGION-ENCIG-2023-25-IC-LO	RESULT-REGION-ENCIG-2023-25-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	26	2023	IC-DE-DISEÑO	0.8559035632168631	0.8255603328466684	0.8825103653623722	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	886	582.2296687463565	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-26-P	RESULT-REGION-ENCIG-2023-26-IC-LO	RESULT-REGION-ENCIG-2023-26-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	27	2023	IC-DE-DISEÑO	0.7595503917678313	0.7052902801452422	0.8069068649636287	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	455	339.6761596611896	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-27-P	RESULT-REGION-ENCIG-2023-27-IC-LO	RESULT-REGION-ENCIG-2023-27-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	28	2023	IC-DE-DISEÑO	0.5228461604144532	0.47953962645718573	0.5655712474245189	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	753	568.7199949634999	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-28-P	RESULT-REGION-ENCIG-2023-28-IC-LO	RESULT-REGION-ENCIG-2023-28-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	29	2023	IC-DE-DISEÑO	0.49112900302811635	0.4392878789325482	0.5462348044197957	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	552	404.1439364822461	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-29-P	RESULT-REGION-ENCIG-2023-29-IC-LO	RESULT-REGION-ENCIG-2023-29-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	30	2023	IC-DE-DISEÑO	0.6891700446724024	0.6413747419035434	0.7396518335398676	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	448	320.71443053576996	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-30-P	RESULT-REGION-ENCIG-2023-30-IC-LO	RESULT-REGION-ENCIG-2023-30-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	31	2023	IC-DE-DISEÑO	0.7139247017631226	0.6668765096082826	0.7586436948996963	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	541	400.6009965656351	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-31-P	RESULT-REGION-ENCIG-2023-31-IC-LO	RESULT-REGION-ENCIG-2023-31-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENCIG	canal_digital_luz	ENTIDAD	32	2023	IC-DE-DISEÑO	0.5151031232845461	0.4680248298867771	0.5617792377027458	trámite	proporción [0,1]	trámites ordinarios de luz con canal válido; marco urbano 100 mil+	613	433.1184943415856	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENCIG-2023-32-P	RESULT-REGION-ENCIG-2023-32-IC-LO	RESULT-REGION-ENCIG-2023-32-IC-HI	CALC-REGION-ENCIG-2023-0001	7abed0557ce8ba0fa6ce38439b50193b01286bb691a94bbbfcffc431911f29b2	1e6b9782b6083f2b06f260a6ebb4149dc357eb88aa277f66e6051031b249683b
ENIF	tiene_ahorros_enif2024	REGION	1	2024	IC-DE-DISEÑO	0.6484557017813471	0.6258230848065897	0.6694213180336858	persona	proporción [0,1]	personas elegidas 18+ con batería de ahorro válida	2431	1644.8190821067858	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENIF-2024-1-P	RESULT-REGION-ENIF-2024-1-IC-LO	RESULT-REGION-ENIF-2024-1-IC-HI	CALC-REGION-ENIF-2024-0001	cf71514c840639bd3eb4113d871f3d48d5c44e25504f247bfb3175011026d934	60dc865f76ec28d6a5abbcba2cce2f6e93bef851c8aedc3abfc9148ea5dffa91
ENIF	tiene_ahorros_enif2024	REGION	2	2024	IC-DE-DISEÑO	0.6526149256812079	0.6263114462403719	0.677501017987029	persona	proporción [0,1]	personas elegidas 18+ con batería de ahorro válida	2499	1782.7690943015202	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENIF-2024-2-P	RESULT-REGION-ENIF-2024-2-IC-LO	RESULT-REGION-ENIF-2024-2-IC-HI	CALC-REGION-ENIF-2024-0001	cf71514c840639bd3eb4113d871f3d48d5c44e25504f247bfb3175011026d934	60dc865f76ec28d6a5abbcba2cce2f6e93bef851c8aedc3abfc9148ea5dffa91
ENIF	tiene_ahorros_enif2024	REGION	3	2024	IC-DE-DISEÑO	0.6173932837584186	0.589524277022699	0.6439788052860118	persona	proporción [0,1]	personas elegidas 18+ con batería de ahorro válida	2581	1065.5561589496551	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENIF-2024-3-P	RESULT-REGION-ENIF-2024-3-IC-LO	RESULT-REGION-ENIF-2024-3-IC-HI	CALC-REGION-ENIF-2024-0001	cf71514c840639bd3eb4113d871f3d48d5c44e25504f247bfb3175011026d934	60dc865f76ec28d6a5abbcba2cce2f6e93bef851c8aedc3abfc9148ea5dffa91
ENIF	tiene_ahorros_enif2024	REGION	4	2024	IC-DE-DISEÑO	0.6469934180882775	0.6064728369633441	0.6875089891280165	persona	proporción [0,1]	personas elegidas 18+ con batería de ahorro válida	952	707.7727433564912	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENIF-2024-4-P	RESULT-REGION-ENIF-2024-4-IC-LO	RESULT-REGION-ENIF-2024-4-IC-HI	CALC-REGION-ENIF-2024-0001	cf71514c840639bd3eb4113d871f3d48d5c44e25504f247bfb3175011026d934	60dc865f76ec28d6a5abbcba2cce2f6e93bef851c8aedc3abfc9148ea5dffa91
ENIF	tiene_ahorros_enif2024	REGION	5	2024	IC-DE-DISEÑO	0.6665851961117752	0.6424265780752174	0.6917937941193457	persona	proporción [0,1]	personas elegidas 18+ con batería de ahorro válida	2528	1164.2591305386693	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENIF-2024-5-P	RESULT-REGION-ENIF-2024-5-IC-LO	RESULT-REGION-ENIF-2024-5-IC-HI	CALC-REGION-ENIF-2024-0001	cf71514c840639bd3eb4113d871f3d48d5c44e25504f247bfb3175011026d934	60dc865f76ec28d6a5abbcba2cce2f6e93bef851c8aedc3abfc9148ea5dffa91
ENIF	tiene_ahorros_enif2024	REGION	6	2024	IC-DE-DISEÑO	0.6124541174715372	0.588706199278157	0.6352306790580823	persona	proporción [0,1]	personas elegidas 18+ con batería de ahorro válida	2511	1630.5047931885906	n≥200 y varianza bootstrap estimable	GEN2	RETROSPECTIVA	PUBLICABLE	RESULT-REGION-ENIF-2024-6-P	RESULT-REGION-ENIF-2024-6-IC-LO	RESULT-REGION-ENIF-2024-6-IC-HI	CALC-REGION-ENIF-2024-0001	cf71514c840639bd3eb4113d871f3d48d5c44e25504f247bfb3175011026d934	60dc865f76ec28d6a5abbcba2cce2f6e93bef851c8aedc3abfc9148ea5dffa91
