# canon/citas-sha-obsoletas-purga-2026-08-10.tsv
#
# Citas documentales a SHAs de commit que dejaron de resolver tras
# PURGA-PRIVACIDAD (2026-08-10, ver canon/remapeo-shas-purga-2026-08-10.tsv).
# Barrido de forense/, canon/ y milpa/ buscando tokens hex (7-40 chars)
# que sean prefijo de alguno de los 599 SHAs viejos reescritos. Cero
# coincidencias ambiguas (ningún prefijo empata más de un SHA viejo).
#
# NO EDITADO en este acto -- reescribir 138 archivos forenses en el mismo
# acto que la purga mezcla dos cosas que deben poder auditarse por
# separado. Decisión de mesa: si y cómo actualizar estas citas.
#
archivo	linea	prefijo_citado	sha_viejo_completo	sha_nuevo
forense/bitacora.md	585	ce3c284	ce3c284e05d9b5b3aaad5eb33da7b34a0f51cde8	cf48c797ed665bc56fd8d75a868bce0935601166
forense/bitacora.md	586	45be175	45be1755687eb410929c9f042b83e3b86443f311	55e3ecb96e16680784b353cc15c2d062cd01174a
forense/bitacora.md	587	d0d9e07	d0d9e07c03f73a8dd5bdcaa617a5b52762c9a093	6857989e0dd0ea79229bbf713e6e29d3687e3bc0
forense/bitacora.md	588	feaf38e	feaf38e745c739e30ef225cebae52b49b9f1d701	2baf29c0905eec05c7a62891d7b57eafbdde1acf
forense/bitacora.md	589	dc5fd0f	dc5fd0fb20137d802af2c6ab4cc0ea6cd13241e0	a27cf110f57da6083329ed58a42a9a4d31709893
forense/bitacora.md	590	095a2a2	095a2a21e41ea0a96a56d1770fcf22ff34bc1fa8	e0cc0bdcb586f25072363024c1f55bf8b7bd2a7e
forense/bitacora.md	591	5a9263d	5a9263d9df487ba4c8bc016ec54659106245b1cf	690535dd68b2cd06704e99e036434551cb96ecfc
forense/bitacora.md	592	beac5eb	beac5eb5aea5a99d9ab17e2b1f16d4dbb0656092	5fe47b3f19c96fe9074d2840281eb5bd717251b9
forense/bitacora.md	593	7f9fd96	7f9fd9679130d9385feca20216541f9a5d74b922	05e5fbe71b792738e4ebe4452117efba4e26fe7c
forense/bitacora.md	594	b65f44f	b65f44fc8abf0e1d111eb232231a8611ee704b80	a9c83040fed43df1689769392dc90951efa5d7db
forense/bitacora.md	595	4054c35	4054c35a4ea549d42b676a9552024e75daad980b	5b1be658b5b40ca899da0ada05ea54faeb0b15d7
forense/bitacora.md	596	a217d32	a217d325379d9dbb5c028bdadb1e079e1534da52	d97b1168320c890a4ae45069404e6c3b421ad7ad
forense/bitacora.md	597	adb3e62	adb3e62010316ae37c7b31e3b796b28c4cbbe8c9	26594370c8aac3fe08435fadb2eef733b1b3d05f
forense/bitacora.md	598	584f806	584f806f7a8ffb9c714dc8f6b3196d4c1ddea91b	b3e5ecaa4340edcfa6dda45a2a8bd57f49266ae2
forense/bitacora.md	599	7d92f5b	7d92f5b1c3819297eafad40d1fb9caf0959eee4a	353bbbb01dcdc1f34f2ff2dd534919f434d3a247
forense/bitacora.md	600	a528654	a5286548ed1c08eacef47d2d1a8ed4fdcc35d6f1	64fb457029ced8de5b9ec94f39de9d15737a2174
forense/bitacora.md	601	46e9cef	46e9cef024592e3894f5af4f48f9373f368195cf	6348889e5b3bd9ef608aed2df3f7fc924944944d
forense/bitacora.md	602	bdb1b77	bdb1b775aa2c15aa637180782a5d553dac6d24b0	fab7ff00b4cb24f8a43228a694d008784fb78e4b
forense/bitacora.md	603	2d1d866	2d1d866f6456b3a3aab7bf1e36dec48101ddcf21	29b15903e645f0e798decb7591256ec9410485b7
forense/bitacora.md	604	856639c	856639c3479f6ffc95d7f93b0cc8f3008db57cee	5d3d4f8c46e45f9f6055e16a089e59d27613337c
forense/bitacora.md	605	25abb83	25abb8390ae0281242c1c2f18e880db56a6e1445	98f2eaed52f9432a1f9a2fd7c25c6b9b96d2a102
forense/bitacora.md	606	1ee9f29	1ee9f29d2df59ffb7267d93c8338b64d9a23f21e	0c8cb68c326a489e53cf076c773195507694b488
forense/bitacora.md	607	902ab75	902ab758d68f3289f5b7c005865329fe447b337c	9584bf0dc33303c24d95f5ef03b60565e70827a8
forense/bitacora.md	608	84aaae3	84aaae39f3120a60cf52c726d2804fac0495f14f	e74f1612cecb619e9f87aa9218c754632ce260ec
forense/bitacora.md	609	78288a2	78288a278fb79becf41dba6e34100197d0071453	0413ed8a2cce842e3df7566e1b5e44a483571747
forense/bitacora.md	610	22a7d9d	22a7d9dcce2156557bbf70a164cee7679730faf1	3b907127d606eff1bf89f39a2e0613e4dcda06cf
forense/bitacora.md	610	74027d5	74027d52c3363cd892c31ff7469667d847998b58	f4a9646c582e3251fc4f5d1002202ababf5100a3
forense/bitacora.md	611	a0ae0ad	a0ae0ad6a7548c98724ded683138f4ea1b009c8f	1d2d6edc1749979e3c1ebf2365cb66bf0c4be4c9
forense/bitacora.md	612	22a7d9d	22a7d9dcce2156557bbf70a164cee7679730faf1	3b907127d606eff1bf89f39a2e0613e4dcda06cf
forense/bitacora.md	613	f4bef94	f4bef94ad36f27f9c124ec804cb709c9608608fc	8c20be801131e62fae2fcfb82fd095b769b5ec87
forense/bitacora.md	614	10239cd	10239cd5eef15d046786b2281676af463cd7feaa	f4cb182478e7de5b6e7a81fccb5367baddbf71a0
forense/bitacora.md	615	4e174dd	4e174dd03dfbd2fb97f1e25584e077d387369b2f	c0de14c7dee8d094bdbfd3300838eb49401ddae7
forense/bitacora.md	616	7fa7481	7fa74811be4ee4cef536c97eed14e60f8bb90158	a3ffe3358fbcebc60b89ea61eacd39e3e0384802
forense/bitacora.md	617	83db9c9	83db9c9e6438a8337e5707dd9d77f1b6feaa5b08	f199a45b9e768e38001ef78e9807ce8db2ef1806
forense/bitacora.md	618	5fab073	5fab0738c63b61423b0cadf11c3e627c7937c3b0	204dfd860d4dd81665ede258897c0059a86c48e0
forense/bitacora.md	619	29f08b4	29f08b4f8c31c5b5c2a268734867d117710b8238	f2ca6ebd35e59d94899c43810d084f42880ede16
forense/bitacora.md	620	a946db5	a946db579e9f4c28ca7912022300906c4909bace	8a4883996c5a18efaa121e1d38ccdc619f933e17
forense/bitacora.md	621	acd65af	acd65af2cda44ae0cdf3b603b45518b9e00e86c3	0e0e9786480f2e67dfd130feebb590e57b1c73d5
forense/bitacora.md	622	fb1f333	fb1f333136b7c2021a475c394c8d78b230f5a53b	7d700e37f952b02f011455c873add2e0216999d8
forense/bitacora.md	623	c3adff8	c3adff8f182614a2af4168073206dab7fb950dd7	53f0a8e375b9456b7a304417d9f2545afde32f46
forense/bitacora.md	624	b73d1dd	b73d1dd9077b1a807aacc8fc061e509d9dc995a6	4107e3bc1af340648e32a233b8d529ffeffe0aef
forense/bitacora.md	625	c6dd7ee	c6dd7ee37fe09f15a6135fa1c60e68ab48278314	f3adb870b65b7f41485f02bb0f8644a2ba41f728
forense/bitacora.md	626	7dd1c5a	7dd1c5a77b4a911a992d09788c1a8e79f463cd31	c46ef18de9bf53e955eb4511e781e043a6c2553f
forense/bitacora.md	627	c42abc9	c42abc9b7af2b19486ee4b8155a2437a6c85b2fa	e54d82e1ae523fa35902b0eb6b046bec251b6565
forense/bitacora.md	628	97b9f2b	97b9f2b6d69fcc407217c33e82c2051523c273e0	af815bbd05e4b92305735e24371e5647735c6afa
forense/bitacora.md	629	d123f49	d123f49e38802e860cab7e8e06af838b059844aa	12fb8421c9c72035d97d583a204c4679d601cce5
forense/bitacora.md	630	24df4b3	24df4b31434d70db0122a7ddb41ada0579a462cb	5a4ca66ab799b4d90eea917b6f03e362bef31446
forense/bitacora.md	631	c9e67bd	c9e67bdcfc77b6cf16d4743cbc51571c8813ea58	4691482a5c9166aef12355edee9d16a546608c4e
forense/bitacora.md	632	015af3a	015af3a65ec3b62205f9931a2d1d964467b1e1e3	e535e52032799c12be3b95952d5a43be9a48c36b
forense/bitacora.md	633	2bf50b2	2bf50b24ced707dee31434c161b67d7d155f2f90	0412bcc2ce30613701f0b2bb16fa928c371d8f22
forense/bitacora.md	634	c68feab	c68feab2c154f038cc033871c0082e692b5d98c8	a71bf11d72b85611436f8e32143fb6518e9ae911
forense/bitacora.md	635	afa7c7f	afa7c7fc9388d0e0efd96b088475844ed533099c	1538abb77639ee41aa798fb68b68904b0749eca2
forense/bitacora.md	636	771ea26	771ea266da8d4c905b7ecc717f34417047c3f822	d3ecf645841b4cb8c6c316ef47027069a1e29b2d
forense/bitacora.md	637	d26cfde	d26cfded5e704bf22f8327bc9e661cd368771e02	68908d15ecec2fe0e79d2dcf32a2fc3a73edabe2
forense/bitacora.md	638	de3f22a	de3f22acd06c7dd9c4763c6b5eafc5368d5387de	c1957a2a58fdbc5ff2bd0eecd4762e9faede72a9
forense/bitacora.md	639	1a56210	1a56210c718908feb777ac9289be51ca27dcf11c	cee20ea71407507ab61253ea208c87b5a8b987e5
forense/bitacora.md	640	90eb140	90eb140c9ba8e3154b4e1f3826d7584b9dfe55bb	97dd9d382a618025031c631b95eee0813621bdaf
forense/bitacora.md	641	b28b144	b28b144dc596f708b544e891811195cd030b4424	301377ce5f5ad0cbb2a4353b308ab347ede06888
forense/bitacora.md	642	9fb8473	9fb8473ebcbf4b317650efb7860d3432408784f2	f8a95ac5c069a17b330ab686978a95986a8f7624
forense/bitacora.md	643	e3d483b	e3d483b0a6f2074dc27af36c9a514aabcb50645e	2807015bb86bd8c5c84322d853095174d2f43d67
forense/bitacora.md	644	c377b97	c377b97d0b5a2b02b59ec1f0ab112088ba8bc6aa	f7a52ddf201a64aeeb12ae56e05e6ccc262db04e
forense/bitacora.md	645	31fff96	31fff96c3d432bfcabfdaf65dcd136ae2b4487cf	4ab3ddce65c902c8a2d89a0cbf3c635eb22cfc51
forense/bitacora.md	646	f320550	f3205507d85dadb0bb8752fd33e6a2e82db72180	01ffe9364652f5a9f885e8d319d744c833023fab
forense/bitacora.md	647	3375a28	3375a28899716c761b4318298ad79741d1e43ae6	b80ab2f75629edcddc69f212496ff363860059b6
forense/bitacora.md	648	26e7ef4	26e7ef4bec9b9ec898d3b5f500613066b9635eb4	1afaea0fa8d469eb724aa47d3d9e0bf0ee00ef74
forense/bitacora.md	649	69357d4	69357d453ebe5218c67fb992753eab53c06fe19f	2a03cb4a5dce9182b369bf99ab6255e6571634db
forense/bitacora.md	649	9efa61f	9efa61f79f9be4d7d2dcf361062fa54e3e944bce	f8778bee319942964bdd18d5d7791095829a567a
forense/bitacora.md	649	eb92d99	eb92d997c91e934649e36ccce1350e5aac64a23a	41eede3ad4ca9df80513d25654800df4025a95eb
forense/bitacora.md	650	9dbff7a	9dbff7a2efe72ed70a4dd0b111c719f9fe2cf2e3	80cb52c4285f12f4ca41cabd17e2aa6125dbdbd7
forense/bitacora.md	651	9efa61f	9efa61f79f9be4d7d2dcf361062fa54e3e944bce	f8778bee319942964bdd18d5d7791095829a567a
forense/bitacora.md	652	eb92d99	eb92d997c91e934649e36ccce1350e5aac64a23a	41eede3ad4ca9df80513d25654800df4025a95eb
forense/bitacora.md	653	8254fde	8254fdee983966b17be3abf07d1e28507609e07c	7595d5aa22ad061b8d2f0ae9d5923bc85bc69cbf
forense/bitacora.md	654	7d6535e	7d6535e1c6d9c5857514735a96d6a5ce12ac7c5b	55499a16e39ee3a0a334c08cc6cf32bcd1f26d1b
forense/bitacora.md	655	a79227e	a79227ee4d4fba6da28c492661137c0d4b93a805	602f76d80a7b0622e9d2cfae62be33104ce118d2
forense/bitacora.md	729	80739405e3e69360d165540ff2d58abd137638a0	80739405e3e69360d165540ff2d58abd137638a0	1d457aea7e8bfabaa846bee6654c9eb1fdd46ca2
forense/bitacora.md	732	8073940	80739405e3e69360d165540ff2d58abd137638a0	1d457aea7e8bfabaa846bee6654c9eb1fdd46ca2
forense/bitacora.md	733	e146f30	e146f309b8eab8140213d9235bc207f0ee086684	15904da7bbc11b246179f60ca604e562f92e2811
forense/bitacora.md	734	388e3a2	388e3a216dba49e3af1b00d1e2bc82249be9c097	8a341da5d4cf4838e5e4dbe711237a758ffe17c2
forense/bitacora.md	735	d391f58	d391f58b7d08c2e298506c69b3365bb77dd5047e	cc72829a1a40c76b665db189e6419d5acc361175
forense/bitacora.md	736	58f8a54	58f8a54362c7f6ea0a9cb08509c25e67d81ed0f4	1d8d4a4242e2c92f467e2b5ebfb97d0069b737c2
forense/bitacora.md	737	1868045	18680451f7c5a6e253ae23a1814710d7c51fe803	c2b9b25f6e434a9a5b96b7ce3031a0cf198e1c41
forense/bitacora.md	738	16af08a	16af08aa6b423befa62fea064cbe07cbe6a65d89	c5bb67f0b110e8f022e8feece8d6375775a21bfd
forense/bitacora.md	739	64a5d7b	64a5d7bdb30f44d307a838f96f7536471a87c3c8	cb7c4251998d8bf3180bf4d274acaa29b86d6fe7
forense/bitacora.md	740	4a58320	4a583201e58625ac6005ba4b1750b7d9eaf49cd2	5e56a87c8f45d08877b7efdf46eb157d4184e74d
forense/bitacora.md	741	6b54d7c	6b54d7c09f90e6df026c5c284e2b0a2006c9cd3c	25160eee74368048c7696da34de1a7ae5aed2e2d
forense/bitacora.md	742	dcbf6ec	dcbf6ece15a49d609ed955c09f575f6090a7c082	e251ec29ee77e3303aa511a4a3c0fae3556635ca
forense/bitacora.md	743	7847920	7847920bc0a2931060ce3bfb99cca0fef80168b8	812cf3f8fc5f8c3bc1db51c2d5864aa19897338c
forense/bitacora.md	744	981c1ea	981c1ea5b7084775e601b5cc659f8c63ecee1fed	403e7822ee698981d8dbd6e5977f9eef1dd2a8e9
forense/bitacora.md	745	11d9415	11d9415f0dff2f8bef02c49c9c470bba5d9cf0b4	6acdfce605876ffd1af597f609031a2be6ae3c0a
forense/bitacora.md	746	686e377	686e3776442d10e1d646bdafb6de5fae22f4a70d	8180dac957236822166c3970e6a6a08c6bb4d7d7
forense/bitacora.md	747	0817817	081781760dc34c8cdb07fb176e6d18dbb7cf58bc	0a2a78421e89c0b454ea28fe2a2994c0d8f5a0a5
forense/bitacora.md	748	85f608a	85f608a1c5613598017c6e84efb3a74ab1cf1666	230f344256a1c2e87fbfac054601688616ff8330
forense/bitacora.md	749	f8a9962	f8a9962d52929eca579fc0bff175371b31814005	71175bdb88cc24227d600b5a5fa46d1b1b6ffe95
forense/bitacora.md	750	5b7113a	5b7113a17daa5e83d01f1a28f1c9d344e3df12cf	c962b42bd89d65720d2a8927f238c154d1c49fce
forense/bitacora.md	751	82b0961	82b096196ddec948dd9989add362dbab920bc11f	7f49bb90ad99fd9ceb20c6ee18eb31eaec360be9
forense/bitacora.md	752	33b412f	33b412f2656d68482bf99e76bd7f70d23730fc6c	39454f279c39f4448aca65e71903baeba37d19ec
forense/bitacora.md	753	ce3c284	ce3c284e05d9b5b3aaad5eb33da7b34a0f51cde8	cf48c797ed665bc56fd8d75a868bce0935601166
forense/bitacora.md	754	45be175	45be1755687eb410929c9f042b83e3b86443f311	55e3ecb96e16680784b353cc15c2d062cd01174a
forense/bitacora.md	755	d0d9e07	d0d9e07c03f73a8dd5bdcaa617a5b52762c9a093	6857989e0dd0ea79229bbf713e6e29d3687e3bc0
forense/bitacora.md	756	feaf38e	feaf38e745c739e30ef225cebae52b49b9f1d701	2baf29c0905eec05c7a62891d7b57eafbdde1acf
forense/bitacora.md	757	dc5fd0f	dc5fd0fb20137d802af2c6ab4cc0ea6cd13241e0	a27cf110f57da6083329ed58a42a9a4d31709893
forense/bitacora.md	758	095a2a2	095a2a21e41ea0a96a56d1770fcf22ff34bc1fa8	e0cc0bdcb586f25072363024c1f55bf8b7bd2a7e
forense/bitacora.md	759	5a9263d	5a9263d9df487ba4c8bc016ec54659106245b1cf	690535dd68b2cd06704e99e036434551cb96ecfc
forense/bitacora.md	760	beac5eb	beac5eb5aea5a99d9ab17e2b1f16d4dbb0656092	5fe47b3f19c96fe9074d2840281eb5bd717251b9
forense/bitacora.md	761	7f9fd96	7f9fd9679130d9385feca20216541f9a5d74b922	05e5fbe71b792738e4ebe4452117efba4e26fe7c
forense/bitacora.md	762	b65f44f	b65f44fc8abf0e1d111eb232231a8611ee704b80	a9c83040fed43df1689769392dc90951efa5d7db
forense/bitacora.md	763	4054c35	4054c35a4ea549d42b676a9552024e75daad980b	5b1be658b5b40ca899da0ada05ea54faeb0b15d7
forense/bitacora.md	764	a217d32	a217d325379d9dbb5c028bdadb1e079e1534da52	d97b1168320c890a4ae45069404e6c3b421ad7ad
forense/bitacora.md	765	adb3e62	adb3e62010316ae37c7b31e3b796b28c4cbbe8c9	26594370c8aac3fe08435fadb2eef733b1b3d05f
forense/bitacora.md	766	584f806	584f806f7a8ffb9c714dc8f6b3196d4c1ddea91b	b3e5ecaa4340edcfa6dda45a2a8bd57f49266ae2
forense/bitacora.md	767	7d92f5b	7d92f5b1c3819297eafad40d1fb9caf0959eee4a	353bbbb01dcdc1f34f2ff2dd534919f434d3a247
forense/bitacora.md	768	a528654	a5286548ed1c08eacef47d2d1a8ed4fdcc35d6f1	64fb457029ced8de5b9ec94f39de9d15737a2174
forense/bitacora.md	769	46e9cef	46e9cef024592e3894f5af4f48f9373f368195cf	6348889e5b3bd9ef608aed2df3f7fc924944944d
forense/bitacora.md	770	bdb1b77	bdb1b775aa2c15aa637180782a5d553dac6d24b0	fab7ff00b4cb24f8a43228a694d008784fb78e4b
forense/bitacora.md	771	2d1d866	2d1d866f6456b3a3aab7bf1e36dec48101ddcf21	29b15903e645f0e798decb7591256ec9410485b7
forense/bitacora.md	772	856639c	856639c3479f6ffc95d7f93b0cc8f3008db57cee	5d3d4f8c46e45f9f6055e16a089e59d27613337c
forense/bitacora.md	773	25abb83	25abb8390ae0281242c1c2f18e880db56a6e1445	98f2eaed52f9432a1f9a2fd7c25c6b9b96d2a102
forense/bitacora.md	774	1ee9f29	1ee9f29d2df59ffb7267d93c8338b64d9a23f21e	0c8cb68c326a489e53cf076c773195507694b488
forense/bitacora.md	775	902ab75	902ab758d68f3289f5b7c005865329fe447b337c	9584bf0dc33303c24d95f5ef03b60565e70827a8
forense/bitacora.md	776	84aaae3	84aaae39f3120a60cf52c726d2804fac0495f14f	e74f1612cecb619e9f87aa9218c754632ce260ec
forense/bitacora.md	777	78288a2	78288a278fb79becf41dba6e34100197d0071453	0413ed8a2cce842e3df7566e1b5e44a483571747
forense/bitacora.md	778	22a7d9d	22a7d9dcce2156557bbf70a164cee7679730faf1	3b907127d606eff1bf89f39a2e0613e4dcda06cf
forense/bitacora.md	778	74027d5	74027d52c3363cd892c31ff7469667d847998b58	f4a9646c582e3251fc4f5d1002202ababf5100a3
forense/bitacora.md	779	a0ae0ad	a0ae0ad6a7548c98724ded683138f4ea1b009c8f	1d2d6edc1749979e3c1ebf2365cb66bf0c4be4c9
forense/bitacora.md	780	22a7d9d	22a7d9dcce2156557bbf70a164cee7679730faf1	3b907127d606eff1bf89f39a2e0613e4dcda06cf
forense/bitacora.md	781	f4bef94	f4bef94ad36f27f9c124ec804cb709c9608608fc	8c20be801131e62fae2fcfb82fd095b769b5ec87
forense/bitacora.md	782	10239cd	10239cd5eef15d046786b2281676af463cd7feaa	f4cb182478e7de5b6e7a81fccb5367baddbf71a0
forense/bitacora.md	783	4e174dd	4e174dd03dfbd2fb97f1e25584e077d387369b2f	c0de14c7dee8d094bdbfd3300838eb49401ddae7
forense/bitacora.md	784	7fa7481	7fa74811be4ee4cef536c97eed14e60f8bb90158	a3ffe3358fbcebc60b89ea61eacd39e3e0384802
forense/bitacora.md	785	83db9c9	83db9c9e6438a8337e5707dd9d77f1b6feaa5b08	f199a45b9e768e38001ef78e9807ce8db2ef1806
forense/bitacora.md	786	5fab073	5fab0738c63b61423b0cadf11c3e627c7937c3b0	204dfd860d4dd81665ede258897c0059a86c48e0
forense/bitacora.md	787	29f08b4	29f08b4f8c31c5b5c2a268734867d117710b8238	f2ca6ebd35e59d94899c43810d084f42880ede16
forense/bitacora.md	788	a946db5	a946db579e9f4c28ca7912022300906c4909bace	8a4883996c5a18efaa121e1d38ccdc619f933e17
forense/bitacora.md	789	acd65af	acd65af2cda44ae0cdf3b603b45518b9e00e86c3	0e0e9786480f2e67dfd130feebb590e57b1c73d5
forense/bitacora.md	790	fb1f333	fb1f333136b7c2021a475c394c8d78b230f5a53b	7d700e37f952b02f011455c873add2e0216999d8
forense/bitacora.md	791	c3adff8	c3adff8f182614a2af4168073206dab7fb950dd7	53f0a8e375b9456b7a304417d9f2545afde32f46
forense/bitacora.md	792	b73d1dd	b73d1dd9077b1a807aacc8fc061e509d9dc995a6	4107e3bc1af340648e32a233b8d529ffeffe0aef
forense/bitacora.md	793	c6dd7ee	c6dd7ee37fe09f15a6135fa1c60e68ab48278314	f3adb870b65b7f41485f02bb0f8644a2ba41f728
forense/bitacora.md	794	7dd1c5a	7dd1c5a77b4a911a992d09788c1a8e79f463cd31	c46ef18de9bf53e955eb4511e781e043a6c2553f
forense/bitacora.md	795	c42abc9	c42abc9b7af2b19486ee4b8155a2437a6c85b2fa	e54d82e1ae523fa35902b0eb6b046bec251b6565
forense/bitacora.md	796	97b9f2b	97b9f2b6d69fcc407217c33e82c2051523c273e0	af815bbd05e4b92305735e24371e5647735c6afa
forense/bitacora.md	797	d123f49	d123f49e38802e860cab7e8e06af838b059844aa	12fb8421c9c72035d97d583a204c4679d601cce5
forense/bitacora.md	798	24df4b3	24df4b31434d70db0122a7ddb41ada0579a462cb	5a4ca66ab799b4d90eea917b6f03e362bef31446
forense/bitacora.md	799	c9e67bd	c9e67bdcfc77b6cf16d4743cbc51571c8813ea58	4691482a5c9166aef12355edee9d16a546608c4e
forense/bitacora.md	800	015af3a	015af3a65ec3b62205f9931a2d1d964467b1e1e3	e535e52032799c12be3b95952d5a43be9a48c36b
forense/bitacora.md	801	2bf50b2	2bf50b24ced707dee31434c161b67d7d155f2f90	0412bcc2ce30613701f0b2bb16fa928c371d8f22
forense/bitacora.md	802	c68feab	c68feab2c154f038cc033871c0082e692b5d98c8	a71bf11d72b85611436f8e32143fb6518e9ae911
forense/bitacora.md	803	afa7c7f	afa7c7fc9388d0e0efd96b088475844ed533099c	1538abb77639ee41aa798fb68b68904b0749eca2
forense/bitacora.md	804	771ea26	771ea266da8d4c905b7ecc717f34417047c3f822	d3ecf645841b4cb8c6c316ef47027069a1e29b2d
forense/bitacora.md	805	d26cfde	d26cfded5e704bf22f8327bc9e661cd368771e02	68908d15ecec2fe0e79d2dcf32a2fc3a73edabe2
forense/bitacora.md	806	de3f22a	de3f22acd06c7dd9c4763c6b5eafc5368d5387de	c1957a2a58fdbc5ff2bd0eecd4762e9faede72a9
forense/bitacora.md	807	1a56210	1a56210c718908feb777ac9289be51ca27dcf11c	cee20ea71407507ab61253ea208c87b5a8b987e5
forense/bitacora.md	808	90eb140	90eb140c9ba8e3154b4e1f3826d7584b9dfe55bb	97dd9d382a618025031c631b95eee0813621bdaf
forense/bitacora.md	809	b28b144	b28b144dc596f708b544e891811195cd030b4424	301377ce5f5ad0cbb2a4353b308ab347ede06888
forense/bitacora.md	810	9fb8473	9fb8473ebcbf4b317650efb7860d3432408784f2	f8a95ac5c069a17b330ab686978a95986a8f7624
forense/bitacora.md	811	e3d483b	e3d483b0a6f2074dc27af36c9a514aabcb50645e	2807015bb86bd8c5c84322d853095174d2f43d67
forense/bitacora.md	812	c377b97	c377b97d0b5a2b02b59ec1f0ab112088ba8bc6aa	f7a52ddf201a64aeeb12ae56e05e6ccc262db04e
forense/bitacora.md	813	31fff96	31fff96c3d432bfcabfdaf65dcd136ae2b4487cf	4ab3ddce65c902c8a2d89a0cbf3c635eb22cfc51
forense/bitacora.md	814	f320550	f3205507d85dadb0bb8752fd33e6a2e82db72180	01ffe9364652f5a9f885e8d319d744c833023fab
forense/bitacora.md	815	3375a28	3375a28899716c761b4318298ad79741d1e43ae6	b80ab2f75629edcddc69f212496ff363860059b6
forense/bitacora.md	816	26e7ef4	26e7ef4bec9b9ec898d3b5f500613066b9635eb4	1afaea0fa8d469eb724aa47d3d9e0bf0ee00ef74
forense/bitacora.md	817	69357d4	69357d453ebe5218c67fb992753eab53c06fe19f	2a03cb4a5dce9182b369bf99ab6255e6571634db
forense/bitacora.md	817	9efa61f	9efa61f79f9be4d7d2dcf361062fa54e3e944bce	f8778bee319942964bdd18d5d7791095829a567a
forense/bitacora.md	817	eb92d99	eb92d997c91e934649e36ccce1350e5aac64a23a	41eede3ad4ca9df80513d25654800df4025a95eb
forense/bitacora.md	818	9dbff7a	9dbff7a2efe72ed70a4dd0b111c719f9fe2cf2e3	80cb52c4285f12f4ca41cabd17e2aa6125dbdbd7
forense/bitacora.md	819	9efa61f	9efa61f79f9be4d7d2dcf361062fa54e3e944bce	f8778bee319942964bdd18d5d7791095829a567a
forense/bitacora.md	820	eb92d99	eb92d997c91e934649e36ccce1350e5aac64a23a	41eede3ad4ca9df80513d25654800df4025a95eb
forense/bitacora.md	821	8254fde	8254fdee983966b17be3abf07d1e28507609e07c	7595d5aa22ad061b8d2f0ae9d5923bc85bc69cbf
forense/bitacora.md	822	7d6535e	7d6535e1c6d9c5857514735a96d6a5ce12ac7c5b	55499a16e39ee3a0a334c08cc6cf32bcd1f26d1b
forense/bitacora.md	823	a79227e	a79227ee4d4fba6da28c492661137c0d4b93a805	602f76d80a7b0622e9d2cfae62be33104ce118d2
forense/bitacora.md	876	388e3a2	388e3a216dba49e3af1b00d1e2bc82249be9c097	8a341da5d4cf4838e5e4dbe711237a758ffe17c2
forense/bitacora.md	897	2c157fac3d9a0cc54f9e6fc0b665b779cff9c1ae	2c157fac3d9a0cc54f9e6fc0b665b779cff9c1ae	d50fcfeb606d85881ea7a0da17b7ce2b0e69711a
forense/bitacora.md	897	78d5d54f8037569ef0acfbca8e59b2ba4922f0f6	78d5d54f8037569ef0acfbca8e59b2ba4922f0f6	a9926add7131e28a2733fa5e8c908385b4c6c5f4
forense/bitacora.md	900	2c157fa	2c157fac3d9a0cc54f9e6fc0b665b779cff9c1ae	d50fcfeb606d85881ea7a0da17b7ce2b0e69711a
forense/bitacora.md	919	388e3a2	388e3a216dba49e3af1b00d1e2bc82249be9c097	8a341da5d4cf4838e5e4dbe711237a758ffe17c2
forense/bitacora.md	926	78d5d54f8037569ef0acfbca8e59b2ba4922f0f6	78d5d54f8037569ef0acfbca8e59b2ba4922f0f6	a9926add7131e28a2733fa5e8c908385b4c6c5f4
forense/bitacora.md	926	dd85b7b211150caffdc170cc164adc6ae501dde0	dd85b7b211150caffdc170cc164adc6ae501dde0	7b23be68223b4cf0c390f0c1ee8a41112b07407d
forense/bitacora.md	929	dd85b7b	dd85b7b211150caffdc170cc164adc6ae501dde0	7b23be68223b4cf0c390f0c1ee8a41112b07407d
forense/bitacora.md	930	ce2918b	ce2918b9ad52df4546c5602a210e75e735dc1d57	6d85a46de9601b3f71ebfce8d56393e20c14bfcb
forense/bitacora.md	931	2c157fa	2c157fac3d9a0cc54f9e6fc0b665b779cff9c1ae	d50fcfeb606d85881ea7a0da17b7ce2b0e69711a
forense/bitacora.md	958	78d5d54f8037569ef0acfbca8e59b2ba4922f0f6	78d5d54f8037569ef0acfbca8e59b2ba4922f0f6	a9926add7131e28a2733fa5e8c908385b4c6c5f4
forense/bitacora.md	958	ef9ac0c427eb989e85b0994e40bc7d6e37ddd027	ef9ac0c427eb989e85b0994e40bc7d6e37ddd027	5ef0b04799b7d4a04d4cc0f7c95f566459a00da3
forense/bitacora.md	961	ef9ac0c	ef9ac0c427eb989e85b0994e40bc7d6e37ddd027	5ef0b04799b7d4a04d4cc0f7c95f566459a00da3
forense/bitacora.md	982	78d5d54	78d5d54f8037569ef0acfbca8e59b2ba4922f0f6	a9926add7131e28a2733fa5e8c908385b4c6c5f4
forense/bitacora.md	982	78d5d54	78d5d54f8037569ef0acfbca8e59b2ba4922f0f6	a9926add7131e28a2733fa5e8c908385b4c6c5f4
