area_consulta	llave	dominio	conducta	instrumento_ola	segmento	universo_denominador	unidad_escala	punto	ic95_inf	ic95_sup	naturaleza_ic	estado_adopcion	result_punto	calc	sha256_resultados	sha256_sello	reserva
Tiempo, cuidado y vínculos	RESULT-ENSANUT-A-P-LOGISTICA	salud	razon_no_vacunacion_logistica	ENSANUT 2024	salud.vacunacion.disponible_ensanut2024	PRIMARIA (unidad = MENCION): las menciones afirmativas del bloque a0927 en adultos_ensanut2024_w.dta, personas de 20 anos o mas. Es el universo que la cifra GEN1 declara -- «254 menciones Si (179 personas distintas)» -- y se conserva para que el control positivo sea sobre la misma cantidad. SECUNDARIA DECLARADA (unidad = PERSONA): las personas distintas con al menos una mencion, colapsadas por folio de persona. NO se promedian entre si: son dos estimandos sobre dos unidades, y B-DELTA-MENCION-VS-PERSONA mide la distancia. Entran las filas con ponde_f finito y > 0. La Rama A (ENNViH) y la Rama C (adolescentes) de la spec sellada quedan FUERA: no tienen RESULT en CORR-0017.	proporcion ponderada de menciones con razon logistica (a0927a? o a0927c?)	0.7777616409222661			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-ENSANUT-A-P-LOGISTICA	CALC-ENSANUT-0001	3df2e79f5a782b54afade3e7c2c494c52652f7a026dde9c1ce0b3f2f87556189	66dfa413bfdaa7785b1b8b20447c5274af803276877efcc17b1a3c49adb740ed	Revisar identidad estimando, oferta compatible y alcance de firma.
Tiempo, cuidado y vínculos	RESULT-ENSANUT-A-P-NO-LOGISTICA	salud	razon_no_vacunacion_no_logistica	ENSANUT 2024	salud.vacunacion.disponible_ensanut2024	PRIMARIA (unidad = MENCION): las menciones afirmativas del bloque a0927 en adultos_ensanut2024_w.dta, personas de 20 anos o mas. Es el universo que la cifra GEN1 declara -- «254 menciones Si (179 personas distintas)» -- y se conserva para que el control positivo sea sobre la misma cantidad. SECUNDARIA DECLARADA (unidad = PERSONA): las personas distintas con al menos una mencion, colapsadas por folio de persona. NO se promedian entre si: son dos estimandos sobre dos unidades, y B-DELTA-MENCION-VS-PERSONA mide la distancia. Entran las filas con ponde_f finito y > 0. La Rama A (ENNViH) y la Rama C (adolescentes) de la spec sellada quedan FUERA: no tienen RESULT en CORR-0017.	proporcion ponderada de menciones con razon no logistica, CONTADA (nunca 1 - p)	0.22223835907773398			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-ENSANUT-A-P-NO-LOGISTICA	CALC-ENSANUT-0001	3df2e79f5a782b54afade3e7c2c494c52652f7a026dde9c1ce0b3f2f87556189	66dfa413bfdaa7785b1b8b20447c5274af803276877efcc17b1a3c49adb740ed	Revisar identidad estimando, oferta compatible y alcance de firma.
Tiempo, cuidado y vínculos	RESULT-ENUT-A-R	familia	share_horas_mujeres_40mas	ENUT 2024	familia.cuidado.recae_mujeres_40mas	Hogares: TODOS los de tvar_crea.csv (agrupados por LLAVEHOG), incluidos los que no registran ninguna hora de cuidado -- aportan 0/0 y NO se excluyen: excluirlos cambiaria la pregunta de `como se reparte el cuidado que hay` a `como se reparte en los hogares que cuidan`. Los hogares sin ninguna mujer 40+ aportan 0 al numerador, correctamente, y NO salen del denominador. Referencia GEN1, que esta corrida vuelve a contar: 29181 hogares, 4200 UPM. UNA SOLA OLA: ENUT 2024. ENUT 2019 y 2009 NO entran (sin tabla tvar_crea; reconstruir CON_CP desde ~40 items crudos no tiene precedente validado).	razon ponderada: horas de cuidado de mujeres 40+ sobre horas de cuidado totales del hogar	0.22148146779116093			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-ENUT-A-R	CALC-ENUT-0001	49259f3244a8902270cab2636ea5f6fd9604d02f0acebe9ae0c80a64ff155fb7	fe50e5e8b8db5bbdaa79f4e310d18666f809c4cfe624e495e30324c0b3a2a2a4	Revisar identidad estimando, oferta compatible y alcance de firma.
Seguridad y norma	RESULT-ENVIPE-DEN-P-C2-U4	civico	denuncia_con_miedo_o_desconfianza	ENVIPE 2025	civico.denuncia.miedo_desconfianza	ENVIPE 2025 (levantamiento marzo-abril 2025; delitos de referencia 2024-01-01 a 2024-12-31, `metadatos_envipe2025.txt`). UNIVERSO PRIMARIO U1, unidad DELITO: filas de tmod_vic con BPCOD en {05,...,15} (delitos personales -- el unico tramo al que el cuestionario enruta a la pregunta 1.23 por una sola condicion), BP1_20 = 2 (no denuncio) y BP1_23 en {01,...,08}. U3 = el mismo tramo con BP1_23 en {01,...,09, 99}. U4, unidad PERSONA: las personas de tper_vic2 con al menos un delito en U1, con la regla de colapso de la corrida GEN1 verbatim (la persona vale 1 si ALGUNO de sus delitos de U1 califica). Los delitos de hogar (BPCOD 01..04) quedan FUERA: su ruta a 1.23 pasa ademas por 1.21, y esa condicion extra cambia el universo. Las olas 2012-2024 quedan FUERA (limite 7.1 de la sellada): esta corrida no valida transferencia temporal.	particion GEN1 a nivel PERSONA con FAC_ELE -- UNICA celda que comparte codificacion Y unidad con la cifra GEN1 sellada, escala [0,1]	0.29431298745731216	0.2830197508253073	0.3057991950047491	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	CONSUMO-GEN2-ACTIVO	RESULT-ENVIPE-DEN-P-C2-U4	CALC-ENVIPE-0001	225bbaa1dd12eab410d838e3d6f7080a876c2353f8bc9ba466afb2eaa98f0e3b	18310f8adb6fb5963038d67c2e8a7eaba50e09c062dddbc579e918f090cbde16	Revisar identidad estimando, oferta compatible y alcance de firma.
Seguridad y norma	RESULT-ENVIPE-RES0028-Q-C2-U4	civico	denuncia_por_otra_razon	ENVIPE 2025	civico.denuncia.miedo_desconfianza	U4, unidad persona de 18 años o más con al menos un delito personal no denunciado elegible en U1 (BPCOD 05..15, BP1_20=2, BP1_23 en 01..08), agregada por ID_PER y ponderada con FAC_ELE. Es exactamente el universo del RESULT padre; esta corrida no vuelve a construirlo desde microdatos.	q=1-p(C2,U4); persona, FAC_ELE, escala [0,1]; candidato para RES-0028	0.7056870125426878			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-ENVIPE-RES0028-Q-C2-U4	CALC-ENVIPE-RES0028-U4-DERIVADO-0001	edecc24d12483f5f2be37603ca442ccbc4de05baa4e2b00a4d465649d8b32681	a4fb5b209c6608f077edcfb58cb6ede077048b7b4a38fd141842f2bbd828d48d	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-EVASIONNORMA-A-P-CUMPLE	tramite	cumple_norma_envipe2025	ENVIPE 2025	tramite.evasion_norma	Delitos (unidad delito, no persona) con BP1_20 en {1,2} en tmod_vic_envipe2025. n=40280, sin perdida. Poblacion expandida = 35595875 delitos.	complemento contado, 1-A-P-EVADE -- releva RES-0026 (esperado 0.437226)	0.43722552121559033			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-EVASIONNORMA-A-P-CUMPLE	CALC-EVASION-NORMA-0001-v1_1	85a726c1326b01c0d166ff962be8e2d7e2d201eecefd1a248ae5e32e37c5e815	8076d9ff1e18ab1fe6ac7168600810580cabe99c1df9373ee21c8b40e9d2abe8	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-EVASIONNORMA-A-P-EVADE	tramite	evade_norma_envipe2025	ENVIPE 2025	tramite.evasion_norma	Delitos (unidad delito, no persona) con BP1_20 en {1,2} en tmod_vic_envipe2025. n=40280, sin perdida. Poblacion expandida = 35595875 delitos.	p ponderado de evade_norma -- releva RES-0025 (esperado 0.562774)	0.5627744787844097			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-EVASIONNORMA-A-P-EVADE	CALC-EVASION-NORMA-0001-v1_1	85a726c1326b01c0d166ff962be8e2d7e2d201eecefd1a248ae5e32e37c5e815	8076d9ff1e18ab1fe6ac7168600810580cabe99c1df9373ee21c8b40e9d2abe8	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-HVD-A-AMBAS-VIAS	dinero	ahorra_ambas_vias	ENIF 2024 (derivado de RESULT)	dinero.ahorro.via_informal	No aplica universo de microdato propio: los 7 RESULT son funciones de puntos ya medidos sobre sus propios universos (declarados en CALC-ENIF-0001, CALC-ENIF-0002 y milpa/tramite.yaml respectivamente).	A_solo_formal + B_solo_informal - tiene_ahorros_enif2024 -- releva RES-0054 (esperado 0.204767)	0.20476743341812176			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-HVD-A-AMBAS-VIAS	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1	16a03f136bf70db92ad0031230e1e5191f317f32c0e9181c18a9be61109364bd	1c8b329fb2088d24298acb3081e9bb2d2366dce05c6e238d282271d251d92609	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-HVD-A-HORIZONTE-NO-CORTO-NO-TRABAJA	dinero	horizonte_no_corto	ENIF 2024 (derivado de RESULT)	dinero.ahorro.horizonte_no_trabajadores	No aplica universo de microdato propio: los 7 RESULT son funciones de puntos ya medidos sobre sus propios universos (declarados en CALC-ENIF-0001, CALC-ENIF-0002 y milpa/tramite.yaml respectivamente).	1 - RESULT-ENIF-POB-P-CORTO-NO-TRABAJA-P -- releva RES-0066 (esperado 0.367218)	0.36721800000000004			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-HVD-A-HORIZONTE-NO-CORTO-NO-TRABAJA	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1	16a03f136bf70db92ad0031230e1e5191f317f32c0e9181c18a9be61109364bd	1c8b329fb2088d24298acb3081e9bb2d2366dce05c6e238d282271d251d92609	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-HVD-A-NO-AHORRA	dinero	no_ahorra	ENIF 2024 (derivado de RESULT)	dinero.ahorro.via_informal	No aplica universo de microdato propio: los 7 RESULT son funciones de puntos ya medidos sobre sus propios universos (declarados en CALC-ENIF-0001, CALC-ENIF-0002 y milpa/tramite.yaml respectivamente).	no_tiene_ahorros_enif2024, sin transformar -- releva RES-0056 (esperado 0.357920)	0.35792043341812185			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-HVD-A-NO-AHORRA	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1	16a03f136bf70db92ad0031230e1e5191f317f32c0e9181c18a9be61109364bd	1c8b329fb2088d24298acb3081e9bb2d2366dce05c6e238d282271d251d92609	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-HVD-A-SOLO-FORMAL	dinero	ahorra_solo_formal	ENIF 2024 (derivado de RESULT)	dinero.ahorro.via_informal	No aplica universo de microdato propio: los 7 RESULT son funciones de puntos ya medidos sobre sus propios universos (declarados en CALC-ENIF-0001, CALC-ENIF-0002 y milpa/tramite.yaml respectivamente).	A_solo_formal - AMBAS-VIAS -- releva RES-0055 (esperado 0.080160)	0.08015956658187823			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-HVD-A-SOLO-FORMAL	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1	16a03f136bf70db92ad0031230e1e5191f317f32c0e9181c18a9be61109364bd	1c8b329fb2088d24298acb3081e9bb2d2366dce05c6e238d282271d251d92609	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-HVD-A-SOLO-INFORMAL	dinero	ahorra_solo_informal	ENIF 2024 (derivado de RESULT)	dinero.ahorro.via_informal	No aplica universo de microdato propio: los 7 RESULT son funciones de puntos ya medidos sobre sus propios universos (declarados en CALC-ENIF-0001, CALC-ENIF-0002 y milpa/tramite.yaml respectivamente).	B_solo_informal - AMBAS-VIAS -- releva RES-0053 (esperado 0.357153)	0.3571525665818782			SIN-IC-IDENTIFICADO	CONSUMO-GEN2-ACTIVO	RESULT-HVD-A-SOLO-INFORMAL	CALC-HORIZONTE-VIA-DERIVADOS-0001-v1_1	16a03f136bf70db92ad0031230e1e5191f317f32c0e9181c18a9be61109364bd	1c8b329fb2088d24298acb3081e9bb2d2366dce05c6e238d282271d251d92609	Revisar identidad estimando, oferta compatible y alcance de firma.
Seguridad y norma	RESULT-R-CIV-M-01-PUNTO	civico	R	ENVIPE 2012	CIV-M-01	ENVIPE 2012 (delitos de 2011). UNIVERSO PRIMARIO U_R, unidad DELITO, verbatim de codificacion-R-v1_0.tsv: filas de Tmod_Vic.DBF con BP1_23 en {01,...,09} y FAC_DEL valido -- TODOS los tipos de delito, sin filtro adicional mas alla de la codificacion. 99 y blanco quedan FUERA. UNIVERSO SECUNDARIO U1, homologado a prereg-caja-ENVIPE-DENUNCIA: BPCOD en el bloque PERSONAL DE ESTA OLA [4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], BP1_20 = 2, BP1_23 en {01,...,08} y FAC_DEL valido. U_R y U1 NO son comparables entre si (A-bis.4). Las otras olas quedan FUERA.	[PRIMARIO] R = proporcion ponderada de U_R con BP1_23 en {01,02,06}, unidad DELITO, ponderador FAC_DEL, escala [0,1], MAS ALTO = MAS PESO DEL MIEDO/DESCONFIANZA como razon principal	0.25899878251638075	0.2453364547940205	0.272661110238741	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-R-CIV-M-01-PUNTO	CALC-R-CIV-M-01	026a18824185ca41e5d26645ca99c288fca3c00363142c4d23327a70e0a0db5e	cd98747022bd0cf56b129bedfd2da5292de4213e74d2b630d954d1a933058c57	Revisar identidad estimando, oferta compatible y alcance de firma.
Seguridad y norma	RESULT-R-CIV-M-02-PUNTO	civico	R	ENVIPE 2013	CIV-M-02	ENVIPE 2013 (delitos de 2012). UNIVERSO PRIMARIO U_R, unidad DELITO, verbatim de codificacion-R-v1_0.tsv: filas de tmod_vic.dbf con BP1_23 en {01,...,09} y FAC_DEL valido -- TODOS los tipos de delito, sin filtro adicional mas alla de la codificacion. 99 y blanco quedan FUERA. UNIVERSO SECUNDARIO U1, homologado a prereg-caja-ENVIPE-DENUNCIA: BPCOD en el bloque PERSONAL DE ESTA OLA [5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], BP1_20 = 2, BP1_23 en {01,...,08} y FAC_DEL valido. U_R y U1 NO son comparables entre si (A-bis.4). Las otras olas quedan FUERA.	[PRIMARIO] R = proporcion ponderada de U_R con BP1_23 en {01,02,06}, unidad DELITO, ponderador FAC_DEL, escala [0,1], MAS ALTO = MAS PESO DEL MIEDO/DESCONFIANZA como razon principal	0.24339981393062482	0.23117390220974182	0.2556257256515078	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-R-CIV-M-02-PUNTO	CALC-R-CIV-M-02	543382b058acf056c9f59497798d682a863c3f85c073fb2a89f01a491984d639	0ecf74258ffad2683213985eae5048bdf1a60952ccf7d0902b85b9bc23f2be5f	Revisar identidad estimando, oferta compatible y alcance de firma.
Seguridad y norma	RESULT-R-CIV-M-04-PUNTO	civico	R	ENVIPE 2015	CIV-M-04	ENVIPE 2015 (delitos de 2014). UNIVERSO PRIMARIO U_R, unidad DELITO, verbatim de codificacion-R-v1_0.tsv: filas de TMod_Vic.dbf con BP1_23 en {01,...,09} y FAC_DEL valido -- TODOS los tipos de delito, sin filtro adicional mas alla de la codificacion. 99 y blanco quedan FUERA. UNIVERSO SECUNDARIO U1, homologado a prereg-caja-ENVIPE-DENUNCIA: BPCOD en el bloque PERSONAL DE ESTA OLA [5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], BP1_20 = 2, BP1_23 en {01,...,08} y FAC_DEL valido. U_R y U1 NO son comparables entre si (A-bis.4). Las otras olas quedan FUERA.	[PRIMARIO] R = proporcion ponderada de U_R con BP1_23 en {01,02,06}, unidad DELITO, ponderador FAC_DEL, escala [0,1], MAS ALTO = MAS PESO DEL MIEDO/DESCONFIANZA como razon principal	0.24366832225578466	0.229000915271278	0.25833572924029136	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-R-CIV-M-04-PUNTO	CALC-R-CIV-M-04	e9ba8a13ce453e60eff9302204893370c2159c8a2e91e8a9688aa6dcb01ada85	56419bf12b761348511118101e227673da3c5121884818a78c0a4f3c71634e45	Revisar identidad estimando, oferta compatible y alcance de firma.
Seguridad y norma	RESULT-R-CIV-M-10-PUNTO	civico	R	ENVIPE 2021	CIV-M-10	ENVIPE 2021 (delitos de 2020; metadatos_*.txt: Identifier DDI-MEX-INEGI-ENVIPE-2021-V01, Temporal 2020-01-01-2020-12-31). UNIVERSO PRIMARIO U_R, unidad DELITO, verbatim de codificacion-R-v1_0.tsv: filas de TMod_Vic con BP1_23 en {01,...,09} y FAC_DEL valido -- TODOS los tipos de delito (BPCOD 01..15), sin filtro adicional mas alla de la codificacion. 99 y blanco quedan FUERA. UNIVERSO SECUNDARIO U1, homologado a prereg-caja-ENVIPE-DENUNCIA: BPCOD en {05,...,15}, BP1_20 = 2, BP1_23 en {01,...,08} y FAC_DEL valido. U_R y U1 NO son comparables entre si (A-bis.4): estan en la misma corrida porque salen de la misma lectura del mismo archivo. Las otras olas de ENVIPE quedan FUERA: esta corrida no valida transferencia temporal.	[PRIMARIO] R = proporcion ponderada de U_R con BP1_23 en {01,02,06}, ENVIPE 2021 (delitos de 2020), unidad DELITO, ponderador FAC_DEL, escala [0,1], MAS ALTO = MAS PESO DEL MIEDO/DESCONFIANZA como razon principal	0.20493399286059008	0.1955782362504422	0.21428974947073795	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-R-CIV-M-10-PUNTO	CALC-R-CIV-M-10	73bdb87c6d8c7b39cc168f480795f0d7d26e776eed8c2337ca3d85d8767ac136	0b45b6da7b56637e290d31afb03f0f9df2e0e83cfd64d606f2633177d0e626e6	Revisar identidad estimando, oferta compatible y alcance de firma.
Seguridad y norma	RESULT-R-CIV-M-12-PUNTO	civico	R	ENVIPE 2023	CIV-M-12	ENVIPE 2023 (delitos de 2022; metadatos_*.txt: Identifier MEX-INEGI.EGS3.02-ENVIPE-2023, Temporal 2022-01-01-2022-12-31, 2023-03-01-2023-04-30 y 2023-03-01-2023-12-31). UNIVERSO PRIMARIO U_R, unidad DELITO, verbatim de codificacion-R-v1_0.tsv: filas de TMod_Vic con BP1_23 en {01,...,09} y FAC_DEL valido -- TODOS los tipos de delito (BPCOD 01..15), sin filtro adicional mas alla de la codificacion. 99 y blanco quedan FUERA. UNIVERSO SECUNDARIO U1, homologado a prereg-caja-ENVIPE-DENUNCIA: BPCOD en {05,...,15}, BP1_20 = 2, BP1_23 en {01,...,08} y FAC_DEL valido. U_R y U1 NO son comparables entre si (A-bis.4): estan en la misma corrida porque salen de la misma lectura del mismo archivo. Las otras olas de ENVIPE quedan FUERA: esta corrida no valida transferencia temporal.	[PRIMARIO] R = proporcion ponderada de U_R con BP1_23 en {01,02,06}, ENVIPE 2023 (delitos de 2022), unidad DELITO, ponderador FAC_DEL, escala [0,1], MAS ALTO = MAS PESO DEL MIEDO/DESCONFIANZA como razon principal	0.20811159524290274	0.1987816448689395	0.21744154561686596	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-R-CIV-M-12-PUNTO	CALC-R-CIV-M-12	54318445ca15b43ae1f2daa0062554aa54aa4e85fc86c236a7528ac5fc8df1c9	59fbc11cae9bf36693ddd23d72b9c5fcfdc60defe18d596ba871274cf097d0b8	Revisar identidad estimando, oferta compatible y alcance de firma.
Seguridad y norma	RESULT-R-CIV-M-13-PUNTO	civico	R	ENVIPE 2024	CIV-M-13	ENVIPE 2024 (delitos de 2023; metadatos_*.txt: Identifier MEX-INEGI.EGS3.02-ENVIPE-2024, Temporal 2023-01-01-2023-12-31, 2024-03-01-2024-04-30 y 2024-03-01-2024-12-31). UNIVERSO PRIMARIO U_R, unidad DELITO, verbatim de codificacion-R-v1_0.tsv: filas de TMod_Vic con BP1_23 en {01,...,09} y FAC_DEL valido -- TODOS los tipos de delito (BPCOD 01..15), sin filtro adicional mas alla de la codificacion. 99 y blanco quedan FUERA. UNIVERSO SECUNDARIO U1, homologado a prereg-caja-ENVIPE-DENUNCIA: BPCOD en {05,...,15}, BP1_20 = 2, BP1_23 en {01,...,08} y FAC_DEL valido. U_R y U1 NO son comparables entre si (A-bis.4): estan en la misma corrida porque salen de la misma lectura del mismo archivo. Las otras olas de ENVIPE quedan FUERA: esta corrida no valida transferencia temporal.	[PRIMARIO] R = proporcion ponderada de U_R con BP1_23 en {01,02,06}, ENVIPE 2024 (delitos de 2023), unidad DELITO, ponderador FAC_DEL, escala [0,1], MAS ALTO = MAS PESO DEL MIEDO/DESCONFIANZA como razon principal	0.1946118021509308	0.18404482283084048	0.20517878147102112	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-R-CIV-M-13-PUNTO	CALC-R-CIV-M-13	a292cfa93d1d9796d75a346031b00f1e8f4738f829d73e13df07605d6549aadb	e1363788280d9a3af493e9d014b145ac3b9dee3e3e454a56142eea8178c4e51d	Revisar identidad estimando, oferta compatible y alcance de firma.
Dinero y crédito	RESULT-R-DIN-M-01-PUNTO	dinero	R	ENNViH-1 2002	DIN-M-01	19802 filas del libro 3B (seccion CR) de ENNViH-1 2002; cr27 tiene etiqueta 'TIENE AHORROS' con 2665 en '1', 17074 en '3', 60 en '7' y 3 nulos; sin filtro adicional	proporcion ponderada R en [0,1]	0.15558094338412926	0.1461309873234716	0.1650308994447869	DISENO APROXIMADO / NO AUTORIZADO COMO GROUND TRUTH INFERENCIAL DE TRIADA SIN FIRMA DE MESA	CONSUMO-GEN2-ACTIVO	RESULT-R-DIN-M-01-PUNTO	CALC-R-DIN-M-01-v4	632d0f8c5a33addeee218319ebcfda2636aa8505567ceabccd2fb8dc9684509d	88a0d0c044394f899054b9d828c872df8a391599e201bdbeef820998f076e682	Revisar identidad estimando, oferta compatible y alcance de firma.
Tiempo, cuidado y vínculos	RESULT-R-FAM-M-01-PUNTO	familia	R	ENIF 2018	FAM-M-01	la tabla ya es ese universo (personas seleccionadas de tmodulo2, seccion 9.9); sin filtro adicional declarado en el diccionario	proporcion ponderada R en [0,1]	0.5571925669683186	0.5439300566230965	0.5704550773135408	IC-ULTIMATE-CLUSTER	CONSUMO-GEN2-ACTIVO	RESULT-R-FAM-M-01-PUNTO	CALC-R-FAM-M-01-v3	74f26948286d0de632598800cc5b0cd1bce1e8b6e67621ae6b3f8bd0345c062d	706cd21f4f2d6c0d014f39fac69303ab7b3f19622a9821dc0833744e206971d0	Revisar identidad estimando, oferta compatible y alcance de firma.
Tiempo, cuidado y vínculos	RESULT-R-FAM-M-05-PUNTO	familia	R	ENIGH 2016	FAM-M-05	hogares -- universo completo de concentradohogar (folioviv+foliohog) de ENIGH 2016 Nueva Serie, sin filtro adicional (asi lo declara el marco v1_2); 70311 filas leidas, 0 vacios en remesas	proporcion ponderada R en [0,1]	0.04745859252351374	0.044984410731933766	0.049932774315093714	IC-ULTIMATE-CLUSTER	CONSUMO-GEN2-ACTIVO	RESULT-R-FAM-M-05-PUNTO	CALC-R-FAM-M-05-v3	d6c88e4d2790022a4d35100d4741e61ed886ce6db9869c81f160fbceb0056576	65c4542fec7730c0ec849ed3c73ae2ba784df56835343d080d088a4a533ced8f	Revisar identidad estimando, oferta compatible y alcance de firma.
Tiempo, cuidado y vínculos	RESULT-R-FAM-M-06-PUNTO	familia	R	ENIGH 2018	FAM-M-06	hogares -- universo completo de concentradohogar (folioviv+foliohog) de ENIGH 2018 Nueva Serie, sin filtro adicional (asi lo declara el marco v1_2); 74647 filas leidas, 0 vacios en remesas	proporcion ponderada R en [0,1]	0.04728548395278385	0.04494239460690741	0.049628573298660286	IC-ULTIMATE-CLUSTER	CONSUMO-GEN2-ACTIVO	RESULT-R-FAM-M-06-PUNTO	CALC-R-FAM-M-06-v3	cef4f00c6c979f17480eba18f93fdd84ce475b72881e54637e183362a8b5eb55	137a48ad408b0e80fe03289b139b2e4afb91519aae3bc073bc85af2ba80d5918	Revisar identidad estimando, oferta compatible y alcance de firma.
Tiempo, cuidado y vínculos	RESULT-R-FAM-M-07-PUNTO	familia	R	ENIGH 2020	FAM-M-07	hogares -- universo completo de concentradohogar (folioviv+foliohog) de ENIGH 2020 Nueva Serie, sin filtro adicional (asi lo declara el marco v1_2); 89006 filas leidas, 0 vacios en remesas	proporcion ponderada R en [0,1]	0.04377543852935772	0.04179276362496125	0.04575811343375418	IC-ULTIMATE-CLUSTER	CONSUMO-GEN2-ACTIVO	RESULT-R-FAM-M-07-PUNTO	CALC-R-FAM-M-07-v3	8c615d837b31a47f6c9880b214249f9d9f983805b591451d160b71a7a7065ee0	0c8a2d904287ed5f80cd6cc4b59ef6a1457df41692f54b1c5d3693c45374b549	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-R-TRA-M-02-PUNTO	tramite	R	ENCUCI 2020	TRA-M-02	persona seleccionada (informante de 15 anios y mas, tabla SEC_4_5) con contacto en los ultimos 12 meses = alguna de AP5_16_1..AP5_16_10 == '1' (codigos del FD: 1 Si, 2 No, 9 No sabe/no responde); 21519 filas leidas y 13435 con contacto segun la proyeccion ciega (guardias: se reportan, no se ajustan). El filtro NO se ejecuta como codigo (limite declarado de arbitra.py): lo aplica el salto del cuestionario -- sin contacto AP5_17/AP5_18 van en blanco y caen FUERA por la codificacion	proporcion ponderada R en [0,1]	0.12602486953090247	0.11610743729158572	0.13594230177021924	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-R-TRA-M-02-PUNTO	CALC-R-TRA-M-02-v3	275e678104ce87919e92d5e7fd88d76330f5fd9e365b45c27cc3ba2163a69e01	7b56e12696ef60595049cd662f6241130a13b4f12dc04bcfad4d5b9ac633beb5	Revisar identidad estimando, oferta compatible y alcance de firma.
Trámites y Estado	RESULT-R-TRA-M-03-PUNTO	tramite	R	ENCIG 2013	TRA-M-03	de los 33000 registros de la tabla (roster de vivienda+persona), 4617 son menores de 18 (FAC_P18<=0, correctamente fuera del universo 18+); de los 28383 restantes (18 anios y mas), 22653 (79.8%) tienen respuesta individual valida en la seccion VIII y 5730 (20.2%) quedan en blanco en P8_3 pese a que la vivienda muestra R_DEF=00 (entrevista de vivienda completa) -- no-respuesta a nivel PERSONA (R_ELE con codigo distinto de 01 en su mayoria), distinta de la no-respuesta a nivel vivienda; arbitra.py los excluye igual que a cualquier codigo invalido (blanco no calza '1' ni '2'), tratamiento estandar de no-respuesta. R se calcula sobre los 22653 adultos con respuesta valida. Este patron NO aparece en 2017/2021 (~0.2-0.4% en blanco): las tablas de datos abiertos de esas olas ya vienen filtradas al informante entrevistado, mientras que la tabla de 2013 conserva una fila por cada miembro del hogar en el roster, responda o no la seccion VIII -- diferencia de estructura de tabla entre olas, no de universo pretendido (las tres apuntan a poblacion de 18 anios y mas)	proporcion ponderada R en [0,1]	0.04453797671500066	0.03896938710143442	0.05010656632856691	IC-CON-ESTRATOS-DE-UPM-UNICA	CONSUMO-GEN2-ACTIVO	RESULT-R-TRA-M-03-PUNTO	CALC-R-TRA-M-03-v3	e28fa2f89979cd93a43aceb50b94572641ff54a4b7e954209d054fa1efb1f476	bba962aa78c65fde1d858d9f54ac90f39af3800dc00fd96e4f7c74649258cc8a	Revisar identidad estimando, oferta compatible y alcance de firma.
