llave	dominio	conducta	instrumento_ola	segmento	universo_denominador	unidad_escala	punto	ic95_inf	ic95_sup	naturaleza_ic	estado_adopcion	firma	temporalidad	result_punto	result_inf	result_sup	calc	sha256_resultados	sha256_sello	uso	oferta_compatible	oferta_valor_ic	reserva
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-HASTA-PRIMARIA-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	ESCOLARIDAD:HASTA-PRIMARIA	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.30655721998172114	0.2732994025073042	0.34096195343431224	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-HASTA-PRIMARIA-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-HASTA-PRIMARIA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-HASTA-PRIMARIA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIVERSO-SOLO-SOLICITANTESNA		UNIVERSO-SOLO-SOLICITANTESNA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-MEDIA-SUPERIOR-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	ESCOLARIDAD:MEDIA-SUPERIOR	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.3628137719613494	0.3335244159042681	0.3932862065678895	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-MEDIA-SUPERIOR-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-MEDIA-SUPERIOR-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-MEDIA-SUPERIOR-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIVERSO-SOLO-SOLICITANTESNA		UNIVERSO-SOLO-SOLICITANTESNA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-SECUNDARIA-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	ESCOLARIDAD:SECUNDARIA	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.33494054297824744	0.30368767519683937	0.3663791069495741	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-SECUNDARIA-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-SECUNDARIA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-SECUNDARIA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIVERSO-SOLO-SOLICITANTESNA		UNIVERSO-SOLO-SOLICITANTESNA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-SUPERIOR-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	ESCOLARIDAD:SUPERIOR	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.311900774479666	0.28515858873292366	0.3401789077653267	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-SUPERIOR-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-SUPERIOR-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-ESCOLARIDAD-SUPERIOR-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIVERSO-SOLO-SOLICITANTESNA		UNIVERSO-SOLO-SOLICITANTESNA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-FORMALIDAD-CON-SEGURIDAD-SOCIAL-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	FORMALIDAD:CON-SEGURIDAD-SOCIAL	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.3404572152626132	0.31484153159538464	0.3673098867277434	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-FORMALIDAD-CON-SEGURIDAD-SOCIAL-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-FORMALIDAD-CON-SEGURIDAD-SOCIAL-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-FORMALIDAD-CON-SEGURIDAD-SOCIAL-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIVERSO-SOLO-SOLICITANTESNA		UNIVERSO-SOLO-SOLICITANTESNA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	FORMALIDAD:SIN-SEGURIDAD-SOCIAL	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.37662334041034545	0.35105491194111216	0.40208846171131135	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIVERSO-SOLO-SOLICITANTESNA		UNIVERSO-SOLO-SOLICITANTESNA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-LOCALIDAD-15-000-Y-MAS-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	LOCALIDAD:15-000-Y-MAS	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.35474107420886064	0.3344221395678838	0.37541346246491103	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-LOCALIDAD-15-000-Y-MAS-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-LOCALIDAD-15-000-Y-MAS-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-LOCALIDAD-15-000-Y-MAS-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIVERSO-SOLO-SOLICITANTESNA		UNIVERSO-SOLO-SOLICITANTESNA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-LOCALIDAD-MENOR-DE-15-000-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	LOCALIDAD:MENOR-DE-15-000	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.2641657920642678	0.2428952263622269	0.2862355599229193	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-LOCALIDAD-MENOR-DE-15-000-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-LOCALIDAD-MENOR-DE-15-000-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-LOCALIDAD-MENOR-DE-15-000-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIVERSO-SOLO-SOLICITANTESNA		UNIVERSO-SOLO-SOLICITANTESNA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-NACIONAL-TODOS-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	NACIONAL:TODOS	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.33023105692354116	0.31435658439363967	0.34638949503769034	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-NACIONAL-TODOS-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-NACIONAL-TODOS-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-NACIONAL-TODOS-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIVERSO-SOLO-SOLICITANTESNA		UNIVERSO-SOLO-SOLICITANTESNA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-SEXO-1-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	SEXO:1	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.36190856156825135	0.34067261122698206	0.38326184957655357	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-SEXO-1-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-SEXO-1-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-SEXO-1-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIVERSO-SOLO-SOLICITANTESNA		UNIVERSO-SOLO-SOLICITANTESNA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-SEXO-2-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	SEXO:2	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.29827640368711883	0.2769337927153946	0.3200996700595829	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-SEXO-2-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-SEXO-2-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-SEXO-2-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:UNIVERSO-SOLO-SOLICITANTESNA		UNIVERSO-SOLO-SOLICITANTESNA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-UNIVERSO-UNIVERSO-TRABAJA-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	UNIVERSO:UNIVERSO-TRABAJA	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.3585732537929668	0.3402485617356518	0.37683369727782007	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-UNIVERSO-UNIVERSO-TRABAJA-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-UNIVERSO-UNIVERSO-TRABAJA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ENTRE-SOLICITANTES-UNIVERSO-UNIVERSO-TRABAJA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	SIN-ENLACE:EJE-FUERA-DE-U1NA		EJE-FUERA-DE-U1NA
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ESCOLARIDAD-HASTA-PRIMARIA-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	ESCOLARIDAD:HASTA-PRIMARIA	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.10901877702220285	0.09552570518603555	0.12290812012722266	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ESCOLARIDAD-HASTA-PRIMARIA-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ESCOLARIDAD-HASTA-PRIMARIA-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ESCOLARIDAD-HASTA-PRIMARIA-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	RESULT-DIN-OFERTA-EXCLUSION-ENIF2018-CREDITO-ESCOLARIDAD-HASTA-PRIMARIA-OFERTA-P	0.3788931909353648 [0.35620441741158393, 0.4016032702212624]	La exclusión usa no usuarios de crédito formal; no es el denominador del marginal de conducta.
RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ESCOLARIDAD-MEDIA-SUPERIOR-P	dinero	Proporciones marginales ponderadas ENIF 2018 de las conductas de crédito comparables por texto, por celda de eje, con IC95 bootstrap, unidad P o PR declarada por conducta: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (mismo marco; población 18-70 declarada)	ENIF 2018	ESCOLARIDAD:MEDIA-SUPERIOR	Persona elegida de 18 a 70 años (diseño de ENIF 2018) con desenlace definido y diseño válido; K6-PR sobre productos formales tenidos con variable de atraso; K6-P-TENEDORES sobre tenedores de al menos un producto cubierto; K4 sobre quien nunca ha tenido crédito formal (filtro No y 6.5 = 2); formalidad sobre quien trabaja (P3_11 en 1..6). Cada eje conserva su denominador válido.	proporción ponderada [0,1]	0.18922694612296231	0.17161185118885203	0.20785755581887186	IC-DE-SPEC-SIN-CALIBRACION-ACREDITADA	PISO-HISTORICO-CONTEXTO; NO-ADOPCION-POR-CATALOGO	VER-DECISION-POR-CELDA	RETROSPECTIVA-HISTORICA	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ESCOLARIDAD-MEDIA-SUPERIOR-P	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ESCOLARIDAD-MEDIA-SUPERIOR-IC-LO	RESULT-DIN-CREDITO-PISOS-ENIF2018-K5-ESCOLARIDAD-MEDIA-SUPERIOR-IC-HI	CALC-DIN-CREDITO-PISOS-ENIF2018-0001	2000ab0beee184ca210cdfc34c84934a234f42e8489b83147960bf8c2dc750f5	7024d41ada35c6e08f097445b351b12022aadbd252b6d0e9241bcbf37cd53ed1	forense/analisis/din-oferta-exclusion/enlace-pisos.tsv	RESULT-DIN-OFERTA-EXCLUSION-ENIF2018-CREDITO-ESCOLARIDAD-MEDIA-SUPERIOR-OFERTA-P	0.37332887455300096 [0.3438742898145959, 0.40240573689892073]	La exclusión usa no usuarios de crédito formal; no es el denominador del marginal de conducta.
