id_celda	variante	replica	estado	valor	evidencia	archivo
TRA-M-07	L-solo	2	VALIDA	0.12	ESTIMACION_PUNTUAL=12%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-07-M__L-solo__02__f5-completa-v1_0.json
FAM-M-01	L-solo	7	VALIDA	0.31	ESTIMACION_PUNTUAL=31%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-01-M__L-solo__07__f5-completa-v1_0.json
TRA-M-07	L+corpus	8	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-07-M__L+corpus__08__f5-completa-v1_0.json
TRA-M-07	L+corpus	3	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-07-M__L+corpus__03__f5-completa-v1_0.json
FAM-M-05	L+corpus	1	VALIDA	0.047	ESTIMACION_PUNTUAL=4.7%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-05-M__L+corpus__01__f5-completa-v1_0.json
CIV-M-04	L+corpus	4	VALIDA	0.24	ESTIMACION_PUNTUAL=24%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-04-M__L+corpus__04__f5-completa-v1_0.json
CIV-M-02	L-solo	3	VALIDA	0.29	ESTIMACION_PUNTUAL=29%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-02-M__L-solo__03__f5-completa-v1_0.json
CIV-M-12	L-solo	5	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-12-M__L-solo__05__f5-completa-v1_0.json
CIV-M-10	L-solo	6	VALIDA	0.21	ESTIMACION_PUNTUAL=21%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-10-M__L-solo__06__f5-completa-v1_0.json
CIV-M-13	L+corpus	3	VALIDA	0.22	ESTIMACION_PUNTUAL=22%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-13-M__L+corpus__03__f5-completa-v1_0.json
CIV-M-13	L+corpus	7	VALIDA	0.21	ESTIMACION_PUNTUAL=21%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-13-M__L+corpus__07__f5-completa-v1_0.json
CIV-M-04	L+corpus	2	VALIDA	0.26	ESTIMACION_PUNTUAL=26%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-04-M__L+corpus__02__f5-completa-v1_0.json
CIV-M-13	L+corpus	6	VALIDA	0.22	ESTIMACION_PUNTUAL=22%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-13-M__L+corpus__06__f5-completa-v1_0.json
FAM-M-01	L-solo	5	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-01-M__L-solo__05__f5-completa-v1_0.json
TRA-M-03	L-solo	6	VALIDA	0.1	ESTIMACION_PUNTUAL=10%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-03-M__L-solo__06__f5-completa-v1_0.json
TRA-M-02	L-solo	2	VALIDA	0.14	ESTIMACION_PUNTUAL=14%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-02-M__L-solo__02__f5-completa-v1_0.json
CIV-M-02	L+corpus	2	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-02-M__L+corpus__02__f5-completa-v1_0.json
TRA-M-03	L+corpus	4	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-03-M__L+corpus__04__f5-completa-v1_0.json
TRA-M-03	L-solo	5	VALIDA	0.12	ESTIMACION_PUNTUAL=12%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-03-M__L-solo__05__f5-completa-v1_0.json
CIV-M-12	L+corpus	3	VALIDA	0.24	ESTIMACION_PUNTUAL=24%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-12-M__L+corpus__03__f5-completa-v1_0.json
CIV-M-10	L+corpus	3	VALIDA	0.22	ESTIMACION_PUNTUAL=22%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-10-M__L+corpus__03__f5-completa-v1_0.json
FAM-M-07	L+corpus	4	VALIDA	0.05	ESTIMACION_PUNTUAL=5%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-07-M__L+corpus__04__f5-completa-v1_0.json
CIV-M-02	L-solo	2	VALIDA	0.25	ESTIMACION_PUNTUAL=25%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-02-M__L-solo__02__f5-completa-v1_0.json
CIV-M-10	L-solo	2	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-10-M__L-solo__02__f5-completa-v1_0.json
FAM-M-06	L-solo	4	VALIDA	0.053	ESTIMACION_PUNTUAL=5.3%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-06-M__L-solo__04__f5-completa-v1_0.json
CIV-M-13	L+corpus	5	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-13-M__L+corpus__05__f5-completa-v1_0.json
FAM-M-06	L+corpus	7	VALIDA	0.047	ESTIMACION_PUNTUAL=4.7%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-06-M__L+corpus__07__f5-completa-v1_0.json
FAM-M-07	L-solo	1	VALIDA	0.05	ESTIMACION_PUNTUAL=5%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-07-M__L-solo__01__f5-completa-v1_0.json
CIV-M-12	L+corpus	4	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-12-M__L+corpus__04__f5-completa-v1_0.json
FAM-M-05	L+corpus	6	VALIDA	0.048	ESTIMACION_PUNTUAL=4.8%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-05-M__L+corpus__06__f5-completa-v1_0.json
CIV-M-02	L-solo	5	VALIDA	0.25	ESTIMACION_PUNTUAL=25%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-02-M__L-solo__05__f5-completa-v1_0.json
DIN-M-01	L-solo	1	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-DIN-M-01-M__L-solo__01__f5-completa-v1_0.json
CIV-M-02	L+corpus	8	VALIDA	0.26	ESTIMACION_PUNTUAL=26%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-02-M__L+corpus__08__f5-completa-v1_0.json
FAM-M-05	L+corpus	2	VALIDA	0.047	ESTIMACION_PUNTUAL=4.7%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-05-M__L+corpus__02__f5-completa-v1_0.json
FAM-M-01	L-solo	6	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-01-M__L-solo__06__f5-completa-v1_0.json
CIV-M-01	L+corpus	4	VALIDA	0.22	ESTIMACION_PUNTUAL=22%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-01-M__L+corpus__04__f5-completa-v1_0.json
CIV-M-12	L-solo	4	VALIDA	0.22	ESTIMACION_PUNTUAL=22%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-12-M__L-solo__04__f5-completa-v1_0.json
TRA-M-03	L+corpus	2	VALIDA	0.12	ESTIMACION_PUNTUAL=12%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-03-M__L+corpus__02__f5-completa-v1_0.json
CIV-M-13	L+corpus	1	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-13-M__L+corpus__01__f5-completa-v1_0.json
CIV-M-13	L+corpus	4	VALIDA	0.22	ESTIMACION_PUNTUAL=22%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-13-M__L+corpus__04__f5-completa-v1_0.json
CIV-M-02	L+corpus	1	VALIDA	0.28	ESTIMACION_PUNTUAL=28%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-02-M__L+corpus__01__f5-completa-v1_0.json
DIN-M-01	L-solo	2	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-DIN-M-01-M__L-solo__02__f5-completa-v1_0.json
TRA-M-03	L+corpus	6	VALIDA	0.12	ESTIMACION_PUNTUAL=12%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-03-M__L+corpus__06__f5-completa-v1_0.json
TRA-M-07	L-solo	7	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-07-M__L-solo__07__f5-completa-v1_0.json
CIV-M-13	L-solo	7	VALIDA	0.21	ESTIMACION_PUNTUAL=21%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-13-M__L-solo__07__f5-completa-v1_0.json
TRA-M-03	L+corpus	5	VALIDA	0.12	ESTIMACION_PUNTUAL=12%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-03-M__L+corpus__05__f5-completa-v1_0.json
CIV-M-04	L-solo	8	VALIDA	0.26	ESTIMACION_PUNTUAL=26%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-04-M__L-solo__08__f5-completa-v1_0.json
TRA-M-07	L-solo	5	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-07-M__L-solo__05__f5-completa-v1_0.json
CIV-M-13	L-solo	8	VALIDA	0.22	ESTIMACION_PUNTUAL=22%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-13-M__L-solo__08__f5-completa-v1_0.json
TRA-M-07	L-solo	1	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-07-M__L-solo__01__f5-completa-v1_0.json
TRA-M-02	L-solo	3	VALIDA	0.16	ESTIMACION_PUNTUAL=16%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-02-M__L-solo__03__f5-completa-v1_0.json
CIV-M-04	L+corpus	1	VALIDA	0.25	ESTIMACION_PUNTUAL=25%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-04-M__L+corpus__01__f5-completa-v1_0.json
CIV-M-01	L-solo	2	VALIDA	0.26	ESTIMACION_PUNTUAL=26%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-01-M__L-solo__02__f5-completa-v1_0.json
CIV-M-12	L-solo	8	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-12-M__L-solo__08__f5-completa-v1_0.json
FAM-M-06	L-solo	7	VALIDA	0.05	ESTIMACION_PUNTUAL=5%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-06-M__L-solo__07__f5-completa-v1_0.json
FAM-M-01	L-solo	3	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-01-M__L-solo__03__f5-completa-v1_0.json
CIV-M-10	L+corpus	1	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-10-M__L+corpus__01__f5-completa-v1_0.json
DIN-M-01	L+corpus	4	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-DIN-M-01-M__L+corpus__04__f5-completa-v1_0.json
TRA-M-07	L-solo	4	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-07-M__L-solo__04__f5-completa-v1_0.json
TRA-M-02	L-solo	4	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-02-M__L-solo__04__f5-completa-v1_0.json
FAM-M-07	L-solo	7	VALIDA	0.055	ESTIMACION_PUNTUAL=5.5%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-07-M__L-solo__07__f5-completa-v1_0.json
TRA-M-02	L-solo	8	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-02-M__L-solo__08__f5-completa-v1_0.json
CIV-M-10	L-solo	3	VALIDA	0.235	ESTIMACION_PUNTUAL=23.5%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-10-M__L-solo__03__f5-completa-v1_0.json
FAM-M-05	L+corpus	8	VALIDA	0.048	ESTIMACION_PUNTUAL=4.8%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-05-M__L+corpus__08__f5-completa-v1_0.json
TRA-M-07	L+corpus	6	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-07-M__L+corpus__06__f5-completa-v1_0.json
FAM-M-06	L+corpus	3	VALIDA	0.05	ESTIMACION_PUNTUAL=5%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-06-M__L+corpus__03__f5-completa-v1_0.json
FAM-M-05	L-solo	2	VALIDA	0.05	ESTIMACION_PUNTUAL=5%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-05-M__L-solo__02__f5-completa-v1_0.json
CIV-M-10	L+corpus	4	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-10-M__L+corpus__04__f5-completa-v1_0.json
CIV-M-10	L-solo	8	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-10-M__L-solo__08__f5-completa-v1_0.json
CIV-M-02	L-solo	8	VALIDA	0.28	ESTIMACION_PUNTUAL=28%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-02-M__L-solo__08__f5-completa-v1_0.json
CIV-M-01	L-solo	8	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-01-M__L-solo__08__f5-completa-v1_0.json
CIV-M-01	L+corpus	1	VALIDA	0.24	ESTIMACION_PUNTUAL=24%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-01-M__L+corpus__01__f5-completa-v1_0.json
DIN-M-01	L+corpus	5	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-DIN-M-01-M__L+corpus__05__f5-completa-v1_0.json
FAM-M-06	L-solo	8	VALIDA	0.05	ESTIMACION_PUNTUAL=5%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-06-M__L-solo__08__f5-completa-v1_0.json
CIV-M-02	L-solo	7	VALIDA	0.27	ESTIMACION_PUNTUAL=27%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-02-M__L-solo__07__f5-completa-v1_0.json
FAM-M-05	L+corpus	4	VALIDA	0.048	ESTIMACION_PUNTUAL=4.8%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-05-M__L+corpus__04__f5-completa-v1_0.json
TRA-M-07	L+corpus	5	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-07-M__L+corpus__05__f5-completa-v1_0.json
FAM-M-07	L+corpus	6	VALIDA	0.05	ESTIMACION_PUNTUAL=5%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-07-M__L+corpus__06__f5-completa-v1_0.json
CIV-M-02	L+corpus	3	VALIDA	0.22	ESTIMACION_PUNTUAL=22%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-02-M__L+corpus__03__f5-completa-v1_0.json
TRA-M-02	L+corpus	5	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-02-M__L+corpus__05__f5-completa-v1_0.json
CIV-M-04	L-solo	4	VALIDA	0.27	ESTIMACION_PUNTUAL=27%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-04-M__L-solo__04__f5-completa-v1_0.json
CIV-M-10	L+corpus	2	VALIDA	0.24	ESTIMACION_PUNTUAL=24%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-10-M__L+corpus__02__f5-completa-v1_0.json
CIV-M-10	L+corpus	7	VALIDA	0.21	ESTIMACION_PUNTUAL=21%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-10-M__L+corpus__07__f5-completa-v1_0.json
CIV-M-12	L-solo	7	VALIDA	0.22	ESTIMACION_PUNTUAL=22%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-12-M__L-solo__07__f5-completa-v1_0.json
TRA-M-02	L+corpus	6	ABSTENCION		ABSTENCION	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-TRA-M-02-M__L+corpus__06__f5-completa-v1_0.json
CIV-M-01	L-solo	7	VALIDA	0.23	ESTIMACION_PUNTUAL=23%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-01-M__L-solo__07__f5-completa-v1_0.json
CIV-M-02	L+corpus	5	VALIDA	0.25	ESTIMACION_PUNTUAL=25%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-CIV-M-02-M__L+corpus__05__f5-completa-v1_0.json
FAM-M-07	L-solo	4	VALIDA	0.053	ESTIMACION_PUNTUAL=5.3%	forense/prereg-duelo-v2/corridas-L-completa-v1_0/L-FAM-M-07-M__L-solo__04__f5-completa-v1_0.json
