# GENERADO por forense/analisis/corpus-completo/catalogo.py — no editar
fuente	programa	ola	id_archivo	titulo	clase	url	formato_elegido	formatos	tamano	licencia	en_manifiesto	prioridad	historia_en_corpus	ola_mas_reciente	reserva_al_entrar	afirmaciones_mapa
INEGI	ENDISEG	2021	997314	Encuesta Nacional sobre Diversidad Sexual y de Género (ENDISEG) 2021 · Base de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/endiseg/2021/microdatos/endiseg_2021_bd_csv.zip	_csv.zip	_csv.zip	4.9  MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2021	YA-EN-MANIFIESTO	ASTRA5-U0-PAREJA-010;ASTRA5-U0-PAREJA-011;ASTRA5-U0-JUV-019
INEGI	ENDISEG	2021	997316	Encuesta Nacional sobre Diversidad Sexual y de Género (ENDISEG) 2021 · Descriptor de archivos (FD)	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/endiseg/2021/microdatos/endiseg_2021_fd_pdf.zip	_pdf.zip	_pdf.zip	1.1  MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2021	YA-EN-MANIFIESTO	ASTRA5-U0-PAREJA-010;ASTRA5-U0-PAREJA-011;ASTRA5-U0-JUV-019
INEGI	ENDISEG	2021	997317	Encuesta Nacional sobre Diversidad Sexual y de Género (ENDISEG) 2021 · Modelo entidad relación	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/endiseg/2021/microdatos/endiseg_2021_modelo_logico_pdf.zip	_pdf.zip	_pdf.zip	245.1  KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2021	ABIERTA	ASTRA5-U0-PAREJA-010;ASTRA5-U0-PAREJA-011;ASTRA5-U0-JUV-019
INEGI	ENIF	2012	6350	Encuesta Nacional de Inclusión Financiera (ENIF) 2012 · Base de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2012/microdatos/bases_enif2012_sav.zip	_sav.zip	_dbf.zip;_sav.zip	1.29 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2012	79291	Encuesta Nacional de Inclusión Financiera (ENIF) 2012 · Descriptor de archivos (FD)	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2012/doc/fd_enif2012.xlsx	.xlsx	.xlsx	145 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2014	79420	Encuesta Nacional de Inclusión Financiera (ENIF) 2012 · Modelo entidad relación	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2012/doc/modelo_enif2012.pdf	.pdf	.pdf	17.3  KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2015	77360	Encuesta Nacional de Inclusión Financiera (ENIF) 2015 · Base de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2015/microdatos/enif_2015_bd_sav.zip	_sav.zip	_dbf.zip;_sav.zip	1.96 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2015	79290	Encuesta Nacional de Inclusión Financiera (ENIF) 2015 · Descriptor de archivos (FD)	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2015/doc/enif_2015_fd.xlsx	.xlsx	.xlsx	214 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2015	79300	Encuesta Nacional de Inclusión Financiera (ENIF) 2015 · Modelo entidad relación	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2015/doc/enif_2015_modelo_datos.pdf	.pdf	.pdf	959  KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2018	104562	Encuesta Nacional de Inclusión Financiera (ENIF) 2018 · Base de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2018/microdatos/enif_2018_bd_dbf.zip	_dbf.zip	_dbf.zip	1.19 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2018	104563	Encuesta Nacional de Inclusión Financiera (ENIF) 2018 · Descriptor de archivos (FD)	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2018/microdatos/enif_2018_fd.xlsx	.xlsx	.xlsx	241 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2021	878856	Encuesta Nacional de Inclusión Financiera (ENIF) 2021 · Base de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2021/microdatos/enif_2021_bd_csv.zip	_csv.zip	_csv.zip	1.89 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2021	878857	Encuesta Nacional de Inclusión Financiera (ENIF) 2021 · Descriptor de archivos (FD)	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2021/microdatos/enif_2021_fd_pdf.zip	_pdf.zip	_pdf.zip	1.17 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2021	878873	Encuesta Nacional de Inclusión Financiera (ENIF) 2021 · Modelo entidad relación	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2021/microdatos/enif_2021_modelo_er_pdf.zip	_pdf.zip	_pdf.zip	150 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2024	2534386	Encuesta Nacional de Inclusión Financiera (ENIF) 2024 · Base de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2024/microdatos/enif_2024_bd_csv.zip	_csv.zip	_csv.zip	3  MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2024	2534387	Encuesta Nacional de Inclusión Financiera (ENIF) 2024 · Descriptor de archivos (FD)	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2024/microdatos/enif_2024_fd.xlsx	.xlsx	.xlsx	119  KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENIF	2024	2534388	Encuesta Nacional de Inclusión Financiera (ENIF) 2024 · Modelo entidad relación	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enif/2024/microdatos/enif_2024_modelo_logico_pdf.zip	_pdf.zip	_pdf.zip	121  KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-APUEST-010;ASTRA5-U0-FIN-017;ASTRA5-U0-TRUST-018
INEGI	ENUT	2002	6344	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2002 · Base de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2002/microdatos/enut_2002_dbf.zip	_dbf.zip	_dbf.zip	2.54 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	ENUT	2002	79309	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2002 · Descriptor de archivos (FD)	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2002/doc/descripcion.pdf	.pdf	.pdf	234 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	ENUT	2009	6343	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2009 · Base de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2009/microdatos/enut_2009_dbf.zip	_dbf.zip	_dbf.zip	5.01 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	ENUT	2009	79308	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2009 · Descriptor de archivos (FD)	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2009/doc/fd_enut09.pdf	.pdf	.pdf	183 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	ENUT	2014	6857	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2014 · Base de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2014/microdatos/bd_enut14_dbf.zip	_dbf.zip	_dbf.zip	5.36 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	ENUT	2014	79307	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2014 · Descriptor de archivos (FD)	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2014/doc/fd_enut14.xls	.xls	.xls	327 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	ENUT	2019	295891	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2019 · Descriptor de archivos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2019/microdatos/enut_2019_fd.xlsx	.xlsx	.xlsx	114 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	ENUT	2019	295892	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2019 · Bases de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2019/microdatos/enut_2019_bd_csv.zip	.zip	.zip	9.34 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	ENUT	2019	295893	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2019 · Diagrama entidad-relación	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2019/microdatos/enut_2019_diagrama_er.zip	.zip	.zip	81.7 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	ENUT	2024	2985675	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2024 · Base de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2024/microdatos/enut_2024_bd_csv.zip	_csv.zip	_csv.zip	17.1  MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	SI	3	SI	2024	YA-EN-MANIFIESTO	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	ENUT	2024	2985676	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2024 · Descriptor de archivos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2024/microdatos/enut_2024_fd.xlsx	.xlsx	.xlsx	159  KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	ENUT	2024	2985677	Encuesta Nacional sobre Uso del Tiempo (ENUT) 2024 · Diagrama entidad-relación	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/enut/2024/microdatos/enut_2024_diagrama_er.zip	.zip	.zip	222  KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2024	ABIERTA	ASTRA5-U0-EMOC-011;ASTRA5-U0-SINT-018;ASTRA5-U0-VEJEZ-032
INEGI	INTERCENSAL	2015	7565	Encuesta Intercensal 2015 · Aguascalientes	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_01_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	6.49 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7566	Encuesta Intercensal 2015 · Baja California	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_02_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	7.69 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7567	Encuesta Intercensal 2015 · Baja California Sur	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_03_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	3.20 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7568	Encuesta Intercensal 2015 · Campeche	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_04_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	5.88 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7569	Encuesta Intercensal 2015 · Coahuila de Zaragoza	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_05_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	14.1 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7570	Encuesta Intercensal 2015 · Colima	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_06_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	4.48 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7571	Encuesta Intercensal 2015 · Chiapas	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_07_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	57.3 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7572	Encuesta Intercensal 2015 · Chihuahua	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_08_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	21.4 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7573	Encuesta Intercensal 2015 · Distrito Federal	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_09_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	22.3 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7574	Encuesta Intercensal 2015 · Durango	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_10_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	13.1 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7575	Encuesta Intercensal 2015 · Guanajuato	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_11_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	25.9 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7576	Encuesta Intercensal 2015 · Guerrero	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_12_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	39.1 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7577	Encuesta Intercensal 2015 · Hidalgo	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_13_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	30.1 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7578	Encuesta Intercensal 2015 · Jalisco	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_14_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	46.3 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7579	Encuesta Intercensal 2015 · México	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_15_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	71.2 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7580	Encuesta Intercensal 2015 · Michoacán de Ocampo	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_16_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	40.9 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7581	Encuesta Intercensal 2015 · Morelos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_17_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	14.2 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7582	Encuesta Intercensal 2015 · Nayarit	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_18_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	8.91 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7583	Encuesta Intercensal 2015 · Nuevo León	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_19_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	19.5 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7584	Encuesta Intercensal 2015 · Oaxaca	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_20_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	77.5 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7585	Encuesta Intercensal 2015 · Puebla	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_21_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	60.7 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7586	Encuesta Intercensal 2015 · Querétaro	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_22_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	10.3 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7587	Encuesta Intercensal 2015 · Quintana Roo	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_23_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	6.60 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7588	Encuesta Intercensal 2015 · San Luis Potosí	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_24_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	21.7 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7589	Encuesta Intercensal 2015 · Sinaloa	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_25_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	11.3 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
INEGI	INTERCENSAL	2015	7590	Encuesta Intercensal 2015 · Sonora	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/intercensal/2015/microdatos/eic2015_26_csv.zip	_csv.zip	_csv.zip;_dta.zip;_sas.zip;_sav.zip	16.5 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	3	SI	2015	ABIERTA	ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035
