resultado_id	consumidor	tipo_uso	corrida_natural	valor_legacy	estado_relevo	razon_relevo	calc_observado	result_observado	causa_principal	subcausa	grupo_dependencia	disponibilidad_acreditada	siguiente_accion	compuerta	paquete_propuesto	evidencia
RES-0099	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-01:AGREGADO	celda_AGREGADO	CORR-0023	"{""z_L_corpus"": 5.881933975095942, ""z_L_solo"": -1.8289090331078106, ""z_M"": 5.0660909204419005}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-01	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0100	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:R	celda_R	CORR-0024	0.24339981393062482	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-01	CALC-R-CIV-M-01		RESERVADO-O-YA-ENCARGADO	MARCADOR-CALC-DE-OTRA-CORRESPONDENCIA-SIN-RESULT-FIJADO	MARCADOR-CIV-M-02	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0101	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:M	celda_M	CORR-0025	0.294313	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-02	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0102	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:L:L-solo	celda_L	CORR-0026	0.85	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-02	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0103	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:L:L+corpus	celda_L	CORR-0026	0.7833333333333333	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-04	CALC-R-CIV-M-04		RESERVADO-O-YA-ENCARGADO	MARCADOR-CALC-DE-OTRA-CORRESPONDENCIA-SIN-RESULT-FIJADO	MARCADOR-CIV-M-02	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0104	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-02:AGREGADO	celda_AGREGADO	CORR-0027	"{""z_L_corpus"": 86.55798246244639, ""z_L_solo"": 97.2454688969738, ""z_M"": 8.162009781825262}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-02	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0105	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:R	celda_R	CORR-0028	0.24366832225578466	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-02	CALC-R-CIV-M-02		RESERVADO-O-YA-ENCARGADO	MARCADOR-CALC-DE-OTRA-CORRESPONDENCIA-SIN-RESULT-FIJADO	MARCADOR-CIV-M-04	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0106	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:M	celda_M	CORR-0029	0.294313	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-04	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0107	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:L:L-solo	celda_L	CORR-0030	None	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-04	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0108	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:L:L+corpus	celda_L	CORR-0030	0.8575	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-10	CALC-R-CIV-M-10		RESERVADO-O-YA-ENCARGADO	MARCADOR-CALC-DE-OTRA-CORRESPONDENCIA-SIN-RESULT-FIJADO	MARCADOR-CIV-M-04	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0109	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-04:AGREGADO	celda_AGREGADO	CORR-0031	"{""z_L_corpus"": 82.02458570227323, ""z_L_solo"": null, ""z_M"": 6.767504611786136}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-04	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0110	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:R	celda_R	CORR-0032	0.20493399286059008	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-04	CALC-R-CIV-M-04		RESERVADO-O-YA-ENCARGADO	MARCADOR-CALC-DE-OTRA-CORRESPONDENCIA-SIN-RESULT-FIJADO	MARCADOR-CIV-M-10	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0111	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:M	celda_M	CORR-0033	0.294313	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-10	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0112	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:L:L-solo	celda_L	CORR-0034	0.375	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-10	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0113	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:L:L+corpus	celda_L	CORR-0034	0.7030000000000001	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-12	CALC-R-CIV-M-12		RESERVADO-O-YA-ENCARGADO	MARCADOR-CALC-DE-OTRA-CORRESPONDENCIA-SIN-RESULT-FIJADO	MARCADOR-CIV-M-10	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0114	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-10:AGREGADO	celda_AGREGADO	CORR-0035	"{""z_L_corpus"": 104.3412603409494, ""z_L_solo"": 35.62761013945705, ""z_M"": 18.724261682725913}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-10	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0115	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:R	celda_R	CORR-0036	0.20811159524290274	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-10	CALC-R-CIV-M-10		RESERVADO-O-YA-ENCARGADO	MARCADOR-CALC-DE-OTRA-CORRESPONDENCIA-SIN-RESULT-FIJADO	MARCADOR-CIV-M-12	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0116	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:M	celda_M	CORR-0037	0.294313	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-12	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0117	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:L:L-solo	celda_L	CORR-0038	0.225	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-12	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0118	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:L:L+corpus	celda_L	CORR-0038	0.463125	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-13	CALC-R-CIV-M-13		RESERVADO-O-YA-ENCARGADO	MARCADOR-CALC-DE-OTRA-CORRESPONDENCIA-SIN-RESULT-FIJADO	MARCADOR-CIV-M-12	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0119	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-12:AGREGADO	celda_AGREGADO	CORR-0039	"{""z_L_corpus"": 53.571248397093356, ""z_L_solo"": 3.547785761046082, ""z_M"": 18.108525984426006}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-12	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0120	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:R	celda_R	CORR-0040	0.1946118021509308	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-12	CALC-R-CIV-M-12		RESERVADO-O-YA-ENCARGADO	MARCADOR-CALC-DE-OTRA-CORRESPONDENCIA-SIN-RESULT-FIJADO	MARCADOR-CIV-M-13	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0121	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:M	celda_M	CORR-0041	0.294313	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-13	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0122	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:L:L-solo	celda_L	CORR-0042	0.37857142857142856	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-13	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0123	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:L:L+corpus	celda_L	CORR-0042	0.294375	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-13	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0124	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:CIV-M-13:AGREGADO	celda_AGREGADO	CORR-0043	"{""z_L_corpus"": 18.504084174826755, ""z_L_solo"": 34.12084301071083, ""z_M"": 18.49258441095015}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-CIV-M-13	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0125	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:R	celda_R	CORR-0044	0.15558094338412926	SIN-CANDIDATO	CORR-CON-CALC-SIN-RESULT-FIJADO:CALC-R-CIV-M-13	CALC-R-CIV-M-13		RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-DIN-M-01	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0126	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:M	celda_M	CORR-0045	0.174804	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-DIN-M-01	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0127	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:L:L-solo	celda_L	CORR-0046	0.209375	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-DIN-M-01	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0128	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:L:L+corpus	celda_L	CORR-0046	0.3375	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-DIN-M-01	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0129	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:DIN-M-01:AGREGADO	celda_AGREGADO	CORR-0047	"{""z_L_corpus"": 37.730842012768946, ""z_L_solo"": 11.157132678437026, ""z_M"": 3.98694961192238}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-DIN-M-01	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0130	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:R	celda_R	CORR-0048	0.5571925669683186	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-FAM-M-01	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0131	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:M	celda_M	CORR-0049	0.457707	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-FAM-M-01	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0132	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:L:L-solo	celda_L	CORR-0050	0.26875	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-FAM-M-01	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0133	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:L:L+corpus	celda_L	CORR-0050	0.2275	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-FAM-M-01	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0134	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-01:AGREGADO	celda_AGREGADO	CORR-0051	"{""z_L_corpus"": -48.722718441678325, ""z_L_solo"": -42.6266994922661, ""z_M"": -14.702203671076122}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	CELDA-SIN-B-RESERVADA-MEDICION-DEMANDA-3	MARCADOR-FAM-M-01	el valor legacy/computado existe; no acredita RESULT GEN2 ni B para la celda	no duplicar las cuatro celdas sin B reservadas	ESPERA-MERGE	NINGUNO	enmienda SPECS-DEMANDA-1; perímetro MEDICION-DEMANDA-3
RES-0135	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:R	celda_R	CORR-0052	0.04745859252351374	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-05	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0136	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:M	celda_M	CORR-0053	0.045694	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-05	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0137	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:L:L-solo	celda_L	CORR-0054	0.046125	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-05	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0138	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:L:L+corpus	celda_L	CORR-0054	0.045875	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-05	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0139	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-05:AGREGADO	celda_AGREGADO	CORR-0055	"{""z_L_corpus"": -1.2544689818528516, ""z_L_solo"": -1.056427351315631, ""z_M"": -1.3978511223617998}"	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-05	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0140	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:R	celda_R	CORR-0056	0.04728548395278385	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-06	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
RES-0141	forense/prereg-duelo-v2/marco-M-sorteado-v1_3.tsv:FAM-M-06:M	celda_M	CORR-0057	0.045694	SIN-CANDIDATO	CORR-SIN-CALC-DECLARADA			RESERVADO-O-YA-ENCARGADO	MARCADOR-SIN-OFERTA-GEN2	MARCADOR-FAM-M-06	la celda legacy/computada existe; un CALC homónimo o de otro corte no acredita relevo del slot	esperar CELDA-D-PILOTO-1 y el crosswalk firmado; después decidir la ruta de esta celda exacta	ESPERA-MERGE	NINGUNO	NC-0239/NC-0240; reserva de CELDA-D-PILOTO-1 y crosswalk
