calc_id	conducta	dominio	ola	eje	categoria	p	ic_lo	ic_hi	icc_lo	icc_hi	tau2	n	conteo	result_id_p
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	18	0.407012						5990	2438	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-18-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	19	0.504802						21032	10617	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-19-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	20	0.250901						21092	5292	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-20-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	21	0.379401						19399	7360	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-21-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	22	0.482789						9035	4362	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-22-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	23	0.636076						9491	6037	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-23-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	24	0.371470						13067	4854	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-24-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	25	0.404456						17055	6898	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-25-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	26	0.447751						14383	6440	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-26-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	27	0.292843						11402	3339	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-27-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	28	0.513764						18999	9761	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-28-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	29	0.395685						5052	1999	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-29-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	30	0.280285						40491	11349	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-30-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	31	0.419935						12009	5043	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-31-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	ENT	32	0.245403						9625	2362	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-ENT-32-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	TLOC	100MIL-MAS	0.518101						261644	135558	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-TLOC-100MIL-MAS-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	TLOC	15MIL-99MIL	0.370475						120718	44723	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-TLOC-15MIL-99MIL-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	TLOC	2500-14999	0.258850						128221	33190	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-TLOC-2500-14999-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	TLOC	MENOS-2500	0.196670						52972	10418	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-TLOC-MENOS-2500-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2011	TOTAL	TODOS	0.397280						563555	223889	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2011-TOTAL-TODOS-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	01	0.512399						6210	3182	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-01-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	02	0.456002						17535	7996	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-02-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	03	0.565826						2856	1616	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-03-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	04	0.321143						5250	1686	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-04-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	05	0.427050						15305	6536	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-05-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	06	0.511394						3379	1728	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-06-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	07	0.219244						24028	5268	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-07-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	08	0.442700						18726	8290	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-08-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	09	0.595272						35535	21153	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-09-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	10	0.320136						9674	3097	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-10-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	11	0.409758						31299	12825	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-11-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	12	0.233501						22531	5261	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-12-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	13	0.403102						10124	4081	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-13-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	14	0.525204						39120	20546	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-14-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	15	0.393036						71879	28251	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-15-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	16	0.297372						26825	7977	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-16-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	17	0.482728						7874	3801	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-17-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	18	0.439185						6084	2672	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-18-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	19	0.522657						21031	10992	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-19-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	20	0.262726						20862	5481	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-20-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	21	0.365237						21011	7674	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-21-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	22	0.496541						9252	4594	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-22-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	23	0.636691						9174	5841	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-23-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	24	0.370323						13418	4969	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-24-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	25	0.418667						16832	7047	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-25-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	26	0.462971						14448	6689	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-26-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	27	0.303676						11071	3362	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-27-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	28	0.535948						18207	9758	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-28-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	29	0.373308						5687	2123	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-29-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	30	0.331591						41331	13705	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-30-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	31	0.459001						11915	5469	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-31-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	ENT	32	0.281113						9562	2688	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-ENT-32-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	TLOC	100MIL-MAS	0.528597						276237	146018	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-TLOC-100MIL-MAS-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	TLOC	15MIL-99MIL	0.374406						121801	45603	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-TLOC-15MIL-99MIL-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	TLOC	2500-14999	0.266848						128069	34175	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-TLOC-2500-14999-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	TLOC	MENOS-2500	0.203397						51928	10562	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-TLOC-MENOS-2500-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2012	TOTAL	TODOS	0.408899						578035	236358	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2012-TOTAL-TODOS-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	01	0.518623						6363	3300	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-01-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	02	0.503471						17000	8559	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-02-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	03	0.535816						2820	1511	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-03-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	04	0.332637						4789	1593	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-04-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	05	0.440394						15418	6790	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-05-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	06	0.507559						3241	1645	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-06-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	07	0.207645						27783	5769	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-07-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	08	0.487861						18989	9264	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-08-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	09	0.583979						37063	21644	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-09-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	10	0.331112						9453	3130	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-10-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	11	0.431200						30872	13312	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-11-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	12	0.259542						20278	5263	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-12-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	13	0.415802						10505	4368	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-13-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	14	0.520788						39590	20618	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-14-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	15	0.471780						67205	31706	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-15-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	16	0.516053						24949	12875	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-16-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	17	0.541301						7179	3886	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-17-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	18	0.456054						5484	2501	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-18-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	19	0.688263						15080	10379	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-19-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	20	0.249814						20119	5026	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-20-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	21	0.394546						19141	7552	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-21-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	22	0.480459						9672	4647	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-22-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	23	0.704586						10030	7067	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-23-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	24	0.386746						13324	5153	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-24-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	25	0.418920						16829	7050	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-25-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	26	0.425706						15856	6750	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-26-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	27	0.301088						11309	3405	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-27-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	28	0.551907						15653	8639	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-28-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	29	0.604354						5328	3220	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-29-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	30	0.277587						38741	10754	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-30-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	31	0.432927						12397	5367	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-31-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	ENT	32	0.408901						8853	3620	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-ENT-32-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	TLOC	100MIL-MAS	0.535967						280260	150210	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-TLOC-100MIL-MAS-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	TLOC	15MIL-99MIL	0.410187						115540	47393	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-TLOC-15MIL-99MIL-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	TLOC	2500-14999	0.313307						118577	37151	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-TLOC-2500-14999-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	TLOC	MENOS-2500	0.247337						46936	11609	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-TLOC-MENOS-2500-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2013	TOTAL	TODOS	0.438905						561313	246363	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2013-TOTAL-TODOS-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	01	0.510983						6783	3466	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-01-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	02	0.508616						16830	8560	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-02-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	03	0.545698						2615	1427	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-03-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	04	0.348847						4985	1739	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-04-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	05	0.438472						16521	7244	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-05-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	06	0.523063						3317	1735	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-06-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	07	0.191192						30404	5813	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-07-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	08	0.490822						18577	9118	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-08-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	09	0.600672						36629	22002	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-09-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	10	0.347278						8486	2947	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-10-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	11	0.431632						31506	13599	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-11-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	12	0.260412						19953	5196	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-12-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	13	0.442131						10325	4565	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-13-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	14	0.520978						39708	20687	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-14-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	15	0.461164						66022	30447	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-15-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	16	0.399791						23980	9587	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-16-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	17	0.584777						7620	4456	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-17-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	18	0.469333						5576	2617	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-18-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	19	0.698621						15950	11143	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-19-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	20	0.316612						16964	5371	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-20-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	21	0.416462						17495	7286	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-21-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	22	0.502789						9680	4867	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-22-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	23	0.691184						10129	7001	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-23-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	24	0.406453						13266	5392	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-24-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	25	0.419604						16854	7072	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-25-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	26	0.445003						15910	7080	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-26-P
CALC-EMAT-PAREJA-PISOS-0001	M-AMBOS-TRABAJAN	PAREJA	2014	ENT	27	0.295960						11684	3458	RESULT-EMAT-PAREJA-PISOS-M-AMBOS-TRABAJAN-2014-ENT-27-P
