id	raiz_declarada	raiz_resuelta	archivo	estado_A1	clase_P1	tamano_declarado	tamano_real	hallado_en_otra_raiz	tiene_url_origen	estado_reserva	licencia
endireh_2016_bd_mujeres_endireh2016_sitioinegi_stata	SIN-RAIZ	data_raw	endireh2016/bd_mujeres_endireh2016_sitioinegi_stata.zip	COINCIDE	ESTÁ-Y-COINCIDE	58918856	58918856		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2016_bd_sd_endireh2016_sitioinegi_rdata	SIN-RAIZ	data_raw	endireh2016/bd_sd_endireh2016_sitioinegi_RData.zip	COINCIDE	ESTÁ-Y-COINCIDE	16291192	16291192		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2016_bd_sd_endireh2016_sitioinegi_csv	SIN-RAIZ	data_raw	endireh2016/bd_sd_endireh2016_sitioinegi_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	17568947	17568947		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2016_bd_sd_endireh2016_sitioinegi_dbf	SIN-RAIZ	data_raw	endireh2016/bd_sd_endireh2016_sitioinegi_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	15766111	15766111		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2016_bd_sd_endireh2016_sitioinegi_spss	SIN-RAIZ	data_raw	endireh2016/bd_sd_endireh2016_sitioinegi_spss.zip	COINCIDE	ESTÁ-Y-COINCIDE	19961366	19961366		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2016_bd_sd_endireh2016_sitioinegi_stata	SIN-RAIZ	data_raw	endireh2016/bd_sd_endireh2016_sitioinegi_stata.zip	COINCIDE	ESTÁ-Y-COINCIDE	10966606	10966606		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2016_bd_viviendas_endireh2016_sitioinegi_rdata	SIN-RAIZ	data_raw	endireh2016/bd_viviendas_endireh2016_sitioinegi_RData.zip	COINCIDE	ESTÁ-Y-COINCIDE	6146133	6146133		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2016_bd_viviendas_endireh2016_sitioinegi_csv	SIN-RAIZ	data_raw	endireh2016/bd_viviendas_endireh2016_sitioinegi_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	7116133	7116133		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2016_bd_viviendas_endireh2016_sitioinegi_dbf	SIN-RAIZ	data_raw	endireh2016/bd_viviendas_endireh2016_sitioinegi_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	7161378	7161378		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2016_bd_viviendas_endireh2016_sitioinegi_spss	SIN-RAIZ	data_raw	endireh2016/bd_viviendas_endireh2016_sitioinegi_spss.zip	COINCIDE	ESTÁ-Y-COINCIDE	5053953	5053953		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2016_bd_viviendas_endireh2016_sitioinegi_stata	SIN-RAIZ	data_raw	endireh2016/bd_viviendas_endireh2016_sitioinegi_stata.zip	COINCIDE	ESTÁ-Y-COINCIDE	3046355	3046355		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2021_endireh2021_calc_r	SIN-RAIZ	data_raw	endireh2021/endireh2021_calc_r.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1255297	1255297		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2021_bd_endireh_2021_rdata	SIN-RAIZ	data_raw	endireh2021/bd_endireh_2021_RData.zip	COINCIDE	ESTÁ-Y-COINCIDE	36646028	36646028		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2021_bd_endireh_2021_dbf	SIN-RAIZ	data_raw	endireh2021/bd_endireh_2021_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	100982152	100982152		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2021_bd_endireh_2021_dta	SIN-RAIZ	data_raw	endireh2021/bd_endireh_2021_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	44836129	44836129		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
endireh_2021_bd_endireh_2021_sav	SIN-RAIZ	data_raw	endireh2021/bd_endireh_2021_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	67324204	67324204		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_engasto12_fd	SIN-RAIZ	data_raw	engasto2012/engasto12_fd.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1461889	1461889		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_dbf	SIN-RAIZ	data_raw	engasto2013/gasto_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	60663633	60663633		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_de_consumo_ajustado_constante_dbf	SIN-RAIZ	data_raw	engasto2013/gasto_de_consumo_ajustado_constante_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	63269584	63269584		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_de_consumo_ajustado_constante_dta	SIN-RAIZ	data_raw	engasto2013/gasto_de_consumo_ajustado_constante_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	49248833	49248833		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_de_consumo_ajustado_constante_sav	SIN-RAIZ	data_raw	engasto2013/gasto_de_consumo_ajustado_constante_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	79293283	79293283		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_de_consumo_ajustado_dbf	SIN-RAIZ	data_raw	engasto2013/gasto_de_consumo_ajustado_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	32947499	32947499		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_de_consumo_ajustado_dta	SIN-RAIZ	data_raw	engasto2013/gasto_de_consumo_ajustado_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	38953823	38953823		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_de_consumo_ajustado_sav	SIN-RAIZ	data_raw	engasto2013/gasto_de_consumo_ajustado_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	69821790	69821790		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_dta	SIN-RAIZ	data_raw	engasto2013/gasto_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	67727910	67727910		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_mujeres_dbf	SIN-RAIZ	data_raw	engasto2013/gasto_mujeres_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	2209389	2209389		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_mujeres_dta	SIN-RAIZ	data_raw	engasto2013/gasto_mujeres_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	2321430	2321430		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_mujeres_sav	SIN-RAIZ	data_raw	engasto2013/gasto_mujeres_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	4328522	4328522		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_gasto_sav	SIN-RAIZ	data_raw	engasto2013/gasto_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	123772438	123772438		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_hogar_dbf	SIN-RAIZ	data_raw	engasto2013/hogar_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	1674648	1674648		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_hogar_dta	SIN-RAIZ	data_raw	engasto2013/hogar_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	1837082	1837082		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_hogar_sav	SIN-RAIZ	data_raw	engasto2013/hogar_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	3861844	3861844		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_lugar_compra_dbf	SIN-RAIZ	data_raw	engasto2012/lugar_compra_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	2011528	2011528		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_lugar_compra_dta	SIN-RAIZ	data_raw	engasto2012/lugar_compra_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	2006599	2006599		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_lugar_compra_sav	SIN-RAIZ	data_raw	engasto2012/lugar_compra_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	3621305	3621305		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_persona_dbf	SIN-RAIZ	data_raw	engasto2013/persona_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	2201256	2201256		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_persona_dta	SIN-RAIZ	data_raw	engasto2013/persona_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	2345020	2345020		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_persona_sav	SIN-RAIZ	data_raw	engasto2013/persona_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	6847171	6847171		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_vivienda_dbf	SIN-RAIZ	data_raw	engasto2012/vivienda_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	1073475	1073475		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_vivienda_dta	SIN-RAIZ	data_raw	engasto2012/vivienda_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	1181477	1181477		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2012_vivienda_sav	SIN-RAIZ	data_raw	engasto2012/vivienda_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	2529775	2529775		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2013_viviendas_dbf	SIN-RAIZ	data_raw	engasto2013/viviendas_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	1082772	1082772		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2013_viviendas_dta	SIN-RAIZ	data_raw	engasto2013/viviendas_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	1250776	1250776		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
engasto_2013_viviendas_sav	SIN-RAIZ	data_raw	engasto2013/viviendas_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	2308548	2308548		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2011_fd_envipe2011	SIN-RAIZ	data_raw	envipe2011/fd_envipe2011.xls	COINCIDE	ESTÁ-Y-COINCIDE	459264	459264		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2011_base_de_datos_envipe_2011_dbf	SIN-RAIZ	data_raw	envipe2011/base_de_datos_envipe_2011_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	8956716	8956716		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2012_fd_envipe2012	SIN-RAIZ	data_raw	envipe2012/fd_envipe2012.xls	COINCIDE	ESTÁ-Y-COINCIDE	415744	415744		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2012_base_de_datos_envipe_2012_dbf	SIN-RAIZ	data_raw	envipe2012/base_de_datos_envipe_2012_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	10171572	10171572		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2013_fd_envipe2013	SIN-RAIZ	data_raw	envipe2013/fd_envipe2013.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	192702	192702		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2013_bd_envipe13_dbf	SIN-RAIZ	data_raw	envipe2013/bd_envipe13_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	10433209	10433209		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2014_fd_envipe2014	SIN-RAIZ	data_raw	envipe2014/fd_envipe2014.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1836970	1836970		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2014_bd_envipe2014_dbf	SIN-RAIZ	data_raw	envipe2014/bd_envipe2014_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	11506651	11506651		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2015_fd_envipe2015	SIN-RAIZ	data_raw	envipe2015/fd_envipe2015.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1852255	1852255		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2015_bd_envipe2015_dbf	SIN-RAIZ	data_raw	envipe2015/bd_envipe2015_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	15422694	15422694		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2016_calculo_indicadores_r_envipe2016	SIN-RAIZ	data_raw	envipe2016/calculo_indicadores_r_envipe2016.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1010455	1010455		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2016_fd_envipe2016	SIN-RAIZ	data_raw	envipe2016/fd_envipe2016.pdf	COINCIDE	ESTÁ-Y-COINCIDE	2423007	2423007		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2016_bd_envipe2016_dbf	SIN-RAIZ	data_raw	envipe2016/bd_envipe2016_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	18625348	18625348		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2017_calculo_indicadores_r_envipe2017	SIN-RAIZ	data_raw	envipe2017/calculo_indicadores_r_envipe2017.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1471628	1471628		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2017_fd_envipe2017	SIN-RAIZ	data_raw	envipe2017/fd_envipe2017.pdf	COINCIDE	ESTÁ-Y-COINCIDE	1878707	1878707		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2017_bd_envipe2017_dbf	SIN-RAIZ	data_raw	envipe2017/bd_envipe2017_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	18932534	18932534		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2018_bd_envipe2018_dbf	SIN-RAIZ	data_raw	envipe2018/bd_envipe2018_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	26205205	26205205		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2019_bd_envipe2019_dbf	SIN-RAIZ	data_raw	envipe2019/bd_envipe2019_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	26082327	26082327		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2020_bd_envipe_2020_dbf	SIN-RAIZ	data_raw	envipe2020/bd_envipe_2020_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	27600154	27600154		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2021_bd_envipe_2021_rdata	SIN-RAIZ	data_raw	envipe2021/bd_envipe_2021_RData.zip	COINCIDE	ESTÁ-Y-COINCIDE	18802198	18802198		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2021_bd_envipe_2021_csv	SIN-RAIZ	data_raw	envipe2021/bd_envipe_2021_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	25767952	25767952		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2021_bd_envipe_2021_dbf	SIN-RAIZ	data_raw	envipe2021/bd_envipe_2021_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	29296800	29296800		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2021_bd_envipe_2021_dta	SIN-RAIZ	data_raw	envipe2021/bd_envipe_2021_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	18740198	18740198		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2021_bd_envipe_2021_sav	SIN-RAIZ	data_raw	envipe2021/bd_envipe_2021_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	30277683	30277683		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2022_bd_envipe_2022_rdata	SIN-RAIZ	data_raw	envipe2022/bd_envipe_2022_RData.zip	COINCIDE	ESTÁ-Y-COINCIDE	17290935	17290935		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2022_bd_envipe_2022_csv	SIN-RAIZ	data_raw	envipe2022/bd_envipe_2022_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	24387033	24387033		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2022_bd_envipe_2022_dbf	SIN-RAIZ	data_raw	envipe2022/bd_envipe_2022_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	27251407	27251407		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2022_bd_envipe_2022_dta	SIN-RAIZ	data_raw	envipe2022/bd_envipe_2022_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	17530262	17530262		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2022_bd_envipe_2022_sav	SIN-RAIZ	data_raw	envipe2022/bd_envipe_2022_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	28573124	28573124		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2023_bd_envipe_2023_rdata	SIN-RAIZ	data_raw	envipe2023/bd_envipe_2023_RData.zip	COINCIDE	ESTÁ-Y-COINCIDE	15447717	15447717		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2023_bd_envipe_2023_csv	SIN-RAIZ	data_raw	envipe2023/bd_envipe_2023_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	23113239	23113239		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2023_bd_envipe_2023_dbf	SIN-RAIZ	data_raw	envipe2023/bd_envipe_2023_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	25485140	25485140		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2023_bd_envipe_2023_dta	SIN-RAIZ	data_raw	envipe2023/bd_envipe_2023_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	16221003	16221003		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2023_bd_envipe_2023_sav	SIN-RAIZ	data_raw	envipe2023/bd_envipe_2023_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	26786689	26786689		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2024_bd_envipe_2024_rdata	SIN-RAIZ	data_raw	envipe2024/bd_envipe_2024_RData.zip	COINCIDE	ESTÁ-Y-COINCIDE	17337721	17337721		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2024_bd_envipe_2024_csv	SIN-RAIZ	data_raw	envipe2024/bd_envipe_2024_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	23430232	23430232		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2024_bd_envipe_2024_dbf	SIN-RAIZ	data_raw	envipe2024/bd_envipe_2024_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	33648165	33648165		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2024_bd_envipe_2024_dta	SIN-RAIZ	data_raw	envipe2024/bd_envipe_2024_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	22669258	22669258		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2024_bd_envipe_2024_sav	SIN-RAIZ	data_raw	envipe2024/bd_envipe_2024_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	23160739	23160739		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2025_bd_envipe_2025_rdata	SIN-RAIZ	data_raw	envipe2025/bd_envipe_2025_RData.zip	COINCIDE	ESTÁ-Y-COINCIDE	16419635	16419635		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2025_bd_envipe_2025_csv	SIN-RAIZ	data_raw	envipe2025/bd_envipe_2025_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	18933389	18933389		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2025_bd_envipe_2025_dbf	SIN-RAIZ	data_raw	envipe2025/bd_envipe_2025_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	25443823	25443823		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2025_bd_envipe_2025_dta	SIN-RAIZ	data_raw	envipe2025/bd_envipe_2025_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	20577128	20577128		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
envipe_2025_bd_envipe_2025_sav	SIN-RAIZ	data_raw	envipe2025/bd_envipe_2025_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	17346809	17346809		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2015_mociba2015_fd	SIN-RAIZ	data_raw	mociba2015/mociba2015_fd.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	292304	292304		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2015_mociba2015_bd_dbf	SIN-RAIZ	data_raw	mociba2015/mociba2015_bd_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	2756809	2756809		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2015_mociba2015_bd_spss	SIN-RAIZ	data_raw	mociba2015/mociba2015_bd_spss.zip	COINCIDE	ESTÁ-Y-COINCIDE	3058486	3058486		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2016_mociba2016_fd	SIN-RAIZ	data_raw	mociba2016/mociba2016_fd.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	149330	149330		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2016_mociba2016_bd_dbf	SIN-RAIZ	data_raw	mociba2016/mociba2016_bd_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	1251420	1251420		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2016_mociba2016_bd_sav	SIN-RAIZ	data_raw	mociba2016/mociba2016_bd_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	2845571	2845571		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2017_mociba2017_fd	SIN-RAIZ	data_raw	mociba2017/mociba2017_fd.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	115580	115580		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2017_mociba2017_bd_dbf	SIN-RAIZ	data_raw	mociba2017/mociba2017_bd_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	526927	526927		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2017_mociba2017_bd_sav	SIN-RAIZ	data_raw	mociba2017/mociba2017_bd_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	1043304	1043304		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2019_mociba2019_fd	SIN-RAIZ	data_raw	mociba2019/mociba2019_fd.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	195143	195143		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2019_mociba2019_bd_dbf	SIN-RAIZ	data_raw	mociba2019/mociba2019_bd_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	543734	543734		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2019_mociba2019_bd_sav	SIN-RAIZ	data_raw	mociba2019/mociba2019_bd_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	389231	389231		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2020_mociba2020_fd	SIN-RAIZ	data_raw	mociba2020/mociba2020_fd.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	273223	273223		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2020_mociba2020_bd_rdata	SIN-RAIZ	data_raw	mociba2020/mociba2020_bd_RData.zip	COINCIDE	ESTÁ-Y-COINCIDE	1292082	1292082		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2020_mociba2020_bd_csv	SIN-RAIZ	data_raw	mociba2020/mociba2020_bd_csv.zip	COINCIDE	ESTÁ-Y-COINCIDE	1184107	1184107		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2020_mociba2020_bd_dbf	SIN-RAIZ	data_raw	mociba2020/mociba2020_bd_dbf.zip	COINCIDE	ESTÁ-Y-COINCIDE	1757737	1757737		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2020_mociba2020_bd_dta	SIN-RAIZ	data_raw	mociba2020/mociba2020_bd_dta.zip	COINCIDE	ESTÁ-Y-COINCIDE	1036646	1036646		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2020_mociba2020_bd_sav	SIN-RAIZ	data_raw	mociba2020/mociba2020_bd_sav.zip	COINCIDE	ESTÁ-Y-COINCIDE	1903720	1903720		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
mociba_2021_mociba2021_fd	SIN-RAIZ	data_raw	mociba2021/mociba2021_fd.xlsx	COINCIDE	ESTÁ-Y-COINCIDE	129886	129886		SI		Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/ineg
