procedencia_id	relacion_id	necesidad_id	fuente_canonica_normalizada	objeto_evidencia_id_canonico	procedencia_necesidad_id	procedencia_fuente	procedencia_objeto_evidencia_id	accion_normalizacion	clasificacion_relacion	tipo_evidencia	evidencia_ref	evidencia_localizador	variable_reactivo_tabla	texto_evidencia	unidad_observacion	periodo	universo_muestra	codificacion	parte_necesidad_cubierta	parte_necesidad_no_cubierta	uso_potencial_modelo	transformacion_requerida	incertidumbre	siguiente_accion	objeto_modelo_origen	objeto_modelo_origen_ref
PROV-976dd866241d2d140c1e7597	REL-34b342f4b79071b6286f2cab	N28	SICS	OE-8956933de168361a2512c945	N28	SICS	OE-8956933de168361a2512c945	SIN_CAMBIO	NEGATIVA	APERTURA_LOCAL_DELIMITADA	MAIN:forense/notas/2026-08-08-verif3.md:L195	variable de sanción o monitoreo a nivel comité	variable de sanción o monitoreo a nivel comité	El CSV completo está agregado nacional×año; no tiene identificador de comité ni variable de sanción/monitoreo, por lo que no permite comparar contribución sostenida.	NO_DETERMINADO	NO_DETERMINADO	Documento/archivo completo citado	NO_APLICA	Se verificó el contenido y alcance del universo local citado.	No cubre el componente específico de la necesidad.	Evita usar esta fuente como parámetro para esta relación; conserva el límite de medición.	NO_APLICA	Ausencia delimitada al documento/archivo descrito; no afirma inexistencia en otras fuentes o versiones.	Conservar como negativa fuente-específica; reabrir solo ante un payload distinto que contenga la variable faltante.	NO_DETERMINADO	NO_DETERMINADO
PROV-33d9a6db100b3ed0aec9251e	REL-350211bc943be8bae0c8eea2	N32	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-32b1a46c23141f7f5fe25916	N32	MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010	OE-32b1a46c23141f7f5fe25916	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L7	N32|MEXICO_ENTERPRISE_SURVEYS_COMPONENTE_PANEL_CANDIDATO_2006_2010|OE-32b1a46c23141f7f5fe25916	NO_DETERMINADO	SATISFACE-UMBRAL-DOCUMENTAL	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La documentación registra 293 filas y una llave panel candidata, pero no verifica continuidad, comparabilidad ni las variables específicas de la necesidad.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir diccionario y archivo panel; comprobar dos observaciones por idPANEL2006 y mapear predictor y desenlace requeridos.	NO_DETERMINADO	NO_DETERMINADO
PROV-fe197e693d745b9ac7494d7d	REL-36cde7fa0d470608a94ddb1e	N5	ENFIH	OE-ee2008967035d534126bbcb0	N5	ENFIH	OE-ee2008967035d534126bbcb0	SIN_CAMBIO	CANDIDATA	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	NO_DETERMINADO	NO_DETERMINADO
PROV-bb127216d80fae12f88307d2	REL-374d073941162109bb37265b	N25	ELECTORAL_PRECINCT_LEVEL_DATABASE_FOR_MEXICAN_MUNICIPAL_ELECTION	OE-4b45123490a5aa18fc9c597f	N25	ELECTORAL_PRECINCT_LEVEL_DATABASE_FOR_MEXICAN_MUNICIPAL_ELECTION	OE-4b45123490a5aa18fc9c597f	SIN_CAMBIO	CANDIDATA	BASE_INDEXADA_SIN_MAPEO	MAIN:data/mapa-ext-academico-2026-08-06.tsv	L21	NO_DETERMINADO	La base electoral está identificada como potencialmente material, pero falta esquema y vínculo causal para esta necesidad.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	CANDIDATA-NUEVA-POTENCIALMENTE-MATERIAL	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir codebook y verificar variables de sección, elección, tratamiento/exposición y resultado.	NO_DETERMINADO	NO_DETERMINADO
PROV-1bc49f9d9f941db5cf0d108a	REL-382a1f202f13e8134f376a00	N26	MEXICO_PANEL_STUDY_2012	OE-c4924c6957c6dfd37ddc93e0	N26	MEXICO_PANEL_STUDY_2012	OE-c4924c6957c6dfd37ddc93e0	SIN_CAMBIO	CANDIDATA	FUENTE_INDEXADA_SIN_APERTURA	MAIN:data/mapa-ext-general-2026-08-06.tsv	L16	NO_DETERMINADO	El panel está inventariado localmente, pero no hay diccionario o reactivo abierto que pruebe esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La relación requiere un objeto de evidencia concreto todavía no mapeado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir cuestionario y codebook 2012 y localizar las variables exactas y su llave longitudinal.	NO_DETERMINADO	NO_DETERMINADO
PROV-77cbe449c8fbaa5d333647a6	REL-3b746c49c7c051083df6ee81	N3	ENFIH	OE-7419790292a051ce7ebbb5fe	N3	ENFIH	OE-7419790292a051ce7ebbb5fe	SIN_CAMBIO	CANDIDATA	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Reactivo explícito de sensibilidad de estatus coobservado con consumo mediado por crédito.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	NO_DETERMINADO	NO_DETERMINADO
PROV-fff48834154589c52b7d56a1	REL-3d47f2e740a4b56741e9c6e2	N17	GDELT	OE-4c346beb2b73477c2e0ad4f2	N17	GDELT	OE-4c346beb2b73477c2e0ad4f2	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L8	N17|GDELT|OE-4c346beb2b73477c2e0ad4f2	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La ficha local confirma campos de evento y geografía, no una extracción México depurada ni la construcción específica de esta necesidad.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Extraer un universo México acotado, aplicar deduplicación documentada y mapear CAMEO/actores/respuesta al objeto.	NO_DETERMINADO	NO_DETERMINADO
PROV-3ee4b4e25a813d497c3eceb1	REL-3d6a985a8dafc13fdbd39e4a	N5	WVS	OE-3e9b3749b85eec5a7a570417	N5	WVS	OE-3e9b3749b85eec5a7a570417	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	N5|WVS|OE-3e9b3749b85eec5a7a570417	NO_DETERMINADO	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	La documentación local confirma la fuente y México, pero no reabre variables mexicanas ni codificación para este objeto.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Abrir cuestionario y codebook Wave 7 México; localizar reactivo, codificación y desenlace coobservado.	NO_DETERMINADO	NO_DETERMINADO
PROV-be2a906f18ff646a82d06674	REL-3e153324c7506ed0e35a7a70	N22	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-5f0201a5ea6cf5b6386b6888	N22	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-5f0201a5ea6cf5b6386b6888	SIN_CAMBIO	CANDIDATA	MAPA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L13	World Bank Enterprise Survey Mexico 2023	NO_DETERMINADO	Fuente identificada sin variable de N22.	empresa	2023	México	NO_DETERMINADO	Unidad empresarial	Constructo N22	NO_APLICA	NO_DETERMINADO	Alta	Abrir cuestionario.	NO_DETERMINADO	NO_DETERMINADO
PROV-8bbbdbb40f9e0004f7c739fd	REL-3e169667f97f8fd79eb60519	N14	ENSAFI	OE-dff892093b2ffd61e32c03f3	N14	ENSAFI	OE-dff892093b2ffd61e32c03f3	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L7	NO_DETERMINADO	NO_DETERMINADO	[SIN TEXTO -- mismo caso; nombre de columna derivada sugiere 'confianza financiera', sin pregunta documentada]	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: binaria, valores observados {1,2} en TMODULO.csv; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 369 encabezados crudos, terminos confianza/confia = 0 en preguntas P-numeradas (ninguna trae la palabra en su codigo); CONF_FINAN hallado por lectura manual. Es el candidato que el propio encargo senala como mas prometedor de este acto -- el hallazgo confirma que la columna EXISTE con valores reales, pero sellar EXISTE-SATISFACE exigiria el texto de la pregunta que este corpus no tiene, 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-79e4b8358132363f8fd6dc9b	REL-4123a71317ee01a55404f43f	N4	ENASIC	OE-1c70ead5028c06104fac398b	N4	ENASIC	OE-1c70ead5028c06104fac398b	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L17	NO_DETERMINADO	NO_DETERMINADO	—	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 1427 variables; riesgo/arriesg/perdida/certidumbre = 0; 'perder' 1 coincidencia irrelevante (perder contacto con hijos tras separacion de pareja, P9_25_5); 'seguro' 3 coincidencias, las 3 son nombres de programa/afiliacion (Seguro de Vida para Jefas de Familia, Seguro Social IMSS, Seguro Popular) sin contenido de riesgo/actitud, 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-2d1fa21ea3ae0528abf8a9ee	REL-435541bba7684694085356c2	N17	MASS_MOBILIZATION_PROTEST_DATA	OE-f6f64575493127412ebb0cf9	N17	MASS_MOBILIZATION_PROTEST_DATA	OE-f6f64575493127412ebb0cf9	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L9	Mass Mobilization Protest Data	NO_DETERMINADO	La ficha local confirma pertinencia temática general, no una apertura exhaustiva del instrumento o payload.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia y pertinencia temática preliminar de la fuente.	La descripción panorámica del registro de protestas no prueba una apertura exhaustiva del codebook/payload ni permite ausencia delimitada.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La descripción panorámica del registro de protestas no prueba una apertura exhaustiva del codebook/payload ni permite ausencia delimitada.	Abrir codebook y payload México; verificar campos completos y documentar explícitamente si existe algún vínculo con trámite o gobierno digital.	NO_DETERMINADO	NO_DETERMINADO
PROV-fde8c44e5cf843af3c203bab	REL-4360d0a91e5f8be30916c2b9	N30	LATINOBARÓMETRO	OE-18a91d6f51832ff30efa00b4	N30	LATINOBARÓMETRO	OE-18a91d6f51832ff30efa00b4	SIN_CAMBIO	CANDIDATA	CUESTIONARIO_SIN_MICRODATO	MAIN:forense/hitoE-campana-medicion-v2_0.md	L1116	NO_DETERMINADO	El cuestionario local identifica P4NOIJ como proxy de obediencia, pero el microdato no está registrado; para otras necesidades no hay mapeo de reactivo y desenlace.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La relación requiere un objeto de evidencia concreto todavía no mapeado.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Obtener el microdato bajo la licencia aplicable y mapear reactivo, codificación y desenlace para México.	NO_DETERMINADO	NO_DETERMINADO
PROV-4ab9f8d76685f3ca7681b68b	REL-442cd065de98fdb5e3df2b95	N32	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-9095a827c5b03d21c3aba17f	N32	WORLD_BANK_ENTERPRISE_SURVEY_MEXICO_2023	OE-9095a827c5b03d21c3aba17f	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L36	NO_DETERMINADO	NO_DETERMINADO	MAPEADO-NO-SATISFACE	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-1dc141d0135172f48cb1f563	REL-45672e7d7c5ac7c69edaede4	N6	ENFIH	OE-bbf838f18125cdb07027ae39	N6	ENFIH	OE-bbf838f18125cdb07027ae39	SIN_CAMBIO	CANDIDATA	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	NO_DETERMINADO	NO_DETERMINADO
PROV-57b7bc4da9699adba734d5c4	REL-4773e33ebd7e704a595bbf07	N5	ENNVIH	OE-2914da93c77f7bde435ccf41	N5	ENNVIH	OE-2914da93c77f7bde435ccf41	SIN_CAMBIO	CANDIDATA	PANEL_SIN_MAPEO_DIRIGIDO	MAIN:forense/matriz-impacto-universal-2026-08-06.md	L81	NO_DETERMINADO	La matriz reconoce ENNViH/MxFLS como ruta longitudinal para horizonte temporal, pero la fase descriptiva y la llave panel siguen pendientes.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir codebooks por ola y localizar indicador temporal, conducta financiera y llave individual longitudinal.	NO_DETERMINADO	NO_DETERMINADO
PROV-9e9583a4edfdb71d7d23f74a	REL-478c989935311d75d50f9738	N17	ACLED	OE-fb51f080791a1ff581d30382	N17	ACLED	OE-fb51f080791a1ff581d30382	SIN_CAMBIO	NO_ACCESIBLE	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L34	NO_DETERMINADO	NO_DETERMINADO	NO-ACCESIBLE	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo:	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-9c23f86fe5decde6d4508644	REL-48285fd8e0a22a38147245ed	N17	CSES	OE-a85c21b316ca56fe487c9e96	N17	CSES	OE-a85c21b316ca56fe487c9e96	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	CSES Module 5, Mexico 2018	NO_DETERMINADO	La ficha local confirma pertinencia temática general, no una apertura exhaustiva del instrumento o payload.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia y pertinencia temática preliminar de la fuente.	Solo hay descripción panorámica electoral; no se abrió exhaustivamente el codebook/payload para delimitar ausencia de variables de gobierno digital.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	Solo hay descripción panorámica electoral; no se abrió exhaustivamente el codebook/payload para delimitar ausencia de variables de gobierno digital.	Abrir codebook y payload canónico CSES México 2018; buscar literalmente variables de trámite/gobierno digital y documentar el universo revisado.	NO_DETERMINADO	NO_DETERMINADO
PROV-e8ceeaf4c17c4b6cd9637beb	REL-4945113fd8870341191221b6	N26	INE	OE-6487bac05f4bf89b84d72e68	N26	INE	OE-6487bac05f4bf89b84d72e68	SIN_CAMBIO	CANDIDATA	CLASE_FUENTE	MAIN:data/mapa-fuentes-2026-08-06.tsv:L97	INE	NO_DETERMINADO	Institución sin dataset para N26.	NO_DETERMINADO	NO_DETERMINADO	México	NO_DETERMINADO	Autoridad de fuente	Datos N26	NO_APLICA	NO_DETERMINADO	Alta	Precisar producto.	NO_DETERMINADO	NO_DETERMINADO
PROV-2ceb688bb4faf6f9a6b60e0d	REL-4a609c6633a4bafac14a6930	N12	ENBIARE	OE-d6e6a5ca635618c4404ea4e8	N12	ENBIARE	OE-d6e6a5ca635618c4404ea4e8	SIN_CAMBIO	CONFIRMADA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L26	NO_DETERMINADO	NO_DETERMINADO	'B2. En caso de que se le presente una urgencia o necesidad, ¿considera usted que siempre contara con la ayuda de personas de su familia?' (codigos: 1=Si, 2=No, 3=No tiene familia)	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: categorica (Si/No/No tiene familia); NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); 'apoyo' 1 coincidencia literal (titulo de apartado); PB2_1/PB2_2 hallados por lectura dirigida del Apartado B (Confianza y Redes de Apoyo, L611-708) tras localizar la seccion via 'confianza'. Es expectativa de recibir apoyo familiar en una urgencia -- disposicion/percepcion general, no acotada a un dominio especifico como los candidatos de ENFIH/ENASIC; PB2_2 (misma pregunta para amistades no familiares) permite ademas contrastar familismo vs. red	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-fa734666970adb94f806ef1f	REL-4b4d25bbe2c702aed1884440	N18	ENOE	OE-50dfcbc516e7e4a51facda49	N18	ENOE	OE-50dfcbc516e7e4a51facda49	SIN_CAMBIO	CANDIDATA	FICHA_LOCAL_NO_CONCLUYENTE	MAIN:canon/modelo-decision-v4_0.md	N18|ENOE|OE-50dfcbc516e7e4a51facda49	NO_DETERMINADO	Evasión por sanción creíble × utilidad percibida, separando subsistencia y cinismo de clase alta.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	La fuente o dominio temático está identificado en el universo reunido.	El catálogo confirma archivos ENOE en disco, pero la candidatura no identifica un reactivo que mida sanción creíble, utilidad o cinismo.	NO_DETERMINADO hasta verificar la evidencia concreta.	NO_APLICA antes de verificar instrumento y variables.	No se extrapola de la fuente a otras necesidades ni de una ficha temática a evidencia explícita.	Buscar de forma dirigida en diccionarios ENOE una variable explícita del constructo; si no existe, delimitar ausencia por módulos revisados.	NO_DETERMINADO	NO_DETERMINADO
PROV-98f715dbc22c3e7e7afa7a1a	REL-4eb55382fdbfdf5d84b1382f	N4	ENBIARE	OE-39d2eb9994c3ef05c686095e	N4	ENBIARE	OE-39d2eb9994c3ef05c686095e	SIN_CAMBIO	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L24	NO_DETERMINADO	NO_DETERMINADO	—	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Escala/diseño/universo: —; NO (inferencia estructural: un solo anio en manifiesto/zip, sin archivos por ola; ningun diccionario de los 4 menciona 'panel' ni 'corte transversal' -- grep verificado 2026-08-08, no hay declaracion explicita); riesgo/arriesg/perdida/perder/certidumbre = 0; 'seguro' 1 coincidencia, afiliacion al Seguro Social (IMSS) -- cobertura de salud, no item de riesgo, 2026-08-08	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-d4f42f99d2678a5299736cb4	REL-4fd0d54316a62b4b5c7a0048	N2	GPS	OE-8a46899fd75017e0dac7eacf	N2	GPS	OE-8a46899fd75017e0dac7eacf	SIN_CAMBIO	CANDIDATA	INDICE_O_DOCUMENTACION_INSUFICIENTE	MAIN:data/mapa-ext-general-2026-08-06.tsv:L3	APERTURA_INDETERMINADA	NO_DETERMINADO	Solo existe ficha/indexación; no se abrió evidencia concreta suficiente en esta ronda.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Existencia o pertinencia temática preliminar de la fuente.	La ficha confirma constructos generales, pero faltan codebook, texto/codificación, n México y desenlace coobservado; la descarga exige aceptar licencia.	NO_DETERMINADO hasta abrir evidencia concreta.	Mapeo explícito de variables y llave de análisis.	La ficha confirma constructos generales, pero faltan codebook, texto/codificación, n México y desenlace coobservado; la descarga exige aceptar licencia.	Obtener autorización de licencia y abrir codebook/archivo México; localizar el par reactivo–desenlace exacto.	NO_DETERMINADO	NO_DETERMINADO
PROV-6b037d5f892152f9c50958ff	REL-50587b531135ee1273f3f44e	N10	ENBIARE	OE-62009c20a223203d160baf5c	N10	ENBIARE2021	OE-62009c20a223203d160baf5c	CONSERVAR_EVIDENCIA_DISTINTA	NEGATIVA	EVIDENCIA_ACEPTADA_PREVIA	MAIN:data/abrir4-variables-2026-08-08.tsv:L25	NO_DETERMINADO	NO_DETERMINADO	Horizonte temporal coobservado con violencia/justicia en el mismo instrumento.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica. | La apertura explícita encuentra el reactivo, pero documenta que falta la coobservación exigida por N10. | Reserva: El reactivo temporal existe; la negativa se limita a satisfacer la relación N10 completa.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO
PROV-6587f3d695424bb905223858	REL-50e6d069fd121a8a7cd64fc5	N14	ENFIH	OE-e5b64d206242e1e5d68b33ad	N14	ENFIH	OE-e5b64d206242e1e5d68b33ad	SIN_CAMBIO	CANDIDATA	INSTRUMENTO_LOCAL_PARCIAL	MAIN:data/abrir4-variables-2026-08-08.tsv	L9-L14	NO_DETERMINADO	La apertura local de ENFIH documenta variables financieras concretas y búsquedas de constructos, pero no demuestra para esta clave el par constructo–desenlace exigido.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir el diccionario ENFIH y construir una tabla variable×constructo×desenlace para esta necesidad; verificar coobservación por llave de persona.	NO_DETERMINADO	NO_DETERMINADO
PROV-3d87b6a0ec0b0d63a6bb7a1f	REL-51392f82de7f4c77d1bb75c1	N14	ENBIARE	OE-13d0bcd20755243644c9b7bd	N14	ENBIARE2021	OE-13d0bcd20755243644c9b7bd	CONSERVAR_EVIDENCIA_DISTINTA	CANDIDATA	APERTURA_SIN_PAR_COMPLETO	MAIN:forense/matriz-impacto-universal-2026-08-06.md	L81-L86	NO_DETERMINADO	La matriz local registra orientación futura y redes en ENBIARE, pero advierte que no sustituyen automáticamente el diseño ni prueban el desenlace coobservado de esta relación.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Gradiente de confianza coobservado con dificultad financiera/seguro familiar en la misma muestra.	Identificación verificable y coobservación del constructo con el desenlace específico.	CANDIDATO; no parametrizable hasta completar el mapeo.	Mapeo de variables, codificación y llave de unión; estimación solo después de validar unidad y periodo.	ALTA: evidencia local parcial o meramente indexada.	Abrir cuestionario/diccionario ENBIARE y localizar texto, codificación y llave del reactivo junto con el desenlace requerido.	NO_DETERMINADO	NO_DETERMINADO
PROV-519888740aa53cebd127870d	REL-523fe941f36eef5710d093ee	N33	SIN_CANDIDATO_IDENTIFICADO	OE-ed59a4b92278706a6e55eff4	N33	SIN_CANDIDATO_IDENTIFICADO	OE-ed59a4b92278706a6e55eff4	SIN_CAMBIO	CANDIDATA	HUECO_UNIVERSO	MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	SIN_CANDIDATO_IDENTIFICADO	NO_DETERMINADO	No hay fuente identificada para antes/después de protección.	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	NO_DETERMINADO	Demanda definida	Fuente, evidencia y diseño	NO_APLICA	NO_DETERMINADO	Alta	Requiere futura búsqueda dirigida autorizada.	NO_DETERMINADO	NO_DETERMINADO
