fila_origen	fuente_canonica	fuente_canonica_normalizada	discordancia_alias	estado_A4A5	prioridad	url_conocida	ids_manifiesto	origen	nota
CORPUS-COMPLETO-1:CNPJE_2013	CNPJE_2013	CNPJE_2013	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnpje/2014/microdatos/estructura_organizacional_cnpje2014_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNPJE ola 2013)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 21 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNPJE_2014	CNPJE_2014	CNPJE_2014	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnpje/2015/microdatos/m1/estructura_organizacional_cnpje2015_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNPJE ola 2014)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 25 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNPJE_2015	CNPJE_2015	CNPJE_2015	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnpje/2016/microdatos/m1/Estructura_organizacional_cnpje2016_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNPJE ola 2015)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 27 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNPJE_2016	CNPJE_2016	CNPJE_2016	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnpje/2017/microdatos/m1/Estruc_org_procu_just_cnpje2017_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNPJE ola 2016)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 45 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNPJE_2017	CNPJE_2017	CNPJE_2017	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnpje/2018/microdatos/m1/Estruc_org_procu_just_cnpje2018_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNPJE ola 2017)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 56 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNPJE_2018	CNPJE_2018	CNPJE_2018	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnpje/2019/microdatos/m1/Estruc_org_procu_just_cnpje2019_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNPJE ola 2018)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 63 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNPLE_2016	CNPLE_2016	CNPLE_2016	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnple/2017/microdatos/m1/Estructura_organi_cnple2017_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNPLE ola 2016)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 18 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNPLE_2018	CNPLE_2018	CNPLE_2018	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnple/2018/microdatos/m1/Estructura_organi_cnple2018_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNPLE ola 2018)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 34 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNSPEF_2017	CNSPEF_2017	CNSPEF_2017	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnspef/2018/microdatos/m1/Estruct_organizacion_cnspef2018_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNSPEF ola 2017)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 18 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNSPEF_2018	CNSPEF_2018	CNSPEF_2018	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnspef/2019/microdatos/m1/Estruct_organizacion_cnspef2019_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNSPEF ola 2018)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 18 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNSPF_2017	CNSPF_2017	CNSPF_2017	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnspf/2018/microdatos/m1/Recursos_humanos_cnspf2018_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNSPF ola 2017)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 11 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNSPF_2018	CNSPF_2018	CNSPF_2018	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cnspf/2019/microdatos/m1/Recursos_humanos_cnspf2019_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNSPF ola 2018)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 12 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNTAIPPDPE_2015	CNTAIPPDPE_2015	CNTAIPPDPE_2015	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cntaippdpe/2016/microdatos/m1/Estruc_organizac_cntaippdpe2016_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNTAIPPDPE ola 2015)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 33 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNTAIPPDPE_2016	CNTAIPPDPE_2016	CNTAIPPDPE_2016	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cntaippdpe/2017/microdatos/m1/Estruc_organiza_cntaippdpe2017_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNTAIPPDPE ola 2016)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 45 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNTAIPPDPE_2018	CNTAIPPDPE_2018	CNTAIPPDPE_2018	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cntaippdpe/2019/microdatos/m1/Estruc_organiza_cntaippdpe2019_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNTAIPPDPE ola 2018)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 26 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNTAIPPDPF_2015	CNTAIPPDPF_2015	CNTAIPPDPF_2015	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cntaippdpf/2016/microdatos/m1/Estruc_organizac_cntaippdpf2016_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNTAIPPDPF ola 2015)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 33 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNTAIPPDPF_2016	CNTAIPPDPF_2016	CNTAIPPDPF_2016	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cntaippdpf/2017/microdatos/m1/Estruc_organiza_cntaippdpf2017_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNTAIPPDPF ola 2016)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 46 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CNTAIPPDPF_2018	CNTAIPPDPF_2018	CNTAIPPDPF_2018	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/cntaippdpf/2019/microdatos/m1/Estruc_organiza_cntaippdpf2019_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI CNTAIPPDPF ola 2018)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 26 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:COMEXT_2021	COMEXT_2021	COMEXT_2021	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/comext/microdatos/muestra_de_base_comext_tsv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI COMEXT ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:CONEVAL_Cambios-pobreza-2008-2018-(resultados)	CONEVAL_Cambios-pobreza-2008-2018-(resultados)	CONEVAL_Cambios-pobreza-2008-2018-(resultados)	SIN_ALIAS	PENDIENTE	10	https://www.coneval.org.mx/Medicion/MP/Documents/Pobreza_18/Cambios_pobreza_pobreza_extrema_2008_2018.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (EXTERNO CONEVAL ola Cambios pobreza 2008-2018 (resultados))	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: REGISTRO-NO-REQUERIDO (enlace público)
CORPUS-COMPLETO-1:CONEVAL_Cambios-pobreza-2010-2012-(resultados)	CONEVAL_Cambios-pobreza-2010-2012-(resultados)	CONEVAL_Cambios-pobreza-2010-2012-(resultados)	SIN_ALIAS	PENDIENTE	10	http://www.coneval.org.mx/Informes/Pobreza/Estatal2012/NACIONAL_2010-2012/Cambios_pobreza_pobreza_extrema_Nac_Edos.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (EXTERNO CONEVAL ola Cambios pobreza 2010-2012 (resultados))	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: REGISTRO-NO-REQUERIDO (enlace público)
CORPUS-COMPLETO-1:CONEVAL_Cambios-pobreza-2010-2014-(resultados)	CONEVAL_Cambios-pobreza-2010-2014-(resultados)	CONEVAL_Cambios-pobreza-2010-2014-(resultados)	SIN_ALIAS	PENDIENTE	10	https://www.coneval.org.mx/Medicion/MP/Documents/Pobreza_14/Cambios_pobreza_pobreza_extrema_2010_2014.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (EXTERNO CONEVAL ola Cambios pobreza 2010-2014 (resultados))	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: REGISTRO-NO-REQUERIDO (enlace público)
CORPUS-COMPLETO-1:CONEVAL_Cambios-pobreza-2010-2016-(resultados)	CONEVAL_Cambios-pobreza-2010-2016-(resultados)	CONEVAL_Cambios-pobreza-2010-2016-(resultados)	SIN_ALIAS	PENDIENTE	10	https://www.coneval.org.mx/Medicion/MP/Documents/Pobreza_16/Cambios_pobreza_pobreza_extrema_2010_2016.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (EXTERNO CONEVAL ola Cambios pobreza 2010-2016 (resultados))	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: REGISTRO-NO-REQUERIDO (enlace público)
CORPUS-COMPLETO-1:CONEVAL_Cambios-pobreza-2016-2020-(resultados)	CONEVAL_Cambios-pobreza-2016-2020-(resultados)	CONEVAL_Cambios-pobreza-2016-2020-(resultados)	SIN_ALIAS	PENDIENTE	10	https://www.coneval.org.mx/Medicion/MP/Documents/MMP_2018_2020/Evol_pob_pob_ext_nac_ent_2016_2020.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (EXTERNO CONEVAL ola Cambios pobreza 2016-2020 (resultados))	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: REGISTRO-NO-REQUERIDO (enlace público)
CORPUS-COMPLETO-1:CONEVAL_Programas-de-cálculo-MMP-2016	CONEVAL_Programas-de-cálculo-MMP-2016	CONEVAL_Programas-de-cálculo-MMP-2016	SIN_ALIAS	PENDIENTE	10	https://www.coneval.org.mx/Medicion/MP/Documents/Programas_calculo_pobreza_MMP_16/STATA_MMP_2016.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (EXTERNO CONEVAL ola Programas de cálculo MMP 2016)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: REGISTRO-NO-REQUERIDO (enlace público)
CORPUS-COMPLETO-1:CONEVAL_Programas-de-cálculo-MMP-2018	CONEVAL_Programas-de-cálculo-MMP-2018	CONEVAL_Programas-de-cálculo-MMP-2018	SIN_ALIAS	PENDIENTE	10	https://www.coneval.org.mx/Medicion/MP/Documents/Programas_calculo_pobreza_MMP_18/STATA_MMP_2018.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (EXTERNO CONEVAL ola Programas de cálculo MMP 2018)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: REGISTRO-NO-REQUERIDO (enlace público)
CORPUS-COMPLETO-1:CONEVAL_Programas-de-cálculo-MMP-2020	CONEVAL_Programas-de-cálculo-MMP-2020	CONEVAL_Programas-de-cálculo-MMP-2020	SIN_ALIAS	PENDIENTE	10	https://www.coneval.org.mx/Medicion/MP/Documents/Programas_calculo_pobreza_MMP_20/STATA_MMP_2020.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (EXTERNO CONEVAL ola Programas de cálculo MMP 2020)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: REGISTRO-NO-REQUERIDO (enlace público)
CORPUS-COMPLETO-1:CONEVAL_Programas-de-cálculo-MMP-2022-(Python/R/STATA)	CONEVAL_Programas-de-cálculo-MMP-2022-(Python/R/STATA)	CONEVAL_Programas-de-cálculo-MMP-2022-(Python/R/STATA)	SIN_ALIAS	PENDIENTE	10	https://www.coneval.org.mx/Medicion/MP/Documents/MMP_2022/Programas_calculo/STATA_MMP_2022.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (EXTERNO CONEVAL ola Programas de cálculo MMP 2022 (Python/R/STATA))	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: REGISTRO-NO-REQUERIDO (enlace público)
CORPUS-COMPLETO-1:DH_2013	DH_2013	DH_2013	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/dh/microdatos/FD_RIOPDH_2014_xlsx.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI DH ola 2013)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 8 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:DH_2014	DH_2014	DH_2014	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/dh/microdatos/FD_RIOPDH_2015_xlsx.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI DH ola 2014)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 8 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:DH_2015	DH_2015	DH_2015	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/dh/microdatos/FD_RIOPDH_2016_xlsx.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI DH ola 2015)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 9 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:DUTIH_2015	DUTIH_2015	DUTIH_2015	SIN_ALIAS	PENDIENTE	6	https://www.inegi.org.mx/contenidos/programas/dutih/2015/microdatos/dutih2015_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI DUTIH ola 2015)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:DUTIH_2016	DUTIH_2016	DUTIH_2016	SIN_ALIAS	PENDIENTE	6	https://www.inegi.org.mx/contenidos/programas/dutih/2016/microdatos/dutih2016_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI DUTIH ola 2016)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:DUTIH_2017	DUTIH_2017	DUTIH_2017	SIN_ALIAS	PENDIENTE	6	https://www.inegi.org.mx/contenidos/programas/dutih/2017/microdatos/dutih2017_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI DUTIH ola 2017)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:DUTIH_2018	DUTIH_2018	DUTIH_2018	SIN_ALIAS	PENDIENTE	6	https://www.inegi.org.mx/contenidos/programas/dutih/2018/microdatos/dutih2018_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI DUTIH ola 2018)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:DUTIH_2019	DUTIH_2019	DUTIH_2019	SIN_ALIAS	PENDIENTE	6	https://www.inegi.org.mx/contenidos/programas/dutih/2019/microdatos/dutih2019_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI DUTIH ola 2019)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:DUTIH_2020	DUTIH_2020	DUTIH_2020	SIN_ALIAS	PENDIENTE	6	https://www.inegi.org.mx/contenidos/programas/dutih/2020/microdatos/dutih2020_fd.xlsx		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI DUTIH ola 2020)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:DUTIH_2021	DUTIH_2021	DUTIH_2021	SIN_ALIAS	PENDIENTE	6	https://www.inegi.org.mx/contenidos/programas/dutih/2021/microdatos/dutih2021_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI DUTIH ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:DUTIH_2022	DUTIH_2022	DUTIH_2022	SIN_ALIAS	PENDIENTE	6	https://www.inegi.org.mx/contenidos/programas/dutih/2022/microdatos/endutih2022_bd_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI DUTIH ola 2022)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EAC_2010	EAC_2010	EAC_2010	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eac/2010/microdatos/ejem_serie_eac_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EAC ola 2010)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EAIM_2011	EAIM_2011	EAIM_2011	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eaim/2009/microdatos/ejem_eaim_09_11_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EAIM ola 2011)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EAIM_2021	EAIM_2021	EAIM_2021	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eaim/2013/microdatos/ej_eaim_2013_2016_2018_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EAIM ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EASPNF_2012	EASPNF_2012	EASPNF_2012	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/easpnf/2004/microdatos/ejem_servicios_anual_2011_2012_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EASPNF ola 2012)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:EAT_2012	EAT_2012	EAT_2012	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/eat/2004/microdatos/EAT2012_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI EAT ola 2012)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ECADEFI_2021	ECADEFI_2021	ECADEFI_2021	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/ecadefi/2021/microdatos/ecadefi_chih_2021_bd_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ECADEFI ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ECENASEM_2021	ECENASEM_2021	ECENASEM_2021	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/ecenasem/2021/microdatos/cognitiva_2021_bd_csv.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ECENASEM ola 2021)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 3 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ECOPRED_2014	ECOPRED_2014	ECOPRED_2014	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/ecopred/2014/doc/ecopred14_base_datos.pdf		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ECOPRED ola 2014)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 1 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
CORPUS-COMPLETO-1:ECOSEP_2009	ECOSEP_2009	ECOSEP_2009	SIN_ALIAS	PENDIENTE	0	https://www.inegi.org.mx/contenidos/programas/ecosep/2013/microdatos/ecosep_2009_dbf.zip		forense/analisis/corpus-completo/catalogo-v1_0.tsv (INEGI ECOSEP ola 2009)	GEN2-CORPUS-COMPLETO-1 P2 (catalogo_a_cola.py): 2 archivo(s) del catálogo por comando, ola ABIERTA; licencia: Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)
